date,slot_id,grid_kwh,charge_kwh,discharge_kwh,surplus_kwh,energy_end_kwh,energy_start_kwh,ordinary_cost_yuan
2025-02-01,47,0.0,0.0,361.16134999999997,0.0,2286.2780000000002,2687.568388888889,0.0
2025-02-01,48,0.0,0.0,299.9229166666667,0.0,1953.0303148148148,2286.2780000000002,0.0
2025-02-01,49,0.0,0.0,202.22623333333337,0.0,1728.3345,1953.0303148148148,0.0
2025-02-01,50,0.0,0.0,129.7926,0.0,1584.1205,1728.3345,0.0
2025-02-01,51,0.0,0.0,86.28458333333339,0.0,1488.2487407407407,1584.1205,0.0
2025-02-01,52,0.0,0.0,35.96915000000001,0.0,1448.2830185185185,1488.2487407407407,0.0
2025-02-01,53,0.0,0.0,62.453933333333225,0.0,1378.8897592592593,1448.2830185185185,0.0
2025-02-01,54,0.0,0.0,115.17666666666673,0.0,1250.915685185185,1378.8897592592593,0.0
2025-02-01,55,0.0,0.0,45.824116666666555,0.0,1200.0,1250.915685185185,0.0
2025-02-01,56,0.0,31.360500000000116,0.0,0.0,1228.2244500000002,1200.0,0.0
2025-02-01,57,0.0,61.70083333333332,0.0,0.0,1283.7552,1228.2244500000002,0.0
2025-02-01,58,0.0,105.10811666666666,0.0,0.0,1378.352505,1283.7552,0.0
2025-02-01,59,0.0,170.19725000000005,0.0,0.0,1531.5300300000001,1378.352505,0.0
2025-02-01,60,0.0,215.4304166666667,0.0,0.0,1725.4174050000001,1531.5300300000001,0.0
2025-02-01,61,0.0,200.41763333333324,0.0,0.0,1905.793275,1725.4174050000001,0.0
2025-02-01,62,0.0,226.92018333333328,0.0,0.0,2110.02144,1905.793275,0.0
2025-02-01,63,0.0,292.22541666666666,0.0,0.0,2373.024315,2110.02144,0.0
2025-02-01,64,0.0,301.0877333333334,0.0,0.0,2644.003275,2373.024315,0.0
2025-02-01,65,0.0,343.2174000000001,0.0,0.0,2952.898935,2644.003275,0.0
2025-02-01,66,0.0,407.3499999999998,0.0,0.0,3319.513935,2952.898935,0.0
2025-02-01,67,0.0,388.4834666666666,0.0,0.0,3669.149055,3319.513935,0.0
2025-02-01,68,0.0,395.2400666666666,0.0,0.0,4024.8651149999996,3669.149055,0.0
2025-02-01,69,0.0,444.52750000000003,0.0,0.0,4424.939864999999,4024.8651149999996,0.0
2025-02-01,70,0.0,444.10710000000006,0.0,0.0,4824.636254999999,4424.939864999999,0.0
2025-02-01,71,0.0,448.2673333333332,0.0,0.0,5228.076854999999,4824.636254999999,0.0
2025-02-01,72,0.0,460.6229166666667,0.0,0.0,5642.637479999999,5228.076854999999,0.0
2025-02-01,73,0.0,428.6418166666666,0.0,0.0,6028.415115,5642.637479999999,0.0
2025-02-01,74,0.0,426.38726666666673,0.0,0.0,6412.163655,6028.415115,0.0
2025-02-01,75,0.0,458.3908333333335,0.0,0.0,6824.715405000001,6412.163655,0.0
2025-02-01,76,194.6647833333369,645.6483833333368,0.0,0.0,7405.798950000004,6824.715405000001,80.06562538500147
2025-02-01,77,0.0,425.65438333333327,0.0,0.0,7788.8878950000035,7405.798950000004,0.0
2025-02-01,78,0.0,413.5433333333334,0.0,0.0,8161.076895000004,7788.8878950000035,0.0
2025-02-01,79,0.0,421.6486833333332,0.0,0.0,8540.560710000003,8161.076895000004,0.0
2025-02-01,80,0.0,422.7244333333333,0.0,0.0,8921.012700000003,8540.560710000003,0.0
2025-02-01,81,0.0,410.2679166666667,0.0,0.0,9290.253825000003,8921.012700000003,0.0
2025-02-01,82,0.0,392.4757166666667,0.0,0.0,9643.481970000003,9290.253825000003,0.0
2025-02-01,83,0.0,323.70713333333333,0.0,0.0,9934.818390000002,9643.481970000003,0.0
2025-02-01,84,0.0,233.54250000000002,0.0,0.0,10145.006640000001,9934.818390000002,0.0
2025-02-01,85,0.0,202.90003333333334,0.0,0.0,10327.616670000001,10145.006640000001,0.0
2025-02-01,86,0.0,166.26881666666668,0.0,0.0,10477.258605,10327.616670000001,0.0
2025-02-01,87,0.0,116.58833333333337,0.0,0.0,10582.188105000001,10477.258605,0.0
2025-02-01,88,0.0,112.44431666666674,0.0,0.0,10683.387990000001,10582.188105000001,0.0
2025-02-01,89,0.0,93.76723333333337,0.0,0.0,10767.7785,10683.387990000001,0.0
2025-02-01,90,0.0,35.80166666666673,0.0,0.0,10800.0,10767.7785,0.0
2025-02-01,91,28.429149999999936,0.0,-0.0,0.0,10800.0,10800.0,18.76323899999996
2025-02-01,92,97.9340666666667,0.0,-0.0,0.0,10800.0,10800.0,70.67901591333336
2025-02-01,93,158.01749999999998,0.0,-0.0,0.0,10800.0,10800.0,115.47918899999999
2025-02-01,94,183.16035000000005,0.0,-0.0,0.0,10800.0,10800.0,137.99300769000004
2025-02-01,95,194.13805000000002,0.0,-0.0,0.0,10800.0,10800.0,151.87419651500002
2025-02-01,96,219.81874999999997,0.0,-0.0,0.0,10800.0,10800.0,177.06400312499997
2025-02-01,97,272.90835,0.0,-0.0,0.0,10800.0,10800.0,225.72249628499998
2025-02-01,98,318.59455,0.0,-0.0,0.0,10800.0,10800.0,271.41069714500003
2025-02-01,99,360.74416666666673,0.0,-0.0,0.0,10800.0,10800.0,317.1301969166667
2025-02-01,100,424.7672666666666,0.0,-0.0,0.0,10800.0,10800.0,383.30998143999994
2025-02-01,101,426.10655,0.0,-0.0,0.0,10800.0,10800.0,390.441431765
2025-02-01,102,387.07374999999996,0.0,-0.0,0.0,10800.0,10800.0,358.58512199999996
2025-02-01,103,417.64608333333337,0.0,-0.0,0.0,10800.0,10800.0,395.1767240500001
2025-02-01,104,439.7808,0.0,-0.0,0.0,10800.0,10800.0,428.43445535999996
2025-02-01,105,436.1366666666667,0.0,-0.0,0.0,10800.0,10800.0,430.1179806666667
2025-02-01,106,445.3057166666666,0.0,0.0,0.0,10800.0,10800.0,434.6183794666666
2025-02-01,107,0.0,0.0,439.8926333333333,0.0,10311.230407407407,10800.0,0.0
2025-02-01,108,0.0,0.0,428.47,0.0,9835.152629629629,10311.230407407407,0.0
2025-02-01,109,0.0,0.0,454.13505,0.0,9330.55812962963,9835.152629629629,0.0
2025-02-01,110,0.0,0.0,472.26531666666665,0.0,8805.818888888889,9330.55812962963,0.0
2025-02-01,111,0.0,0.0,454.16833333333335,0.0,8301.187407407408,8805.818888888889,0.0
2025-02-01,112,0.0,0.0,418.3726333333333,0.0,7836.328925925926,8301.187407407408,0.0
2025-02-01,113,0.0,0.0,414.0822333333333,0.0,7376.237555555556,7836.328925925926,0.0
2025-02-01,114,0.0,0.0,432.1383333333333,0.0,6896.083851851853,7376.237555555556,0.0
2025-02-01,115,0.0,0.0,424.0141166666667,0.0,6424.9570555555565,6896.083851851853,0.0
2025-02-01,116,0.0,0.0,442.41246666666666,0.0,5933.387648148149,6424.9570555555565,0.0
2025-02-01,117,0.0,0.0,483.74666666666667,0.0,5395.891351851853,5933.387648148149,0.0
2025-02-01,118,0.0,0.0,481.18446666666665,0.0,4861.241944444446,5395.891351851853,0.0
2025-02-01,119,0.0,0.0,444.76593333333335,0.0,4367.057574074075,4861.241944444446,0.0
2025-02-01,120,0.0,0.0,418.095,0.0,3902.507574074075,4367.057574074075,0.0
2025-02-01,121,0.0,0.0,436.7405166666667,0.0,3417.240333333334,3902.507574074075,0.0
2025-02-01,122,0.0,0.0,452.69785,0.0,2914.242722222223,3417.240333333334,0.0
2025-02-01,123,0.0,0.0,449.9683333333333,0.0,2414.2779074074083,2914.242722222223,0.0
2025-02-01,124,0.0,0.0,455.0667,0.0,1908.6482407407416,2414.2779074074083,0.0
2025-02-01,125,0.0,0.0,454.01236666666665,0.0,1404.1900555555565,1908.6482407407416,0.0
2025-02-01,126,459.405,0.0,0.0,0.0,1404.1900555555565,1404.1900555555565,428.716746
2025-02-01,127,497.4207666666667,0.0,0.0,0.0,1404.1900555555565,1404.1900555555565,451.06115121333335
2025-02-01,128,503.28313333333335,0.0,0.0,0.0,1404.1900555555565,1404.1900555555565,471.6266242466667
2025-02-01,129,477.5566666666667,0.0,0.0,0.0,1404.1900555555565,1404.1900555555565,447.5183523333334
2025-02-01,130,295.36489999999924,0.0,183.7710500000008,0.0,1200.0,1404.1900555555565,291.55469278999925
2025-02-01,131,450.2041,0.0,-0.0,0.0,1200.0,1200.0,349.53846324
2025-02-01,132,1225.4183333333335,833.3333333333334,0.0,0.0,1950.0,1200.0,515.7785765000001
2025-02-01,133,1205.10315,833.3333333333334,0.0,0.0,2700.0,1950.0,465.049305585
2025-02-01,134,363.5782166666667,0.0,0.0,0.0,2700.0,2700.0,158.81096504000004
2025-02-01,135,1192.49,833.3333333333334,0.0,0.0,3450.0,2700.0,500.607302
2025-02-01,136,1215.3840500000001,833.3333333333334,0.0,0.0,4200.0,3450.0,508.75976333000006
2025-02-01,137,1250.50175,833.3333333333334,0.0,0.0,4950.0,4200.0,530.3377921749999
2025-02-01,138,1265.13,833.3333333333334,0.0,0.0,5700.0,4950.0,536.0355810000001
2025-02-01,139,1073.1316166666666,666.6666666666666,0.0,0.0,6300.0,5700.0,455.86631076
2025-02-01,140,1234.2932,833.3333333333334,0.0,0.0,7050.0,6300.0,523.3403168
2025-02-01,141,1243.2783333333334,833.3333333333334,0.0,0.0,7800.0,7050.0,524.6634566666667
2025-02-01,142,1220.5700333333334,833.3333333333334,0.0,0.0,8550.0,7800.0,517.5216941333333
2025-02-01,143,454.71015000000006,0.0,0.0,0.0,8550.0,8550.0,194.20670506500002
2025-02-01,144,580.8233333333334,0.0,0.0,0.0,8550.0,8550.0,248.36005733333334
2025-02-02,1,1431.9973833333333,833.3333333333334,0.0,0.0,9300.0,8550.0,608.31248844
2025-02-02,2,1415.0678166666667,833.3333333333334,0.0,0.0,10050.0,9300.0,600.696288175
2025-02-02,3,584.5933333333334,0.0,0.0,0.0,10050.0,10050.0,249.562894
2025-02-02,4,586.1028666666667,0.0,0.0,0.0,10050.0,10050.0,250.38314464000004
2025-02-02,5,587.1968666666667,0.0,0.0,0.0,10050.0,10050.0,250.7917817533333
2025-02-02,6,596.0733333333334,0.0,0.0,0.0,10050.0,10050.0,255.41742333333335
2025-02-02,7,612.0548166666666,0.0,0.0,0.0,10050.0,10050.0,263.85683146499997
2025-02-02,8,598.3243,0.0,0.0,0.0,10050.0,10050.0,257.39911386
2025-02-02,9,572.2333333333333,0.0,0.0,0.0,10050.0,10050.0,244.85864333333333
2025-02-02,10,591.6527333333333,0.0,0.0,0.0,10050.0,10050.0,255.12065861333335
2025-02-02,11,624.2957,0.0,0.0,0.0,10050.0,10050.0,270.50732681
2025-02-02,12,628.665,0.0,0.0,0.0,10050.0,10050.0,271.0174815
2025-02-02,13,599.0741166666667,0.0,0.0,0.0,10050.0,10050.0,257.182518285
2025-02-02,14,611.8605833333334,0.0,0.0,0.0,10050.0,10050.0,264.56851623333336
2025-02-02,15,647.1383333333333,0.0,0.0,0.0,10050.0,10050.0,282.60531016666664
2025-02-02,16,618.5352333333334,0.0,0.0,0.0,10050.0,10050.0,268.9391194533334
2025-02-02,17,632.8425166666667,0.0,0.0,0.0,10050.0,10050.0,274.337230975
2025-02-02,18,682.7416666666667,0.0,0.0,0.0,10050.0,10050.0,297.4705441666666
2025-02-02,19,650.2912666666667,0.0,0.0,0.0,10050.0,10050.0,284.43740004000006
2025-02-02,20,625.2837000000001,0.0,0.0,0.0,10050.0,10050.0,273.31150527
2025-02-02,21,648.8266666666667,0.0,0.0,0.0,10050.0,10050.0,282.628896
2025-02-02,22,667.2369666666667,0.0,0.0,0.0,10050.0,10050.0,290.44825159000004
2025-02-02,23,658.5555,0.0,0.0,0.0,10050.0,10050.0,287.130198
2025-02-02,24,637.655,0.0,0.0,0.0,10050.0,10050.0,279.165359
2025-02-02,25,636.6545833333333,0.0,0.0,0.0,10050.0,10050.0,280.191682125
2025-02-02,26,645.9066666666666,0.0,0.0,0.0,10050.0,10050.0,283.488436
2025-02-02,27,652.965,0.0,0.0,0.0,10050.0,10050.0,284.953926
2025-02-02,28,656.2554833333334,0.0,0.0,0.0,10050.0,10050.0,288.29303382833336
2025-02-02,29,665.3871,0.0,0.0,0.0,10050.0,10050.0,294.23417562000003
2025-02-02,30,681.0333333333333,0.0,0.0,0.0,10050.0,10050.0,299.31415
2025-02-02,31,691.0207666666666,0.0,0.0,0.0,10050.0,10050.0,299.41929819666666
2025-02-02,32,679.2199666666667,0.0,0.0,0.0,10050.0,10050.0,301.50574320333334
2025-02-02,33,647.9466666666666,0.0,0.0,0.0,10050.0,10050.0,278.6818613333333
2025-02-02,34,1466.8280333333332,833.3333333333334,0.0,0.0,10800.0,10050.0,544.6332487766666
2025-02-02,35,723.7380666666666,0.0,-0.0,0.0,10800.0,10800.0,413.10968845333326
2025-02-02,36,22.199999999999932,0.0,833.3333333333334,0.0,9874.074074074075,10800.0,20.19977999999994
2025-02-02,37,33.916183333333265,0.0,833.3333333333334,0.0,8948.14814814815,9874.074074074075,31.772680546666603
2025-02-02,38,854.6688166666665,0.0,0.0,0.0,8948.14814814815,8948.14814814815,748.5189496366665
2025-02-02,39,873.5016666666667,0.0,0.0,0.0,8948.14814814815,8948.14814814815,765.1001098333334
2025-02-02,40,876.0123666666667,0.0,0.0,0.0,8948.14814814815,8948.14814814815,753.45823657
2025-02-02,41,834.7533333333333,0.0,0.0,0.0,8948.14814814815,8948.14814814815,704.698764
2025-02-02,42,767.92125,0.0,0.0,0.0,8948.14814814815,8948.14814814815,639.98556975
2025-02-02,43,735.4969833333333,0.0,0.0,0.0,8948.14814814815,8948.14814814815,595.1641589133334
2025-02-02,44,708.6741333333334,0.0,0.0,0.0,8948.14814814815,8948.14814814815,564.9550190933335
2025-02-02,45,656.5766666666666,0.0,0.0,0.0,8948.14814814815,8948.14814814815,501.88720399999994
2025-02-02,46,1432.3798833333335,833.3333333333334,0.0,0.0,9698.14814814815,8948.14814814815,988.1988815116667
2025-02-02,47,668.6475666666666,0.0,0.0,0.0,9698.14814814815,9698.14814814815,575.0369073333333
2025-02-02,48,0.0,0.0,811.1491666666666,0.0,8796.871296296298,9698.14814814815,0.0
2025-02-02,49,0.0,0.0,822.8313499999999,0.0,7882.614240740742,8796.871296296298,0.0
2025-02-02,50,0.0,0.0,758.8758666666668,0.0,7039.418833333335,7882.614240740742,0.0
2025-02-02,51,0.0,0.0,692.5662500000001,0.0,6269.90077777778,7039.418833333335,0.0
2025-02-02,52,0.0,0.0,640.1275000000002,0.0,5558.648000000002,6269.90077777778,0.0
2025-02-02,53,0.0,0.0,586.0843000000001,0.0,4907.443222222224,5558.648000000002,0.0
2025-02-02,54,0.0,0.0,521.2029166666667,0.0,4328.328870370372,4907.443222222224,0.0
2025-02-02,55,0.0,0.0,454.83883333333324,0.0,3822.9523888888907,4328.328870370372,0.0
2025-02-02,56,0.0,0.0,413.78356666666673,0.0,3363.192870370372,3822.9523888888907,0.0
2025-02-02,57,0.0,0.0,374.2824999999999,0.0,2947.3234259259275,3363.192870370372,0.0
2025-02-02,58,0.0,0.0,288.97271666666654,0.0,2626.242629629631,2947.3234259259275,0.0
2025-02-02,59,0.0,0.0,231.40539999999987,0.0,2369.12551851852,2626.242629629631,0.0
2025-02-02,60,0.0,0.0,222.36291666666682,0.0,2122.0556111111123,2369.12551851852,0.0
2025-02-02,61,0.0,0.0,210.75953333333337,0.0,1887.878351851853,2122.0556111111123,0.0
2025-02-02,62,0.0,0.0,192.03328333333343,0.0,1674.508037037038,1887.878351851853,0.0
2025-02-02,63,0.0,0.0,165.07500000000005,0.0,1491.0913703703714,1674.508037037038,0.0
2025-02-02,64,0.0,0.0,126.60865000000001,0.0,1350.4150925925935,1491.0913703703714,0.0
2025-02-02,65,99.80025,0.0,0.0,0.0,1350.4150925925935,1350.4150925925935,79.74039975000001
2025-02-02,66,918.7970833333335,833.3333333333334,0.0,0.0,2100.4150925925933,1350.4150925925935,461.695534375
2025-02-02,67,893.8542500000002,833.3333333333334,0.0,0.0,2850.4150925925933,2100.4150925925933,416.7148513500001
2025-02-02,68,857.3780500000001,833.3333333333334,0.0,0.0,3600.4150925925933,2850.4150925925933,429.2891896350001
2025-02-02,69,847.7375000000001,833.3333333333334,0.0,0.0,4350.415092592593,3600.4150925925933,409.20289125000005
2025-02-02,70,888.3790166666669,833.3333333333334,0.0,0.0,5100.415092592593,4350.415092592593,425.0893594750001
2025-02-02,71,820.716,833.3333333333334,0.0,0.0,5850.415092592593,5100.415092592593,382.6177992
2025-02-02,72,699.9304166666666,833.3333333333334,0.0,0.0,6600.415092592593,5850.415092592593,310.2091606666666
2025-02-02,73,746.6966000000001,833.3333333333334,0.0,0.0,7350.415092592593,6600.415092592593,329.36787026
2025-02-02,74,811.439,833.3333333333334,0.0,0.0,8100.415092592593,7350.415092592593,369.2858889
2025-02-02,75,793.7945833333334,833.3333333333334,0.0,0.0,8850.415092592593,8100.415092592593,354.2705225416667
2025-02-02,76,749.4049166666668,833.3333333333334,0.0,0.0,9600.415092592593,8850.415092592593,308.2302422250001
2025-02-02,77,774.1592666666667,833.3333333333334,0.0,0.0,10350.415092592593,9600.415092592593,439.87729532000003
2025-02-02,78,19.46250000000009,0.0,0.0,0.0,10350.415092592593,10350.415092592593,16.113003750000075
2025-02-02,79,45.46983333333333,0.0,0.0,0.0,10350.415092592593,10350.415092592593,39.26774806666666
2025-02-02,80,26.771183333333283,0.0,0.0,0.0,10350.415092592593,10350.415092592593,22.530627893333293
2025-02-02,81,22.57583333333332,0.0,0.0,0.0,10350.415092592593,10350.415092592593,19.455853166666657
2025-02-02,82,78.46208333333345,0.0,0.0,0.0,10350.415092592593,10350.415092592593,67.65785445833343
2025-02-02,83,0.0,0.0,105.30015000000014,0.0,10233.414925925927,10350.415092592593,0.0
2025-02-02,84,0.0,0.0,99.86166666666668,0.0,10122.457518518519,10233.414925925927,0.0
2025-02-02,85,0.0,0.0,146.23006666666663,0.0,9959.979666666666,10122.457518518519,0.0
2025-02-02,86,0.0,0.0,200.45354999999995,0.0,9737.253499999999,9959.979666666666,0.0
2025-02-02,87,0.0,0.0,230.09708333333344,0.0,9481.590074074073,9737.253499999999,0.0
2025-02-02,88,0.0,0.0,252.98985000000016,0.0,9200.490240740739,9481.590074074073,0.0
2025-02-02,89,0.0,0.0,306.1174500000001,0.0,8860.35974074074,9200.490240740739,0.0
2025-02-02,90,1206.4945833333334,833.3333333333334,0.0,0.0,9610.35974074074,8860.35974074074,807.6274740833334
2025-02-02,91,1238.5647,833.3333333333334,0.0,0.0,10360.35974074074,9610.35974074074,817.4527019999999
2025-02-02,92,939.2667936214003,488.4891769547337,0.0,0.0,10800.0,10360.35974074074,677.8688449565647
2025-02-02,93,520.0366666666666,0.0,0.0,0.0,10800.0,10800.0,380.04279599999995
2025-02-02,94,575.3468166666667,0.0,0.0,0.0,10800.0,10800.0,433.46629167666663
2025-02-02,95,638.18165,0.0,0.0,0.0,10800.0,10800.0,499.249504795
2025-02-02,96,700.0891666666666,0.0,0.0,0.0,10800.0,10800.0,563.9218237499999
2025-02-02,97,728.8617666666667,0.0,0.0,0.0,10800.0,10800.0,602.84156721
2025-02-02,98,775.6201000000001,0.0,0.0,0.0,10800.0,10800.0,660.75076319
2025-02-02,99,838.57125,-0.0,0.0,0.0,10800.0,10800.0,737.187985875
2025-02-02,100,864.95765,0.0,0.0,0.0,10800.0,10800.0,780.5377833599999
2025-02-02,101,893.2150333333334,0.0,0.0,0.0,10800.0,10800.0,818.4529350433334
2025-02-02,102,941.5670833333334,0.0,0.0,0.0,10800.0,10800.0,872.267746
2025-02-02,103,985.6362666666665,0.0,0.0,0.0,10800.0,10800.0,932.6090355199999
2025-02-02,104,1005.3769000000001,-0.0,0.0,0.0,10800.0,10800.0,979.4381759800001
2025-02-02,105,1026.9183333333333,0.0,0.0,0.0,10800.0,10800.0,1012.7468603333333
2025-02-02,106,1050.2641833333332,0.0,0.0,0.0,10800.0,10800.0,1025.0578429333332
2025-02-02,107,902.1030666666667,0.0,0.0,0.0,10800.0,10800.0,969.0391142133334
2025-02-02,108,680.3766666666667,0.0,-0.0,0.0,10800.0,10800.0,837.7477896666667
2025-02-02,109,613.265583333335,0.0,69.30446666666502,0.0,10722.995037037039,10800.0,770.3228992250022
2025-02-02,110,745.4169166666667,0.0,0.0,0.0,10722.995037037039,10722.995037037039,927.8204361749999
2025-02-02,111,755.2766666666666,0.0,0.0,0.0,10722.995037037039,10722.995037037039,947.4945783333333
2025-02-02,112,754.60245,0.0,0.0,0.0,10722.995037037039,10722.995037037039,944.9131878899999
2025-02-02,113,0.0,0.0,737.466,0.0,9903.588370370371,10722.995037037039,0.0
2025-02-02,114,0.0,0.0,720.6283333333334,0.0,9102.890222222222,9903.588370370371,0.0
2025-02-02,115,0.0,0.0,734.1428000000001,0.0,8287.176,9102.890222222222,0.0
2025-02-02,116,0.0,0.0,718.8030333333332,0.0,7488.505962962963,8287.176,0.0
2025-02-02,117,0.0,0.0,688.355,0.0,6723.667074074074,7488.505962962963,0.0
2025-02-02,118,0.0,0.0,714.8059333333334,0.0,5929.438259259259,6723.667074074074,0.0
2025-02-02,119,0.0,0.0,724.8145166666667,0.0,5124.088796296296,5929.438259259259,0.0
2025-02-02,120,0.0,0.0,705.315,0.0,4340.405462962963,5124.088796296296,0.0
2025-02-02,121,0.0,0.0,714.35385,0.0,3546.678962962963,4340.405462962963,0.0
2025-02-02,122,0.0,0.0,707.17605,0.0,2760.927796296296,3546.678962962963,0.0
2025-02-02,123,0.0,0.0,689.7199999999999,0.0,1994.5722407407407,2760.927796296296,0.0
2025-02-02,124,0.0,0.0,715.1150166666666,0.0,1200.0,1994.5722407407407,0.0
2025-02-02,125,719.2343500000001,0.0,-0.0,0.0,1200.0,1200.0,879.33591631
2025-02-02,126,695.3299999999999,0.0,0.0,0.0,1200.0,1200.0,648.881956
2025-02-02,127,701.5716666666667,0.0,0.0,0.0,1200.0,1200.0,636.1851873333334
2025-02-02,128,707.7024666666666,0.0,0.0,0.0,1200.0,1200.0,663.1879815133333
2025-02-02,129,707.6866666666666,0.0,0.0,0.0,1200.0,1200.0,663.1731753333333
2025-02-02,130,718.29075,0.0,-0.0,0.0,1200.0,1200.0,709.024799325
2025-02-02,131,663.7065,0.0,-0.0,0.0,1200.0,1200.0,515.3017265999999
2025-02-02,132,1400.085,833.3333333333334,0.0,0.0,1950.0,1200.0,589.2957765
2025-02-02,133,1369.755,833.3333333333334,0.0,0.0,2700.0,1950.0,528.5884545000001
2025-02-02,134,538.9398166666666,0.0,0.0,0.0,2700.0,2700.0,235.40891191999998
2025-02-02,135,1374.93,833.3333333333334,0.0,0.0,3450.0,2700.0,577.1956140000001
2025-02-02,136,1379.884,833.3333333333334,0.0,0.0,4200.0,3450.0,577.6194424
2025-02-02,137,1377.2740333333334,833.3333333333334,0.0,0.0,4950.0,4200.0,584.1019175366666
2025-02-02,138,1374.875,833.3333333333334,0.0,0.0,5700.0,4950.0,582.5345375
