date,issue_hour,issue_time,price_issue_time,price_method,price_forecast_yuan_per_kwh,slot_id,interval_start,interval_end,load_forecast_kwh,pv_forecast_kwh,endpoint_rule,endpoint_issue_time,grid_original_kwh,grid_kwh,charge_kwh,discharge_kwh,surplus_kwh,energy_start_kwh,energy_end_kwh,charge_mode,contract_cost_forecast_yuan
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3119733278176933,12,2025-02-01 01:50:00,2025-02-01 02:00:00,479.3258722264782,0.0,current_issue_points,,1312.6592055598114,1312.6592055598114,833.3333333333333,0.0,0.0,9300.0,10050.0,1.0,409.51466064902394
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.316233780894919,13,2025-02-01 02:00:00,2025-02-01 02:10:00,491.73279970503086,0.0,current_issue_points,,1325.0661330383641,1325.0661330383641,833.3333333333333,0.0,0.0,10050.0,10800.0,1.0,419.0306731865316
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3592147452289181,14,2025-02-01 02:10:00,2025-02-01 02:20:00,504.6851195553068,0.0,current_issue_points,,504.6851195553068,504.6851195553068,0.0,0.0,0.0,10800.0,10800.0,0.0,181.2903366418856
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3894666344202993,15,2025-02-01 02:20:00,2025-02-01 02:30:00,499.43117337786794,0.0,current_issue_points,,499.43117337786794,499.43117337786794,0.0,0.0,0.0,10800.0,10800.0,0.0,194.5117782200592
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.37481843756277716,16,2025-02-01 02:30:00,2025-02-01 02:40:00,491.44378426330286,0.0,current_issue_points,,491.44378426330286,491.44378426330286,0.0,0.0,0.0,10800.0,10800.0,0.0,184.20219136750973
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.38414149700735306,17,2025-02-01 02:40:00,2025-02-01 02:50:00,495.12806839393573,0.0,current_issue_points,,495.12806839393573,495.12806839393573,0.0,0.0,0.0,10800.0,10800.0,0.0,190.19923740320556
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.41938014581959543,18,2025-02-01 02:50:00,2025-02-01 03:00:00,508.40612383770815,0.0,current_issue_points,,508.40612383770815,508.40612383770815,0.0,0.0,0.0,10800.0,10800.0,0.0,213.21543435063333
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4152589778084269,19,2025-02-01 03:00:00,2025-02-01 03:10:00,516.1661777369932,0.0,current_issue_points,,516.1661777369932,516.1661777369932,0.0,0.0,0.0,10800.0,10800.0,0.0,214.3426393463466
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4049626375584027,20,2025-02-01 03:10:00,2025-02-01 03:20:00,514.6678857186517,0.0,current_issue_points,,514.6678857186517,514.6678857186517,0.0,0.0,0.0,10800.0,10800.0,0.0,208.4212644672318
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.410225885145843,21,2025-02-01 03:20:00,2025-02-01 03:30:00,506.6315144561578,0.0,current_issue_points,,506.6315144561578,506.6315144561578,0.0,0.0,0.0,10800.0,10800.0,0.0,207.8333614605563
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.41572142653340255,22,2025-02-01 03:30:00,2025-02-01 03:40:00,499.91753426103463,0.0,current_issue_points,,499.91753426103463,499.91753426103463,0.0,0.0,0.0,10800.0,10800.0,0.0,207.82643049205845
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4067998505037975,23,2025-02-01 03:40:00,2025-02-01 03:50:00,508.1103918160785,0.0,current_issue_points,,508.1103918160785,508.1103918160785,0.0,0.0,0.0,10800.0,10800.0,0.0,206.6992314302067
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.39465022403078,24,2025-02-01 03:50:00,2025-02-01 04:00:00,522.0263828279076,0.0,current_issue_points,,522.0263828279076,522.0263828279076,0.0,0.0,0.0,10800.0,10800.0,0.0,206.01782893301146
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.40206396668958266,25,2025-02-01 04:00:00,2025-02-01 04:10:00,519.2095965273193,0.0,current_issue_points,,519.2095965273193,519.2095965273193,0.0,0.0,0.0,10800.0,10800.0,0.0,208.75546992307176
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3973152243959432,26,2025-02-01 04:10:00,2025-02-01 04:20:00,519.7225439469096,0.0,current_issue_points,,519.7225439469096,519.7225439469096,0.0,0.0,0.0,10800.0,10800.0,0.0,206.49367917189682
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3779833305214571,27,2025-02-01 04:20:00,2025-02-01 04:30:00,530.8990721753073,0.0,current_issue_points,,530.8990721753073,530.8990721753073,0.0,0.0,0.0,10800.0,10800.0,0.0,200.6709994715741
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.37944994584811675,28,2025-02-01 04:30:00,2025-02-01 04:40:00,539.8937964848142,0.0,current_issue_points,,539.8937964848142,539.8937964848142,0.0,0.0,0.0,10800.0,10800.0,0.0,204.8626718398969
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.41261239830781776,29,2025-02-01 04:40:00,2025-02-01 04:50:00,547.2005995210218,0.0,current_issue_points,,547.2005995210218,547.2005995210218,0.0,0.0,0.0,10800.0,10800.0,0.0,225.7817517238445
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.43919850463983656,30,2025-02-01 04:50:00,2025-02-01 05:00:00,546.9281626425844,0.0,current_issue_points,,322.29190672129744,322.29190672129744,0.0,224.636255921287,0.0,10800.0,10550.404160087459,0.0,141.55012348951553
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.41149794890057095,31,2025-02-01 05:00:00,2025-02-01 05:10:00,532.8054193207905,0.0,current_issue_points,,532.8054193207905,532.8054193207905,0.0,0.0,0.0,10550.404160087459,10550.404160087459,0.0,219.24833721361395
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4105671673611343,32,2025-02-01 05:10:00,2025-02-01 05:20:00,535.4194009237763,0.0,current_issue_points,,535.4194009237763,535.4194009237763,0.0,0.0,0.0,10550.404160087459,10550.404160087459,0.0,219.82562678747033
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.427986250877256,33,2025-02-01 05:20:00,2025-02-01 05:30:00,559.6147337977992,0.0,current_issue_points,,559.6147337977992,559.6147337977992,0.0,0.0,0.0,10550.404160087459,10550.404160087459,0.0,239.5074118537937
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.40645676570426703,34,2025-02-01 05:30:00,2025-02-01 05:40:00,576.1897434735372,0.0,current_issue_points,,576.1897434735372,576.1897434735372,0.0,0.0,0.0,10550.404160087459,10550.404160087459,0.0,234.19621956422523
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.5650622778120156,35,2025-02-01 05:40:00,2025-02-01 05:50:00,562.0017881032121,0.0,current_issue_points,,0.0,0.0,0.0,562.0017881032121,0.0,10550.404160087459,9925.957728861667,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8355765241238455,36,2025-02-01 05:50:00,2025-02-01 06:00:00,540.793132680027,0.0,current_issue_points,,0.0,0.0,0.0,540.793132680027,0.0,9925.957728861667,9325.076470328304,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9001887626758699,37,2025-02-01 06:00:00,2025-02-01 06:10:00,557.279339354665,4.886369444444444,current_issue_points,,0.0,0.0,0.0,552.3929699102206,0.0,9325.076470328304,8711.306503761392,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8672693730892805,38,2025-02-01 06:10:00,2025-02-01 06:20:00,562.927539375905,14.65910833333333,current_issue_points,,0.0,0.0,0.0,548.2684310425717,0.0,8711.306503761392,8102.119358158536,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8416062977142822,39,2025-02-01 06:20:00,2025-02-01 06:30:00,549.0457916835355,24.43184722222222,current_issue_points,,0.0,0.0,0.0,524.6139444613133,0.0,8102.119358158536,7519.214975423743,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8227898206185251,40,2025-02-01 06:30:00,2025-02-01 06:40:00,561.831886111746,34.204586111111105,current_issue_points,,0.0,0.0,0.0,527.6273000006349,0.0,7519.214975423743,6932.962419867483,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8399962482811347,41,2025-02-01 06:40:00,2025-02-01 06:50:00,610.445376919882,43.977325,current_issue_points,,0.0,0.0,0.0,566.4680519198821,0.0,6932.962419867483,6303.553473289836,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8634738817018802,42,2025-02-01 06:50:00,2025-02-01 07:00:00,648.4055592769674,53.75006388888889,current_issue_points,,0.0,0.0,0.0,594.6554953880785,0.0,6303.553473289836,5642.82514508086,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8323977674921998,43,2025-02-01 07:00:00,2025-02-01 07:10:00,622.302100059531,82.29300972222222,current_issue_points,,0.0,0.0,0.0,540.0090903373087,0.0,5642.82514508086,5042.8150447060725,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8249435963078741,44,2025-02-01 07:10:00,2025-02-01 07:20:00,628.1730312340803,129.60616249999998,current_issue_points,,0.0,0.0,0.0,498.56686873408034,0.0,5042.8150447060725,4488.851857223761,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8266176167435854,45,2025-02-01 07:20:00,2025-02-01 07:30:00,673.4722617285867,176.91931527777777,current_issue_points,,0.0,0.0,0.0,496.5529464508089,0.0,4488.851857223761,3937.1263611673066,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.7711724931118357,46,2025-02-01 07:30:00,2025-02-01 07:40:00,668.5610846631919,224.23246805555553,current_issue_points,,0.0,0.0,0.0,444.3286166076364,0.0,3937.1263611673066,3443.427898269933,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8814140421723071,47,2025-02-01 07:40:00,2025-02-01 07:50:00,640.3411999169689,271.5456208333333,current_issue_points,,0.0,0.0,0.0,368.7955790836356,0.0,3443.427898269933,3033.6550326214488,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.08468694085723,48,2025-02-01 07:50:00,2025-02-01 08:00:00,626.1802775939997,318.8587736111111,current_issue_points,,0.0,0.0,0.0,307.3215039828886,0.0,3033.6550326214488,2692.1866948626835,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0638521715426092,49,2025-02-01 08:00:00,2025-02-01 08:10:00,635.4068998870623,367.31777083333327,current_issue_points,,0.0,0.0,0.0,268.08912905372904,0.0,2692.1866948626835,2394.3098848029845,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9927518942035886,50,2025-02-01 08:10:00,2025-02-01 08:20:00,646.2141780845435,416.9226125,current_issue_points,,0.0,0.0,0.0,229.2915655845435,0.0,2394.3098848029845,2139.541478597936,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9829616121167706,51,2025-02-01 08:20:00,2025-02-01 08:30:00,647.110580958535,466.5274541666666,current_issue_points,,0.0,0.0,0.0,180.58312679186844,0.0,2139.541478597936,1938.8935599403044,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9725445850375012,52,2025-02-01 08:30:00,2025-02-01 08:40:00,647.805829314212,516.1322958333334,current_issue_points,,0.0,0.0,0.0,131.67353348087863,0.0,1938.8935599403044,1792.5896338504392,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9625154416833265,53,2025-02-01 08:40:00,2025-02-01 08:50:00,670.0917550334307,565.7371374999999,current_issue_points,,0.0,0.0,0.0,104.35461753343077,0.0,1792.5896338504392,1676.640058813294,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9661333312242246,54,2025-02-01 08:50:00,2025-02-01 09:00:00,711.1188147083909,615.3419791666666,current_issue_points,,0.0,0.0,0.0,95.77683554172427,0.0,1676.640058813294,1570.2213526558226,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9797449455838849,55,2025-02-01 09:00:00,2025-02-01 09:10:00,741.2691350518646,667.6022916666667,current_issue_points,,0.0,0.0,0.0,73.66684338519792,0.0,1570.2213526558226,1488.3693044500471,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9561132962887188,56,2025-02-01 09:10:00,2025-02-01 09:20:00,735.7459910106587,722.518075,current_issue_points,,0.0,0.0,0.0,13.22791601065876,0.0,1488.3693044500471,1473.6716199937596,0.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8923615324026847,57,2025-02-01 09:20:00,2025-02-01 09:30:00,717.5107782794714,777.4338583333334,current_issue_points,,0.0,0.0,59.92308005386201,0.0,0.0,1473.6716199937596,1527.6023920422354,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.850602430853474,58,2025-02-01 09:30:00,2025-02-01 09:40:00,734.4544936609228,832.3496416666667,current_issue_points,,0.0,0.0,97.89514800574386,0.0,0.0,1527.6023920422354,1615.708025247405,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.92616061492367,59,2025-02-01 09:40:00,2025-02-01 09:50:00,750.5813576745692,887.2654249999999,current_issue_points,,0.0,0.0,136.68406732543076,0.0,0.0,1615.708025247405,1738.7236858402925,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0532117600323367,60,2025-02-01 09:50:00,2025-02-01 10:00:00,740.2503001625226,942.1812083333334,current_issue_points,,0.0,0.0,201.93090817081077,0.0,0.0,1738.7236858402925,1920.4615031940223,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.060184129014637,61,2025-02-01 10:00:00,2025-02-01 10:10:00,717.3537761755949,986.7053500000001,current_issue_points,,0.0,0.0,269.35157382440514,0.0,0.0,1920.4615031940223,2162.877919635987,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.024076688348954,62,2025-02-01 10:10:00,2025-02-01 10:20:00,723.8031536904372,1020.83785,current_issue_points,,0.0,0.0,297.03469630956283,0.0,0.0,2162.877919635987,2430.2091463145935,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.036222734598601,63,2025-02-01 10:20:00,2025-02-01 10:30:00,744.9899410501337,1054.9703499999998,current_issue_points,,0.0,0.0,309.98040894986616,0.0,0.0,2430.2091463145935,2709.191514369473,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0629700213272277,64,2025-02-01 10:30:00,2025-02-01 10:40:00,728.3017415370559,1089.10285,current_issue_points,,0.0,0.0,360.80110846294406,0.0,0.0,2709.191514369473,3033.912511986123,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.7942110237747312,65,2025-02-01 10:40:00,2025-02-01 10:50:00,719.2877019497449,1123.23535,current_issue_points,,0.0,0.0,403.947648050255,0.0,0.0,3033.912511986123,3397.465395231352,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.38877784234934226,66,2025-02-01 10:50:00,2025-02-01 11:00:00,731.3598901578646,1157.3678499999999,current_issue_points,,0.0,0.0,426.0079598421353,0.0,0.0,3397.465395231352,3780.8725590892736,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3491104826464323,67,2025-02-01 11:00:00,2025-02-01 11:10:00,727.8656688803993,1170.0351402777778,current_issue_points,,391.16386193595474,391.16386193595474,833.3333333333333,0.0,0.0,3780.8725590892736,4530.872559089274,1.0,136.55940463430358
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4151511492342466,68,2025-02-01 11:10:00,2025-02-01 11:20:00,702.8025691645985,1161.2372208333334,current_issue_points,,0.0,0.0,458.4346516687349,0.0,0.0,4530.872559089274,4943.463745591135,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4132311698044978,69,2025-02-01 11:20:00,2025-02-01 11:30:00,690.8134729587313,1152.4393013888887,current_issue_points,,0.0,0.0,461.6258284301574,0.0,0.0,4943.463745591135,5358.926991178277,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4235568345222734,70,2025-02-01 11:30:00,2025-02-01 11:40:00,726.2987606678035,1143.6413819444444,current_issue_points,,0.0,0.0,417.3426212766409,0.0,0.0,5358.926991178277,5734.5353503272545,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.41062468190102963,71,2025-02-01 11:40:00,2025-02-01 11:50:00,718.7337778598172,1134.8434625,current_issue_points,,0.0,0.0,416.10968464018276,0.0,0.0,5734.5353503272545,6109.034066503419,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3736233053053738,72,2025-02-01 11:50:00,2025-02-01 12:00:00,670.0957497913192,1126.0455430555555,current_issue_points,,0.0,0.0,455.9497932642363,0.0,0.0,6109.034066503419,6519.388880441232,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3627708815948019,73,2025-02-01 12:00:00,2025-02-01 12:10:00,672.2624227371775,1112.0894208333332,current_issue_points,,0.0,0.0,439.82699809615565,0.0,0.0,6519.388880441232,6915.233178727772,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.36541377953741894,74,2025-02-01 12:10:00,2025-02-01 12:20:00,682.6864224726097,1092.9750958333334,current_issue_points,,0.0,0.0,410.2886733607237,0.0,0.0,6915.233178727772,7284.492984752423,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.35658215877085875,75,2025-02-01 12:20:00,2025-02-01 12:30:00,676.8023884430787,1073.8607708333332,current_issue_points,,0.0,0.0,397.05838239025445,0.0,0.0,7284.492984752423,7641.845528903652,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.3517751821743762,76,2025-02-01 12:30:00,2025-02-01 12:40:00,676.8939477522447,1054.7464458333334,current_issue_points,,455.48083525224456,455.48083525224456,833.3333333333333,0.0,0.0,7641.845528903652,8391.845528903654,1.0,160.22685379779537
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.4987116384052411,77,2025-02-01 12:40:00,2025-02-01 12:50:00,681.119122463355,1035.6321208333331,current_issue_points,,0.0,0.0,354.51299836997816,0.0,0.0,8391.845528903654,8710.907227436634,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.7189234191735756,78,2025-02-01 12:50:00,2025-02-01 13:00:00,687.5320947632013,1016.5177958333334,current_issue_points,,0.0,0.0,328.9857010701321,0.0,0.0,8710.907227436634,9006.994358399752,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.7587652309370532,79,2025-02-01 13:00:00,2025-02-01 13:10:00,694.1631152119369,992.7791930555555,current_issue_points,,0.0,0.0,298.61607784361865,0.0,0.0,9006.994358399752,9275.748828459009,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.6983331205835388,80,2025-02-01 13:10:00,2025-02-01 13:20:00,675.2954252538972,964.4163124999999,current_issue_points,,0.0,0.0,289.1208872461027,0.0,0.0,9275.748828459009,9535.957626980502,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.661098330529828,81,2025-02-01 13:20:00,2025-02-01 13:30:00,653.4839758349366,936.0534319444445,current_issue_points,,0.0,0.0,282.5694561095079,0.0,0.0,9535.957626980502,9790.270137479058,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.7062154142795143,82,2025-02-01 13:30:00,2025-02-01 13:40:00,675.4827811245241,907.690551388889,current_issue_points,,0.0,0.0,232.20777026436497,0.0,0.0,9790.270137479058,9999.257130716986,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8080960902308125,83,2025-02-01 13:40:00,2025-02-01 13:50:00,671.9421697143802,879.3276708333333,current_issue_points,,0.0,0.0,207.38550111895313,0.0,0.0,9999.257130716986,10185.904081724044,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.9212457475088232,84,2025-02-01 13:50:00,2025-02-01 14:00:00,639.8993201017577,850.9647902777779,current_issue_points,,0.0,0.0,211.0654701760202,0.0,0.0,10185.904081724044,10375.863004882462,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0045742821363433,85,2025-02-01 14:00:00,2025-02-01 14:10:00,643.4549647150336,812.5010902777777,current_issue_points,,0.0,0.0,169.04612556274412,0.0,0.0,10375.863004882462,10528.004517888932,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0337201723427694,86,2025-02-01 14:10:00,2025-02-01 14:20:00,634.1799372252026,763.9365708333333,current_issue_points,,0.0,0.0,129.75663360813076,0.0,0.0,10528.004517888932,10644.78548813625,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.0628900046618182,87,2025-02-01 14:20:00,2025-02-01 14:30:00,608.4572766789054,715.3720513888888,current_issue_points,,0.0,0.0,106.91477470998348,0.0,0.0,10644.78548813625,10741.008785375236,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,1.125000824557396,88,2025-02-01 14:30:00,2025-02-01 14:40:00,613.3704067274466,666.8075319444443,current_issue_points,,0.0,0.0,53.43712521699774,0.0,0.0,10741.008785375236,10789.102198070532,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.8985777760019519,89,2025-02-01 14:40:00,2025-02-01 14:50:00,606.1343436894803,618.2430125,current_issue_points,,0.0,0.0,12.108668810519703,0.0,0.0,10789.102198070532,10800.0,1.0,0.0
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.5236886032562971,90,2025-02-01 14:50:00,2025-02-01 15:00:00,596.4196198257556,569.6784930555556,current_issue_points,,26.741126770200026,26.741126770200026,0.0,-0.0,0.0,10800.0,10800.0,0.0,14.004023327785626
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.5032215372578966,91,2025-02-01 15:00:00,2025-02-01 15:10:00,635.1587343672551,518.1391472222222,current_issue_points,,117.01958714503292,117.01958714503292,0.0,0.0,0.0,10800.0,10800.0,0.0,58.886776532407865
2025-02-01,0,2025-02-01 00:00:00,2025-02-01 00:00:00,ols,0.5978082727258318,92,2025-02-01 15:10:00,2025-02-01 15:20:00,640.013821825934,463.624975,current_issue_points,,176.38884682593397,176.38884682593397,0.0,-0.0,0.0,10800.0,10800.0,0.0,105.4467118491129
