date,total_cost_yuan,emergency_cost_yuan,energy_end_actual_kwh,planned_cost_yuan
2025-02-01,233.6612313379989,0.0,8634.600528126832,233.6612313379989
2025-02-01,213.95161321077705,0.0,9384.600528126832,213.95161321077705
2025-02-01,240.28003605510057,0.0,10134.600528126832,240.28003605510057
2025-02-01,226.34822906645044,0.0,10800.0,226.34822906645044
2025-02-01,0.0020016722243462594,0.0,10800.0,0.0020016722243462594
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,0.0,0.0,10800.0,0.0
2025-02-01,8.996992972727567,0.0,10800.0,8.996992972727567
2025-02-01,43.526825923973874,0.0,10800.0,43.526825923973874
2025-02-01,68.64513708964282,0.0,10796.86869147893,68.64513708964282
2025-02-01,89.96636209983917,0.0,10758.07889201995,89.96636209983917
2025-02-01,119.02774439068605,0.0,10730.109002483163,119.02774439068605
2025-02-01,157.7850350185515,0.0,10736.909149042278,157.7850350185515
2025-02-01,182.6863785204843,0.0,10743.191132724383,182.6863785204843
2025-02-01,230.7012642117396,0.0,10748.608725680575,230.7012642117396
2025-02-01,290.09345946571256,0.0,10768.346354614301,290.09345946571256
2025-02-01,377.488325317957,0.0,10800.0,377.488325317957
2025-02-01,416.2004127548636,0.0,10800.0,416.2004127548636
2025-02-01,399.24316659246983,0.0,10800.0,399.24316659246983
2025-02-01,374.04062465650276,0.0,10800.0,374.04062465650276
2025-02-01,385.38419261346576,0.0,10788.500749857283,385.38419261346576
2025-02-01,413.9715043249793,0.0,10772.005219581706,413.9715043249793
2025-02-01,430.2116140819955,0.0,10772.09066885548,430.2116140819955
2025-02-01,462.15384782059306,0.0,10797.481981886765,462.15384782059306
2025-02-01,462.5932486568686,0.0,10787.201030615744,462.5932486568686
2025-02-01,109.67809268141252,0.0,10410.09551583138,109.67809268141252
2025-02-01,11.166718265718293,0.0,9915.378784113911,11.166718265718293
2025-02-01,33.22094910065715,0.0,9420.29501510724,33.22094910065715
2025-02-01,14.257520993924084,0.0,8928.291425210653,14.257520993924084
2025-02-01,18.686673824831875,0.0,8480.014137561211,18.686673824831875
2025-02-01,44.61361735050977,0.0,8058.406336746784,44.61361735050977
2025-02-01,0.0,0.0,7578.252633043081,0.0
2025-02-01,0.0,0.0,7107.125836746784,0.0
2025-02-01,0.0,0.0,6615.556429339377,0.0
2025-02-01,0.0,0.0,6078.060133043081,0.0
2025-02-01,0.0,0.0,5543.410725635674,0.0
2025-02-01,0.0,0.0,5049.226355265303,0.0
2025-02-01,0.0,0.0,4584.676355265303,0.0
2025-02-01,0.0,0.0,4099.409114524562,0.0
2025-02-01,0.0,0.0,3596.411503413451,0.0
2025-02-01,0.0,0.0,3096.4466885986362,0.0
2025-02-01,0.0,0.0,2590.8170219319695,0.0
2025-02-01,83.5376605167426,0.0,2162.2786983502365,83.5376605167426
2025-02-01,487.709091418184,0.0,2219.1723019468564,487.709091418184
2025-02-01,452.5330484220423,0.0,2220.6331615496774,452.5330484220423
2025-02-01,433.2193239528634,0.0,2175.0939681826667,433.2193239528634
2025-02-01,417.8437375367788,0.0,2139.9090421145906,417.8437375367788
2025-02-01,434.83311389031763,0.0,2096.9977279905206,434.83311389031763
2025-02-01,362.84959689172075,0.0,2112.4279447429017,362.84959689172075
2025-02-01,201.18513942456102,0.0,2189.7406238403237,201.18513942456102
2025-02-01,223.42384529610501,0.0,2376.21920829224,223.42384529610501
2025-02-01,170.8569713920163,0.0,2401.0392763252407,170.8569713920163
2025-02-01,186.7086360816746,0.0,2478.078820568945,186.7086360816746
2025-02-01,179.07377033780134,0.0,2519.246059716153,179.07377033780134
2025-02-01,170.4278934999733,0.0,2502.234264782149,170.4278934999733
2025-02-01,168.4605369845776,0.0,2464.2311947847998,168.4605369845776
2025-02-01,163.88037180151028,0.0,2441.2506053348893,163.88037180151028
2025-02-01,170.32908895613198,0.0,2441.934319817245,170.32908895613198
2025-02-01,177.6341080863105,0.0,2451.8243346932627,177.6341080863105
2025-02-01,183.79685014391765,0.0,2493.4461281119557,183.79685014391765
2025-02-01,202.87080489719565,0.0,2511.70342113227,202.87080489719565
2025-02-01,237.94513764620848,0.0,2484.6404347298044,237.94513764620848
2025-02-02,578.9068402524467,0.0,3172.3403326375305,578.9068402524467
2025-02-02,584.5532425206846,0.0,3888.114794147816,584.5532425206846
2025-02-02,549.6603282582802,0.0,4520.7868270184,549.6603282582802
2025-02-02,562.0375186428864,0.0,5177.3620531480765,562.0375186428864
2025-02-02,563.4772104643063,0.0,5836.263682368109,563.4772104643063
2025-02-02,557.2479237243479,0.0,6470.21339147409,557.2479237243479
2025-02-02,323.86120241599764,0.0,6595.483476966778,323.86120241599764
2025-02-02,573.4656420429204,0.0,7256.710523374561,573.4656420429204
2025-02-02,559.0405600340214,0.0,7917.527828891315,559.0405600340214
2025-02-02,316.55467495710536,0.0,8045.752816621823,316.55467495710536
2025-02-02,300.32589359078327,0.0,8107.688450369123,300.32589359078327
2025-02-02,314.5728431179516,0.0,8198.618224101798,314.5728431179516
2025-02-02,595.4089819278728,0.0,8907.688378489373,595.4089819278728
2025-02-02,331.53396810215673,0.0,9047.070678863889,331.53396810215673
2025-02-02,316.36912496308844,0.0,9116.654909037417,316.36912496308844
2025-02-02,312.31329513879484,0.0,9206.435861468226,312.31329513879484
2025-02-02,305.05155356346233,0.0,9270.202621167457,305.05155356346233
2025-02-02,309.98004780306593,0.0,9296.042770978702,309.98004780306593
2025-02-02,305.4641872159309,0.0,9339.30776516786,305.4641872159309
2025-02-02,305.65984387103157,0.0,9405.913815822008,305.65984387103157
2025-02-02,325.2070523803214,0.0,9493.885213302012,325.2070523803214
2025-02-02,327.8290702833346,0.0,9571.17153727169,327.8290702833346
2025-02-02,340.5915309865247,0.0,9681.527499858552,340.5915309865247
2025-02-02,339.6348566866164,0.0,9805.836654536384,339.6348566866164
2025-02-02,322.0113378245204,0.0,9891.357422838062,322.0113378245204
2025-02-02,312.4458119859244,0.0,9950.736867785276,312.4458119859244
2025-02-02,339.0594126569908,0.0,10062.320135409684,339.0594126569908
2025-02-02,354.9238453071534,0.0,10198.82760258687,354.9238453071534
2025-02-02,331.19698354805604,0.0,10274.057198098519,331.19698354805604
2025-02-02,312.7727365524497,0.0,10301.617443598416,312.7727365524497
2025-02-02,324.5502946324956,0.0,10353.816605362195,324.5502946324956
2025-02-02,341.14901723037184,0.0,10434.192695977952,341.14901723037184
2025-02-02,588.449309815134,0.0,10800.0,588.449309815134
2025-02-02,567.8238094809934,0.0,10800.0,567.8238094809934
2025-02-02,472.8995705624281,0.0,10800.0,472.8995705624281
2025-02-02,707.3400929216219,0.0,10713.165442993273,707.3400929216219
2025-02-02,171.26059751860967,0.0,9952.682060207046,171.26059751860967
2025-02-02,758.6886059627933,0.0,9963.132723250565,758.6886059627933
2025-02-02,766.3229984222982,0.0,9964.38925907665,766.3229984222982
2025-02-02,715.6349140707403,0.0,9915.527598934728,715.6349140707403
2025-02-02,715.7549640108027,0.0,9927.314592549657,715.7549640108027
2025-02-02,739.1692805616996,0.0,10034.424431439182,739.1692805616996
2025-02-02,703.7769363346202,0.0,10155.22460405307,703.7769363346202
2025-02-02,673.2436836143619,0.0,10277.477235850518,673.2436836143619
2025-02-02,625.1968382522817,0.0,10422.66126362008,625.1968382522817
2025-02-02,980.2142052610851,0.0,10800.0,980.2142052610851
2025-02-02,602.4845461906368,0.0,10800.0,602.4845461906368
2025-02-02,94.76080257781086,0.0,9989.357374404508,94.76080257781086
2025-02-02,56.17288468726135,0.0,9128.523511795267,56.17288468726135
2025-02-02,0.03561386350065841,0.0,8285.364222459642,0.03561386350065841
2025-02-02,0.0,0.0,7515.846166904087,0.0
2025-02-02,0.0,0.0,6804.593389126309,0.0
2025-02-02,0.0,0.0,6153.388611348531,0.0
2025-02-02,0.04811704461347975,0.0,5574.325865078633,0.04811704461347975
2025-02-02,0.05596184103135749,0.0,5069.0106626189,0.05596184103135749
2025-02-02,0.06335344877979275,0.0,4609.322090200832,0.06335344877979275
2025-02-02,7.452194698308613,0.0,4201.988951252732,7.452194698308613
2025-02-02,362.74695488511173,0.0,4288.413463158485,362.74695488511173
2025-02-02,51.61238834877882,0.0,4091.2264368684732,51.61238834877882
2025-02-02,0.06195681756274191,0.0,3844.225529068566,0.06195681756274191
2025-02-02,0.06342135888583166,0.0,3610.1193134392493,0.06342135888583166
2025-02-02,45.28261168662116,0.0,3449.225023848813,45.28261168662116
2025-02-02,58.247770362432625,0.0,3333.5848205261063,58.247770362432625
2025-02-02,0.06628694330600825,0.0,3192.983400111098,0.06628694330600825
2025-02-02,137.72844091267436,0.0,3258.30159416167,137.72844091267436
2025-02-02,439.98079700401024,0.0,3969.409527228554,439.98079700401024
2025-02-02,430.4043931940334,0.0,4719.409527228554,430.4043931940334
2025-02-02,482.99463975895793,0.0,5469.409527228554,482.99463975895793
2025-02-02,463.7780103150572,0.0,6219.409527228554,463.7780103150572
2025-02-02,472.4130985087739,0.0,6969.409527228554,472.4130985087739
2025-02-02,428.5985727581665,0.0,7719.409527228554,428.5985727581665
2025-02-02,399.6382139662815,0.0,8469.409527228554,399.6382139662815
2025-02-02,414.55564819951616,0.0,9219.409527228554,414.55564819951616
2025-02-02,443.6117777525183,0.0,9969.409527228554,443.6117777525183
2025-02-02,410.49466585665414,0.0,10719.409527228554,410.49466585665414
2025-02-02,376.66702710728225,0.0,10800.0,376.66702710728225
2025-02-02,471.1725974638773,0.0,10800.0,471.1725974638773
2025-02-02,100.08660025661075,0.0,10800.0,100.08660025661075
2025-02-02,90.11545029076181,0.0,10800.0,90.11545029076181
2025-02-02,137.64351613379367,0.0,10800.0,137.64351613379367
2025-02-02,131.44836071387823,0.0,10800.0,131.44836071387823
2025-02-02,144.22963718502743,0.0,10800.0,144.22963718502743
2025-02-02,3.1573921922976087,0.0,10686.886619891053,3.1573921922976087
2025-02-02,0.0,0.0,10575.929212483645,0.0
2025-02-02,0.0,0.0,10413.451360631792,0.0
2025-02-02,0.0,0.0,10190.725193965125,0.0
2025-02-02,0.0,0.0,9935.061768039199,0.0
2025-02-02,0.0,0.0,9653.961934705865,0.0
2025-02-02,0.0,0.0,9313.831434705866,0.0
2025-02-02,823.7331856015795,0.0,10063.831434705866,823.7331856015795
2025-02-02,838.5387956126982,0.0,10800.0,838.5387956126982
2025-02-02,817.7948448833165,0.0,10800.0,817.7948448833165
2025-02-02,784.5061145160275,0.0,10800.0,784.5061145160275
2025-02-02,499.61565455115664,0.0,10800.0,499.61565455115664
2025-02-02,547.6853209230533,0.0,10800.0,547.6853209230533
2025-02-02,621.8856306192598,0.0,10800.0,621.8856306192598
2025-02-02,633.7976439009051,0.0,10800.0,633.7976439009051
2025-02-02,686.1088825222273,0.0,10800.0,686.1088825222273
2025-02-02,762.1435408046923,0.0,10800.0,762.1435408046923
2025-02-02,841.5092372047043,0.0,10800.0,841.5092372047043
2025-02-02,889.1979603226913,0.0,10800.0,889.1979603226913
2025-02-02,887.0998845112721,0.0,10800.0,887.0998845112721
2025-02-02,908.8683585297886,0.0,10772.121612778352,908.8683585297886
2025-02-02,945.8861166185256,0.0,10733.854248831325,945.8861166185256
2025-02-02,1010.767682860876,0.0,10731.624390708725,1010.767682860876
2025-02-02,1052.850825807177,0.0,10757.253165899769,1052.850825807177
2025-02-02,964.6875647290663,0.0,10752.752090697275,964.6875647290663
2025-02-02,812.7995074118343,0.0,10730.239044634998,812.7995074118343
2025-02-02,892.6058862778411,0.0,10755.48120833658,892.6058862778411
2025-02-02,921.2484656009356,0.0,10749.614582220456,921.2484656009356
2025-02-02,890.6995814252723,0.0,10699.311232583097,890.6995814252723
2025-02-02,901.175483155914,0.0,10660.501577811863,901.175483155914
2025-02-02,920.3277668456382,0.0,10634.966821405475,920.3277668456382
2025-02-02,9.109952580269791,0.0,9841.785507902829,9.109952580269791
2025-02-02,5.822137882189895,0.0,9030.855018647642,5.822137882189895
2025-02-02,19.064981610959954,0.0,8247.940513705114,19.064981610959954
2025-02-02,1.0283101330583324,0.0,7483.949037717293,1.0283101330583324
2025-02-02,0.8378564646623187,0.0,6690.410327889434,0.8378564646623187
2025-02-02,5.784689064183381,0.0,5889.831467088971,5.784689064183381
2025-02-02,1.504265804500899,0.0,5107.3878655828485,1.504265804500899
2025-02-02,0.9802937150790753,0.0,4314.467415489587,0.9802937150790753
2025-02-02,40.292319827766896,0.0,3562.1261325938717,40.292319827766896
2025-02-02,0.22393704039738935,0.0,2795.955037660879,0.22393704039738935
2025-02-02,0.0,0.0,2001.3827969201384,0.0
2025-02-02,875.5293493390204,0.0,1997.923350775329,875.5293493390204
2025-02-02,671.4873217645354,0.0,2019.7244964976628,671.4873217645354
2025-02-02,663.0398809203175,0.0,2046.3778094975369,663.0398809203175
2025-02-02,678.4331143190476,0.0,2061.019384062837,678.4331143190476
2025-02-02,670.0644090904213,0.0,2067.6377923238333,670.0644090904213
2025-02-02,705.3211069257864,0.0,2063.4687985269493,705.3211069257864
2025-02-02,532.2486879215057,0.0,2083.1136532273035,532.2486879215057
2025-02-02,265.4987506019138,0.0,2140.746527286991,265.4987506019138
2025-02-02,257.90763963686265,0.0,2259.4619111252296,257.90763963686265
2025-02-02,248.59181375681314,0.0,2286.6244835911907,248.59181375681314
2025-02-02,248.50248154412395,0.0,2331.9464959535335,248.50248154412395
2025-02-02,248.34865763489904,0.0,2374.0064427079747,248.34865763489904
2025-02-02,253.5673633773768,0.0,2422.5655119290054,253.5673633773768
2025-02-02,262.2983751552194,0.0,2492.337647613918,262.2983751552194
2025-02-02,247.77232587822328,0.0,2516.207135999984,247.77232587822328
2025-02-02,254.25941016024103,0.0,2549.723034170307,254.25941016024103
2025-02-02,274.82453461548465,0.0,2642.229209890535,274.82453461548465
2025-02-02,258.40845910054605,0.0,2707.3046065662224,258.40845910054605
2025-02-02,257.5868392370756,0.0,2742.6576634331577,257.5868392370756
2025-02-02,271.96536473004124,0.0,2782.8434254935814,271.96536473004124
2025-02-03,559.6572403525573,0.0,3470.6665327659484,559.6572403525573
2025-02-03,560.0279327091338,0.0,4154.426946000861,560.0279327091338
2025-02-03,534.0176985281495,0.0,4731.596841703214,534.0176985281495
2025-02-03,542.1168422216135,0.0,5340.521060653242,542.1168422216135
2025-02-03,537.2664975811116,0.0,5954.886732514634,537.2664975811116
2025-02-03,534.9655320502764,0.0,6553.297618967957,534.9655320502764
2025-02-03,324.082392055806,0.0,6712.154953238951,324.082392055806
2025-02-03,466.64080572045356,0.0,7157.0728584700255,466.64080572045356
2025-02-03,538.0161501070604,0.0,7734.402624294645,538.0161501070604
2025-02-03,342.78668533184987,0.0,7913.11940014498,342.78668533184987
2025-02-03,321.2223196538671,0.0,8039.685322147012,321.2223196538671
2025-02-03,324.80303277285014,0.0,8143.284485555885,324.80303277285014
2025-02-03,545.1908149999562,0.0,8704.105893993948,545.1908149999562
2025-02-03,310.2797779416988,0.0,8773.856423201925,310.2797779416988
2025-02-03,295.2532462149068,0.0,8814.982698547508,295.2532462149068
2025-02-03,324.0964425091324,0.0,8932.753520429336,324.0964425091324
2025-02-03,343.8836577332999,0.0,9095.409245602277,343.8836577332999
2025-02-03,339.58521785045826,0.0,9227.058063172652,339.58521785045826
2025-02-03,309.7905908944043,0.0,9266.817107543853,309.7905908944043
2025-02-03,286.70367373557514,0.0,9239.921348235215,286.70367373557514
2025-02-03,294.68792511210324,0.0,9247.262697640386,294.68792511210324
2025-02-03,311.6814891206097,0.0,9314.703762662322,311.6814891206097
2025-02-03,354.0691946533084,0.0,9463.1792006164,354.0691946533084
2025-02-03,350.0215979183402,0.0,9570.817224203669,350.0215979183402
2025-02-03,320.35235311083335,0.0,9605.406305728891,320.35235311083335
2025-02-03,312.3622518392818,0.0,9610.163743827214,312.3622518392818
2025-02-03,355.89460050639275,0.0,9699.577693084211,355.89460050639275
2025-02-03,354.70347736123745,0.0,9823.052394395647,354.70347736123745
2025-02-03,325.81269604498704,0.0,9906.652722173774,325.81269604498704
2025-02-03,326.8278815605033,0.0,9984.615834584361,326.8278815605033
2025-02-03,315.9968144892173,0.0,10048.842309413107,315.9968144892173
2025-02-03,331.92906705608993,0.0,10130.410226635411,331.92906705608993
2025-02-03,567.0441709421898,0.0,10724.127419144063,567.0441709421898
2025-02-03,556.9920692491661,0.0,10800.0,556.9920692491661
2025-02-03,447.99359112473354,0.0,10800.0,447.99359112473354
2025-02-03,684.3316722942329,0.0,10674.554230982932,684.3316722942329
2025-02-03,176.30019532056423,0.0,9913.026427175524,176.30019532056423
2025-02-03,791.9829340036802,0.0,9935.393033117876,791.9829340036802
2025-02-03,793.496401864989,0.0,9926.720321280725,793.496401864989
2025-02-03,731.6380583095454,0.0,9872.022765304735,731.6380583095454
2025-02-03,718.4638663704732,0.0,9860.382727307517,718.4638663704732
2025-02-03,745.3033932449237,0.0,9923.272502949983,745.3033932449237
2025-02-03,692.8465838229178,0.0,9984.269997681355,692.8465838229178
2025-02-03,647.8341266016272,0.0,10053.682006303363,647.8341266016272
2025-02-03,617.8130080349928,0.0,10188.827606423056,617.8130080349928
2025-02-03,960.7372797385696,0.0,10800.0,960.7372797385696
2025-02-03,588.6322809015268,0.0,10800.0,588.6322809015268
2025-02-03,83.39458512037083,0.0,10060.248624935395,83.39458512037083
2025-02-03,43.167778623071925,0.0,9327.01483700016,43.167778623071925
2025-02-03,0.0,0.0,8610.756133296458,0.0
2025-02-03,0.0,0.0,7906.376966629791,0.0
2025-02-03,0.0,0.0,7258.776188852014,0.0
2025-02-03,0.0,0.0,6690.475392555717,0.0
2025-02-03,0.0,0.0,6157.677707370532,0.0
2025-02-03,0.037443553399249485,0.0,5584.4627456377075,0.037443553399249485
2025-02-03,0.027401121560530577,0.0,5045.0314306715945,0.027401121560530577
2025-02-03,3.3407456659209864,0.0,4614.518357742141,3.3407456659209864
2025-02-03,166.07088758339592,0.0,4409.589491212344,166.07088758339592
2025-02-03,59.21892437657793,0.0,4126.955902855936,59.21892437657793
2025-02-03,0.00020669890935891052,0.0,3863.857058976765,0.00020669890935891052
2025-02-03,0.014255356395900622,0.0,3646.0715831631146,0.014255356395900622
2025-02-03,50.69259854990983,0.0,3483.5954854830397,50.69259854990983
2025-02-03,68.1768908822377,0.0,3312.4281417614607,68.1768908822377
2025-02-03,0.0,0.0,3048.676123242942,0.0
2025-02-03,97.6021212890932,0.0,3002.7234889395445,97.6021212890932
2025-02-03,434.0578330723783,0.0,3738.5893783975357,434.0578330723783
2025-02-03,422.3175781816762,0.0,4488.589378397535,422.3175781816762
2025-02-03,477.9169909809565,0.0,5238.589378397535,477.9169909809565
2025-02-03,461.9767686442882,0.0,5984.694787383157,461.9767686442882
2025-02-03,460.4369751186278,0.0,6734.694787383157,460.4369751186278
2025-02-03,409.3011686182833,0.0,7484.694787383157,409.3011686182833
2025-02-03,378.46542528829707,0.0,8234.694787383156,378.46542528829707
2025-02-03,396.3020140984956,0.0,8984.694787383156,396.3020140984956
2025-02-03,414.1721364398815,0.0,9734.694787383156,414.1721364398815
2025-02-03,382.8294657795543,0.0,10484.694787383156,382.8294657795543
2025-02-03,356.68645665235545,0.0,10800.0,356.68645665235545
2025-02-03,454.43607363192297,0.0,10800.0,454.43607363192297
2025-02-03,85.09055099921379,0.0,10800.0,85.09055099921379
2025-02-03,109.03304593214781,0.0,10800.0,109.03304593214781
2025-02-03,104.92243461434076,0.0,10800.0,104.92243461434076
2025-02-03,91.91324138111548,0.0,10769.733021064158,91.91324138111548
2025-02-03,143.0741074675437,0.0,10800.0,143.0741074675437
2025-02-03,28.041765551604527,0.0,10688.336165876692,28.041765551604527
2025-02-03,0.0,0.0,10472.605147358174,0.0
2025-02-03,0.0005535534360513693,0.0,10259.131299331597,0.0005535534360513693
2025-02-03,0.0006743925510497027,0.0,10056.1863466051,0.0006743925510497027
2025-02-03,0.0,0.0,9822.81273549399,0.0
2025-02-03,0.0,0.0,9528.488013271768,0.0
2025-02-03,0.7187997995852046,0.0,9148.682499951216,0.7187997995852046
2025-02-03,850.3419174196622,0.0,9898.682499951216,850.3419174196622
2025-02-03,821.7731419445844,0.0,10613.656738966558,821.7731419445844
2025-02-03,744.556081767921,0.0,10800.0,744.556081767921
2025-02-03,771.2329506277068,0.0,10800.0,771.2329506277068
2025-02-03,505.334115985185,0.0,10800.0,505.334115985185
2025-02-03,564.8718313186074,0.0,10800.0,564.8718313186074
2025-02-03,649.6667060933888,0.0,10800.0,649.6667060933888
2025-02-03,637.5925323706995,0.0,10800.0,637.5925323706995
2025-02-03,678.672682525061,0.0,10793.169391619249,678.672682525061
2025-02-03,752.271112544845,0.0,10800.0,752.271112544845
2025-02-03,815.3101721447472,0.0,10800.0,815.3101721447472
2025-02-03,867.113465320688,0.0,10800.0,867.113465320688
2025-02-03,870.7624784332737,0.0,10780.27608476453,870.7624784332737
2025-02-03,898.1846156279252,0.0,10723.418390135634,898.1846156279252
2025-02-03,958.0264114399434,0.0,10676.779721936782,958.0264114399434
2025-02-03,1016.6195922904703,0.0,10669.544822123586,1016.6195922904703
2025-02-03,1065.3134680455498,0.0,10717.212332903293,1065.3134680455498
2025-02-03,990.7291388805677,0.0,10725.106902128307,990.7291388805677
2025-02-03,835.150689793871,0.0,10663.583679121492,835.150689793871
2025-02-03,881.76819785156,0.0,10657.337885803161,881.76819785156
2025-02-03,882.7970803486875,0.0,10629.634510798642,882.7970803486875
2025-02-03,860.7262442727339,0.0,10579.755987650331,860.7262442727339
2025-02-03,861.6334135305462,0.0,10551.137690342966,861.6334135305462
2025-02-03,852.7037735620667,0.0,10514.300092050391,852.7037735620667
2025-02-03,0.7866408888460701,0.0,9747.404723376072,0.7866408888460701
2025-02-03,23.31018302570049,0.0,8974.706095331425,23.31018302570049
2025-02-03,1.600448469456009,0.0,8159.157262399829,1.600448469456009
2025-02-03,0.833569302910164,0.0,7339.716414915269,0.833569302910164
2025-02-03,0.6251889226457684,0.0,6537.283095877281,0.6251889226457684
2025-02-03,5.907045084327887,0.0,5747.439215506934,5.907045084327887
2025-02-03,0.25549598955475705,0.0,4950.062743988988,0.25549598955475705
2025-02-03,11.08821386527558,0.0,4168.453418143869,11.08821386527558
2025-02-03,26.955321198404775,0.0,3394.8176159313803,26.955321198404775
2025-02-03,0.6985589781989315,0.0,2584.7245119302042,0.6985589781989315
2025-02-03,0.0,0.0,1780.0989563746487,0.0
2025-02-03,838.7466921065657,0.0,1761.0721929862707,838.7466921065657
2025-02-03,674.289406916281,0.0,1783.6377354473218,674.289406916281
2025-02-03,655.1252373171726,0.0,1773.0974274172597,655.1252373171726
2025-02-03,694.9033028937496,0.0,1781.2875170831167,694.9033028937496
