date,interval_start,interval_end,emergency_kwh,emergency_cost_yuan
2025-09-23,2025-09-23T07:00:00,2025-09-23T07:10:00,484.7228333333333,1961.1885836666668
2025-09-23,2025-09-23T07:10:00,2025-09-23T07:20:00,425.3083499999999,1695.2790830999998
2025-09-23,2025-09-23T07:20:00,2025-09-23T07:30:00,361.32041666666663,1380.9666324999998
2025-09-23,2025-09-23T07:30:00,2025-09-23T07:40:00,158.40774687177816,546.4275228341987
2025-09-23,2025-09-23T07:40:00,2025-09-23T07:50:00,357.7302166666667,1538.2399316666667
2025-09-23,2025-09-23T07:50:00,2025-09-23T08:00:00,491.3245833333334,2853.858842291667
2025-09-23,2025-09-23T08:00:00,2025-09-23T08:10:00,424.2269999999983,2478.1220204999904
2025-09-23,2025-09-23T08:10:00,2025-09-23T08:20:00,340.2996499999998,1864.161482699999
2025-09-23,2025-09-23T08:20:00,2025-09-23T08:30:00,322.8887500000002,1751.510024375001
2025-09-23,2025-09-23T08:30:00,2025-09-23T08:40:00,267.16475,1417.30899875
2025-09-23,2025-09-23T08:40:00,2025-09-23T08:50:00,177.01698333333354,923.1435680833343
2025-09-23,2025-09-23T08:50:00,2025-09-23T09:00:00,103.28666666666652,535.0249333333326
2025-09-23,2025-09-23T09:00:00,2025-09-23T09:10:00,88.53053333333332,449.15966086666657
2025-09-23,2025-09-23T09:10:00,2025-09-23T09:20:00,75.39373333333333,374.0283110666667
2025-09-23,2025-09-23T09:20:00,2025-09-23T09:30:00,46.359583333333376,224.84397916666686
2025-09-23,2025-09-23T09:30:00,2025-09-23T09:40:00,34.08066666666673,160.554020666667
2025-09-23,2025-09-23T09:40:00,2025-09-23T09:50:00,13.978433333333214,66.87981428333276
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,3.388966666666647,16.807580183333236
2025-09-23,2025-09-23T14:20:00,2025-09-23T14:30:00,63.758333333333326,327.4309208333333
2025-09-23,2025-09-23T14:30:00,2025-09-23T14:40:00,137.28546666666517,748.6176497333253
2025-09-23,2025-09-23T14:40:00,2025-09-23T14:50:00,202.5811166666665,949.7002749333325
2025-09-23,2025-09-23T14:50:00,2025-09-23T15:00:00,125.43145045529332,419.8190646738667
2025-09-23,2025-09-23T15:10:00,2025-09-23T15:20:00,33.11942799344793,119.51145591435686
2025-09-23,2025-09-23T15:50:00,2025-09-23T16:00:00,70.9025142900227,285.5598763030664
2025-09-23,2025-09-23T16:00:00,2025-09-23T16:10:00,81.59500778710162,337.4361547035587
2025-09-23,2025-09-23T16:10:00,2025-09-23T16:20:00,64.3097030458573,273.9271801238292
2025-09-23,2025-09-23T16:20:00,2025-09-23T16:30:00,69.70841116325437,306.4033212680846
2025-09-23,2025-09-23T16:30:00,2025-09-23T16:40:00,82.02607978663218,370.10167199728437
2025-09-23,2025-09-23T16:40:00,2025-09-23T16:50:00,74.5075408447384,341.356298380169
2025-09-23,2025-09-23T16:50:00,2025-09-23T17:00:00,69.2312062138526,320.67894718256525
2025-09-23,2025-09-23T17:00:00,2025-09-23T17:10:00,108.77127325861852,514.5968937865242
2025-09-23,2025-09-23T17:10:00,2025-09-23T17:20:00,119.05265942097287,579.9055040395588
2025-09-23,2025-09-23T17:20:00,2025-09-23T17:30:00,108.14446581380798,533.2603609278872
2025-09-23,2025-09-23T17:30:00,2025-09-23T17:40:00,148.7050035358409,725.6804172549035
2025-09-23,2025-09-23T17:40:00,2025-09-23T17:50:00,131.76545626676818,707.712265608812
2025-09-23,2025-09-23T17:50:00,2025-09-23T18:00:00,71.87433836024343,442.4943641148387
2025-09-23,2025-09-23T18:00:00,2025-09-23T18:10:00,95.86756413568526,602.0962365541712
2025-09-23,2025-09-23T18:10:00,2025-09-23T18:20:00,118.4894632912185,737.4191747928983
2025-09-23,2025-09-23T18:20:00,2025-09-23T18:30:00,88.17562622061826,553.081615468828
2025-09-23,2025-09-23T18:30:00,2025-09-23T18:40:00,54.107832507046396,338.7691393266175
2025-09-23,2025-09-23T18:40:00,2025-09-23T18:50:00,30.859857791730406,198.75291410763967
2025-09-23,2025-09-23T20:10:00,2025-09-23T20:20:00,182.74928066959194,1224.420180486266
2025-09-23,2025-09-23T20:20:00,2025-09-23T20:30:00,56.95779929262824,384.1518773291312
2025-09-23,2025-09-23T20:50:00,2025-09-23T21:00:00,93.34480538194589,435.54686191215956
2025-09-23,2025-09-23T21:00:00,2025-09-23T21:10:00,42.114606611216004,190.9476263752534
2025-09-23,2025-09-23T21:10:00,2025-09-23T21:20:00,19.836819480009126,92.94541767358277
2025-09-23,2025-09-23T21:20:00,2025-09-23T21:30:00,64.87944330715254,303.99263161566324
2025-09-23,2025-09-23T21:30:00,2025-09-23T21:40:00,37.76583273824065,186.3932674795867
2025-09-23,2025-09-23T21:40:00,2025-09-23T21:50:00,14.957079153982363,58.063381275759525
2025-09-23,2025-09-23T21:50:00,2025-09-23T22:00:00,11.489839299961773,24.18036680676955
2025-12-21,2025-12-21T01:30:00,2025-12-21T01:40:00,12.340552848748757,26.606231941902323
2025-12-21,2025-12-21T02:10:00,2025-12-21T02:20:00,0.014199799373500355,0.030699966245507766
2025-12-21,2025-12-21T03:00:00,2025-12-21T03:10:00,32.1012538790867,70.20544223356262
2025-12-21,2025-12-21T03:10:00,2025-12-21T03:20:00,4.920957448754166,10.75475250425223
2025-12-21,2025-12-21T03:30:00,2025-12-21T03:40:00,29.75746094742624,64.7671137520732
2025-12-21,2025-12-21T03:40:00,2025-12-21T03:50:00,68.15993911350415,148.58866726743906
2025-12-21,2025-12-21T05:50:00,2025-12-21T06:00:00,35.98000710145561,163.69104230807233
2025-12-21,2025-12-21T06:00:00,2025-12-21T06:10:00,676.7581003800684,3169.9349421802403
2025-12-21,2025-12-21T06:10:00,2025-12-21T06:20:00,15.057124914609062,65.93515000107308
2025-12-21,2025-12-21T06:20:00,2025-12-21T06:30:00,65.98362199829035,288.9752725415126
2025-12-21,2025-12-21T06:30:00,2025-12-21T06:40:00,28.761258061110198,123.68779029180439
2025-12-21,2025-12-21T06:40:00,2025-12-21T06:50:00,6.250102017059817,26.381680614009486
2025-12-21,2025-12-21T06:50:00,2025-12-21T07:00:00,43.461492533628984,181.10403938763196
2025-12-21,2025-12-21T07:00:00,2025-12-21T07:10:00,58.62036334351524,237.17799008786267
2025-12-21,2025-12-21T07:10:00,2025-12-21T07:20:00,45.2930564118592,180.53812285767077
2025-12-21,2025-12-21T07:20:00,2025-12-21T07:30:00,6.74536331182378,25.78077857779049
2025-12-21,2025-12-21T07:50:00,2025-12-21T08:00:00,893.9797633894834,5192.681455647814
2025-12-21,2025-12-21T08:00:00,2025-12-21T08:10:00,840.0781333195694,4907.316415786265
2025-12-21,2025-12-21T08:10:00,2025-12-21T08:20:00,806.991429274055,4420.699049563274
2025-12-21,2025-12-21T08:20:00,2025-12-21T08:30:00,797.8975,4328.19498875
2025-12-21,2025-12-21T08:30:00,2025-12-21T08:40:00,729.9923166666667,3872.609239916667
2025-12-21,2025-12-21T08:40:00,2025-12-21T08:50:00,680.0761333333332,3546.5970353333328
2025-12-21,2025-12-21T08:50:00,2025-12-21T09:00:00,652.3437499999999,3379.140624999999
2025-12-21,2025-12-21T09:00:00,2025-12-21T09:10:00,584.00365,2962.9425182749997
2025-12-21,2025-12-21T09:10:00,2025-12-21T09:20:00,527.6853666666668,2617.8471040333343
2025-12-21,2025-12-21T09:20:00,2025-12-21T09:30:00,505.6650000000001,2452.4752500000004
2025-12-21,2025-12-21T09:50:00,2025-12-21T10:00:00,360.30708333333325,1797.391885208333
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,331.19361666666657,1642.554741858333
2025-12-21,2025-12-21T10:10:00,2025-12-21T10:20:00,141.84605312318945,680.0099786725701
2025-12-21,2025-12-21T10:20:00,2025-12-21T10:30:00,8.307777936504408,39.665485757840294
2025-12-21,2025-12-21T10:30:00,2025-12-21T10:40:00,349.07950000000005,1717.2966002500004
2025-12-21,2025-12-21T10:40:00,2025-12-21T10:50:00,126.10280072526712,503.78068889744213
2025-12-21,2025-12-21T12:50:00,2025-12-21T13:00:00,69.57464597635476,288.0042470191205
2025-12-21,2025-12-21T13:00:00,2025-12-21T13:10:00,64.21561751924332,277.28303644809273
2025-12-21,2025-12-21T13:10:00,2025-12-21T13:20:00,11.572896671368198,48.69874919311738
2025-12-21,2025-12-21T13:50:00,2025-12-21T14:00:00,301.8829166666668,1472.2829845833342
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,294.8965833333333,1474.7778132499996
2025-12-21,2025-12-21T14:10:00,2025-12-21T14:20:00,317.71574999999996,1585.0838767499997
2025-12-21,2025-12-21T14:20:00,2025-12-21T14:30:00,384.19708333333335,1973.0441214583332
2025-12-21,2025-12-21T14:30:00,2025-12-21T14:40:00,430.3843333333332,2346.885769666666
2025-12-21,2025-12-21T14:40:00,2025-12-21T14:50:00,491.03274999999996,2301.961532
2025-12-21,2025-12-21T15:50:00,2025-12-21T16:00:00,26.103559820413807,105.13208717671661
2025-12-21,2025-12-21T16:00:00,2025-12-21T16:10:00,22.68603216275335,93.81808600906646
2025-12-21,2025-12-21T16:10:00,2025-12-21T16:20:00,34.682009264817566,147.72801846349043
2025-12-21,2025-12-21T16:20:00,2025-12-21T16:30:00,68.93985879250022,303.02514932243474
2025-12-21,2025-12-21T16:30:00,2025-12-21T16:40:00,44.41743513397921,200.41146732451418
2025-12-21,2025-12-21T16:40:00,2025-12-21T16:50:00,71.54341759067336,327.77616769166997
2025-12-21,2025-12-21T16:50:00,2025-12-21T17:00:00,128.85735432169633,596.8672652180974
2025-12-21,2025-12-21T17:00:00,2025-12-21T17:10:00,78.04112465281685,369.2125607324765
2025-12-21,2025-12-21T17:10:00,2025-12-21T17:20:00,52.179663589180336,254.1671413428974
2025-12-21,2025-12-21T17:20:00,2025-12-21T17:30:00,73.38744142194139,361.873473651593
2025-12-21,2025-12-21T17:30:00,2025-12-21T17:40:00,45.227156397917724,220.7085232218385
2025-12-21,2025-12-21T17:40:00,2025-12-21T17:50:00,2.6888606188890662,14.441870384053177
2025-12-21,2025-12-21T18:20:00,2025-12-21T18:30:00,13.58044708451905,85.18335433764575
2025-12-21,2025-12-21T18:30:00,2025-12-21T18:40:00,30.122329897896407,188.59590749072942
2025-12-21,2025-12-21T18:40:00,2025-12-21T18:50:00,34.774525344733206,223.9653304827542
