date,issue_hour,issue_time,slot_id,interval_start,interval_end,grid_original_kwh,grid_kwh,load_forecast_kwh,pv_forecast_kwh,pv_raw_forecast_kwh,price_forecast_yuan_per_kwh,selected_index
2025-07-14,0,2025-07-14 00:00:00,13,2025-07-14 02:00:00,2025-07-14 02:10:00,929.9513173918184,929.9513173918184,795.9770959471068,0.0,0.0,0.4293,1
2025-07-14,0,2025-07-14 00:00:00,14,2025-07-14 02:10:00,2025-07-14 02:20:00,926.1280317985875,926.1280317985875,786.5019597887926,0.0,0.0,0.4324,1
2025-07-14,0,2025-07-14 00:00:00,15,2025-07-14 02:20:00,2025-07-14 02:30:00,855.5390708031329,855.5390708031329,739.8218972209179,0.0,0.0,0.4367,1
2025-07-14,0,2025-07-14 00:00:00,16,2025-07-14 02:30:00,2025-07-14 02:40:00,870.0819182325318,870.0819182325318,738.0919507788918,0.0,0.0,0.4348,1
2025-07-14,0,2025-07-14 00:00:00,17,2025-07-14 02:40:00,2025-07-14 02:50:00,884.1922622056718,884.1922622056718,752.5409196948729,0.0,0.0,0.4335,1
2025-07-14,0,2025-07-14 00:00:00,18,2025-07-14 02:50:00,2025-07-14 03:00:00,889.5198066158565,889.5198066158565,752.8941759456953,0.0,0.0,0.4357,1
2025-07-14,0,2025-07-14 00:00:00,19,2025-07-14 03:00:00,2025-07-14 03:10:00,864.8420490219648,864.8420490219648,742.6741833442037,0.0,0.0,0.4374,1
2025-07-14,0,2025-07-14 00:00:00,20,2025-07-14 03:10:00,2025-07-14 03:20:00,882.6031240555529,882.6031240555529,749.0147454369411,0.0,0.0,0.4371,1
2025-07-14,0,2025-07-14 00:00:00,21,2025-07-14 03:20:00,2025-07-14 03:30:00,890.6763176071041,890.6763176071041,764.293117148786,0.0,0.0,0.4356,1
2025-07-14,0,2025-07-14 00:00:00,22,2025-07-14 03:30:00,2025-07-14 03:40:00,881.4217109150318,881.4217109150318,750.9061058241349,0.0,0.0,0.4353,1
2025-07-14,0,2025-07-14 00:00:00,23,2025-07-14 03:40:00,2025-07-14 03:50:00,838.9287836081276,838.9287836081276,713.7959215081523,0.0,0.0,0.436,1
2025-07-14,0,2025-07-14 00:00:00,24,2025-07-14 03:50:00,2025-07-14 04:00:00,802.581283801675,802.581283801675,692.5654912900197,0.0,0.0,0.4378,1
2025-07-14,0,2025-07-14 00:00:00,25,2025-07-14 04:00:00,2025-07-14 04:10:00,826.4459284271101,826.4459284271101,723.4859823746674,0.0,0.0,0.4401,1
2025-07-14,0,2025-07-14 00:00:00,26,2025-07-14 04:10:00,2025-07-14 04:20:00,862.7632363617703,862.7632363617703,738.5842725629473,0.0,0.0,0.4389,1
2025-07-14,0,2025-07-14 00:00:00,27,2025-07-14 04:20:00,2025-07-14 04:30:00,829.2405045016261,829.2405045016261,721.058832168964,0.0,0.0,0.4364,1
2025-07-14,0,2025-07-14 00:00:00,28,2025-07-14 04:30:00,2025-07-14 04:40:00,811.5250105056788,811.5250105056788,719.4582946665048,0.0,0.0,0.4393,1
2025-07-14,0,2025-07-14 00:00:00,29,2025-07-14 04:40:00,2025-07-14 04:50:00,818.7389380332195,818.7389380332195,733.2227131784565,0.0,0.0,0.4422,1
2025-07-14,0,2025-07-14 00:00:00,30,2025-07-14 04:50:00,2025-07-14 05:00:00,847.1170571554269,847.1170571554269,736.3276109171431,0.0,0.0,0.4395,1
2025-07-14,0,2025-07-14 00:00:00,31,2025-07-14 05:00:00,2025-07-14 05:10:00,789.7032307772658,789.7032307772658,708.2359054726644,17.215130555555557,17.215130555555557,0.4333,1
2025-07-14,0,2025-07-14 00:00:00,32,2025-07-14 05:10:00,2025-07-14 05:20:00,722.5627858341263,722.5627858341263,696.7431296660704,51.64539166666666,51.64539166666666,0.4439,1
2025-07-14,0,2025-07-14 00:00:00,33,2025-07-14 05:20:00,2025-07-14 05:30:00,719.3463051416109,719.3463051416109,699.5191003540833,86.07565277777776,86.07565277777776,0.4301,1
2025-07-14,0,2025-07-14 00:00:00,34,2025-07-14 05:30:00,2025-07-14 05:40:00,1412.3127419045206,1412.3127419045206,682.5124878944528,120.50591388888888,120.50591388888888,0.3713,1
2025-07-14,0,2025-07-14 00:00:00,35,2025-07-14 05:40:00,2025-07-14 05:50:00,618.9960317933392,618.9960317933392,747.047103161872,154.93617500000002,154.93617500000002,0.5708,1
2025-07-14,0,2025-07-14 00:00:00,36,2025-07-14 05:50:00,2025-07-14 06:00:00,0.0,0.0,867.0958358909405,189.36643611111108,189.36643611111108,0.9099,1
2025-07-14,0,2025-07-14 00:00:00,37,2025-07-14 06:00:00,2025-07-14 06:10:00,0.0,0.0,899.9755382813919,230.01557499999998,230.01557499999998,0.9368,1
2025-07-14,0,2025-07-14 00:00:00,38,2025-07-14 06:10:00,2025-07-14 06:20:00,0.0,0.0,882.6956046658353,276.88359166666663,276.88359166666663,0.8758,1
2025-07-14,0,2025-07-14 00:00:00,39,2025-07-14 06:20:00,2025-07-14 06:30:00,0.0,0.0,866.6162751867054,323.7516083333333,323.7516083333333,0.8759,1
2025-07-14,0,2025-07-14 00:00:00,40,2025-07-14 06:30:00,2025-07-14 06:40:00,0.0,0.0,866.2479088795059,370.619625,370.619625,0.8601,1
2025-07-14,0,2025-07-14 00:00:00,41,2025-07-14 06:40:00,2025-07-14 06:50:00,0.0,0.0,877.9032868529531,417.4876416666666,417.4876416666666,0.8442,1
2025-07-14,0,2025-07-14 00:00:00,42,2025-07-14 06:50:00,2025-07-14 07:00:00,0.0,0.0,889.0294447216439,464.35565833333334,464.35565833333334,0.8334,1
2025-07-14,0,2025-07-14 00:00:00,43,2025-07-14 07:00:00,2025-07-14 07:10:00,230.99994120832497,230.99994120832497,888.1736314108994,508.66200972222214,508.66200972222214,0.8092,1
2025-07-14,0,2025-07-14 00:00:00,44,2025-07-14 07:10:00,2025-07-14 07:20:00,310.98239795273037,310.98239795273037,885.6758398543827,550.4066958333333,550.4066958333333,0.7972,1
2025-07-14,0,2025-07-14 00:00:00,45,2025-07-14 07:20:00,2025-07-14 07:30:00,284.4243048218732,284.4243048218732,867.8976324052688,592.1513819444444,592.1513819444444,0.7644,1
2025-07-14,0,2025-07-14 00:00:00,46,2025-07-14 07:30:00,2025-07-14 07:40:00,261.4018947704409,261.4018947704409,835.7027565721123,633.8960680555555,633.8960680555555,0.6899,1
2025-07-14,0,2025-07-14 00:00:00,47,2025-07-14 07:40:00,2025-07-14 07:50:00,0.0,0.0,954.0829952746469,675.6407541666666,675.6407541666666,0.86,1
2025-07-14,0,2025-07-14 00:00:00,48,2025-07-14 07:50:00,2025-07-14 08:00:00,0.0,0.0,1161.1031469913905,717.3854402777778,717.3854402777778,1.1617,1
2025-07-14,0,2025-07-14 00:00:00,49,2025-07-14 08:00:00,2025-07-14 08:10:00,0.0,0.0,1212.1740892419127,759.9224763888889,759.9224763888889,1.1683,1
2025-07-14,0,2025-07-14 00:00:00,50,2025-07-14 08:10:00,2025-07-14 08:20:00,0.0,0.0,1200.4518761274453,803.2518624999999,803.2518624999999,1.0956,1
2025-07-14,0,2025-07-14 00:00:00,51,2025-07-14 08:20:00,2025-07-14 08:30:00,0.0,0.0,1197.9386489332667,846.5812486111112,846.5812486111112,1.0849,1
2025-07-14,0,2025-07-14 00:00:00,52,2025-07-14 08:30:00,2025-07-14 08:40:00,0.0,0.0,1179.6370845386607,889.9106347222223,889.9106347222223,1.061,1
2025-07-14,0,2025-07-14 00:00:00,53,2025-07-14 08:40:00,2025-07-14 08:50:00,0.0,0.0,1165.7531533677602,933.2400208333333,933.2400208333333,1.043,1
2025-07-14,0,2025-07-14 00:00:00,54,2025-07-14 08:50:00,2025-07-14 09:00:00,0.0,0.0,1167.320312317715,976.5694069444444,976.5694069444444,1.036,1
2025-07-14,0,2025-07-14 00:00:00,55,2025-07-14 09:00:00,2025-07-14 09:10:00,0.0,0.0,1171.2011245825115,1010.1814083333333,1010.1814083333333,1.0147,1
2025-07-14,0,2025-07-14 00:00:00,56,2025-07-14 09:10:00,2025-07-14 09:20:00,0.0,0.0,1156.0820466362725,1034.076025,1034.076025,0.9922,1
2025-07-14,0,2025-07-14 00:00:00,57,2025-07-14 09:20:00,2025-07-14 09:30:00,0.0,0.0,1140.7768340447778,1057.9706416666668,1057.9706416666668,0.97,1
2025-07-14,0,2025-07-14 00:00:00,58,2025-07-14 09:30:00,2025-07-14 09:40:00,0.0,0.0,1163.5082358330296,1081.8652583333333,1081.8652583333333,0.9422,1
2025-07-14,0,2025-07-14 00:00:00,59,2025-07-14 09:40:00,2025-07-14 09:50:00,0.0,0.0,1175.13040821848,1105.759875,1105.759875,0.9569,1
2025-07-14,0,2025-07-14 00:00:00,60,2025-07-14 09:50:00,2025-07-14 10:00:00,0.0,0.0,1166.261303927625,1129.654491666667,1129.654491666667,0.9977,1
2025-07-14,0,2025-07-14 00:00:00,61,2025-07-14 10:00:00,2025-07-14 10:10:00,0.0,0.0,1172.1011776394125,1147.8251847222223,1147.8251847222223,0.9919,1
2025-07-14,0,2025-07-14 00:00:00,62,2025-07-14 10:10:00,2025-07-14 10:20:00,0.0,0.0,1160.767503294847,1160.2719541666668,1160.2719541666668,0.9588,1
2025-07-14,0,2025-07-14 00:00:00,63,2025-07-14 10:20:00,2025-07-14 10:30:00,0.0,0.0,1147.8775506039935,1172.718723611111,1172.718723611111,0.9549,1
2025-07-14,0,2025-07-14 00:00:00,64,2025-07-14 10:30:00,2025-07-14 10:40:00,0.0,0.0,1181.810024525124,1185.1654930555555,1185.1654930555555,0.9839,1
2025-07-14,0,2025-07-14 00:00:00,65,2025-07-14 10:40:00,2025-07-14 10:50:00,0.0,0.0,1186.6905695768487,1197.6122625,1197.6122625,0.799,1
2025-07-14,0,2025-07-14 00:00:00,66,2025-07-14 10:50:00,2025-07-14 11:00:00,795.0848433080447,795.0848433080447,1157.5048857046338,1210.0590319444443,1210.0590319444443,0.5025,1
2025-07-14,0,2025-07-14 00:00:00,67,2025-07-14 11:00:00,2025-07-14 11:10:00,786.6470953125037,786.6470953125037,1165.5885370483893,1226.6735333333334,1226.6735333333334,0.4662,1
2025-07-14,0,2025-07-14 00:00:00,68,2025-07-14 11:10:00,2025-07-14 11:20:00,770.1836646037846,770.1836646037846,1178.9839086156678,1247.4557666666667,1247.4557666666667,0.5007,1
2025-07-14,0,2025-07-14 00:00:00,69,2025-07-14 11:20:00,2025-07-14 11:30:00,750.1879516361474,750.1879516361474,1181.004455228747,1268.238,1268.238,0.4827,1
2025-07-14,0,2025-07-14 00:00:00,70,2025-07-14 11:30:00,2025-07-14 11:40:00,723.5657174756781,723.5657174756781,1186.864835238534,1289.0202333333334,1289.0202333333334,0.4785,1
2025-07-14,0,2025-07-14 00:00:00,71,2025-07-14 11:40:00,2025-07-14 11:50:00,769.0466990355901,769.0466990355901,1172.310891444691,1309.8024666666668,1309.8024666666668,0.4662,1
2025-07-14,0,2025-07-14 00:00:00,72,2025-07-14 11:50:00,2025-07-14 12:00:00,721.6363586125524,721.6363586125524,1144.0450716471726,1330.5847,1330.5847,0.4432,1
2025-07-14,0,2025-07-14 00:00:00,73,2025-07-14 12:00:00,2025-07-14 12:10:00,722.9165289351287,722.9165289351287,1138.1251551280343,1333.8043777777777,1333.8043777777777,0.4411,1
2025-07-14,0,2025-07-14 00:00:00,74,2025-07-14 12:10:00,2025-07-14 12:20:00,721.6426741799104,721.6426741799104,1142.9179373728282,1319.4615000000001,1319.4615000000001,0.4551,1
2025-07-14,0,2025-07-14 00:00:00,75,2025-07-14 12:20:00,2025-07-14 12:30:00,719.20878968694,719.20878968694,1135.2965347449833,1305.1186222222223,1305.1186222222223,0.4463,1
2025-07-14,0,2025-07-14 00:00:00,76,2025-07-14 12:30:00,2025-07-14 12:40:00,745.2571303239163,745.2571303239163,1115.3523986480127,1290.7757444444444,1290.7757444444444,0.4113,1
2025-07-14,0,2025-07-14 00:00:00,77,2025-07-14 12:40:00,2025-07-14 12:50:00,185.39214992467265,185.39214992467265,1166.192845778671,1276.4328666666668,1276.4328666666668,0.5682,1
2025-07-14,0,2025-07-14 00:00:00,78,2025-07-14 12:50:00,2025-07-14 13:00:00,0.0,0.0,1247.7453682175874,1262.089988888889,1262.089988888889,0.8279,1
2025-07-14,0,2025-07-14 00:00:00,79,2025-07-14 13:00:00,2025-07-14 13:10:00,0.0,0.0,1230.14080685312,1257.3649916666666,1257.3649916666666,0.8636,1
2025-07-14,0,2025-07-14 00:00:00,80,2025-07-14 13:10:00,2025-07-14 13:20:00,0.0,0.0,1196.3254469082317,1262.257875,1262.257875,0.8416,1
2025-07-14,0,2025-07-14 00:00:00,81,2025-07-14 13:20:00,2025-07-14 13:30:00,0.0,0.0,1199.97862216249,1267.1507583333334,1267.1507583333334,0.8618,1
2025-07-14,0,2025-07-14 00:00:00,82,2025-07-14 13:30:00,2025-07-14 13:40:00,0.0,0.0,1210.2045354638287,1272.0436416666666,1272.0436416666666,0.8623,1
2025-07-14,0,2025-07-14 00:00:00,83,2025-07-14 13:40:00,2025-07-14 13:50:00,0.0,0.0,1196.2458516951938,1276.936525,1276.936525,0.9026,1
2025-07-14,0,2025-07-14 00:00:00,84,2025-07-14 13:50:00,2025-07-14 14:00:00,0.0,0.0,1179.0322966046417,1281.8294083333333,1281.8294083333333,0.9754,1
2025-07-14,0,2025-07-14 00:00:00,85,2025-07-14 14:00:00,2025-07-14 14:10:00,0.0,0.0,1204.0592000645047,1271.60755,1271.60755,1.0002,1
2025-07-14,0,2025-07-14 00:00:00,86,2025-07-14 14:10:00,2025-07-14 14:20:00,0.0,0.0,1215.129233098714,1246.27095,1246.27095,0.9978,1
2025-07-14,0,2025-07-14 00:00:00,87,2025-07-14 14:20:00,2025-07-14 14:30:00,0.0,0.0,1197.3927099843766,1220.93435,1220.93435,1.0271,1
2025-07-14,0,2025-07-14 00:00:00,88,2025-07-14 14:30:00,2025-07-14 14:40:00,0.0,0.0,1192.7295259601633,1195.5977500000001,1195.5977500000001,1.0906,1
2025-07-14,0,2025-07-14 00:00:00,89,2025-07-14 14:40:00,2025-07-14 14:50:00,0.0,0.0,1201.1689501016579,1170.26115,1170.26115,0.9376,1
2025-07-14,0,2025-07-14 00:00:00,90,2025-07-14 14:50:00,2025-07-14 15:00:00,427.2047606912368,427.2047606912368,1223.9168619708105,1144.92455,1144.92455,0.6694,1
2025-07-14,0,2025-07-14 00:00:00,91,2025-07-14 15:00:00,2025-07-14 15:10:00,564.4185668527191,564.4185668527191,1260.5334691041407,1107.4932291666667,1107.4932291666667,0.66,1
2025-07-14,0,2025-07-14 00:00:00,92,2025-07-14 15:10:00,2025-07-14 15:20:00,354.7442908815988,354.7442908815988,1257.7008410294757,1057.9671875000001,1057.9671875000001,0.7217,1
2025-07-14,0,2025-07-14 00:00:00,93,2025-07-14 15:20:00,2025-07-14 15:30:00,373.90358304382636,373.90358304382636,1222.0291872970156,1008.4411458333334,1008.4411458333334,0.7308,1
2025-07-14,0,2025-07-14 00:00:00,94,2025-07-14 15:30:00,2025-07-14 15:40:00,417.97349362346404,417.97349362346404,1214.8316975584003,958.9151041666668,958.9151041666668,0.7534,1
2025-07-14,0,2025-07-14 00:00:00,95,2025-07-14 15:40:00,2025-07-14 15:50:00,431.4877077610594,431.4877077610594,1223.5432916542231,909.3890625,909.3890625,0.7823,1
2025-07-14,0,2025-07-14 00:00:00,96,2025-07-14 15:50:00,2025-07-14 16:00:00,460.88475785988226,460.88475785988226,1226.440068097469,859.8630208333334,859.8630208333334,0.8055,1
2025-07-14,0,2025-07-14 00:00:00,97,2025-07-14 16:00:00,2025-07-14 16:10:00,521.2309551321259,521.2309551321259,1221.2683693297756,806.2755208333334,806.2755208333334,0.8271,1
2025-07-14,0,2025-07-14 00:00:00,98,2025-07-14 16:10:00,2025-07-14 16:20:00,584.4791094046213,584.4791094046213,1240.7557165451972,748.6265625,748.6265625,0.8519,1
2025-07-14,0,2025-07-14 00:00:00,99,2025-07-14 16:20:00,2025-07-14 16:30:00,665.5319281183243,665.5319281183243,1270.846872431797,690.9776041666668,690.9776041666668,0.8791,1
2025-07-14,0,2025-07-14 00:00:00,100,2025-07-14 16:30:00,2025-07-14 16:40:00,720.0043093281892,720.0043093281892,1264.0334983659625,633.3286458333333,633.3286458333333,0.9024,1
2025-07-14,0,2025-07-14 00:00:00,101,2025-07-14 16:40:00,2025-07-14 16:50:00,759.8830434934276,759.8830434934276,1258.5835814399345,575.6796875,575.6796875,0.9163,1
2025-07-14,0,2025-07-14 00:00:00,102,2025-07-14 16:50:00,2025-07-14 17:00:00,855.8991233539691,855.8991233539691,1267.5242409628795,518.0307291666667,518.0307291666667,0.9264,1
2025-07-14,0,2025-07-14 00:00:00,103,2025-07-14 17:00:00,2025-07-14 17:10:00,899.2527803552701,899.2527803552701,1263.673015672179,465.5401708333334,465.5401708333334,0.9462,1
2025-07-14,0,2025-07-14 00:00:00,104,2025-07-14 17:10:00,2025-07-14 17:20:00,916.0497300371444,916.0497300371444,1248.9131920161221,418.20801250000005,418.20801250000005,0.9742,1
2025-07-14,0,2025-07-14 00:00:00,105,2025-07-14 17:20:00,2025-07-14 17:30:00,959.5528243190446,959.5528243190446,1249.49161364893,370.87585416666667,370.87585416666667,0.9862,1
2025-07-14,0,2025-07-14 00:00:00,106,2025-07-14 17:30:00,2025-07-14 17:40:00,1034.2037650622606,1034.2037650622606,1266.2436825796312,323.5436958333334,323.5436958333334,0.976,1
2025-07-14,0,2025-07-14 00:00:00,107,2025-07-14 17:40:00,2025-07-14 17:50:00,927.4734390400145,927.4734390400145,1143.7153809269598,276.2115375,276.2115375,1.0742,1
2025-07-14,0,2025-07-14 00:00:00,108,2025-07-14 17:50:00,2025-07-14 18:00:00,703.2966907880472,703.2966907880472,952.6001468228554,228.8793791666667,228.8793791666667,1.2313,1
2025-07-14,0,2025-07-14 00:00:00,109,2025-07-14 18:00:00,2025-07-14 18:10:00,720.6589574766155,720.6589574766155,938.2061369255373,188.1121916666667,188.1121916666667,1.2561,1
2025-07-14,0,2025-07-14 00:00:00,110,2025-07-14 18:10:00,2025-07-14 18:20:00,850.5117652139635,850.5117652139635,987.4004980287997,153.909975,153.909975,1.2447,1
2025-07-14,0,2025-07-14 00:00:00,111,2025-07-14 18:20:00,2025-07-14 18:30:00,902.4726002503577,902.4726002503577,1001.62560381878,119.70775833333335,119.70775833333335,1.2545,1
2025-07-14,0,2025-07-14 00:00:00,112,2025-07-14 18:30:00,2025-07-14 18:40:00,925.4593536555134,925.4593536555134,991.5110489152637,85.50554166666667,85.50554166666667,1.2522,1
2025-07-14,0,2025-07-14 00:00:00,113,2025-07-14 18:40:00,2025-07-14 18:50:00,912.7781421873343,912.7781421873343,976.2545202965633,51.30332500000001,51.30332500000001,1.2881,1
2025-07-14,0,2025-07-14 00:00:00,114,2025-07-14 18:50:00,2025-07-14 19:00:00,346.5055727747176,346.5055727747176,981.1810980436417,17.10110833333334,17.10110833333334,1.3466,1
2025-07-14,0,2025-07-14 00:00:00,115,2025-07-14 19:00:00,2025-07-14 19:10:00,300.2147306813931,300.2147306813931,1015.1989250775798,0.0,0.0,1.3523,1
2025-07-14,0,2025-07-14 00:00:00,116,2025-07-14 19:10:00,2025-07-14 19:20:00,450.9557429591885,450.9557429591885,1005.7503791018598,0.0,0.0,1.3445,1
2025-07-14,0,2025-07-14 00:00:00,117,2025-07-14 19:20:00,2025-07-14 19:30:00,294.2387253736651,294.2387253736651,970.2193607991072,0.0,0.0,1.3483,1
2025-07-14,0,2025-07-14 00:00:00,118,2025-07-14 19:30:00,2025-07-14 19:40:00,304.2006919834591,304.2006919834591,997.5774324280588,0.0,0.0,1.349,1
2025-07-14,0,2025-07-14 00:00:00,119,2025-07-14 19:40:00,2025-07-14 19:50:00,397.53611857233955,397.53611857233955,1024.5673769064156,0.0,0.0,1.3473,1
2025-07-14,0,2025-07-14 00:00:00,120,2025-07-14 19:50:00,2025-07-14 20:00:00,362.6579603458897,362.6579603458897,1014.167682493093,0.0,0.0,1.3482,1
2025-07-14,0,2025-07-14 00:00:00,121,2025-07-14 20:00:00,2025-07-14 20:10:00,274.3007199816809,274.3007199816809,993.7776140018468,0.0,0.0,1.3513,1
2025-07-14,0,2025-07-14 00:00:00,122,2025-07-14 20:10:00,2025-07-14 20:20:00,925.0351312953638,925.0351312953638,985.8512093001397,0.0,0.0,1.34,1
2025-07-14,0,2025-07-14 00:00:00,123,2025-07-14 20:20:00,2025-07-14 20:30:00,369.07155901289974,369.07155901289974,997.1108128947905,0.0,0.0,1.3489,1
2025-07-14,0,2025-07-14 00:00:00,124,2025-07-14 20:30:00,2025-07-14 20:40:00,295.9545017365075,295.9545017365075,1015.5361286355743,0.0,0.0,1.3952,1
2025-07-14,0,2025-07-14 00:00:00,125,2025-07-14 20:40:00,2025-07-14 20:50:00,958.2721380165011,958.2721380165011,1011.110211142613,0.0,0.0,1.2226,1
2025-07-14,0,2025-07-14 00:00:00,126,2025-07-14 20:50:00,2025-07-14 21:00:00,1008.403357351431,1008.403357351431,992.0547197245438,0.0,0.0,0.9332,1
2025-07-14,0,2025-07-14 00:00:00,127,2025-07-14 21:00:00,2025-07-14 21:10:00,1014.7802559552844,1014.7802559552844,993.9690870624231,0.0,0.0,0.9068,1
2025-07-14,0,2025-07-14 00:00:00,128,2025-07-14 21:10:00,2025-07-14 21:20:00,1014.0851135649195,1014.0851135649195,993.7507870310106,0.0,0.0,0.9371,1
2025-07-14,0,2025-07-14 00:00:00,129,2025-07-14 21:20:00,2025-07-14 21:30:00,1016.2413110301108,1016.2413110301108,1001.6646270641405,0.0,0.0,0.9371,1
2025-07-14,0,2025-07-14 00:00:00,130,2025-07-14 21:30:00,2025-07-14 21:40:00,1029.7098057936976,1029.7098057936976,1034.1333449431675,0.0,0.0,0.9871,1
2025-07-14,0,2025-07-14 00:00:00,131,2025-07-14 21:40:00,2025-07-14 21:50:00,962.6467923815645,962.6467923815645,948.5359299344195,0.0,0.0,0.7764,1
2025-07-14,0,2025-07-14 00:00:00,132,2025-07-14 21:50:00,2025-07-14 22:00:00,922.6135499150668,922.6135499150668,797.8215124045811,0.0,0.0,0.4209,1
2025-07-14,0,2025-07-14 00:00:00,133,2025-07-14 22:00:00,2025-07-14 22:10:00,1380.8031419480799,1380.8031419480799,793.6959624319711,0.0,0.0,0.3859,1
2025-07-14,0,2025-07-14 00:00:00,134,2025-07-14 22:10:00,2025-07-14 22:20:00,862.4861564523718,862.4861564523718,843.1645832707535,0.0,0.0,0.4368,1
2025-07-14,0,2025-07-14 00:00:00,135,2025-07-14 22:20:00,2025-07-14 22:30:00,928.0780580881493,928.0780580881493,859.301087125781,0.0,0.0,0.4198,1
2025-07-14,0,2025-07-14 00:00:00,136,2025-07-14 22:30:00,2025-07-14 22:40:00,889.8441207929445,889.8441207929445,841.6445040541562,0.0,0.0,0.4186,1
2025-07-14,0,2025-07-14 00:00:00,137,2025-07-14 22:40:00,2025-07-14 22:50:00,838.116614793562,838.116614793562,797.5141142921793,0.0,0.0,0.4241,1
2025-07-14,0,2025-07-14 00:00:00,138,2025-07-14 22:50:00,2025-07-14 23:00:00,801.6084340488092,801.6084340488092,763.9243860873312,0.0,0.0,0.4237,1
2025-07-14,0,2025-07-14 00:00:00,139,2025-07-14 23:00:00,2025-07-14 23:10:00,819.4060784177714,819.4060784177714,781.4638794260712,0.0,0.0,0.4248,1
2025-07-14,0,2025-07-14 00:00:00,140,2025-07-14 23:10:00,2025-07-14 23:20:00,837.4127479512812,837.4127479512812,793.347863337396,0.0,0.0,0.424,1
2025-07-14,0,2025-07-14 00:00:00,141,2025-07-14 23:20:00,2025-07-14 23:30:00,842.0815308582661,842.0815308582661,787.7443187257876,0.0,0.0,0.422,1
2025-07-14,0,2025-07-14 00:00:00,142,2025-07-14 23:30:00,2025-07-14 23:40:00,857.6302198431399,857.6302198431399,804.7888587825734,0.0,0.0,0.424,1
2025-07-14,0,2025-07-14 00:00:00,143,2025-07-14 23:40:00,2025-07-14 23:50:00,857.2030178817641,857.2030178817641,815.2849178955609,0.0,0.0,0.4271,1
2025-07-14,0,2025-07-14 00:00:00,144,2025-07-14 23:50:00,2025-07-15 00:00:00,848.8595023511433,848.8595023511433,800.1951450548141,0.0,0.0,0.4276,1
2025-07-14,6,2025-07-14 06:00:00,37,2025-07-14 06:00:00,2025-07-14 06:10:00,0.0,0.0,899.9755382813919,229.55925833333333,229.55925833333333,0.9368,1
2025-07-14,6,2025-07-14 06:00:00,38,2025-07-14 06:10:00,2025-07-14 06:20:00,0.0,0.0,882.6956046658353,275.51464166666665,275.51464166666665,0.8758,1
2025-07-14,6,2025-07-14 06:00:00,39,2025-07-14 06:20:00,2025-07-14 06:30:00,0.0,0.0,866.6162751867054,321.470025,321.470025,0.8759,1
2025-07-14,6,2025-07-14 06:00:00,40,2025-07-14 06:30:00,2025-07-14 06:40:00,0.0,0.0,866.2479088795059,367.42540833333334,367.42540833333334,0.8601,1
2025-07-14,6,2025-07-14 06:00:00,41,2025-07-14 06:40:00,2025-07-14 06:50:00,0.0,0.0,877.9032868529531,413.38079166666665,413.38079166666665,0.8442,1
2025-07-14,6,2025-07-14 06:00:00,42,2025-07-14 06:50:00,2025-07-14 07:00:00,0.0,0.0,889.0294447216439,459.3361750000001,459.3361750000001,0.8334,1
