date,slot_id,load_actual_kw,interval_end,interval_start,load_raw_time_label,load_source_row,load_source_column,pv_actual_kw,pv_raw_time_label,pv_source_row,pv_source_column,actual_price_yuan_per_kwh,price_raw_time_label,price_source_row,price_source_column,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kw,net_load_actual_kwh,available_time
2025-01-01,30,4341.9,2025-01-01T05:00:00,2025-01-01T04:50:00,05:00:00,2,AE,0.0,05:00:00,2,AE,0.5042,05:00:00,2,AE,0.4395,723.65,0.0,4341.9,723.65,2025-01-01T05:00:00
2025-01-01,31,4208.2208,2025-01-01T05:10:00,2025-01-01T05:00:00,05:10:00,2,AF,0.0021,05:10:00,2,AF,0.4639,05:10:00,2,AF,0.4333,701.3701333333333,0.00035,4208.2187,701.3697833333333,2025-01-01T05:10:00
2025-01-01,32,4302.1233,2025-01-01T05:20:00,2025-01-01T05:10:00,05:20:00,2,AG,0.0,05:20:00,2,AG,0.4899,05:20:00,2,AG,0.4439,717.0205500000001,0.0,4302.1233,717.0205500000001,2025-01-01T05:20:00
2025-01-01,33,4456.59,2025-01-01T05:30:00,2025-01-01T05:20:00,05:30:00,2,AH,0.0,05:30:00,2,AH,0.5194,05:30:00,2,AH,0.4301,742.765,0.0,4456.59,742.765,2025-01-01T05:30:00
2025-01-01,34,4148.637,2025-01-01T05:40:00,2025-01-01T05:30:00,05:40:00,2,AI,0.0299,05:40:00,2,AI,0.4459,05:40:00,2,AI,0.3713,691.4395,0.0049833333333333335,4148.607099999999,691.4345166666666,2025-01-01T05:40:00
2025-01-01,35,4498.1333,2025-01-01T05:50:00,2025-01-01T05:40:00,05:50:00,2,AJ,0.0,05:50:00,2,AJ,0.6726,05:50:00,2,AJ,0.5708,749.6888833333334,0.0,4498.1333,749.6888833333334,2025-01-01T05:50:00
2025-01-01,36,5369.38,2025-01-01T06:00:00,2025-01-01T05:50:00,06:00:00,2,AK,0.0,06:00:00,2,AK,1.0693,06:00:00,2,AK,0.9099,894.8966666666666,0.0,5369.38,894.8966666666666,2025-01-01T06:00:00
2025-01-01,37,5440.8991,2025-01-01T06:10:00,2025-01-01T06:00:00,06:10:00,2,AL,0.4169,06:10:00,2,AL,1.0696,06:10:00,2,AL,0.9368,906.8165166666666,0.06948333333333333,5440.4821999999995,906.7470333333333,2025-01-01T06:10:00
2025-01-01,38,5316.893,2025-01-01T06:20:00,2025-01-01T06:10:00,06:20:00,2,AM,0.0,06:20:00,2,AM,0.9974,06:20:00,2,AM,0.8758,886.1488333333333,0.0,5316.893,886.1488333333333,2025-01-01T06:20:00
2025-01-01,39,5399.82,2025-01-01T06:30:00,2025-01-01T06:20:00,06:30:00,2,AN,0.0,06:30:00,2,AN,1.0451,06:30:00,2,AN,0.8759,899.9699999999999,0.0,5399.82,899.9699999999999,2025-01-01T06:30:00
2025-01-01,40,5447.4007,2025-01-01T06:40:00,2025-01-01T06:30:00,06:40:00,2,AO,5.8062,06:40:00,2,AO,1.0684,06:40:00,2,AO,0.8601,907.9001166666667,0.9676999999999999,5441.5945,906.9324166666667,2025-01-01T06:40:00
2025-01-01,41,5444.401,2025-01-01T06:50:00,2025-01-01T06:40:00,06:50:00,2,AP,0.0,06:50:00,2,AP,1.0267,06:50:00,2,AP,0.8442,907.4001666666667,0.0,5444.401,907.4001666666667,2025-01-01T06:50:00
2025-01-01,42,5433.63,2025-01-01T07:00:00,2025-01-01T06:50:00,07:00:00,2,AQ,3.075,07:00:00,2,AQ,0.9814,07:00:00,2,AQ,0.8334,905.605,0.5125000000000001,5430.555,905.0925,2025-01-01T07:00:00
2025-01-01,43,5449.2818,2025-01-01T07:10:00,2025-01-01T07:00:00,07:10:00,2,AR,175.7953,07:10:00,2,AR,1.0187,07:10:00,2,AR,0.8092,908.2136333333333,29.299216666666666,5273.4865,878.9144166666666,2025-01-01T07:10:00
2025-01-01,44,5510.0042,2025-01-01T07:20:00,2025-01-01T07:10:00,07:20:00,2,AS,421.496,07:20:00,2,AS,1.0362,07:20:00,2,AS,0.7972,918.3340333333334,70.24933333333333,5088.5082,848.0847000000001,2025-01-01T07:20:00
2025-01-01,45,5476.0,2025-01-01T07:30:00,2025-01-01T07:20:00,07:30:00,2,AT,677.1,07:30:00,2,AT,0.967,07:30:00,2,AT,0.7644,912.6666666666666,112.85000000000001,4798.9,799.8166666666666,2025-01-01T07:30:00
2025-01-01,46,5329.4215,2025-01-01T07:40:00,2025-01-01T07:30:00,07:40:00,2,AU,950.8112,07:40:00,2,AU,0.893,07:40:00,2,AU,0.6899,888.2369166666667,158.46853333333334,4378.6103,729.7683833333334,2025-01-01T07:40:00
2025-01-01,47,6084.1163,2025-01-01T07:50:00,2025-01-01T07:40:00,07:50:00,2,AV,1255.5705,07:50:00,2,AV,1.136,07:50:00,2,AV,0.86,1014.0193833333333,209.26175,4828.5458,804.7576333333333,2025-01-01T07:50:00
2025-01-01,48,7316.0,2025-01-01T08:00:00,2025-01-01T07:50:00,08:00:00,2,AW,1592.2875,08:00:00,2,AW,1.5209,08:00:00,2,AW,1.1617,1219.3333333333333,265.38124999999997,5723.7125,953.9520833333333,2025-01-01T08:00:00
2025-01-01,49,7469.4947,2025-01-01T08:10:00,2025-01-01T08:00:00,08:10:00,2,AX,1937.5212,08:10:00,2,AX,1.5206,08:10:00,2,AX,1.1683,1244.9157833333334,322.92019999999997,5531.9735,921.9955833333333,2025-01-01T08:10:00
2025-01-01,50,7225.691,2025-01-01T08:20:00,2025-01-01T08:10:00,08:20:00,2,AY,2225.1261,08:20:00,2,AY,1.4132,08:20:00,2,AY,1.0956,1204.2818333333332,370.85435,5000.564899999999,833.4274833333332,2025-01-01T08:20:00
2025-01-01,51,7216.13,2025-01-01T08:30:00,2025-01-01T08:20:00,08:30:00,2,AZ,2490.1125,08:30:00,2,AZ,1.3895,08:30:00,2,AZ,1.0849,1202.6883333333333,415.01875,4726.0175,787.6695833333333,2025-01-01T08:30:00
2025-01-01,52,7361.7004,2025-01-01T08:40:00,2025-01-01T08:30:00,08:40:00,2,BA,2826.3146,08:40:00,2,BA,1.361,08:40:00,2,BA,1.061,1226.9500666666665,471.05243333333334,4535.3858,755.8976333333333,2025-01-01T08:40:00
2025-01-01,53,7275.513,2025-01-01T08:50:00,2025-01-01T08:40:00,08:50:00,2,BB,3122.1315,08:50:00,2,BB,1.3028,08:50:00,2,BB,1.043,1212.5855,520.35525,4153.3814999999995,692.23025,2025-01-01T08:50:00
2025-01-01,54,7077.29,2025-01-01T09:00:00,2025-01-01T08:50:00,09:00:00,2,BC,3350.9625,09:00:00,2,BC,1.2562,09:00:00,2,BC,1.036,1179.5483333333334,558.49375,3726.3275,621.0545833333334,2025-01-01T09:00:00
2025-01-01,55,7221.8762,2025-01-01T09:10:00,2025-01-01T09:00:00,09:10:00,2,BD,3601.7977,09:10:00,2,BD,1.2749,09:10:00,2,BD,1.0147,1203.6460333333332,600.2996166666667,3620.0784999999996,603.3464166666665,2025-01-01T09:10:00
2025-01-01,56,7229.5513,2025-01-01T09:20:00,2025-01-01T09:10:00,09:20:00,2,BE,3875.6352,09:20:00,2,BE,1.2735,09:20:00,2,BE,0.9922,1204.9252166666668,645.9392,3353.9161,558.9860166666667,2025-01-01T09:20:00
2025-01-01,57,7099.33,2025-01-01T09:30:00,2025-01-01T09:20:00,09:30:00,2,BF,4149.825,09:30:00,2,BF,1.2135,09:30:00,2,BF,0.97,1183.2216666666666,691.6374999999999,2949.505,491.58416666666665,2025-01-01T09:30:00
2025-01-01,58,7297.1521,2025-01-01T09:40:00,2025-01-01T09:30:00,09:40:00,2,BG,4403.4802,09:40:00,2,BG,1.1586,09:40:00,2,BG,0.9422,1216.1920166666666,733.9133666666667,2893.6719000000003,482.27864999999997,2025-01-01T09:40:00
2025-01-01,59,7313.1756,2025-01-01T09:50:00,2025-01-01T09:40:00,09:50:00,2,BH,4624.7505,09:50:00,2,BH,1.2464,09:50:00,2,BH,0.9569,1218.8626,770.79175,2688.4250999999995,448.07084999999995,2025-01-01T09:50:00
2025-01-01,60,7099.46,2025-01-01T10:00:00,2025-01-01T09:50:00,10:00:00,2,BI,4836.6375,10:00:00,2,BI,1.3947,10:00:00,2,BI,0.9977,1183.2433333333333,806.1062499999999,2262.8225,377.1370833333334,2025-01-01T10:00:00
2025-01-01,61,7125.5214,2025-01-01T10:10:00,2025-01-01T10:00:00,10:10:00,2,BJ,5080.7024,10:10:00,2,BJ,1.3761,10:10:00,2,BJ,0.9919,1187.5869,846.7837333333333,2044.8189999999995,340.8031666666667,2025-01-01T10:10:00
2025-01-01,62,7096.3104,2025-01-01T10:20:00,2025-01-01T10:10:00,10:20:00,2,BK,5338.7528,10:20:00,2,BK,1.3294,10:20:00,2,BK,0.9588,1182.7184,889.7921333333334,1757.5576,292.9262666666666,2025-01-01T10:20:00
2025-01-01,63,6986.17,2025-01-01T10:30:00,2025-01-01T10:20:00,10:30:00,2,BL,5494.725,10:30:00,2,BL,1.3646,10:30:00,2,BL,0.9549,1164.3616666666667,915.7875,1491.4449999999997,248.57416666666666,2025-01-01T10:30:00
2025-01-01,64,7098.9702,2025-01-01T10:40:00,2025-01-01T10:30:00,10:40:00,2,BM,5437.9778,10:40:00,2,BM,1.4099,10:40:00,2,BM,0.9839,1183.1616999999999,906.3296333333333,1660.9924,276.8320666666666,2025-01-01T10:40:00
2025-01-01,65,7193.993,2025-01-01T10:50:00,2025-01-01T10:40:00,10:50:00,2,BN,5396.2126,10:50:00,2,BN,1.1773,10:50:00,2,BN,0.799,1198.9988333333333,899.3687666666666,1797.7804000000006,299.6300666666667,2025-01-01T10:50:00
2025-01-01,66,7135.18,2025-01-01T11:00:00,2025-01-01T10:50:00,11:00:00,2,BO,5372.1,11:00:00,2,BO,0.806,11:00:00,2,BO,0.5025,1189.1966666666667,895.35,1763.08,293.8466666666667,2025-01-01T11:00:00
2025-01-01,67,7042.947,2025-01-01T11:10:00,2025-01-01T11:00:00,11:10:00,2,BP,5182.9722,11:10:00,2,BP,0.7483,11:10:00,2,BP,0.4662,1173.8245,863.8287,1859.9748,309.9957999999999,2025-01-01T11:10:00
2025-01-01,68,7069.1675,2025-01-01T11:20:00,2025-01-01T11:10:00,11:20:00,2,BQ,5131.5011,11:20:00,2,BQ,0.7981,11:20:00,2,BQ,0.5007,1178.1945833333332,855.2501833333334,1937.6663999999992,322.94439999999975,2025-01-01T11:20:00
2025-01-01,69,7129.17,2025-01-01T11:30:00,2025-01-01T11:20:00,11:30:00,2,BR,5294.775,11:30:00,2,BR,0.7929,11:30:00,2,BR,0.4827,1188.195,882.4625,1834.3950000000004,305.73249999999996,2025-01-01T11:30:00
2025-01-01,70,6971.0393,2025-01-01T11:40:00,2025-01-01T11:30:00,11:40:00,2,BS,5434.7444,11:40:00,2,BS,0.7713,11:40:00,2,BS,0.4785,1161.8398833333333,905.7907333333333,1536.2949000000008,256.04915000000005,2025-01-01T11:40:00
2025-01-01,71,6648.4937,2025-01-01T11:50:00,2025-01-01T11:40:00,11:50:00,2,BT,5455.5011,11:50:00,2,BT,0.726,11:50:00,2,BT,0.4662,1108.0822833333334,909.2501833333334,1192.9925999999996,198.83209999999997,2025-01-01T11:50:00
2025-01-01,72,6471.29,2025-01-01T12:00:00,2025-01-01T11:50:00,12:00:00,2,BU,5331.7125,12:00:00,2,BU,0.7133,12:00:00,2,BU,0.4432,1078.5483333333334,888.61875,1139.5775000000003,189.92958333333343,2025-01-01T12:00:00
2025-01-01,73,6681.1855,2025-01-01T12:10:00,2025-01-01T12:00:00,12:10:00,2,BV,5126.6533,12:10:00,2,BV,0.8026,12:10:00,2,BV,0.4411,1113.5309166666666,854.4422166666667,1554.5321999999996,259.0886999999999,2025-01-01T12:10:00
2025-01-01,74,6585.2714,2025-01-01T12:20:00,2025-01-01T12:10:00,12:20:00,2,BW,5118.4895,12:20:00,2,BW,0.8183,12:20:00,2,BW,0.4551,1097.5452333333333,853.0815833333332,1466.7819,244.46365000000003,2025-01-01T12:20:00
2025-01-01,75,6283.97,2025-01-01T12:30:00,2025-01-01T12:20:00,12:30:00,2,BX,5302.575,12:30:00,2,BX,0.7305,12:30:00,2,BX,0.4463,1047.3283333333334,883.7624999999999,981.3950000000004,163.56583333333344,2025-01-01T12:30:00
2025-01-01,76,6547.9322,2025-01-01T12:40:00,2025-01-01T12:30:00,12:40:00,2,BY,5399.7996,12:40:00,2,BY,0.712,12:40:00,2,BY,0.4113,1091.3220333333334,899.9666000000001,1148.1326,191.35543333333328,2025-01-01T12:40:00
2025-01-01,77,6747.6789,2025-01-01T12:50:00,2025-01-01T12:40:00,12:50:00,2,BZ,5377.6488,12:50:00,2,BZ,0.903,12:50:00,2,BZ,0.5682,1124.61315,896.2748,1370.0301,228.33834999999988,2025-01-01T12:50:00
2025-01-01,78,6682.36,2025-01-01T13:00:00,2025-01-01T12:50:00,13:00:00,2,CA,5261.8125,13:00:00,2,CA,1.1525,13:00:00,2,CA,0.8279,1113.7266666666667,876.96875,1420.5474999999997,236.7579166666667,2025-01-01T13:00:00
2025-01-01,79,6790.9628,2025-01-01T13:10:00,2025-01-01T13:00:00,13:10:00,2,CB,5097.6164,13:10:00,2,CB,1.1607,13:10:00,2,CB,0.8636,1131.8271333333334,849.6027333333333,1693.3464000000004,282.2244000000002,2025-01-01T13:10:00
2025-01-01,80,6916.0165,2025-01-01T13:20:00,2025-01-01T13:10:00,13:20:00,2,CC,5029.4534,13:20:00,2,CC,1.1437,13:20:00,2,CC,0.8416,1152.6694166666666,838.2422333333334,1886.5630999999994,314.42718333333323,2025-01-01T13:20:00
2025-01-01,81,6834.78,2025-01-01T13:30:00,2025-01-01T13:20:00,13:30:00,2,CD,5043.8625,13:30:00,2,CD,1.1537,13:30:00,2,CD,0.8618,1139.1299999999999,840.6437500000001,1790.9174999999996,298.4862499999998,2025-01-01T13:30:00
2025-01-01,82,6546.5252,2025-01-01T13:40:00,2025-01-01T13:30:00,13:40:00,2,CE,4973.5844,13:40:00,2,CE,1.0571,13:40:00,2,CE,0.8623,1091.0875333333333,828.9307333333333,1572.9408000000003,262.1568000000001,2025-01-01T13:40:00
2025-01-01,83,6539.873,2025-01-01T13:50:00,2025-01-01T13:40:00,13:50:00,2,CF,4769.7524,13:50:00,2,CF,1.1423,13:50:00,2,CF,0.9026,1089.9788333333333,794.9587333333334,1770.1205999999993,295.02009999999996,2025-01-01T13:50:00
2025-01-01,84,6773.97,2025-01-01T14:00:00,2025-01-01T13:50:00,14:00:00,2,CG,4478.625,14:00:00,2,CG,1.3627,14:00:00,2,CG,0.9754,1128.9950000000001,746.4375,2295.3450000000003,382.5575000000001,2025-01-01T14:00:00
2025-01-01,85,6736.8117,2025-01-01T14:10:00,2025-01-01T14:00:00,14:10:00,2,CH,4209.3909,14:10:00,2,CH,1.363,14:10:00,2,CH,1.0002,1122.80195,701.56515,2527.4208,421.2368,2025-01-01T14:10:00
2025-01-01,86,6623.3813,2025-01-01T14:20:00,2025-01-01T14:10:00,14:20:00,2,CI,4060.4316,14:20:00,2,CI,1.3215,14:20:00,2,CI,0.9978,1103.8968833333333,676.7386,2562.9497,427.1582833333333,2025-01-01T14:20:00
2025-01-01,87,6548.98,2025-01-01T14:30:00,2025-01-01T14:20:00,14:30:00,2,CJ,3934.425,14:30:00,2,CJ,1.3884,14:30:00,2,CJ,1.0271,1091.4966666666667,655.7375000000001,2614.5549999999994,435.7591666666666,2025-01-01T14:30:00
2025-01-01,88,6398.5627,2025-01-01T14:40:00,2025-01-01T14:30:00,14:40:00,2,CK,3648.1229,14:40:00,2,CK,1.4736,14:40:00,2,CK,1.0906,1066.4271166666667,608.0204833333333,2750.4398000000006,458.4066333333334,2025-01-01T14:40:00
2025-01-01,89,6196.5854,2025-01-01T14:50:00,2025-01-01T14:40:00,14:50:00,2,CL,3431.0164,14:50:00,2,CL,1.2203,14:50:00,2,CL,0.9376,1032.7642333333333,571.8360666666666,2765.569,460.9281666666667,2025-01-01T14:50:00
2025-01-01,90,6154.69,2025-01-01T15:00:00,2025-01-01T14:50:00,15:00:00,2,CM,3327.3375,15:00:00,2,CM,0.8295,15:00:00,2,CM,0.6694,1025.7816666666665,554.55625,2827.3524999999995,471.22541666666655,2025-01-01T15:00:00
2025-01-01,91,6459.5818,2025-01-01T15:10:00,2025-01-01T15:00:00,15:10:00,2,CN,3139.1175,15:10:00,2,CN,0.8782,15:10:00,2,CN,0.66,1076.5969666666667,523.18625,3320.4643,553.4107166666668,2025-01-01T15:10:00
2025-01-01,92,6622.8857,2025-01-01T15:20:00,2025-01-01T15:10:00,15:20:00,2,CO,2860.4253,15:20:00,2,CO,0.974,15:20:00,2,CO,0.7217,1103.8142833333334,476.73755,3762.4604,627.0767333333333,2025-01-01T15:20:00
2025-01-01,93,6493.61,2025-01-01T15:30:00,2025-01-01T15:20:00,15:30:00,2,CP,2505.0,15:30:00,2,CP,0.9257,15:30:00,2,CP,0.7308,1082.2683333333332,417.5,3988.6099999999997,664.7683333333332,2025-01-01T15:30:00
2025-01-01,94,6375.0516,2025-01-01T15:40:00,2025-01-01T15:30:00,15:40:00,2,CQ,2089.695,15:40:00,2,CQ,0.9368,15:40:00,2,CQ,0.7534,1062.5086,348.2825,4285.356599999999,714.2260999999999,2025-01-01T15:40:00
2025-01-01,95,6354.113,2025-01-01T15:50:00,2025-01-01T15:40:00,15:50:00,2,CR,1762.1562,15:50:00,2,CR,0.9885,15:50:00,2,CR,0.7823,1059.0188333333333,293.6927,4591.9568,765.3261333333332,2025-01-01T15:50:00
2025-01-01,96,6404.25,2025-01-01T16:00:00,2025-01-01T15:50:00,16:00:00,2,CS,1525.8,16:00:00,2,CS,1.0236,16:00:00,2,CS,0.8055,1067.375,254.29999999999998,4878.45,813.075,2025-01-01T16:00:00
2025-01-01,97,6444.972,2025-01-01T16:10:00,2025-01-01T16:00:00,16:10:00,2,CT,1249.2025,16:10:00,2,CT,1.0256,16:10:00,2,CT,0.8271,1074.162,208.20041666666668,5195.769499999999,865.9615833333334,2025-01-01T16:10:00
2025-01-01,98,6399.4586,2025-01-01T16:20:00,2025-01-01T16:10:00,16:20:00,2,CU,968.2219,16:20:00,2,CU,1.0518,16:20:00,2,CU,0.8519,1066.5764333333334,161.37031666666667,5431.2366999999995,905.2061166666667,2025-01-01T16:20:00
2025-01-01,99,6292.15,2025-01-01T16:30:00,2025-01-01T16:20:00,16:30:00,2,CV,706.6125,16:30:00,2,CV,1.0918,16:30:00,2,CV,0.8791,1048.6916666666666,117.76875,5585.537499999999,930.9229166666667,2025-01-01T16:30:00
2025-01-01,100,6236.9153,2025-01-01T16:40:00,2025-01-01T16:30:00,16:40:00,2,CW,440.4383,16:40:00,2,CW,1.0866,16:40:00,2,CW,0.9024,1039.4858833333333,73.40638333333334,5796.477,966.0794999999999,2025-01-01T16:40:00
2025-01-01,101,6299.9437,2025-01-01T16:50:00,2025-01-01T16:40:00,16:50:00,2,CX,180.885,16:50:00,2,CX,1.1196,16:50:00,2,CX,0.9163,1049.9906166666667,30.147499999999997,6119.0587,1019.8431166666667,2025-01-01T16:50:00
2025-01-01,102,6389.06,2025-01-01T17:00:00,2025-01-01T16:50:00,17:00:00,2,CY,2.9625,17:00:00,2,CY,1.1821,17:00:00,2,CY,0.9264,1064.8433333333335,0.49374999999999997,6386.097500000001,1064.3495833333334,2025-01-01T17:00:00
2025-01-01,103,6325.1833,2025-01-01T17:10:00,2025-01-01T17:00:00,17:10:00,2,CZ,0.0,17:10:00,2,CZ,1.1719,17:10:00,2,CZ,0.9462,1054.1972166666667,0.0,6325.1833,1054.1972166666667,2025-01-01T17:10:00
2025-01-01,104,6169.4734,2025-01-01T17:20:00,2025-01-01T17:10:00,17:20:00,2,DA,5.9578,17:20:00,2,DA,1.1271,17:20:00,2,DA,0.9742,1028.2455666666667,0.9929666666666667,6163.5156,1027.2526,2025-01-01T17:20:00
2025-01-01,105,6191.99,2025-01-01T17:30:00,2025-01-01T17:20:00,17:30:00,2,DB,0.0,17:30:00,2,DB,1.1001,17:30:00,2,DB,0.9862,1031.9983333333332,0.0,6191.99,1031.9983333333332,2025-01-01T17:30:00
