date,B0,B1,P,E,PE,P_tau07,P_tau09,P_w14,P_w56,B0_terminal,B1_terminal,P_terminal,B0_efficiency,B1_efficiency,P_efficiency,B0_power,B1_power,P_power,P_saving_vs_B0,P_saving_vs_B1
2025-03-02,80435.8979777614,60969.572921580606,66758.13694858676,105726.29759276798,99337.22364368103,73851.42455244169,58042.53426560063,64423.062971366555,64882.06701971608,80517.91650854424,60953.28646400164,66486.8288333681,80954.72458024984,60873.00552591347,66144.12899034865,79668.66679655353,62911.910575602575,66001.8167676775,13677.761029174639,-5788.564027006156
2025-03-03,70817.99153969147,51522.34677090034,56817.88661145673,107230.86011129218,100842.17051279066,63695.04911003842,48623.013648272834,55607.2897799242,56860.2258902229,70855.94306033518,51561.79661574672,56690.497707049275,70422.35431326748,49141.016429765026,55213.511057708645,70639.69633246685,51568.40403503779,56566.43861885374,14000.104928234745,-5295.53984055639
2025-03-04,48265.13920710705,49305.845057654165,47965.61886915563,96630.06838439815,92272.91667412163,46553.136555901794,49761.434248834186,48627.099313005245,47825.065902097806,48319.396696332486,49329.92400877277,47842.28817805231,46558.9722600668,47361.725910831876,46190.59741413949,48767.16176854934,49112.55144758702,47797.39031743373,299.5203379514205,1340.2261884985346
2025-03-05,49201.848555596785,47680.53760678149,48650.66558564548,90146.70403363134,85326.78736053812,47291.3745162169,50464.610993313414,49412.81661092589,48450.24365274023,49309.56587597524,47760.12559565357,48398.15699367684,47456.41589726275,45916.3321801635,46853.89125826422,49859.88607941545,47552.47388575213,48598.82225965507,551.1829699513037,-970.1279788639949
2025-03-06,49461.67041618077,48402.423140870815,48374.42932882199,89009.55322462677,83470.35645370823,46961.61648264378,50207.113492179786,48956.30430716665,48145.9365663913,49518.40221337903,48442.9041069843,48117.65561522997,47699.03128960946,46599.83383660775,46570.20332133847,49488.5331582845,48254.56566844276,48187.86789106579,1087.2410873587796,27.993812048822292
2025-03-07,18286.76987966082,16694.745244269157,18234.54325954761,35598.19025994172,40672.642312992335,17654.928694233204,18999.35964971471,18212.400736515636,18164.40653777773,18362.70966144616,16664.601789282882,17674.81880484848,17547.47140550454,15927.632065527576,17292.429171303487,18276.977188401663,16706.880059337578,18220.196963251314,52.22662011321154,-1539.7980152784512
2025-03-08,21490.162473023815,17227.275498071507,17834.7522433463,36023.06789394906,42437.055106478714,18107.589469356964,18593.18392965069,18230.312463588278,17748.647086124623,21710.109512697527,17118.463756380752,17232.874335358796,20727.40828790823,16455.88852417193,16887.11030763839,21480.323970218764,17240.574926502086,17820.405947050003,3655.4102296775163,-607.476745274791
2025-03-09,45740.66065336302,42524.93724892577,46352.80947388946,89344.64858213573,85417.58176588704,44930.88250629603,48167.260996179306,46597.76622359807,46076.51772999771,45803.640674425755,42538.32715478172,45988.44758203607,44045.68070545789,40187.53458251093,44583.36115236833,45880.18771835373,42399.809652686934,46321.21049011561,-612.1488205264395,-3827.872224963685
2025-03-10,57021.36444695157,66041.99975303598,45372.02164173185,93836.91350786173,87976.09083930533,48113.461722372,47194.3395529952,45555.96634687103,45205.40048866588,57003.63156750859,66144.18173645248,44948.954482777,56563.816578075406,66472.38444424821,43650.088055470005,56854.054204647444,66051.31704197539,45601.754882885485,11649.34280521972,20669.97811130413
2025-03-11,46654.79401489039,47454.31913196767,45211.21410533863,86688.6582550094,80685.368272299,43765.19217957713,47025.54665688027,45424.84676101179,44937.17502373158,46662.84927568757,47444.78191307436,44884.864999938,44987.26276292559,45926.69784955629,43502.76231749635,46905.17997252265,47506.35232599842,45189.087608364985,1443.5799095517577,2243.1050266290404
2025-03-12,47081.30019029531,42711.11750476208,44754.32479241192,86466.83847033918,79801.30683459886,43340.944892016974,46555.785120149914,44948.41894692712,44444.07305191041,47023.3184260046,42660.33470278589,44336.811176622956,45443.106162060816,41120.04594762498,43054.22664197116,47379.41053568102,42658.15499638426,44656.445936418546,2326.9753978833905,-2043.2072876498423
2025-03-13,64492.44574725327,70299.15806223659,47358.421395130485,94558.98401986122,88126.90767920401,54382.06832204324,45839.69791606441,45491.06580162373,49224.375904958484,64336.39303013957,70370.88582463129,47086.9565451184,64439.75992391284,71092.70786967687,46003.252679221085,64157.884047864085,70238.1251517596,47104.50265441701,17134.024352122782,22940.736667106103
2025-03-14,23597.58616831371,17063.21046743915,16841.422525843067,34471.963893241504,40648.4645801093,17776.24947238559,17636.216735172682,17433.829324238563,16913.513119316754,23171.180635793786,16972.900203406283,16313.999820379491,22317.9664291347,16084.862141907966,15890.446266130071,23353.383304516035,17079.39319054356,16827.076229546772,6756.163642470641,221.7879415960815
2025-03-15,24287.583337575776,17991.635605845233,17182.414986515152,35831.448686829324,40561.44716128859,16939.985150105986,18022.6945837034,17050.506466313214,17028.993730890903,23662.811905772214,17943.8937859726,16630.858616652575,23336.256634645368,17072.62914157257,16242.123848951385,24281.944448686885,18007.54698147739,17168.068690218854,7105.1683510606235,809.2206193300808
2025-03-16,45363.246487430835,45031.90828167428,44073.596400685994,89054.58008481831,82033.0051620468,42597.61555704421,46161.18770732582,44474.68562541343,43553.85027429451,45171.62104356496,45134.30939627035,43985.344264989486,43698.17188088231,43365.951939671664,42401.83280800531,45217.85977959533,45425.31479829257,44621.496386012725,1289.6500867448412,958.3118809882872
2025-03-17,44160.800014334134,40584.68386715267,44156.42410177443,78547.26199801516,74741.21909456063,42587.91389528042,46297.15864388964,44343.56033432723,43667.577399376736,44173.578813568034,40655.17595249033,43706.02643945204,42566.29450520452,39040.91565557085,42480.956070416454,44437.890746244535,40695.48543335201,44347.437324549704,4.375912559706194,-3571.740234621757
2025-03-18,49202.775585489755,56798.35438423224,42951.76607839962,90066.08026775117,83994.2967389686,43911.50852603912,45019.84991255641,43848.97914004894,43291.82050694001,48391.40520683334,56740.69389529755,42568.40067398856,47517.85683560098,56056.41706034282,41308.58290344101,49010.54109027385,56751.367832512806,43129.48774235175,6251.009507090137,13846.588305832622
2025-03-19,43511.92171489875,39870.347201434255,43159.10464088923,86768.811013608,82012.89490848301,41563.7560920573,45268.228185469314,42669.032379477074,42656.3418503652,43709.11912927,39937.312025145744,42885.56169166301,41875.03942087479,38337.73281716382,41525.008217094175,43425.597705899396,40102.903392453,43567.49682340728,352.8170740095229,-3288.757439454974
2025-03-20,45289.46679461149,51439.38007242503,43138.21849726264,86196.19499276238,79849.49243010336,41541.67393017575,45254.155957852134,42815.5772607059,42641.67397324317,45277.86483429043,51570.519967673645,42712.24745572764,43683.313206792925,50719.33784218948,41503.77903648296,45225.44929843033,51413.51202010061,43337.23077515248,2151.2482973488513,8301.16157516239
2025-03-21,24166.67086518176,17637.47146428054,16439.482643558942,33489.203747554704,39176.97985281447,17507.672263260156,17306.811600753397,16472.044798688534,16320.941905611442,23387.070213318835,17546.83712593946,15792.406547814184,23550.581830810283,16329.692637274215,15500.747560728716,24161.031976292874,17643.48859606202,16425.136347262647,7727.188221622819,1197.988820721599
2025-03-22,18382.88015538992,15223.925187663552,17003.43299739155,29869.318918648078,38713.022715908526,16401.08333158774,17860.716201024068,17062.86692647638,16883.242954061043,18079.31151958818,15186.3443510523,16573.57972468163,17571.39296471918,14480.197715072456,16047.212661912217,18321.660968248056,15245.133549143711,16989.086701095253,1379.4471579983729,-1779.5078097279966
2025-03-23,45758.25937553203,41555.10524080415,41253.84173074074,85441.69746521462,79783.56763314894,39946.488126397424,43333.40031320128,41183.403804072586,40817.423180633545,45530.40989641894,41455.04928428602,40730.8973638815,44155.75587839862,40003.43331194952,39713.787714009086,45652.80801496087,41634.64973382505,41623.950455082064,4504.417644791283,301.263510063407
2025-03-24,42990.06447856463,44828.04025380914,40913.03351212419,85121.10360696157,78768.47280941233,39405.14230370759,43021.024631460685,41133.737400455306,40486.29346952604,41998.64639867439,44796.85155503838,40615.123617748264,41331.42765290574,43339.332548284176,39369.72313428629,42884.226401450745,44945.65959539069,41244.49323372179,2077.0309664404413,3915.006741684949
2025-03-25,54022.70533931905,54438.06288320453,40510.085073548966,87795.23887851804,80654.96463963603,42523.303226835,42614.26865685966,40410.69767921044,40893.77640992366,53683.0745475604,54662.907909661015,40200.310804877336,53186.920832606884,53974.34245525656,38969.812001103746,53940.8851396683,54423.85558590398,40787.294217087,13512.620265770085,13927.977809655567
2025-03-26,43369.62821899993,39280.16530197808,40492.61101143842,81900.96958256276,76394.61109990005,39002.69329018321,42686.423043413204,40719.2360411942,39902.553579048836,42513.82305139002,39318.22830913262,40357.452508651775,41927.03444454604,37780.38400288565,38957.031578993134,43193.10399506951,39246.59809831951,40549.1882690427,2877.017207561512,-1212.4457094603422
2025-03-27,45176.79036657171,55670.64893497665,40590.2920605902,82520.03414375459,76853.84381254774,39079.54427826504,42754.09603799598,40847.68980756042,40037.3427709767,44666.04212680171,55741.7989029758,40378.92942463985,43936.750432277826,55022.81165690788,39052.20919772549,45126.45094714333,55413.614620182896,40548.65784932849,4586.498305981506,15080.356874386445
2025-03-28,21328.08575465,15053.962490495875,16160.3522659945,31527.4456313201,38079.682763741104,16055.326613235258,16989.005473134654,16255.409647197212,16053.193194204672,20744.445964090504,15080.21747783996,15561.72833328323,20607.553453052406,14206.180280803677,15215.55729421276,21232.73394796685,15076.880602484918,16146.005969698204,5167.733488655502,-1106.3897754986247
2025-03-29,21339.119428091573,16356.816113855204,15982.170816981088,31151.46719683126,36044.78475159138,15378.66546950067,16787.289384477892,16042.78748875786,15859.005099843862,21179.28120004778,16294.618767001444,15411.2118859819,20771.340074103835,15507.76154768866,15053.708722558991,21346.3536916646,16383.248275517679,15967.824520684791,5356.948611110485,374.64529687411596
2025-03-30,38581.90607014937,46867.78571972559,39321.22472864975,79535.49968543483,74514.80085390716,37852.752696583935,41367.95230157176,38851.02514489449,38899.10810385673,38428.68523125002,46908.99735063959,39065.132308072185,37119.17518324972,46071.131215180234,37817.23584630957,38664.26718883867,46783.50911435375,39291.65513930902,-739.3186585003787,7546.560991075836
2025-03-31,45615.99735858652,48736.34059703712,38643.18670098555,75454.27489509695,69246.2331576177,39579.44432149457,40571.51289134812,38386.1574197979,38433.03154847939,45616.22707598431,48773.82193237373,38224.63266562927,45320.401285191336,48675.40235149503,37148.75063822552,45510.932037753315,48664.81520058469,38757.520912995446,6972.810657600974,10093.153896051568
2025-04-01,61499.73556423081,51339.86045301114,40792.17722351014,77741.16296879011,71185.31367033598,50490.107966328105,40889.955860215334,41285.04485157318,40700.77305594613,61554.742877936646,51241.453144300125,40392.89622949541,62500.601852681546,51243.22055501232,40388.547497004525,61501.37114498968,51350.21932084134,40753.55634977574,20707.558340720672,10547.683229501003
2025-04-02,63747.56623107103,49162.56341064036,44722.13258774073,89287.03181918287,83890.85210252434,52725.22237030634,44291.130154124294,44930.61425750634,45009.343602123285,63457.9529379162,49150.82348091465,44536.45452954912,63440.86634733433,49044.43898165086,43263.14914625762,63644.99091326412,49024.80032762798,44799.71986295138,19025.433643330303,4440.430822899631
2025-04-03,44906.09470811255,45815.37742352264,39393.32823197091,83434.51885370098,76980.03495512033,38116.01866752873,41689.26883265514,39911.35654113861,39140.44044175075,44414.66966056497,45829.04604995411,39189.32544748747,43537.30649958444,44302.86164743925,37886.62792665318,44850.295117666814,45897.93056418188,39490.7972622427,5512.766476141638,6422.049191551727
2025-04-04,20751.710639289115,14025.422350624209,15366.643647010358,29827.08950579415,35340.39885109747,14854.855200094426,16165.78638471702,15358.256394607677,15340.582815050415,20311.591448702784,13966.400741067233,14813.073968654699,20141.396843870767,13307.490482732948,14445.265752053727,20746.1458244743,14054.694431313354,15352.297350714061,5385.0669922787565,-1341.2212963861493
2025-04-05,19082.497254961614,15263.016645271344,15913.358287994359,28763.143477725298,34152.27572920546,15376.718611764689,16728.988533350534,15874.809025863713,15877.621640598116,18450.908315654167,15202.673293415603,15373.307602818191,18445.46163337706,14443.38052062757,14978.111318755899,19076.932440146807,15293.090672487437,15899.011991698064,3169.1389669672553,-650.341642723015
2025-04-06,39719.15727854008,37488.3308649554,39568.08717976953,77341.09840455725,72091.17150591467,38036.82011645845,41859.69955136978,40007.08395716748,39289.0485316585,39703.66554308723,37549.758435952455,39332.517500179594,38277.994096193775,35919.69510929124,38059.241732669725,39682.57200301295,37442.13511278475,39542.489087415524,151.07009877054952,-2079.756314814127
2025-04-07,39398.51021933699,34829.39646261488,38882.19898426183,74869.92458124655,69349.50024457705,37347.07486407104,41131.76416931561,39096.510731708186,38538.892490868115,38435.3605715731,34809.124069871745,38606.7433436139,37996.218886204355,33495.63910245959,37390.7985306322,39368.30432894553,34814.858878955216,38833.619377608804,516.3112350751617,-4052.802521646947
2025-04-08,44021.71406825529,42741.10947340868,39091.84750262249,82759.29970761055,75868.80447207975,37596.80507319388,41419.66904648174,39479.45331618213,38932.434203735116,43308.503585432976,42847.7680671375,38837.69589485001,43200.250098343124,39013.49060623415,37596.82279775479,43993.57660315961,42726.35717187293,39045.04201263918,4929.866565632801,3649.2619707861886
2025-04-09,58047.90908712347,61579.90334368213,38812.48062828261,79810.17074809373,74266.77820764658,48422.83431985061,41097.73148757296,38901.547346418214,38620.290079659106,57425.50285199795,61667.804245517145,38598.66573762649,58632.76652317267,62479.34647682516,37311.843721835445,58026.751458355124,61564.47637467692,38777.38718895015,19235.428458840863,22767.422715399516
2025-04-10,40397.48093225753,41570.044487914216,38877.01231736666,78520.18063124068,73666.51949138146,37398.993142969855,41100.3037410471,39192.443997924805,38552.56654388725,40332.17748750143,41645.151203397,38636.019233809566,39014.039743310386,40155.38526411283,37395.86729437726,40372.37385585749,41517.043725548836,38908.64233199584,1520.4686148908731,2693.032170547558
2025-04-11,19190.941743549087,13798.833052416874,15422.274684543163,27847.951642782922,34034.21983751654,14869.370917854698,16213.761712759624,15399.179239970317,15402.61487601963,18402.8955885964,13767.070172963831,14750.469667614454,18405.577512869888,13058.224199476981,14493.760026782997,19185.37692873427,13828.428843540756,15407.928388246868,3768.667059005924,-1623.4416321262888
2025-04-12,15030.047271832907,13523.876607862245,15836.642337833046,24081.14341546341,31650.142968644563,15262.52386767743,16643.43057959879,15777.786485661663,15822.78054578075,14914.554056894916,13608.888018988499,15286.532294263541,14330.72781758022,12840.755687754556,14895.461780567368,15024.482457018094,13552.9746842696,15822.296041536749,-806.5950660001381,-2312.7657299708007
2025-04-13,41328.02213421715,39370.38480472778,37452.63882289538,76128.27442981768,71895.8037845444,36052.97306741337,39491.1835611327,37931.60587065849,37405.07265139161,41184.19585096381,39381.09888619142,37026.08409932279,40204.468825703574,36960.508456296746,36050.90168751075,41309.21464541458,39348.631491029475,37420.87531883976,3875.3833113217697,1917.7459818323987
2025-04-14,38521.12386263687,35777.60174955235,37076.08745834483,73620.72592626252,70104.38632887312,35816.29737199377,39067.770095126136,37623.20868039977,37018.70690329675,38187.58464529852,35758.05662278377,36674.87457401095,37164.04081428826,34451.49823986733,35685.28373477041,38543.87193190634,35795.91889107454,37084.30134847213,1445.036404292041,-1298.485708792483
2025-04-15,36892.28827504448,39971.63149350612,37823.17267162331,67322.47543125285,65464.13511300931,36469.19771457996,39833.10942400324,38203.490807570175,37732.98214651422,36860.39179844848,39962.86010062822,37597.53270765592,35539.617123531694,38554.849484297985,36406.60925458766,36871.45918588748,39952.51938178124,37792.55643683944,-930.8843965788328,2148.4588218828067
2025-04-16,49615.73453319371,61841.82479441071,37268.63478002356,73402.66940450178,69425.92138965233,35952.24060024541,39145.149177726315,37297.71595360691,37203.726031365455,49158.91881986033,61766.372500837504,36852.72368144109,49505.35140737496,62150.60524170069,35893.266694463666,49616.21868784937,61620.666662788244,37236.2962014913,12347.09975317015,24573.190014387153
2025-04-17,38909.10094965548,37587.19065909078,37120.4839367098,73090.7182874098,68431.59629423139,35816.07865627666,38968.5553332822,36854.19970150603,36969.92128822892,38789.928296339785,37640.12747601476,36840.059710953916,37544.009980091585,36255.14772737936,35741.157037029094,38893.44359473011,37563.795872614595,37095.02039455521,1788.6170129456805,466.70672238097904
2025-04-18,17020.1099109304,13453.37914978146,14929.118472126645,24169.846945542617,32333.74338180159,14363.798317807526,15652.521315967053,14719.958889549724,14907.43452392552,17195.74617398124,13438.82723691227,14308.490148778379,16238.402962081977,12770.050747592219,14002.698488401125,17018.398236766265,13482.346854156427,14914.772175830349,2090.991438803756,-1475.7393223451854
2025-04-19,18466.092116284493,13612.108294053263,14589.401760494935,24514.1134614992,32709.92294715262,14001.128443947408,15303.012991006195,14359.456215856568,14588.148020172914,18216.998831609202,13494.72175368871,13883.645056461412,17397.9240287788,12814.19078159535,13668.569586567248,18461.11063480301,13641.585834462034,14575.05546419864,3876.6903557895585,-977.2934664416716
2025-04-20,37107.507195670965,34647.878657122514,36555.34396559741,74978.76231424781,70434.68056053505,35117.53745070251,38339.40016575806,36149.150944223926,36313.63805086939,36871.13075500406,34650.7973578824,36174.716727849176,35783.987854085004,33360.072004815695,35195.671141665385,37093.17055460725,34627.688555710956,36524.15625141416,552.1632300735582,-1907.4653084748934
2025-04-21,36867.76263121574,33905.511004192005,36693.86579974701,68498.47734400241,64365.095291264726,35363.78327707143,38583.26628619099,36503.40121820358,36560.4467772632,36217.37931387088,33922.06130467697,36234.339301815795,35580.371603890926,32597.039853619113,35328.570325212124,36851.762631215744,33889.041632376866,36665.08319078345,173.89683146872994,-2788.354795555002
2025-04-22,40344.5785564951,57136.557083767126,36061.57259669392,70256.30961993708,65002.37713554148,34739.78345130446,37925.84775501551,35869.73992937267,35930.08003943032,39457.80961209922,57187.36588378033,35748.294992119925,39384.049807541305,54528.4073006524,34722.763268797215,40350.94211435465,57111.274749751254,36040.316227520816,4283.005959801179,21074.984487073205
