charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh,date,slot_id,interval_start,interval_end,active_issue_hour,price_method,price_issue_time,price_actual_yuan_per_kwh,price_forecast_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,load_forecast_kwh,pv_forecast_kwh,grid_original_kwh,grid_effective_kwh,price_yuan_per_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,price_midnight_yuan_per_kwh
0.0,2.1024198817237902,0.0,0.0,0.0,0.0,10559.507983312966,10557.171961222162,2025-03-20,28,2025-03-20 04:30:00,2025-03-20 04:40:00,0,ols,2025-03-20 00:00:00,0.4646,0.4329947193817504,599.72965,0.004516666666666666,597.6227134516096,0.0,597.6227134516096,597.6227134516096,0.4646,277.6555126696178,0.0,-0.0,277.6555126696178,0.0,277.6555126696178,0.4329947193817504
0.0,5.631993443869646,0.0,0.0,0.0,0.0,10557.171961222162,10550.914190728974,2025-03-20,29,2025-03-20 04:40:00,2025-03-20 04:50:00,0,ols,2025-03-20 00:00:00,0.4561,0.44296354049464237,616.7393166666667,0.0,611.107323222797,0.0,611.107323222797,611.107323222797,0.4561,278.72605012191775,0.0,-0.0,278.72605012191775,0.0,278.72605012191775,0.44296354049464237
0.0,13.934209427731957,0.0,0.0,0.0,0.0,10550.914190728974,10535.431735809272,2025-03-20,30,2025-03-20 04:50:00,2025-03-20 05:00:00,0,ols,2025-03-20 00:00:00,0.4379,0.42033982250404894,625.595,0.0,611.6607905722681,0.0,611.6607905722681,611.6607905722681,0.4379,267.8462601915962,0.0,-0.0,267.8462601915962,0.0,267.8462601915962,0.42033982250404894
0.0,20.277800467582892,0.0,0.0,0.0,0.0,10535.431735809272,10512.900846400848,2025-03-20,31,2025-03-20 05:00:00,2025-03-20 05:10:00,0,ols,2025-03-20 00:00:00,0.4177,0.41607532863844854,619.49685,0.06293333333333333,599.1561161990837,0.0,599.1561161990837,599.1561161990837,0.4177,250.26750973635728,0.0,-0.0,250.26750973635728,0.0,250.26750973635728,0.41607532863844854
0.0,22.156325588798836,0.0,0.0,0.0,0.0,10512.900846400848,10488.282706857737,2025-03-20,32,2025-03-20 05:10:00,2025-03-20 05:20:00,0,ols,2025-03-20 00:00:00,0.464,0.46485793111663254,617.8444000000001,0.0,595.6880744112012,0.0,595.6880744112012,595.6880744112012,0.464,276.39926652679736,0.0,-0.0,276.39926652679736,0.0,276.39926652679736,0.46485793111663254
0.0,10.962967524345686,0.0,0.0,0.0,0.0,10488.282706857737,10476.101631830687,2025-03-20,33,2025-03-20 05:20:00,2025-03-20 05:30:00,0,ols,2025-03-20 00:00:00,0.4802,0.4891640286947567,607.115,0.0,596.1520324756543,0.0,596.1520324756543,596.1520324756543,0.4802,286.2722059948092,0.0,-0.0,286.2722059948092,0.0,286.2722059948092,0.4891640286947567
16.84621433114239,0.0,0.0,0.0,0.0,0.0,10476.101631830687,10491.263224728715,2025-03-20,34,2025-03-20 05:30:00,2025-03-20 05:40:00,0,ols,2025-03-20 00:00:00,0.352,0.42054900965357467,576.3066333333334,0.8765666666666667,592.2762809978091,0.0,592.2762809978091,592.2762809978091,0.352,208.48125091122878,0.0,-0.0,208.48125091122878,0.0,208.48125091122878,0.42054900965357467
13.836438479495541,0.0,0.0,0.0,0.0,0.0,10491.263224728715,10503.716019360261,2025-03-20,35,2025-03-20 05:40:00,2025-03-20 05:50:00,0,ols,2025-03-20 00:00:00,0.5794,0.6293455457501673,671.4631166666667,0.0,685.2995551461622,0.0,685.2995551461622,685.2995551461622,0.5794,397.0625622516864,0.0,-0.0,397.0625622516864,0.0,397.0625622516864,0.6293455457501673
0.0,827.015,0.0,0.0,0.0,0.0,10503.716019360261,9584.810463804706,2025-03-20,36,2025-03-20 05:50:00,2025-03-20 06:00:00,0,ols,2025-03-20 00:00:00,1.0185,0.9961769019894798,827.015,0.0,814.9485983550097,0.0,0.0,0.0,1.0185,0.0,0.0,-0.0,0.0,0.0,0.0,0.9961769019894798
0.0,791.9499333333334,0.0,0.0,0.0,0.0,9584.810463804706,8704.866093434335,2025-03-20,37,2025-03-20 06:00:00,2025-03-20 06:10:00,6,ols,2025-03-20 06:00:00,0.995,1.0029450635371142,817.5199666666667,25.57003333333333,808.0845398807209,23.99289027777778,0.0,0.0,0.995,0.0,0.0,-0.0,0.0,0.0,0.0,1.0033165440268639
0.0,709.9633166666667,0.0,0.0,0.0,0.0,8704.866093434335,7916.017963804706,2025-03-20,38,2025-03-20 06:10:00,2025-03-20 06:20:00,6,ols,2025-03-20 06:00:00,0.8932,0.9276113788359636,776.8039833333333,66.84066666666666,790.3286619102174,71.97867083333334,0.0,0.0,0.8932,0.0,0.0,-0.0,0.0,0.0,0.0,0.9281785913326366
0.0,671.3708333333334,0.0,0.0,0.0,0.0,7916.017963804706,7170.0503712121135,2025-03-20,39,2025-03-20 06:20:00,2025-03-20 06:30:00,6,ols,2025-03-20 06:00:00,0.9281,0.9348082222289105,783.9583333333334,112.58749999999999,810.0582363572546,119.96445138888889,0.0,0.0,0.9281,0.0,0.0,-0.0,0.0,0.0,0.0,0.9353875015456316
0.0,629.0448666666667,0.0,0.0,0.0,0.0,7170.0503712121135,6471.111630471372,2025-03-20,40,2025-03-20 06:30:00,2025-03-20 06:40:00,6,ols,2025-03-20 06:00:00,0.9231,0.905985669827773,787.8168000000001,158.77193333333335,791.9734799292931,167.95023194444445,0.0,0.0,0.9231,0.0,0.0,-0.0,0.0,0.0,0.0,0.9065294810461206
0.0,586.1559166666666,0.0,0.0,0.0,0.0,6471.111630471372,5819.82727861952,2025-03-20,41,2025-03-20 06:40:00,2025-03-20 06:50:00,6,ols,2025-03-20 06:00:00,0.902,0.8649848308366124,803.24555,217.08963333333335,779.4284161387284,215.93601249999998,0.0,0.0,0.902,0.0,0.0,-0.0,0.0,0.0,0.0,0.8655670549344456
0.0,531.1820833333334,0.0,0.0,0.0,0.0,5819.82727861952,5229.624963804706,2025-03-20,42,2025-03-20 06:50:00,2025-03-20 07:00:00,6,ols,2025-03-20 06:00:00,0.8707,0.8389968052311536,813.3883333333333,282.20625,785.8759216710522,263.92179305555555,0.0,0.0,0.8707,0.0,0.0,-0.0,0.0,0.0,0.0,0.8396749741937095
0.0,435.00412301365856,0.0,0.0,0.0,0.0,5229.624963804706,4746.287049345085,2025-03-20,43,2025-03-20 07:00:00,2025-03-20 07:10:00,6,ols,2025-03-20 06:00:00,0.7992,0.8222939150824804,781.5626833333334,334.98718333333335,781.8467836703625,313.4290111111111,0.0,11.571376986341534,0.7992,0.0,13.87176673122623,-0.0,13.87176673122623,0.0,13.87176673122623,0.8230152561312356
41.25295116751033,0.0,0.0,0.0,0.0,0.0,4746.287049345085,4783.414705395844,2025-03-20,44,2025-03-20 07:10:00,2025-03-20 07:20:00,6,ols,2025-03-20 06:00:00,0.7957,0.8160922257311105,785.5607666666666,384.31915000000004,806.9522345008436,364.4576666666667,0.0,442.4945678341769,0.7957,0.0,528.1393914384818,-0.0,528.1393914384818,0.0,528.1393914384818,0.8168362883980461
36.791009773756855,0.0,0.0,0.0,0.0,0.0,4783.414705395844,4816.526614192226,2025-03-20,45,2025-03-20 07:20:00,2025-03-20 07:30:00,6,ols,2025-03-20 06:00:00,0.8046,0.7692051106667449,804.5333333333333,434.95625,821.8544153293124,415.4863222222222,388.3828931070902,406.36809310709015,0.8046,312.49287579396474,21.706337879999957,-0.0,334.1992136739647,0.0,334.1992136739647,0.7699964290854122
22.027581758241467,0.0,0.0,0.0,0.0,0.0,4816.526614192226,4836.351437774643,2025-03-20,46,2025-03-20 07:30:00,2025-03-20 07:40:00,6,ols,2025-03-20 06:00:00,0.7001,0.6725374547786579,763.026,482.3358,769.2327595360191,466.5149777777777,278.6699150915747,302.7177817582414,0.7001,195.09680755561143,25.253867180000054,-0.0,220.35067473561148,0.0,220.35067473561148,0.6733561713732668
0.0,334.5780666666666,0.0,0.0,0.0,0.0,4836.351437774643,4464.598030367236,2025-03-20,47,2025-03-20 07:40:00,2025-03-20 07:50:00,6,ols,2025-03-20 06:00:00,0.8467,0.8782837790620616,864.5061333333333,529.9280666666667,889.9482754292046,517.5436333333333,0.0,0.0,0.8467,0.0,0.0,-0.0,0.0,0.0,0.0,0.8788300934875395
0.0,488.1795833333334,0.0,0.0,0.0,0.0,4464.598030367236,3922.1762711079764,2025-03-20,48,2025-03-20 07:50:00,2025-03-20 08:00:00,6,ols,2025-03-20 06:00:00,1.1788,1.2382309000850846,1067.5983333333334,579.4187499999999,1103.3278164755502,568.5722888888889,0.0,0.0,1.1788,0.0,0.0,-0.0,0.0,0.0,0.0,1.238403938647173
0.0,482.8038500000001,0.0,0.0,0.0,0.0,3922.1762711079764,3385.727548885754,2025-03-20,49,2025-03-20 08:00:00,2025-03-20 08:10:00,6,ols,2025-03-20 06:00:00,1.2356,1.2214874318609819,1109.6747666666668,626.8709166666666,1074.1666133610602,620.469951388889,0.0,0.0,1.2356,0.0,0.0,-0.0,0.0,0.0,0.0,1.2216931007133223
0.0,438.3713999999999,0.0,0.0,0.0,0.0,3385.727548885754,2898.648215552421,2025-03-20,50,2025-03-20 08:10:00,2025-03-20 08:20:00,6,ols,2025-03-20 06:00:00,1.1876,1.119649619950762,1101.1000166666665,662.7286166666667,1026.1359268453969,673.2366208333333,0.0,0.0,1.1876,0.0,0.0,-0.0,0.0,0.0,0.0,1.11990500040972
0.0,411.15750000000014,0.0,0.0,0.0,0.0,2898.648215552421,2441.806548885754,2025-03-20,51,2025-03-20 08:20:00,2025-03-20 08:30:00,6,ols,2025-03-20 06:00:00,1.1569,1.1151055326879433,1114.545,703.3874999999999,1063.6578851506144,726.0032902777779,0.0,0.0,1.1569,0.0,0.0,-0.0,0.0,0.0,0.0,1.1152988214797206
0.0,332.67218333333335,0.0,0.0,0.0,0.0,2441.806548885754,2072.1707896264948,2025-03-20,52,2025-03-20 08:30:00,2025-03-20 08:40:00,6,ols,2025-03-20 06:00:00,1.0869,1.0991063471983207,1108.296,775.6238166666667,1067.3728631325378,778.7699597222223,0.0,0.0,1.0869,0.0,0.0,-0.0,0.0,0.0,0.0,1.0993730130182064
0.0,278.0051333333332,0.0,0.0,0.0,0.0,2072.1707896264948,1763.2761970339022,2025-03-20,53,2025-03-20 08:40:00,2025-03-20 08:50:00,6,ols,2025-03-20 06:00:00,1.0527,1.0817907058619332,1117.5889166666666,839.5837833333334,1073.1547508666379,831.5366291666668,0.0,0.0,1.0527,0.0,0.0,-0.0,0.0,0.0,0.0,1.0820732033995495
0.0,262.8204166666668,0.0,0.0,0.0,0.0,1763.2761970339022,1471.253511848717,2025-03-20,54,2025-03-20 08:50:00,2025-03-20 09:00:00,6,ols,2025-03-20 06:00:00,1.068,1.0747873701191026,1126.3016666666667,863.4812499999999,1091.035568252453,884.3032986111111,0.0,0.0,1.068,0.0,0.0,-0.0,0.0,0.0,0.0,1.0749988888864168
0.0,221.28376666666657,0.0,0.0,0.0,0.0,1471.253511848717,1225.3826599968652,2025-03-20,55,2025-03-20 09:00:00,2025-03-20 09:10:00,6,ols,2025-03-20 06:00:00,1.0672,1.0628139975125037,1082.3667333333333,861.0829666666667,1082.071490035864,928.938088888889,0.0,0.0,1.0672,0.0,0.0,-0.0,0.0,0.0,0.0,1.0630509687863878
0.0,22.844393997178667,127.6739726694879,0.0,0.0,0.0,1225.3826599968652,1200.0,2025-03-20,56,2025-03-20 09:10:00,2025-03-20 09:20:00,6,ols,2025-03-20 06:00:00,1.0563,1.0475656771919126,1072.7398666666666,922.2215,1079.4962542139626,965.4410000000001,0.0,0.0,1.0563,0.0,0.0,-0.0,0.0,674.3100866539004,674.3100866539004,1.0478491684712314
0.0,0.0,77.18541666666658,0.0,0.0,0.0,1200.0,1200.0,2025-03-20,57,2025-03-20 09:20:00,2025-03-20 09:30:00,6,ols,2025-03-20 06:00:00,1.0344,1.0347616178060974,1095.1416666666667,1017.9562500000001,1087.6620232924852,1001.9439111111111,0.0,0.0,1.0344,0.0,0.0,-0.0,0.0,399.2029749999995,399.2029749999995,1.035044180608368
0.0,0.0,36.094749999999976,0.0,0.0,0.0,1200.0,1200.0,2025-03-20,58,2025-03-20 09:30:00,2025-03-20 09:40:00,6,ols,2025-03-20 06:00:00,0.9937,1.02937457003982,1066.5605833333334,1030.4658333333334,1078.299152356892,1038.4468222222222,0.0,0.0,0.9937,0.0,0.0,-0.0,0.0,179.3367653749999,179.3367653749999,1.029634303850379
0.0,0.0,41.25734999999986,0.0,0.0,0.0,1200.0,1200.0,2025-03-20,59,2025-03-20 09:40:00,2025-03-20 09:50:00,6,ols,2025-03-20 06:00:00,0.9971,1.034862192450676,1074.3216833333333,1033.0643333333335,1081.3044243291793,1074.9497333333331,0.0,0.0,0.9971,0.0,0.0,-0.0,0.0,205.6885184249993,205.6885184249993,1.0351698098463908
0.0,0.0,45.20708333333346,0.0,0.0,0.0,1200.0,1200.0,2025-03-20,60,2025-03-20 09:50:00,2025-03-20 10:00:00,6,ols,2025-03-20 06:00:00,1.0131,1.0493894772235448,1116.2383333333335,1071.03125,1095.6988532165467,1111.4526444444443,0.0,0.0,1.0131,0.0,0.0,-0.0,0.0,228.9964806250006,228.9964806250006,1.049737393750051
16.20875000000001,0.0,0.0,0.0,0.0,0.0,1200.0,1214.587875,2025-03-20,61,2025-03-20 10:00:00,2025-03-20 10:10:00,6,ols,2025-03-20 06:00:00,0.948,1.0594711052540184,1096.3326,1112.54135,1087.820254885192,1143.7150875,0.0,0.0,0.948,0.0,0.0,-0.0,0.0,0.0,0.0,1.0596915629058283
54.787799999999834,0.0,0.0,0.0,0.0,0.0,1214.587875,1263.8968949999999,2025-03-20,62,2025-03-20 10:10:00,2025-03-20 10:20:00,6,ols,2025-03-20 06:00:00,0.9058,1.0269034516865503,1074.2128666666667,1129.0006666666666,1075.9191410391854,1171.7370625,0.0,0.0,0.9058,0.0,0.0,-0.0,0.0,0.0,0.0,1.0270744951290358
67.5775000000001,0.0,0.0,0.0,0.0,0.0,1263.8968949999999,1324.716645,2025-03-20,63,2025-03-20 10:20:00,2025-03-20 10:30:00,6,ols,2025-03-20 06:00:00,0.9279,0.992264766914487,1078.935,1146.5125,1066.268983276223,1199.7590375,0.0,0.0,0.9279,0.0,0.0,-0.0,0.0,0.0,0.0,0.9924806379073171
135.7130666666667,0.0,0.0,0.0,0.0,0.0,1324.716645,1446.858405,2025-03-20,64,2025-03-20 10:30:00,2025-03-20 10:40:00,6,ols,2025-03-20 06:00:00,0.927,1.0054534969972893,1075.7058833333333,1211.41895,1049.9747461769787,1227.7810124999999,0.0,0.0,0.927,0.0,0.0,-0.0,0.0,0.0,0.0,1.0056155153456143
183.8365666666666,0.0,0.0,0.0,0.0,0.0,1446.858405,1612.311315,2025-03-20,65,2025-03-20 10:40:00,2025-03-20 10:50:00,6,ols,2025-03-20 06:00:00,0.7628,0.8325853004922488,1058.7226666666668,1242.5592333333334,1057.2555725835477,1255.8029875,0.0,0.0,0.7628,0.0,0.0,-0.0,0.0,0.0,0.0,0.8328806151717205
716.5801450888159,0.0,0.0,0.0,0.0,0.0,1612.311315,2257.233445579934,2025-03-20,66,2025-03-20 10:50:00,2025-03-20 11:00:00,6,ols,2025-03-20 06:00:00,0.544,0.5794659973417368,1046.6499999999999,1210.5,1081.7048589777048,1283.8249625,552.7301450888158,552.7301450888157,0.544,300.6851989283158,0.0,-3.092281986027956e-14,300.68519892831574,0.0,300.68519892831574,0.5800129272963818
109.9373833333334,0.0,0.0,0.0,0.0,0.0,2257.233445579934,2356.177090579934,2025-03-20,67,2025-03-20 11:00:00,2025-03-20 11:10:00,6,ols,2025-03-20 06:00:00,0.5346,0.6038869519338044,1060.3406,1170.2779833333334,1080.5913972481883,1306.7545236111112,544.5242555815214,0.0,0.5346,291.10266703388135,0.0,-145.55133351694067,145.55133351694067,0.0,145.55133351694067,0.6044124141067215
