date,interval_start,interval_end,emergency_kwh
2025-02-02,2025-02-02 06:40:00,2025-02-02 06:50:00,41.54019663464112
2025-02-02,2025-02-02 10:50:00,2025-02-02 11:00:00,13.727521698084956
2025-02-02,2025-02-02 11:30:00,2025-02-02 11:40:00,28.052302348200556
2025-02-02,2025-02-02 16:20:00,2025-02-02 16:30:00,31.905539631142574
2025-02-02,2025-02-02 16:30:00,2025-02-02 16:40:00,9.569612753813544
2025-02-02,2025-02-02 16:40:00,2025-02-02 16:50:00,4.5340971225100475
2025-02-02,2025-02-02 16:50:00,2025-02-02 17:00:00,47.63061752139993
2025-02-02,2025-02-02 17:00:00,2025-02-02 17:10:00,84.53915721950523
2025-02-02,2025-02-02 17:10:00,2025-02-02 17:20:00,80.86064430174486
2025-02-02,2025-02-02 17:20:00,2025-02-02 17:30:00,55.65967364658502
2025-02-02,2025-02-02 17:30:00,2025-02-02 17:40:00,38.74231342901044
2025-02-02,2025-02-02 17:40:00,2025-02-02 17:50:00,10.301746714876685
2025-02-02,2025-02-02 18:20:00,2025-02-02 18:30:00,29.720129920456884
2025-02-02,2025-02-02 18:30:00,2025-02-02 18:40:00,3.47092718669046
2025-02-02,2025-02-02 19:00:00,2025-02-02 19:10:00,16.09171315064657
2025-02-02,2025-02-02 19:10:00,2025-02-02 19:20:00,13.246586466176609
2025-02-03,2025-02-03 00:20:00,2025-02-03 00:30:00,8.737313204965062
2025-02-03,2025-02-03 00:30:00,2025-02-03 00:40:00,8.600935056444428
2025-02-03,2025-02-03 01:50:00,2025-02-03 02:00:00,12.432111413125199
2025-02-03,2025-02-03 02:00:00,2025-02-03 02:10:00,19.87073134481068
2025-02-03,2025-02-03 02:10:00,2025-02-03 02:20:00,11.245336938105197
2025-02-03,2025-02-03 03:00:00,2025-02-03 03:10:00,11.513868691793846
2025-02-03,2025-02-03 03:10:00,2025-02-03 03:20:00,34.973356302493585
2025-02-03,2025-02-03 03:20:00,2025-02-03 03:30:00,21.526124411540536
2025-02-03,2025-02-03 04:10:00,2025-02-03 04:20:00,9.446439380194647
2025-02-03,2025-02-03 06:20:00,2025-02-03 06:30:00,29.875722762134615
2025-02-03,2025-02-03 06:30:00,2025-02-03 06:40:00,80.319682339221
2025-02-03,2025-02-03 06:40:00,2025-02-03 06:50:00,68.98440718656059
2025-02-03,2025-02-03 06:50:00,2025-02-03 07:00:00,15.497371295734524
2025-02-03,2025-02-03 07:00:00,2025-02-03 07:10:00,14.160881045608335
2025-02-03,2025-02-03 07:10:00,2025-02-03 07:20:00,0.7697640794530116
2025-02-03,2025-02-03 10:30:00,2025-02-03 10:40:00,69.21191392751734
2025-02-03,2025-02-03 10:40:00,2025-02-03 10:50:00,59.22528226682721
2025-02-03,2025-02-03 11:10:00,2025-02-03 11:20:00,15.26560002369115
2025-02-03,2025-02-03 11:20:00,2025-02-03 11:30:00,77.49904794969598
2025-02-03,2025-02-03 11:30:00,2025-02-03 11:40:00,55.866733333333286
2025-02-03,2025-02-03 12:20:00,2025-02-03 12:30:00,6.642083333333403
2025-02-03,2025-02-03 12:30:00,2025-02-03 12:40:00,46.78391666666653
2025-02-03,2025-02-03 12:40:00,2025-02-03 12:50:00,78.9912833333334
2025-02-03,2025-02-03 12:50:00,2025-02-03 13:00:00,39.34930091247156
2025-02-03,2025-02-03 13:00:00,2025-02-03 13:10:00,14.856240165647478
2025-02-03,2025-02-03 13:10:00,2025-02-03 13:20:00,36.92753349765019
2025-02-03,2025-02-03 13:20:00,2025-02-03 13:30:00,46.182036524636715
2025-02-03,2025-02-03 16:10:00,2025-02-03 16:20:00,31.68984453640212
2025-02-03,2025-02-03 16:20:00,2025-02-03 16:30:00,49.03295951872758
2025-02-03,2025-02-03 16:30:00,2025-02-03 16:40:00,55.764917164836106
2025-02-03,2025-02-03 16:40:00,2025-02-03 16:50:00,61.68141688946753
2025-02-03,2025-02-03 16:50:00,2025-02-03 17:00:00,78.06529578070081
2025-02-03,2025-02-03 17:00:00,2025-02-03 17:10:00,110.86098161114035
2025-02-03,2025-02-03 17:10:00,2025-02-03 17:20:00,107.77437866543482
2025-02-03,2025-02-03 17:20:00,2025-02-03 17:30:00,61.14508717356216
2025-02-03,2025-02-03 17:30:00,2025-02-03 17:40:00,13.42950894264618
2025-02-03,2025-02-03 17:50:00,2025-02-03 18:00:00,7.51574224352828
2025-02-03,2025-02-03 18:10:00,2025-02-03 18:20:00,8.935805317648374
2025-02-03,2025-02-03 18:20:00,2025-02-03 18:30:00,25.453672697312413
2025-02-03,2025-02-03 18:30:00,2025-02-03 18:40:00,0.36161764522080375
2025-02-03,2025-02-03 19:20:00,2025-02-03 19:30:00,1.1689644207598349
2025-02-03,2025-02-03 20:20:00,2025-02-03 20:30:00,21.310842646357173
2025-02-03,2025-02-03 20:30:00,2025-02-03 20:40:00,11.127313420404107
2025-02-03,2025-02-03 22:30:00,2025-02-03 22:40:00,9.525296415630805
2025-02-03,2025-02-03 22:40:00,2025-02-03 22:50:00,2.621455983961141
2025-02-03,2025-02-03 23:00:00,2025-02-03 23:10:00,3.60134353034141
2025-02-03,2025-02-03 23:50:00,2025-02-04 00:00:00,19.855750174483774
2025-02-04,2025-02-04 00:20:00,2025-02-04 00:30:00,21.82014317435403
2025-02-04,2025-02-04 02:10:00,2025-02-04 02:20:00,3.589196877669906
2025-02-04,2025-02-04 06:10:00,2025-02-04 06:20:00,17.551336206813744
2025-02-04,2025-02-04 06:20:00,2025-02-04 06:30:00,43.18048747574335
2025-02-04,2025-02-04 06:30:00,2025-02-04 06:40:00,51.785689427232
2025-02-04,2025-02-04 06:40:00,2025-02-04 06:50:00,45.69056556789019
2025-02-04,2025-02-04 06:50:00,2025-02-04 07:00:00,31.195971861410726
2025-02-04,2025-02-04 07:00:00,2025-02-04 07:10:00,13.646588363514752
2025-02-04,2025-02-04 07:30:00,2025-02-04 07:40:00,15.904778595300968
2025-02-04,2025-02-04 09:20:00,2025-02-04 09:30:00,3.311101893444402
2025-02-04,2025-02-04 10:50:00,2025-02-04 11:00:00,6.735129696474132
2025-02-04,2025-02-04 11:00:00,2025-02-04 11:10:00,45.52626361748753
2025-02-04,2025-02-04 11:10:00,2025-02-04 11:20:00,73.62334099036207
2025-02-04,2025-02-04 11:20:00,2025-02-04 11:30:00,49.871461388949
2025-02-04,2025-02-04 12:50:00,2025-02-04 13:00:00,42.309997040386634
2025-02-04,2025-02-04 13:00:00,2025-02-04 13:10:00,64.46491054352668
2025-02-04,2025-02-04 13:10:00,2025-02-04 13:20:00,70.36126666503765
2025-02-04,2025-02-04 13:20:00,2025-02-04 13:30:00,54.86933504601291
2025-02-04,2025-02-04 13:30:00,2025-02-04 13:40:00,12.355711951608328
2025-02-04,2025-02-04 14:10:00,2025-02-04 14:20:00,1.837724035578276
2025-02-04,2025-02-04 14:50:00,2025-02-04 15:00:00,2.5398947534374656
2025-02-04,2025-02-04 15:00:00,2025-02-04 15:10:00,43.56559697972864
2025-02-04,2025-02-04 15:10:00,2025-02-04 15:20:00,37.921370033402354
2025-02-04,2025-02-04 16:00:00,2025-02-04 16:10:00,23.135308556721043
2025-02-04,2025-02-04 16:10:00,2025-02-04 16:20:00,41.41465363807583
2025-02-04,2025-02-04 16:20:00,2025-02-04 16:30:00,23.85599702522518
2025-02-04,2025-02-04 16:30:00,2025-02-04 16:40:00,14.66950513419306
2025-02-04,2025-02-04 16:40:00,2025-02-04 16:50:00,40.054245876977234
2025-02-04,2025-02-04 16:50:00,2025-02-04 17:00:00,80.34332631578366
2025-02-04,2025-02-04 17:00:00,2025-02-04 17:10:00,87.90646823629766
2025-02-04,2025-02-04 17:10:00,2025-02-04 17:20:00,66.31572981244176
2025-02-04,2025-02-04 17:20:00,2025-02-04 17:30:00,24.23512189506164
2025-02-04,2025-02-04 17:50:00,2025-02-04 18:00:00,19.948354162936994
2025-02-04,2025-02-04 18:20:00,2025-02-04 18:30:00,3.839984304471159
2025-02-04,2025-02-04 18:30:00,2025-02-04 18:40:00,16.552705176722952
2025-02-04,2025-02-04 20:40:00,2025-02-04 20:50:00,7.507025116517298
2025-02-04,2025-02-04 21:20:00,2025-02-04 21:30:00,0.8714147061264157
2025-02-04,2025-02-04 22:00:00,2025-02-04 22:10:00,33.645410081636555
2025-02-04,2025-02-04 22:10:00,2025-02-04 22:20:00,81.2847358792427
2025-02-04,2025-02-04 22:20:00,2025-02-04 22:30:00,85.41601415377409
2025-02-04,2025-02-04 22:30:00,2025-02-04 22:40:00,4.766434450599263
2025-02-05,2025-02-05 00:00:00,2025-02-05 00:10:00,17.29859150275695
2025-02-05,2025-02-05 00:10:00,2025-02-05 00:20:00,33.2696231007003
2025-02-05,2025-02-05 01:00:00,2025-02-05 01:10:00,10.770070584323093
2025-02-05,2025-02-05 01:40:00,2025-02-05 01:50:00,15.787941018032484
2025-02-05,2025-02-05 03:50:00,2025-02-05 04:00:00,6.004945653173422
2025-02-05,2025-02-05 04:00:00,2025-02-05 04:10:00,7.5191057357459385
2025-02-05,2025-02-05 06:00:00,2025-02-05 06:10:00,42.360174820407565
2025-02-05,2025-02-05 06:10:00,2025-02-05 06:20:00,81.19370317427718
2025-02-05,2025-02-05 06:20:00,2025-02-05 06:30:00,46.65891058482623
2025-02-05,2025-02-05 06:30:00,2025-02-05 06:40:00,48.38742149221696
2025-02-05,2025-02-05 06:40:00,2025-02-05 06:50:00,26.732611958757502
2025-02-05,2025-02-05 06:50:00,2025-02-05 07:00:00,2.095258787925104
2025-02-05,2025-02-05 07:00:00,2025-02-05 07:10:00,60.892799555268766
2025-02-05,2025-02-05 07:10:00,2025-02-05 07:20:00,64.12451294224866
2025-02-05,2025-02-05 09:30:00,2025-02-05 09:40:00,0.9335723415799748
2025-02-05,2025-02-05 10:00:00,2025-02-05 10:10:00,23.39742561548792
2025-02-05,2025-02-05 10:10:00,2025-02-05 10:20:00,55.099072161536014
2025-02-05,2025-02-05 10:20:00,2025-02-05 10:30:00,39.58537946393585
2025-02-05,2025-02-05 10:30:00,2025-02-05 10:40:00,18.154447142077515
2025-02-05,2025-02-05 10:40:00,2025-02-05 10:50:00,19.966550673815846
2025-02-05,2025-02-05 10:50:00,2025-02-05 11:00:00,37.6420468340325
2025-02-05,2025-02-05 11:00:00,2025-02-05 11:10:00,40.904057832348826
2025-02-05,2025-02-05 11:10:00,2025-02-05 11:20:00,39.276975738984675
2025-02-05,2025-02-05 11:20:00,2025-02-05 11:30:00,66.58784397664328
2025-02-05,2025-02-05 11:30:00,2025-02-05 11:40:00,135.32778863569422
2025-02-05,2025-02-05 11:40:00,2025-02-05 11:50:00,124.78060508903741
2025-02-05,2025-02-05 11:50:00,2025-02-05 12:00:00,9.918333333333408
2025-02-05,2025-02-05 12:00:00,2025-02-05 12:10:00,15.63851666666676
2025-02-05,2025-02-05 12:10:00,2025-02-05 12:20:00,17.950616666666633
2025-02-05,2025-02-05 16:20:00,2025-02-05 16:30:00,7.983196676701937
2025-02-05,2025-02-05 16:30:00,2025-02-05 16:40:00,56.780714969903784
2025-02-05,2025-02-05 16:40:00,2025-02-05 16:50:00,67.98925961588657
2025-02-05,2025-02-05 16:50:00,2025-02-05 17:00:00,47.664946378843524
2025-02-05,2025-02-05 17:00:00,2025-02-05 17:10:00,60.05541465636679
2025-02-05,2025-02-05 17:10:00,2025-02-05 17:20:00,80.37072788304988
2025-02-05,2025-02-05 17:20:00,2025-02-05 17:30:00,84.4741134659887
2025-02-05,2025-02-05 17:30:00,2025-02-05 17:40:00,69.35340918189524
2025-02-05,2025-02-05 17:40:00,2025-02-05 17:50:00,23.66053899654696
2025-02-05,2025-02-05 18:00:00,2025-02-05 18:10:00,19.803118445145287
2025-02-05,2025-02-05 18:10:00,2025-02-05 18:20:00,23.28632099110598
2025-02-05,2025-02-05 18:40:00,2025-02-05 18:50:00,18.366142931457034
2025-02-05,2025-02-05 18:50:00,2025-02-05 19:00:00,18.18804388431431
2025-02-05,2025-02-05 19:00:00,2025-02-05 19:10:00,9.225063599533314
2025-02-05,2025-02-05 19:40:00,2025-02-05 19:50:00,16.87544151354632
2025-02-05,2025-02-05 19:50:00,2025-02-05 20:00:00,20.11062180428098
2025-02-05,2025-02-05 20:00:00,2025-02-05 20:10:00,6.599847986037389
2025-02-05,2025-02-05 20:10:00,2025-02-05 20:20:00,2.642499451718095
2025-02-05,2025-02-05 20:20:00,2025-02-05 20:30:00,2.7534674049351224
2025-02-05,2025-02-05 21:00:00,2025-02-05 21:10:00,2.030270452084096
2025-02-05,2025-02-05 21:10:00,2025-02-05 21:20:00,4.983015178792357
2025-02-05,2025-02-05 22:10:00,2025-02-05 22:20:00,9.06551445389141
2025-02-05,2025-02-05 22:20:00,2025-02-05 22:30:00,25.943911611502926
2025-02-05,2025-02-05 22:30:00,2025-02-05 22:40:00,14.225186498971311
2025-02-05,2025-02-05 22:40:00,2025-02-05 22:50:00,0.450609933446799
2025-02-06,2025-02-06 00:00:00,2025-02-06 00:10:00,13.87322851294141
2025-02-06,2025-02-06 00:10:00,2025-02-06 00:20:00,42.05886066059065
2025-02-06,2025-02-06 00:20:00,2025-02-06 00:30:00,7.879666284589462
2025-02-06,2025-02-06 00:50:00,2025-02-06 01:00:00,6.99630737685527
2025-02-06,2025-02-06 03:40:00,2025-02-06 03:50:00,5.544268546143826
2025-02-06,2025-02-06 06:00:00,2025-02-06 06:10:00,14.533695404623018
2025-02-06,2025-02-06 06:10:00,2025-02-06 06:20:00,25.708801683657157
2025-02-06,2025-02-06 06:20:00,2025-02-06 06:30:00,23.03941653560605
2025-02-06,2025-02-06 06:30:00,2025-02-06 06:40:00,38.028174057533306
2025-02-06,2025-02-06 06:40:00,2025-02-06 06:50:00,40.61519814574285
2025-02-06,2025-02-06 06:50:00,2025-02-06 07:00:00,23.62279685179533
2025-02-06,2025-02-06 07:00:00,2025-02-06 07:10:00,13.813178007389297
2025-02-06,2025-02-06 07:10:00,2025-02-06 07:20:00,16.874345523886973
2025-02-06,2025-02-06 11:00:00,2025-02-06 11:10:00,51.76396002247088
2025-02-06,2025-02-06 11:10:00,2025-02-06 11:20:00,65.93029395354415
2025-02-06,2025-02-06 11:20:00,2025-02-06 11:30:00,38.87184711708028
2025-02-06,2025-02-06 11:30:00,2025-02-06 11:40:00,50.378930550451514
2025-02-06,2025-02-06 11:40:00,2025-02-06 11:50:00,45.34948200109261
2025-02-06,2025-02-06 11:50:00,2025-02-06 12:00:00,9.957083333333458
2025-02-06,2025-02-06 12:00:00,2025-02-06 12:10:00,23.258966666666765
2025-02-06,2025-02-06 12:10:00,2025-02-06 12:20:00,49.20609999999988
2025-02-06,2025-02-06 12:20:00,2025-02-06 12:30:00,38.64666666666665
2025-02-06,2025-02-06 12:30:00,2025-02-06 12:40:00,2.092100000000073
2025-02-06,2025-02-06 13:30:00,2025-02-06 13:40:00,11.182747251879846
2025-02-06,2025-02-06 16:20:00,2025-02-06 16:30:00,28.235091229700174
2025-02-06,2025-02-06 16:30:00,2025-02-06 16:40:00,32.43328829468146
2025-02-06,2025-02-06 16:40:00,2025-02-06 16:50:00,32.44361339924194
2025-02-06,2025-02-06 16:50:00,2025-02-06 17:00:00,52.86740185317046
2025-02-06,2025-02-06 17:00:00,2025-02-06 17:10:00,72.36725107010932
2025-02-06,2025-02-06 17:10:00,2025-02-06 17:20:00,76.95483133781909
2025-02-06,2025-02-06 17:20:00,2025-02-06 17:30:00,63.03844693552435
2025-02-06,2025-02-06 17:30:00,2025-02-06 17:40:00,37.35810343933667
2025-02-06,2025-02-06 17:40:00,2025-02-06 17:50:00,15.653128254969147
2025-02-06,2025-02-06 17:50:00,2025-02-06 18:00:00,0.7065466870740238
2025-02-06,2025-02-06 18:50:00,2025-02-06 19:00:00,20.150096015496842
2025-02-06,2025-02-06 19:00:00,2025-02-06 19:10:00,1.6987415189469175
2025-02-06,2025-02-06 20:30:00,2025-02-06 20:40:00,11.141319601879673
2025-02-06,2025-02-06 21:00:00,2025-02-06 21:10:00,26.116980482984218
2025-02-06,2025-02-06 21:10:00,2025-02-06 21:20:00,49.84456976977981
2025-02-06,2025-02-06 22:10:00,2025-02-06 22:20:00,3.0634652729191885
2025-02-06,2025-02-06 22:20:00,2025-02-06 22:30:00,8.709572567153373
2025-02-06,2025-02-06 22:30:00,2025-02-06 22:40:00,14.72285058637658
2025-02-06,2025-02-06 22:40:00,2025-02-06 22:50:00,25.93850061112073
2025-02-06,2025-02-06 22:50:00,2025-02-06 23:00:00,30.276104028399686
2025-02-06,2025-02-06 23:00:00,2025-02-06 23:10:00,7.475055892753403
2025-02-06,2025-02-06 23:30:00,2025-02-06 23:40:00,1.3542313337266023
2025-02-07,2025-02-07 01:10:00,2025-02-07 01:20:00,0.250755647933147
2025-02-07,2025-02-07 01:20:00,2025-02-07 01:30:00,21.010870123285542
2025-02-07,2025-02-07 02:00:00,2025-02-07 02:10:00,28.300182438841603
2025-02-07,2025-02-07 02:10:00,2025-02-07 02:20:00,33.7487795614079
2025-02-07,2025-02-07 02:20:00,2025-02-07 02:30:00,19.512962550207817
2025-02-07,2025-02-07 02:30:00,2025-02-07 02:40:00,0.2807250489220223
2025-02-07,2025-02-07 03:20:00,2025-02-07 03:30:00,27.423519993435775
2025-02-07,2025-02-07 03:30:00,2025-02-07 03:40:00,40.46087343811405
2025-02-07,2025-02-07 04:30:00,2025-02-07 04:40:00,1.1390928501102735
2025-02-07,2025-02-07 04:40:00,2025-02-07 04:50:00,18.83755063168661
2025-02-07,2025-02-07 04:50:00,2025-02-07 05:00:00,15.944260271601195
2025-02-07,2025-02-07 05:40:00,2025-02-07 05:50:00,6.557558751253282
2025-02-07,2025-02-07 06:20:00,2025-02-07 06:30:00,14.796399584511846
2025-02-07,2025-02-07 06:30:00,2025-02-07 06:40:00,44.776613471691746
2025-02-07,2025-02-07 06:40:00,2025-02-07 06:50:00,52.88964759254168
2025-02-07,2025-02-07 06:50:00,2025-02-07 07:00:00,28.655591516983236
2025-02-07,2025-02-07 16:30:00,2025-02-07 16:40:00,13.395458860100348
2025-02-07,2025-02-07 16:40:00,2025-02-07 16:50:00,13.963232297928073
2025-02-07,2025-02-07 17:00:00,2025-02-07 17:10:00,24.53175582852674
2025-02-07,2025-02-07 17:10:00,2025-02-07 17:20:00,24.374755825700845
2025-02-07,2025-02-07 18:20:00,2025-02-07 18:30:00,1.7758910180791077
2025-02-07,2025-02-07 18:30:00,2025-02-07 18:40:00,67.30264877440686
2025-02-07,2025-02-07 18:40:00,2025-02-07 18:50:00,50.037716723519054
2025-02-07,2025-02-07 19:00:00,2025-02-07 19:10:00,12.399944068466539
2025-02-07,2025-02-07 19:10:00,2025-02-07 19:20:00,26.46273989450117
2025-02-07,2025-02-07 19:30:00,2025-02-07 19:40:00,18.71149206571056
2025-02-07,2025-02-07 19:40:00,2025-02-07 19:50:00,22.41340584433391
2025-02-07,2025-02-07 20:40:00,2025-02-07 20:50:00,25.878709901338993
2025-02-07,2025-02-07 20:50:00,2025-02-07 21:00:00,42.9545245863942
2025-02-07,2025-02-07 21:00:00,2025-02-07 21:10:00,19.536025698672745
2025-02-07,2025-02-07 21:40:00,2025-02-07 21:50:00,1.1473360479653252
2025-02-07,2025-02-07 22:10:00,2025-02-07 22:20:00,18.01947679855681
2025-02-07,2025-02-07 22:20:00,2025-02-07 22:30:00,40.60625113567863
2025-02-07,2025-02-07 22:30:00,2025-02-07 22:40:00,17.195774060417932
2025-02-07,2025-02-07 22:40:00,2025-02-07 22:50:00,8.539428474584724
2025-02-07,2025-02-07 22:50:00,2025-02-07 23:00:00,22.77782065787204
2025-02-07,2025-02-07 23:00:00,2025-02-07 23:10:00,13.381552793208584
2025-02-07,2025-02-07 23:10:00,2025-02-07 23:20:00,19.80216927442217
2025-02-07,2025-02-07 23:20:00,2025-02-07 23:30:00,34.51594909325098
2025-02-07,2025-02-07 23:30:00,2025-02-07 23:40:00,7.848767484081407
2025-02-07,2025-02-07 23:50:00,2025-02-08 00:00:00,7.735025092912508
2025-02-08,2025-02-08 00:10:00,2025-02-08 00:20:00,6.3783757575297955
2025-02-08,2025-02-08 00:20:00,2025-02-08 00:30:00,43.10941528296934
2025-02-08,2025-02-08 00:30:00,2025-02-08 00:40:00,24.903551613214518
2025-02-08,2025-02-08 00:40:00,2025-02-08 00:50:00,20.711136555402163
2025-02-08,2025-02-08 00:50:00,2025-02-08 01:00:00,38.80694003195708
2025-02-08,2025-02-08 01:00:00,2025-02-08 01:10:00,17.068356999393075
2025-02-08,2025-02-08 01:40:00,2025-02-08 01:50:00,12.179075152150858
2025-02-08,2025-02-08 01:50:00,2025-02-08 02:00:00,63.21146909895509
2025-02-08,2025-02-08 02:00:00,2025-02-08 02:10:00,18.018359585272094
2025-02-08,2025-02-08 02:50:00,2025-02-08 03:00:00,18.902928056818837
2025-02-08,2025-02-08 03:00:00,2025-02-08 03:10:00,32.76105577239815
2025-02-08,2025-02-08 03:10:00,2025-02-08 03:20:00,13.728463757878217
2025-02-08,2025-02-08 03:50:00,2025-02-08 04:00:00,22.629007811375175
2025-02-08,2025-02-08 04:00:00,2025-02-08 04:10:00,16.797826838141816
2025-02-08,2025-02-08 04:10:00,2025-02-08 04:20:00,16.002320228550275
2025-02-08,2025-02-08 04:20:00,2025-02-08 04:30:00,31.303972721390153
2025-02-08,2025-02-08 04:30:00,2025-02-08 04:40:00,16.17879441040941
2025-02-08,2025-02-08 04:40:00,2025-02-08 04:50:00,5.834038828665712
2025-02-08,2025-02-08 04:50:00,2025-02-08 05:00:00,16.184914074785297
2025-02-08,2025-02-08 05:00:00,2025-02-08 05:10:00,25.09767477962407
2025-02-08,2025-02-08 05:10:00,2025-02-08 05:20:00,20.94607122914681
2025-02-08,2025-02-08 05:20:00,2025-02-08 05:30:00,3.063338480812831
2025-02-08,2025-02-08 05:40:00,2025-02-08 05:50:00,1.7996053068673064
2025-02-08,2025-02-08 05:50:00,2025-02-08 06:00:00,22.711941455335875
2025-02-08,2025-02-08 06:10:00,2025-02-08 06:20:00,19.817861961475103
2025-02-08,2025-02-08 06:20:00,2025-02-08 06:30:00,78.33042850792657
2025-02-08,2025-02-08 06:30:00,2025-02-08 06:40:00,40.612718506603926
2025-02-08,2025-02-08 06:40:00,2025-02-08 06:50:00,0.9796751005266628
2025-02-08,2025-02-08 06:50:00,2025-02-08 07:00:00,20.51576478697848
2025-02-08,2025-02-08 07:00:00,2025-02-08 07:10:00,65.16766662297778
2025-02-08,2025-02-08 07:10:00,2025-02-08 07:20:00,82.32999139787614
2025-02-08,2025-02-08 07:20:00,2025-02-08 07:30:00,55.571400325155764
2025-02-08,2025-02-08 07:30:00,2025-02-08 07:40:00,7.769569512289195
2025-02-08,2025-02-08 16:00:00,2025-02-08 16:10:00,7.11190481457993
2025-02-08,2025-02-08 16:10:00,2025-02-08 16:20:00,20.015775921360387
2025-02-08,2025-02-08 16:20:00,2025-02-08 16:30:00,16.018414949668795
2025-02-08,2025-02-08 16:30:00,2025-02-08 16:40:00,23.812211068124043
2025-02-08,2025-02-08 16:40:00,2025-02-08 16:50:00,52.57217027097863
2025-02-08,2025-02-08 16:50:00,2025-02-08 17:00:00,72.33946593366443
2025-02-08,2025-02-08 17:00:00,2025-02-08 17:10:00,48.42855291295359
2025-02-08,2025-02-08 17:10:00,2025-02-08 17:20:00,58.07283018215179
2025-02-08,2025-02-08 17:20:00,2025-02-08 17:30:00,91.09900885645806
2025-02-08,2025-02-08 17:30:00,2025-02-08 17:40:00,60.51021245219289
2025-02-08,2025-02-08 17:40:00,2025-02-08 17:50:00,34.93941477817776
2025-02-08,2025-02-08 17:50:00,2025-02-08 18:00:00,35.52490352472853
2025-02-08,2025-02-08 18:00:00,2025-02-08 18:10:00,14.78406885821937
2025-02-08,2025-02-08 18:30:00,2025-02-08 18:40:00,12.692670132998956
2025-02-08,2025-02-08 18:40:00,2025-02-08 18:50:00,31.120361256754165
2025-02-08,2025-02-08 18:50:00,2025-02-08 19:00:00,32.511685804944705
2025-02-08,2025-02-08 19:00:00,2025-02-08 19:10:00,50.7377677654045
2025-02-08,2025-02-08 19:10:00,2025-02-08 19:20:00,21.91855395734848
2025-02-08,2025-02-08 19:40:00,2025-02-08 19:50:00,14.442219219544825
2025-02-08,2025-02-08 19:50:00,2025-02-08 20:00:00,23.666868392281742
2025-02-08,2025-02-08 20:00:00,2025-02-08 20:10:00,15.556677626086525
2025-02-08,2025-02-08 20:10:00,2025-02-08 20:20:00,11.706258182018189
