date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,policy,baseline
2025-06-26,-7743.294204170401,2250.223030290591,-5493.071173879813,D56,B0
2025-06-27,-3601.2138923205785,6936.582919491262,3335.3690271706837,D56,B0
2025-06-28,-3548.9827678766997,745.576229732147,-2803.4065381445544,D56,B0
2025-06-29,-5935.049762624636,7422.024416190721,1486.9746535660815,D56,B0
2025-06-30,-5682.491251552339,2103.3578846983637,-3579.1333668539737,D56,B0
2025-07-01,-6108.56735215582,36034.09483644491,29925.527484289087,D56,B0
2025-07-02,-8049.030824355665,25469.59763779667,17420.566813441008,D56,B0
2025-07-03,-8218.764240824261,51787.835507729586,43569.07126690533,D56,B0
2025-07-04,-5398.98509433564,24704.786212640032,19305.801118304393,D56,B0
2025-07-05,-5341.0902753025875,30331.34563518526,24990.25535988267,D56,B0
2025-07-06,-8966.882355626301,64730.49976877129,55763.61741314501,D56,B0
2025-07-07,-9176.428971148533,40530.941511899895,31354.51254075137,D56,B0
2025-07-08,-9610.716284852584,1943.9602360718882,-7666.756048780691,D56,B0
2025-07-09,-7646.355517549542,973.8387798924726,-6672.516737657068,D56,B0
2025-07-10,-7620.835622422623,1686.7429659215068,-5934.092656501118,D56,B0
2025-07-11,-4591.613091136896,8504.421059889295,3912.8079687524005,D56,B0
2025-07-12,-4867.991616861647,1024.4382858936492,-3843.5533309679995,D56,B0
2025-07-13,-7525.358184799414,831.5160928666862,-6693.842091932725,D56,B0
2025-07-14,-7221.113440063615,2670.9116685151857,-4550.201771548433,D56,B0
2025-07-15,-7823.014313254571,385.8015378111977,-7437.212775443375,D56,B0
2025-07-16,-7148.932700981866,3143.9542975414665,-4004.9784034404,D56,B0
2025-07-17,-7460.5207670271775,3053.508585306052,-4407.012181721126,D56,B0
2025-07-18,-4433.633234106721,6211.384657558175,1777.7514234514565,D56,B0
2025-07-19,-4787.465639475173,2462.803783955077,-2324.661855520095,D56,B0
2025-07-20,-7329.550911420323,8159.619266264485,830.0683548441593,D56,B0
2025-07-21,-6986.934505141478,1758.914578032655,-5228.01992710882,D56,B0
2025-07-22,-7367.809794524845,463.9135762969996,-6903.896218227841,D56,B0
2025-07-23,-7446.032994921181,1845.5228918307007,-5600.510103090477,D56,B0
2025-07-24,-7545.649243245076,5910.896132001822,-1634.7531112432553,D56,B0
2025-07-25,-4238.363103894953,10226.38140801707,5988.018304122117,D56,B0
2025-07-26,-4932.759519287054,2965.2694557619166,-1967.490063525136,D56,B0
2025-07-27,-7339.064066042214,13984.78771516661,6645.723649124397,D56,B0
2025-07-28,-6449.591462773526,27479.266625085173,21029.67516231165,D56,B0
2025-07-29,-6284.269592745521,5985.558934463836,-298.710658281685,D56,B0
2025-07-30,-5317.604687813342,0.0,-5317.604687813342,D56,B0
2025-07-31,-4823.216669362999,3559.437589863769,-1263.7790794992325,D56,B0
2025-08-01,-3340.8927207198867,5115.40405136891,1774.5113306490239,D56,B0
2025-08-02,-1864.2172415375353,650.6078790454053,-1213.6093624921305,D56,B0
2025-08-03,-3999.022038885283,1659.549709435355,-2339.472329449927,D56,B0
2025-08-04,-3587.473010728281,446.31249478054787,-3141.160515947733,D56,B0
2025-08-05,-3008.7000512056184,1534.3681409786057,-1474.3319102270107,D56,B0
2025-08-06,-3638.957776852527,12697.444700986664,9058.486924134137,D56,B0
2025-08-07,-3800.376038242779,2960.6046763659933,-839.7713618767884,D56,B0
2025-08-08,-1176.551194178839,6541.548153578047,5364.996959399206,D56,B0
2025-08-09,-1673.486657271933,8736.563129520437,7063.076472248504,D56,B0
2025-08-10,-4349.051488352532,10475.304069174725,6126.252580822191,D56,B0
2025-08-11,-3628.4756364454443,4823.689965339304,1195.2143288938605,D56,B0
2025-08-12,-3588.142692817215,29632.91134629894,26044.76865348172,D56,B0
2025-08-13,-4466.038123771119,16169.380050627367,11703.34192685625,D56,B0
2025-08-14,-3767.0281836251816,17880.73555534625,14113.707371721066,D56,B0
2025-08-15,-2231.519660790458,9533.27083188974,7301.751171099284,D56,B0
2025-08-16,-2639.8663440879827,12545.570616102013,9905.704272014034,D56,B0
2025-08-17,-4266.358431997578,7435.765232347877,3169.406800350298,D56,B0
2025-08-18,-3657.4726082867855,11519.856821915082,7862.384213628291,D56,B0
2025-08-19,-3658.955693331729,4305.572078195353,646.6163848636206,D56,B0
2025-08-20,-4019.0031055579166,27528.356750160536,23509.353644602626,D56,B0
2025-08-21,-4724.12491970064,12991.765828779253,8267.640909078618,D56,B0
2025-08-22,-2786.123513773,16999.828960000847,14213.705446227847,D56,B0
2025-08-23,-2825.317057562559,10442.672252705996,7617.355195143435,D56,B0
2025-08-24,-4282.586882324453,9412.156155399753,5129.5692730753,D56,B0
2025-08-25,-3792.9677835847615,30010.699990717738,26217.732207132976,D56,B0
2025-08-26,-4648.485164402475,7776.241775229582,3127.7566108271058,D56,B0
2025-08-27,-3574.1298562826996,16668.808104784475,13094.678248501776,D56,B0
2025-08-28,-3337.4051283569133,29244.759041491194,25907.353913134284,D56,B0
2025-08-29,-2276.36991634934,8630.939387420452,6354.569471071114,D56,B0
2025-08-30,-1701.9078713133567,8521.393597524766,6819.485726211409,D56,B0
2025-08-31,-3329.7556904953453,8158.925027053129,4829.169336557781,D56,B0
2025-09-01,-2676.489015694271,0.0,-2676.489015694271,D56,B0
2025-09-02,-890.3012779887868,0.0,-890.3012779887868,D56,B0
2025-09-03,-1268.0211479506688,0.0,-1268.0211479506688,D56,B0
2025-09-04,-1407.7635259370072,0.0,-1407.7635259370072,D56,B0
2025-09-05,395.51887412887663,0.0,395.51887412887663,D56,B0
2025-09-06,60.43635505814018,0.0,60.43635505814018,D56,B0
2025-09-07,-1184.406185556545,0.0,-1184.406185556545,D56,B0
2025-09-08,-921.0279745237785,22630.825483240216,21709.797508716438,D56,B0
2025-09-09,-3378.679098741086,12177.259524610192,8798.580425869106,D56,B0
2025-09-10,-3412.1375850945115,24486.098905382914,21073.961320288407,D56,B0
2025-09-11,-3946.2269037070873,14904.04776397828,10957.820860271197,D56,B0
2025-09-12,-1807.5452324866073,11847.57514423642,10040.02991174981,D56,B0
2025-09-13,-2237.394834630686,14061.498745033616,11824.10391040293,D56,B0
2025-09-14,-4060.4753893450397,26495.87917921446,22435.403789869415,D56,B0
2025-09-15,-4414.492992221254,16973.917838765956,12559.424846544702,D56,B0
2025-09-16,-4376.028962557932,32075.735189070947,27699.706226513008,D56,B0
2025-09-17,-4835.011029820278,29445.30634815538,24610.2953183351,D56,B0
2025-09-18,-4681.804436047547,28642.348176608022,23960.543740560475,D56,B0
2025-09-19,-2862.9794494555335,15749.110983683968,12886.131534228436,D56,B0
2025-09-20,-2954.955116201445,17217.48613987426,14262.531023672818,D56,B0
2025-09-21,-4830.863692558887,14473.324024268939,9642.460331710055,D56,B0
2025-09-22,-4388.761254865116,25812.75149224285,21423.990237377737,D56,B0
2025-09-23,-4965.019783028103,27115.901688220907,22150.881905192808,D56,B0
2025-09-24,-4782.904320473564,19704.789202314652,14921.884881841084,D56,B0
2025-09-25,-4594.063779171549,15139.619306773066,10545.555527601515,D56,B0
2025-09-26,-2864.1420673671037,13929.61723868424,11065.475171317135,D56,B0
2025-09-27,-3148.057461635819,21413.642866673108,18265.585405037287,D56,B0
2025-09-28,-5071.043394391389,29666.192929536475,24595.149535145087,D56,B0
2025-09-29,-4814.660165810084,21851.433137966364,17036.77297215628,D56,B0
2025-09-30,-4736.891923590098,30918.893645101416,26182.00172151132,D56,B0
2025-10-01,-4903.7906559564,0.0,-4903.7906559564,D56,B0
2025-10-02,-3697.6444682590154,791.0115890930181,-2906.632879165998,D56,B0
2025-10-03,-1960.183198764962,8439.858326047697,6479.675127282735,D56,B0
2025-10-04,-2353.9078701908384,6593.518380825216,4239.610510634378,D56,B0
2025-10-05,-3823.4080486711828,1917.953092317417,-1905.4549563537657,D56,B0
2025-10-06,-3769.3494947929066,713.5916339685784,-3055.7578608243275,D56,B0
2025-10-07,-3750.2155446702964,4290.256367099419,540.0408224291241,D56,B0
2025-10-08,-3497.333110345411,20422.433593816764,16925.100483471353,D56,B0
2025-10-09,-4775.306666061639,14970.821340574108,10195.514674512473,D56,B0
2025-10-10,-2909.6292641535947,17069.981201369636,14160.35193721604,D56,B0
2025-10-11,-3134.304370184722,12470.419507385699,9336.115137200977,D56,B0
2025-10-12,-4740.172958232259,22376.249727982897,17636.076769750638,D56,B0
2025-10-13,-4722.699126250744,10664.462773522087,5941.763647271342,D56,B0
2025-10-14,-4605.100297077566,28966.640399530217,24361.54010245265,D56,B0
2025-10-15,-4801.401352125991,32726.13355552078,27924.732203394793,D56,B0
2025-10-16,-4890.947176537433,34038.191254990896,29147.24407845347,D56,B0
2025-10-17,-2946.0130511315638,11311.751196814264,8365.738145682702,D56,B0
2025-10-18,-2801.2834231684737,10804.347301752585,8003.063878584111,D56,B0
2025-10-19,-4742.810539507125,29246.39812125457,24503.587581747444,D56,B0
2025-10-20,-4958.790024470531,22970.07020156686,18011.280177096334,D56,B0
2025-10-21,-4705.03424867538,28788.8958186285,24083.861569953122,D56,B0
2025-10-22,-4788.808648257909,21286.0948715535,16497.286223295596,D56,B0
2025-10-23,-4861.226407732,10288.484563090711,5427.258155358715,D56,B0
2025-10-24,-2579.342192513741,15636.966636449526,13057.624443935783,D56,B0
2025-10-25,-2947.9886272377953,11868.019348580458,8920.030721342664,D56,B0
2025-10-26,-4967.933535196178,7645.38143553836,2677.44790034218,D56,B0
2025-10-27,-4454.41494583436,12460.20895627762,8005.794010443256,D56,B0
2025-10-28,-4707.120992939192,15894.06131408504,11186.940321145848,D56,B0
2025-10-29,-4600.38018037939,30959.47693125551,26359.096750876124,D56,B0
2025-10-30,-5214.82773124129,10802.009033625398,5587.18130238411,D56,B0
2025-10-31,-2683.010785541348,9580.811421405635,6897.800635864289,D56,B0
2025-11-01,-2689.009036268548,9179.258133916594,6490.249097648048,D56,B0
2025-11-02,-4544.553557119791,21539.577998464338,16995.024441344547,D56,B0
2025-11-03,-4755.01063863952,19203.211847331957,14448.201208692437,D56,B0
2025-11-04,-4456.956380584044,11882.435048420575,7425.478667836534,D56,B0
2025-11-05,-4709.325339681054,10049.989182581017,5340.663842899965,D56,B0
2025-11-06,-4333.589261451714,22320.106611483858,17986.517350032147,D56,B0
2025-11-07,-2341.9780023783314,10809.515240338076,8467.537237959747,D56,B0
2025-11-08,-2279.0964364454703,7343.215828377131,5064.119391931661,D56,B0
2025-11-09,-4590.521760137948,17418.73948462319,12828.217724485243,D56,B0
2025-11-10,-4435.930791198582,28067.132928637995,23631.20213743941,D56,B0
2025-11-11,-4782.860766657701,12868.26169491145,8085.4009282537445,D56,B0
2025-11-12,-4484.36899805416,8444.685755975444,3960.3167579212823,D56,B0
2025-11-13,-4551.944852780645,14442.86565390545,9890.920801124805,D56,B0
2025-11-14,-2235.729943231272,6658.693892422993,4422.963949191722,D56,B0
2025-11-15,-2201.919959331957,9131.870154406843,6929.950195074885,D56,B0
2025-11-16,-4353.107958513072,16293.596192022687,11940.488233509619,D56,B0
2025-11-17,-4083.9784790085396,3604.152429689731,-479.8260493188136,D56,B0
2025-11-18,-3982.473922958736,16764.918971609844,12782.445048651112,D56,B0
2025-11-19,-4067.3234439081207,16885.83805742979,12818.514613521671,D56,B0
2025-11-20,-4173.915939476501,11372.487477632953,7198.571538156451,D56,B0
2025-11-21,-2224.7923542267854,8311.785161961825,6086.992807735038,D56,B0
2025-11-22,-2070.9078058456907,9430.093745785962,7359.185939940271,D56,B0
2025-11-23,-3958.6905871173876,8366.10454941613,4407.413962298742,D56,B0
2025-11-24,-3756.253956300221,6836.058884039973,3079.8049277397513,D56,B0
2025-11-25,-4085.1420175510284,12753.329874236395,8668.187856685363,D56,B0
2025-11-26,-3841.4031738506965,14822.639189695148,10981.23601584445,D56,B0
2025-11-27,-3635.94651446036,7439.461429983296,3803.5149155229374,D56,B0
2025-11-28,-1983.2153557369893,8527.822708585878,6544.607352848889,D56,B0
2025-11-29,-2296.847197240888,17898.48956519841,15601.642367957527,D56,B0
2025-11-30,-4060.9432455154165,27292.690758342193,23231.747512826776,D56,B0
2025-12-01,-4113.587282153101,27030.87040479564,22917.283122642548,D56,B0
2025-12-02,-4352.753763271299,29118.095632553042,24765.34186928175,D56,B0
2025-12-03,-4538.996999273586,30107.97273942856,25568.975740154972,D56,B0
2025-12-04,-4763.366782387333,26621.396734484166,21858.02995209684,D56,B0
2025-12-05,-3679.332898581448,26823.770625888195,23144.437727306744,D56,B0
2025-12-06,-3799.149264093965,33849.338335014036,30050.189070920067,D56,B0
2025-12-07,-5555.391592766951,35516.851624608345,29961.46003184138,D56,B0
2025-12-08,-6002.455688186354,2967.091029636223,-3035.3646585501338,D56,B0
2025-12-09,-5416.547000211191,4135.949793194199,-1280.5972070169882,D56,B0
2025-12-10,-5394.349747467648,4126.853053181468,-1267.4966942861793,D56,B0
2025-12-11,-5508.856964715538,844.462545653719,-4664.39441906182,D56,B0
2025-12-12,-4633.004984248386,4984.224063078664,351.2190788302796,D56,B0
2025-12-13,-4888.341839615576,3404.318469200232,-1484.0233704153434,D56,B0
2025-12-14,-5001.646869072247,7733.214393064053,2731.567523991813,D56,B0
2025-12-15,-4706.952581544749,6053.556436313706,1346.6038547689532,D56,B0
2025-12-16,-4693.29341759417,2800.188706905683,-1893.104710688487,D56,B0
2025-12-17,-4470.146991528134,3483.507943938795,-986.639047589335,D56,B0
2025-12-18,-4466.653829339826,4971.945656432802,505.2918270929804,D56,B0
2025-12-19,-4482.2476693424105,3577.958215095429,-904.2894542469803,D56,B0
2025-12-20,-4855.689028396431,2995.816581900821,-1859.8724464956103,D56,B0
2025-12-21,-4431.982658639019,7197.224268726126,2765.2416100871123,D56,B0
2025-12-22,-4344.394750073057,4641.290281287873,296.8955312148173,D56,B0
2025-12-23,-4597.6680436616225,3314.0319326536637,-1283.6361110079597,D56,B0
2025-12-24,-4366.059565148978,4673.373547302599,307.31398215361696,D56,B0
2025-12-25,-4320.348998221649,4526.486204132476,206.1372059108253,D56,B0
2025-12-26,-4028.6935266139444,1381.7035824194372,-2646.9899441945054,D56,B0
2025-12-27,-3871.9204602256614,2864.682026277804,-1007.2384339478594,D56,B0
2025-12-28,-4343.110259356283,4714.42721978546,371.3169604291761,D56,B0
2025-12-29,-4084.682556718959,2349.104857368468,-1735.5776993504915,D56,B0
2025-12-30,-4222.087458477079,2518.105939485734,-1703.9815189913425,D56,B0
2025-12-31,-4174.839581574808,5100.551912889849,925.7123313150369,D56,B0
2025-02-01,1758.0560573299845,0.0,1758.0560573299845,D56,B1
2025-02-02,-954.2216264583694,0.0,-954.2216264583694,D56,B1
2025-02-03,-1655.4708857973383,0.0,-1655.4708857973383,D56,B1
2025-02-04,-1319.7180232555984,0.0,-1319.7180232555984,D56,B1
2025-02-05,821.1991612760903,443.98457264000456,1265.183733916092,D56,B1
2025-02-06,-580.6010505679224,171.32531990000058,-409.27573066791956,D56,B1
2025-02-07,-556.3019115329771,169.49071143333975,-386.81120009963706,D56,B1
2025-02-08,-426.29108001209534,614.6682525879619,188.377172575867,D56,B1
2025-02-09,-1500.6104717142953,10745.970399028667,9245.35992731437,D56,B1
2025-02-10,-940.7678103366343,122.99198611292205,-817.7758242237105,D56,B1
2025-02-11,-3759.527779439508,6566.553712528616,2807.025933089113,D56,B1
2025-02-12,-2574.38122153109,4188.015906206039,1613.6346846749511,D56,B1
2025-02-13,-1846.55268809689,1015.0522792945837,-831.5004088023052,D56,B1
2025-02-14,-224.78751526876658,1930.8294052366168,1706.041889967848,D56,B1
2025-02-15,-17.53673347241056,-137.21529937602213,-154.75203284843155,D56,B1
2025-02-16,-1335.2190036659376,4698.0489505029645,3362.829946837024,D56,B1
2025-02-17,-176.53685633668647,1459.5855216746227,1283.048665337934,D56,B1
2025-02-18,-2575.540229914368,5899.162976701845,3323.622746787478,D56,B1
2025-02-19,-1830.2734359758906,8847.291091241024,7017.017655265139,D56,B1
2025-02-20,-1243.3695204285832,1372.5203108223561,129.1507903937745,D56,B1
2025-02-21,-79.30920255549063,-511.34605074316966,-590.655253298657,D56,B1
2025-02-22,-176.66719993638253,1307.183263154149,1130.516063217765,D56,B1
2025-02-23,65.03776543834101,631.9409266659914,696.9786921043342,D56,B1
2025-02-24,-898.5516268189094,3362.7970167700364,2464.245389951131,D56,B1
2025-02-25,-2707.304373472114,770.4687275499876,-1936.8356459221322,D56,B1
