policy,date,issue_hour,vhat_yuan,vreplay_yuan,tau_yuan,accepted,positive_replay,proposed_change_kwh
gate_paid,2025-04-08,12,701.1675954044185,-3597.4205769170985,2577.797074666345,True,False,1611.5845985791896
gate_paid,2025-04-08,18,3305.3295995968147,3619.6639416629623,81.91870377122814,True,True,728.2523770774249
gate_paid,2025-04-09,6,4058.8844525670684,-575.321620173363,4510.916204730431,True,False,1596.5442652273068
gate_paid,2025-04-09,12,679.2851218901124,-793.9727266595692,2737.062752482554,True,False,1169.4296471722762
gate_paid,2025-04-09,18,2391.667345015914,2675.7486304653685,81.91870377122814,True,True,530.4972650783366
gate_paid,2025-04-10,6,3616.2691900093414,-1010.9358237723754,4510.916204730431,True,False,1457.3850792887765
gate_paid,2025-04-10,12,1439.402952412831,-4386.380551998667,2737.062752482554,True,False,3721.673838974519
gate_paid,2025-04-10,18,3710.5395568451586,4107.387985130281,81.91870377122814,True,True,812.5435305204201
gate_paid,2025-04-11,6,3735.9687249868166,3499.6057858140794,4510.916204730431,True,True,1221.8675371590275
gate_paid,2025-04-11,12,485.8851081940911,-1544.7469334569341,2743.9646449850115,True,False,341.1296499092567
gate_paid,2025-04-11,18,1885.839698563108,1787.9084901976548,81.91870377122814,True,True,530.6728115892696
gate_paid,2025-04-12,6,316.29507721395476,-1907.3765371294703,4510.916204730431,True,False,684.4426561248356
gate_paid,2025-04-12,12,686.2399004462368,831.1662831688391,2743.9646449850115,True,True,159.56654999999915
gate_paid,2025-04-12,18,1238.1897213165776,1186.1564973847671,97.93120836545313,True,True,354.21511516062844
gate_paid,2025-04-13,6,452.94266740926105,-6341.598083388817,4510.916204730431,True,False,1264.4887679361373
gate_paid,2025-04-13,12,3562.0137209117493,5138.003164395912,2743.9646449850115,True,True,920.2312926230859
gate_paid,2025-04-13,18,6380.636175446711,6742.854436889771,97.93120836545313,True,True,1384.614849974107
gate_paid,2025-04-14,6,2627.082326491167,-17838.223178080487,4510.916204730431,True,False,8044.3555838670545
gate_paid,2025-04-14,12,3810.648473551275,4427.330371116739,2743.9646449850115,True,True,992.3219930447335
gate_paid,2025-04-14,18,10596.679034826288,11012.51143165103,97.93120836545313,True,True,2285.822376532564
gate_paid,2025-04-15,6,9249.871196631946,8069.6626801813545,4600.839278533698,True,True,3435.476005011409
gate_paid,2025-04-15,12,2065.576888404834,-2929.662350544437,2737.062752482554,True,False,2479.6713384379354
gate_paid,2025-04-15,18,4398.495331436898,4743.881025291761,97.93120836545313,True,True,963.5276254851093
gate_paid,2025-04-16,6,6878.216124196741,6894.773978225861,4600.839278533698,True,True,2496.7798832306016
gate_paid,2025-04-16,12,1650.2504243679941,-1668.4953384207438,2743.9646449850115,True,False,2353.2459684271225
gate_paid,2025-04-16,18,2134.5937686902853,2388.139958124051,97.93120836545313,True,True,473.4756105205453
gate_paid,2025-04-17,6,13431.348947040624,14180.939216335559,4600.839278533698,True,True,4947.0497072205535
gate_paid,2025-04-17,12,1464.6002069238675,-3255.2850292814837,3318.745762788738,True,False,2278.5664005694603
gate_paid,2025-04-17,18,4308.60329716315,4686.698705788891,97.93120836545313,True,True,943.0420937061723
gate_paid,2025-04-18,6,1885.0769295317368,-548.8511288550471,4600.839278533698,True,False,783.1154497394392
gate_paid,2025-04-18,12,769.5970650508661,662.8856480948853,3318.745762788738,True,True,184.70685536998195
gate_paid,2025-04-18,18,121.62835765430646,121.62835765430646,97.93120836545313,True,True,35.2051051867104
gate_paid,2025-04-19,6,706.6120766689237,-438.7480254393013,4600.839278533698,True,False,353.1912880922405
gate_paid,2025-04-19,12,2329.525779117719,2190.246763285908,3318.745762788738,True,True,669.3559882526622
gate_paid,2025-04-19,18,257.93539641663574,257.93539641663483,81.91870377122814,True,True,74.65892771513535
gate_paid,2025-04-20,6,3370.750689142533,6543.286513586969,4600.839278533698,True,True,1349.0437011898316
gate_paid,2025-04-20,12,1721.8560711595965,1188.6149956196641,3318.745762788738,True,True,808.6580711083205
gate_paid,2025-04-20,18,1884.4605049125676,2115.323071642115,52.033223931810426,True,True,419.0007170755351
gate_paid,2025-04-21,6,1656.864669879058,-7280.937923062207,4600.839278533698,True,False,5582.992498780044
gate_paid,2025-04-21,12,2412.02783237696,4018.9206765375457,2743.9646449850115,True,True,637.7000998529355
gate_paid,2025-04-21,18,3034.909921825778,3417.745521601679,52.033223931810426,True,True,670.8064593791847
gate_paid,2025-04-22,6,12566.231547546635,15410.252992856324,4627.205013781717,True,True,4572.026860489228
gate_paid,2025-04-22,12,1892.0999727472881,-4331.894797122273,2737.062752482554,True,False,2319.9248277186844
gate_paid,2025-04-22,18,4228.5636620899895,4586.661339901977,52.033223931810426,True,True,926.5067153037425
gate_paid,2025-04-23,6,12176.331311189242,19003.126566912597,4627.205013781717,True,True,4358.647187613124
gate_paid,2025-04-23,12,603.773465266484,45.70246468795813,2737.062752482554,True,True,954.2633838374104
gate_paid,2025-04-23,18,2658.9962241480916,2979.5512982145556,52.033223931810426,True,True,590.9124493134142
gate_paid,2025-04-24,6,841.9919544274162,1388.1349880351336,4627.205013781717,True,True,266.4559935263348
gate_paid,2025-04-24,12,2410.5449273018967,1619.5083836175036,2737.062752482554,True,True,767.0887516186835
gate_paid,2025-04-24,18,543.9076588494918,608.5127918391463,44.41621033687261,True,True,120.64450604977196
gate_paid,2025-04-25,6,812.4241730972253,592.0495159144812,4627.205013781717,True,True,346.5862788787391
gate_paid,2025-04-25,12,213.92651902462694,-1387.95439895432,2737.062752482554,True,False,399.370595632989
gate_paid,2025-04-25,18,766.53094040224,766.53094040223,44.41621033687261,True,True,221.87097570147284
gate_paid,2025-04-26,6,1141.7286473397453,-892.3566206785472,4627.205013781717,True,False,516.5766469660134
gate_paid,2025-04-26,12,1190.9869619101237,1611.8494314634627,2737.062752482554,True,True,314.0724749999989
gate_paid,2025-04-26,18,357.81012594865297,357.8101259486539,44.41621033687261,True,True,103.56748511473853
gate_paid,2025-04-27,6,7489.080515076916,1022.4211210640133,4627.205013781717,True,True,2630.4852136208956
gate_paid,2025-04-27,12,1333.3934445801206,1794.248902915162,2737.062752482554,True,True,1139.8732161822495
gate_paid,2025-04-27,18,6210.07335258704,6601.206972956887,44.41621033687261,True,True,1361.434293440108
gate_paid,2025-04-28,6,7201.696308385817,-1294.323242692466,4634.206072740431,True,False,2766.2833307675883
gate_paid,2025-04-28,12,1043.9155896502052,1140.4832280757073,2737.062752482554,True,True,2957.857003669374
gate_paid,2025-04-28,18,868.5438002383034,960.1791077385915,44.41621033687261,True,True,192.94090258129768
gate_paid,2025-04-29,6,2509.626031271644,3831.837070631529,4803.636953613688,True,True,1344.7659748084025
gate_paid,2025-04-29,12,1454.8979214679566,2791.1090511756447,2737.062752482554,True,True,535.7381978456551
gate_paid,2025-04-29,18,2307.43561866432,2568.502912301181,44.41621033687261,True,True,515.164563040889
gate_paid,2025-04-30,6,3162.646862116366,5790.142954039591,4803.636953613688,True,True,1216.014453199952
gate_paid,2025-04-30,12,66.82631280035275,-487.155966790855,2737.062752482554,True,False,101.40540295589938
gate_paid,2025-04-30,18,3551.109002348039,3913.934142603546,44.41621033687261,True,True,790.2918430368043
gate_paid,2025-05-01,6,5380.300537663086,1413.679775904835,4803.636953613688,True,True,2024.5824583878104
gate_paid,2025-05-01,12,487.06367592956303,30.010856937253266,2517.3013337635493,True,True,414.58327263832643
gate_paid,2025-05-01,18,3784.012665307906,3996.9668054481226,44.41621033687261,True,True,836.4717002851187
gate_paid,2025-05-02,6,1694.8450033866138,1048.5052531036854,4634.206072740431,True,True,602.1051751272496
gate_paid,2025-05-02,12,89.72320584777754,-1002.1510912390804,2517.3013337635493,True,False,185.70954999999907
gate_paid,2025-05-02,18,2071.8492041942072,2071.849204194201,42.49132670581457,True,True,556.9815256082748
gate_paid,2025-05-03,6,422.9449402823475,-1241.7217067795718,4634.206072740431,True,False,296.7585350418818
gate_paid,2025-05-03,12,889.1242909327684,1338.9960044896288,2517.3013337635493,True,True,220.22691457399705
gate_paid,2025-05-03,18,1885.345974493709,1885.3459744937027,20.74181351779771,True,True,530.8619767267969
gate_paid,2025-05-04,6,694.3880023625898,-343.25689555855206,4634.206072740431,True,False,1283.4731211547357
gate_paid,2025-05-04,12,624.6519909381532,-6353.436233878761,2517.3013337635493,True,False,1174.8210924318196
gate_paid,2025-05-04,18,8045.444768371979,8326.855082407634,16.80456298262652,True,True,1735.900211630158
gate_paid,2025-05-05,6,204.41909722022683,379.21104433742585,4627.205013781717,True,True,205.73134554837077
gate_paid,2025-05-05,12,683.6859895283451,-8040.449472669505,2737.062752482554,True,False,1372.9874622802788
gate_paid,2025-05-05,18,7848.152847085361,8219.791194217989,13.79329796867114,True,True,1693.4762454606719
gate_paid,2025-05-06,6,11487.99076795279,13658.332696613179,4510.916204730431,True,True,4126.198254192586
gate_paid,2025-05-06,12,2128.9205251964486,2216.3996130269297,2743.9646449850115,True,True,1446.6297166971265
gate_paid,2025-05-06,18,5934.239464361217,6100.179893158987,13.79329796867114,True,True,1286.5211692070225
gate_paid,2025-05-07,6,11860.945044571094,17466.133797837436,4510.916204730431,True,True,4222.534800638321
gate_paid,2025-05-07,12,826.8341133334943,-2433.6066442598894,2737.062752482554,True,False,870.6123586726394
gate_paid,2025-05-07,18,5176.66783255357,5343.339729810519,1.0913936421275139e-11,True,True,1125.5121919113128
gate_paid,2025-05-08,6,1657.0260504065845,-238.33338692982215,3966.6207617582513,True,False,2526.941145087753
gate_paid,2025-05-08,12,2095.4305209664853,3540.6499283553385,2743.9646449850115,True,True,1078.5516139131464
gate_paid,2025-05-08,18,3504.6189234053854,3662.584196865495,1.0913936421275139e-11,True,True,746.7853413176616
gate_paid,2025-05-09,6,3855.967996856334,2726.906212454418,3966.6207617582513,True,True,1231.2682609799274
gate_paid,2025-05-09,12,149.8687277933277,-66.95877844803545,2743.9646449850115,True,False,71.86134444444116
gate_paid,2025-05-09,18,414.1114476795783,414.11144767957376,1.0913936421275139e-11,True,True,96.77536109919691
gate_paid,2025-05-10,6,2859.6648934070236,2128.2946112089867,3966.6207617582513,True,True,840.8075131407932
gate_paid,2025-05-10,12,587.2437235715824,0.26772940953196667,2743.9646449850115,True,True,391.1514255072976
gate_paid,2025-05-10,18,556.0998323006279,361.4312302145918,1.000444171950221e-11,True,True,129.95719480746635
gate_paid,2025-05-11,6,4735.97872398554,3290.963311272666,3966.6207617582513,True,True,1658.9626040656813
gate_paid,2025-05-11,12,2221.3968864644703,-1248.3922300280647,2743.9646449850115,True,False,2178.8126447796008
gate_paid,2025-05-11,18,4143.1791779529485,4298.687362414901,1.0913936421275139e-11,True,True,882.4508898689136
gate_paid,2025-05-12,6,25031.34144676263,21409.52080320698,2754.911910322735,True,True,8016.841791858635
gate_paid,2025-05-12,12,2474.3287429151205,539.3418185964911,3260.4407575933838,True,True,3248.629197792685
gate_paid,2025-05-12,18,2024.3395940304363,1510.3347071942808,1.000444171950221e-11,True,True,431.62891130713035
gate_paid,2025-05-13,6,4815.3015205208685,4758.631808230755,2754.911910322735,True,True,6297.6011307758
gate_paid,2025-05-13,12,4630.352141596817,2164.665900083888,3260.4407575933838,True,True,1114.0072826747416
gate_paid,2025-05-13,18,1372.1095697983383,1431.9378056400237,1.0913936421275139e-11,True,True,292.5606758631874
gate_paid,2025-05-14,6,10133.392683967413,-2652.306678872741,2754.911910322735,True,False,3855.714683991026
gate_paid,2025-05-14,12,1859.416382968364,891.8054374943167,3260.4407575933838,True,True,4014.851277300564
gate_paid,2025-05-14,18,1662.7300453168373,414.85193565802,1.0913936421275139e-11,True,True,351.7810951011995
gate_paid,2025-05-15,6,15543.975986769423,-1758.4034591465315,3621.820643555653,True,False,5732.775575147484
gate_paid,2025-05-15,12,3264.3186764153506,2932.9786767199803,3260.4407575933838,True,True,4857.901485219907
gate_paid,2025-05-15,18,2630.9104902107065,-614.3359287637813,1.0913936421275139e-11,True,False,557.7018734196902
gate_paid,2025-05-16,6,2341.1960970058935,849.8368835410947,3621.820643555653,True,True,1132.1412960057523
gate_paid,2025-05-16,12,73.79435575725074,-245.73009110525527,3260.4407575933838,True,False,145.88405211571512
gate_paid,2025-05-16,18,339.3758519424073,339.37585194241365,1.0913936421275139e-11,True,True,61.685633884511105
gate_paid,2025-05-17,6,1634.5861270758287,-879.0738294411567,3621.820643555653,True,False,789.6101915367295
gate_paid,2025-05-17,12,764.5315550958403,1006.5106098500182,3260.4407575933838,True,True,166.01142500000492
gate_paid,2025-05-17,18,1610.8039607183027,1610.8039607183146,1.000444171950221e-11,True,True,376.4352225277078
gate_paid,2025-05-18,6,1589.5635731270559,-62.96199551360769,3621.820643555653,True,False,2182.991478248702
gate_paid,2025-05-18,12,746.8519974286392,875.7818557833707,3260.4407575933838,True,True,1978.4709827249294
gate_paid,2025-05-18,18,1316.044459336439,-779.0189706462243,6.366462912410498e-12,True,False,280.6064945280284
gate_paid,2025-05-19,6,2063.6195663408835,3477.9675308773913,3621.820643555653,True,True,1080.7961942812703
gate_paid,2025-05-19,12,264.94741986021836,-153.52083522410248,3260.4407575933838,True,False,123.52881965981169
gate_paid,2025-05-19,18,496.20364624388276,525.4045431230497,1.000444171950221e-11,True,True,105.80035101148974
gate_paid,2025-05-20,6,13789.510889764948,16989.350364272756,3621.820643555653,True,True,5072.491671972797
gate_paid,2025-05-20,12,1762.6293256769168,-1958.9418713414125,3260.4407575933838,True,False,1977.862880696412
gate_paid,2025-05-20,18,2295.4973506009846,2430.5841882909335,6.366462912410498e-12,True,True,489.44506409402635
gate_paid,2025-05-21,6,21404.238025371906,17341.925628622415,2754.911910322735,True,True,7282.797486347007
gate_paid,2025-05-21,12,2048.856016664118,384.8995370471748,3318.745762788738,True,True,2477.037984754995
gate_paid,2025-05-21,18,1238.9978710819796,1160.1145769886516,6.366462912410498e-12,True,True,264.1786505505306
gate_paid,2025-05-22,6,2279.6291916075243,4266.176081967944,3621.820643555653,True,True,846.4404451782485
gate_paid,2025-05-22,12,610.877969963607,-2609.7197870875243,3260.4407575933838,True,False,598.2272824932791
gate_paid,2025-05-22,18,3715.0958320671452,3927.5839521395537,1.000444171950221e-11,True,True,792.1255730961876
gate_paid,2025-05-23,6,2450.7620557074224,2129.634156867047,3621.820643555653,True,True,786.4707577009918
gate_paid,2025-05-23,12,2481.1253606622267,458.5946593162971,3220.5977570511313,True,True,746.2875657278877
gate_paid,2025-05-23,18,291.3780219323926,291.3780219323926,6.366462912410498e-12,True,True,68.09329577069792
gate_paid,2025-05-24,6,1167.0845060323172,902.29641173657,3621.820643555653,True,True,798.4571874044559
gate_paid,2025-05-24,12,441.4624246320909,-70.75468209889914,3220.5977570511313,True,False,109.27199166666611
gate_paid,2025-05-24,18,563.61715083938,-141.11657481834118,6.366462912410498e-12,True,False,102.44418104211252
gate_paid,2025-05-25,6,2373.0066271068536,3981.78679266357,3621.820643555653,True,True,793.1215203898753
gate_paid,2025-05-25,12,308.65754659396043,-590.9158829370899,3220.5977570511313,True,False,649.6358868391508
gate_paid,2025-05-25,18,3767.062063069763,3970.1549277430786,6.366462912410498e-12,True,True,802.880304986038
gate_paid,2025-05-26,6,16572.691208665678,26223.973640768396,2754.911910322735,True,True,5673.633962386422
gate_paid,2025-05-26,12,1314.3380593726179,1865.5952971885126,3220.5977570511313,True,True,621.9498456101451
gate_paid,2025-05-26,18,1525.0730008371502,924.6497726391826,4.547473508864641e-12,True,True,325.1754799226344
gate_paid,2025-05-27,6,22451.319686174258,7934.07056256977,2754.911910322735,True,True,7450.405547191523
gate_paid,2025-05-27,12,3212.0170946486323,2753.403167165925,2737.062752482554,True,True,3360.4206483016883
gate_paid,2025-05-27,18,1024.3802298475712,7.55311556909146,6.366462912410498e-12,True,True,218.41795945577184
gate_paid,2025-05-28,6,3724.386490505829,4268.810477361858,3621.820643555653,True,True,1393.6406533520496
gate_paid,2025-05-28,12,601.7776319667828,87.02512876183391,2737.062752482554,True,True,2028.2372025312898
gate_paid,2025-05-28,18,1434.979531532652,305.33815515743845,6.366462912410498e-12,True,True,305.9657849749826
gate_paid,2025-05-29,6,17600.256220296,4278.310861914215,3621.820643555653,True,True,6515.931178939686
gate_paid,2025-05-29,12,2128.940999735856,-2305.860863442016,2465.686241512929,True,False,3424.8279897797647
gate_paid,2025-05-29,18,5536.845605987193,5719.434719875535,1.000444171950221e-11,True,True,1178.8991524481523
gate_paid,2025-05-30,6,2827.155236725259,953.94716132141,3621.820643555653,True,True,901.1520239684083
gate_paid,2025-05-30,12,317.6875564814145,324.9273353682747,2737.062752482554,True,True,227.95025434059858
gate_paid,2025-05-30,18,444.86988763593763,-195.91886647344108,1.000444171950221e-11,True,False,103.9634239994237
gate_paid,2025-05-31,6,480.44221430477774,7.841896714500763,3621.820643555653,True,True,1009.5363890550184
gate_paid,2025-05-31,12,43.089914515152486,43.08991451514339,2737.062752482554,True,True,62.20752862499971
gate_paid,2025-05-31,18,149.23507582279854,149.23507582278944,20.74181351779771,True,True,27.125265976478545
gate_paid,2025-06-01,6,5427.881353268305,-4135.365514623401,3621.820643555653,True,False,3660.7453195330895
gate_paid,2025-06-01,12,1187.222764395745,-14062.304348327096,2737.062752482554,True,False,3087.6248082903976
gate_paid,2025-06-01,18,18293.701219999664,18525.058334281835,1.000444171950221e-11,True,True,3879.5339402442028
gate_paid,2025-06-02,6,2305.327392730451,-12979.17868011076,3966.6207617582513,True,False,7653.491200087277
gate_paid,2025-06-02,12,2929.9812372579727,3859.7918895765397,3220.5977570511313,True,True,1187.7034970616335
gate_paid,2025-06-02,18,15990.554236765634,16024.902525045261,1.000444171950221e-11,True,True,3396.7234052352132
gate_paid,2025-06-03,6,14157.89256204202,11248.061217967203,4062.3123967494903,True,True,4881.248134087666
gate_paid,2025-06-03,12,3653.7482497081364,-12887.574151550922,3220.5977570511313,True,False,5309.365346453751
gate_paid,2025-06-03,18,13845.915674120442,13883.650476719718,1.000444171950221e-11,True,True,2940.877112513811
gate_paid,2025-06-04,6,4510.534761889274,-30019.023555702093,4062.3123967494903,True,False,13559.799388147587
gate_paid,2025-06-04,12,18249.316434735098,24676.56054833725,3220.5977570511313,True,True,4348.84336412283
gate_paid,2025-06-04,18,8517.023378216963,8538.477650077111,1.000444171950221e-11,True,True,1811.3319721468984
gate_paid,2025-06-05,6,10913.579482738973,14779.760981845844,4062.3123967494903,True,True,4197.568348518963
gate_paid,2025-06-05,12,1307.269058771104,-2819.2725982122283,3220.5977570511313,True,False,1427.7906328719537
gate_paid,2025-06-05,18,12187.343012911962,12220.092066484842,1.000444171950221e-11,True,True,2589.6652351925413
gate_paid,2025-06-06,6,4670.457709593857,604.7365875846663,3966.6207617582513,True,True,2023.1943876262915
gate_paid,2025-06-06,12,139.0550267118051,-1734.9426713159773,3220.5977570511313,True,False,282.8200055555537
gate_paid,2025-06-06,18,7776.031823922214,8407.68289155338,1.000444171950221e-11,True,True,1757.3474625425624
gate_paid,2025-06-07,6,326.61609350364506,-2949.517485943339,4062.3123967494903,True,False,1058.447908314135
gate_paid,2025-06-07,12,3137.916219163055,4746.422664723115,3220.5977570511313,True,True,849.9091445972379
gate_paid,2025-06-07,18,5247.460740180077,5813.481068872014,9.094947017729282e-12,True,True,1199.8870089409413
gate_paid,2025-06-08,6,8436.960828568539,10867.534791412756,4062.3123967494903,True,True,6222.153084327066
gate_paid,2025-06-08,12,768.0666385197983,-2871.768735440044,3220.5977570511313,True,False,1696.5907196207102
gate_paid,2025-06-08,18,4656.481479579663,1744.5350576630917,6.366462912410498e-12,True,True,990.5565488136136
gate_paid,2025-06-09,6,1882.5835820427892,1584.7645329517618,3966.6207617582513,True,True,5179.118679823885
gate_paid,2025-06-09,12,1777.6075739918524,247.9218588264921,3260.4407575933838,True,True,805.4846555512493
gate_paid,2025-06-09,18,625.182514488486,-136.75765021569532,9.094947017729282e-12,True,False,129.3980333026264
gate_paid,2025-06-10,6,1691.5465768295471,-598.7559553907267,3621.820643555653,True,False,1067.10355482793
gate_paid,2025-06-10,12,6538.597416074343,2214.4545036580967,3260.4407575933838,True,True,2395.226151230916
gate_paid,2025-06-10,18,0.0,0.0,1.000444171950221e-11,True,False,8.135714324453147e-13
gate_paid,2025-06-11,6,4300.503284375918,3013.781090588549,3621.820643555653,True,True,2086.565438214247
gate_paid,2025-06-11,12,1213.6228172565752,-99.72665403888823,3260.4407575933838,True,False,550.1242488791786
gate_paid,2025-06-11,18,760.1018513956515,-341.2881605797047,1.000444171950221e-11,True,False,160.16862881381135
gate_paid,2025-06-12,6,1799.6826569137338,140.11571399271634,3621.820643555653,True,True,674.8410406187013
gate_paid,2025-06-12,12,972.044682169184,514.6072402162827,3220.5977570511313,True,True,1690.7862227685048
gate_paid,2025-06-12,18,2103.7596806542642,-505.2453033835518,78.883294093328,True,False,448.08790961148964
gate_paid,2025-06-13,6,1855.2690420362123,-5435.881452893704,3621.820643555653,True,False,1727.9064285802556
gate_paid,2025-06-13,12,4597.344197976043,4940.635166534361,2465.686241512929,True,True,1136.3398959372757
gate_paid,2025-06-13,18,0.14140069312270498,0.1986385946329392,194.66860208603612,True,True,0.07529999999860593
gate_paid,2025-06-14,6,160.529407981252,182.9203959164479,3966.6207617582513,True,True,337.30753361271104
gate_paid,2025-06-14,12,238.6556828507728,-806.0019425291921,2465.686241512929,True,False,515.2615352205453
gate_paid,2025-06-14,18,1999.8389787619471,338.4707194495877,194.66860208603612,True,True,441.86081013624243
gate_paid,2025-06-15,6,12319.671836690992,21049.83441371008,3966.6207617582513,True,True,4697.522251985403
gate_paid,2025-06-15,12,1232.675777741264,-751.0504478773946,2465.686241512929,True,False,454.3182787712943
gate_paid,2025-06-15,18,962.7912654881475,-569.914378854588,514.0048868361555,True,False,205.2859841126126
gate_paid,2025-06-16,6,7698.632458625114,6330.7408850758,3966.6207617582513,True,True,2895.456260918244
gate_paid,2025-06-16,12,803.9222829577193,-112.18196631882165,2465.686241512929,True,False,1063.295512379757
gate_paid,2025-06-16,18,2214.362782724358,49.644470810839266,600.4232281979675,True,True,471.6015213483313
gate_paid,2025-06-17,6,12578.558041444252,9071.077885425431,3621.820643555653,True,True,4647.437422576454
gate_paid,2025-06-17,12,2396.884906242107,2090.811505164529,2465.686241512929,True,True,2314.393361711778
gate_paid,2025-06-17,18,770.939185756688,1.638726167340792,640.7887541093787,True,True,164.3793573042011
gate_paid,2025-06-18,6,12463.635617082982,-4674.036094034964,3621.820643555653,True,False,4534.962819929604
gate_paid,2025-06-18,12,3742.02098464789,3739.8545373451343,2022.5307013459296,True,True,5137.47840454329
gate_paid,2025-06-18,18,71.59281122972607,-42.417372678104584,704.7337256577212,True,False,15.67652608443327
gate_paid,2025-06-19,6,6581.7435228635295,6007.255053624533,3966.6207617582513,True,True,5591.392900452899
gate_paid,2025-06-19,12,9981.135585248798,3774.330705465334,2022.5307013459296,True,True,2846.629594872252
gate_paid,2025-06-19,18,483.63659550376906,-285.4629478795505,704.7337256577212,True,False,103.12841733431449
gate_paid,2025-06-20,6,1458.9197671420425,1137.3694687724128,3966.6207617582513,True,True,1146.2579120151745
gate_paid,2025-06-20,12,614.8464554247003,-78.01303899210143,2465.686241512929,True,False,265.50683888889154
gate_paid,2025-06-20,18,168.26663599768835,4.183309997111792,761.9401647041814,True,True,29.872547945426845
gate_paid,2025-06-21,6,447.6362851850645,10.505719597453208,3966.6207617582513,True,True,451.6243031527171
gate_paid,2025-06-21,12,711.0292511063508,21.93191200227193,2465.686241512929,True,True,265.88532352308795
gate_paid,2025-06-21,18,0.7357342837512988,1.0335538031831675,761.9401647041814,True,True,0.3918000000014672
gate_paid,2025-06-22,6,11333.408956904736,12677.961537463329,3966.6207617582513,True,True,5137.197142006247
gate_paid,2025-06-22,12,575.6333917152951,-678.3809612426921,2465.686241512929,True,False,2000.747223343943
gate_paid,2025-06-22,18,2815.469880038141,-164.21234919385824,761.9401647041814,True,False,599.3305806806853
gate_paid,2025-06-23,6,6089.59021194806,2618.432098722995,3621.820643555653,True,True,2296.7073954219168
gate_paid,2025-06-23,12,1752.7789962715397,-2618.0222934778067,2465.686241512929,True,False,2766.3517665313007
gate_paid,2025-06-23,18,4231.298042081344,2467.780739828464,769.0995433833195,True,True,900.2025271383604
gate_paid,2025-06-24,6,2465.955578982328,277.2624686164563,3507.4801560188207,True,True,3463.9093321436812
gate_paid,2025-06-24,12,1493.6231002396526,531.9305809696889,3220.5977570511313,True,True,1004.5730995559544
gate_paid,2025-06-24,18,1361.3324444847021,-682.0806537318058,769.3004595893472,True,False,287.84293098835803
gate_paid,2025-06-25,6,6552.530427277474,9889.39882742853,3507.4801560188207,True,True,2264.2829484836057
gate_paid,2025-06-25,12,2937.3110723436766,2622.7696477718855,3220.5977570511313,True,True,2037.9023023211473
gate_paid,2025-06-25,18,224.92870071903235,-96.72652949505573,1016.8271142784797,True,False,48.21041611777197
gate_paid,2025-06-26,6,8968.816141809992,3304.0860949438647,3507.4801560188207,True,True,3266.302816272764
gate_paid,2025-06-26,12,2006.6986615298774,2242.1868272870415,3220.5977570511313,True,True,1454.4311703291874
gate_paid,2025-06-26,18,889.5324955943943,-381.2282123975965,1016.8271142784797,True,False,189.66577731223617
gate_paid,2025-06-27,6,730.2381896075749,423.1763139674222,3507.4801560188207,True,True,1337.7427411260078
gate_paid,2025-06-27,12,238.94264707410184,125.3498080016434,3220.5977570511313,True,True,342.42608903946916
