policy,date,issue_hour,alternative,horizon_intervals,milp_objective_yuan,independent_lp_bound_yuan,milp_minus_lp_yuan,lp_equality_residual,lp_inequality_violation,lp_bound_violation,lp_variables,lp_equalities,lp_inequalities,solver_status,solver_message,runtime_seconds,passed
gate_paid,2025-04-01,12,update,72,24955.46614746349,24955.4661474635,-1.0913936421275139e-11,4.547473508864641e-13,6.821210263296962e-13,0.0,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0041181669948855415,True
gate_paid,2025-04-01,18,hold,36,19480.10418751218,19480.104187512192,-1.0913936421275139e-11,2.2737367544323206e-13,2.8421709430404007e-13,2.2737367544323206e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.002199083006416913,True
gate_paid,2025-04-01,18,update,36,15879.371138777595,15879.371138777598,-3.637978807091713e-12,1.1368683772161603e-13,2.2737367544323206e-13,2.0463630789890883e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.002213667001342401,True
gate_paid,2025-06-21,6,hold,108,15155.81247940925,15155.81247940923,2.000888343900442e-11,9.094947017729282e-13,1.1368683772161603e-13,2.2737367544323206e-13,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.00493833299697144,True
gate_paid,2025-06-21,6,update,108,14708.176194224185,14708.176194224183,1.8189894035458565e-12,9.094947017729282e-13,2.2737367544323206e-13,2.0463630789890883e-13,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.005179416999453679,True
gate_paid,2025-06-21,12,hold,72,15421.646964621645,15421.64696462168,-3.456079866737127e-11,9.094947017729282e-13,1.1368683772161603e-13,2.2737367544323206e-13,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0034648750006454065,True
gate_paid,2025-06-21,12,update,72,14710.617713515294,14710.617713515294,0.0,9.094947017729282e-13,2.2737367544323206e-13,2.0463630789890883e-13,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.003741874999832362,True
gate_paid,2025-06-21,18,hold,36,11650.950067851054,11650.950067851056,-1.8189894035458565e-12,9.094947017729282e-13,1.1368683772161603e-13,2.2737367544323206e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0019084170053247362,True
gate_paid,2025-06-21,18,update,36,11650.214333567303,11650.214333567303,0.0,9.094947017729282e-13,6.252776074688882e-13,0.0,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0022476250014733523,True
gate_paid,2025-09-23,6,hold,108,29946.930565602244,29946.930565602244,0.0,4.547473508864641e-13,1.1368683772161603e-13,2.2737367544323206e-13,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.004725083002995234,True
gate_paid,2025-09-23,6,update,108,29461.730939309855,29461.730939309855,0.0,4.547473508864641e-13,2.5263741715914674e-13,0.0,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.00561908300005598,True
gate_paid,2025-09-23,12,hold,72,27547.698598247316,27547.698598247312,3.637978807091713e-12,2.2737367544323206e-13,1.1368683772161603e-13,2.2737367544323206e-13,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0035635840031318367,True
gate_paid,2025-09-23,12,update,72,27185.68662417088,27185.68662417088,0.0,1.1368683772161603e-13,1.7053025658242404e-13,0.0,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0038219170019146986,True
gate_paid,2025-09-23,18,hold,36,25647.58196870942,25647.58196870942,0.0,2.2737367544323206e-13,1.1368683772161603e-13,2.2737367544323206e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0021067910056444816,True
gate_paid,2025-09-23,18,update,36,18703.947862458182,18703.947862458182,0.0,1.1368683772161603e-13,1.7053025658242404e-13,0.0,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0021560829991358332,True
gate_paid,2025-12-21,6,hold,108,47084.365306863125,47084.36530686312,7.275957614183426e-12,9.094947017729282e-13,2.2737367544323206e-13,2.2737367544323206e-13,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.004723874997580424,True
gate_paid,2025-12-21,6,update,108,46378.52107066124,46378.52107066123,1.4551915228366852e-11,9.094947017729282e-13,1.1368683772161603e-13,1.1368683772161603e-13,974,217,650,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.00559929200244369,True
gate_paid,2025-12-21,12,hold,72,39238.028974639565,39011.183412892045,226.84556174751924,9.094947017729282e-13,2.2737367544323206e-13,2.2737367544323206e-13,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0036049999980605207,True
gate_paid,2025-12-21,12,update,72,34897.072982897436,34897.072982897436,0.0,9.094947017729282e-13,2.2737367544323206e-13,1.1368683772161603e-13,650,145,434,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.003912000000127591,True
gate_paid,2025-12-21,18,hold,36,15956.79296046303,15956.79296046303,0.0,9.094947017729282e-13,1.1368683772161603e-13,2.2737367544323206e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0020592500004568137,True
gate_paid,2025-12-21,18,update,36,14668.03602713285,14668.03602713285,0.0,9.094947017729282e-13,3.410605131648481e-13,2.5263741715914674e-13,326,73,218,0,Optimization terminated successfully. (HiGHS Status 7: Optimal),0.0021859580010641366,True
