comparison_id,comparison_label,month,cash_gain_yuan,contract_cost_gain_yuan,emergency_cost_gain_yuan,emergency_energy_reduction_kwh,inventory_adjusted_gain_yuan,raw_total_cost_yuan,corrected_total_cost_yuan,raw_month_start_energy_kwh,raw_month_end_energy_kwh,corrected_month_start_energy_kwh,corrected_month_end_energy_kwh,scope,cumulative_cash_gain_yuan
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-12,-502.93533579682844,8693.808337610408,-9196.743673407269,-1888.012872447024,-490.0389359259857,1705553.653944076,1706056.5892798728,6895.111416758061,7173.092755226488,6818.206950811135,7114.890175392208,february_december,46146.48625518589
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-04,9524.859174784993,-7989.091703252239,17513.950878037227,2719.2367067759537,9587.002266375428,946012.2817225718,936487.4225477868,7465.440572772747,6273.8297498061165,7465.440572772747,6363.947382110587,april_december,9524.859174784993
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-05,13029.858293671361,-4364.457723188842,17394.316016860164,2614.3414242803333,14402.882185706365,994586.3103484086,981556.4520547373,6273.8297498061165,7791.964262020834,6363.947382110587,9873.19078641503,april_december,22554.717468456354
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-06,631.3278178396868,-8035.811606552215,8667.139424391897,1966.5862837397005,-803.8391657857524,1338015.2695482797,1337383.94173044,7791.964262020834,10800.0,9873.19078641503,10800.0,april_december,23186.04528629604
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-07,-1409.7245536063347,-4992.352329347203,3582.6277757408466,472.7269580049617,-1409.7245536063347,1557842.5706928202,1559252.2952464265,10800.0,10800.0,10800.0,10800.0,april_december,21776.320732689706
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-08,10025.826015894349,-8399.244173557578,18425.070189451922,2833.924985408022,10948.832666132517,1279843.038711614,1269817.2126957197,10800.0,9081.063529149225,10800.0,10419.573921727533,april_december,31802.146748584055
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-09,2121.449055089357,661.5036262082249,1459.9454288811182,-120.0286263803552,1193.6023315923028,1189914.4159533961,1187792.9668983067,9081.063529149225,4276.057404752401,10419.573921727533,4269.038508023773,april_december,33923.59580367341
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-10,7261.468213648455,9405.632047657036,-2144.1638340085824,-740.7199183062372,7261.947143730276,1164409.6408745858,1157148.1726609373,4276.057404752401,6996.4202608561,4269.038508023773,6990.095890967197,april_december,41185.06401732186
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-11,5464.3575736608545,1744.9278642261343,3719.429709434741,692.4402286879196,5415.687127471403,1261958.0603212656,1256493.7027476048,6996.4202608561,6895.111416758061,6990.095890967197,6818.206950811135,april_december,46649.42159098272
fixed_w28_vs_raw,Fixed price: 28-day correction vs raw PV,2025-12,-502.93533579682844,8693.808337610408,-9196.743673407269,-1888.012872447024,-490.0389359259857,1705553.653944076,1706056.5892798728,6895.111416758061,7173.092755226488,6818.206950811135,7114.890175392208,april_december,46146.48625518589
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-02,0.0,0.0,0.0,0.0,0.0,1212757.1539671384,1212757.1539671384,7268.4231640740745,7583.230889900954,7268.4231640740745,7583.230889900954,february_december,0.0
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-03,0.0,0.0,0.0,0.0,0.0,1121987.6651388987,1121987.6651388987,7583.230889900954,7465.440572772747,7583.230889900954,7465.440572772747,february_december,0.0
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-04,8978.421770605422,-8022.8317217607855,17001.253492366184,2649.796495566338,9027.576554836067,946012.2817225718,937033.8599519664,7465.440572772747,6273.8297498061165,7465.440572772747,6345.112215128207,february_december,8978.421770605422
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-05,7911.80790148644,-7403.717087829093,15315.52498931551,2317.1265321611854,8941.807168251735,994586.3103484086,986674.5024469221,6273.8297498061165,7791.964262020834,6345.112215128207,9356.913888416619,february_december,16890.22967209186
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-06,3576.280502038764,-6707.6036929602815,10283.884194999055,2369.230591080948,2497.1264510428255,1338015.2695482797,1334438.989046241,7791.964262020834,10800.0,9356.913888416619,10800.0,february_december,20466.510174130624
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-07,-2531.74033263401,-3690.548770082285,1158.8084374482198,-176.2523103878758,-2531.74033263401,1557842.5706928202,1560374.3110254542,10800.0,10800.0,10800.0,10800.0,february_december,17934.769841496614
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-08,12382.029810523352,-3690.0244202962895,16072.054230819625,2509.4346549593165,13137.18560905566,1279843.038711614,1267461.0089010906,10800.0,9081.063529149225,10800.0,10176.16277257336,february_december,30316.799652019967
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-09,1382.6095758044903,-284.9173651698802,1667.526940974357,-48.86563519595762,629.451327582247,1189914.4159533961,1188531.8063775916,9081.063529149225,4276.057404752401,10176.16277257336,4278.954178951187,february_december,31699.409227824457
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-10,9078.316793657821,11337.682756467577,-2259.3659628097676,-711.6066930412246,9071.958100170694,1164409.6408745858,1155331.324080928,4276.057404752401,6996.4202608561,4278.954178951187,6990.095890967197,february_december,40777.726021482275
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-11,2657.0640446965335,1159.5237068594506,1497.5403378370693,215.4578739072549,2569.4419621061297,1261958.0603212656,1259300.996276569,6996.4202608561,6895.111416758061,6990.095890967197,6761.720716267589,february_december,43434.79006617881
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-12,5358.180538144985,5605.825384885509,-247.64484674050988,-62.25904826278872,5409.681620451442,1705553.653944076,1700195.4734059311,6895.111416758061,7173.092755226488,6761.720716267589,7114.387035476335,february_december,48792.9706043238
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-04,8978.421770605422,-8022.8317217607855,17001.253492366184,2649.796495566338,9027.576554836067,946012.2817225718,937033.8599519664,7465.440572772747,6273.8297498061165,7465.440572772747,6345.112215128207,april_december,8978.421770605422
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-05,7911.80790148644,-7403.717087829093,15315.52498931551,2317.1265321611854,8941.807168251735,994586.3103484086,986674.5024469221,6273.8297498061165,7791.964262020834,6345.112215128207,9356.913888416619,april_december,16890.22967209186
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-06,3576.280502038764,-6707.6036929602815,10283.884194999055,2369.230591080948,2497.1264510428255,1338015.2695482797,1334438.989046241,7791.964262020834,10800.0,9356.913888416619,10800.0,april_december,20466.510174130624
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-07,-2531.74033263401,-3690.548770082285,1158.8084374482198,-176.2523103878758,-2531.74033263401,1557842.5706928202,1560374.3110254542,10800.0,10800.0,10800.0,10800.0,april_december,17934.769841496614
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-08,12382.029810523352,-3690.0244202962895,16072.054230819625,2509.4346549593165,13137.18560905566,1279843.038711614,1267461.0089010906,10800.0,9081.063529149225,10800.0,10176.16277257336,april_december,30316.799652019967
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-09,1382.6095758044903,-284.9173651698802,1667.526940974357,-48.86563519595762,629.451327582247,1189914.4159533961,1188531.8063775916,9081.063529149225,4276.057404752401,10176.16277257336,4278.954178951187,april_december,31699.409227824457
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-10,9078.316793657821,11337.682756467577,-2259.3659628097676,-711.6066930412246,9071.958100170694,1164409.6408745858,1155331.324080928,4276.057404752401,6996.4202608561,4278.954178951187,6990.095890967197,april_december,40777.726021482275
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-11,2657.0640446965335,1159.5237068594506,1497.5403378370693,215.4578739072549,2569.4419621061297,1261958.0603212656,1259300.996276569,6996.4202608561,6895.111416758061,6990.095890967197,6761.720716267589,april_december,43434.79006617881
fixed_w56_vs_raw,Fixed price: 56-day correction vs raw PV,2025-12,5358.180538144985,5605.825384885509,-247.64484674050988,-62.25904826278872,5409.681620451442,1705553.653944076,1700195.4734059311,6895.111416758061,7173.092755226488,6761.720716267589,7114.387035476335,april_december,48792.9706043238
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-02,0.0,0.0,0.0,0.0,0.0,1172155.928579549,1172155.928579549,7268.4231640740745,7647.4894106298625,7268.4231640740745,7647.4894106298625,february_december,0.0
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-03,0.0,0.0,0.0,0.0,0.0,1079716.4752034117,1079716.4752034117,7647.4894106298625,7614.02097434675,7647.4894106298625,7614.02097434675,february_december,0.0
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-04,9768.93520901525,-8234.169322051024,18003.10453106628,2797.36493284072,9915.840684090943,909144.5774332631,899375.6422242478,7614.02097434675,6482.401016676821,7614.02097434675,6695.43794882106,february_december,9768.93520901525
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-05,12223.768084651949,-4532.327293437944,16756.095378089904,2704.0448837116137,13708.842465920094,957324.092748925,945100.3246642731,6482.401016676821,8074.143048894509,6695.43794882106,10440.780383122841,february_december,21992.703293667197
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-06,3044.2502119105666,-6397.461497759115,9441.711709669711,1818.2265692093597,1412.2703555667285,1295729.8070205203,1292685.5568086097,8074.143048894509,10800.0,10440.780383122841,10800.0,february_december,25036.953505577763
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-07,-149.74552450039118,-3929.8985488900253,3780.1530243896145,478.88456785792243,-149.74552450039096,1515728.4004923115,1515878.1460168117,10800.0,10800.0,10800.0,10800.0,february_december,24887.207981077372
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-08,9016.762438562211,-10171.332994061097,19188.09543262331,3039.0566249000085,10075.368374992293,1238484.1844313531,1229467.421992791,10800.0,9208.950615664937,10800.0,10744.102119926723,february_december,33903.97041963958
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-09,5089.358333820866,2539.2178941733364,2550.1404396475255,-69.9643429070652,4030.7523973907846,1150841.2018749039,1145751.8435410832,9208.950615664937,4287.821048778514,10744.102119926723,4287.8210487785145,february_december,38993.328753460446
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-10,8175.9051953042435,9585.332342804513,-1409.4271475002834,-585.2118633521407,8172.898234863215,1122064.1381448084,1113888.2329495042,4287.821048778514,6962.838318958111,4287.8210487785145,6958.477735207876,february_december,47169.23394876469
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-11,4702.535515147174,910.6501334946515,3791.885381652516,710.5209812099347,4601.403424554961,1215375.686603731,1210673.151088584,6962.838318958111,7072.220920917134,6958.477735207876,6921.2022884454545,february_december,51871.76946391186
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-12,-943.1422471639271,8799.196581927314,-9742.338829091252,-1999.4412143084746,-909.7313596325404,1650362.8443750353,1651305.9866221992,7072.220920917134,7532.2541626392085,6921.2022884454545,7429.686773909366,february_december,50928.62721674793
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-04,9768.93520901525,-8234.169322051024,18003.10453106628,2797.36493284072,9915.840684090943,909144.5774332631,899375.6422242478,7614.02097434675,6482.401016676821,7614.02097434675,6695.43794882106,april_december,9768.93520901525
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-05,12223.768084651949,-4532.327293437944,16756.095378089904,2704.0448837116137,13708.842465920094,957324.092748925,945100.3246642731,6482.401016676821,8074.143048894509,6695.43794882106,10440.780383122841,april_december,21992.703293667197
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-06,3044.2502119105666,-6397.461497759115,9441.711709669711,1818.2265692093597,1412.2703555667285,1295729.8070205203,1292685.5568086097,8074.143048894509,10800.0,10440.780383122841,10800.0,april_december,25036.953505577763
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-07,-149.74552450039118,-3929.8985488900253,3780.1530243896145,478.88456785792243,-149.74552450039096,1515728.4004923115,1515878.1460168117,10800.0,10800.0,10800.0,10800.0,april_december,24887.207981077372
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-08,9016.762438562211,-10171.332994061097,19188.09543262331,3039.0566249000085,10075.368374992293,1238484.1844313531,1229467.421992791,10800.0,9208.950615664937,10800.0,10744.102119926723,april_december,33903.97041963958
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-09,5089.358333820866,2539.2178941733364,2550.1404396475255,-69.9643429070652,4030.7523973907846,1150841.2018749039,1145751.8435410832,9208.950615664937,4287.821048778514,10744.102119926723,4287.8210487785145,april_december,38993.328753460446
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-10,8175.9051953042435,9585.332342804513,-1409.4271475002834,-585.2118633521407,8172.898234863215,1122064.1381448084,1113888.2329495042,4287.821048778514,6962.838318958111,4287.8210487785145,6958.477735207876,april_december,47169.23394876469
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-11,4702.535515147174,910.6501334946515,3791.885381652516,710.5209812099347,4601.403424554961,1215375.686603731,1210673.151088584,6962.838318958111,7072.220920917134,6958.477735207876,6921.2022884454545,april_december,51871.76946391186
efficiency_w28_vs_raw,Higher efficiency: 28-day correction vs raw PV,2025-12,-943.1422471639271,8799.196581927314,-9742.338829091252,-1999.4412143084746,-909.7313596325404,1650362.8443750353,1651305.9866221992,7072.220920917134,7532.2541626392085,6921.2022884454545,7429.686773909366,april_december,50928.62721674793
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-02,0.0,0.0,0.0,0.0,0.0,1212757.1539671384,1212757.1539671384,7268.4231640740745,7583.230889900952,7268.4231640740745,7583.230889900952,february_december,0.0
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-03,0.0,0.0,0.0,0.0,0.0,1121987.6651388987,1121987.6651388987,7583.230889900952,7465.44057277274,7583.230889900952,7465.44057277274,february_december,0.0
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-04,9561.998401011297,-7951.952477025938,17513.950878037238,2719.2367067759546,9666.699773526989,945997.9968584924,936435.9984574812,7465.44057277274,6253.623812748189,7465.44057277274,6405.457903210382,february_december,9561.998401011297
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-05,13111.154023058536,-4375.595282543409,17486.749305601963,2658.263158061182,14425.41287609106,994588.3021944064,981477.1481713478,6253.623812748189,7829.386746029175,6405.457903210382,9887.110824248399,february_december,22673.152424069835
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-06,553.4264823620542,-8042.277902058468,8595.704384420527,1932.9060481321892,-865.5337431861628,1337942.3756946481,1337388.9492122862,7829.386746029175,10800.0,9887.110824248399,10800.0,february_december,23226.57890643189
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-07,-1406.9760521689022,-4989.603827909763,3582.6277757408366,472.7269580049615,-1406.9760521689022,1557842.642573544,1559249.6186257128,10800.0,10800.0,10800.0,10800.0,february_december,21819.602854262987
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-08,10025.826015894287,-8399.244173557581,18425.070189451875,2833.924985408016,10948.832666132454,1279843.038711614,1269817.2126957197,10800.0,9081.063529149233,10800.0,10419.57392172754,february_december,31845.428870157273
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-09,2120.036630687293,660.0912018061972,1459.9454288810864,-120.02862638035958,1197.0299804491247,1189913.9515056722,1187793.9148749849,9081.063529149233,4271.667967575352,10419.57392172754,4271.667967575352,february_december,33965.46550084457
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-10,7260.884081927208,9405.047915935773,-2144.1638340085824,-740.7199183062377,7256.522938750145,1164409.0231442146,1157148.1390622875,4271.667967575352,6996.4202608561,4271.667967575352,6990.095890967199,february_december,41226.34958277178
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-11,5465.215219603029,1745.785510168269,3719.4297094347376,692.4402286879194,5469.576362780094,1261959.9919318287,1256494.7767122258,6996.4202608561,6810.15208066627,6990.095890967199,6810.152080666272,february_december,46691.56480237481
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-12,-503.14120770203954,8693.602465705211,-9196.743673407282,-1888.012872447027,-499.4894194235952,1705554.845048148,1706057.98625585,6810.15208066627,7086.667934802389,6810.152080666272,7091.963624233157,february_december,46188.42359467277
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-04,9561.998401011297,-7951.952477025938,17513.950878037238,2719.2367067759546,9666.699773526989,945997.9968584924,936435.9984574812,7465.44057277274,6253.623812748189,7465.44057277274,6405.457903210382,april_december,9561.998401011297
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-05,13111.154023058536,-4375.595282543409,17486.749305601963,2658.263158061182,14425.41287609106,994588.3021944064,981477.1481713478,6253.623812748189,7829.386746029175,6405.457903210382,9887.110824248399,april_december,22673.152424069835
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-06,553.4264823620542,-8042.277902058468,8595.704384420527,1932.9060481321892,-865.5337431861628,1337942.3756946481,1337388.9492122862,7829.386746029175,10800.0,9887.110824248399,10800.0,april_december,23226.57890643189
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-07,-1406.9760521689022,-4989.603827909763,3582.6277757408366,472.7269580049615,-1406.9760521689022,1557842.642573544,1559249.6186257128,10800.0,10800.0,10800.0,10800.0,april_december,21819.602854262987
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-08,10025.826015894287,-8399.244173557581,18425.070189451875,2833.924985408016,10948.832666132454,1279843.038711614,1269817.2126957197,10800.0,9081.063529149233,10800.0,10419.57392172754,april_december,31845.428870157273
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-09,2120.036630687293,660.0912018061972,1459.9454288810864,-120.02862638035958,1197.0299804491247,1189913.9515056722,1187793.9148749849,9081.063529149233,4271.667967575352,10419.57392172754,4271.667967575352,april_december,33965.46550084457
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-10,7260.884081927208,9405.047915935773,-2144.1638340085824,-740.7199183062377,7256.522938750145,1164409.0231442146,1157148.1390622875,4271.667967575352,6996.4202608561,4271.667967575352,6990.095890967199,april_december,41226.34958277178
soft_w28_vs_raw,Soft terminal: 28-day correction vs raw PV,2025-11,5465.215219603029,1745.785510168269,3719.4297094347376,692.4402286879194,5469.576362780094,1261959.9919318287,1256494.7767122258,6996.4202608561,6810.15208066627,6990.095890967199,6810.152080666272,april_december,46691.56480237481
