issue_time,interval_start,interval_end,price_forecast_yuan_per_kwh,lag7_forecast_yuan_per_kwh
2025-02-01 00:00:00,2025-02-01 05:10:00,2025-02-01 05:20:00,0.4105671673611343,0.411
2025-02-01 00:00:00,2025-02-01 05:20:00,2025-02-01 05:30:00,0.427986250877256,0.4424
2025-02-01 00:00:00,2025-02-01 05:30:00,2025-02-01 05:40:00,0.40645676570426703,0.415
2025-02-01 00:00:00,2025-02-01 05:40:00,2025-02-01 05:50:00,0.5650622778120156,0.5778
2025-02-01 00:00:00,2025-02-01 05:50:00,2025-02-01 06:00:00,0.8355765241238455,0.8628
2025-02-01 00:00:00,2025-02-01 06:00:00,2025-02-01 06:10:00,0.9001887626758699,0.9186
2025-02-01 00:00:00,2025-02-01 06:10:00,2025-02-01 06:20:00,0.8672693730892805,0.8652
2025-02-01 00:00:00,2025-02-01 06:20:00,2025-02-01 06:30:00,0.8416062977142822,0.827
2025-02-01 00:00:00,2025-02-01 06:30:00,2025-02-01 06:40:00,0.8227898206185251,0.8144
2025-02-01 00:00:00,2025-02-01 06:40:00,2025-02-01 06:50:00,0.8399962482811347,0.847
2025-02-01 00:00:00,2025-02-01 06:50:00,2025-02-01 07:00:00,0.8634738817018802,0.8765
2025-02-01 00:00:00,2025-02-01 07:00:00,2025-02-01 07:10:00,0.8323977674921998,0.8308
2025-02-01 00:00:00,2025-02-01 07:10:00,2025-02-01 07:20:00,0.8249435963078741,0.8187
2025-02-01 00:00:00,2025-02-01 07:20:00,2025-02-01 07:30:00,0.8266176167435854,0.8326
2025-02-01 00:00:00,2025-02-01 07:30:00,2025-02-01 07:40:00,0.7711724931118357,0.7834
2025-02-01 00:00:00,2025-02-01 07:40:00,2025-02-01 07:50:00,0.8814140421723071,0.8891
2025-02-01 00:00:00,2025-02-01 07:50:00,2025-02-01 08:00:00,1.08468694085723,1.0877
2025-02-01 00:00:00,2025-02-01 08:00:00,2025-02-01 08:10:00,1.0638521715426092,1.0753
2025-02-01 00:00:00,2025-02-01 08:10:00,2025-02-01 08:20:00,0.9927518942035886,1.008
2025-02-01 00:00:00,2025-02-01 08:20:00,2025-02-01 08:30:00,0.9829616121167706,0.9948
2025-02-01 00:00:00,2025-02-01 08:30:00,2025-02-01 08:40:00,0.9725445850375012,0.9864
2025-02-01 00:00:00,2025-02-01 08:40:00,2025-02-01 08:50:00,0.9625154416833265,0.9659
2025-02-01 00:00:00,2025-02-01 08:50:00,2025-02-01 09:00:00,0.9661333312242246,0.9624
2025-02-01 00:00:00,2025-02-01 09:00:00,2025-02-01 09:10:00,0.9797449455838849,1.0042
2025-02-01 00:00:00,2025-02-01 09:10:00,2025-02-01 09:20:00,0.9561132962887188,0.9788
2025-02-01 00:00:00,2025-02-01 09:20:00,2025-02-01 09:30:00,0.8923615324026847,0.8845
2025-02-01 00:00:00,2025-02-01 09:30:00,2025-02-01 09:40:00,0.850602430853474,0.8496
2025-02-01 00:00:00,2025-02-01 09:40:00,2025-02-01 09:50:00,0.92616061492367,0.9332
2025-02-01 00:00:00,2025-02-01 09:50:00,2025-02-01 10:00:00,1.0532117600323367,1.0579
2025-02-01 00:00:00,2025-02-01 10:00:00,2025-02-01 10:10:00,1.060184129014637,1.0779
2025-02-01 00:00:00,2025-02-01 10:10:00,2025-02-01 10:20:00,1.024076688348954,1.0419
2025-02-01 00:00:00,2025-02-01 10:20:00,2025-02-01 10:30:00,1.036222734598601,1.0423
2025-02-01 00:00:00,2025-02-01 10:30:00,2025-02-01 10:40:00,1.0629700213272277,1.0756
2025-02-01 00:00:00,2025-02-01 10:40:00,2025-02-01 10:50:00,0.7942110237747312,0.8057
2025-02-01 00:00:00,2025-02-01 10:50:00,2025-02-01 11:00:00,0.38877784234934226,0.3884
2025-02-01 00:00:00,2025-02-01 11:00:00,2025-02-01 11:10:00,0.3491104826464323,0.35
2025-02-01 00:00:00,2025-02-01 11:10:00,2025-02-01 11:20:00,0.4151511492342466,0.4148
2025-02-01 00:00:00,2025-02-01 11:20:00,2025-02-01 11:30:00,0.4132311698044978,0.4112
2025-02-01 00:00:00,2025-02-01 11:30:00,2025-02-01 11:40:00,0.4235568345222734,0.4374
2025-02-01 00:00:00,2025-02-01 11:40:00,2025-02-01 11:50:00,0.41062468190102963,0.4288
2025-02-01 00:00:00,2025-02-01 11:50:00,2025-02-01 12:00:00,0.3736233053053738,0.3788
2025-02-01 00:00:00,2025-02-01 12:00:00,2025-02-01 12:10:00,0.3627708815948019,0.3606
2025-02-01 00:00:00,2025-02-01 12:10:00,2025-02-01 12:20:00,0.36541377953741894,0.3588
2025-02-01 00:00:00,2025-02-01 12:20:00,2025-02-01 12:30:00,0.35658215877085875,0.3527
2025-02-01 00:00:00,2025-02-01 12:30:00,2025-02-01 12:40:00,0.3517751821743762,0.3644
2025-02-01 00:00:00,2025-02-01 12:40:00,2025-02-01 12:50:00,0.4987116384052411,0.5034
2025-02-01 00:00:00,2025-02-01 12:50:00,2025-02-01 13:00:00,0.7189234191735756,0.7008
2025-02-01 00:00:00,2025-02-01 13:00:00,2025-02-01 13:10:00,0.7587652309370532,0.7507
2025-02-01 00:00:00,2025-02-01 13:10:00,2025-02-01 13:20:00,0.6983331205835388,0.6988
2025-02-01 00:00:00,2025-02-01 13:20:00,2025-02-01 13:30:00,0.661098330529828,0.6596
2025-02-01 00:00:00,2025-02-01 13:30:00,2025-02-01 13:40:00,0.7062154142795143,0.7169
2025-02-01 00:00:00,2025-02-01 13:40:00,2025-02-01 13:50:00,0.8080960902308125,0.8205
2025-02-01 00:00:00,2025-02-01 13:50:00,2025-02-01 14:00:00,0.9212457475088232,0.9261
2025-02-01 00:00:00,2025-02-01 14:00:00,2025-02-01 14:10:00,1.0045742821363433,1.0206
2025-02-01 00:00:00,2025-02-01 14:10:00,2025-02-01 14:20:00,1.0337201723427694,1.0622
2025-02-01 00:00:00,2025-02-01 14:20:00,2025-02-01 14:30:00,1.0628900046618182,1.0917
2025-02-01 00:00:00,2025-02-01 14:30:00,2025-02-01 14:40:00,1.125000824557396,1.146
2025-02-01 00:00:00,2025-02-01 14:40:00,2025-02-01 14:50:00,0.8985777760019519,0.9135
2025-02-01 00:00:00,2025-02-01 14:50:00,2025-02-01 15:00:00,0.5236886032562971,0.5321
2025-02-01 00:00:00,2025-02-01 15:00:00,2025-02-01 15:10:00,0.5032215372578966,0.4975
2025-02-01 00:00:00,2025-02-01 15:10:00,2025-02-01 15:20:00,0.5978082727258318,0.5951
2025-02-01 00:00:00,2025-02-01 15:20:00,2025-02-01 15:30:00,0.6218940809642163,0.6319
2025-02-01 00:00:00,2025-02-01 15:30:00,2025-02-01 15:40:00,0.627487825918349,0.6274
2025-02-01 00:00:00,2025-02-01 15:40:00,2025-02-01 15:50:00,0.6370066437399985,0.6317
2025-02-01 00:00:00,2025-02-01 15:50:00,2025-02-01 16:00:00,0.659181002818507,0.6658
2025-02-01 00:00:00,2025-02-01 16:00:00,2025-02-01 16:10:00,0.6967626986876896,0.7145
2025-02-01 00:00:00,2025-02-01 16:10:00,2025-02-01 16:20:00,0.7417398181986317,0.7548
2025-02-01 00:00:00,2025-02-01 16:20:00,2025-02-01 16:30:00,0.7737319745444569,0.7742
2025-02-01 00:00:00,2025-02-01 16:30:00,2025-02-01 16:40:00,0.7766146246731086,0.7791
2025-02-01 00:00:00,2025-02-01 16:40:00,2025-02-01 16:50:00,0.786699665658872,0.8002
2025-02-01 00:00:00,2025-02-01 16:50:00,2025-02-01 17:00:00,0.7939852112589418,0.8094
2025-02-01 00:00:00,2025-02-01 17:00:00,2025-02-01 17:10:00,0.7620938972810014,0.7591
2025-02-01 00:00:00,2025-02-01 17:10:00,2025-02-01 17:20:00,0.7773233335304518,0.7702
2025-02-01 00:00:00,2025-02-01 17:20:00,2025-02-01 17:30:00,0.7994429550368873,0.8053
2025-02-01 00:00:00,2025-02-01 17:30:00,2025-02-01 17:40:00,0.7317164385359176,0.7382
2025-02-01 00:00:00,2025-02-01 17:40:00,2025-02-01 17:50:00,0.864402140711036,0.8726
2025-02-01 00:00:00,2025-02-01 17:50:00,2025-02-01 18:00:00,1.1355536148380847,1.145
2025-02-01 00:00:00,2025-02-01 18:00:00,2025-02-01 18:10:00,1.1709842382162277,1.1657
2025-02-01 00:00:00,2025-02-01 18:10:00,2025-02-01 18:20:00,1.1416522062042491,1.1371
2025-02-01 00:00:00,2025-02-01 18:20:00,2025-02-01 18:30:00,1.145826931575425,1.1599
2025-02-01 00:00:00,2025-02-01 18:30:00,2025-02-01 18:40:00,1.1204748941038638,1.1397
2025-02-01 00:00:00,2025-02-01 18:40:00,2025-02-01 18:50:00,1.2042397566548386,1.213
2025-02-01 00:00:00,2025-02-01 18:50:00,2025-02-01 19:00:00,1.3517085160626692,1.3527
2025-02-01 00:00:00,2025-02-01 19:00:00,2025-02-01 19:10:00,1.3577139986621924,1.3722
2025-02-01 00:00:00,2025-02-01 19:10:00,2025-02-01 19:20:00,1.3211247725580222,1.3405
2025-02-01 00:00:00,2025-02-01 19:20:00,2025-02-01 19:30:00,1.3192777188989286,1.3251
2025-02-01 00:00:00,2025-02-01 19:30:00,2025-02-01 19:40:00,1.328672156894916,1.324
2025-02-01 00:00:00,2025-02-01 19:40:00,2025-02-01 19:50:00,1.3243729160058775,1.3285
2025-02-01 00:00:00,2025-02-01 19:50:00,2025-02-01 20:00:00,1.3229300506618604,1.3443
2025-02-01 00:00:00,2025-02-01 20:00:00,2025-02-01 20:10:00,1.353039660772538,1.3733
2025-02-01 00:00:00,2025-02-01 20:10:00,2025-02-01 20:20:00,1.3340576703207336,1.3446
2025-02-01 00:00:00,2025-02-01 20:20:00,2025-02-01 20:30:00,1.3187970614613251,1.3228
2025-02-01 00:00:00,2025-02-01 20:30:00,2025-02-01 20:40:00,1.3967432300143972,1.4005
2025-02-01 00:00:00,2025-02-01 20:40:00,2025-02-01 20:50:00,1.1880626479769743,1.1964
2025-02-01 00:00:00,2025-02-01 20:50:00,2025-02-01 21:00:00,0.8041600527382823,0.8153
2025-02-01 00:00:00,2025-02-01 21:00:00,2025-02-01 21:10:00,0.7673245827868862,0.7737
2025-02-01 00:00:00,2025-02-01 21:10:00,2025-02-01 21:20:00,0.817200392900775,0.8236
2025-02-01 00:00:00,2025-02-01 21:20:00,2025-02-01 21:30:00,0.8162754367214614,0.8235
2025-02-01 00:00:00,2025-02-01 21:30:00,2025-02-01 21:40:00,0.8532960505410869,0.8482
2025-02-01 00:00:00,2025-02-01 21:40:00,2025-02-01 21:50:00,0.6442035388105869,0.6408
2025-02-01 00:00:00,2025-02-01 21:50:00,2025-02-01 22:00:00,0.2996156553730643,0.3085
2025-02-01 00:00:00,2025-02-01 22:00:00,2025-02-01 22:10:00,0.25972307036471837,0.2605
2025-02-01 00:00:00,2025-02-01 22:10:00,2025-02-01 22:20:00,0.3253425253838762,0.3204
2025-02-01 00:00:00,2025-02-01 22:20:00,2025-02-01 22:30:00,0.3319349727458574,0.3296
2025-02-01 00:00:00,2025-02-01 22:30:00,2025-02-01 22:40:00,0.3143237099426674,0.3061
2025-02-01 00:00:00,2025-02-01 22:40:00,2025-02-01 22:50:00,0.30502209243410877,0.2963
2025-02-01 00:00:00,2025-02-01 22:50:00,2025-02-01 23:00:00,0.30431021373998557,0.3014
2025-02-01 00:00:00,2025-02-01 23:00:00,2025-02-01 23:10:00,0.29857434928494,0.2952
2025-02-01 00:00:00,2025-02-01 23:10:00,2025-02-01 23:20:00,0.3327180785947414,0.3396
2025-02-01 00:00:00,2025-02-01 23:20:00,2025-02-01 23:30:00,0.37814323718145426,0.3992
2025-02-01 00:00:00,2025-02-01 23:30:00,2025-02-01 23:40:00,0.35749207438285097,0.3718
2025-02-01 00:00:00,2025-02-01 23:40:00,2025-02-01 23:50:00,0.349298861263679,0.3638
2025-02-01 00:00:00,2025-02-01 23:50:00,2025-02-02 00:00:00,0.3889410874576383,0.4179
2025-02-01 06:00:00,2025-02-01 06:00:00,2025-02-01 06:10:00,0.8980577472399548,0.9186
2025-02-01 06:00:00,2025-02-01 06:10:00,2025-02-01 06:20:00,0.8651454918075625,0.8652
2025-02-01 06:00:00,2025-02-01 06:20:00,2025-02-01 06:30:00,0.839505711312014,0.827
2025-02-01 06:00:00,2025-02-01 06:30:00,2025-02-01 06:40:00,0.82075262978972,0.8144
2025-02-01 06:00:00,2025-02-01 06:40:00,2025-02-01 06:50:00,0.8380323761444676,0.847
2025-02-01 06:00:00,2025-02-01 06:50:00,2025-02-01 07:00:00,0.8615604570851545,0.8765
2025-02-01 06:00:00,2025-02-01 07:00:00,2025-02-01 07:10:00,0.8305044828518969,0.8308
2025-02-01 06:00:00,2025-02-01 07:10:00,2025-02-01 07:20:00,0.8230850741136257,0.8187
2025-02-01 06:00:00,2025-02-01 07:20:00,2025-02-01 07:30:00,0.8248278703822672,0.8326
2025-02-01 06:00:00,2025-02-01 07:30:00,2025-02-01 07:40:00,0.7694539364371804,0.7834
2025-02-01 06:00:00,2025-02-01 07:40:00,2025-02-01 07:50:00,0.8796925288045796,0.8891
2025-02-01 06:00:00,2025-02-01 07:50:00,2025-02-01 08:00:00,1.0829332618672955,1.0877
2025-02-01 06:00:00,2025-02-01 08:00:00,2025-02-01 08:10:00,1.0621598556501117,1.0753
2025-02-01 06:00:00,2025-02-01 08:10:00,2025-02-01 08:20:00,0.9911235667951659,1.008
2025-02-01 06:00:00,2025-02-01 08:20:00,2025-02-01 08:30:00,0.9813611345760461,0.9948
2025-02-01 06:00:00,2025-02-01 08:30:00,2025-02-01 08:40:00,0.9709820728843892,0.9864
2025-02-01 06:00:00,2025-02-01 08:40:00,2025-02-01 08:50:00,0.9609606942424903,0.9659
2025-02-01 06:00:00,2025-02-01 08:50:00,2025-02-01 09:00:00,0.9645874193154541,0.9624
2025-02-01 06:00:00,2025-02-01 09:00:00,2025-02-01 09:10:00,0.9782810975814313,1.0042
2025-02-01 06:00:00,2025-02-01 09:10:00,2025-02-01 09:20:00,0.9546732486200425,0.9788
2025-02-01 06:00:00,2025-02-01 09:20:00,2025-02-01 09:30:00,0.8908904474961522,0.8845
2025-02-01 06:00:00,2025-02-01 09:30:00,2025-02-01 09:40:00,0.8491745535056978,0.8496
2025-02-01 06:00:00,2025-02-01 09:40:00,2025-02-01 09:50:00,0.9247414258868095,0.9332
2025-02-01 06:00:00,2025-02-01 09:50:00,2025-02-01 10:00:00,1.0517603706102863,1.0579
2025-02-01 06:00:00,2025-02-01 10:00:00,2025-02-01 10:10:00,1.0587676330482156,1.0779
2025-02-01 06:00:00,2025-02-01 10:10:00,2025-02-01 10:20:00,1.0226765239148567,1.0419
2025-02-01 06:00:00,2025-02-01 10:20:00,2025-02-01 10:30:00,1.0347958790381702,1.0423
2025-02-01 06:00:00,2025-02-01 10:30:00,2025-02-01 10:40:00,1.0615506094771328,1.0756
2025-02-01 06:00:00,2025-02-01 10:40:00,2025-02-01 10:50:00,0.7928667768361524,0.8057
2025-02-01 06:00:00,2025-02-01 10:50:00,2025-02-01 11:00:00,0.387523054532754,0.3884
2025-02-01 06:00:00,2025-02-01 11:00:00,2025-02-01 11:10:00,0.34786468950549443,0.35
2025-02-01 06:00:00,2025-02-01 11:10:00,2025-02-01 11:20:00,0.41387582043589644,0.4148
2025-02-01 06:00:00,2025-02-01 11:20:00,2025-02-01 11:30:00,0.41194371183788897,0.4112
2025-02-01 06:00:00,2025-02-01 11:30:00,2025-02-01 11:40:00,0.4222912683474088,0.4374
2025-02-01 06:00:00,2025-02-01 11:40:00,2025-02-01 11:50:00,0.40936086880276784,0.4288
2025-02-01 06:00:00,2025-02-01 11:50:00,2025-02-01 12:00:00,0.372328641825788,0.3788
2025-02-01 06:00:00,2025-02-01 12:00:00,2025-02-01 12:10:00,0.3614493447675941,0.3606
2025-02-01 06:00:00,2025-02-01 12:10:00,2025-02-01 12:20:00,0.3640671556030744,0.3588
2025-02-01 06:00:00,2025-02-01 12:20:00,2025-02-01 12:30:00,0.35522929994251307,0.3527
2025-02-01 06:00:00,2025-02-01 12:30:00,2025-02-01 12:40:00,0.35044527517276136,0.3644
2025-02-01 06:00:00,2025-02-01 12:40:00,2025-02-01 12:50:00,0.49730542981289644,0.5034
2025-02-01 06:00:00,2025-02-01 12:50:00,2025-02-01 13:00:00,0.7173862801687965,0.7008
2025-02-01 06:00:00,2025-02-01 13:00:00,2025-02-01 13:10:00,0.7572237896232766,0.7507
2025-02-01 06:00:00,2025-02-01 13:10:00,2025-02-01 13:20:00,0.6968139889689398,0.6988
2025-02-01 06:00:00,2025-02-01 13:20:00,2025-02-01 13:30:00,0.6595719407780873,0.6596
2025-02-01 06:00:00,2025-02-01 13:30:00,2025-02-01 13:40:00,0.7046898268755616,0.7169
2025-02-01 06:00:00,2025-02-01 13:40:00,2025-02-01 13:50:00,0.8065322508322817,0.8205
2025-02-01 06:00:00,2025-02-01 13:50:00,2025-02-01 14:00:00,0.9196208133217751,0.9261
2025-02-01 06:00:00,2025-02-01 14:00:00,2025-02-01 14:10:00,1.0029399873236062,1.0206
2025-02-01 06:00:00,2025-02-01 14:10:00,2025-02-01 14:20:00,1.0320967112905401,1.0622
2025-02-01 06:00:00,2025-02-01 14:20:00,2025-02-01 14:30:00,1.0612518476986799,1.0917
2025-02-01 06:00:00,2025-02-01 14:30:00,2025-02-01 14:40:00,1.1233217026544742,1.146
2025-02-01 06:00:00,2025-02-01 14:40:00,2025-02-01 14:50:00,0.8969482004032827,0.9135
2025-02-01 06:00:00,2025-02-01 14:50:00,2025-02-01 15:00:00,0.5221530436649183,0.5321
2025-02-01 06:00:00,2025-02-01 15:00:00,2025-02-01 15:10:00,0.5016603250002839,0.4975
2025-02-01 06:00:00,2025-02-01 15:10:00,2025-02-01 15:20:00,0.5962274440931719,0.5951
2025-02-01 06:00:00,2025-02-01 15:20:00,2025-02-01 15:30:00,0.6203377610287675,0.6319
2025-02-01 06:00:00,2025-02-01 15:30:00,2025-02-01 15:40:00,0.6259123977204153,0.6274
2025-02-01 06:00:00,2025-02-01 15:40:00,2025-02-01 15:50:00,0.6354235014561157,0.6317
2025-02-01 06:00:00,2025-02-01 15:50:00,2025-02-01 16:00:00,0.6576262393325777,0.6658
2025-02-01 06:00:00,2025-02-01 16:00:00,2025-02-01 16:10:00,0.6952315437419395,0.7145
2025-02-01 06:00:00,2025-02-01 16:10:00,2025-02-01 16:20:00,0.7401963931999812,0.7548
2025-02-01 06:00:00,2025-02-01 16:20:00,2025-02-01 16:30:00,0.7721638507171892,0.7742
2025-02-01 06:00:00,2025-02-01 16:30:00,2025-02-01 16:40:00,0.7750641676731537,0.7791
2025-02-01 06:00:00,2025-02-01 16:40:00,2025-02-01 16:50:00,0.7851859091769519,0.8002
2025-02-01 06:00:00,2025-02-01 16:50:00,2025-02-01 17:00:00,0.7924896810646338,0.8094
2025-02-01 06:00:00,2025-02-01 17:00:00,2025-02-01 17:10:00,0.7605836823942888,0.7591
2025-02-01 06:00:00,2025-02-01 17:10:00,2025-02-01 17:20:00,0.7758169883195499,0.7702
2025-02-01 06:00:00,2025-02-01 17:20:00,2025-02-01 17:30:00,0.7979770098144745,0.8053
2025-02-01 06:00:00,2025-02-01 17:30:00,2025-02-01 17:40:00,0.7302901174316659,0.7382
2025-02-01 06:00:00,2025-02-01 17:40:00,2025-02-01 17:50:00,0.8629588891220148,0.8726
2025-02-01 06:00:00,2025-02-01 17:50:00,2025-02-01 18:00:00,1.134051468957638,1.145
2025-02-01 06:00:00,2025-02-01 18:00:00,2025-02-01 18:10:00,1.1694567272925716,1.1657
2025-02-01 06:00:00,2025-02-01 18:10:00,2025-02-01 18:20:00,1.1401523085270582,1.1371
2025-02-01 06:00:00,2025-02-01 18:20:00,2025-02-01 18:30:00,1.1443838801180262,1.1599
2025-02-01 06:00:00,2025-02-01 18:30:00,2025-02-01 18:40:00,1.119066433726944,1.1397
2025-02-01 06:00:00,2025-02-01 18:40:00,2025-02-01 18:50:00,1.2027978094490042,1.213
2025-02-01 06:00:00,2025-02-01 18:50:00,2025-02-01 19:00:00,1.3502189741576824,1.3527
2025-02-01 06:00:00,2025-02-01 19:00:00,2025-02-01 19:10:00,1.3562643655239732,1.3722
2025-02-01 06:00:00,2025-02-01 19:10:00,2025-02-01 19:20:00,1.319706722223503,1.3405
2025-02-01 06:00:00,2025-02-01 19:20:00,2025-02-01 19:30:00,1.3178380623252506,1.3251
2025-02-01 06:00:00,2025-02-01 19:30:00,2025-02-01 19:40:00,1.3272123549610948,1.324
2025-02-01 06:00:00,2025-02-01 19:40:00,2025-02-01 19:50:00,1.3229377881809106,1.3285
2025-02-01 06:00:00,2025-02-01 19:50:00,2025-02-01 20:00:00,1.3215352449143827,1.3443
2025-02-01 06:00:00,2025-02-01 20:00:00,2025-02-01 20:10:00,1.3516325769101605,1.3733
2025-02-01 06:00:00,2025-02-01 20:10:00,2025-02-01 20:20:00,1.3326310698012476,1.3446
2025-02-01 06:00:00,2025-02-01 20:20:00,2025-02-01 20:30:00,1.317354314091462,1.3228
2025-02-01 06:00:00,2025-02-01 20:30:00,2025-02-01 20:40:00,1.3952682130329186,1.4005
2025-02-01 06:00:00,2025-02-01 20:40:00,2025-02-01 20:50:00,1.1866478379834575,1.1964
2025-02-01 06:00:00,2025-02-01 20:50:00,2025-02-01 21:00:00,0.8028503680753006,0.8153
2025-02-01 06:00:00,2025-02-01 21:00:00,2025-02-01 21:10:00,0.7659981608404018,0.7737
2025-02-01 06:00:00,2025-02-01 21:10:00,2025-02-01 21:20:00,0.8158396117139428,0.8236
2025-02-01 06:00:00,2025-02-01 21:20:00,2025-02-01 21:30:00,0.8148943425024885,0.8235
2025-02-01 06:00:00,2025-02-01 21:30:00,2025-02-01 21:40:00,0.851851537003166,0.8482
2025-02-01 06:00:00,2025-02-01 21:40:00,2025-02-01 21:50:00,0.6427967516583719,0.6408
2025-02-01 06:00:00,2025-02-01 21:50:00,2025-02-01 22:00:00,0.2983076316225093,0.3085
2025-02-01 06:00:00,2025-02-01 22:00:00,2025-02-01 22:10:00,0.2583762477931472,0.2605
2025-02-01 06:00:00,2025-02-01 22:10:00,2025-02-01 22:20:00,0.32392889964039906,0.3204
2025-02-01 06:00:00,2025-02-01 22:20:00,2025-02-01 22:30:00,0.3304883941491764,0.3296
2025-02-01 06:00:00,2025-02-01 22:30:00,2025-02-01 22:40:00,0.3128304681596355,0.3061
2025-02-01 06:00:00,2025-02-01 22:40:00,2025-02-01 22:50:00,0.3034900068015419,0.2963
2025-02-01 06:00:00,2025-02-01 22:50:00,2025-02-01 23:00:00,0.3027492665502092,0.3014
2025-02-01 06:00:00,2025-02-01 23:00:00,2025-02-01 23:10:00,0.29697071303762057,0.2952
2025-02-01 06:00:00,2025-02-01 23:10:00,2025-02-01 23:20:00,0.3310827704396199,0.3396
2025-02-01 06:00:00,2025-02-01 23:20:00,2025-02-01 23:30:00,0.3764807841524645,0.3992
2025-02-01 06:00:00,2025-02-01 23:30:00,2025-02-01 23:40:00,0.3557747105477456,0.3718
2025-02-01 06:00:00,2025-02-01 23:40:00,2025-02-01 23:50:00,0.3475379901769907,0.3638
2025-02-01 06:00:00,2025-02-01 23:50:00,2025-02-02 00:00:00,0.3871542512317853,0.4179
2025-02-01 12:00:00,2025-02-01 12:00:00,2025-02-01 12:10:00,0.3558121203123622,0.3606
2025-02-01 12:00:00,2025-02-01 12:10:00,2025-02-01 12:20:00,0.3584407317327685,0.3588
2025-02-01 12:00:00,2025-02-01 12:20:00,2025-02-01 12:30:00,0.34974952925896774,0.3527
2025-02-01 12:00:00,2025-02-01 12:30:00,2025-02-01 12:40:00,0.34534204184634926,0.3644
2025-02-01 12:00:00,2025-02-01 12:40:00,2025-02-01 12:50:00,0.49203865831099575,0.5034
2025-02-01 12:00:00,2025-02-01 12:50:00,2025-02-01 13:00:00,0.711646680654253,0.7008
2025-02-01 12:00:00,2025-02-01 13:00:00,2025-02-01 13:10:00,0.7517271932766997,0.7507
2025-02-01 12:00:00,2025-02-01 13:10:00,2025-02-01 13:20:00,0.6916325188756214,0.6988
2025-02-01 12:00:00,2025-02-01 13:20:00,2025-02-01 13:30:00,0.6545134667177566,0.6596
2025-02-01 12:00:00,2025-02-01 13:30:00,2025-02-01 13:40:00,0.699913383634993,0.7169
2025-02-01 12:00:00,2025-02-01 13:40:00,2025-02-01 13:50:00,0.801813507095335,0.8205
