date,slot_id,load_actual_kw,interval_end,interval_start,pv_actual_kw,actual_price_yuan_per_kwh,fixed_price_yuan_per_kwh,load_actual_kwh,pv_actual_kwh,net_load_actual_kwh
2025-01-01 00:00:00,21,4179.18,2025-01-01 03:30:00,2025-01-01 03:20:00,0.0,0.4669,0.4356,696.5300000000001,0.0,696.5300000000001
2025-01-01 00:00:00,22,3953.3711,2025-01-01 03:40:00,2025-01-01 03:30:00,0.0,0.4501,0.4353,658.8951833333333,0.0,658.8951833333333
2025-01-01 00:00:00,23,3910.7496,2025-01-01 03:50:00,2025-01-01 03:40:00,0.0,0.4608,0.436,651.7916,0.0,651.7916
2025-01-01 00:00:00,24,4099.31,2025-01-01 04:00:00,2025-01-01 03:50:00,0.0,0.4927,0.4378,683.2183333333334,0.0,683.2183333333334
2025-01-01 00:00:00,25,4123.8623,2025-01-01 04:10:00,2025-01-01 04:00:00,0.0,0.4976,0.4401,687.3103833333333,0.0,687.3103833333333
2025-01-01 00:00:00,26,4169.0068,2025-01-01 04:20:00,2025-01-01 04:10:00,0.0,0.4889,0.4389,694.8344666666667,0.0,694.8344666666667
2025-01-01 00:00:00,27,4260.24,2025-01-01 04:30:00,2025-01-01 04:20:00,0.0,0.4885,0.4364,710.04,0.0,710.04
2025-01-01 00:00:00,28,4217.2222,2025-01-01 04:40:00,2025-01-01 04:30:00,0.0,0.5042,0.4393,702.8703666666667,0.0,702.8703666666667
2025-01-01 00:00:00,29,4261.857,2025-01-01 04:50:00,2025-01-01 04:40:00,0.0,0.5178,0.4422,710.3095,0.0,710.3095
2025-01-01 00:00:00,30,4341.9,2025-01-01 05:00:00,2025-01-01 04:50:00,0.0,0.5042,0.4395,723.65,0.0,723.65
2025-01-01 00:00:00,31,4208.2208,2025-01-01 05:10:00,2025-01-01 05:00:00,0.0021,0.4639,0.4333,701.3701333333333,0.00035,701.3697833333333
2025-01-01 00:00:00,32,4302.1233,2025-01-01 05:20:00,2025-01-01 05:10:00,0.0,0.4899,0.4439,717.0205500000001,0.0,717.0205500000001
2025-01-01 00:00:00,33,4456.59,2025-01-01 05:30:00,2025-01-01 05:20:00,0.0,0.5194,0.4301,742.765,0.0,742.765
2025-01-01 00:00:00,34,4148.637,2025-01-01 05:40:00,2025-01-01 05:30:00,0.0299,0.4459,0.3713,691.4395,0.0049833333333333335,691.4345166666666
2025-01-01 00:00:00,35,4498.1333,2025-01-01 05:50:00,2025-01-01 05:40:00,0.0,0.6726,0.5708,749.6888833333334,0.0,749.6888833333334
2025-01-01 00:00:00,36,5369.38,2025-01-01 06:00:00,2025-01-01 05:50:00,0.0,1.0693,0.9099,894.8966666666666,0.0,894.8966666666666
2025-01-01 00:00:00,37,5440.8991,2025-01-01 06:10:00,2025-01-01 06:00:00,0.4169,1.0696,0.9368,906.8165166666666,0.06948333333333333,906.7470333333333
2025-01-01 00:00:00,38,5316.893,2025-01-01 06:20:00,2025-01-01 06:10:00,0.0,0.9974,0.8758,886.1488333333333,0.0,886.1488333333333
2025-01-01 00:00:00,39,5399.82,2025-01-01 06:30:00,2025-01-01 06:20:00,0.0,1.0451,0.8759,899.9699999999999,0.0,899.9699999999999
2025-01-01 00:00:00,40,5447.4007,2025-01-01 06:40:00,2025-01-01 06:30:00,5.8062,1.0684,0.8601,907.9001166666667,0.9676999999999999,906.9324166666667
2025-01-01 00:00:00,41,5444.401,2025-01-01 06:50:00,2025-01-01 06:40:00,0.0,1.0267,0.8442,907.4001666666667,0.0,907.4001666666667
2025-01-01 00:00:00,42,5433.63,2025-01-01 07:00:00,2025-01-01 06:50:00,3.075,0.9814,0.8334,905.605,0.5125000000000001,905.0925
2025-01-01 00:00:00,43,5449.2818,2025-01-01 07:10:00,2025-01-01 07:00:00,175.7953,1.0187,0.8092,908.2136333333333,29.299216666666666,878.9144166666666
2025-01-01 00:00:00,44,5510.0042,2025-01-01 07:20:00,2025-01-01 07:10:00,421.496,1.0362,0.7972,918.3340333333334,70.24933333333333,848.0847000000001
2025-01-01 00:00:00,45,5476.0,2025-01-01 07:30:00,2025-01-01 07:20:00,677.1,0.967,0.7644,912.6666666666666,112.85000000000001,799.8166666666666
2025-01-01 00:00:00,46,5329.4215,2025-01-01 07:40:00,2025-01-01 07:30:00,950.8112,0.893,0.6899,888.2369166666667,158.46853333333334,729.7683833333334
2025-01-01 00:00:00,47,6084.1163,2025-01-01 07:50:00,2025-01-01 07:40:00,1255.5705,1.136,0.86,1014.0193833333333,209.26175,804.7576333333333
2025-01-01 00:00:00,48,7316.0,2025-01-01 08:00:00,2025-01-01 07:50:00,1592.2875,1.5209,1.1617,1219.3333333333333,265.38124999999997,953.9520833333333
2025-01-01 00:00:00,49,7469.4947,2025-01-01 08:10:00,2025-01-01 08:00:00,1937.5212,1.5206,1.1683,1244.9157833333334,322.92019999999997,921.9955833333333
2025-01-01 00:00:00,50,7225.691,2025-01-01 08:20:00,2025-01-01 08:10:00,2225.1261,1.4132,1.0956,1204.2818333333332,370.85435,833.4274833333332
2025-01-01 00:00:00,51,7216.13,2025-01-01 08:30:00,2025-01-01 08:20:00,2490.1125,1.3895,1.0849,1202.6883333333333,415.01875,787.6695833333333
2025-01-01 00:00:00,52,7361.7004,2025-01-01 08:40:00,2025-01-01 08:30:00,2826.3146,1.361,1.061,1226.9500666666665,471.05243333333334,755.8976333333333
2025-01-01 00:00:00,53,7275.513,2025-01-01 08:50:00,2025-01-01 08:40:00,3122.1315,1.3028,1.043,1212.5855,520.35525,692.23025
2025-01-01 00:00:00,54,7077.29,2025-01-01 09:00:00,2025-01-01 08:50:00,3350.9625,1.2562,1.036,1179.5483333333334,558.49375,621.0545833333334
2025-01-01 00:00:00,55,7221.8762,2025-01-01 09:10:00,2025-01-01 09:00:00,3601.7977,1.2749,1.0147,1203.6460333333332,600.2996166666667,603.3464166666665
2025-01-01 00:00:00,56,7229.5513,2025-01-01 09:20:00,2025-01-01 09:10:00,3875.6352,1.2735,0.9922,1204.9252166666668,645.9392,558.9860166666667
2025-01-01 00:00:00,57,7099.33,2025-01-01 09:30:00,2025-01-01 09:20:00,4149.825,1.2135,0.97,1183.2216666666666,691.6374999999999,491.58416666666665
2025-01-01 00:00:00,58,7297.1521,2025-01-01 09:40:00,2025-01-01 09:30:00,4403.4802,1.1586,0.9422,1216.1920166666666,733.9133666666667,482.27864999999997
2025-01-01 00:00:00,59,7313.1756,2025-01-01 09:50:00,2025-01-01 09:40:00,4624.7505,1.2464,0.9569,1218.8626,770.79175,448.07084999999995
2025-01-01 00:00:00,60,7099.46,2025-01-01 10:00:00,2025-01-01 09:50:00,4836.6375,1.3947,0.9977,1183.2433333333333,806.1062499999999,377.1370833333334
2025-01-01 00:00:00,61,7125.5214,2025-01-01 10:10:00,2025-01-01 10:00:00,5080.7024,1.3761,0.9919,1187.5869,846.7837333333333,340.8031666666667
2025-01-01 00:00:00,62,7096.3104,2025-01-01 10:20:00,2025-01-01 10:10:00,5338.7528,1.3294,0.9588,1182.7184,889.7921333333334,292.9262666666666
2025-01-01 00:00:00,63,6986.17,2025-01-01 10:30:00,2025-01-01 10:20:00,5494.725,1.3646,0.9549,1164.3616666666667,915.7875,248.57416666666666
2025-01-01 00:00:00,64,7098.9702,2025-01-01 10:40:00,2025-01-01 10:30:00,5437.9778,1.4099,0.9839,1183.1616999999999,906.3296333333333,276.8320666666666
2025-01-01 00:00:00,65,7193.993,2025-01-01 10:50:00,2025-01-01 10:40:00,5396.2126,1.1773,0.799,1198.9988333333333,899.3687666666666,299.6300666666667
2025-01-01 00:00:00,66,7135.18,2025-01-01 11:00:00,2025-01-01 10:50:00,5372.1,0.806,0.5025,1189.1966666666667,895.35,293.8466666666667
2025-01-01 00:00:00,67,7042.947,2025-01-01 11:10:00,2025-01-01 11:00:00,5182.9722,0.7483,0.4662,1173.8245,863.8287,309.9957999999999
2025-01-01 00:00:00,68,7069.1675,2025-01-01 11:20:00,2025-01-01 11:10:00,5131.5011,0.7981,0.5007,1178.1945833333332,855.2501833333334,322.94439999999975
2025-01-01 00:00:00,69,7129.17,2025-01-01 11:30:00,2025-01-01 11:20:00,5294.775,0.7929,0.4827,1188.195,882.4625,305.73249999999996
2025-01-01 00:00:00,70,6971.0393,2025-01-01 11:40:00,2025-01-01 11:30:00,5434.7444,0.7713,0.4785,1161.8398833333333,905.7907333333333,256.04915000000005
2025-01-01 00:00:00,71,6648.4937,2025-01-01 11:50:00,2025-01-01 11:40:00,5455.5011,0.726,0.4662,1108.0822833333334,909.2501833333334,198.83209999999997
2025-01-01 00:00:00,72,6471.29,2025-01-01 12:00:00,2025-01-01 11:50:00,5331.7125,0.7133,0.4432,1078.5483333333334,888.61875,189.92958333333343
2025-01-01 00:00:00,73,6681.1855,2025-01-01 12:10:00,2025-01-01 12:00:00,5126.6533,0.8026,0.4411,1113.5309166666666,854.4422166666667,259.0886999999999
2025-01-01 00:00:00,74,6585.2714,2025-01-01 12:20:00,2025-01-01 12:10:00,5118.4895,0.8183,0.4551,1097.5452333333333,853.0815833333332,244.46365000000003
2025-01-01 00:00:00,75,6283.97,2025-01-01 12:30:00,2025-01-01 12:20:00,5302.575,0.7305,0.4463,1047.3283333333334,883.7624999999999,163.56583333333344
2025-01-01 00:00:00,76,6547.9322,2025-01-01 12:40:00,2025-01-01 12:30:00,5399.7996,0.712,0.4113,1091.3220333333334,899.9666000000001,191.35543333333328
2025-01-01 00:00:00,77,6747.6789,2025-01-01 12:50:00,2025-01-01 12:40:00,5377.6488,0.903,0.5682,1124.61315,896.2748,228.33834999999988
2025-01-01 00:00:00,78,6682.36,2025-01-01 13:00:00,2025-01-01 12:50:00,5261.8125,1.1525,0.8279,1113.7266666666667,876.96875,236.7579166666667
2025-01-01 00:00:00,79,6790.9628,2025-01-01 13:10:00,2025-01-01 13:00:00,5097.6164,1.1607,0.8636,1131.8271333333334,849.6027333333333,282.2244000000002
2025-01-01 00:00:00,80,6916.0165,2025-01-01 13:20:00,2025-01-01 13:10:00,5029.4534,1.1437,0.8416,1152.6694166666666,838.2422333333334,314.42718333333323
2025-01-01 00:00:00,81,6834.78,2025-01-01 13:30:00,2025-01-01 13:20:00,5043.8625,1.1537,0.8618,1139.1299999999999,840.6437500000001,298.4862499999998
2025-01-01 00:00:00,82,6546.5252,2025-01-01 13:40:00,2025-01-01 13:30:00,4973.5844,1.0571,0.8623,1091.0875333333333,828.9307333333333,262.1568000000001
2025-01-01 00:00:00,83,6539.873,2025-01-01 13:50:00,2025-01-01 13:40:00,4769.7524,1.1423,0.9026,1089.9788333333333,794.9587333333334,295.02009999999996
2025-01-01 00:00:00,84,6773.97,2025-01-01 14:00:00,2025-01-01 13:50:00,4478.625,1.3627,0.9754,1128.9950000000001,746.4375,382.5575000000001
2025-01-01 00:00:00,85,6736.8117,2025-01-01 14:10:00,2025-01-01 14:00:00,4209.3909,1.363,1.0002,1122.80195,701.56515,421.2368
2025-01-01 00:00:00,86,6623.3813,2025-01-01 14:20:00,2025-01-01 14:10:00,4060.4316,1.3215,0.9978,1103.8968833333333,676.7386,427.1582833333333
2025-01-01 00:00:00,87,6548.98,2025-01-01 14:30:00,2025-01-01 14:20:00,3934.425,1.3884,1.0271,1091.4966666666667,655.7375000000001,435.7591666666666
2025-01-01 00:00:00,88,6398.5627,2025-01-01 14:40:00,2025-01-01 14:30:00,3648.1229,1.4736,1.0906,1066.4271166666667,608.0204833333333,458.4066333333334
2025-01-01 00:00:00,89,6196.5854,2025-01-01 14:50:00,2025-01-01 14:40:00,3431.0164,1.2203,0.9376,1032.7642333333333,571.8360666666666,460.9281666666667
2025-01-01 00:00:00,90,6154.69,2025-01-01 15:00:00,2025-01-01 14:50:00,3327.3375,0.8295,0.6694,1025.7816666666665,554.55625,471.22541666666655
2025-01-01 00:00:00,91,6459.5818,2025-01-01 15:10:00,2025-01-01 15:00:00,3139.1175,0.8782,0.66,1076.5969666666667,523.18625,553.4107166666668
2025-01-01 00:00:00,92,6622.8857,2025-01-01 15:20:00,2025-01-01 15:10:00,2860.4253,0.974,0.7217,1103.8142833333334,476.73755,627.0767333333333
2025-01-01 00:00:00,93,6493.61,2025-01-01 15:30:00,2025-01-01 15:20:00,2505.0,0.9257,0.7308,1082.2683333333332,417.5,664.7683333333332
2025-01-01 00:00:00,94,6375.0516,2025-01-01 15:40:00,2025-01-01 15:30:00,2089.695,0.9368,0.7534,1062.5086,348.2825,714.2260999999999
2025-01-01 00:00:00,95,6354.113,2025-01-01 15:50:00,2025-01-01 15:40:00,1762.1562,0.9885,0.7823,1059.0188333333333,293.6927,765.3261333333332
2025-01-01 00:00:00,96,6404.25,2025-01-01 16:00:00,2025-01-01 15:50:00,1525.8,1.0236,0.8055,1067.375,254.29999999999998,813.075
2025-01-01 00:00:00,97,6444.972,2025-01-01 16:10:00,2025-01-01 16:00:00,1249.2025,1.0256,0.8271,1074.162,208.20041666666668,865.9615833333334
2025-01-01 00:00:00,98,6399.4586,2025-01-01 16:20:00,2025-01-01 16:10:00,968.2219,1.0518,0.8519,1066.5764333333334,161.37031666666667,905.2061166666667
2025-01-01 00:00:00,99,6292.15,2025-01-01 16:30:00,2025-01-01 16:20:00,706.6125,1.0918,0.8791,1048.6916666666666,117.76875,930.9229166666667
2025-01-01 00:00:00,100,6236.9153,2025-01-01 16:40:00,2025-01-01 16:30:00,440.4383,1.0866,0.9024,1039.4858833333333,73.40638333333334,966.0794999999999
2025-01-01 00:00:00,101,6299.9437,2025-01-01 16:50:00,2025-01-01 16:40:00,180.885,1.1196,0.9163,1049.9906166666667,30.147499999999997,1019.8431166666667
2025-01-01 00:00:00,102,6389.06,2025-01-01 17:00:00,2025-01-01 16:50:00,2.9625,1.1821,0.9264,1064.8433333333335,0.49374999999999997,1064.3495833333334
2025-01-01 00:00:00,103,6325.1833,2025-01-01 17:10:00,2025-01-01 17:00:00,0.0,1.1719,0.9462,1054.1972166666667,0.0,1054.1972166666667
2025-01-01 00:00:00,104,6169.4734,2025-01-01 17:20:00,2025-01-01 17:10:00,5.9578,1.1271,0.9742,1028.2455666666667,0.9929666666666667,1027.2526
2025-01-01 00:00:00,105,6191.99,2025-01-01 17:30:00,2025-01-01 17:20:00,0.0,1.1001,0.9862,1031.9983333333332,0.0,1031.9983333333332
2025-01-01 00:00:00,106,6464.5067,2025-01-01 17:40:00,2025-01-01 17:30:00,0.0,1.1206,0.976,1077.4177833333333,0.0,1077.4177833333333
2025-01-01 00:00:00,107,5764.0309,2025-01-01 17:50:00,2025-01-01 17:40:00,0.4277,1.2125,1.0742,960.6718166666666,0.07128333333333334,960.6005333333333
2025-01-01 00:00:00,108,4529.45,2025-01-01 18:00:00,2025-01-01 17:50:00,0.0,1.3246,1.2313,754.9083333333333,0.0,754.9083333333333
2025-01-01 00:00:00,109,4490.5328,2025-01-01 18:10:00,2025-01-01 18:00:00,0.0,1.3543,1.2561,748.4221333333334,0.0,748.4221333333334
2025-01-01 00:00:00,110,4644.0206,2025-01-01 18:20:00,2025-01-01 18:10:00,0.0307,1.2951,1.2447,774.0034333333333,0.005116666666666667,773.9983166666666
2025-01-01 00:00:00,111,4469.21,2025-01-01 18:30:00,2025-01-01 18:20:00,0.0,1.2214,1.2545,744.8683333333333,0.0,744.8683333333333
2025-01-01 00:00:00,112,4470.465,2025-01-01 18:40:00,2025-01-01 18:30:00,0.0,1.2363,1.2522,745.0775,0.0,745.0775
2025-01-01 00:00:00,113,4510.8756,2025-01-01 18:50:00,2025-01-01 18:40:00,0.0022,1.3339,1.2881,751.8126000000001,0.00036666666666666667,751.8122333333334
2025-01-01 00:00:00,114,4486.17,2025-01-01 19:00:00,2025-01-01 18:50:00,0.0,1.4613,1.3466,747.695,0.0,747.695
2025-01-01 00:00:00,115,4471.7293,2025-01-01 19:10:00,2025-01-01 19:00:00,0.0,1.5521,1.3523,745.2882166666667,0.0,745.2882166666667
2025-01-01 00:00:00,116,4439.8235,2025-01-01 19:20:00,2025-01-01 19:10:00,0.0,1.5622,1.3445,739.9705833333334,0.0,739.9705833333334
2025-01-01 00:00:00,117,4387.19,2025-01-01 19:30:00,2025-01-01 19:20:00,0.0,1.5218,1.3483,731.1983333333333,0.0,731.1983333333333
2025-01-01 00:00:00,118,4347.9765,2025-01-01 19:40:00,2025-01-01 19:30:00,0.0,1.5047,1.349,724.66275,0.0,724.66275
2025-01-01 00:00:00,119,4300.6345,2025-01-01 19:50:00,2025-01-01 19:40:00,0.0,1.4843,1.3473,716.7724166666667,0.0,716.7724166666667
2025-01-01 00:00:00,120,4315.99,2025-01-01 20:00:00,2025-01-01 19:50:00,0.0,1.4695,1.3482,719.3316666666666,0.0,719.3316666666666
2025-01-01 00:00:00,121,4483.2744,2025-01-01 20:10:00,2025-01-01 20:00:00,0.0,1.4993,1.3513,747.2124,0.0,747.2124
2025-01-01 00:00:00,122,4551.706,2025-01-01 20:20:00,2025-01-01 20:10:00,0.0,1.4946,1.34,758.6176666666667,0.0,758.6176666666667
2025-01-01 00:00:00,123,4499.8,2025-01-01 20:30:00,2025-01-01 20:20:00,0.0,1.5029,1.3489,749.9666666666667,0.0,749.9666666666667
2025-01-01 00:00:00,124,4535.0935,2025-01-01 20:40:00,2025-01-01 20:30:00,0.0,1.5993,1.3952,755.8489166666667,0.0,755.8489166666667
2025-01-01 00:00:00,125,4528.916,2025-01-01 20:50:00,2025-01-01 20:40:00,0.0,1.3716,1.2226,754.8193333333334,0.0,754.8193333333334
2025-01-01 00:00:00,126,4483.51,2025-01-01 21:00:00,2025-01-01 20:50:00,0.0,0.9601,0.9332,747.2516666666667,0.0,747.2516666666667
2025-01-01 00:00:00,127,4548.2302,2025-01-01 21:10:00,2025-01-01 21:00:00,0.0,0.9485,0.9068,758.0383666666667,0.0,758.0383666666667
2025-01-01 00:00:00,128,4595.6841,2025-01-01 21:20:00,2025-01-01 21:10:00,0.0,1.0064,0.9371,765.94735,0.0,765.94735
2025-01-01 00:00:00,129,4620.9,2025-01-01 21:30:00,2025-01-01 21:20:00,0.0,0.9622,0.9371,770.15,0.0,770.15
2025-01-01 00:00:00,130,4653.7148,2025-01-01 21:40:00,2025-01-01 21:30:00,0.0,0.947,0.9871,775.6191333333333,0.0,775.6191333333333
2025-01-01 00:00:00,131,4131.9845,2025-01-01 21:50:00,2025-01-01 21:40:00,0.0,0.7428,0.7764,688.6640833333332,0.0,688.6640833333332
2025-01-01 00:00:00,132,3363.0,2025-01-01 22:00:00,2025-01-01 21:50:00,0.0,0.4482,0.4209,560.5,0.0,560.5
2025-01-01 00:00:00,133,3305.7588,2025-01-01 22:10:00,2025-01-01 22:00:00,0.0,0.4243,0.3859,550.9598,0.0,550.9598
2025-01-01 00:00:00,134,3470.932,2025-01-01 22:20:00,2025-01-01 22:10:00,0.0,0.4595,0.4368,578.4886666666666,0.0,578.4886666666666
2025-01-01 00:00:00,135,3521.37,2025-01-01 22:30:00,2025-01-01 22:20:00,0.0,0.4384,0.4198,586.895,0.0,586.895
2025-01-01 00:00:00,136,3561.5279,2025-01-01 22:40:00,2025-01-01 22:30:00,0.0,0.4506,0.4186,593.5879833333333,0.0,593.5879833333333
2025-01-01 00:00:00,137,3386.068,2025-01-01 22:50:00,2025-01-01 22:40:00,0.0,0.4362,0.4241,564.3446666666667,0.0,564.3446666666667
2025-01-01 00:00:00,138,3289.99,2025-01-01 23:00:00,2025-01-01 22:50:00,0.0,0.4111,0.4237,548.3316666666666,0.0,548.3316666666666
2025-01-01 00:00:00,139,3774.2552,2025-01-01 23:10:00,2025-01-01 23:00:00,0.0,0.459,0.4248,629.0425333333334,0.0,629.0425333333334
2025-01-01 00:00:00,140,3883.62,2025-01-01 23:20:00,2025-01-01 23:10:00,0.0,0.4759,0.424,647.27,0.0,647.27
2025-01-01 00:00:00,141,3525.14,2025-01-01 23:30:00,2025-01-01 23:20:00,0.0,0.4314,0.422,587.5233333333333,0.0,587.5233333333333
2025-01-01 00:00:00,142,3553.5909,2025-01-01 23:40:00,2025-01-01 23:30:00,0.0,0.4038,0.424,592.2651500000001,0.0,592.2651500000001
2025-01-01 00:00:00,143,3697.1141,2025-01-01 23:50:00,2025-01-01 23:40:00,0.0,0.4179,0.4271,616.1856833333333,0.0,616.1856833333333
2025-01-01 00:00:00,144,3696.7,2025-01-02 00:00:00,2025-01-01 23:50:00,0.0,0.4284,0.4276,616.1166666666667,0.0,616.1166666666667
2025-01-02 00:00:00,1,3622.5509,2025-01-02 00:10:00,2025-01-02 00:00:00,0.0,0.3809,0.4248,603.7584833333334,0.0,603.7584833333334
2025-01-02 00:00:00,2,3622.7611,2025-01-02 00:20:00,2025-01-02 00:10:00,0.0,0.3964,0.4245,603.7935166666667,0.0,603.7935166666667
2025-01-02 00:00:00,3,3708.23,2025-01-02 00:30:00,2025-01-02 00:20:00,0.0,0.4654,0.4269,618.0383333333333,0.0,618.0383333333333
2025-01-02 00:00:00,4,3750.5226,2025-01-02 00:40:00,2025-01-02 00:30:00,0.0,0.4542,0.4272,625.0871,0.0,625.0871
2025-01-02 00:00:00,5,3684.9038,2025-01-02 00:50:00,2025-01-02 00:40:00,0.0,0.4299,0.4271,614.1506333333333,0.0,614.1506333333333
2025-01-02 00:00:00,6,3644.14,2025-01-02 01:00:00,2025-01-02 00:50:00,0.0,0.4477,0.4285,607.3566666666667,0.0,607.3566666666667
2025-01-02 00:00:00,7,3809.298,2025-01-02 01:10:00,2025-01-02 01:00:00,0.0,0.4859,0.4311,634.8829999999999,0.0,634.8829999999999
2025-01-02 00:00:00,8,3855.1226,2025-01-02 01:20:00,2025-01-02 01:10:00,0.0,0.4752,0.4302,642.5204333333334,0.0,642.5204333333334
2025-01-02 00:00:00,9,3783.78,2025-01-02 01:30:00,2025-01-02 01:20:00,0.0,0.4348,0.4279,630.63,0.0,630.63
2025-01-02 00:00:00,10,3907.3849,2025-01-02 01:40:00,2025-01-02 01:30:00,0.0,0.4513,0.4312,651.2308166666667,0.0,651.2308166666667
2025-01-02 00:00:00,11,3968.2398,2025-01-02 01:50:00,2025-01-02 01:40:00,0.0,0.4853,0.4333,661.3733,0.0,661.3733
2025-01-02 00:00:00,12,3886.77,2025-01-02 02:00:00,2025-01-02 01:50:00,0.0,0.4864,0.4311,647.795,0.0,647.795
2025-01-02 00:00:00,13,3865.3901,2025-01-02 02:10:00,2025-01-02 02:00:00,0.0,0.4444,0.4293,644.2316833333333,0.0,644.2316833333333
2025-01-02 00:00:00,14,3931.6861,2025-01-02 02:20:00,2025-01-02 02:10:00,0.0,0.4217,0.4324,655.2810166666667,0.0,655.2810166666667
2025-01-02 00:00:00,15,4055.98,2025-01-02 02:30:00,2025-01-02 02:20:00,0.0,0.4443,0.4367,675.9966666666667,0.0,675.9966666666667
2025-01-02 00:00:00,16,4164.982,2025-01-02 02:40:00,2025-01-02 02:30:00,0.0,0.4757,0.4348,694.1636666666667,0.0,694.1636666666667
2025-01-02 00:00:00,17,4067.4326,2025-01-02 02:50:00,2025-01-02 02:40:00,0.0,0.4517,0.4335,677.9054333333333,0.0,677.9054333333333
2025-01-02 00:00:00,18,3919.44,2025-01-02 03:00:00,2025-01-02 02:50:00,0.0,0.4249,0.4357,653.24,0.0,653.24
2025-01-02 00:00:00,19,4068.323,2025-01-02 03:10:00,2025-01-02 03:00:00,0.0,0.5053,0.4374,678.0538333333333,0.0,678.0538333333333
2025-01-02 00:00:00,20,4140.4792,2025-01-02 03:20:00,2025-01-02 03:10:00,0.0,0.5471,0.4371,690.0798666666666,0.0,690.0798666666666
2025-01-02 00:00:00,21,4061.12,2025-01-02 03:30:00,2025-01-02 03:20:00,0.0,0.5103,0.4356,676.8533333333334,0.0,676.8533333333334
2025-01-02 00:00:00,22,4138.7041,2025-01-02 03:40:00,2025-01-02 03:30:00,0.0,0.5009,0.4353,689.7840166666666,0.0,689.7840166666666
2025-01-02 00:00:00,23,4283.3011,2025-01-02 03:50:00,2025-01-02 03:40:00,0.0,0.5244,0.436,713.8835166666667,0.0,713.8835166666667
2025-01-02 00:00:00,24,4330.98,2025-01-02 04:00:00,2025-01-02 03:50:00,0.0,0.548,0.4378,721.8299999999999,0.0,721.8299999999999
2025-01-02 00:00:00,25,4225.1585,2025-01-02 04:10:00,2025-01-02 04:00:00,0.0,0.5374,0.4401,704.1930833333332,0.0,704.1930833333332
