policy,baseline,block_days,component,saving_yuan,ci95_low_yuan,ci95_high_yuan,joint_nonworse_resample_fraction,seed,replicates,scope
T_day_trim,P_floor,7,planned_cost_yuan,185504.1855289678,170504.03337878216,203314.950807614,0.0,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_rebalance,P_floor,7,total_cost_yuan,23838.12758934668,-29980.624108043557,80608.4439502081,0.084,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_rebalance,P_floor,14,planned_cost_yuan,64490.55610255945,46608.124382532784,81607.63647951355,0.1075,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_rebalance,P_floor,14,emergency_cost_yuan,-40652.428513212755,-99916.50591927595,24610.531463179992,0.1075,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_rebalance,P_floor,14,total_cost_yuan,23838.12758934668,-31175.038629772094,82296.65350612703,0.1075,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,7,planned_cost_yuan,45836.91213258383,37921.95903623313,53535.24882986782,0.0595,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,7,emergency_cost_yuan,-26100.06107910837,-60309.877248281395,7136.888925535558,0.0595,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,7,total_cost_yuan,19736.851053475417,-14160.329008550023,51466.4013564678,0.0595,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,14,planned_cost_yuan,45836.91213258383,36713.52896872374,55868.690899081026,0.076,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,14,emergency_cost_yuan,-26100.06107910837,-60875.93341864828,10387.069957060106,0.076,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_soft,P_floor,14,total_cost_yuan,19736.851053475417,-12787.84241005184,53939.73264053341,0.076,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,7,planned_cost_yuan,47329.20936416088,22611.263059870773,69836.4939889031,0.303,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,7,emergency_cost_yuan,-21882.925163092783,-104717.00225040702,77865.69462932735,0.303,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,7,total_cost_yuan,25446.284201068047,-51780.61708767398,112714.20593418177,0.303,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,14,planned_cost_yuan,47329.20936416088,17321.061110216055,75970.64549292815,0.311,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,14,emergency_cost_yuan,-21882.925163092783,-109609.49812092318,81550.68496776435,0.311,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_strong,P_floor,14,total_cost_yuan,25446.284201068047,-55034.093489877196,112513.68297655441,0.311,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,7,planned_cost_yuan,28159.190039264584,14252.358706107163,40450.19885214008,0.417,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,7,emergency_cost_yuan,-2736.3298983141285,-50608.37827484318,52072.29972145628,0.417,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,7,total_cost_yuan,25422.860140950426,-19530.071945989588,74998.2848631223,0.417,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,14,planned_cost_yuan,28159.190039264584,11196.845714231067,42530.32214226499,0.425,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,14,emergency_cost_yuan,-2736.3298983141285,-52645.933974931606,64210.7469164614,0.425,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
T_morning_hedge,P_floor,14,total_cost_yuan,25422.860140950426,-19520.255600229702,81560.53481857614,0.425,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,7,planned_cost_yuan,1530.5867731934559,265.6132256147903,3269.771657062757,0.9995,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,7,emergency_cost_yuan,0.0,0.0,0.0,0.9995,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,7,total_cost_yuan,1530.5867731934559,265.6132256147903,3269.771657062757,0.9995,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,14,planned_cost_yuan,1530.5867731934559,191.152529761217,3710.5696010778265,0.999,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,14,emergency_cost_yuan,0.0,0.0,0.0,0.999,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_guard,P_floor,14,total_cost_yuan,1530.5867731934559,191.152529761217,3710.5696010778265,0.999,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,7,planned_cost_yuan,13152.637822425326,6528.370348385666,20665.666567813892,0.005,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,7,emergency_cost_yuan,-21585.482197356396,-49285.716941157065,-2786.2834228301485,0.005,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,7,total_cost_yuan,-8432.844374931063,-33236.67660275155,8631.361909040977,0.005,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,14,planned_cost_yuan,13152.637822425326,4641.352471762122,23175.47699696162,0.0085,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,14,emergency_cost_yuan,-21585.482197356396,-51030.405651226756,-2224.8148600804816,0.0085,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_mean,P_floor,14,total_cost_yuan,-8432.844374931063,-31036.147822567116,9200.118243651206,0.0085,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,7,planned_cost_yuan,59896.265548026066,18854.278861929743,98408.20874783702,0.054,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,7,emergency_cost_yuan,-70920.10709829319,-155686.6461533425,19932.046060082735,0.054,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,7,total_cost_yuan,-11023.841550267109,-87493.94683694295,67409.2779301498,0.054,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,14,planned_cost_yuan,59896.265548026066,4192.686261996836,109029.03786324774,0.0655,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,14,emergency_cost_yuan,-70920.10709829319,-154126.5344993031,25251.99826698618,0.0655,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_cost,P_floor,14,total_cost_yuan,-11023.841550267109,-84655.48668355348,63388.73353489979,0.0655,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,7,planned_cost_yuan,3525.3598435374715,938.7352004185944,7290.066157678297,0.135,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,7,emergency_cost_yuan,-5972.287292604422,-16038.00690433578,0.0,0.135,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,7,total_cost_yuan,-2446.9274490669795,-9894.499573349449,3160.4969281181934,0.135,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,14,planned_cost_yuan,3525.3598435374715,790.5050506783043,7581.192292242309,0.1245,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,14,emergency_cost_yuan,-5972.287292604422,-15299.814455785963,0.0,0.1245,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
R_w28,P_floor,14,total_cost_yuan,-2446.9274490669795,-9407.537899249632,2606.460398076494,0.1245,20260913,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,7,planned_cost_yuan,-17870.924642844584,-32647.921683765442,-4965.974173950773,0.0015,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,7,emergency_cost_yuan,39907.626586714076,-4294.812671178338,100019.83678910852,0.0015,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,7,total_cost_yuan,22036.701943869535,-15322.609656742337,71455.8960891152,0.0015,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,14,planned_cost_yuan,-17870.924642844584,-34714.28100787136,-2307.1616634159227,0.0055,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,14,emergency_cost_yuan,39907.626586714076,-5497.821673595734,102712.43483968441,0.0055,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_morning90,P_floor,14,total_cost_yuan,22036.701943869535,-15116.642008487657,72039.9756162073,0.0055,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,7,planned_cost_yuan,11574.851714832783,-12655.294215301397,32808.581257809616,0.4855,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,7,emergency_cost_yuan,16981.48781273744,-59703.354808106254,114640.72525771784,0.4855,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,7,total_cost_yuan,28556.339527570253,-42272.4136854666,113910.09120682211,0.4855,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,14,planned_cost_yuan,11574.851714832783,-18626.053823216567,39195.53525727015,0.4255,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,14,emergency_cost_yuan,16981.48781273744,-61853.090131178375,125815.77157474992,0.4255,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_strong_morning85,P_floor,14,total_cost_yuan,28556.339527570253,-40824.52031685842,116945.9868104289,0.4255,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,7,planned_cost_yuan,124327.88463690897,100475.4860763303,147977.6008743553,0.0095,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,7,emergency_cost_yuan,-117537.8302318295,-222996.91080904283,-21588.184499174095,0.0095,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,7,total_cost_yuan,6790.054405079478,-102426.72991839153,98381.73826490327,0.0095,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,14,planned_cost_yuan,124327.88463690897,94199.10897600658,152942.2828276276,0.0175,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,14,emergency_cost_yuan,-117537.8302318295,-223880.05582225675,-10274.733692861075,0.0175,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60,P_floor,14,total_cost_yuan,6790.054405079478,-95032.55897534914,106643.03153111886,0.0175,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,7,planned_cost_yuan,263548.9137551682,238514.86819379294,291392.4328687172,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,7,emergency_cost_yuan,-351125.1183589152,-507254.50163620414,-206459.2374031333,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,7,total_cost_yuan,-87576.20460374704,-249075.836065558,62308.07782945605,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,14,planned_cost_yuan,263548.9137551682,233897.07669784199,298459.1574585834,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,14,emergency_cost_yuan,-351125.1183589152,-511738.8417308103,-206515.3666229896,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day50,P_floor,14,total_cost_yuan,-87576.20460374704,-251842.0499573685,62144.20735733395,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,7,planned_cost_yuan,89149.84620873374,65797.80769909783,112236.88649493536,0.073,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,7,emergency_cost_yuan,-73053.51232271496,-165945.0091170236,27403.036928800368,0.073,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,7,total_cost_yuan,16096.333886018787,-78659.0703798973,104137.3605821556,0.073,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,14,planned_cost_yuan,89149.84620873374,61953.14829947613,114911.62174372519,0.075,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,14,emergency_cost_yuan,-73053.51232271496,-166897.2911093583,31607.001843944046,0.075,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_day60_morning85,P_floor,14,total_cost_yuan,16096.333886018787,-74224.95386345344,107441.03506678512,0.075,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,7,planned_cost_yuan,292486.6378848534,272550.5504558988,317977.91805528756,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,7,emergency_cost_yuan,-338009.65767837025,-485853.205327573,-217482.8297991198,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,7,total_cost_yuan,-45523.0197935168,-191604.2372470616,81465.43559679782,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,14,planned_cost_yuan,292486.6378848534,267540.39498052665,326618.34284452035,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,14,emergency_cost_yuan,-338009.65767837025,-480512.91046470555,-217799.55140490504,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_evening85_day60,P_floor,14,total_cost_yuan,-45523.0197935168,-187572.44439255074,80738.25496761738,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,7,planned_cost_yuan,461828.6042234307,426836.9985615023,499619.292231171,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,7,emergency_cost_yuan,-565878.940310207,-787427.8134251412,-379934.3602027569,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,7,total_cost_yuan,-104050.33608677625,-322833.31583880604,81634.63770167677,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,14,planned_cost_yuan,461828.6042234307,409840.6042569249,516771.539887912,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,14,emergency_cost_yuan,-565878.940310207,-791398.0806465433,-366372.7488424311,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform70,P_floor,14,total_cost_yuan,-104050.33608677625,-316298.38366236485,94980.57469116674,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,7,planned_cost_yuan,244857.54441131145,222476.20238319863,268423.17428570107,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,7,emergency_cost_yuan,-260936.43504883497,-379632.51586252905,-163124.05020982024,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,7,total_cost_yuan,-16078.890637523455,-130884.25691387593,83234.36597193075,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,14,planned_cost_yuan,244857.54441131145,215324.49146384795,278109.64158058533,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,14,emergency_cost_yuan,-260936.43504883497,-387789.6577994842,-156749.61282182398,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
X_uniform75,P_floor,14,total_cost_yuan,-16078.890637523455,-134359.83816011954,85911.77747994795,0.0,20260914,2000,Descriptive fixed-path single-year blocks; not future joint-pass probability.
