month,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
2025-05,973598.7711351493,44888.09466791331,1018486.8658030627,7137.481147417977,126475.39761348948,P
2025-06,1332488.7142259113,208490.6731505297,1540979.387376441,32687.275412997533,260741.3822841992,P
2025-07,1484282.6352046186,120750.77043106094,1605033.4056356794,20181.457331832415,235007.1822604019,P
2025-08,1254367.8493262057,49943.76815877256,1304311.6174849782,7667.929484128815,104880.48578030524,P
2025-09,1113611.1865832433,66367.5007920994,1179978.6873753427,10928.44545843353,142492.6277429286,P
2025-10,1149824.3316710992,11885.023694228996,1161709.3553653283,2148.52607393349,147641.92903624466,P
2025-11,1289118.3836502254,984.9159063306178,1290103.299556556,205.69996543704372,136397.22358054458,P
2025-12,1703286.9678913865,69128.29523418249,1772415.2631255689,13748.426354767527,229110.30360214273,P
2025-02,1202902.5767664232,2399.049927748167,1205301.6266941712,522.0206828403311,110808.01957816849,P_terminal
2025-03,1105431.9965358593,33898.53624276278,1139330.5327786221,5249.146437312008,92224.42295531055,P_terminal
2025-04,927111.7402729404,32950.68658096506,960062.4268539054,5181.0502103933995,70116.74617047574,P_terminal
2025-05,954729.8709508121,44959.57191567591,999689.442866488,7155.147298619806,87690.14445403036,P_terminal
2025-06,1309974.6382756338,207569.69220473617,1517544.33048037,32515.115462226764,208611.7092612822,P_terminal
2025-07,1459261.743363413,120755.42689264646,1580017.1702560594,20166.992217854833,178977.86246246143,P_terminal
2025-08,1242548.4975940324,49675.3256918138,1292223.8232858463,7612.391131544587,85382.33913954196,P_terminal
2025-09,1095077.737065229,66409.14258405057,1161486.8796492796,10939.11262113152,103501.21356424832,P_terminal
2025-10,1130402.246291728,11885.023694228996,1142287.269985957,2148.52607393349,108153.47770492917,P_terminal
2025-11,1274808.5171041507,984.9159063306178,1275793.4330104813,205.69996543704372,106758.68847810225,P_terminal
2025-12,1692885.8565112045,69006.00107727786,1761891.8575884823,13723.443329479851,208407.4660248018,P_terminal
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,P_floor
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,P_floor
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,P_floor
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,P_floor
2025-06,1303015.8426742624,215152.27854974414,1518168.1212240064,36456.515972468515,199827.47042334292,P_floor
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,P_floor
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,P_floor
2025-09,1091010.5112350744,69007.5079591985,1160018.0191942728,12118.794618739437,94054.94109299764,P_floor
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,P_floor
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,P_floor
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,P_floor
2025-02,1200944.982804294,2399.049927748167,1203344.032732042,522.0206828403311,107145.92110172198,S_terminal
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,S_terminal
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,S_terminal
2025-05,949123.8233511694,48681.759340264296,997805.5826914336,8907.801576170246,79076.88703171082,S_terminal
2025-06,1303010.4180135862,215152.27854974414,1518162.6965633302,36456.515972468515,199827.47042334292,S_terminal
2025-07,1451978.3791353735,126905.35319094932,1578883.732326323,23454.163703845235,166342.28414940802,S_terminal
2025-08,1239375.6814211542,50429.171052131154,1289804.8524732853,7963.054982531865,79369.2389378724,S_terminal
2025-09,1091017.1100999715,68348.10110331755,1159365.211203289,11802.137115720105,94054.94109299766,S_terminal
2025-10,1128482.8488874598,11885.023694228996,1140367.8725816887,2148.52607393349,102004.14290963573,S_terminal
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,S_terminal
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,S_terminal
2025-02,1187953.0985359012,8668.61381929386,1196621.712355195,1482.5424691789915,90780.86544673411,T_day_trim
2025-03,1090762.6928205164,48959.81243891402,1139722.5052594305,7462.787308355692,71135.17171023623,T_day_trim
2025-04,910825.294352045,58890.51312930704,969715.807481352,8949.408098832604,51255.654608013174,T_day_trim
2025-05,934163.6456301061,55575.538475207904,989739.184105314,9980.554495550756,62487.730466673485,T_day_trim
2025-06,1271058.2210116622,255190.09538107162,1526248.3163927337,42874.472442764156,164136.66757618787,T_day_trim
2025-07,1431249.8720668303,145716.61826487436,1576966.4903317047,26359.74652363943,140639.05970057266,T_day_trim
2025-08,1222989.093088647,76258.40212819565,1299247.4952168425,11905.59508913692,63207.113831218274,T_day_trim
2025-09,1074702.2085036535,95802.77900911776,1170504.9875127713,16210.44961613777,78229.1479410686,T_day_trim
2025-10,1114396.8153991234,22324.0254189407,1136720.840818064,3649.5953561089714,85612.85342263263,T_day_trim
2025-11,1261336.87619439,1519.0353189834952,1262855.9115133735,314.368026570295,85169.82923386629,T_day_trim
2025-12,1676622.9425513234,84626.66820320218,1761249.6107545255,15949.129144071816,181718.09771723137,T_day_trim
2025-02,1206461.8600598632,2318.0088595809098,1208779.868919444,510.4035572429605,107961.67083811609,T_evening_hedge
2025-03,1110419.0678249528,30662.129784781166,1141081.1976097338,4760.971765190726,89194.82292883063,T_evening_hedge
2025-04,931145.4483244861,28043.81258916328,959189.2609136495,4464.4228790771995,66120.80146049555,T_evening_hedge
2025-05,964937.589141098,31269.447876463444,996207.0370175615,6056.868604941169,81621.55040924,T_evening_hedge
2025-06,1323421.1731949681,189511.860463865,1512933.0336588332,31887.762401053893,203806.0488898367,T_evening_hedge
2025-07,1475054.7652828665,88453.5667271286,1563508.3320099951,17081.87410728072,170655.77956993468,T_evening_hedge
2025-08,1250896.1690931227,32316.81455488107,1283212.9836480038,5009.227828920297,80488.54709833609,T_evening_hedge
2025-09,1103672.038228308,54369.30140458493,1158041.339632893,9359.201858014914,96430.1394009489,T_evening_hedge
2025-10,1136619.1363290858,8945.145209863953,1145564.2815389496,1726.2657822303158,103688.53936319519,T_evening_hedge
2025-11,1279753.5695292868,984.9159063306178,1280738.4854356174,205.69996543704372,103833.67243646337,T_evening_hedge
2025-12,1699294.700349691,64713.18641399635,1764007.8867636875,13009.899362616072,203979.56516056968,T_evening_hedge
2025-02,1193652.897549794,5861.753157517404,1199514.6507073115,1029.7462388055505,91525.33085421027,T_rebalance
2025-03,1096293.6864043311,44520.17595313891,1140813.86235747,6795.389380982826,71649.4193327922,T_rebalance
2025-04,916912.432925019,50994.80680496988,967907.2397299887,7791.642801555244,51710.54010264423,T_rebalance
2025-05,949928.4318605537,37907.294323537244,987835.726184091,7018.089735678694,64804.53888563628,T_rebalance
2025-06,1291484.1767733314,229596.80777417982,1521080.9845475112,38305.718871349534,167852.51390970752,T_rebalance
2025-07,1454425.5593856971,105436.74583762334,1559862.3052233204,19648.73962798067,144766.27998157337,T_rebalance
2025-08,1234623.9475865487,55734.71208862092,1290358.6596751697,8512.33946092699,64146.14199312993,T_rebalance
2025-09,1087727.2457847032,74469.44285255215,1162196.6886372552,12441.533277555169,80069.58676683104,T_rebalance
2025-10,1122359.633261091,18200.031786164436,1140559.6650472556,3052.941036860546,86890.74564877985,T_rebalance
2025-11,1266387.612043246,1519.0353189834952,1267906.6473622294,314.368026570295,86106.05085938274,T_rebalance
2025-12,1683278.7660062914,77685.27543130609,1760964.0414375975,14896.825610362868,182780.7664556804,T_rebalance
2025-02,1196735.6676862205,3931.195940199233,1200666.8636264198,741.6517052673761,99100.74040787668,T_soft
2025-03,1099809.711319013,40287.063983010354,1140096.7753020234,6181.290774078003,79691.163202158,T_soft
2025-04,920491.0105302206,41896.20661804104,962387.2171482616,6475.974426501435,57674.055034610814,T_soft
2025-05,946892.0398700923,45015.65428011673,991907.6941502091,8291.76168422161,70569.3194615115,T_soft
2025-06,1293499.943652826,225526.72077429073,1519026.6644271165,37927.60924087375,180329.7109282121,T_soft
2025-07,1451980.8770980432,115750.20879193721,1567731.0858899804,21504.763751834013,154528.90065258098,T_soft
2025-08,1235836.846741515,53713.809987156026,1289550.6567286712,8247.232093412826,71050.99015830713,T_soft
2025-09,1087713.52498035,72134.49782259275,1159848.0228029427,12441.540302171314,86110.96691911985,T_soft
2025-10,1124312.6267477747,15322.123919278993,1139634.7506670535,2640.4716130384018,93697.05259550485,T_soft
2025-11,1270332.8895180603,1064.3136456469815,1271397.2031637072,222.2618635005322,94467.35896835354,T_soft
2025-12,1688122.895406467,72731.91813221926,1760854.8135386861,14191.866231817286,193341.40332139388,T_soft
2025-02,1193733.107361027,7171.37960930065,1200904.4869703278,1239.2145538484422,85187.47726400144,T_strong
2025-03,1096141.2506346037,45787.418598415046,1141928.6692330188,6975.556754106141,65312.23523124283,T_strong
2025-04,915551.6124228574,56659.51637357981,972211.1287964372,8618.447097094497,46363.968185533806,T_strong
2025-05,954640.9751966316,24424.934937924187,979065.9101345558,4570.9959549988735,58655.02402017829,T_strong
2025-06,1295008.6260258802,225146.80539738236,1520155.4314232627,37342.629227435165,156742.9476626847,T_strong
2025-07,1462169.9410042518,87780.39210828148,1549950.3331125334,16586.18896514117,136232.26458598083,T_strong
2025-08,1236962.1670311647,56821.82168240785,1293783.9887135725,8716.420368617235,59770.1312118336,T_strong
2025-09,1089820.7328685585,77039.8271312608,1166860.5599998191,12688.795961406391,74762.16347982298,T_strong
2025-10,1124696.6449453984,18780.652361675693,1143477.2973070743,3136.1721973409435,81923.22346546673,T_strong
2025-11,1264431.8733405995,2145.93964506112,1266577.8129856607,440.2720033014693,78523.06457173651,T_strong
2025-12,1681078.8054880318,81397.89013318473,1762476.6956212167,15414.373526210376,173697.09261031024,T_strong
2025-02,1195784.794774315,4711.439043826796,1200496.233818142,841.9146409763707,93212.42112350366,T_morning_hedge
2025-03,1099317.6671040454,42139.39844267429,1141457.0655467198,6382.013311802486,73562.6906189224,T_morning_hedge
2025-04,920781.7485073269,43372.085435084875,964153.8339424118,6667.081307543929,53509.40193709799,T_morning_hedge
2025-05,951880.5422382579,37907.294323537244,989787.8365617952,7018.089735678694,66291.45957364269,T_morning_hedge
2025-06,1296366.2134775363,221527.41491645417,1517893.6283939907,36923.400298084925,173066.04094927968,T_morning_hedge
2025-07,1457827.3241773548,102644.35905021959,1560471.6832275745,19161.720219422903,148298.8318451736,T_morning_hedge
2025-08,1237193.5044430937,50899.68949460282,1288093.1939376965,7754.027544357183,66113.45888238291,T_morning_hedge
2025-09,1090927.4001609671,70193.03680893185,1161120.436969899,11742.763358464943,82250.2500521411,T_morning_hedge
2025-10,1124883.5783493107,16205.714055476372,1141089.292404787,2662.8872274609275,88689.09999855753,T_morning_hedge
2025-11,1269567.4948215494,700.6367523651595,1270268.1315739146,146.40101800995603,89545.25130718829,T_morning_hedge
2025-12,1688875.487590144,73708.91439052191,1762584.401980666,14168.53287620517,188870.5929300218,T_morning_hedge
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,R_guard
2025-03,1104753.0916099406,33898.53624276279,1138651.6278527034,5249.146437312009,88391.67417490324,R_guard
2025-04,925305.9460201929,32950.68658096506,958256.632601158,5181.0502103933995,65521.21998820827,R_guard
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,R_guard
2025-06,1303015.8426742624,215152.27854974414,1518168.1212240064,36456.515972468515,199827.47042334292,R_guard
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_guard
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,R_guard
2025-09,1090860.625109478,69007.5079591985,1159868.1330686763,12118.794618739437,93713.19342662039,R_guard
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_guard
2025-11,1273404.7842445476,984.9159063306178,1274389.7001508782,205.69996543704372,100804.54410403404,R_guard
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,R_guard
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,R_mean
2025-03,1104753.0916099406,33898.53624276279,1138651.6278527034,5249.146437312009,88391.67417490324,R_mean
2025-04,925305.9460201929,32950.68658096506,958256.632601158,5181.0502103933995,65521.21998820827,R_mean
2025-05,947427.3720090552,48795.993063331254,996223.3650723865,8982.129139016726,74720.91395492168,R_mean
2025-06,1302886.4047503849,220112.3755069724,1522998.780257357,37025.931854515424,199226.94606959337,R_mean
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_mean
2025-08,1239095.332023141,53151.267772250176,1292246.599795391,8445.531694074596,78377.35062217683,R_mean
2025-09,1090071.6780708064,69007.5079591985,1159079.1860300049,12118.79461873944,91842.09227720575,R_mean
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_mean
2025-11,1268696.764299406,2145.93964506112,1270842.703944467,440.2720033014693,89376.07383287637,R_mean
2025-12,1688775.930751753,81397.89013318473,1770173.8208849377,15414.373526210376,193501.90986856588,R_mean
2025-02,1193979.4979574601,4085.7968791725452,1198065.2948366327,814.2501542756876,96672.06952060648,R_cost
2025-03,1090762.6928205164,48959.81243891402,1139722.5052594305,7462.787308355692,71135.17171023623,R_cost
2025-04,911603.7490674009,57553.78591222076,969157.5349796216,8753.862265174603,51602.62992513963,R_cost
2025-05,934163.6456301061,55575.538475207904,989739.184105314,9980.554495550756,62487.730466673485,R_cost
2025-06,1316391.6061474946,227509.80060480745,1543901.406752302,37727.785778813435,197853.42171450896,R_cost
2025-07,1473465.8251208786,92520.46867522375,1565986.2937961023,17749.55834238382,168439.92814308027,R_cost
2025-08,1239347.2595927096,50572.67855087797,1289919.9381435874,7889.999964676897,68851.82934470414,R_cost
2025-09,1074702.2085036535,95802.77900911776,1170504.9875127713,16210.44961613777,78229.1479410686,R_cost
2025-10,1120345.193774996,16069.269589886135,1136414.4633648822,2751.2054248485438,89587.71168950277,R_cost
2025-11,1264419.1109230102,2145.93964506112,1266565.0505680714,440.2720033014693,79449.78551192256,R_cost
2025-12,1682487.8905969136,81397.89013318473,1763885.7807300985,15414.373526210376,180810.64371100103,R_cost
2025-02,1200522.7541327255,2399.049927748167,1202921.8040604738,522.0206828403311,106624.08623205678,R_w28
2025-03,1104691.7689446155,33898.53624276279,1138590.3051873783,5249.146437312009,88327.16942950591,R_w28
2025-04,924828.8312133785,32950.68658096506,957779.5177943435,5181.0502103933995,64487.94195886251,R_w28
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,R_w28
2025-06,1302753.113541986,217769.32597177144,1520522.4395137576,37243.284718222916,199827.47042334292,R_w28
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_w28
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,R_w28
2025-09,1091010.5112350744,69007.5079591985,1160018.0191942728,12118.794618739437,94054.94109299764,R_w28
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_w28
2025-11,1272872.6041028064,984.9159063306178,1273857.5200091372,205.69996543704372,99515.77468036271,R_w28
2025-12,1692467.799422608,71764.815558531,1764232.614981139,14087.791311843916,202649.85400416557,R_w28
2025-02,1198175.033830095,3984.977726875305,1202160.0115569704,734.0289228497236,95572.5204404263,X_morning90
2025-03,1103278.5294876194,39483.471177316416,1142762.000664936,5924.777301367532,77618.77075343522,X_morning90
2025-04,924528.0741968043,34952.67034569918,959480.7445425035,5423.030660816973,56308.67718666636,X_morning90
2025-05,954617.876155626,37907.294323537244,992525.1704791632,7018.089735678694,69139.39005779459,X_morning90
2025-06,1304140.426192129,212600.58238042917,1516741.0085725584,35287.501090394915,180917.85693347972,X_morning90
2025-07,1463156.8947643936,97653.1612653679,1560810.0560297614,18384.13478658716,153849.95621213314,X_morning90
2025-08,1240154.1860903024,46401.46523644635,1286555.6513267488,7078.169384927492,68231.81816073431,X_morning90
2025-09,1094290.3156746402,64950.61446077418,1159240.9301354145,10906.480340345444,83921.61985263882,X_morning90
2025-10,1127967.3818663585,13942.370821904782,1141909.7526882633,2234.6567312872658,90910.57517226695,X_morning90
2025-11,1274436.2588539228,49.35818434767045,1274485.6170382707,10.849144817599836,94700.25968932081,X_morning90
2025-12,1694690.893214119,69440.06030596864,1764130.9535200875,13347.02322088574,194708.96327967907,X_morning90
2025-02,1195886.60890425,5764.092647936919,1201650.701552187,1004.1628996854099,86941.03511536866,X_strong_morning85
2025-03,1099020.3898489473,43209.256166408624,1142229.6460153558,6532.8554441074175,67424.3733646358,X_strong_morning85
2025-04,919403.6184369045,49058.521525476855,968462.1399623813,7493.885603083174,48346.24690547796,X_strong_morning85
2025-05,956591.0212556436,24424.934937924187,981015.9561935677,4570.9959549988735,60189.83733953594,X_strong_morning85
2025-06,1299692.0211646135,216912.72017917363,1516604.7413437872,35965.98374372947,161199.62721177854,X_strong_morning85
2025-07,1465556.5639747968,85160.97511813731,1550717.5390929342,16114.643190260875,139688.89135664396,X_strong_morning85
2025-08,1239523.7051522208,51892.92721623067,1291416.6323684515,7934.697694236553,60916.88870898949,X_strong_morning85
2025-09,1092911.4977585224,72353.42388808861,1165264.921646611,11949.12492190856,76875.67466790167,X_strong_morning85
2025-10,1127198.3258413102,16786.334630987672,1143984.6604722978,2746.118387941332,83390.0585163671,X_strong_morning85
2025-11,1267569.4932727092,1279.160576003652,1268848.6538487128,266.0013075502641,82129.31567461774,X_strong_morning85
2025-12,1686636.8483584148,77449.81811627535,1764086.6664746902,14686.08079205268,179783.06506484176,X_strong_morning85
2025-02,1188520.3623867123,10862.787599991054,1199383.1499867034,1804.2678394407053,78541.22603807901,X_day60
2025-03,1090436.6664592298,55108.42859708615,1145545.095056316,8345.43470973906,59003.6923786426,X_day60
2025-04,910128.1584969976,67593.96669334218,977722.1251903397,10232.148752512447,41744.875534899475,X_day60
2025-05,947316.9597513961,27699.149921311084,975016.1096727072,5123.531185973686,50819.89452925663,X_day60
2025-06,1283467.7220695915,241535.850762356,1525003.5728319474,39897.79329284004,143905.2184696652,X_day60
2025-07,1453541.9297244363,98975.51428322641,1552517.4440076628,18243.947529048244,126532.01004774183,X_day60
2025-08,1229761.139529272,72368.89723705605,1302130.036766328,11036.878358129074,53654.0274407209,X_day60
2025-09,1082733.078103877,88118.5525201378,1170851.6306240147,14319.44185501837,68970.63238233021,X_day60
2025-10,1119052.0767694686,23798.647655409575,1142850.7244248781,3862.65671933995,76243.31545237025,X_day60
2025-11,1258304.5354289312,3945.447833783849,1262249.983262715,729.2662365240989,70795.45617993886,X_day60
2025-12,1673974.432326345,88804.23994351029,1762778.6722698552,16500.717750158692,164645.9943313573,X_day60
2025-02,1178797.1500661364,20624.395311555727,1199421.5453776922,3250.497875845186,67100.2449903124,X_day50
2025-03,1080306.7268058127,77192.32929355487,1157499.0560993676,11575.840355669092,49747.38054739577,X_day50
2025-04,900455.3047282224,89284.2317704543,989739.5364986768,13435.817630877722,34687.33773740086,X_day50
2025-05,935230.1299897704,40310.47381440699,975540.6038041774,7036.507523435502,38516.27688573471,X_day50
2025-06,1263326.1969248408,275181.14704312023,1538507.343967961,45167.17517436703,122785.49001243808,X_day50
2025-07,1437152.5412277658,125826.73257683699,1562979.273804603,22170.65470933713,107906.74169538704,X_day50
2025-08,1215720.3444951586,110928.73899671332,1326649.083491872,16702.005177793188,43378.495546974125,X_day50
2025-09,1070568.1108755025,114673.89306513884,1185242.0039406414,18214.029404319954,61104.78643186303,X_day50
2025-10,1108049.9289816169,42086.658379457316,1150136.5873610743,6528.500834025808,66581.22674686159,X_day50
2025-11,1248169.4975536566,8611.823004236587,1256781.3205578933,1433.2226834451735,58587.07219370228,X_day50
2025-12,1660240.1002795147,107678.34791882102,1767918.4481983357,19312.21573485004,147964.55983942954,X_day50
2025-02,1190653.3860806432,9527.800043526893,1200181.1861241702,1569.216185277668,80345.91321007664,X_day60_morning85
2025-03,1093383.5569150182,50361.304947981684,1143744.861863,7591.664946486861,60773.32016080171,X_day60_morning85
2025-04,913865.6218163567,60120.10753145811,973985.7293478148,9107.587258501126,43526.24373511736,X_day60_morning85
2025-05,949206.420920124,27699.149921311084,976905.5708414351,5123.531185973686,52542.49006748823,X_day60_morning85
2025-06,1288015.2238934499,233979.74743443765,1521994.9713278876,38616.900838199836,148429.85905704758,X_day60_morning85
2025-07,1456902.6392918825,95034.6792637204,1551937.3185556028,17605.4372736056,129462.3556405936,X_day60_morning85
2025-08,1232240.384975545,65458.59416971712,1297698.9791452622,9993.39583842079,55010.91095535513,X_day60_morning85
2025-09,1085810.4616759187,83180.60133050015,1168991.0630064188,13579.77081552054,70473.44227387109,X_day60_morning85
2025-10,1121474.7516198687,21751.371962660178,1143226.123582529,3463.462617290189,77282.51343186125,X_day60_morning85
2025-11,1261366.954978691,2334.9184211838988,1263701.873399875,448.3773369082654,74303.92565745431,X_day60_morning85
2025-12,1679495.6973069343,84878.89011159872,1764374.587418533,15772.425016000996,170472.42422171784,X_day60_morning85
2025-02,1179298.599034932,16718.122589549803,1196016.7216244817,2675.9685936562723,77827.8573242937,X_evening85_day60
2025-03,1081736.6282381949,66411.63838327558,1148148.2666214705,10020.115400993365,58464.979949099856,X_evening85_day60
2025-04,901361.7923633761,78956.0059582122,980317.7983215883,11916.708052886634,41163.12532994999,X_evening85_day60
2025-05,926080.5966946656,57966.46577460767,984047.0624692733,10188.333669376856,48853.338319297436,X_evening85_day60
2025-06,1255495.7734267225,280957.172834703,1536452.9462614255,46665.723129868464,137844.57434144564,X_evening85_day60
2025-07,1423920.6546581385,148691.74747354086,1572612.4021316792,26475.598217286257,121383.36211981691,X_evening85_day60
2025-08,1214082.128760802,98430.37777392437,1312512.5065347266,15006.309243814962,52336.49062582746,X_evening85_day60
2025-09,1065288.3019183213,113971.98880284792,1179260.2907211692,18722.88903230125,66528.4683722344,X_evening85_day60
2025-10,1105970.0805384882,34563.3446860993,1140533.4252245876,5434.061493881233,74217.07971747706,X_evening85_day60
2025-11,1251011.2481176713,5360.4084821463675,1256371.6565998176,932.0988982733131,69457.51427700417,X_evening85_day60
2025-12,1664832.5040470003,97256.03773484414,1762088.5417818443,17777.9276074786,163450.75803570086,X_evening85_day60
2025-02,1171272.126779799,24874.959082464557,1196147.0858622633,4690.266220022045,74401.88033859804,X_uniform70
2025-03,1071035.5754356687,75204.68054696292,1146240.2559826316,12508.053090225361,56330.56883162779,X_uniform70
2025-04,894814.0261389167,80584.65661085505,975398.6827497717,12410.840381589636,40787.734082180694,X_uniform70
2025-05,912319.8822149589,74356.27648404532,986676.1586990042,13641.838500373158,47756.83560488827,X_uniform70
2025-06,1236007.938516399,312130.5049201172,1548138.4434365162,53796.68340103557,139447.97523795432,X_uniform70
2025-07,1388506.223115948,204965.4046036857,1593471.6277196337,38877.45207381604,111538.08269593539,X_uniform70
2025-08,1197506.4170337662,129291.79870133556,1326798.2157351018,21474.04781660941,46254.49951576189,X_uniform70
2025-09,1047361.5224898402,156076.1078540024,1203437.6303438426,27680.053258209635,65228.513280446765,X_uniform70
2025-10,1093104.6995867814,40934.57703871819,1134039.2766254996,6903.664112682139,72150.05497624219,X_uniform70
2025-11,1244146.430262321,8081.125271224526,1252227.5555335453,1467.5766964443974,68748.73174847034,X_uniform70
2025-12,1643661.4998853365,120652.50201217653,1764314.001897513,22836.24138936312,143656.31676976522,X_uniform70
2025-02,1186163.0868967217,8774.291993917419,1194937.3788906392,1734.8509740561483,90569.37740657057,X_uniform75
2025-03,1087063.0350738948,52784.14482182502,1139847.1798957197,8462.669125515937,71003.52297800819,X_uniform75
2025-04,909494.8797520875,56396.97583717963,965891.8555892671,8650.961189331301,52355.01746082905,X_uniform75
2025-05,929209.7828503741,59817.27575180701,989027.0586021811,11040.574612856415,62424.639206102845,X_uniform75
2025-06,1265664.1953015912,266982.4192713594,1532646.6145729504,45704.564446132885,165676.04069120076,X_uniform75
2025-07,1417286.7319747226,165363.41065929306,1582650.1426340158,31067.366445276664,135845.65179251184,X_uniform75
2025-08,1217092.6284184938,83912.48797526385,1301005.1163937578,13771.924048756442,61539.75120713595,X_uniform75
2025-09,1068437.9944090715,109399.49942274253,1177837.4938318143,19164.957639615834,78276.59859055786,X_uniform75
2025-10,1110039.0416388302,23147.5068537706,1133186.548492601,4002.0803442040583,85857.06456035309,X_uniform75
2025-11,1258739.5123451883,2435.583688184493,1261175.0960333727,498.5242224485302,84599.33900886674,X_uniform75
2025-12,1667516.5126108786,93196.49158887287,1760713.0041997514,17918.195827502335,171506.3767959312,X_uniform75
