hour,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
21,1254832.219939482,100681.86799915288,1355514.087938635,22889.16677527777,4453.465315172992,B1
22,909583.9060504796,13781.537679852912,923365.4437303325,6593.3015063333305,20890.235663411248,B1
23,790222.4533114302,15384.125727386034,805606.5790388163,7244.356707446243,42655.70945443526,B1
0,529004.1268157124,0.0,529004.1268157124,0.0,65096.56027644463,P
1,526345.3091273718,0.0,526345.3091273718,0.0,61903.339571266886,P
2,517717.9261722906,0.0,517717.9261722906,0.0,59222.631109480884,P
3,487771.91851674486,0.0,487771.91851674486,0.0,53935.309051269716,P
4,452832.4920379615,0.0,452832.4920379615,0.0,56741.79802788753,P
5,448126.3558285021,4704.490097315594,452830.84592581773,1418.4554434850131,64657.88159159803,P
6,272967.4597426617,20206.465148895393,293173.9248915571,4676.379648472552,0.0,P
7,360840.6260599364,8039.841219977512,368880.46727991395,1961.1017959470878,22704.734852203652,P
8,4265.85989583211,6921.505462643949,11187.365358476058,1285.9802103786064,0.0,P
9,24488.68768997393,57901.34118894539,82390.02887891931,11845.225984219162,0.0,P
10,87488.61805840481,38839.3693212047,126327.98737960952,8149.444641103369,11617.119932108151,P
11,438133.25106679474,0.0,438133.25106679474,0.0,122966.87612802262,P
12,355580.9894524869,0.0,355580.9894524869,0.0,322527.94311984256,P
13,49454.55618262391,0.0,49454.55618262391,0.0,21305.067486088406,P
14,105850.94813566645,0.0,105850.94813566645,0.0,18908.059374249955,P
15,647950.7443619588,0.0,647950.7443619588,0.0,210889.8060657894,P
16,1050185.9364940985,0.0,1050185.9364940985,0.0,95659.05441580628,P
17,1552421.6216477058,0.0,1552421.6216477058,0.0,78812.27187872538,P
18,1215136.9675261679,9748.207538260436,1224885.1750644282,1449.256767580779,38401.45755922492,P
19,81236.36882444087,96147.85265598838,177384.22148042926,14262.376888688492,0.0,P
20,641705.1567311849,375775.63147946884,1017480.7882106538,55453.05071142727,0.0,P
21,1341106.6799393103,23560.57528095104,1364667.2552202614,5180.816157973542,14386.093123706903,P
22,1165269.7693704532,0.0,1165269.7693704532,0.0,64945.59143277599,P
23,1211782.1962815947,0.0,1211782.1962815947,0.0,322069.7338054481,P
0,892214.2726696826,0.0,892214.2726696826,0.0,31705.404365994484,P_terminal
1,533404.2299538426,0.0,533404.2299538426,0.0,5767.212467447619,P_terminal
2,532915.9857862176,0.0,532915.9857862176,0.0,19198.82072348507,P_terminal
3,532245.738992035,0.0,532245.738992035,0.0,27795.658869285442,P_terminal
4,503059.9799288028,0.0,503059.9799288028,0.0,37640.232456130274,P_terminal
5,527038.9442564173,4704.490097315586,531743.4343537329,1418.4554434850102,212424.26503853776,P_terminal
6,272967.4597426617,20133.220873948565,293100.6806166102,4659.05661593394,0.0,P_terminal
7,360840.6260599364,8089.059847373631,368929.68590731005,1973.5915238078746,22704.734852203652,P_terminal
8,4265.85989583211,6790.275202909094,11056.135098741204,1260.109230153478,0.0,P_terminal
9,24488.68768997393,57188.349053049125,81677.03674302305,11702.799668375379,0.0,P_terminal
10,87488.61805840481,38507.60227388568,125996.22033229048,8080.896575381335,11617.119932108151,P_terminal
11,438133.25106679474,0.0,438133.25106679474,0.0,122968.59034321047,P_terminal
12,356452.22048565204,0.0,356452.22048565204,0.0,323258.1351390942,P_terminal
13,49454.55618262391,0.0,49454.55618262391,0.0,21305.067486088406,P_terminal
14,105850.94813566645,0.0,105850.94813566645,0.0,18910.443202986025,P_terminal
15,647950.7443619588,0.0,647950.7443619588,0.0,210991.43960929554,P_terminal
16,1050185.9364940985,0.0,1050185.9364940985,0.0,95844.12392146369,P_terminal
17,1552421.6216477058,0.0,1552421.6216477058,0.0,78921.34057092856,P_terminal
18,1215136.9675261679,9748.207538260436,1224885.1750644282,1449.256767580779,38401.45755922492,P_terminal
19,81236.36882444087,96424.73486750135,177661.1036919422,14303.44168721274,0.0,P_terminal
20,641705.1567311849,375346.8576830419,1017052.0144142269,55390.22176086956,0.0,P_terminal
21,1341106.6799393103,23560.57528095104,1364667.2552202614,5180.816157973543,14386.093123706903,P_terminal
22,962805.9874404711,0.0,962805.9874404711,0.0,53469.38264250592,P_terminal
23,681764.578861544,0.0,681764.578861544,0.0,13322.567489655241,P_terminal
0,1131823.2249937311,0.0,1131823.2249937311,0.0,62542.017249534736,P_floor
1,752181.2718985442,0.0,752181.2718985442,0.0,17864.03495238711,P_floor
2,621711.879126779,0.0,621711.879126779,0.0,12047.89454537691,P_floor
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,P_floor
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,15760.696447431694,P_floor
5,636410.552227874,1811.8089483577023,638222.3611762318,515.9262550060331,222385.13886877088,P_floor
6,272967.4597426617,19584.252856324892,292551.7125989866,4533.939789972078,0.0,P_floor
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,P_floor
8,4265.85989583211,6792.185653918447,11058.045549750557,1261.5697825450245,0.0,P_floor
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,P_floor
10,87488.61805840481,38233.47833052943,125722.09638893425,8019.256538350604,11617.119932108151,P_floor
11,438133.25106679474,0.0,438133.25106679474,0.0,122968.59034321047,P_floor
12,357490.1869157224,0.0,357490.1869157224,0.0,325887.01054388867,P_floor
13,49454.55618262391,0.0,49454.55618262391,0.0,21305.067486088406,P_floor
14,105850.94813566645,0.0,105850.94813566645,0.0,18910.443202986025,P_floor
15,647950.7443619588,0.0,647950.7443619588,0.0,210991.43960929554,P_floor
16,1050185.9364940985,0.0,1050185.9364940985,0.0,95844.12392146369,P_floor
17,1552421.6216477058,0.0,1552421.6216477058,0.0,78921.34057092856,P_floor
18,1215136.9675261679,9748.207538260436,1224885.1750644282,1449.256767580779,38401.45755922492,P_floor
19,81236.36882444087,96890.74016086369,178127.10898530454,14372.566554580882,0.0,P_floor
20,641705.1567311849,374977.15852323844,1016682.3152544234,55335.504205951554,0.0,P_floor
21,1223956.1799393103,25901.07819092421,1249857.2581302344,6292.958191698024,0.0,P_floor
22,504112.65410713776,11460.342239454701,515572.9963465925,5477.7796644215705,0.0,P_floor
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,P_floor
0,1131462.3626657608,0.0,1131462.3626657608,0.0,62538.01064070405,S_terminal
1,750524.3637896285,0.0,750524.3637896285,0.0,17744.36635654877,S_terminal
2,621658.2199832695,0.0,621658.2199832695,0.0,12047.89454537691,S_terminal
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9588.231545962224,S_terminal
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,16082.950299197038,S_terminal
5,636224.1047612184,1811.8089483577023,638035.9137095761,515.9262550060331,222101.64878131374,S_terminal
6,272967.4597426617,19584.252856324885,292551.7125989866,4533.939789972076,0.0,S_terminal
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,S_terminal
8,4265.85989583211,6792.185653918447,11058.045549750557,1261.5697825450245,0.0,S_terminal
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,S_terminal
10,87488.61805840481,38233.47833052943,125722.09638893425,8019.256538350604,11617.119932108151,S_terminal
11,438133.25106679474,0.0,438133.25106679474,0.0,122968.59034321047,S_terminal
12,357490.1869157224,0.0,357490.1869157224,0.0,325887.01054388867,S_terminal
13,49454.55618262391,0.0,49454.55618262391,0.0,21305.067486088406,S_terminal
14,105850.94813566645,0.0,105850.94813566645,0.0,18910.443202986025,S_terminal
15,647950.7443619588,0.0,647950.7443619588,0.0,210991.43960929554,S_terminal
16,1050185.9364940985,0.0,1050185.9364940985,0.0,95844.12392146369,S_terminal
17,1552421.6216477058,0.0,1552421.6216477058,0.0,78921.34057092856,S_terminal
18,1215136.9675261679,9748.207538260436,1224885.1750644282,1449.256767580779,38401.45755922492,S_terminal
19,81236.36882444087,96890.74016086369,178127.10898530454,14372.566554580882,0.0,S_terminal
20,641705.1567311849,374977.15852323844,1016682.3152544234,55335.504205951554,0.0,S_terminal
21,1223956.1799393103,25901.07819092421,1249857.2581302344,6292.958191698024,0.0,S_terminal
22,506438.9465531691,10336.582107011178,516775.5286601803,4935.160530744962,56.99881345503468,S_terminal
23,517102.578861544,9258.237209549941,526360.816071094,4358.06106383093,0.0,S_terminal
0,1130915.6371311604,0.0,1130915.6371311604,0.0,62363.64438066076,T_day_trim
1,754810.5453087691,0.0,754810.5453087691,0.0,18036.27006369528,T_day_trim
2,621728.5912630511,0.0,621728.5912630511,0.0,12036.400783980509,T_day_trim
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,T_day_trim
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,15638.758943924342,T_day_trim
5,632359.2547041974,1811.8089483577023,634171.0636525551,515.9262550060331,221851.50182876227,T_day_trim
6,270407.1344641757,19717.82254395708,290124.95700813277,4564.438634048385,0.0,T_day_trim
7,359407.63952283544,8164.103822895935,367571.74334573135,1992.1392191915386,22704.734852203652,T_day_trim
8,4265.85989583211,10556.409046001902,14822.26894183401,1983.7494750523788,0.0,T_day_trim
9,24488.68768997393,56865.25588520256,81353.9435751765,11635.749041971538,0.0,T_day_trim
10,84396.88161596218,39749.81426940664,124146.69588536881,8327.776321017556,11466.234718663814,T_day_trim
11,407421.1071454909,819.1710992750006,408240.2782447659,340.6748833333336,90310.12952534288,T_day_trim
12,334871.6945909772,0.0,334871.6945909772,0.0,275455.48786909925,T_day_trim
13,41990.48623270702,0.0,41990.48623270702,0.0,14615.058917954317,T_day_trim
14,94190.6673169534,0.0,94190.6673169534,0.0,12761.925908603502,T_day_trim
15,604024.0431289845,0.0,604024.0431289845,0.0,153595.41636760844,T_day_trim
16,1021185.7960535085,1847.6499048447454,1023033.4459583532,402.50567488687204,67275.85577379857,T_day_trim
17,1521994.8866800587,2477.6387236078813,1524472.5254036665,489.96507898318384,53349.38383637441,T_day_trim
18,1215136.9675261679,9919.580944887051,1225056.548471055,1475.8654791135195,33393.00298622967,T_day_trim
19,81236.36882444087,136255.7719641373,217492.14078857817,20214.041880555404,0.0,T_day_trim
20,641495.5383506746,516037.56012345967,1157533.0984741342,75911.01771177886,0.0,T_day_trim
21,1223868.1245445234,26388.20344943094,1250256.3279939543,6439.0381816565105,0.0,T_day_trim
22,504112.65410713776,11460.342239454701,515572.9963465925,5477.7796644215705,0.0,T_day_trim
23,517102.578861544,9519.7325918581,526622.3114534022,4481.133988710736,0.0,T_day_trim
0,1123174.251681879,0.0,1123174.251681879,0.0,61402.19698917026,T_evening_hedge
1,727145.9903144406,0.0,727145.9903144406,0.0,15967.511816584854,T_evening_hedge
2,616401.3631095556,0.0,616401.3631095556,0.0,13717.60955436865,T_evening_hedge
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14173.928034875453,T_evening_hedge
4,545338.5850596117,862.3307674489942,546200.9158270607,392.4353654429679,18758.841514520092,T_evening_hedge
5,626584.4135418673,1811.8089483577023,628396.222490225,515.9262550060331,215253.9945077204,T_evening_hedge
6,272967.4597426617,19584.252856324892,292551.7125989866,4533.939789972078,0.0,T_evening_hedge
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,T_evening_hedge
8,4265.85989583211,6792.1856539184555,11058.045549750566,1261.569782545026,0.0,T_evening_hedge
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,T_evening_hedge
10,87488.61805840481,38176.59069281734,125665.20875122215,8005.01682928625,11617.119932108151,T_evening_hedge
11,438133.25106679474,0.0,438133.25106679474,0.0,122968.59034321047,T_evening_hedge
12,357159.58977165265,0.0,357159.58977165265,0.0,325083.2246356229,T_evening_hedge
13,49454.55618262391,0.0,49454.55618262391,0.0,21305.067486088406,T_evening_hedge
14,105850.94813566645,0.0,105850.94813566645,0.0,18910.443202986025,T_evening_hedge
15,647950.7443619588,0.0,647950.7443619588,0.0,210991.43960929554,T_evening_hedge
16,1050185.9364940985,0.0,1050185.9364940985,0.0,95844.12392146369,T_evening_hedge
17,1558531.2321466866,0.0,1558531.2321466866,0.0,79582.92131815603,T_evening_hedge
18,1293496.7273310923,7280.0972160615565,1300776.824547154,1081.2560843697543,59499.389837592294,T_evening_hedge
19,99874.92851117898,82335.56639324433,182210.4949044233,12213.523660455745,0.0,T_evening_hedge
20,678250.7160048061,282476.5405068324,960727.2565116386,41533.301495461725,0.0,T_evening_hedge
21,1254486.2779905642,9096.836989517868,1263583.114980082,2198.728053726467,0.0,T_evening_hedge
22,504112.65410713776,8578.444538250487,512691.09864538827,4095.8058280783366,0.0,T_evening_hedge
23,517102.578861544,8945.144237896675,526047.7230994407,4210.790999013264,0.0,T_evening_hedge
0,1122905.406836078,0.0,1122905.406836078,0.0,61402.19698917026,T_rebalance
1,730272.6872750912,0.0,730272.6872750912,0.0,16325.541675021785,T_rebalance
2,616335.883317088,0.0,616335.883317088,0.0,13541.50425321477,T_rebalance
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,13637.172735246284,T_rebalance
4,545376.0897214285,862.3307674489942,546238.4204888775,392.4353654429679,18638.368781969803,T_rebalance
5,622551.7262537655,1811.8089483577023,624363.5352021232,515.9262550060331,215312.3451028003,T_rebalance
6,270407.1344641757,19717.822543957074,290124.95700813277,4564.438634048384,0.0,T_rebalance
7,359407.63952283544,8164.103822895935,367571.74334573135,1992.1392191915386,22704.734852203652,T_rebalance
8,4265.85989583211,10556.409046001909,14822.26894183402,1983.7494750523804,0.0,T_rebalance
9,24488.68768997393,56865.25588520256,81353.9435751765,11635.749041971538,0.0,T_rebalance
10,84396.88161596218,39692.92663169455,124089.80824765672,8313.536611953203,11466.234718663814,T_rebalance
11,407421.1071454909,819.1710992750006,408240.2782447659,340.6748833333336,90310.12952534288,T_rebalance
12,334368.8315761038,0.0,334368.8315761038,0.0,274232.8693063146,T_rebalance
13,41990.48623270702,0.0,41990.48623270702,0.0,14615.058917954317,T_rebalance
14,94190.6673169534,0.0,94190.6673169534,0.0,12761.925908603502,T_rebalance
15,604024.0431289845,0.0,604024.0431289845,0.0,153595.41636760844,T_rebalance
16,1021185.7960535085,1847.6499048447454,1023033.4459583532,402.50567488687204,67294.19861505825,T_rebalance
17,1528216.8960311008,2477.6387236078813,1530694.5347547086,489.96507898318384,53802.09025457241,T_rebalance
18,1293496.7273310923,7459.253670811499,1300955.9810019038,1107.864795902495,52662.126786622684,T_rebalance
19,99874.92851117898,116309.96235193183,216184.8908631108,17254.38155413613,0.0,T_rebalance
20,677813.2962695115,407503.24008650414,1085316.5363560156,59761.56667154761,0.0,T_rebalance
21,1254478.8591853015,9148.50710383912,1263627.3662891404,2210.1241971585914,0.0,T_rebalance
22,504112.65410713776,8634.940195590696,512747.5943027285,4122.473591750844,0.0,T_rebalance
23,517102.578861544,8976.15528374771,526078.7341452917,4225.391303086257,0.0,T_rebalance
0,1127594.7443487195,0.0,1127594.7443487195,0.0,61980.806030780244,T_soft
1,742481.7433844194,0.0,742481.7433844194,0.0,17169.09437377748,T_soft
2,619578.6300199736,0.0,619578.6300199736,0.0,12478.882175324272,T_soft
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,12328.974858169617,T_soft
4,546093.32679351,862.3307674489942,546955.657560959,392.4353654429679,17104.18235387696,T_soft
5,630086.7548844075,1811.8089483577023,631898.5638327652,515.9262550060331,218320.95110347608,T_soft
6,271866.69330129464,19584.252856324892,291450.94615761953,4533.939789972078,0.0,T_soft
7,359985.23382941674,8164.103822895935,368149.33765231265,1992.1392191915386,22704.734852203652,T_soft
8,4265.85989583211,8644.23306077127,12910.092956603381,1617.7862832245742,0.0,T_soft
9,24488.68768997393,56559.20326524965,81047.89095522357,11574.071623233338,0.0,T_soft
10,85974.99845064791,38810.27275909935,124785.27120974725,8137.394586694058,11500.211189654536,T_soft
11,421657.6717869039,423.1742263189663,422080.8460132229,171.5494836105318,104654.18996606836,T_soft
12,346271.1008354521,0.0,346271.1008354521,0.0,299595.78199088003,T_soft
13,45353.28323707057,0.0,45353.28323707057,0.0,17633.40012407103,T_soft
14,99600.92919704152,0.0,99600.92919704152,0.0,15580.986450412629,T_soft
15,625306.5428337976,0.0,625306.5428337976,0.0,180015.09557526672,T_soft
16,1035012.3060849644,241.41837186904016,1035253.7244568334,52.11968304599313,80704.29609060173,T_soft
17,1538123.0355958112,2193.4582462819562,1540316.4938420933,434.85663329046554,64654.14127954302,T_soft
18,1247671.4028682285,8421.8442332343,1256093.2471014627,1251.7827151863003,44135.93323552304,T_soft
19,88861.52640129665,104825.2579250867,193686.78432638335,15549.566476215607,0.0,T_soft
20,658029.647472761,399198.91807728406,1057228.565550045,58713.74089210965,0.0,T_soft
21,1237819.1604326165,16852.601479934223,1254671.7619125508,4090.5564681808796,0.0,T_soft
22,504112.65410713776,10479.944949131166,514592.5990562689,5002.751615255303,0.0,T_soft
23,517102.578861544,9221.98564231873,526324.5645038628,4341.394881880207,0.0,T_soft
0,1115426.0599238125,0.0,1115426.0599238125,0.0,60618.83211211038,T_strong
1,712414.2231478604,0.0,712414.2231478604,0.0,13931.60501566352,T_strong
2,610286.2122571218,0.0,610286.2122571218,0.0,14016.820077994314,T_strong
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,14688.882640771111,T_strong
4,543838.9314245143,862.3307674489942,544701.2621919633,392.4353654429679,19141.99668463066,T_strong
5,614845.1096799937,1811.8089483577023,616656.9186283514,515.9262550060331,215906.80552502786,T_strong
6,268923.2645594591,19717.822543957078,288641.0871034162,4564.438634048385,0.0,T_strong
7,358835.67719183624,8164.103822895935,366999.78101473214,1992.1392191915386,22704.734852203652,T_strong
8,4265.85989583211,12187.977587737572,16453.837483569685,2294.7568312482285,0.0,T_strong
9,24488.68768997393,58602.798549756,83091.48623972993,11996.842865458413,0.0,T_strong
10,83470.57906727129,40095.8171854096,123566.39625268089,8404.664454579117,11371.086085272862,T_strong
11,393333.61092128407,819.1710992750006,394152.78202055907,340.6748833333336,77896.25761179671,T_strong
12,322944.9489557531,0.0,322944.9489557531,0.0,251757.32700325563,T_strong
13,39058.97939803436,0.0,39058.97939803436,0.0,11832.142468811759,T_strong
14,89717.65073015401,0.0,89717.65073015401,0.0,10192.369871933513,T_strong
15,584497.4278564111,0.0,584497.4278564111,0.0,130866.54684088794,T_strong
16,1007268.2097660063,3700.6362459829993,1010968.8460119893,817.806495091446,55252.69987178405,T_strong
17,1518378.555894051,2785.638526953511,1521164.1944210045,549.6925824195788,44031.57780824643,T_strong
18,1354203.7261712747,5629.274403985872,1359833.0005752605,836.0722417920499,62959.90781840156,T_strong
19,116766.93146440014,122850.45916225841,239617.39062665854,18226.537430184977,0.0,T_strong
20,711857.671302431,387139.85419215093,1098997.525494582,56637.288399948186,0.0,T_strong
21,1279808.6648150869,2916.7908114565876,1282725.4556265434,661.2282452369566,0.0,T_strong
22,504112.65410713776,6517.70183185695,510630.35593899473,3109.0572278728637,0.0,T_strong
23,517102.578861544,8275.487036108218,525378.0658976523,3895.0937634696065,0.0,T_strong
0,1122925.8451459135,0.0,1122925.8451459135,0.0,61402.19698917026,T_morning_hedge
1,730085.0603407468,0.0,730085.0603407468,0.0,16325.541675021785,T_morning_hedge
2,616364.5145321747,0.0,616364.5145321747,0.0,13541.50425321477,T_morning_hedge
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,13637.172735246284,T_morning_hedge
4,545393.7047860433,862.3307674489942,546256.0355534923,392.4353654429679,18638.368781969803,T_morning_hedge
5,625580.6543529249,1811.8089483577023,627392.4633012826,515.9262550060331,215531.22534576824,T_morning_hedge
6,277581.9613754101,19584.252856324885,297166.2142317349,4533.939789972076,0.0,T_morning_hedge
7,367814.0661160437,8164.103822895935,375978.1699389396,1992.1392191915386,22997.657350605947,T_morning_hedge
8,4265.85989583211,7406.5731119856255,11672.433007817735,1379.861350354702,0.0,T_morning_hedge
9,27549.890927061337,50934.99056057487,78484.88148763622,10423.308768299932,0.0,T_morning_hedge
10,89193.62960586365,35774.11444486707,124967.74405073072,7502.742545298912,13330.521247654071,T_morning_hedge
11,414104.3241781758,760.5856593202141,414864.90983749606,315.5417044595513,93832.31356123854,T_morning_hedge
12,336462.002016331,0.0,336462.002016331,0.0,295865.01913934737,T_morning_hedge
13,42026.68352464601,0.0,42026.68352464601,0.0,14926.500257802823,T_morning_hedge
14,94553.13875074747,0.0,94553.13875074747,0.0,12848.760674297871,T_morning_hedge
15,604833.1625078504,0.0,604833.1625078504,0.0,155413.57973680325,T_morning_hedge
16,1021185.7960535085,1311.6065028262362,1022497.4025563347,284.71503748923993,68187.57356930002,T_morning_hedge
17,1528216.8960311008,2477.6387236078813,1530694.5347547086,489.96507898318384,53872.41083213316,T_morning_hedge
18,1293496.7273310923,7459.253670811499,1300955.9810019038,1107.864795902495,53059.15306833746,T_morning_hedge
19,99874.92851117898,107357.0559897013,207231.98450088027,15925.770150048653,0.0,T_morning_hedge
20,677813.2962695115,392267.159808913,1070080.4560784244,57552.22067038548,0.0,T_morning_hedge
21,1254478.8591853015,9148.50710383912,1263627.3662891404,2210.1241971585914,0.0,T_morning_hedge
22,504112.65410713776,8634.940195590696,512747.5943027285,4122.473591750844,0.0,T_morning_hedge
23,517102.578861544,8976.15528374771,526078.7341452917,4225.391303086257,0.0,T_morning_hedge
0,1131760.9224569825,0.0,1131760.9224569825,0.0,62485.72614722871,R_guard
1,751221.6322944502,0.0,751221.6322944502,0.0,17892.316581904717,R_guard
2,621545.52702323,0.0,621545.52702323,0.0,12036.400783980509,R_guard
3,538389.5212377614,1078.9052628823472,539468.4265006437,494.4117151770253,9518.384897533066,R_guard
4,546260.0939573108,862.3307674489942,547122.4247247598,392.4353654429679,15760.696447431694,R_guard
5,635988.5423567288,1811.8089483577023,637800.3513050865,515.9262550060331,222339.45862415252,R_guard
6,272952.651784943,19584.252856324892,292536.9046412679,4533.939789972078,0.0,R_guard
7,360840.6260599364,8164.103822895935,369004.7298828324,1992.1392191915386,22704.734852203652,R_guard
8,4265.85989583211,6792.185653918447,11058.045549750557,1261.5697825450245,0.0,R_guard
9,24488.68768997393,56405.38190419031,80894.06959416423,11543.753034279098,0.0,R_guard
10,87463.73987768436,38233.47833052943,125697.2182082138,8019.256538350604,11617.119932108151,R_guard
11,438001.5143043256,0.0,438001.5143043256,0.0,122842.30409360322,R_guard
12,357037.40976086835,0.0,357037.40976086835,0.0,325440.5282737748,R_guard
13,49417.96366083732,0.0,49417.96366083732,0.0,21262.61922695425,R_guard
14,105783.88578042596,0.0,105783.88578042596,0.0,18819.209009452454,R_guard
15,647434.3033193428,0.0,647434.3033193428,0.0,210438.24946472596,R_guard
16,1049736.9975852272,0.0,1049736.9975852272,0.0,95283.32165934455,R_guard
17,1552319.308099392,0.0,1552319.308099392,0.0,78125.70490136112,R_guard
18,1215438.5582790251,9748.207538260436,1225186.7658172855,1449.256767580779,38492.15517787544,R_guard
19,81328.5105677305,96890.74016086369,178219.25072859417,14372.566554580882,0.0,R_guard
20,642780.8849185633,374977.15852323844,1017758.0434418017,55335.504205951554,0.0,R_guard
21,1224361.985030719,25901.07819092421,1250263.0632216432,6292.958191698024,0.0,R_guard
22,504112.65410713776,11460.342239454701,515572.9963465925,5477.7796644215705,0.0,R_guard
23,517102.578861544,9363.678616091394,526466.2574776354,4407.85591538372,0.0,R_guard
0,1131329.0288618505,0.0,1131329.0288618505,0.0,62423.84997575883,R_mean
1,746618.1838338304,0.0,746618.1838338304,0.0,17631.142591585794,R_mean
2,621377.1488772092,0.0,621377.1488772092,0.0,12119.438793206722,R_mean
