date,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,grid_plan_kwh,unused_grid_kwh,policy
2025-02-19,46952.31031194371,7357.761896163633,54310.07220810734,1233.8076860269061,76365.20126477658,624.8229826912196,B0
2025-02-20,46562.3152030595,6062.345984563574,52624.661187623075,917.407324588108,75980.18515845435,1773.6539546522022,B0
2025-02-21,16618.45610665089,6708.4438819592515,23326.89998861014,1448.7986219188738,32523.210443469157,348.27473674202696,B0
2025-02-22,16604.008370328866,7993.804740188527,24597.813110517392,1592.2689582944886,32547.995621556605,228.13821139338512,B0
2025-02-23,45877.687282889594,5805.543397528563,51683.23068041816,947.2118017091782,75154.47183587408,284.8421769312593,B0
2025-02-24,45192.49602528487,6597.643202605531,51790.1392278904,1009.6025749600683,74138.6179435725,2041.9858473857248,B0
2025-02-25,45423.64911659082,4863.466374151191,50287.11549074201,780.6721146122388,74362.75231794015,4261.832743488387,B0
2025-02-26,45122.99455210416,5027.668964113849,50150.66351621801,749.7775556434894,73903.08871283662,1113.2687874841793,B0
2025-02-27,44223.90110533103,7704.547218713933,51928.44832404497,1281.3765530410637,72630.13628189969,2060.129489229416,B0
2025-02-28,16007.118775093562,7444.850391748554,23451.96916684212,1641.5301567582328,31502.320379982968,404.90269694209655,B0
2025-03-01,16010.862551788166,4033.429571340824,20044.29212312899,739.8640344723411,31518.22614351112,95.04958625383551,B0
2025-03-02,43440.19830246139,36995.69967530001,80435.8979777614,5502.929682770038,71565.5020398884,994.1134086894191,B0
2025-03-03,43769.208719822986,27048.78281986848,70817.99153969147,4346.007565004414,71895.76348758336,288.7945719542208,B0
2025-03-04,44644.79965373603,3620.3395533710204,48265.13920710705,533.4242854988404,73213.98638590405,413.218365960298,B0
2025-03-05,45317.90492048987,3883.94363510692,49201.848555596785,565.5849309918335,74289.30817307977,4393.802443262411,B0
2025-03-06,45031.28562511278,4430.3847910679915,49461.67041618077,655.1965830313508,73593.42523709242,3644.576566477543,B0
2025-03-07,15715.95903525673,2570.810844404089,18286.76987966082,536.7852860829698,30780.452054722886,385.10282373034266,B0
2025-03-08,15215.992119358756,6274.1703536650575,21490.162473023815,1474.964595176661,29531.277493365284,450.6511948684389,B0
2025-03-09,43068.3967592504,2672.2638941126193,45740.66065336302,383.924536289271,70983.55886004759,3085.8599092655604,B0
2025-03-10,42248.62578824755,14772.73865870402,57021.36444695157,2410.7782006310267,69555.38759899225,74.83087724781956,B0
2025-03-11,41901.30558140413,4753.488433486264,46654.79401489039,685.1724761774296,69378.21369478211,1227.868438623397,B0
2025-03-12,41407.93928083956,5673.360909455756,47081.30019029531,819.6941196671104,68493.18110123165,1949.8612992693938,B0
2025-03-13,40743.684730978064,23748.761016275206,64492.44574725327,3812.914151379501,67494.39583806232,152.24309946969663,B0
2025-03-14,14113.511601454888,9484.074566858819,23597.58616831371,2265.981949687565,27522.096168949236,255.58877685295846,B0
2025-03-15,14439.373579643521,9848.209757932256,24287.583337575776,2381.091634511376,28334.23014558464,391.30090464606224,B0
2025-03-16,40451.86728493605,4911.379202494789,45363.246487430835,820.7004813091642,67268.4594875104,517.4024600650234,B0
2025-03-17,40554.02914884432,3606.770865489813,44160.800014334134,527.4829698068157,67482.93866694013,4354.271767601054,B0
2025-03-18,39359.18776809384,9843.587817395912,49202.775585489755,1853.7805265239722,65598.81695941603,1678.0248036492058,B0
2025-03-19,39604.08213941603,3907.839575482723,43511.92171489875,669.9195963976949,65940.11221243926,1834.2728179529279,B0
2025-03-20,39620.94804300386,5668.518751607633,45289.46679461149,882.1302623864531,65739.04424540472,278.0842152237596,B0
2025-03-21,13726.282844365993,10440.388020815768,24166.67086518176,2618.801189690625,26941.958169632606,541.2522171066005,B0
2025-03-22,14243.874241555672,4139.005913834249,18382.88015538992,1090.3230605183496,27995.697419660944,225.53349247776237,B0
2025-03-23,37838.12929071572,7920.130084816303,45758.25937553203,1288.7361765565354,63380.28020416811,1694.8711320482093,B0
2025-03-24,37484.566903868224,5505.497574696401,42990.06447856463,1111.3203722788194,62455.92553537853,543.4932976447973,B0
2025-03-25,37056.28033486677,16966.425004452278,54022.70533931905,2986.245103666104,61945.39234823691,67.66246185283035,B0
2025-03-26,36885.7753384496,6483.852880550332,43369.62821899993,1245.661092664724,61746.919811801694,1717.715039319307,B0
2025-03-27,36986.92747846057,8189.862888111136,45176.79036657171,1511.5203187363627,61708.345675312456,474.6532281567585,B0
2025-03-28,13358.316161230408,7969.769593419594,21328.08575465,2030.920106228255,26555.851006708854,340.08742428275474,B0
2025-03-29,13200.58750396122,8138.531924130353,21339.119428091573,1863.294256066893,26548.572604622965,22.514775338220034,B0
2025-03-30,35857.779692563396,2724.126377585974,38581.90607014937,456.1306454781769,59943.13491553325,750.3598684360862,B0
2025-03-31,35354.28199664691,10261.715361939607,45615.99735858652,1541.9087254546757,59215.97802756448,21.124085581977397,B0
2025-04-01,35668.32999316521,25831.405571065603,61499.73556423081,3825.8384721416687,59696.557264385585,23.29885338172096,B0
2025-04-02,35268.736471718876,28478.829759352157,63747.56623107103,4893.954946363171,59205.10333805304,24.99874509139397,B0
2025-04-03,35780.51001609093,9125.584692021623,44906.09470811255,1652.080721823195,60328.21260213813,938.4776802135166,B0
2025-04-04,12512.064808192194,8239.645831096921,20751.710639289115,2018.1387446228168,25425.597776113013,262.27195000637636,B0
2025-04-05,13028.883443523888,6053.613811437728,19082.497254961614,1462.875918630815,26379.388478089088,221.95773084249873,B0
2025-04-06,35757.90041754908,3961.256860991008,39719.15727854008,645.8839153219895,60567.943379193326,656.9773383281116,B0
2025-04-07,35101.78151774787,4296.728701589119,39398.51021933699,927.5372130635936,59380.33702748962,1412.3914352284805,B0
2025-04-08,35455.6604716877,8566.053596567595,44021.71406825529,1596.8796139684632,59881.53921957834,1687.9113318621428,B0
2025-04-09,35115.2628192108,22932.646267912667,58047.90908712347,3629.214124357366,59122.675328160214,129.65870881462024,B0
2025-04-10,35023.88751390828,5373.593418349249,40397.48093225753,853.6737939343009,58887.3605430228,1118.2645978716578,B0
2025-04-11,12520.43483064837,6670.506912900719,19190.941743549087,1719.5521563230664,25436.33872732851,275.63896879437203,B0
2025-04-12,12922.329632176446,2107.7176396564605,15030.047271832907,558.975551750357,26182.377491535382,156.2123589668505,B0
2025-04-13,33957.349544085126,7370.672590132029,41328.02213421715,1154.7510822016895,57216.63717276213,168.08969833604556,B0
2025-04-14,33556.735036192214,4964.388826444655,38521.12386263687,815.2107272613003,56831.44482743317,1203.7116445258775,B0
2025-04-15,34252.45581787815,2639.8324571663234,36892.28827504448,413.3464908729499,57576.52270962793,1528.8438681675982,B0
2025-04-16,33731.96303642321,15883.771496770503,49615.73453319371,2528.3621515153986,56843.787874719,63.19572829037122,B0
2025-04-17,33439.82300155657,5469.277948098913,38909.10094965548,856.732541945212,56280.752535322,357.1647760081488,B0
2025-04-18,12050.371373012293,4969.7385379181105,17020.1099109304,1156.9555316878136,24835.126940776958,290.2945113861701,B0
2025-04-19,11704.78882826056,6761.303288023933,18466.092116284493,1662.2027375085304,24226.01035138642,347.9002629031476,B0
2025-04-20,32794.039489118906,4313.467706552056,37107.507195670965,724.6960883536782,55494.56072520855,184.32830119640664,B0
2025-04-21,33056.37132731329,3811.391303902455,36867.76263121574,799.5244082804298,55990.89781276649,1830.557767885104,B0
2025-04-22,32473.12077311443,7871.457783380669,40344.5785564951,1463.1889752813304,54497.82525455095,45.78114894952705,B0
2025-04-23,32837.89344271989,3038.7421010674625,35876.63554378735,493.5129985809746,55606.8970504428,910.50753552098,B0
2025-04-24,32245.040096319855,5228.32591311818,37473.36600943803,964.833946572967,54388.71265719883,1326.558869946978,B0
2025-04-25,10956.87102113836,6816.19870966929,17773.06973080765,1747.8820333069123,23152.568199473248,138.44145355564342,B0
2025-04-26,11139.974893763263,7408.1168742992795,18548.091768062543,1723.3999425094182,23604.411231386275,6.226016467178056,B0
2025-04-27,30282.657403041874,11905.258849747242,42187.91625278912,1876.6703635623137,51419.39643240462,237.22813391531497,B0
2025-04-28,31220.231826043,44725.80170538265,75946.03353142565,6789.159932260407,52518.81006556394,58.85542542214557,B0
2025-04-29,31355.386419031405,8991.911643797323,40347.298062828726,1308.2604381257306,53012.087399558666,79.17786093440066,B0
2025-04-30,31289.769185571196,4036.186701334774,35325.95588690597,753.8671405787745,52727.62016506481,1312.6066201663434,B0
2025-05-01,30872.87082395741,23209.64039078758,54082.51121474499,4424.571106937186,51586.23464619379,348.9184728536376,B0
2025-05-02,11331.668797577538,24612.123421073768,35943.79221865131,5138.110188313334,23375.265761062667,0.0,B0
2025-05-03,11690.379171610446,17092.541674851935,28782.92084646238,3550.773274402612,24174.35589965775,12.412842787823934,B0
2025-05-04,31907.791083646327,15327.181845499328,47234.97292914565,2887.592209859499,53601.07694576713,657.369447634853,B0
2025-05-05,32212.42267102396,27207.8806470447,59420.30331806866,4701.199302001146,54358.116971419164,272.12181340627615,B0
2025-05-06,31609.87711850551,20206.397520660026,51816.27463916554,3990.0196178816122,53084.37760254189,287.1431618145889,B0
2025-05-07,32020.175770860576,28856.907253054607,60877.083023915184,4856.717984531264,53975.858466554084,122.71239258657454,B0
2025-05-08,35423.19572884426,12164.776917259245,47587.9726461035,1778.667925113904,57689.03811687518,52.4566906517565,B0
2025-05-09,13772.272631927273,5847.918547072666,19620.19117899994,1232.1421144495248,26540.244111749722,245.4875967442066,B0
2025-05-10,13916.985533191408,2580.7274899041454,16497.713023095555,571.0743942562104,26775.35039068154,76.67870123647832,B0
2025-05-11,35495.64804667702,8740.811275401877,44236.4593220789,1268.7205437309726,58425.56754788114,269.10198174564414,B0
2025-05-12,35769.60171830933,2114.5023498153605,37884.10406812469,310.997287407728,59053.59341064159,1454.099345218226,B0
2025-05-13,35533.150394351265,875.6792834399382,36408.829677791204,125.52742021788106,58762.02612463762,1266.0168996555415,B0
2025-05-14,35799.67814474136,1114.121110097054,36913.79925483841,159.70772793822448,59052.75841171652,1655.2478239571585,B0
2025-05-15,35132.984136091494,1007.5405970907672,36140.52473318226,165.8176515036701,57969.8406083187,375.4269145033569,B0
2025-05-16,12880.241694079514,4687.450887615141,17567.692581694653,997.3950413298996,24930.745180533482,502.59627588081736,B0
2025-05-17,13351.447633982578,7044.172471552309,20395.620105534887,1297.5146451285345,26027.91647423305,77.98171213971307,B0
2025-05-18,34597.50491963562,6105.020458381337,40702.52537801696,877.3107840265309,56575.335646165324,163.96988609660082,B0
2025-05-19,33896.59246313195,2703.637240228328,36600.22970336027,455.6945634526893,55958.41674294901,1428.4649254178803,B0
2025-05-20,33686.46215574782,15581.255131232227,49267.71728698004,2496.7386054642834,55353.38867730822,63.76939605829068,B0
2025-05-21,33868.52480733421,5164.057453624138,39032.58226095835,872.3855746273589,55713.86876463424,127.74455794404025,B0
2025-05-22,33131.665318655585,4787.518885361902,37919.18420401748,686.369529868392,54515.30713069804,371.18391304552074,B0
2025-05-23,12722.468097679432,6764.175445722665,19486.643543402097,1661.6859580898492,24797.05695910191,260.4134831432462,B0
2025-05-24,13358.747665925433,2481.3838970313686,15840.131562956802,602.4284956806922,25890.69577566028,533.0290785143395,B0
2025-05-25,33331.731118395415,3348.3523523269364,36680.08347072235,513.1794827508758,55071.268442356224,590.3222954918231,B0
2025-05-26,32720.792216654005,28254.048735664717,60974.84095231872,4214.415673626383,53355.42612372675,161.69184052210903,B0
2025-05-27,33613.28799648205,219.76088761151692,33833.048884093565,31.50242081587112,55007.64330137507,1137.5163060077064,B0
2025-05-28,33113.171546637765,12001.14574744766,45114.31729408542,1754.3713346290037,54156.54681199662,30.764648268551127,B0
2025-05-29,32730.213775219636,24256.48679915833,56986.70057437797,3601.467540203753,53890.73642530654,83.88680880392451,B0
2025-05-30,12622.933179978618,6057.767410626291,18680.70059060491,1221.7542343143082,24709.17911764485,0.0,B0
2025-05-31,12893.295676655098,5162.6638444730015,18055.9595211281,1211.789567994776,25310.19474174535,247.7239761105526,B0
2025-06-01,33850.96959623452,96181.78732188446,130032.75691811899,17109.044738932516,55931.2976125485,0.0,B0
2025-06-02,34740.16284530301,84290.5712757663,119030.73412106931,14081.663078796435,57587.87349315334,0.0,B0
2025-06-03,35920.578710228605,69286.83395137858,105207.41266160717,11659.17819275526,59479.99185728178,0.0,B0
2025-06-04,36726.093127520435,68801.87952445787,105527.9726519783,11426.447981441468,61033.35880859247,0.0,B0
2025-06-05,37781.593275382926,68780.38298450623,106561.97625988915,11785.668986740291,62469.22488594097,0.0,B0
2025-06-06,13635.681961024035,43864.081569087786,57499.76353011182,9276.158113988053,26085.190582571664,0.0,B0
2025-06-07,14618.556387526309,31439.94357078147,46058.49995830778,6226.628741720167,27999.13721397972,0.0,B0
2025-06-08,47585.583192629005,351.3223554128558,47936.90554804186,52.09129928440291,77466.8170290685,7348.270025686827,B0
2025-06-09,46778.928530276,4621.718191988556,51400.64672226456,669.0445637758511,75911.3195729895,966.7812766880024,B0
2025-06-10,46993.5483797305,791.2533611139934,47784.801740844494,117.3327039178447,76163.24085893574,268.6852502402983,B0
2025-06-11,47252.87588088021,26372.711520051686,73625.5874009319,4472.773917321063,76995.29796318988,891.9988548413122,B0
2025-06-12,48299.41777912591,3347.754239957754,51647.17201908367,485.0665694418445,78094.23107938502,1470.186175380787,B0
2025-06-13,19745.68054639026,3370.734277672409,23116.414824062667,767.7084287477693,33909.69531451433,725.5380885542969,B0
2025-06-14,20135.807494831126,0.0,20135.807494831126,0.0,35016.96779805157,469.7579916489255,B0
2025-06-15,47666.787872582965,1115.1471242402765,48781.934996823235,160.1636678570594,77369.26495755595,1895.4332421469594,B0
2025-06-16,48206.73761414814,1905.2976500041502,50112.03526415229,308.69680664218805,77780.00222705567,620.2508620282404,B0
2025-06-17,47784.777862543706,13185.76938104574,60970.54724358945,1926.6670435779492,77488.44001603252,421.0959817643559,B0
2025-06-18,48686.35968449197,237.3546630940782,48923.71434758605,35.20298178825533,78695.25060115423,3494.4587214717403,B0
2025-06-19,48023.12437840768,1270.997748888869,49294.12212729655,190.06126591566527,77657.2193240421,4473.8656159170605,B0
2025-06-20,18874.41495085501,2516.7283170696865,21391.143267924697,590.6497634683762,32490.336843579975,1100.5140767375078,B0
2025-06-21,19122.230893135446,2317.517747313613,21439.74864044906,545.7339070937687,33561.78812440146,1254.0871145844003,B0
2025-06-22,45960.71249904482,593.3543750276383,46554.06687407246,88.05492931810409,75103.70829499656,2776.654787190397,B0
2025-06-23,45937.54019496482,1617.8904882415327,47555.43068320635,232.21361526796863,74800.44306940709,3271.711435552062,B0
2025-06-24,45402.49299280682,40888.39946193453,86290.89245474136,6876.960006456213,73721.62544263595,441.7155429783629,B0
2025-06-25,45321.54330581814,9565.14604044595,54886.68934626409,1437.4740026951808,73773.57030024989,551.7370710316736,B0
2025-06-26,45762.44181016966,2250.223030290591,48012.664840460246,415.8779045317821,74288.78872118065,2664.32417368099,B0
2025-06-27,17669.963800430894,6936.582919491262,24606.546719922157,1447.710283561747,31214.815594193755,864.7091868688468,B0
2025-06-28,18032.577248339032,745.576229732147,18778.153478071177,188.31541408645683,32466.11764973626,392.1707534447489,B0
2025-06-29,45053.75513485539,7422.024416190721,52475.77955104611,1091.8867667968018,73980.724037073,1098.5308410730554,B0
2025-06-30,45814.36315167828,2103.3578846983637,47917.72103637664,390.8866884486333,74573.32322917704,750.0715964470318,B0
2025-07-01,46159.75913843355,38723.214983166145,84882.97412159969,6601.825930395775,75224.10306184622,217.9805972774434,B0
2025-07-02,45590.54431391295,25930.047305873537,71520.59161978649,4247.219318454471,74330.5658429599,2212.000169855229,B0
2025-07-03,45159.26334112011,54841.683306689156,100000.94664780927,9065.625940059786,73393.93042165122,0.0,B0
2025-07-04,18031.931483435877,34348.371060929385,52380.302544365266,8799.780184748774,31765.28344592665,0.0,B0
2025-07-05,18936.90872901413,34329.121245834554,53266.02997484869,7589.022333907092,33976.911281886154,0.0,B0
2025-07-06,42814.86114729491,80621.77913727202,123436.64028456695,13124.132535287268,69944.64243919986,25.267990648868818,B0
2025-07-07,42911.4014368146,40530.941511899895,83442.3429487145,7296.661006070841,69657.74063911635,10.42866577897064,B0
2025-07-08,52778.76764843618,1943.9602360718882,54722.72788450807,283.20126482269575,84147.47434882856,3027.0300041370874,B0
2025-07-09,51380.639439286686,973.8387798924726,52354.47821917916,142.58383896245846,81839.55616404417,3093.80640886494,B0
2025-07-10,51722.86303402661,1686.7429659215068,53409.605999948115,250.2011752751357,82178.99892228244,3945.509455721786,B0
2025-07-11,24509.369693154382,8504.421059889295,33013.79075304368,1890.0012809154182,40712.57371168855,1731.6752683939926,B0
2025-07-12,24973.695464878987,1024.4382858936492,25998.133750772635,146.85181850539698,42354.842585106955,348.69846927303274,B0
2025-07-13,50766.6284995288,831.5160928666862,51598.14459239549,123.43594348086981,81510.92169975805,4877.8841789233375,B0
2025-07-14,50168.72648603681,2670.9116685151857,52839.63815455199,390.49998618806546,80131.5946372993,3741.2996928608077,B0
2025-07-15,51234.03574346178,385.8015378111977,51619.83728127298,57.22332319773284,81409.14818336346,3831.584897009556,B0
2025-07-16,49166.54616952796,3143.9542975414665,52310.500467069425,455.6060012523164,78528.55284442737,1868.3881804881685,B0
2025-07-17,49371.210558730796,3053.508585306052,52424.71914403685,449.02139104226137,78647.18496532564,1401.714305148338,B0
2025-07-18,23249.87171890108,6211.384657558175,29461.256376459256,1277.2556546337864,38994.804120106426,789.1923866253301,B0
2025-07-19,23947.86104857353,2462.803783955077,26410.664832528608,360.0528258442438,40715.699702361715,210.5081829367905,B0
2025-07-20,48416.00502654616,8159.619266264485,56575.624292810644,1181.2431522042825,77132.19773995645,1936.939651236879,B0
2025-07-21,49395.142774765794,1758.914578032655,51154.05735279845,253.06760614978919,78478.57002783091,583.9574239167026,B0
2025-07-22,49614.34037108813,463.9135762969996,50078.253947385136,68.75524923687533,79067.78867533502,991.9968453215989,B0
2025-07-23,49633.55795912706,1845.5228918307007,51479.08085095776,298.009530474228,79200.42088935044,945.0637080622002,B0
2025-07-24,49524.930237451794,5910.896132001822,55435.826369453614,849.3269064297251,78976.73793018932,1711.2985250748952,B0
2025-07-25,22928.68345081024,10226.38140801707,33155.06485882731,2064.798825098841,38465.338638597845,1433.0708299150301,B0
2025-07-26,23902.316479289722,2965.2694557619166,26867.58593505164,647.8453348546636,40257.76476379691,872.8804737382773,B0
2025-07-27,48505.739597339205,13984.78771516661,62490.527312505816,2181.263919228741,77722.03614576957,1630.637631329529,B0
2025-07-28,48772.50676704604,27479.266625085173,76251.77339213122,4209.3398089959555,78023.99288005286,628.7125879818806,B0
2025-07-29,50539.752190842926,5985.558934463836,56525.31112530676,863.5479832293896,80932.62018687563,1146.6052665001698,B0
2025-07-30,50524.04525174625,0.0,50524.04525174625,0.0,80812.97067208755,1719.7351041983939,B0
2025-07-31,50129.7447374219,3559.437589863769,53689.18232728566,512.7038495597092,80452.47703247584,1525.9104092865246,B0
2025-08-01,23310.34008479573,5115.40405136891,28425.74413616464,1028.3351326086652,39215.209997497666,1361.3511704919833,B0
2025-08-02,23993.67584445399,650.6078790454053,24644.283723499393,103.60181212805344,40709.91381477291,1031.7169953193252,B0
2025-08-03,48902.23765020117,1659.549709435355,50561.787359636524,257.1851606692137,78586.06079552538,7073.221685856756,B0
2025-08-04,48583.53149740178,446.31249478054787,49029.84399218233,66.28731542856792,77675.15933014623,4928.581599581486,B0
2025-08-05,45478.77847907477,1534.3681409786057,47013.146620053376,256.4933077319357,72452.39108891573,1769.6494843475375,B0
2025-08-06,44673.382369241495,12697.444700986664,57370.82707022816,1903.8100094950419,71035.1868788413,482.8278209761826,B0
2025-08-07,43828.4530178245,2960.6046763659933,46789.05769419049,427.81445215637143,69145.2917553474,1005.751339673155,B0
2025-08-08,21621.549515151546,6541.548153578047,28163.09766872959,1280.777357684338,37103.06955053635,558.7660277665402,B0
2025-08-09,21207.708847868067,8736.563129520437,29944.271977388504,1809.7799472371314,36517.628346113306,210.90342522184756,B0
2025-08-10,43061.46744237422,10475.304069174725,53536.77151154894,1524.4200175322821,67470.80158031383,232.30286059306218,B0
2025-08-11,43317.93647751876,4823.689965339304,48141.62644285806,702.5489604459965,68430.82108404844,768.4175870143357,B0
2025-08-12,42099.21418475224,30971.05540890666,73070.2695936589,4583.213615273027,66480.22795814155,131.29888378579017,B0
2025-08-13,42730.418149020625,16210.639611154875,58941.0577601755,2378.2363863150777,67405.03553064795,138.36321491653814,B0
2025-08-14,42421.63686963041,18138.735577701013,60560.37244733142,2748.6953521031014,67159.88690984862,253.8997730652377,B0
2025-08-15,20607.498029545648,12573.88855845874,33181.38658800439,2659.869018868078,35539.02705153006,170.11065464980976,B0
2025-08-16,20750.829877845328,12545.570616102013,33296.400493947345,2308.2257034487893,36066.28529332463,138.29653590856748,B0
2025-08-17,42704.15754329173,7435.765232347877,50139.92277563961,1078.6992310922578,67346.92329295633,669.30712946546,B0
2025-08-18,42432.75782530933,11519.856821915082,53952.61464722441,1744.4877574970733,66897.47434503956,291.38242809555913,B0
2025-08-19,43010.99333568908,4305.572078195353,47316.56541388443,685.2879463790678,67580.36600020716,253.18540781552593,B0
2025-08-20,42509.82706887375,43587.089964690356,86096.91703356411,6998.475680164092,66882.26600179439,116.02405695088873,B0
2025-08-21,42978.252151753964,12991.765828779253,55970.01798053322,2045.0976845161993,67394.1839984818,48.92559904886514,B0
2025-08-22,20842.006335224516,16999.828960000847,37841.83529522536,3363.1071379582413,36166.92469092372,7.570458304465205,B0
2025-08-23,21265.770229286725,10442.672252705996,31708.44248199272,2134.0449872134254,36846.8385878034,54.59888146206595,B0
2025-08-24,43392.40169584497,9412.156155399753,52804.557851244725,1447.7358848236454,68428.50509340786,359.070323844422,B0
2025-08-25,43843.55799085916,34196.427128096126,78039.98511895529,5184.208632128178,69156.50690242335,248.60798681592303,B0
2025-08-26,43930.28786030457,7776.241775229582,51706.52963553415,1128.6634523989342,69524.89415911368,857.7717607425086,B0
2025-08-27,44158.97781868076,16668.808104784475,60827.785923465235,2599.19623565386,69558.55424477912,365.83865920422306,B0
2025-08-28,44043.78983471612,33469.42305369115,77513.21288840727,5291.840875354067,69256.33088182815,358.6222675424326,B0
2025-08-29,22382.046540343792,8630.939387420452,31012.985927764246,1979.7468217068536,37874.66944339372,352.518399364704,B0
2025-08-30,22078.78160319048,8521.393597524766,30600.175200715246,1785.9630136994774,37808.60707147327,189.45982957824418,B0
2025-08-31,44799.980608243255,8158.925027053129,52958.90563529638,1181.568209775059,70628.28491614762,720.6752402632392,B0
2025-09-01,44564.02338136159,0.0,44564.02338136159,0.0,70356.83379340204,6111.01185266487,B0
2025-09-02,43298.38495620149,0.0,43298.38495620149,0.0,68572.60431287513,6442.951727353277,B0
2025-09-03,42575.22046206186,0.0,42575.22046206186,0.0,67584.80641488146,3693.080544158768,B0
2025-09-04,42959.70563707437,0.0,42959.70563707437,0.0,68071.56999968503,6676.631493893396,B0
2025-09-05,20164.55352051025,0.0,20164.55352051025,0.0,35458.48091019301,4091.242697388683,B0
2025-09-06,21022.327659083934,0.0,21022.327659083934,0.0,37272.33868303962,5705.729897962065,B0
2025-09-07,40920.35489294244,0.0,40920.35489294244,0.0,64982.37008410242,6273.056315606636,B0
2025-09-08,32022.21414338016,60491.39417229123,92513.60831567139,9405.666752891237,52295.42120797107,0.0,B0
2025-09-09,33735.11962046082,18795.05169958123,52530.17132004205,2878.7144889773576,54805.68531263482,0.0,B0
2025-09-10,33846.59345218936,56464.99915354806,90311.59260573742,9113.721776548917,54541.84091748887,0.0,B0
2025-09-11,34079.72692546704,18427.42583995769,52507.15276542473,3022.896728003027,55463.510076903796,395.8874581892777,B0
2025-09-12,13548.208147805432,23365.12412715057,36913.332274956,5094.409243588215,25980.63576864045,40.7001489210337,B0
2025-09-13,14585.233422425881,17690.47771248116,32275.71113490704,3221.6151926490147,28211.44707912241,0.0,B0
2025-09-14,34526.90646733744,43299.20544332688,77826.11191066432,6620.918702307803,56441.02830868659,66.68159925830435,B0
2025-09-15,35147.59668129826,17645.10978785396,52792.70646915222,2869.6106234224417,57241.017308858965,124.10543655638844,B0
2025-09-16,35283.739676265606,33403.88753397991,68687.62721024551,5231.519288813636,57111.77418712135,0.0,B0
2025-09-17,35815.164276933436,29445.30634815538,65260.47062508881,4709.0716094920535,58393.06422595395,79.45367109742642,B0
2025-09-18,35503.78471563285,28748.789463461417,64252.57417909427,4577.942151880281,57722.664911198146,72.53260001952196,B0
2025-09-19,14348.635062834064,20036.17970434428,34384.814767178344,4034.121579317698,26821.26255375427,0.0,B0
2025-09-20,14713.378155526045,18809.74530096565,33523.123456491696,3591.652772589626,27938.85162142439,30.026088139288355,B0
2025-09-21,37146.70911128763,14473.324024268939,51620.03313555657,2177.477810577059,60954.770057494716,640.9554920770902,B0
2025-09-22,36382.39636432538,27914.318279756368,64296.71464408175,4434.20125817854,59460.55054136913,37.152068970176174,B0
2025-09-23,37879.62202560462,27580.253059551593,65459.875085156214,4299.636546644507,61892.40413641613,299.33073382616794,B0
2025-09-24,37647.26670310784,19704.789202314652,57352.05590542249,3296.7032602910945,61526.833403387805,14.256058487494784,B0
2025-09-25,37862.990171331956,15139.619306773066,53002.60947810502,2451.613763171353,61643.04384355428,174.75604014928876,B0
2025-09-26,14572.914598726895,15562.308109973983,30135.22270870088,3326.395809944709,27236.766690036366,118.38865738032973,B0
2025-09-27,15065.452416119815,23119.38224892656,38184.83466504637,4874.127128011228,28315.670199625896,0.0,B0
