date,emergency_cost_yuan,emergency_kwh,load_underforecast,pv_overforecast,surplus_kwh,end_SOC
2025-11-09,17418.73948462319,2702.418262456767,-20.07505038520759,2484.6594039502834,379.9311735191927,1230.6449384840969
2025-05-03,17092.541674851935,3550.773274402612,2673.438469490118,1814.147420927611,16432.980776121156,1200.0
2025-10-10,17069.981201369636,3456.618252399594,1557.8344609455967,-1034.067951049921,18323.731350000002,2816.873129271274
2025-08-22,16999.828960000847,3363.1071379582413,1332.4714218088375,2158.3951595500157,15819.178141637796,1200.0
2025-03-25,16966.425004452278,2986.245103666104,1658.009302080579,1460.4556310061978,67.66246185283035,1200.0
2025-11-19,16885.83805742979,2933.901465196193,727.7728534504386,2245.5708565146897,195.1401864878336,1200.0
2025-11-18,16764.918971609844,2496.9101459448734,-115.62639912277564,2663.1417263506546,143.15913203340335,1334.0740469251714
2025-08-27,16668.808104784475,2599.19623565386,-356.5882716799425,2583.4134614159416,365.83865920422306,1200.0
2025-11-16,16293.596192022687,2691.555866641236,430.3280135864844,2007.8167973803152,444.74837397731847,1221.0669859226296
2025-08-13,16210.639611154875,2378.2363863150777,502.2796879556911,1922.9689867220025,138.36321491653814,2619.423447075926
2025-10-28,15894.06131408504,2635.516786978709,436.42989803462046,2004.3268104648669,257.2371101785426,1283.5014436592242
2025-04-16,15883.771496770503,2528.3621515153986,371.34118627741884,2473.912334194925,63.19572829037122,1200.0
2025-10-24,15636.966636449526,3396.286432277131,937.693835468544,664.5873780887273,10973.834226060424,1200.0
2025-05-20,15581.255131232227,2496.7386054642834,-468.7956666829982,3201.5551381837363,63.76939605829068,1200.0
2025-09-26,15562.308109973983,3326.395809944709,1110.915756273188,4513.795742513215,11107.661924046999,1200.0
2025-05-04,15327.181845499328,2887.592209859499,3716.9647164718126,-1895.7600090529693,1287.8283207128345,1200.7192212949979
2025-09-25,15139.619306773066,2451.613763171353,1725.9045591222075,1037.4163237880903,174.75604014928876,2181.7317929322567
2025-02-09,15050.941373848525,2396.6759048466533,1127.003374707981,1060.7064109141838,420.91776049954865,7473.2383141470755
2025-10-09,14970.821340574108,2391.92645613906,1004.649514641525,854.6241804085839,839.5450944060037,3627.937574648407
2025-11-26,14822.639189695148,2213.391745627835,-585.3822733899453,2366.540780133174,419.5810319701085,1329.7624162580219
2025-03-10,14772.73865870402,2410.7782006310267,1038.1419903350045,1729.8632456272553,74.83087724781956,1656.8838823792537
2025-09-21,14473.324024268939,2177.477810577059,1674.2071559634678,-275.913006514676,640.9554920770902,3523.4288145142
2025-11-13,14442.86565390545,2121.821184622704,27.76024993510714,1945.3903240444968,213.90249222747707,1342.1815790526653
2025-07-27,13984.78771516661,2181.263919228741,-2037.5114764022464,1840.0664892380544,1630.637631329529,4000.245913141968
2025-06-17,13185.76938104574,1926.6670435779492,-1429.8238432757548,2850.505782714879,421.0959817643559,3850.1206331667836
2025-08-21,12991.765828779253,2045.0976845161993,-162.69898662014737,2453.262982310713,48.92559904886514,1200.0
2025-11-11,12868.26169491145,2186.51911735607,515.8637131315439,1688.8197635159727,142.16248270283654,1206.765799909664
2025-11-25,12753.329874236395,2098.7209606418846,-95.32193912809436,1972.735567585936,346.14662903021326,1200.0
2025-08-06,12697.444700986664,1903.8100094950419,-1057.487648343474,1919.684429334952,1574.6814043095155,4180.003587968085
2025-08-15,12573.88855845874,2659.869018868078,54.96118600768142,-588.8055755682366,19226.692954649807,1749.1452497373475
2025-08-16,12545.570616102013,2308.2257034487893,838.6588179135697,-1315.357161108536,19275.442969241903,1435.7190090108477
2025-10-11,12470.419507385699,2324.175853939606,48.250998430637196,4176.383690143311,13636.209559480876,2483.760623235819
2025-10-27,12460.20895627762,1964.584801888667,598.2950981739497,-766.045192400511,2141.8077447873266,1224.285939825738
2025-02-16,12394.81231415864,1934.5876829612077,742.3964843629993,976.3875828139682,350.4302577168427,6209.7855118581
2025-05-08,12164.776917259245,1778.667925113904,-534.1918809817131,2462.3478447620423,52.4566906517565,1264.6930499430118
2025-05-28,12001.14574744766,1754.3713346290037,-822.1744838593344,2388.9109482176864,30.764648268551127,1967.7653250828923
2025-04-27,11905.258849747242,1876.6703635623137,-54.460658636188555,919.3602602068543,896.1707207512363,1200.0
2025-11-04,11882.435048420575,2049.2017889936224,668.4568067907982,271.6787690020337,1191.7615488469899,1200.0
2025-10-25,11868.019348580458,2410.993865672696,1084.0034406058996,1400.7439107437647,9662.046713687203,1200.0
2025-08-18,11519.856821915082,1744.4877574970733,260.1125762249842,998.3273269307421,291.38242809555913,1486.3980447178512
2025-11-20,11372.487477632953,1775.8671425457571,59.9146919147542,1482.5415113550803,309.1475581584659,1215.5766509902846
2025-10-17,11311.751196814264,2631.2220790523606,290.28718381190595,2987.5537650163114,11981.96421290652,1200.0
2025-11-07,10809.515240338076,2301.202638543887,382.2631735908702,92.76988501178656,7594.503018824174,1200.0
2025-10-18,10804.347301752585,2468.179084541385,458.57315749341757,2383.8921161368366,12117.005898856352,1200.0
2025-10-30,10802.009033625398,1866.105237611179,413.4677082365721,891.7725926914949,535.6904227964758,1213.2469511332677
2025-10-13,10664.462773522087,1649.4065179378158,482.07994256657526,452.3863974758257,820.4303794759865,1932.0061473116696
2025-08-10,10475.304069174725,1524.4200175322821,-676.4964672149771,2208.3447807136145,232.30286059306218,2748.739953720945
2025-08-23,10442.672252705996,2134.0449872134254,361.09936124912264,3771.3277350836775,13907.335048128733,1200.0
2025-03-21,10440.388020815768,2618.801189690625,1295.3009645184613,-3864.0182491303704,14810.070983773265,1200.0
2025-10-23,10288.484563090711,1858.4067584562508,139.83686578329088,659.6770314471039,1020.7101444412624,1200.0
2025-03-31,10261.715361939607,1541.9087254546757,341.06235225742137,1473.1457418640798,21.124085581977397,1252.8578340593256
2025-07-25,10226.38140801707,2064.798825098841,-2724.6832571263626,231.15831348267983,11928.605413248362,3541.8292416041013
2025-11-05,10049.989182581017,1819.335401287999,-57.71693570874322,1761.2813583915886,89.51740838848582,1265.5742290910441
2025-03-15,9848.209757932256,2381.091634511376,1163.2847676967501,2227.554804200898,7008.144554646064,1200.0
2025-03-18,9843.587817395912,1853.7805265239722,571.7605371781145,-857.3838116947564,2213.119961550125,1200.0
2025-10-31,9580.811421405635,2112.6151937715563,117.10480575294116,4929.159844403764,5922.169080043342,1200.0
2025-06-25,9565.14604044595,1437.4740026951808,-1847.341071748915,2617.6528831764413,551.7370710316736,4976.739292878394
2025-03-14,9484.074566858819,2265.981949687565,1310.2007633457147,-2802.3763607734163,10984.132243519629,1200.0
2025-11-22,9430.093745785962,1722.5440743548095,-89.68645222632858,1728.894327985128,2235.5073627907086,1200.0
2025-08-24,9412.156155399753,1447.7358848236454,318.91386438517736,-1254.110658480384,2155.959850181871,1219.4876405717055
2025-11-01,9179.258133916594,2113.2506500424674,840.8456624106655,2493.9203461519405,7179.122389615534,1200.0
2025-11-15,9131.870154406843,1814.3206327605744,391.32785464719325,2255.4294738689264,3202.1687469098433,1286.7401197521651
2025-04-03,9125.584692021623,1652.080721823195,541.3421062641094,-918.6958276531501,2019.2894802135158,1213.0991022555177
2025-04-29,8991.911643797323,1308.2604381257306,-486.20628390703826,-1404.0761422840599,3338.0401388503005,1272.096638658286
2025-05-11,8740.811275401877,1268.7205437309726,-605.1115384948249,1425.2147784515628,269.10198174564414,1502.8474998591796
2025-08-09,8736.563129520437,1809.7799472371314,-433.6795374407437,1894.0332922550313,17331.728141888514,2789.8333829926037
2025-08-29,8630.939387420452,1979.7468217068536,-1738.4734435178757,2134.7331873638764,14727.035199364707,1200.0
2025-04-08,8566.053596567595,1596.8796139684632,-175.63197745105083,-1291.1821432340655,3035.6053205923836,1200.0
2025-11-28,8527.822708585878,1460.0559721261434,289.6437431864992,1483.7048956245192,1324.992817165847,1398.1114922723307
2025-08-30,8521.393597524766,1785.9630136994774,169.6960337154796,-3088.0212409171977,18492.26346291158,1200.0
2025-07-11,8504.421059889295,1890.0012809154182,-2892.341049247678,4518.453357895427,8013.3137350606585,1723.7399956487843
2025-11-12,8444.685755975444,1318.2215707966416,-435.4701121477017,1121.5456666102132,613.1228689715393,1200.0
2025-10-03,8439.858326047697,1982.7591119820875,303.7240501330194,-3512.2886972075453,18580.491422641928,2721.3485801807033
2025-11-23,8366.10454941613,1556.1043132204304,-651.7232626850467,1233.8421520989768,783.5370511858531,1344.7046564386696
2025-11-21,8311.785161961825,1900.2790159559474,280.5140703749675,1065.9738949509622,2957.8372468699354,1235.256484668742
2025-04-04,8239.645831096921,2018.1387446228168,643.1271321893137,-3827.09126326142,18390.543966673045,1200.0
2025-02-15,8213.305246586511,1589.3448499862925,1558.253222787443,-292.6618479254258,2931.0157884986043,6270.365284460299
2025-03-27,8189.862888111136,1511.5203187363627,1041.551931184038,78.42469409166526,474.6532281567585,1200.0
2025-07-20,8159.619266264485,1181.2431522042825,-2658.1472825166256,1412.3832682561313,1936.939651236879,3459.4365334396225
2025-08-31,8158.925027053129,1181.568209775059,-1095.517394317472,1135.3748913557902,720.6752402632392,1680.8570421486222
2025-03-29,8138.531924130353,1863.294256066893,1040.8637352591277,-4496.872897386807,18039.679658671554,1200.0
2025-02-22,7993.804740188527,1592.2689582944886,790.0463723519633,1542.1675239190004,3351.3433613933867,4352.636925718444
2025-03-28,7969.769593419594,2030.920106228255,14.161385834008342,-1224.1186305296392,15068.760907616092,1200.0
2025-03-23,7920.130084816303,1288.7361765565354,513.739679905227,-992.4035636231243,1694.8711320482093,1293.9635330210551
2025-04-22,7871.457783380669,1463.1889752813304,715.3789355348887,780.6952409159273,45.78114894952705,1200.0
2025-08-26,7776.241775229582,1128.6634523989342,-91.04404291029061,-36.937450887219256,1061.0509128425508,1237.862764881855
2025-12-14,7733.214393064053,1222.0404417785408,-1886.476726126556,1249.2384770063388,1513.1701127122874,1920.7695905372598
2025-02-27,7704.547218713933,1281.3765530410637,598.4003078287786,-1868.5432410020958,2566.693089229414,3776.4703201086995
2025-02-14,7694.150247744417,1436.8135468325336,828.8233507560597,136.87423208959058,2591.8773179824166,6668.8385152078545
2025-10-26,7645.38143553836,1129.4038368872905,73.79658552736379,731.9032964024842,341.8540180428346,1216.7948685963986
2025-02-28,7444.850391748554,1641.5301567582328,589.9686878538141,134.46932532088698,6908.093046942099,3477.2536350458017
2025-11-27,7439.461429983296,1078.1129294721568,-775.0112835853097,1610.1700446296088,177.41923730349413,1455.761055787675
2025-08-17,7435.765232347877,1078.6992310922578,-477.276836521047,-39.002362370185956,1318.498602934403,1460.3072669808198
2025-06-29,7422.024416190721,1091.8867667968018,-1626.988742957421,995.1712916205045,1098.5308410730554,5397.188943316748
2025-04-26,7408.1168742992795,1723.3999425094182,186.64225561973342,-3576.3588224420732,22755.098583133848,1200.0
2025-04-13,7370.672590132029,1154.7510822016895,169.53831402525884,824.5700003093492,168.08969833604556,1200.0
2025-02-19,7357.761896163633,1233.8076860269061,1640.304081029268,-675.3449794026775,624.8229826912196,5495.497093802285
2025-11-08,7343.215828377131,1470.4963566402355,161.70393664387018,902.2731120917755,6284.758970742818,1200.0
2025-12-21,7197.224268726126,1051.7182848241164,-1223.8342586546569,1004.368514622069,947.6782998924942,1744.8388794421144
2025-05-17,7044.172471552309,1297.5146451285345,41.89011652081962,3094.610518207304,14470.714712139716,1200.0
2025-06-27,6936.582919491262,1447.710283561747,-2605.683945555207,-1288.6976877446255,10097.718553535517,5027.905158383397
2025-11-24,6836.058884039973,1127.944335154449,824.5811520017104,-221.61603630477512,703.2916329750374,1200.0
2025-04-25,6816.19870966929,1747.8820333069123,517.3118754846336,-1974.7253264381968,20461.10132022231,1200.0
2025-05-23,6764.175445722665,1661.6859580898492,-316.315581273934,817.5391693814108,17647.78101647658,1562.0130893522048
2025-04-19,6761.303288023933,1662.2027375085304,133.19236788561636,123.1794401583939,16653.062729569814,1200.0
2025-02-21,6708.4438819592515,1448.7986219188738,981.3587459174944,-1455.2601010408357,5593.59707007536,4721.031608798443
2025-04-11,6670.506912900719,1719.5521563230664,329.86114886092747,-3522.098107135334,19270.007702127703,1200.0
2025-11-14,6658.693892422993,1189.8040478362295,-438.2128012425988,3043.669074306425,3248.7336348641047,1371.0186840668546
2025-02-24,6597.643202605531,1009.6025749600683,833.7489150634063,-2331.6824629587873,2920.661331242733,4069.721345180308
2025-10-04,6593.518380825216,1616.083801900992,-446.6134722020146,1976.6207407249801,14582.597577241437,2859.8688787373676
2025-08-08,6541.548153578047,1280.777357684338,-1286.885498218276,-2134.019841420374,20457.559444433205,3252.086245015586
2025-03-26,6483.852880550332,1245.661092664724,1344.1547745578264,-3388.353388429014,3355.6130348462043,1200.0
2025-03-08,6274.1703536650575,1474.964595176661,1078.321687744162,-3611.550128359207,9196.758678201772,1739.4576013654128
2025-07-18,6211.384657558175,1277.2556546337864,-2360.3126484741347,5141.298983622212,7040.727553291997,3040.2459070604036
2025-02-17,6150.686599151035,911.117587253624,607.1651362452459,-2310.3592142818356,3178.1735237473263,6006.7091466182665
2025-05-18,6105.020458381337,877.3107840265309,-763.7182424121329,1312.0099565277662,163.96988609660082,1307.6632852621124
2025-02-20,6062.345984563574,917.407324588108,865.379300357009,-1393.4097384627603,1773.6539546522022,5288.784064213189
2025-05-30,6057.767410626291,1221.7542343143082,-1059.9249900410287,1487.4997295471044,17365.810433333336,1568.3826019173084
2025-04-05,6053.613811437728,1462.875918630815,514.8684950615259,1477.15710380241,13146.119397509166,1200.0
2025-12-15,6053.556436313706,935.5982715524161,-1478.651356213492,1911.5348293079467,571.6333448114738,1931.8356461479439
2025-07-29,5985.558934463836,863.5479832293896,-3740.1377313065695,3022.778137562697,1146.6052665001698,4487.391094993665
2025-02-18,5941.417399091468,883.845906758564,1092.899396424065,-1374.9408345905929,1504.452264625883,5898.40664572965
2025-07-24,5910.896132001822,849.3269064297251,-2246.6979647423923,993.7878697257703,1973.309747718166,4168.533423012985
2025-05-09,5847.918547072666,1232.1421144495248,-1146.525179075077,668.9384883414161,16629.992813410874,1427.0937279969405
2025-02-23,5805.543397528563,947.2118017091782,902.8351813804129,-77.34897182030764,284.8421769312593,4219.889114810425
2025-03-12,5673.360909455756,819.6941196671104,907.5472938036701,-2742.157782205746,3106.5527456939103,1418.848367370391
2025-03-20,5668.518751607633,882.1302623864531,158.98901450607718,485.05848848151743,278.0842152237596,1200.0
2025-02-11,5601.654540278741,859.0662439027142,970.8751862873133,-2695.345498963557,2847.3805836341417,7144.158698793248
2025-03-24,5505.497574696401,1111.3203722788194,441.21053690971087,-784.0455418330329,1458.1002420592333,1200.0
2025-04-17,5469.277948098913,856.732541945212,-63.531288750541876,580.8165394817452,357.1647760081488,1200.0
2025-04-10,5373.593418349249,853.6737939343009,-264.43976063106487,-137.8179951764068,1179.7933730986633,1231.3675402573583
2025-04-24,5228.32591311818,964.833946572967,22.587231333778448,-3459.4867174315686,4567.801878989148,1200.0
2025-05-21,5164.057453624138,872.3855746273589,-853.7719768714263,-15.68218723770051,1796.5271202178978,1200.0
2025-05-31,5162.6638444730015,1211.789567994776,-498.40256818408704,3008.577696428304,15844.331590615593,1448.926361488195
2025-08-01,5115.40405136891,1028.3351326086652,-1914.5282284966581,-7173.707369963302,16474.035303825316,4615.583309650487
2025-12-31,5100.551912889849,842.8271291104286,-1448.1769262665807,1484.3004171167895,694.2776399604395,2723.6201529907166
2025-02-26,5027.668964113849,749.7775556434894,279.0538068399862,-968.0310668174877,1613.1568041508463,3791.0706177973884
2025-12-12,4984.224063078664,848.6623549036661,-1466.0118468128085,2544.027699705133,82.00451962854265,1430.8410520506523
2025-12-18,4971.945656432802,803.1458226301797,-683.4908751584109,-726.554556673558,2188.801851152257,2001.2486653454205
2025-04-18,4969.7385379181105,1156.9555316878136,-588.6693335777625,298.46683148166363,17079.19741138617,1200.0
2025-04-14,4964.388826444655,815.2107272613003,1099.5791088391034,-1496.2937747136214,1203.7116445258775,1200.0
2025-03-16,4911.379202494789,820.7004813091642,1094.2808675712936,-810.8634767024221,517.4024600650234,1200.0
2025-02-25,4863.466374151191,780.6721146122388,728.9421445723654,-4810.528907551874,5558.963663570591,3766.0589692157605
2025-08-11,4823.689965339304,702.5489604459965,-1141.1212674029603,996.0708319706943,814.5409859149838,2551.852643612154
2025-02-12,4811.766330091906,745.0731625765767,363.1236631057691,-1718.4009545711062,2438.6952203270603,7020.017888094299
2025-05-22,4787.518885361902,686.369529868392,-382.5949549274159,140.5148900868348,523.3493024380698,1499.7089901809964
2025-03-11,4753.488433486264,685.1724761774296,92.66810495959749,-1290.9106949167679,1974.8346870163984,1750.4986590176554
2025-12-28,4714.42721978546,736.6722699494157,-2068.8657339547963,-412.7007534905364,2976.5608485553103,2446.563844669306
2025-05-16,4687.450887615141,997.3950413298996,27.560616088645702,-4905.522311135066,21684.989375880818,1220.9115517922028
2025-12-24,4673.373547302599,676.6926517820827,-1630.777373327214,545.7803284819089,1747.482026670034,2015.8335522350771
2025-12-22,4641.290281287873,751.6572905817153,-1148.563103889167,501.42390139100684,1267.2022681478109,1908.8711320326363
2025-06-09,4621.718191988556,669.0445637758511,-1441.1951569676717,728.9122053157905,966.7812766880024,2222.709089122039
2025-12-25,4526.486204132476,669.6948468821145,-1698.6550947011683,645.888005901403,1668.950549096134,2186.6242570742465
2025-03-06,4430.3847910679915,655.1965830313508,-1537.3360786670073,-1665.3121862774578,4658.77513314421,2280.356102233049
2025-04-20,4313.467706552056,724.6960883536782,68.52686786110633,289.1740770783154,184.32830119640664,1200.0
2025-08-19,4305.572078195353,685.2879463790678,-646.3367150285324,1162.3946151586981,378.89803194074324,1276.4332950818919
2025-04-07,4296.728701589119,927.5372130635936,136.6281523454511,-2216.4500305781553,3163.0578790916497,1200.0
2025-10-07,4290.256367099419,815.7788034221005,-3174.418274195377,3139.214801275024,429.8201965717476,4210.049395380698
2025-03-22,4139.005913834249,1090.3230605183496,-11.739926253277247,1273.9131679884854,10422.798192477763,1200.0
2025-12-09,4135.949793194199,609.743471990755,-2377.431421497909,412.0184768614383,2499.003573271787,1573.3974388546494
2025-12-10,4126.853053181468,595.863343459799,-1730.351105316919,1831.174133990594,607.8275706126665,1492.3684063006017
2025-04-30,4036.186701334774,753.8671405787745,-398.9937764696665,-409.65835111553497,1724.2135194746988,1200.0
2025-03-01,4033.429571340824,739.8640344723411,-2275.793604360493,3922.530250486103,5643.431445559986,3256.003208096152
2025-04-06,3961.256860991008,645.8839153219895,-821.9880160369054,-1264.7779167899876,2777.6445968586404,1221.6185686674064
2025-03-19,3907.839575482723,669.9195963976949,-104.938850617826,-2200.4302705211076,2944.8586070343317,1221.1560253960204
2025-03-05,3883.94363510692,565.5849309918335,-1849.0176106251847,-1844.051845773004,4832.645943262411,2643.03155489373
2025-02-05,3813.432838966615,546.6503496225079,-2790.488010128053,1509.0582245488722,1796.4622477962043,7775.822464198527
2025-04-21,3811.391303902455,799.5244082804298,583.0282173479551,-4130.552959658711,4529.6454100289475,1200.0
2025-02-08,3754.365880546793,652.6059127044637,671.7220413295777,-1432.3383131557503,1473.620379070179,7519.333125529364
2025-03-04,3620.3395533710204,533.4242854988404,-1564.1847775895756,1973.773451899461,413.218365960298,2786.2850204822453
