slot_id,hour,mean_load_underforecast,mean_pv_overforecast,mean_net_underforecast,mean_actual_SOC_start,mean_planned_SOC_start,emergency_cost_yuan,emergency_kwh,emergency_intervals
47,7,-0.40583731147293345,-21.600956222851984,-22.006793534324917,4494.398310009866,5029.570646180811,19500.33797325681,4534.962319362049,31
48,7,5.7363853165964365,-27.830573676873517,-22.094188360277077,4319.667872400571,4807.071878918943,26733.652563045027,4602.505390900409,34
49,8,5.873172137142388,-33.178609346990584,-27.305437209848204,3907.550292431708,4342.395567982127,25235.51606990521,4320.040412549039,33
50,8,4.312278433793259,-36.83877234633258,-32.52649391253932,3530.9520928065126,3901.4331084045507,24852.350428723195,4536.756193633296,31
51,8,3.8589226130754857,-39.080954259561466,-35.22203164648597,3228.469403588123,3519.647706953414,35700.245203454775,6581.296931229565,33
52,8,3.1407995343412582,-40.94281489339698,-37.802015359055716,2979.4569073078223,3172.269774939271,44570.0586820611,8401.519072961566,39
53,8,3.333652846423509,-41.13149569122292,-37.79784284479941,2790.979352956952,2865.64107284747,55827.15373806934,10705.11097566047,50
54,8,4.086030285410714,-39.72304655153407,-35.637016266123354,2649.444906866889,2597.579045135507,65189.97739383085,12584.937720816768,62
55,9,3.58509945504206,-38.304783927221905,-34.71968447217985,2540.824530854969,2362.509205386994,63551.952847347355,12526.254626460503,70
56,9,2.9781523729638435,-36.62971045483231,-33.651558081868465,2477.794620168987,2166.519101478775,55610.97498779513,11209.630112436027,75
57,9,2.723350126530658,-33.621947929447515,-30.898597802916854,2459.8141627347536,2009.7768388617458,46999.888762020884,9690.69871381874,66
58,9,2.1421787852492638,-28.274148008660344,-26.131969223411076,2479.0584761817,1889.8753026624956,36877.02859915841,7827.855784155891,61
59,9,1.7872619673289891,-21.273457055685103,-19.486195088356112,2564.9116731373465,1838.3533798260446,32835.89345308331,6862.972819120767,48
60,9,1.709629583724032,-14.255431628349495,-12.545802044625463,2676.0266738022547,1811.9654628939966,31613.987863656825,6337.3735318546305,45
61,10,1.3184358796188378,-8.361589749772628,-7.043153870153791,2789.121157538187,1787.7959739444939,27086.583471199865,5461.555292106032,45
62,10,0.7559122735263881,-0.89848864928981,-0.14257637576342191,2929.629626911461,1791.5540950899633,21658.04914019147,4517.740746806731,38
63,10,0.3379209001413585,6.736191001988851,7.074111902130208,3103.046713749126,1831.2023271445967,16974.42085999286,3555.2248109734765,29
64,10,0.26149765981783335,10.251733704157006,10.513231363974837,3308.6014394486333,1906.9346325805411,17142.286469043407,3484.5586886966985,31
65,10,0.3187562079304406,13.819465794940637,14.13822200287108,3522.141897773195,1990.5505678010422,7806.532274743442,1954.0756632649416,24
66,10,0.09939784197287721,19.558508549642617,19.657906391615494,3769.5733355625825,2120.955562033078,585.899296875,233.19375000000002,2
67,11,-0.6031571537564461,25.460688106040763,24.857530952284314,4237.914449793721,2496.2352875514557,431.4641761500001,185.09831666666673,2
68,11,-0.825013867658435,29.942993633726317,29.117979766067883,4772.385855269385,2963.1439744732124,279.88775337500005,111.79858333333334,1
69,11,-0.44493928884683265,32.55971955954215,32.11478027069532,5256.634780919715,3395.561034157189,168.77806625000028,69.93083333333345,1
70,11,-0.465487249871428,34.09958258457435,33.63409533470292,5743.52665903578,3860.0831845258626,0.13214575000037485,0.05523333333349001,1
71,11,-1.7596027534211023,36.17525992097873,34.415657167557626,6228.113590230182,4352.089121602972,0.0,0.0,0
72,11,-3.3540572828696216,36.63532620418553,33.28126892131591,6723.195300768676,4881.466439082136,45.068699606666584,20.3378608333333,1
73,12,-3.3070281604192844,31.79514716078591,28.488119000366627,7249.027748792155,5466.037826940415,0.0,0.0,0
74,12,-2.9507616939351338,27.465932914889965,24.51517122095483,7769.510995570419,6071.090728570284,0.0,0.0,0
75,12,-3.165984173465827,27.145940298630308,23.97995612516448,8255.8203892095,6663.811290902907,0.0,0.0,0
76,12,-3.3976273091892084,28.503516652593635,25.10588934340443,8731.152959064579,7297.101027319513,0.0,0.0,0
77,12,-2.587208456425149,25.19035175687879,22.603143300453638,9226.729815701592,8000.691354303846,0.0,0.0,0
78,12,-1.394360414497138,18.570455568288093,17.176095153790957,9504.679188782371,8495.859211260537,0.0,0.0,0
79,13,-1.4809655446186052,15.905638299755957,14.424672755137353,9615.37594772295,8783.318137035734,0.0,0.0,0
80,13,-1.294543235750582,13.506541712686154,12.211998476935573,9704.907964090118,9050.644051918474,0.0,0.0,0
81,13,-0.6385797684677049,7.450740245318654,6.8121604768509485,9781.461873929056,9300.270263603285,0.0,0.0,0
82,13,-0.8912922370787282,-2.111492783613536,-3.002785020692264,9838.346502901255,9526.543560289203,0.0,0.0,0
83,13,-1.0637465145270135,-9.429769619798504,-10.49351613432552,9886.140763682577,9728.884971821806,0.0,0.0,0
84,13,-0.7474993798297355,-14.047460764359167,-14.794960144188904,9911.000447830853,9892.693729302704,0.0,0.0,0
85,14,-0.5346704539568526,-20.40395121638737,-20.938621670344226,9895.860306133547,10001.56899282897,0.0,0.0,0
86,14,-0.2524165995108943,-25.98677367428959,-26.23919027380049,9858.972746774818,10072.781209122011,0.0,0.0,0
87,14,0.0735611218641578,-29.371739734697137,-29.29817861283298,9799.294269956084,10104.979329275453,0.0,0.0,0
88,14,0.18224551339760584,-31.933809922144228,-31.751564408746624,9715.475624048291,10096.781972122239,0.0,0.0,0
89,14,0.460576911371111,-34.59811452523837,-34.13753761386726,9605.695070802005,10045.141830067398,279.3289108977153,59.58381205156043,1
90,14,0.950225876554108,-37.10598999315672,-36.15576411660261,9465.212272174433,9945.023996203352,301.35435755993063,90.0371549327549,1
91,15,1.2486906395458712,-38.56579946403812,-37.31710882449225,9646.864656669017,10176.211566718914,458.5085369724329,138.94198090073724,1
92,15,1.237859505566667,-39.615216181311894,-38.37735667574523,9904.695481156634,10539.989604009312,698.7259120995279,193.63334130512067,1
93,15,1.2024756821722469,-39.147902313698964,-37.945426631526715,9976.335187248316,10658.254524864356,709.6757143606686,194.21885997828917,1
94,15,1.590947304287323,-35.347548736399595,-33.75660143211227,10016.480233911718,10743.229401715984,781.8927482456622,207.5637770760983,1
95,15,2.2069032388619205,-31.88111750129069,-29.67421426242877,10026.54969251168,10784.963612888267,854.8281291828823,218.54228024616702,1
96,15,2.8053401792485633,-28.680830128956604,-25.875489949708037,10026.363867971262,10792.760909368264,817.7896488578601,203.05143360840725,1
97,16,3.244147017205862,-21.889121162839363,-18.6449741456335,10023.804946657603,10797.153608149856,673.5779115802392,162.87701888048343,1
98,16,3.3525190969774656,-12.966408238946073,-9.613889141968606,10017.422106209933,10799.324180183032,634.5186832063138,148.96553191837393,1
99,16,3.504622700924139,-3.912778183814961,-0.40815548289082154,10004.616624803313,10799.989156094807,803.0555377072485,182.69947394090514,1
100,16,4.127745567706758,4.905222079442374,9.032967647149132,9984.77861204831,10800.0,1042.618268966655,231.07674400856718,1
101,16,3.7558191596119674,16.060316261320384,19.81613542093235,9956.97679382676,10800.0,985.0335390869103,215.0024094918499,1
102,16,2.8966800319181654,28.041905904736616,30.938585936654786,9919.392889217552,10800.0,690.3510073297389,149.03950935443413,1
103,17,3.511900003337605,35.94160876017465,39.453508763512254,9872.677907705207,10800.0,597.0159487676702,126.19233751166144,1
104,17,3.7055873465121314,42.05179656164221,45.757383908154345,9819.272828531126,10799.747483683452,655.8567156391154,134.64518900412963,1
105,17,3.795852612050836,46.96579893043167,50.761651542482504,9760.466253457513,10799.0463887931,700.8481221111692,142.13103267312295,1
106,17,5.243130667604653,48.879558736413195,54.122689404017855,9688.561009164003,10789.079500244408,638.1098768345353,130.76022066281462,1
107,17,1.7133557718919699,48.66169751217701,50.375053284068976,9620.43735481509,10785.207063258265,737.0976662633443,137.2365790845921,2
108,17,-4.703086833038077,47.4832186798937,42.780131846855625,9495.189179289016,10718.41047897028,1436.522817719178,233.334332448498,2
109,18,-4.950709491375049,45.50233636065564,40.55162686928059,9361.153874079875,10632.936105708182,1121.4757068172858,178.56471727048574,2
110,18,-3.5246511752445584,42.69295388979561,39.16830271455106,9167.963396184488,10485.2007190345,1184.037068501218,190.2526019926437,2
111,18,-3.3680083709945294,38.808307874523855,35.440299503529324,9028.252406952759,10389.363071770786,1584.6489496621907,252.63434829209893,2
112,18,-2.9117665890730997,33.367932039587885,30.45616545051479,8869.075818208164,10270.36691324114,2114.6579138745537,337.7508247683363,3
113,18,-2.7051606571600066,26.83550882278382,24.130348165623808,8724.560039012353,10160.156606512694,2443.706682950158,379.42810076083504,4
114,18,-2.753883601813956,19.50501360019055,16.751129998376598,8246.593915381922,9708.67115460272,33990.81130759507,5048.390213514787,51
115,19,-2.2468314508870333,11.12215004536616,8.875318594479127,7486.202786036066,8950.098013300587,42335.83818259537,6261.308612378225,47
116,19,-1.6056378214898734,4.929306391505869,3.3236685700159967,6732.675711150469,8185.603033551975,56062.60585215364,8339.547170272017,41
117,19,-1.2394213393461668,1.4473907783544597,0.2079694390082926,5988.689633013303,7417.566915934149,60169.772123169634,8925.279555465346,41
118,19,-1.0997588317807734,0.100147198222233,-0.9996116335585402,5247.917301498104,6647.334112819361,76459.70121728296,11335.760002562336,35
119,19,-0.67052247176852,-0.007850848303393214,-0.6783733200719131,4513.729670417348,5874.32535636212,115149.58043679978,17093.38386948709,45
120,19,-0.006112839402793545,0.0,-0.006112839402793545,3798.350759600238,5101.328479615565,189458.47534604222,28105.39613500107,65
121,20,0.35166876690985577,-0.0002093812375249501,0.35145938567233087,3120.289183476279,4329.762452981421,285491.1348524747,42254.29362132386,79
122,20,0.6339603638086101,-0.0005589820359281437,0.6334013817726819,2486.779221133438,3556.0764886874517,342493.5651303869,51118.442556774164,98
123,20,0.9851320003897113,0.010461509332133237,0.9955935097218446,2003.9377690255594,2903.8841167683217,614602.3819094982,91126.45591363306,161
124,20,1.2862112028077364,0.0914824878073891,1.3776936906151254,1531.4975916019212,2129.401598421909,1079507.465646912,154745.90963975232,270
125,20,1.5243484918204337,0.2290590398989853,1.753407531719419,1270.5248086249444,1355.169467650232,159399.24737510376,26075.45352120134,198
126,20,1.9306818718178438,0.414598040319739,2.345279912137583,1247.2126021648387,1249.5717190650082,24698.88251053551,5293.373877097194,153
127,21,2.699192171212271,0.6081725366623655,3.3073647078746364,1259.0273188496117,1249.5717190650082,21822.985744198,4813.186092677105,145
128,21,3.077106404163768,0.808518000900654,3.8856244050644224,1268.4036271646346,1249.5717190650082,23958.22462779309,5113.2695822843,136
129,21,3.416367928347866,1.0181136718699393,4.434481600217805,1277.7661165832897,1249.2319548072396,21650.438554366094,4620.731737139279,133
130,21,4.162753590284049,1.2003449813137284,5.363098571597777,1285.3151777050011,1249.2319548072396,89497.38854006876,18133.398549299716,155
131,21,1.0905116205296348,1.34008172717645,2.430593347706085,1288.1892161644544,1200.0,17094.673132077765,4403.573707387369,130
132,21,-3.7427201538794446,1.519970891810288,-2.2227492620691565,1297.3247351537145,1200.0,6119.004215279543,2907.5810003704178,73
133,22,-3.54091719605134,1.81265224834562,-1.7282649477057197,1471.2461540769632,1369.15851310695,3591.0617310210123,1861.1359062042043,44
134,22,-2.2280655198532773,2.9620481312128835,0.7339826113596063,1861.1318918889092,1761.5431862359485,4409.878717724516,2019.1752370533495,47
135,22,-2.154039110887667,5.792371231136334,3.638332120248667,1871.4517528408658,1769.1200711315505,4948.0738682666015,2357.348198316627,54
136,22,-1.7836808267320126,9.27180856108743,7.488127734355418,2091.8275403206826,1992.4116081826537,5145.756449574513,2458.5553987455864,58
137,22,-1.367048655896727,12.62067365477956,11.253624998882833,2372.318093864963,2279.249472761869,5883.5148930648165,2774.5884900093456,67
138,22,-1.2092982961650212,15.651758807044123,14.442460510879105,2399.1409579942106,2312.447218086717,6175.078565273758,2914.8352916090425,68
139,23,-1.1477112575837176,18.31862233036139,17.170911072777674,2474.0236738343556,2396.582230130736,7161.9218089239,3371.902923222175,74
140,23,-0.9163036367132261,20.563266460021218,19.64696282330799,2483.7899277257334,2416.2595375061474,8791.494688384148,4146.931456784975,85
141,23,-0.5194126841675762,22.34496638417156,21.825553700003983,2537.115002406717,2479.9598879747296,9594.012738987392,4546.925468714404,92
142,23,-0.190112021075129,23.63538300798289,23.44527098690776,2646.041854407708,2600.859739065713,9813.479804697885,4628.99990787636,94
143,23,0.09412618932317046,24.421082804224387,24.515208993547557,2692.8406680826083,2663.3948550006157,10365.712164859156,4853.99773582728,98
144,23,0.5434001591167803,24.683104386896474,25.226504546013253,2687.246058664991,2679.076978472807,10937.419894128325,5115.724927094633,102
