policy,date,selected_profile,feasible_candidates,expected_emergency_yuan,expected_cvar_yuan,actual_emergency_yuan
T_day_trim,2025-04-05,day_trim,1,0.0,0.0,0.0
T_day_trim,2025-04-06,day_trim,1,821.2565730336379,7850.79636760354,0.0
T_day_trim,2025-04-07,day_trim,1,797.4003522126158,7776.974855162715,0.0
T_day_trim,2025-04-08,day_trim,1,901.9511085375814,8744.88844976111,0.0
T_day_trim,2025-04-09,day_trim,1,893.0374275277096,8694.369808193791,5611.888766775533
T_day_trim,2025-04-10,day_trim,1,641.8731715882399,6101.8415775005515,0.0
T_day_trim,2025-04-11,day_trim,1,0.0,0.0,0.0
T_day_trim,2025-04-12,day_trim,1,0.0,0.0,0.0
T_day_trim,2025-04-13,day_trim,1,993.1691665449268,9460.965100150324,0.0
T_day_trim,2025-04-14,day_trim,1,982.1976661517567,9350.669048664357,0.0
T_day_trim,2025-04-15,day_trim,1,917.9199929109208,8827.453107538124,0.0
T_day_trim,2025-04-16,day_trim,1,940.7544654712298,8945.617640125725,0.0
T_day_trim,2025-04-17,day_trim,1,708.4268158565009,6947.82547507002,0.0
T_day_trim,2025-04-18,day_trim,1,0.0,0.0,0.0
T_day_trim,2025-04-19,day_trim,1,2.7465122928787378,27.465122928787384,0.0
T_day_trim,2025-04-20,day_trim,1,702.9956842080876,6888.8140526772395,0.0
T_day_trim,2025-04-21,day_trim,1,807.0847417499693,7833.118295015795,0.0
T_day_trim,2025-04-22,day_trim,1,842.3905249179171,8196.58723916139,0.0
T_day_trim,2025-04-23,day_trim,1,888.6213246531536,8593.68979096282,0.0
T_day_trim,2025-04-24,day_trim,1,816.178694469182,7913.460026204502,0.0
T_day_trim,2025-04-25,day_trim,1,16.290686523095815,162.90686523095818,0.0
T_day_trim,2025-04-26,day_trim,1,20.89947091417825,208.99470914178252,0.0
T_day_trim,2025-04-27,day_trim,1,802.486276303883,7663.257482508196,5750.480465017145
T_day_trim,2025-04-28,day_trim,1,566.3557903718491,5451.515355371474,25970.277082328896
T_day_trim,2025-04-29,day_trim,1,768.7715435184188,7603.305667243532,2679.324038807951
T_day_trim,2025-04-30,day_trim,1,936.9368861490476,8778.203331458339,0.0
T_day_trim,2025-05-01,day_trim,1,1060.767408609299,9811.542706901382,12247.886679464827
T_day_trim,2025-05-02,day_trim,1,265.76177292730756,2657.6177292730763,10315.668779218791
T_day_trim,2025-05-03,day_trim,1,395.9822725269191,3954.1856794861847,4970.341654302277
T_day_trim,2025-05-04,day_trim,1,1527.2153000570295,14871.173564786797,5499.861522348608
T_day_trim,2025-05-05,day_trim,1,1527.5659772355336,14524.95209739522,6446.027413760925
T_day_trim,2025-05-06,day_trim,1,1476.6900938867238,13703.24594089776,5691.369938769764
T_day_trim,2025-05-07,day_trim,1,1477.7508447325054,13147.589165769408,9345.111183526955
T_day_trim,2025-05-08,day_trim,1,1509.887095352316,13066.834597016421,243.22893262499974
T_day_trim,2025-05-09,day_trim,1,591.9980957629695,5125.3605747039965,0.0
T_day_trim,2025-05-10,day_trim,1,610.266056652017,5291.214799514035,0.0
T_day_trim,2025-05-11,day_trim,1,1419.3959616923905,12358.804659346595,227.02732894075663
T_day_trim,2025-05-12,day_trim,1,1446.8350577036313,12320.932800838813,0.0
T_day_trim,2025-05-13,day_trim,1,1372.1963544616722,12006.144705523835,0.0
T_day_trim,2025-05-14,day_trim,1,1391.7157510250192,12198.579545430262,0.0
T_day_trim,2025-05-15,day_trim,1,1446.267626255328,12652.121611325556,0.0
T_day_trim,2025-05-16,day_trim,1,595.8990313634284,5151.988004123136,0.0
T_day_trim,2025-05-17,day_trim,1,605.9396959642252,5323.245189271084,0.0
T_day_trim,2025-05-18,day_trim,1,1442.663562695921,12600.074721631925,0.0
T_day_trim,2025-05-19,day_trim,1,1437.0134417027475,12521.796635917295,451.90398166666665
T_day_trim,2025-05-20,day_trim,1,1449.5531511871893,12453.138579965544,0.0
T_day_trim,2025-05-21,day_trim,1,1443.260165627786,12475.647433166163,0.0
T_day_trim,2025-05-22,day_trim,1,1396.5729376999584,12230.07568071365,17.33336499999957
T_day_trim,2025-05-23,day_trim,1,621.9745716894096,5459.052443483803,0.0
T_day_trim,2025-05-24,day_trim,1,611.0195128677772,5363.118487108499,0.0
T_day_trim,2025-05-25,day_trim,1,1386.1222892478952,11941.396431965322,0.0
T_day_trim,2025-05-26,day_trim,1,1459.396047491615,12397.51452313982,0.0
T_day_trim,2025-05-27,day_trim,1,1522.9641338695906,12858.118700997238,0.0
T_day_trim,2025-05-28,day_trim,1,1548.2803862927071,12963.952468014559,0.0
T_day_trim,2025-05-29,day_trim,1,1527.7447187038488,12818.400477523443,119.77769558333367
T_day_trim,2025-05-30,day_trim,1,750.1622877251565,6502.526612333085,0.0
T_day_trim,2025-05-31,day_trim,1,860.6635143468872,7353.846738238302,0.0
T_day_trim,2025-06-01,day_trim,1,1984.7021523702292,15457.952607015068,72204.41399674628
T_day_trim,2025-06-02,day_trim,1,3139.6697797910797,26291.82841737666,53050.01912149954
T_day_trim,2025-06-03,day_trim,1,3953.4571902818875,33202.71390166257,33013.81488207298
T_day_trim,2025-06-04,day_trim,1,4174.96388272412,34474.31176469926,28204.02597098677
T_day_trim,2025-06-05,day_trim,1,4427.779184997204,35198.95879455666,25716.449149909204
T_day_trim,2025-06-06,day_trim,1,2359.276524374386,17403.310586515094,25604.954206627288
T_day_trim,2025-06-07,day_trim,1,2541.2507008053753,19028.080212362147,9987.958767347329
T_day_trim,2025-06-08,day_trim,1,4208.632380785379,31817.54590986344,0.0
T_day_trim,2025-06-09,day_trim,1,4400.005566806937,32838.07428273886,0.0
T_day_trim,2025-06-10,day_trim,1,4496.951591164491,33404.190120318766,0.0
T_day_trim,2025-06-11,day_trim,1,4475.30881558228,33219.835779570276,811.7512539032598
T_day_trim,2025-06-12,day_trim,1,4195.237213411727,31620.735539498004,0.0
T_day_trim,2025-06-13,day_trim,1,3630.79874039735,28049.040856937263,0.0
T_day_trim,2025-06-14,day_trim,1,3466.216133134561,26833.139743635496,0.0
T_day_trim,2025-06-15,day_trim,1,4272.931301076549,32320.0684989225,0.0
T_day_trim,2025-06-16,day_trim,1,4319.086380667516,32611.17688058553,0.0
T_day_trim,2025-06-17,day_trim,1,4345.544867767794,32596.113668759124,67.1176936410931
T_day_trim,2025-06-18,day_trim,1,4341.90537548033,32589.405514300663,0.0
T_day_trim,2025-06-19,day_trim,1,4396.429824249183,32868.92920599517,271.77522103965345
T_day_trim,2025-06-20,day_trim,1,3823.696761213293,29283.907787260236,0.0
T_day_trim,2025-06-21,day_trim,1,3715.5139382791335,28315.293923039007,0.0
T_day_trim,2025-06-22,day_trim,1,4508.658226161628,33562.49869167798,0.0
T_day_trim,2025-06-23,day_trim,1,4511.904351090473,33420.71450575393,0.0
T_day_trim,2025-06-24,day_trim,1,4606.418129673096,34311.69371005409,6108.842819986861
T_day_trim,2025-06-25,day_trim,1,4420.519212394001,32734.352479867433,0.0
T_day_trim,2025-06-26,day_trim,1,4597.793081632749,33701.82980735933,21.307048608396947
T_day_trim,2025-06-27,day_trim,1,3866.765010041966,29728.750690418237,0.0
T_day_trim,2025-06-28,day_trim,1,3232.210719714566,25907.43062509298,0.0
T_day_trim,2025-06-29,day_trim,1,4497.652566372724,36081.18742009811,0.0
T_day_trim,2025-06-30,day_trim,1,4956.5111694879315,39346.009006495995,127.66524870294313
T_day_trim,2025-07-01,day_trim,1,5514.256920502473,43617.03400240699,11237.218578108224
T_day_trim,2025-07-02,day_trim,1,5966.32219117952,45942.762478774384,11239.756323056483
T_day_trim,2025-07-03,day_trim,1,6195.780259395413,47224.123519828005,20419.051458924878
T_day_trim,2025-07-04,day_trim,1,4154.064667651668,28353.36506659883,21343.62381386551
T_day_trim,2025-07-05,day_trim,1,4237.273752243372,26643.707920655695,18134.386849082708
T_day_trim,2025-07-06,day_trim,1,8305.924323214578,52841.47423164893,48958.962003266526
T_day_trim,2025-07-07,day_trim,1,7797.27199465156,49630.79520386731,9371.677773683332
T_day_trim,2025-07-08,day_trim,1,7250.222996885355,47872.235997586795,154.92292972269124
T_day_trim,2025-07-09,day_trim,1,7344.515094171802,47998.23458818069,0.0
T_day_trim,2025-07-10,day_trim,1,7879.4321377902015,50284.97514998898,63.52683651636539
T_day_trim,2025-07-11,day_trim,1,4436.217173861762,25668.04307922258,0.0
T_day_trim,2025-07-12,day_trim,1,4057.0753767291503,23349.090623694974,0.0
T_day_trim,2025-07-13,day_trim,1,7702.87612531138,49408.537242104474,0.0
T_day_trim,2025-07-14,day_trim,1,7882.004371145245,50455.700079937655,0.0
T_day_trim,2025-07-15,day_trim,1,7971.460869235595,50619.60026405312,0.0
T_day_trim,2025-07-16,day_trim,1,8079.532264144504,51142.490557832,0.0
T_day_trim,2025-07-17,day_trim,1,7923.588213700305,50131.68982035914,0.0
T_day_trim,2025-07-18,day_trim,1,3931.5857137144744,22789.79625103687,0.0
T_day_trim,2025-07-19,day_trim,1,3619.619189361352,20757.34071998272,0.0
T_day_trim,2025-07-20,day_trim,1,7360.337615503823,48267.97401745124,0.0
T_day_trim,2025-07-21,day_trim,1,7323.228173692348,47931.00830438072,0.0
T_day_trim,2025-07-22,day_trim,1,7092.8820419759595,47082.672076918054,0.0
T_day_trim,2025-07-23,day_trim,1,7613.571771382577,49393.54759214106,0.0
T_day_trim,2025-07-24,day_trim,1,7617.101258457455,49424.768468400674,0.0
T_day_trim,2025-07-25,day_trim,1,3913.5639549585203,23536.493167924906,0.0
T_day_trim,2025-07-26,day_trim,1,3596.4149609374695,21162.659963796606,0.0
T_day_trim,2025-07-27,day_trim,1,7525.74835338124,49366.004425781444,2496.4404211416777
T_day_trim,2025-07-28,day_trim,1,6372.33676437722,42083.23370963169,2297.0512775059638
T_day_trim,2025-07-29,day_trim,1,5189.257298223484,36784.40373384966,0.0
T_day_trim,2025-07-30,day_trim,1,5060.339091243143,36772.22234940456,0.0
T_day_trim,2025-07-31,day_trim,1,5146.32107661762,37094.216090083726,0.0
T_day_trim,2025-08-01,day_trim,1,3647.496998694684,25680.129091571158,0.0
T_day_trim,2025-08-02,day_trim,1,3159.097914569168,23318.107116140563,0.0
T_day_trim,2025-08-03,day_trim,1,4225.212023626745,29347.4917862184,132.60604242068865
T_day_trim,2025-08-04,day_trim,1,4825.509053080569,32574.078869078658,50.06871085786791
T_day_trim,2025-08-05,day_trim,1,4977.443899415727,33847.00364871773,205.6113021294465
T_day_trim,2025-08-06,day_trim,1,4847.653667290008,33291.30326802908,8623.730914528829
T_day_trim,2025-08-07,day_trim,1,4642.27511265794,32496.59718725163,183.5056508347814
T_day_trim,2025-08-08,day_trim,1,3170.559833356382,25667.463335600805,221.32912305261556
T_day_trim,2025-08-09,day_trim,1,3161.6135884895652,25537.630748785206,403.21599338924744
T_day_trim,2025-08-10,day_trim,1,4774.812138538989,33254.142623689186,242.57699882357178
T_day_trim,2025-08-11,day_trim,1,4613.6022636992,32308.488654105546,1288.3745385942966
T_day_trim,2025-08-12,day_trim,1,4468.906534477271,31373.115416935758,11637.942872333102
T_day_trim,2025-08-13,day_trim,1,4371.405657056856,29827.111353982968,963.2845674445927
T_day_trim,2025-08-14,day_trim,1,4332.959347633381,29463.89218408508,4112.568657293157
T_day_trim,2025-08-15,day_trim,1,3042.001052846858,23546.959470722377,1946.5130577237753
T_day_trim,2025-08-16,day_trim,1,3006.8439634997217,23139.460462227544,1939.2014039982143
T_day_trim,2025-08-17,day_trim,1,4224.141692678959,28684.834981846572,1508.8759649960175
T_day_trim,2025-08-18,day_trim,1,4282.174772578082,29022.331262461426,1410.870304312523
T_day_trim,2025-08-19,day_trim,1,4142.181201611136,28404.03789359875,742.2484571020814
T_day_trim,2025-08-20,day_trim,1,3737.3638162266466,27251.632084807716,23187.186143943607
T_day_trim,2025-08-21,day_trim,1,3846.1280872039715,26826.29696805794,14.97664181964215
T_day_trim,2025-08-22,day_trim,1,2734.0313576920285,21334.639850284264,2385.457262170324
T_day_trim,2025-08-23,day_trim,1,2624.8683612538275,20646.77450966407,0.0
T_day_trim,2025-08-24,day_trim,1,3418.335444040285,24290.478528928114,0.0
T_day_trim,2025-08-25,day_trim,1,3462.900501646207,24446.113937855378,7425.712806037061
T_day_trim,2025-08-26,day_trim,1,3537.995358323348,24292.826545571475,135.730135346262
T_day_trim,2025-08-27,day_trim,1,3281.7302235613356,24152.756635876758,0.0
T_day_trim,2025-08-28,day_trim,1,2965.4466643734845,23448.819297368213,7357.057611841745
T_day_trim,2025-08-29,day_trim,1,1536.3345473289878,15243.25963075381,0.0
T_day_trim,2025-08-30,day_trim,1,1096.4478624170595,10937.750770322571,0.0
T_day_trim,2025-08-31,day_trim,1,1828.0812212812293,15328.569323350423,139.7569672021937
T_day_trim,2025-09-01,day_trim,1,965.7307875481184,7547.593864725204,0.0
T_day_trim,2025-09-02,day_trim,1,695.5218618418169,5380.773600413539,0.0
T_day_trim,2025-09-03,day_trim,1,695.1200002694012,5403.426218940927,0.0
T_day_trim,2025-09-04,day_trim,1,797.5263767094449,6222.791579679953,0.0
T_day_trim,2025-09-05,day_trim,1,57.071365725709725,570.7136572570973,0.0
T_day_trim,2025-09-06,day_trim,1,63.227676670785215,632.2767667078523,0.0
T_day_trim,2025-09-07,day_trim,1,754.1104979103695,5870.15701678209,0.0
T_day_trim,2025-09-08,day_trim,1,720.1892496111632,6325.849749128396,28307.94790373942
T_day_trim,2025-09-09,day_trim,1,1006.1641101276946,9030.229406529972,6876.483335049492
T_day_trim,2025-09-10,day_trim,1,1231.0699450444088,10439.12439963955,24148.974632577778
T_day_trim,2025-09-11,day_trim,1,1449.515524651763,12615.971500799747,2462.1156888931982
T_day_trim,2025-09-12,day_trim,1,361.348470776304,3523.837959674889,8408.203952600374
T_day_trim,2025-09-13,day_trim,1,440.9663024877973,4356.59699561011,1482.2840141870429
T_day_trim,2025-09-14,day_trim,1,1450.3760852252294,11978.072025641817,16889.604947769676
T_day_trim,2025-09-15,day_trim,1,1472.1670049524485,12287.72317695219,945.1788773064012
T_day_trim,2025-09-16,day_trim,1,1399.0153186256705,11741.740043720003,55.38174766666711
T_day_trim,2025-09-17,day_trim,1,1299.9378035844534,10826.723631820812,34.708893749999724
T_day_trim,2025-09-18,day_trim,1,1365.9896808528745,11420.802051018896,34.044760098903666
T_day_trim,2025-09-19,day_trim,1,344.3499645850371,3443.499645850372,2369.2150596023707
T_day_trim,2025-09-20,day_trim,1,361.5747096145842,3543.0082067752664,0.0
T_day_trim,2025-09-21,day_trim,1,1305.0559010458544,10586.380766471328,0.0
T_day_trim,2025-09-22,day_trim,1,1231.7564251491738,10506.396068858463,1425.6022566939387
T_day_trim,2025-09-23,day_trim,1,1385.4816067051647,10985.689047351785,2092.1934344174315
T_day_trim,2025-09-24,day_trim,1,1262.898670450061,10155.561071952905,0.0
T_day_trim,2025-09-25,day_trim,1,1273.087324298789,10170.608756900168,0.0
T_day_trim,2025-09-26,day_trim,1,256.29245707601694,2525.240802492355,0.0
T_day_trim,2025-09-27,day_trim,1,246.2016623825463,2442.2944936453014,0.0
T_day_trim,2025-09-28,day_trim,1,1265.0288112458443,9793.345682794232,0.0
T_day_trim,2025-09-29,day_trim,1,1113.9670830186906,9101.783686953797,134.7362566666671
T_day_trim,2025-09-30,day_trim,1,1133.9248961778633,9031.270021370674,136.1032480984004
T_day_trim,2025-10-01,day_trim,1,952.5978809652609,8086.7729747837575,0.0
T_day_trim,2025-10-02,day_trim,1,894.5058104487871,7941.076685218306,0.0
T_day_trim,2025-10-03,day_trim,1,174.893534419412,1748.9353441941203,0.0
T_day_trim,2025-10-04,day_trim,1,153.63997565937572,1536.3997565937575,0.0
T_day_trim,2025-10-05,day_trim,1,911.2926032809972,7843.817472501575,0.0
T_day_trim,2025-10-06,day_trim,1,1021.0695721878743,8201.82635637076,0.0
T_day_trim,2025-10-07,day_trim,1,1110.5022069648103,9251.315015790948,0.0
T_day_trim,2025-10-08,day_trim,1,1130.917575120481,9721.597438177572,0.0
T_day_trim,2025-10-09,day_trim,1,1263.5159346389717,10552.675529855485,0.0
T_day_trim,2025-10-10,day_trim,1,220.07736780474184,2193.527061911925,0.0
T_day_trim,2025-10-11,day_trim,1,249.17095284860747,2459.3025071508414,0.0
T_day_trim,2025-10-12,day_trim,1,1328.8501676789256,10848.243367973235,98.03580773333336
T_day_trim,2025-10-13,day_trim,1,1505.1280828669449,11831.054599647854,0.0
T_day_trim,2025-10-14,day_trim,1,1542.2371151344066,11789.402806450329,0.0
T_day_trim,2025-10-15,day_trim,1,1516.4311462136986,11719.803400296069,0.0
T_day_trim,2025-10-16,day_trim,1,1454.0099439585072,11367.831317163544,5851.8966222183335
T_day_trim,2025-10-17,day_trim,1,366.43221384015567,3313.6273142585383,0.0
T_day_trim,2025-10-18,day_trim,1,404.9972457662519,3561.5327749398434,0.0
T_day_trim,2025-10-19,day_trim,1,1945.7757989563022,13118.319610230043,4890.347810015682
T_day_trim,2025-10-20,day_trim,1,1934.215402632788,12668.4744702959,1913.4456046721077
T_day_trim,2025-10-21,day_trim,1,1984.6659920260333,12922.006613959842,0.0
T_day_trim,2025-10-22,day_trim,1,2130.8124299460487,13419.577859778314,3663.80483938223
T_day_trim,2025-10-23,day_trim,1,2164.8206234084896,13301.001246123014,0.0
T_day_trim,2025-10-24,day_trim,1,752.2746590331371,5089.669817978273,0.0
T_day_trim,2025-10-25,day_trim,1,765.0617474805086,5196.1766530646355,0.0
T_day_trim,2025-10-26,day_trim,1,2435.4015010776684,14778.208628794886,0.0
T_day_trim,2025-10-27,day_trim,1,2610.6863065876014,15677.3980933415,139.6866219674613
T_day_trim,2025-10-28,day_trim,1,2793.3552822083816,15830.819393348615,0.0
T_day_trim,2025-10-29,day_trim,1,3069.7591861951246,16709.023366270678,5766.808112951551
T_day_trim,2025-10-30,day_trim,1,2736.9955698313966,15469.702712463253,0.0
T_day_trim,2025-10-31,day_trim,1,928.8158422957002,5881.705540956315,0.0
T_day_trim,2025-11-01,day_trim,1,968.8244108601206,6056.194745400588,0.0
T_day_trim,2025-11-02,day_trim,1,2173.948306224852,13351.742018916031,0.0
T_day_trim,2025-11-03,day_trim,1,2080.571513831398,12966.03171836252,0.0
T_day_trim,2025-11-04,day_trim,1,1600.3679955257596,9902.495286943962,43.057126847670496
T_day_trim,2025-11-05,day_trim,1,1435.1701694938245,9784.120969587037,0.0
T_day_trim,2025-11-06,day_trim,1,1166.3657767933603,6830.647337966086,1469.6771346358248
T_day_trim,2025-11-07,day_trim,1,634.6051684308273,4029.7358279618957,0.0
T_day_trim,2025-11-08,day_trim,1,547.1385452673568,3231.74049987373,0.0
T_day_trim,2025-11-09,day_trim,1,1230.6269981695157,6519.476660724444,0.0
T_day_trim,2025-11-10,day_trim,1,1060.3560696291663,4915.923239146319,0.0
T_day_trim,2025-11-11,day_trim,1,1025.4930884155306,5067.46676696127,0.0
T_day_trim,2025-11-12,day_trim,1,1036.4545157011119,5230.268532303457,0.0
T_day_trim,2025-11-13,day_trim,1,1211.5809890385397,5961.345336209886,0.0
T_day_trim,2025-11-14,day_trim,1,630.8443617178239,3877.5427264255577,0.0
T_day_trim,2025-11-15,day_trim,1,582.7425645662418,3701.8395903717137,0.0
T_day_trim,2025-11-16,day_trim,1,1273.6698635183388,6827.191422095882,0.0
T_day_trim,2025-11-17,day_trim,1,1254.6852555828755,6401.21316042169,0.0
T_day_trim,2025-11-18,day_trim,1,1376.2983200019503,7725.640252181864,0.0
T_day_trim,2025-11-19,day_trim,1,1298.3227159898404,7781.772800715353,6.301057499999959
T_day_trim,2025-11-20,day_trim,1,1412.5472822106017,7783.619278649736,0.0
T_day_trim,2025-11-21,day_trim,1,638.2303030504299,4150.995877113777,0.0
T_day_trim,2025-11-22,day_trim,1,651.6726592197932,4114.645617134367,0.0
T_day_trim,2025-11-23,day_trim,1,1401.4444968592104,6404.725463598863,0.0
T_day_trim,2025-11-24,day_trim,1,1267.6613127686028,6047.822817005654,0.0
T_day_trim,2025-11-25,day_trim,1,1233.3710683685956,6133.410641551852,0.0
T_day_trim,2025-11-26,day_trim,1,1224.3894399278938,6312.31590163703,0.0
T_day_trim,2025-11-27,day_trim,1,1366.2216882989244,6899.884788197151,0.0
T_day_trim,2025-11-28,day_trim,1,797.8638642568613,4330.504228824918,0.0
T_day_trim,2025-11-29,day_trim,1,789.0900358086092,4145.760198598264,0.0
T_day_trim,2025-11-30,day_trim,1,1448.324542728425,7094.754900887555,0.0
T_day_trim,2025-12-01,day_trim,1,1482.6749523648466,6992.3643519125935,20356.819534835056
T_day_trim,2025-12-02,day_trim,1,1746.0964186716726,8989.052984673448,25150.51951148797
T_day_trim,2025-12-03,day_trim,1,2155.8552258286463,11752.334193767314,11336.159610568746
T_day_trim,2025-12-04,day_trim,1,2115.920598803873,11504.51090719094,12565.629636192092
T_day_trim,2025-12-05,day_trim,1,1714.5773925338472,11374.257779331449,4185.5978757662315
T_day_trim,2025-12-06,day_trim,1,1631.1793116793754,10533.201233423852,9405.056277856758
T_day_trim,2025-12-07,day_trim,1,1812.865802485183,9653.196036193796,1283.880773769823
T_day_trim,2025-12-08,day_trim,1,1577.878780871603,8768.661898415545,0.0
T_day_trim,2025-12-09,day_trim,1,1667.5585268882865,9210.138429023715,0.0
T_day_trim,2025-12-10,day_trim,1,1650.1385617556732,9438.250835244498,0.0
T_day_trim,2025-12-11,day_trim,1,1631.7813061408867,9518.154809419024,0.0
T_day_trim,2025-12-12,day_trim,1,1366.7890018464236,9200.197663219078,0.0
T_day_trim,2025-12-13,day_trim,1,1362.4504576985712,9543.75073976646,0.0
T_day_trim,2025-12-14,day_trim,1,1645.0089788544246,10108.875041399911,0.0
T_day_trim,2025-12-15,day_trim,1,1643.7819121665066,10647.24151623536,0.0
T_day_trim,2025-12-16,day_trim,1,1648.2096834430665,10843.487703672366,0.0
T_day_trim,2025-12-17,day_trim,1,1722.5976731679252,11311.172404075056,0.0
T_day_trim,2025-12-18,day_trim,1,1689.1155511366653,11791.904522785113,0.0
T_day_trim,2025-12-19,day_trim,1,1438.4026870684127,10538.372727798007,0.0
T_day_trim,2025-12-20,day_trim,1,1453.757594735634,10969.489293130257,0.0
T_day_trim,2025-12-21,day_trim,1,1629.5014699538658,12408.165736487777,0.0
T_day_trim,2025-12-22,day_trim,1,1671.2787016432897,12585.532294789973,0.0
T_day_trim,2025-12-23,day_trim,1,1717.7349402282157,12988.659187197485,0.0
