policy,date,profile,scenario_count,selected_index
T_day_trim,2025-05-29,day_trim,56,0
T_day_trim,2025-05-30,day_trim,56,0
T_day_trim,2025-05-31,day_trim,56,0
T_day_trim,2025-06-01,day_trim,56,0
T_day_trim,2025-06-02,day_trim,56,0
T_day_trim,2025-06-03,day_trim,56,0
T_day_trim,2025-06-04,day_trim,56,0
T_day_trim,2025-06-05,day_trim,56,0
T_day_trim,2025-06-06,day_trim,56,0
T_day_trim,2025-06-07,day_trim,56,0
T_day_trim,2025-06-08,day_trim,56,0
T_day_trim,2025-06-09,day_trim,56,0
T_day_trim,2025-06-10,day_trim,56,0
T_day_trim,2025-06-11,day_trim,56,0
T_day_trim,2025-06-12,day_trim,56,0
T_day_trim,2025-06-13,day_trim,56,0
T_day_trim,2025-06-14,day_trim,56,0
T_day_trim,2025-06-15,day_trim,56,0
T_day_trim,2025-06-16,day_trim,56,0
T_day_trim,2025-06-17,day_trim,56,0
T_day_trim,2025-06-18,day_trim,56,0
T_day_trim,2025-06-19,day_trim,56,0
T_day_trim,2025-06-20,day_trim,56,0
T_day_trim,2025-06-21,day_trim,56,0
T_day_trim,2025-06-22,day_trim,56,0
T_day_trim,2025-06-23,day_trim,56,0
T_day_trim,2025-06-24,day_trim,56,0
T_day_trim,2025-06-25,day_trim,56,0
T_day_trim,2025-06-26,day_trim,56,0
T_day_trim,2025-06-27,day_trim,56,0
T_day_trim,2025-06-28,day_trim,56,0
T_day_trim,2025-06-29,day_trim,56,0
T_day_trim,2025-06-30,day_trim,56,0
T_day_trim,2025-07-01,day_trim,56,0
T_day_trim,2025-07-02,day_trim,56,0
T_day_trim,2025-07-03,day_trim,56,0
T_day_trim,2025-07-04,day_trim,56,0
T_day_trim,2025-07-05,day_trim,56,0
T_day_trim,2025-07-06,day_trim,56,0
T_day_trim,2025-07-07,day_trim,56,0
T_day_trim,2025-07-08,day_trim,56,0
T_day_trim,2025-07-09,day_trim,56,0
T_day_trim,2025-07-10,day_trim,56,0
T_day_trim,2025-07-11,day_trim,56,0
T_day_trim,2025-07-12,day_trim,56,0
T_day_trim,2025-07-13,day_trim,56,0
T_day_trim,2025-07-14,day_trim,56,0
T_day_trim,2025-07-15,day_trim,56,0
T_day_trim,2025-07-16,day_trim,56,0
T_day_trim,2025-07-17,day_trim,56,0
T_day_trim,2025-07-18,day_trim,56,0
T_day_trim,2025-07-19,day_trim,56,0
T_day_trim,2025-07-20,day_trim,56,0
T_day_trim,2025-07-21,day_trim,56,0
T_day_trim,2025-07-22,day_trim,56,0
T_day_trim,2025-07-23,day_trim,56,0
T_day_trim,2025-07-24,day_trim,56,0
T_day_trim,2025-07-25,day_trim,56,0
T_day_trim,2025-07-26,day_trim,56,0
T_day_trim,2025-07-27,day_trim,56,0
T_day_trim,2025-07-28,day_trim,56,0
T_day_trim,2025-07-29,day_trim,56,0
T_day_trim,2025-07-30,day_trim,56,0
T_day_trim,2025-07-31,day_trim,56,0
T_day_trim,2025-08-01,day_trim,56,0
T_day_trim,2025-08-02,day_trim,56,0
T_day_trim,2025-08-03,day_trim,56,0
T_day_trim,2025-08-04,day_trim,56,0
T_day_trim,2025-08-05,day_trim,56,0
T_day_trim,2025-08-06,day_trim,56,0
T_day_trim,2025-08-07,day_trim,56,0
T_day_trim,2025-08-08,day_trim,56,0
T_day_trim,2025-08-09,day_trim,56,0
T_day_trim,2025-08-10,day_trim,56,0
T_day_trim,2025-08-11,day_trim,56,0
T_day_trim,2025-08-12,day_trim,56,0
T_day_trim,2025-08-13,day_trim,56,0
T_day_trim,2025-08-14,day_trim,56,0
T_day_trim,2025-08-15,day_trim,56,0
T_day_trim,2025-08-16,day_trim,56,0
T_day_trim,2025-08-17,day_trim,56,0
T_day_trim,2025-08-18,day_trim,56,0
T_day_trim,2025-08-19,day_trim,56,0
T_day_trim,2025-08-20,day_trim,56,0
T_day_trim,2025-08-21,day_trim,56,0
T_day_trim,2025-08-22,day_trim,56,0
T_day_trim,2025-08-23,day_trim,56,0
T_day_trim,2025-08-24,day_trim,56,0
T_day_trim,2025-08-25,day_trim,56,0
T_day_trim,2025-08-26,day_trim,56,0
T_day_trim,2025-08-27,day_trim,56,0
T_day_trim,2025-08-28,day_trim,56,0
T_day_trim,2025-08-29,day_trim,56,0
T_day_trim,2025-08-30,day_trim,56,0
T_day_trim,2025-08-31,day_trim,56,0
T_day_trim,2025-09-01,day_trim,56,0
T_day_trim,2025-09-02,day_trim,56,0
T_day_trim,2025-09-03,day_trim,56,0
T_day_trim,2025-09-04,day_trim,56,0
T_day_trim,2025-09-05,day_trim,56,0
T_day_trim,2025-09-06,day_trim,56,0
T_day_trim,2025-09-07,day_trim,56,0
T_day_trim,2025-09-08,day_trim,56,0
T_day_trim,2025-09-09,day_trim,56,0
T_day_trim,2025-09-10,day_trim,56,0
T_day_trim,2025-09-11,day_trim,56,0
T_day_trim,2025-09-12,day_trim,56,0
T_day_trim,2025-09-13,day_trim,56,0
T_day_trim,2025-09-14,day_trim,56,0
T_day_trim,2025-09-15,day_trim,56,0
T_day_trim,2025-09-16,day_trim,56,0
T_day_trim,2025-09-17,day_trim,56,0
T_day_trim,2025-09-18,day_trim,56,0
T_day_trim,2025-09-19,day_trim,56,0
T_day_trim,2025-09-20,day_trim,56,0
T_day_trim,2025-09-21,day_trim,56,0
T_day_trim,2025-09-22,day_trim,56,0
T_day_trim,2025-09-23,day_trim,56,0
T_day_trim,2025-09-24,day_trim,56,0
T_day_trim,2025-09-25,day_trim,56,0
T_day_trim,2025-09-26,day_trim,56,0
T_day_trim,2025-09-27,day_trim,56,0
T_day_trim,2025-09-28,day_trim,56,0
T_day_trim,2025-09-29,day_trim,56,0
T_day_trim,2025-09-30,day_trim,56,0
T_day_trim,2025-10-01,day_trim,56,0
T_day_trim,2025-10-02,day_trim,56,0
T_day_trim,2025-10-03,day_trim,56,0
T_day_trim,2025-10-04,day_trim,56,0
T_day_trim,2025-10-05,day_trim,56,0
T_day_trim,2025-10-06,day_trim,56,0
T_day_trim,2025-10-07,day_trim,56,0
T_day_trim,2025-10-08,day_trim,56,0
T_day_trim,2025-10-09,day_trim,56,0
T_day_trim,2025-10-10,day_trim,56,0
T_day_trim,2025-10-11,day_trim,56,0
T_day_trim,2025-10-12,day_trim,56,0
T_day_trim,2025-10-13,day_trim,56,0
T_day_trim,2025-10-14,day_trim,56,0
T_day_trim,2025-10-15,day_trim,56,0
T_day_trim,2025-10-16,day_trim,56,0
T_day_trim,2025-10-17,day_trim,56,0
T_day_trim,2025-10-18,day_trim,56,0
T_day_trim,2025-10-19,day_trim,56,0
T_day_trim,2025-10-20,day_trim,56,0
T_day_trim,2025-10-21,day_trim,56,0
T_day_trim,2025-10-22,day_trim,56,0
T_day_trim,2025-10-23,day_trim,56,0
T_day_trim,2025-10-24,day_trim,56,0
T_day_trim,2025-10-25,day_trim,56,0
T_day_trim,2025-10-26,day_trim,56,0
T_day_trim,2025-10-27,day_trim,56,0
T_day_trim,2025-10-28,day_trim,56,0
T_day_trim,2025-10-29,day_trim,56,0
T_day_trim,2025-10-30,day_trim,56,0
T_day_trim,2025-10-31,day_trim,56,0
T_day_trim,2025-11-01,day_trim,56,0
T_day_trim,2025-11-02,day_trim,56,0
T_day_trim,2025-11-03,day_trim,56,0
T_day_trim,2025-11-04,day_trim,56,0
T_day_trim,2025-11-05,day_trim,56,0
T_day_trim,2025-11-06,day_trim,56,0
T_day_trim,2025-11-07,day_trim,56,0
T_day_trim,2025-11-08,day_trim,56,0
T_day_trim,2025-11-09,day_trim,56,0
T_day_trim,2025-11-10,day_trim,56,0
T_day_trim,2025-11-11,day_trim,56,0
T_day_trim,2025-11-12,day_trim,56,0
T_day_trim,2025-11-13,day_trim,56,0
T_day_trim,2025-11-14,day_trim,56,0
T_day_trim,2025-11-15,day_trim,56,0
T_day_trim,2025-11-16,day_trim,56,0
T_day_trim,2025-11-17,day_trim,56,0
T_day_trim,2025-11-18,day_trim,56,0
T_day_trim,2025-11-19,day_trim,56,0
T_day_trim,2025-11-20,day_trim,56,0
T_day_trim,2025-11-21,day_trim,56,0
T_day_trim,2025-11-22,day_trim,56,0
T_day_trim,2025-11-23,day_trim,56,0
T_day_trim,2025-11-24,day_trim,56,0
T_day_trim,2025-11-25,day_trim,56,0
T_day_trim,2025-11-26,day_trim,56,0
T_day_trim,2025-11-27,day_trim,56,0
T_day_trim,2025-11-28,day_trim,56,0
T_day_trim,2025-11-29,day_trim,56,0
T_day_trim,2025-11-30,day_trim,56,0
T_day_trim,2025-12-01,day_trim,56,0
T_day_trim,2025-12-02,day_trim,56,0
T_day_trim,2025-12-03,day_trim,56,0
T_day_trim,2025-12-04,day_trim,56,0
T_day_trim,2025-12-05,day_trim,56,0
T_day_trim,2025-12-06,day_trim,56,0
T_day_trim,2025-12-07,day_trim,56,0
T_day_trim,2025-12-08,day_trim,56,0
T_day_trim,2025-12-09,day_trim,56,0
T_day_trim,2025-12-10,day_trim,56,0
T_day_trim,2025-12-11,day_trim,56,0
T_day_trim,2025-12-12,day_trim,56,0
T_day_trim,2025-12-13,day_trim,56,0
T_day_trim,2025-12-14,day_trim,56,0
T_day_trim,2025-12-15,day_trim,56,0
T_day_trim,2025-12-16,day_trim,56,0
T_day_trim,2025-12-17,day_trim,56,0
T_day_trim,2025-12-18,day_trim,56,0
T_day_trim,2025-12-19,day_trim,56,0
T_day_trim,2025-12-20,day_trim,56,0
T_day_trim,2025-12-21,day_trim,56,0
T_day_trim,2025-12-22,day_trim,56,0
T_day_trim,2025-12-23,day_trim,56,0
T_day_trim,2025-12-24,day_trim,56,0
T_day_trim,2025-12-25,day_trim,56,0
T_day_trim,2025-12-26,day_trim,56,0
T_day_trim,2025-12-27,day_trim,56,0
T_day_trim,2025-12-28,day_trim,56,0
T_day_trim,2025-12-29,day_trim,56,0
T_day_trim,2025-12-30,day_trim,56,0
T_day_trim,2025-12-31,day_trim,56,0
T_evening_hedge,2025-02-01,evening_hedge,30,0
T_evening_hedge,2025-02-02,evening_hedge,31,0
T_evening_hedge,2025-02-03,evening_hedge,32,0
T_evening_hedge,2025-02-04,evening_hedge,33,0
T_evening_hedge,2025-02-05,evening_hedge,34,0
T_evening_hedge,2025-02-06,evening_hedge,35,0
T_evening_hedge,2025-02-07,evening_hedge,36,0
T_evening_hedge,2025-02-08,evening_hedge,37,0
T_evening_hedge,2025-02-09,evening_hedge,38,0
T_evening_hedge,2025-02-10,evening_hedge,39,0
T_evening_hedge,2025-02-11,evening_hedge,40,0
T_evening_hedge,2025-02-12,evening_hedge,41,0
T_evening_hedge,2025-02-13,evening_hedge,42,0
T_evening_hedge,2025-02-14,evening_hedge,43,0
T_evening_hedge,2025-02-15,evening_hedge,44,0
T_evening_hedge,2025-02-16,evening_hedge,45,0
T_evening_hedge,2025-02-17,evening_hedge,46,0
T_evening_hedge,2025-02-18,evening_hedge,47,0
T_evening_hedge,2025-02-19,evening_hedge,48,0
T_evening_hedge,2025-02-20,evening_hedge,49,0
T_evening_hedge,2025-02-21,evening_hedge,50,0
T_evening_hedge,2025-02-22,evening_hedge,51,0
T_evening_hedge,2025-02-23,evening_hedge,52,0
T_evening_hedge,2025-02-24,evening_hedge,53,0
T_evening_hedge,2025-02-25,evening_hedge,54,0
T_evening_hedge,2025-02-26,evening_hedge,55,0
T_evening_hedge,2025-02-27,evening_hedge,56,0
T_evening_hedge,2025-02-28,evening_hedge,56,0
T_evening_hedge,2025-03-01,evening_hedge,56,0
T_evening_hedge,2025-03-02,evening_hedge,56,0
T_evening_hedge,2025-03-03,evening_hedge,56,0
T_evening_hedge,2025-03-04,evening_hedge,56,0
T_evening_hedge,2025-03-05,evening_hedge,56,0
T_evening_hedge,2025-03-06,evening_hedge,56,0
T_evening_hedge,2025-03-07,evening_hedge,56,0
T_evening_hedge,2025-03-08,evening_hedge,56,0
T_evening_hedge,2025-03-09,evening_hedge,56,0
T_evening_hedge,2025-03-10,evening_hedge,56,0
T_evening_hedge,2025-03-11,evening_hedge,56,0
T_evening_hedge,2025-03-12,evening_hedge,56,0
T_evening_hedge,2025-03-13,evening_hedge,56,0
T_evening_hedge,2025-03-14,evening_hedge,56,0
T_evening_hedge,2025-03-15,evening_hedge,56,0
T_evening_hedge,2025-03-16,evening_hedge,56,0
T_evening_hedge,2025-03-17,evening_hedge,56,0
T_evening_hedge,2025-03-18,evening_hedge,56,0
T_evening_hedge,2025-03-19,evening_hedge,56,0
T_evening_hedge,2025-03-20,evening_hedge,56,0
T_evening_hedge,2025-03-21,evening_hedge,56,0
T_evening_hedge,2025-03-22,evening_hedge,56,0
T_evening_hedge,2025-03-23,evening_hedge,56,0
T_evening_hedge,2025-03-24,evening_hedge,56,0
T_evening_hedge,2025-03-25,evening_hedge,56,0
T_evening_hedge,2025-03-26,evening_hedge,56,0
T_evening_hedge,2025-03-27,evening_hedge,56,0
T_evening_hedge,2025-03-28,evening_hedge,56,0
T_evening_hedge,2025-03-29,evening_hedge,56,0
T_evening_hedge,2025-03-30,evening_hedge,56,0
T_evening_hedge,2025-03-31,evening_hedge,56,0
T_evening_hedge,2025-04-01,evening_hedge,56,0
T_evening_hedge,2025-04-02,evening_hedge,56,0
T_evening_hedge,2025-04-03,evening_hedge,56,0
T_evening_hedge,2025-04-04,evening_hedge,56,0
T_evening_hedge,2025-04-05,evening_hedge,56,0
T_evening_hedge,2025-04-06,evening_hedge,56,0
T_evening_hedge,2025-04-07,evening_hedge,56,0
T_evening_hedge,2025-04-08,evening_hedge,56,0
T_evening_hedge,2025-04-09,evening_hedge,56,0
T_evening_hedge,2025-04-10,evening_hedge,56,0
T_evening_hedge,2025-04-11,evening_hedge,56,0
T_evening_hedge,2025-04-12,evening_hedge,56,0
T_evening_hedge,2025-04-13,evening_hedge,56,0
T_evening_hedge,2025-04-14,evening_hedge,56,0
T_evening_hedge,2025-04-15,evening_hedge,56,0
T_evening_hedge,2025-04-16,evening_hedge,56,0
T_evening_hedge,2025-04-17,evening_hedge,56,0
T_evening_hedge,2025-04-18,evening_hedge,56,0
T_evening_hedge,2025-04-19,evening_hedge,56,0
T_evening_hedge,2025-04-20,evening_hedge,56,0
T_evening_hedge,2025-04-21,evening_hedge,56,0
T_evening_hedge,2025-04-22,evening_hedge,56,0
T_evening_hedge,2025-04-23,evening_hedge,56,0
T_evening_hedge,2025-04-24,evening_hedge,56,0
T_evening_hedge,2025-04-25,evening_hedge,56,0
T_evening_hedge,2025-04-26,evening_hedge,56,0
T_evening_hedge,2025-04-27,evening_hedge,56,0
T_evening_hedge,2025-04-28,evening_hedge,56,0
T_evening_hedge,2025-04-29,evening_hedge,56,0
T_evening_hedge,2025-04-30,evening_hedge,56,0
T_evening_hedge,2025-05-01,evening_hedge,56,0
T_evening_hedge,2025-05-02,evening_hedge,56,0
T_evening_hedge,2025-05-03,evening_hedge,56,0
T_evening_hedge,2025-05-04,evening_hedge,56,0
T_evening_hedge,2025-05-05,evening_hedge,56,0
T_evening_hedge,2025-05-06,evening_hedge,56,0
T_evening_hedge,2025-05-07,evening_hedge,56,0
T_evening_hedge,2025-05-08,evening_hedge,56,0
T_evening_hedge,2025-05-09,evening_hedge,56,0
T_evening_hedge,2025-05-10,evening_hedge,56,0
T_evening_hedge,2025-05-11,evening_hedge,56,0
T_evening_hedge,2025-05-12,evening_hedge,56,0
T_evening_hedge,2025-05-13,evening_hedge,56,0
T_evening_hedge,2025-05-14,evening_hedge,56,0
T_evening_hedge,2025-05-15,evening_hedge,56,0
T_evening_hedge,2025-05-16,evening_hedge,56,0
T_evening_hedge,2025-05-17,evening_hedge,56,0
T_evening_hedge,2025-05-18,evening_hedge,56,0
T_evening_hedge,2025-05-19,evening_hedge,56,0
T_evening_hedge,2025-05-20,evening_hedge,56,0
T_evening_hedge,2025-05-21,evening_hedge,56,0
T_evening_hedge,2025-05-22,evening_hedge,56,0
T_evening_hedge,2025-05-23,evening_hedge,56,0
T_evening_hedge,2025-05-24,evening_hedge,56,0
T_evening_hedge,2025-05-25,evening_hedge,56,0
T_evening_hedge,2025-05-26,evening_hedge,56,0
T_evening_hedge,2025-05-27,evening_hedge,56,0
T_evening_hedge,2025-05-28,evening_hedge,56,0
T_evening_hedge,2025-05-29,evening_hedge,56,0
T_evening_hedge,2025-05-30,evening_hedge,56,0
T_evening_hedge,2025-05-31,evening_hedge,56,0
T_evening_hedge,2025-06-01,evening_hedge,56,0
T_evening_hedge,2025-06-02,evening_hedge,56,0
T_evening_hedge,2025-06-03,evening_hedge,56,0
T_evening_hedge,2025-06-04,evening_hedge,56,0
T_evening_hedge,2025-06-05,evening_hedge,56,0
T_evening_hedge,2025-06-06,evening_hedge,56,0
T_evening_hedge,2025-06-07,evening_hedge,56,0
T_evening_hedge,2025-06-08,evening_hedge,56,0
T_evening_hedge,2025-06-09,evening_hedge,56,0
T_evening_hedge,2025-06-10,evening_hedge,56,0
T_evening_hedge,2025-06-11,evening_hedge,56,0
T_evening_hedge,2025-06-12,evening_hedge,56,0
T_evening_hedge,2025-06-13,evening_hedge,56,0
T_evening_hedge,2025-06-14,evening_hedge,56,0
T_evening_hedge,2025-06-15,evening_hedge,56,0
T_evening_hedge,2025-06-16,evening_hedge,56,0
T_evening_hedge,2025-06-17,evening_hedge,56,0
T_evening_hedge,2025-06-18,evening_hedge,56,0
T_evening_hedge,2025-06-19,evening_hedge,56,0
T_evening_hedge,2025-06-20,evening_hedge,56,0
T_evening_hedge,2025-06-21,evening_hedge,56,0
T_evening_hedge,2025-06-22,evening_hedge,56,0
T_evening_hedge,2025-06-23,evening_hedge,56,0
T_evening_hedge,2025-06-24,evening_hedge,56,0
T_evening_hedge,2025-06-25,evening_hedge,56,0
T_evening_hedge,2025-06-26,evening_hedge,56,0
T_evening_hedge,2025-06-27,evening_hedge,56,0
T_evening_hedge,2025-06-28,evening_hedge,56,0
T_evening_hedge,2025-06-29,evening_hedge,56,0
T_evening_hedge,2025-06-30,evening_hedge,56,0
T_evening_hedge,2025-07-01,evening_hedge,56,0
T_evening_hedge,2025-07-02,evening_hedge,56,0
T_evening_hedge,2025-07-03,evening_hedge,56,0
T_evening_hedge,2025-07-04,evening_hedge,56,0
T_evening_hedge,2025-07-05,evening_hedge,56,0
T_evening_hedge,2025-07-06,evening_hedge,56,0
T_evening_hedge,2025-07-07,evening_hedge,56,0
T_evening_hedge,2025-07-08,evening_hedge,56,0
T_evening_hedge,2025-07-09,evening_hedge,56,0
T_evening_hedge,2025-07-10,evening_hedge,56,0
T_evening_hedge,2025-07-11,evening_hedge,56,0
T_evening_hedge,2025-07-12,evening_hedge,56,0
T_evening_hedge,2025-07-13,evening_hedge,56,0
T_evening_hedge,2025-07-14,evening_hedge,56,0
T_evening_hedge,2025-07-15,evening_hedge,56,0
T_evening_hedge,2025-07-16,evening_hedge,56,0
T_evening_hedge,2025-07-17,evening_hedge,56,0
T_evening_hedge,2025-07-18,evening_hedge,56,0
T_evening_hedge,2025-07-19,evening_hedge,56,0
T_evening_hedge,2025-07-20,evening_hedge,56,0
T_evening_hedge,2025-07-21,evening_hedge,56,0
T_evening_hedge,2025-07-22,evening_hedge,56,0
T_evening_hedge,2025-07-23,evening_hedge,56,0
T_evening_hedge,2025-07-24,evening_hedge,56,0
T_evening_hedge,2025-07-25,evening_hedge,56,0
T_evening_hedge,2025-07-26,evening_hedge,56,0
T_evening_hedge,2025-07-27,evening_hedge,56,0
T_evening_hedge,2025-07-28,evening_hedge,56,0
T_evening_hedge,2025-07-29,evening_hedge,56,0
T_evening_hedge,2025-07-30,evening_hedge,56,0
T_evening_hedge,2025-07-31,evening_hedge,56,0
T_evening_hedge,2025-08-01,evening_hedge,56,0
T_evening_hedge,2025-08-02,evening_hedge,56,0
T_evening_hedge,2025-08-03,evening_hedge,56,0
T_evening_hedge,2025-08-04,evening_hedge,56,0
T_evening_hedge,2025-08-05,evening_hedge,56,0
T_evening_hedge,2025-08-06,evening_hedge,56,0
T_evening_hedge,2025-08-07,evening_hedge,56,0
T_evening_hedge,2025-08-08,evening_hedge,56,0
T_evening_hedge,2025-08-09,evening_hedge,56,0
T_evening_hedge,2025-08-10,evening_hedge,56,0
T_evening_hedge,2025-08-11,evening_hedge,56,0
T_evening_hedge,2025-08-12,evening_hedge,56,0
T_evening_hedge,2025-08-13,evening_hedge,56,0
T_evening_hedge,2025-08-14,evening_hedge,56,0
T_evening_hedge,2025-08-15,evening_hedge,56,0
T_evening_hedge,2025-08-16,evening_hedge,56,0
T_evening_hedge,2025-08-17,evening_hedge,56,0
T_evening_hedge,2025-08-18,evening_hedge,56,0
T_evening_hedge,2025-08-19,evening_hedge,56,0
T_evening_hedge,2025-08-20,evening_hedge,56,0
T_evening_hedge,2025-08-21,evening_hedge,56,0
T_evening_hedge,2025-08-22,evening_hedge,56,0
T_evening_hedge,2025-08-23,evening_hedge,56,0
T_evening_hedge,2025-08-24,evening_hedge,56,0
T_evening_hedge,2025-08-25,evening_hedge,56,0
T_evening_hedge,2025-08-26,evening_hedge,56,0
T_evening_hedge,2025-08-27,evening_hedge,56,0
T_evening_hedge,2025-08-28,evening_hedge,56,0
T_evening_hedge,2025-08-29,evening_hedge,56,0
T_evening_hedge,2025-08-30,evening_hedge,56,0
T_evening_hedge,2025-08-31,evening_hedge,56,0
T_evening_hedge,2025-09-01,evening_hedge,56,0
T_evening_hedge,2025-09-02,evening_hedge,56,0
T_evening_hedge,2025-09-03,evening_hedge,56,0
T_evening_hedge,2025-09-04,evening_hedge,56,0
T_evening_hedge,2025-09-05,evening_hedge,56,0
T_evening_hedge,2025-09-06,evening_hedge,56,0
T_evening_hedge,2025-09-07,evening_hedge,56,0
T_evening_hedge,2025-09-08,evening_hedge,56,0
T_evening_hedge,2025-09-09,evening_hedge,56,0
T_evening_hedge,2025-09-10,evening_hedge,56,0
T_evening_hedge,2025-09-11,evening_hedge,56,0
T_evening_hedge,2025-09-12,evening_hedge,56,0
T_evening_hedge,2025-09-13,evening_hedge,56,0
T_evening_hedge,2025-09-14,evening_hedge,56,0
T_evening_hedge,2025-09-15,evening_hedge,56,0
T_evening_hedge,2025-09-16,evening_hedge,56,0
T_evening_hedge,2025-09-17,evening_hedge,56,0
T_evening_hedge,2025-09-18,evening_hedge,56,0
T_evening_hedge,2025-09-19,evening_hedge,56,0
T_evening_hedge,2025-09-20,evening_hedge,56,0
