month,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
2025-05,973598.7711351493,44888.09466791331,1018486.8658030627,7137.481147417977,126475.39761348948,P
2025-06,1332488.7142259113,208490.6731505297,1540979.387376441,32687.275412997533,260741.3822841992,P
2025-07,1484282.6352046186,120750.77043106094,1605033.4056356794,20181.457331832415,235007.1822604019,P
2025-08,1254367.8493262057,49943.76815877256,1304311.6174849782,7667.929484128815,104880.48578030524,P
2025-09,1113611.1865832433,66367.5007920994,1179978.6873753427,10928.44545843353,142492.6277429286,P
2025-10,1149824.3316710992,11885.023694228996,1161709.3553653283,2148.52607393349,147641.92903624466,P
2025-11,1289118.3836502254,984.9159063306178,1290103.299556556,205.69996543704372,136397.22358054458,P
2025-12,1703286.9678913865,69128.29523418249,1772415.2631255689,13748.426354767527,229110.30360214273,P
2025-02,1202902.5767664232,2399.049927748167,1205301.6266941712,522.0206828403311,110808.01957816849,P_terminal
2025-03,1105431.9965358593,33898.53624276278,1139330.5327786221,5249.146437312008,92224.42295531055,P_terminal
2025-04,927111.7402729404,32950.68658096506,960062.4268539054,5181.0502103933995,70116.74617047574,P_terminal
2025-05,954729.8709508121,44959.57191567591,999689.442866488,7155.147298619806,87690.14445403036,P_terminal
2025-06,1309974.6382756338,207569.69220473617,1517544.33048037,32515.115462226764,208611.7092612822,P_terminal
2025-07,1459261.743363413,120755.42689264646,1580017.1702560594,20166.992217854833,178977.86246246143,P_terminal
2025-08,1242548.4975940324,49675.3256918138,1292223.8232858463,7612.391131544587,85382.33913954196,P_terminal
2025-09,1095077.737065229,66409.14258405057,1161486.8796492796,10939.11262113152,103501.21356424832,P_terminal
2025-10,1130402.246291728,11885.023694228996,1142287.269985957,2148.52607393349,108153.47770492917,P_terminal
2025-11,1274808.5171041507,984.9159063306178,1275793.4330104813,205.69996543704372,106758.68847810225,P_terminal
2025-12,1692885.8565112045,69006.00107727786,1761891.8575884823,13723.443329479851,208407.4660248018,P_terminal
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,P_floor
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,P_floor
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,P_floor
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,P_floor
2025-06,1303015.8426742624,215152.27854974414,1518168.1212240064,36456.515972468515,199827.47042334292,P_floor
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,P_floor
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,P_floor
2025-09,1091010.5112350744,69007.5079591985,1160018.0191942728,12118.794618739437,94054.94109299764,P_floor
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,P_floor
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,P_floor
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,P_floor
2025-02,1200944.982804294,2399.049927748167,1203344.032732042,522.0206828403311,107145.92110172198,S_terminal
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,S_terminal
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,S_terminal
2025-05,949123.8233511694,48681.759340264296,997805.5826914336,8907.801576170246,79076.88703171082,S_terminal
2025-06,1303010.4180135862,215152.27854974414,1518162.6965633302,36456.515972468515,199827.47042334292,S_terminal
2025-07,1451978.3791353735,126905.35319094932,1578883.732326323,23454.163703845235,166342.28414940802,S_terminal
2025-08,1239375.6814211542,50429.171052131154,1289804.8524732853,7963.054982531865,79369.2389378724,S_terminal
2025-09,1091017.1100999715,68348.10110331755,1159365.211203289,11802.137115720105,94054.94109299766,S_terminal
2025-10,1128482.8488874598,11885.023694228996,1140367.8725816887,2148.52607393349,102004.14290963573,S_terminal
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,S_terminal
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,S_terminal
2025-02,1187953.0985359012,8668.61381929386,1196621.712355195,1482.5424691789915,90780.86544673411,T_day_trim
2025-03,1090762.6928205164,48959.81243891402,1139722.5052594305,7462.787308355692,71135.17171023623,T_day_trim
2025-04,910825.294352045,58890.51312930704,969715.807481352,8949.408098832604,51255.654608013174,T_day_trim
2025-05,934163.6456301061,55575.538475207904,989739.184105314,9980.554495550756,62487.730466673485,T_day_trim
2025-06,1271058.2210116622,255190.09538107162,1526248.3163927337,42874.472442764156,164136.66757618787,T_day_trim
2025-07,1431249.8720668303,145716.61826487436,1576966.4903317047,26359.74652363943,140639.05970057266,T_day_trim
2025-08,1222989.093088647,76258.40212819565,1299247.4952168425,11905.59508913692,63207.113831218274,T_day_trim
2025-09,1074702.2085036535,95802.77900911776,1170504.9875127713,16210.44961613777,78229.1479410686,T_day_trim
2025-10,1114396.8153991234,22324.0254189407,1136720.840818064,3649.5953561089714,85612.85342263263,T_day_trim
2025-11,1261336.87619439,1519.0353189834952,1262855.9115133735,314.368026570295,85169.82923386629,T_day_trim
2025-12,1676622.9425513234,84626.66820320218,1761249.6107545255,15949.129144071816,181718.09771723137,T_day_trim
2025-02,1206461.8600598632,2318.0088595809098,1208779.868919444,510.4035572429605,107961.67083811609,T_evening_hedge
2025-03,1110419.0678249528,30662.129784781166,1141081.1976097338,4760.971765190726,89194.82292883063,T_evening_hedge
2025-04,931145.4483244861,28043.81258916328,959189.2609136495,4464.4228790771995,66120.80146049555,T_evening_hedge
2025-05,964937.589141098,31269.447876463444,996207.0370175615,6056.868604941169,81621.55040924,T_evening_hedge
2025-06,1323421.1731949681,189511.860463865,1512933.0336588332,31887.762401053893,203806.0488898367,T_evening_hedge
2025-07,1475054.7652828665,88453.5667271286,1563508.3320099951,17081.87410728072,170655.77956993468,T_evening_hedge
2025-08,1250896.1690931227,32316.81455488107,1283212.9836480038,5009.227828920297,80488.54709833609,T_evening_hedge
2025-09,1103672.038228308,54369.30140458493,1158041.339632893,9359.201858014914,96430.1394009489,T_evening_hedge
2025-10,1136619.1363290858,8945.145209863953,1145564.2815389496,1726.2657822303158,103688.53936319519,T_evening_hedge
2025-11,1279753.5695292868,984.9159063306178,1280738.4854356174,205.69996543704372,103833.67243646337,T_evening_hedge
2025-12,1699294.700349691,64713.18641399635,1764007.8867636875,13009.899362616072,203979.56516056968,T_evening_hedge
2025-02,1193652.897549794,5861.753157517404,1199514.6507073115,1029.7462388055505,91525.33085421027,T_rebalance
2025-03,1096293.6864043311,44520.17595313891,1140813.86235747,6795.389380982826,71649.4193327922,T_rebalance
2025-04,916912.432925019,50994.80680496988,967907.2397299887,7791.642801555244,51710.54010264423,T_rebalance
2025-05,949928.4318605537,37907.294323537244,987835.726184091,7018.089735678694,64804.53888563628,T_rebalance
2025-06,1291484.1767733314,229596.80777417982,1521080.9845475112,38305.718871349534,167852.51390970752,T_rebalance
2025-07,1454425.5593856971,105436.74583762334,1559862.3052233204,19648.73962798067,144766.27998157337,T_rebalance
2025-08,1234623.9475865487,55734.71208862092,1290358.6596751697,8512.33946092699,64146.14199312993,T_rebalance
2025-09,1087727.2457847032,74469.44285255215,1162196.6886372552,12441.533277555169,80069.58676683104,T_rebalance
2025-10,1122359.633261091,18200.031786164436,1140559.6650472556,3052.941036860546,86890.74564877985,T_rebalance
2025-11,1266387.612043246,1519.0353189834952,1267906.6473622294,314.368026570295,86106.05085938274,T_rebalance
2025-12,1683278.7660062914,77685.27543130609,1760964.0414375975,14896.825610362868,182780.7664556804,T_rebalance
2025-02,1196735.6676862205,3931.195940199233,1200666.8636264198,741.6517052673761,99100.74040787668,T_soft
2025-03,1099809.711319013,40287.063983010354,1140096.7753020234,6181.290774078003,79691.163202158,T_soft
2025-04,920491.0105302206,41896.20661804104,962387.2171482616,6475.974426501435,57674.055034610814,T_soft
2025-05,946892.0398700923,45015.65428011673,991907.6941502091,8291.76168422161,70569.3194615115,T_soft
2025-06,1293499.943652826,225526.72077429073,1519026.6644271165,37927.60924087375,180329.7109282121,T_soft
2025-07,1451980.8770980432,115750.20879193721,1567731.0858899804,21504.763751834013,154528.90065258098,T_soft
2025-08,1235836.846741515,53713.809987156026,1289550.6567286712,8247.232093412826,71050.99015830713,T_soft
2025-09,1087713.52498035,72134.49782259275,1159848.0228029427,12441.540302171314,86110.96691911985,T_soft
2025-10,1124312.6267477747,15322.123919278993,1139634.7506670535,2640.4716130384018,93697.05259550485,T_soft
2025-11,1270332.8895180603,1064.3136456469815,1271397.2031637072,222.2618635005322,94467.35896835354,T_soft
2025-12,1688122.895406467,72731.91813221926,1760854.8135386861,14191.866231817286,193341.40332139388,T_soft
2025-02,1193733.107361027,7171.37960930065,1200904.4869703278,1239.2145538484422,85187.47726400144,T_strong
2025-03,1096141.2506346037,45787.418598415046,1141928.6692330188,6975.556754106141,65312.23523124283,T_strong
2025-04,915551.6124228574,56659.51637357981,972211.1287964372,8618.447097094497,46363.968185533806,T_strong
2025-05,954640.9751966316,24424.934937924187,979065.9101345558,4570.9959549988735,58655.02402017829,T_strong
2025-06,1295008.6260258802,225146.80539738236,1520155.4314232627,37342.629227435165,156742.9476626847,T_strong
2025-07,1462169.9410042518,87780.39210828148,1549950.3331125334,16586.18896514117,136232.26458598083,T_strong
2025-08,1236962.1670311647,56821.82168240785,1293783.9887135725,8716.420368617235,59770.1312118336,T_strong
2025-09,1089820.7328685585,77039.8271312608,1166860.5599998191,12688.795961406391,74762.16347982298,T_strong
2025-10,1124696.6449453984,18780.652361675693,1143477.2973070743,3136.1721973409435,81923.22346546673,T_strong
2025-11,1264431.8733405995,2145.93964506112,1266577.8129856607,440.2720033014693,78523.06457173651,T_strong
2025-12,1681078.8054880318,81397.89013318473,1762476.6956212167,15414.373526210376,173697.09261031024,T_strong
2025-02,1195784.794774315,4711.439043826796,1200496.233818142,841.9146409763707,93212.42112350366,T_morning_hedge
2025-03,1099317.6671040454,42139.39844267429,1141457.0655467198,6382.013311802486,73562.6906189224,T_morning_hedge
2025-04,920781.7485073269,43372.085435084875,964153.8339424118,6667.081307543929,53509.40193709799,T_morning_hedge
2025-05,951880.5422382579,37907.294323537244,989787.8365617952,7018.089735678694,66291.45957364269,T_morning_hedge
2025-06,1296366.2134775363,221527.41491645417,1517893.6283939907,36923.400298084925,173066.04094927968,T_morning_hedge
2025-07,1457827.3241773548,102644.35905021959,1560471.6832275745,19161.720219422903,148298.8318451736,T_morning_hedge
2025-08,1237193.5044430937,50899.68949460282,1288093.1939376965,7754.027544357183,66113.45888238291,T_morning_hedge
2025-09,1090927.4001609671,70193.03680893185,1161120.436969899,11742.763358464943,82250.2500521411,T_morning_hedge
2025-10,1124883.5783493107,16205.714055476372,1141089.292404787,2662.8872274609275,88689.09999855753,T_morning_hedge
2025-11,1269567.4948215494,700.6367523651595,1270268.1315739146,146.40101800995603,89545.25130718829,T_morning_hedge
2025-12,1688875.487590144,73708.91439052191,1762584.401980666,14168.53287620517,188870.5929300218,T_morning_hedge
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,R_guard
2025-03,1104753.0916099406,33898.53624276279,1138651.6278527034,5249.146437312009,88391.67417490324,R_guard
2025-04,925305.9460201929,32950.68658096506,958256.632601158,5181.0502103933995,65521.21998820827,R_guard
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,R_guard
2025-06,1303015.8426742624,215152.27854974414,1518168.1212240064,36456.515972468515,199827.47042334292,R_guard
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_guard
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,R_guard
2025-09,1090860.625109478,69007.5079591985,1159868.1330686763,12118.794618739437,93713.19342662039,R_guard
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_guard
2025-11,1273404.7842445476,984.9159063306178,1274389.7001508782,205.69996543704372,100804.54410403404,R_guard
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,R_guard
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,R_mean
2025-03,1104753.0916099406,33898.53624276279,1138651.6278527034,5249.146437312009,88391.67417490324,R_mean
2025-04,925305.9460201929,32950.68658096506,958256.632601158,5181.0502103933995,65521.21998820827,R_mean
2025-05,947427.3720090552,48795.993063331254,996223.3650723865,8982.129139016726,74720.91395492168,R_mean
2025-06,1302886.4047503849,220112.3755069724,1522998.780257357,37025.931854515424,199226.94606959337,R_mean
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_mean
2025-08,1239095.332023141,53151.267772250176,1292246.599795391,8445.531694074596,78377.35062217683,R_mean
2025-09,1090071.6780708064,69007.5079591985,1159079.1860300049,12118.79461873944,91842.09227720575,R_mean
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_mean
2025-11,1268696.764299406,2145.93964506112,1270842.703944467,440.2720033014693,89376.07383287637,R_mean
2025-12,1688775.930751753,81397.89013318473,1770173.8208849377,15414.373526210376,193501.90986856588,R_mean
2025-02,1193979.4979574601,4085.7968791725452,1198065.2948366327,814.2501542756876,96672.06952060648,R_cost
2025-03,1090762.6928205164,48959.81243891402,1139722.5052594305,7462.787308355692,71135.17171023623,R_cost
2025-04,911603.7490674009,57553.78591222076,969157.5349796216,8753.862265174603,51602.62992513963,R_cost
2025-05,934163.6456301061,55575.538475207904,989739.184105314,9980.554495550756,62487.730466673485,R_cost
2025-06,1316391.6061474946,227509.80060480745,1543901.406752302,37727.785778813435,197853.42171450896,R_cost
2025-07,1473465.8251208786,92520.46867522375,1565986.2937961023,17749.55834238382,168439.92814308027,R_cost
2025-08,1239347.2595927096,50572.67855087797,1289919.9381435874,7889.999964676897,68851.82934470414,R_cost
2025-09,1074702.2085036535,95802.77900911776,1170504.9875127713,16210.44961613777,78229.1479410686,R_cost
2025-10,1120345.193774996,16069.269589886135,1136414.4633648822,2751.2054248485438,89587.71168950277,R_cost
2025-11,1264419.1109230102,2145.93964506112,1266565.0505680714,440.2720033014693,79449.78551192256,R_cost
2025-12,1682487.8905969136,81397.89013318473,1763885.7807300985,15414.373526210376,180810.64371100103,R_cost
2025-02,1200522.7541327255,2399.049927748167,1202921.8040604738,522.0206828403311,106624.08623205678,R_w28
2025-03,1104691.7689446155,33898.53624276279,1138590.3051873783,5249.146437312009,88327.16942950591,R_w28
2025-04,924828.8312133785,32950.68658096506,957779.5177943435,5181.0502103933995,64487.94195886251,R_w28
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,R_w28
2025-06,1302753.113541986,217769.32597177144,1520522.4395137576,37243.284718222916,199827.47042334292,R_w28
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,R_w28
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,R_w28
2025-09,1091010.5112350744,69007.5079591985,1160018.0191942728,12118.794618739437,94054.94109299764,R_w28
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,R_w28
2025-11,1272872.6041028064,984.9159063306178,1273857.5200091372,205.69996543704372,99515.77468036271,R_w28
2025-12,1692467.799422608,71764.815558531,1764232.614981139,14087.791311843916,202649.85400416557,R_w28
