target_date,policy,stress_quantile,source_date,source_available_time,issue_time,slot_id,grid_plan_kwh,load_actual_kwh,pv_actual_kwh,raw_load_before_clipping_kwh,raw_pv_before_clipping_kwh,price_yuan_per_kwh,total_cost_yuan,emergency_cost_yuan,charge_actual_kwh,discharge_actual_kwh,emergency_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,energy_start_actual_kwh,energy_end_actual_kwh
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,19,516.1661777369932,542.174278978218,0.0,542.174278978218,-0.26539753546598166,0.4374,225.7710861421608,0.0,0.0,26.008101241224836,0.0,0.0,0.0,0.0,10016.196236815265,9987.298346547237
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,20,514.6678857186517,516.6975506137751,0.0,516.6975506137751,0.0,0.4371,224.96133284762269,0.0,0.0,2.0296648951233465,0.0,0.0,0.0,0.0,9987.298346547237,9985.043163330434
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,21,506.6315144561578,482.407307190306,0.0,482.407307190306,0.0,0.4356,220.68868769710232,0.0,24.22420726585176,0.0,0.0,0.0,0.0,0.0,9985.043163330434,10006.844949869701
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,22,499.91753426103463,496.8265663287173,0.0,496.8265663287173,0.0,0.4353,217.6141026638284,0.0,3.0909679323173123,0.0,0.0,0.0,0.0,0.0,10006.844949869701,10009.626821008787
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,23,508.1103918160785,526.1799711437269,0.0,526.1799711437269,0.0,0.436,221.53613083181023,0.0,0.0,18.0695793276484,0.0,0.0,0.0,0.0,10009.626821008787,9989.549510644734
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,24,522.0263828279076,544.4443454984397,0.0,544.4443454984397,0.0,0.4378,228.54315040205796,0.0,0.0,22.41796267053212,0.0,0.0,0.0,0.0,9989.549510644734,9964.640663233033
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,25,519.2095965273193,548.3354450446467,0.0,548.3354450446467,0.0,0.4401,228.5041434316732,0.0,0.0,29.125848517327427,0.0,0.0,0.0,0.0,9964.640663233033,9932.27860932489
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,26,519.7225439469096,505.3775437315826,0.0,505.3775437315826,0.0,0.4389,228.10622453829862,0.0,14.34500021532699,0.0,0.0,0.0,0.0,0.0,9932.27860932489,9945.189109518686
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,27,530.8990721753073,471.2650275325542,0.0,471.2650275325542,0.0,0.4364,231.68435509730412,0.0,59.63404464275311,0.0,0.0,0.0,0.0,0.0,9945.189109518686,9998.859749697163
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,28,539.8937964848142,538.9892169706601,0.0,538.9892169706601,0.0,0.4393,237.17534479577887,0.0,0.9045795141540793,0.0,0.0,0.0,0.0,0.0,9998.859749697163,9999.673871259902
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,29,547.2005995210218,574.0880381069934,0.0,574.0880381069934,0.0,0.4422,241.97210510819582,0.0,0.0,26.88743858597161,0.0,0.0,0.0,0.0,9999.673871259902,9969.79893949771
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,30,546.9281626425844,534.2776027718703,0.0,534.2776027718703,0.0,0.4395,240.37492748141585,0.0,12.650559870714119,0.0,0.0,0.0,0.0,0.0,9969.79893949771,9981.184443381353
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,31,532.8054193207905,512.5906375631496,0.0,512.5906375631496,0.0,0.4333,230.86458819169854,0.0,20.214781757640935,0.0,0.0,0.0,0.0,0.0,9981.184443381353,9999.37774696323
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,32,535.4194009237763,540.6350522370628,0.00185,540.6350522370628,0.00185,0.4439,237.6726720700643,0.0,0.0,5.213801313286581,0.0,0.0,0.0,0.0,9999.37774696323,9993.584634392912
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,33,559.6147337977992,580.3681401206397,0.0,580.3681401206397,0.0,0.4301,240.69029700643344,0.0,0.0,20.753406322840533,0.0,0.0,0.0,0.0,9993.584634392912,9970.5252940342
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,34,1409.5230768068704,565.410897579649,0.0,565.410897579649,0.0,0.3713,523.3559184183911,0.0,833.3333333333334,0.0,0.0,10.778845893888047,10.778845893888047,0.0,9970.5252940342,10720.5252940342
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,35,0.0,526.328611002835,0.23934435655520764,526.328611002835,0.23934435655520764,0.5708,0.0,0.0,0.0,526.0892666462798,0.0,0.0,0.0,0.0,10720.5252940342,10135.981664427221
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,36,0.0,511.89066514896115,6.956974937394387,511.89066514896115,6.956974937394387,0.9099,0.0,0.0,0.0,504.9336902115668,0.0,0.0,0.0,0.0,10135.981664427221,9574.944230858813
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,37,0.0,541.1443446404571,9.284135842904872,541.1443446404571,9.284135842904872,0.9368,0.0,0.0,0.0,531.8602087975522,0.0,0.0,0.0,0.0,9574.944230858813,8983.988443305978
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,38,0.0,544.8415786831428,12.044505155795648,544.8415786831428,12.044505155795648,0.8758,0.0,0.0,0.0,532.7970735273472,0.0,0.0,0.0,0.0,8983.988443305978,8391.991694942259
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,39,0.0,526.1507920603405,14.143326981556761,526.1507920603405,14.143326981556761,0.8759,0.0,0.0,0.0,512.0074650787836,0.0,0.0,0.0,0.0,8391.991694942259,7823.094511521388
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,40,0.0,557.3817284381093,16.63482039178875,557.3817284381093,16.63482039178875,0.8601,0.0,0.0,0.0,540.7469080463206,0.0,0.0,0.0,0.0,7823.094511521388,7222.264613692143
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,41,0.0,609.6501718912709,25.29313453277227,609.6501718912709,25.29313453277227,0.8442,0.0,0.0,0.0,584.3570373584987,0.0,0.0,0.0,0.0,7222.264613692143,6572.979016627144
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,42,0.0,625.7069014221263,53.051401319624844,625.7069014221263,53.051401319624844,0.8334,0.0,0.0,0.0,572.6555001025015,0.0,0.0,0.0,0.0,6572.979016627144,5936.695127624364
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,43,0.0,583.842649262161,94.84084739204569,583.842649262161,94.84084739204569,0.8092,0.0,0.0,0.0,489.0018018701153,0.0,0.0,0.0,0.0,5936.695127624364,5393.359792213125
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,44,0.0,605.3564742653895,138.94776050082336,605.3564742653895,138.94776050082336,0.7972,0.0,0.0,0.0,466.4087137645661,0.0,0.0,0.0,0.0,5393.359792213125,4875.127888030273
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,45,0.0,682.0011356595853,182.39408906884785,682.0011356595853,182.39408906884785,0.7644,0.0,0.0,0.0,499.60704659073747,0.0,0.0,0.0,0.0,4875.127888030273,4320.008947373898
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,46,0.0,685.1370582458014,230.75935398862762,685.1370582458014,230.75935398862762,0.6899,0.0,0.0,0.0,454.37770425717383,0.0,0.0,0.0,0.0,4320.008947373898,3815.144831532594
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,47,0.0,663.2088624484031,280.87550210790425,663.2088624484031,280.87550210790425,0.86,0.0,0.0,0.0,382.33336034049887,0.0,0.0,0.0,0.0,3815.144831532594,3390.329986709817
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,48,0.0,650.9614161392498,332.73163130900554,650.9614161392498,332.73163130900554,1.1617,0.0,0.0,0.0,318.2297848302442,0.0,0.0,0.0,0.0,3390.329986709817,3036.741336898435
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,49,0.0,633.4024616043373,388.0759342647618,633.4024616043373,388.0759342647618,1.1683,0.0,0.0,0.0,245.32652733957548,0.0,0.0,0.0,0.0,3036.741336898435,2764.156306521129
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,50,0.0,634.1425041450285,434.34514184519526,634.1425041450285,434.34514184519526,1.0956,0.0,0.0,0.0,199.79736229983325,0.0,0.0,0.0,0.0,2764.156306521129,2542.159237299092
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,51,0.0,650.7212555419818,466.7858810784109,650.7212555419818,466.7858810784109,1.0849,0.0,0.0,0.0,183.9353744635709,0.0,0.0,0.0,0.0,2542.159237299092,2337.7865990062355
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,52,0.0,652.5604334375317,494.1958631924475,652.5604334375317,494.1958631924475,1.061,0.0,0.0,0.0,158.36457024508422,0.0,0.0,0.0,0.0,2337.7865990062355,2161.8259654005865
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,53,0.0,643.7594645202919,532.8901179048542,643.7594645202919,532.8901179048542,1.043,0.0,0.0,0.0,110.86934661543773,0.0,0.0,0.0,0.0,2161.8259654005865,2038.6378024945445
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,54,0.0,674.6928244579054,580.5658407723505,674.6928244579054,580.5658407723505,1.036,0.0,0.0,0.0,94.12698368555493,0.0,0.0,0.0,0.0,2038.6378024945445,1934.05226506615
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,55,0.0,778.0350922131272,621.8865210529711,778.0350922131272,621.8865210529711,1.0147,0.0,0.0,0.0,156.14857116015605,0.0,0.0,0.0,0.0,1934.05226506615,1760.5538526659766
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,56,0.0,777.5089246069953,670.021668156583,777.5089246069953,670.021668156583,0.9922,0.0,0.0,0.0,107.48725645041225,0.0,0.0,0.0,0.0,1760.5538526659766,1641.123567721074
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,57,0.0,686.9651434065502,726.2745053558361,686.9651434065502,726.2745053558361,0.97,0.0,0.0,39.30936194928597,0.0,0.0,0.0,0.0,0.0,1641.123567721074,1676.5019934754314
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,58,0.0,698.2598164115933,774.4693999883038,698.2598164115933,774.4693999883038,0.9422,0.0,0.0,76.20958357671054,0.0,0.0,0.0,0.0,0.0,1676.5019934754314,1745.0906186944708
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,59,0.0,746.4320137316275,806.2291665588202,746.4320137316275,806.2291665588202,0.9569,0.0,0.0,59.79715282719269,0.0,0.0,0.0,0.0,0.0,1745.0906186944708,1798.9080562389443
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,60,0.0,751.1377071366575,834.608446273501,751.1377071366575,834.608446273501,0.9977,0.0,0.0,83.47073913684358,0.0,0.0,0.0,0.0,0.0,1798.9080562389443,1874.0317214621034
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,61,0.0,708.2705797947337,878.0446502624928,708.2705797947337,878.0446502624928,0.9919,0.0,0.0,169.7740704677591,0.0,0.0,0.0,0.0,0.0,1874.0317214621034,2026.8283848830865
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,62,0.0,707.1124496980277,901.4344874038887,707.1124496980277,901.4344874038887,0.9588,0.0,0.0,194.32203770586102,0.0,0.0,0.0,0.0,0.0,2026.8283848830865,2201.7182188183615
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,63,0.0,732.1696587007748,901.8468312409829,732.1696587007748,901.8468312409829,0.9549,0.0,0.0,169.67717254020806,0.0,0.0,0.0,0.0,0.0,2201.7182188183615,2354.4276741045487
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,64,0.0,690.1381603491948,915.5076473184324,690.1381603491948,915.5076473184324,0.9839,0.0,0.0,225.36948696923764,0.0,0.0,0.0,0.0,0.0,2354.4276741045487,2557.2602123768625
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,65,0.0,681.3343761092104,951.0148190138149,681.3343761092104,951.0148190138149,0.799,0.0,0.0,269.68044290460443,0.0,0.0,0.0,0.0,0.0,2557.2602123768625,2799.9726109910066
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,66,0.0,733.8484967039176,982.6988266082972,733.8484967039176,982.6988266082972,0.5025,0.0,0.0,248.85032990437958,0.0,0.0,0.0,0.0,0.0,2799.9726109910066,3023.937907904948
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,67,0.0,766.3752341885507,979.1146342571249,766.3752341885507,979.1146342571249,0.4662,0.0,0.0,212.73940006857413,0.0,0.0,0.0,0.0,0.0,3023.937907904948,3215.403367966665
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,68,0.0,750.5024776177161,989.8668226890305,750.5024776177161,989.8668226890305,0.5007,0.0,0.0,239.36434507131446,0.0,0.0,0.0,0.0,0.0,3215.403367966665,3430.831278530848
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,69,0.0,725.6699496276548,1010.5370385531427,725.6699496276548,1010.5370385531427,0.4827,0.0,0.0,284.8670889254879,0.0,0.0,0.0,0.0,0.0,3430.831278530848,3687.2116585637873
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,70,0.0,744.35542927994,989.8512310136161,744.35542927994,989.8512310136161,0.4785,0.0,0.0,245.4958017336761,0.0,0.0,0.0,0.0,0.0,3687.2116585637873,3908.1578801240958
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,71,0.0,705.6712354894261,983.9287291383406,705.6712354894261,983.9287291383406,0.4662,0.0,0.0,278.25749364891453,0.0,0.0,0.0,0.0,0.0,3908.1578801240958,4158.589624408119
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,72,387.54005818000167,643.4423349494983,996.8019465122901,643.4423349494983,996.8019465122901,0.4432,171.75775378537674,0.0,740.8996697427934,0.0,0.0,0.0,0.0,0.0,4158.589624408119,4825.399327176633
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,73,391.4035801637865,695.7627184618984,976.4210490029146,695.7627184618984,976.4210490029146,0.4411,172.64811921024622,0.0,672.0619107048026,0.0,0.0,0.0,0.0,0.0,4825.399327176633,5430.255046810956
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,74,0.0,730.1784096146893,963.2531710567113,730.1784096146893,963.2531710567113,0.4551,0.0,0.0,233.074761442022,0.0,0.0,0.0,0.0,0.0,5430.255046810956,5640.022332108775
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,75,270.36622144440173,702.4536664780672,972.318015322326,702.4536664780672,972.318015322326,0.4463,120.66444463063648,0.0,540.2305702886605,0.0,0.0,0.0,0.0,0.0,5640.022332108775,6126.22984536857
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,76,426.13617273652653,697.4599744526981,975.0178531199352,697.4599744526981,975.0178531199352,0.4113,175.26980784653335,0.0,703.6940514037638,0.0,0.0,0.0,0.0,0.0,6126.22984536857,6759.554491631958
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,77,0.0,688.5051199654673,966.4267593197836,688.5051199654673,966.4267593197836,0.5682,0.0,0.0,277.9216393543163,0.0,0.0,0.0,0.0,0.0,6759.554491631958,7009.6839670508425
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,78,0.0,688.9017454926686,955.553931232402,688.9017454926686,955.553931232402,0.8279,0.0,0.0,266.65218573973334,0.0,0.0,0.0,0.0,0.0,7009.6839670508425,7249.670934216602
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,79,0.0,735.5793088534012,951.3147571600169,735.5793088534012,951.3147571600169,0.8636,0.0,0.0,215.7354483066157,0.0,0.0,0.0,0.0,0.0,7249.670934216602,7443.8328376925565
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,80,0.0,691.0138206482969,933.6091329906957,691.0138206482969,933.6091329906957,0.8416,0.0,0.0,242.59531234239876,0.0,0.0,0.0,0.0,0.0,7443.8328376925565,7662.168618800715
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,81,0.0,591.6184486643109,903.5437579775947,591.6184486643109,903.5437579775947,0.8618,0.0,0.0,311.92530931328383,0.0,0.0,0.0,0.0,0.0,7662.168618800715,7942.901397182671
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,82,0.0,613.0047160327144,882.876040312117,613.0047160327144,882.876040312117,0.8623,0.0,0.0,269.87132427940253,0.0,0.0,0.0,0.0,0.0,7942.901397182671,8185.785589034133
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,83,0.0,623.0515800779855,862.439775947797,623.0515800779855,862.439775947797,0.9026,0.0,0.0,239.3881958698115,0.0,0.0,0.0,0.0,0.0,8185.785589034133,8401.234965316964
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,84,0.0,609.0766120979615,839.7007470365744,609.0766120979615,839.7007470365744,0.9754,0.0,0.0,230.62413493861288,0.0,0.0,0.0,0.0,0.0,8401.234965316964,8608.796686761716
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,85,0.0,681.5612461584219,820.1384859749763,681.5612461584219,820.1384859749763,1.0002,0.0,0.0,138.57723981655442,0.0,0.0,0.0,0.0,0.0,8608.796686761716,8733.516202596615
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,86,0.0,661.0554648460686,784.0072340977086,661.0554648460686,784.0072340977086,0.9978,0.0,0.0,122.95176925164003,0.0,0.0,0.0,0.0,0.0,8733.516202596615,8844.17279492309
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,87,0.0,577.7215462215663,737.5391571721306,577.7215462215663,737.5391571721306,1.0271,0.0,0.0,159.81761095056424,0.0,0.0,0.0,0.0,0.0,8844.17279492309,8988.008644778598
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,88,0.0,643.804397431471,705.2756797096044,643.804397431471,705.2756797096044,1.0906,0.0,0.0,61.47128227813346,0.0,0.0,0.0,0.0,0.0,8988.008644778598,9043.332798828918
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,89,0.0,673.4157833072203,657.3147500546042,673.4157833072203,657.3147500546042,0.9376,0.0,0.0,0.0,16.10103325261605,0.0,0.0,0.0,0.0,9043.332798828918,9025.442761881568
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,90,13.08829681180282,620.4008309920372,597.609848240793,620.4008309920372,597.609848240793,0.6694,8.761305885820807,0.0,0.0,9.70268593944138,0.0,0.0,0.0,0.0,9025.442761881568,9014.661999726633
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,91,97.08171586267099,628.3488456879214,562.8417320480064,628.3488456879214,562.8417320480064,0.66,64.07393246936286,0.0,31.57460222275597,0.0,0.0,0.0,0.0,0.0,9014.661999726633,9043.079141727114
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,92,146.69076024788575,634.4312535101221,530.3098168867049,634.4312535101221,530.3098168867049,0.7217,105.86672167089914,0.0,42.56932362446855,0.0,0.0,0.0,0.0,0.0,9043.079141727114,9081.391532989135
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,93,150.34143718742592,616.3614740033759,484.734385407061,616.3614740033759,484.734385407061,0.7308,109.86952229657086,0.0,18.714348591111047,0.0,0.0,0.0,0.0,0.0,9081.391532989135,9098.234446721135
2025-02-01,B0,0.9,2025-01-23,2025-01-24 00:00:00,2025-02-01 00:00:00,94,180.31759073816335,624.0189111311628,434.93367307387587,624.0189111311628,434.93367307387587,0.7534,135.85127286213225,0.0,0.0,8.767647319123512,0.0,0.0,0.0,0.0,9098.234446721135,9088.492616366553
