date,policy,stress_quantile,source_date,source_available_time,initial_energy_kwh,emergency_cost_yuan,total_cost_yuan,final_energy_kwh
2025-08-01,P_B1_floor,0.95,2025-07-06,2025-07-07 00:00:00,2869.3764956666664,25576.687847409445,51978.24354306082,1509.9439437686808
2025-09-01,B1,0.9,2025-08-23,2025-08-24 00:00:00,7448.452166399173,17204.691109451695,62714.98372150902,7226.917655346368
2025-09-01,P,0.9,2025-08-23,2025-08-24 00:00:00,10800.0,0.0,49732.13141206604,10800.0
2025-09-01,P_terminal,0.9,2025-08-23,2025-08-24 00:00:00,7301.641545837409,0.0,49065.346851813636,6409.970298142556
2025-09-01,S_joint,0.9,2025-08-23,2025-08-24 00:00:00,2851.1595411646244,142.87399781756676,47412.71029624182,1425.873507994063
2025-09-01,P_B1_floor,0.9,2025-08-23,2025-08-24 00:00:00,2482.9333227407437,0.0,49657.74385607692,1715.7516376192648
2025-09-01,B1,0.95,2025-08-25,2025-08-26 00:00:00,7448.452166399173,28985.0060813027,74495.29869336003,7507.939066331069
2025-09-01,P,0.95,2025-08-25,2025-08-26 00:00:00,10800.0,182.32053650550682,49914.45194857154,10800.0
2025-09-01,P_terminal,0.95,2025-08-25,2025-08-26 00:00:00,7301.641545837409,182.32053650550682,49247.66738831914,6496.291985076476
2025-09-01,S_joint,0.95,2025-08-25,2025-08-26 00:00:00,2851.1595411646244,10281.587752750445,57551.424051174705,1605.5502062889736
2025-09-01,P_B1_floor,0.95,2025-08-25,2025-08-26 00:00:00,2482.9333227407437,212.03503393576707,49869.77889001269,1946.285585783378
2025-10-01,B1,0.9,2025-09-16,2025-09-17 00:00:00,9693.040641851858,3729.2908533718455,47006.022349566956,9386.179613036327
2025-10-01,P,0.9,2025-09-16,2025-09-17 00:00:00,10800.0,244.1471354457197,46744.28676727593,10800.0
2025-10-01,P_terminal,0.9,2025-09-16,2025-09-17 00:00:00,6911.88030223487,244.1471354457197,46262.48091714845,6482.333359025882
2025-10-01,S_joint,0.9,2025-09-16,2025-09-17 00:00:00,2392.349975010431,244.1471354457197,46199.68446257927,1768.7868373764786
2025-10-01,P_B1_floor,0.9,2025-09-16,2025-09-17 00:00:00,2060.1269814444463,244.1471354457197,48164.76759125008,1356.5890708146385
2025-10-01,B1,0.95,2025-09-14,2025-09-15 00:00:00,9693.040641851858,19499.59187729207,62776.32337348718,9685.034781343087
2025-10-01,P,0.95,2025-09-14,2025-09-15 00:00:00,10800.0,3387.2660219401987,49887.40565377042,10800.0
2025-10-01,P_terminal,0.95,2025-09-14,2025-09-15 00:00:00,6911.88030223487,3387.2660219401987,49405.59980364294,6591.814026117226
2025-10-01,S_joint,0.95,2025-09-14,2025-09-15 00:00:00,2392.349975010431,3387.2660219401987,49342.80334907376,1967.1276319148376
2025-10-01,P_B1_floor,0.95,2025-09-14,2025-09-15 00:00:00,2060.1269814444463,265.4517450452951,48186.07220084966,1836.673559637897
2025-11-01,B1,0.9,2025-10-16,2025-10-17 00:00:00,9258.541487962953,8573.060846668961,26335.323894528134,9251.151477910586
2025-11-01,P,0.9,2025-10-16,2025-10-17 00:00:00,10800.0,1189.3606400904603,20685.11255402839,10800.0
2025-11-01,P_terminal,0.9,2025-10-16,2025-10-17 00:00:00,6824.1181512422445,1189.3606400904628,19991.636583147527,6235.619524773422
2025-11-01,S_joint,0.9,2025-10-16,2025-10-17 00:00:00,1946.2668457641512,3223.115100755354,21446.548801250417,1463.4962690010464
2025-11-01,P_B1_floor,0.9,2025-10-16,2025-10-17 00:00:00,2103.3252576666655,1083.6087087141145,19833.78974007225,1568.0385663102174
2025-11-01,B1,0.95,2025-09-14,2025-09-15 00:00:00,9258.541487962953,8038.285336121917,25800.548383981088,9200.755983471403
2025-11-01,P,0.95,2025-09-14,2025-09-15 00:00:00,10800.0,1888.3024527925456,21384.054366730474,10800.0
2025-11-01,P_terminal,0.95,2025-09-14,2025-09-15 00:00:00,6824.1181512422445,1888.3024527925481,20690.578395849614,6248.44106437629
2025-11-01,S_joint,0.95,2025-09-14,2025-09-15 00:00:00,1946.2668457641512,4092.428279407482,22315.861979902547,1421.137896792005
2025-11-01,P_B1_floor,0.95,2025-09-14,2025-09-15 00:00:00,2103.3252576666655,3530.0143601324885,22280.195391490626,1526.0939845095284
2025-12-01,B1,0.9,2025-10-31,2025-11-01 00:00:00,8080.879298148135,9913.55560185277,63232.65615567672,7845.7096591360005
2025-12-01,P,0.9,2025-10-31,2025-11-01 00:00:00,10800.0,0.0,56257.70040134564,10800.0
2025-12-01,P_terminal,0.9,2025-10-31,2025-11-01 00:00:00,6552.075711753042,0.0,55946.68179683352,6256.525365624903
2025-12-01,S_joint,0.9,2025-10-31,2025-11-01 00:00:00,1550.171813687098,1926.9801508677583,56670.09908376797,1345.805003621592
2025-12-01,P_B1_floor,0.9,2025-10-31,2025-11-01 00:00:00,1664.5396010740728,0.0,57306.79303633295,1452.657212182092
2025-12-01,B1,0.95,2025-10-29,2025-10-30 00:00:00,8080.879298148135,17425.722259648406,70744.82281347236,7951.9465464653795
2025-12-01,P,0.95,2025-10-29,2025-10-30 00:00:00,10800.0,4082.6783338106557,60340.37873515629,10800.0
2025-12-01,P_terminal,0.95,2025-10-29,2025-10-30 00:00:00,6552.075711753042,4082.6783338106557,60029.36013064418,6182.415455995136
2025-12-01,S_joint,0.95,2025-10-29,2025-10-30 00:00:00,1550.171813687098,10809.149148448212,65552.26808134843,1361.7806177810155
2025-12-01,P_B1_floor,0.95,2025-10-29,2025-10-30 00:00:00,1664.5396010740728,2006.102447231128,59312.895483564076,1422.9749425367904
