date,policy,stress_quantile,source_date,slot_id,grid_plan_kwh,scenario_net_kwh,price_yuan_per_kwh,charge,discharge,emergency,surplus,energy_start,energy_end
2025-02-01,B1,0.9,2025-01-23,35,0.0,526.0892666462798,0.5708,0.0,526.0892666462798,0.0,0.0,10800.0,10215.456370393022
2025-02-01,B1,0.9,2025-01-23,36,0.0,504.9336902115667,0.9099,0.0,504.9336902115667,0.0,0.0,10215.456370393022,9654.418936824613
2025-02-01,B1,0.9,2025-01-23,37,0.0,531.8602087975522,0.9368,0.0,531.8602087975522,0.0,0.0,9654.418936824613,9063.463149271778
2025-02-01,B1,0.9,2025-01-23,38,0.0,532.797073527347,0.8758,0.0,532.797073527347,0.0,0.0,9063.463149271778,8471.466400908059
2025-02-01,B1,0.9,2025-01-23,39,0.0,512.0074650787838,0.8759,0.0,512.0074650787838,0.0,0.0,8471.466400908059,7902.569217487188
2025-02-01,B1,0.9,2025-01-23,40,0.0,540.7469080463205,0.8601,0.0,540.7469080463205,0.0,0.0,7902.569217487188,7301.739319657943
2025-02-01,B1,0.9,2025-01-23,41,0.0,584.3570373584987,0.8442,0.0,584.3570373584987,0.0,0.0,7301.739319657943,6652.453722592944
2025-02-01,B1,0.9,2025-01-23,42,0.0,572.6555001025014,0.8334,0.0,572.6555001025014,0.0,0.0,6652.453722592944,6016.169833590165
2025-02-01,B1,0.9,2025-01-23,43,0.0,489.0018018701153,0.8092,0.0,489.0018018701153,0.0,0.0,6016.169833590165,5472.834498178925
2025-02-01,B1,0.9,2025-01-23,44,0.0,466.4087137645661,0.7972,0.0,466.4087137645661,0.0,0.0,5472.834498178925,4954.602593996074
2025-02-01,B1,0.9,2025-01-23,45,0.0,499.60704659073747,0.7644,0.0,499.60704659073747,0.0,0.0,4954.602593996074,4399.483653339698
2025-02-01,B1,0.9,2025-01-23,46,0.0,454.37770425717383,0.6899,0.0,454.37770425717383,0.0,0.0,4399.483653339698,3894.619537498394
2025-02-01,B1,0.9,2025-01-23,47,0.0,382.33336034049887,0.86,0.0,382.33336034049887,0.0,0.0,3894.619537498394,3469.8046926756174
2025-02-01,B1,0.9,2025-01-23,48,0.0,318.2297848302443,1.1617,0.0,318.2297848302443,0.0,0.0,3469.8046926756174,3116.2160428642346
2025-02-01,B1,0.9,2025-01-23,49,0.0,245.32652733957542,1.1683,0.0,245.32652733957542,0.0,0.0,3116.2160428642346,2843.6310124869287
2025-02-01,B1,0.9,2025-01-23,50,0.0,199.7973622998332,1.0956,0.0,199.7973622998332,0.0,0.0,2843.6310124869287,2621.633943264892
2025-02-01,B1,0.9,2025-01-23,51,0.0,183.93537446357095,1.0849,0.0,183.93537446357095,0.0,0.0,2621.633943264892,2417.2613049720353
2025-02-01,B1,0.9,2025-01-23,52,0.0,158.36457024508417,1.061,0.0,158.36457024508417,0.0,0.0,2417.2613049720353,2241.3006713663863
2025-02-01,B1,0.9,2025-01-23,53,0.0,110.86934661543779,1.043,0.0,110.86934661543779,0.0,0.0,2241.3006713663863,2118.112508460344
2025-02-01,B1,0.9,2025-01-23,54,0.0,94.12698368555493,1.036,0.0,94.12698368555493,0.0,0.0,2118.112508460344,2013.5269710319496
2025-02-01,B1,0.9,2025-01-23,55,0.0,156.14857116015605,1.0147,0.0,156.14857116015605,0.0,0.0,2013.5269710319496,1840.0285586317764
2025-02-01,B1,0.9,2025-01-23,56,0.0,107.48725645041225,0.9922,0.0,107.48725645041225,0.0,0.0,1840.0285586317764,1720.5982736868739
2025-02-01,B1,0.9,2025-01-23,57,0.0,-39.30936194928597,0.97,39.30936194928597,0.0,0.0,0.0,1720.5982736868739,1755.9766994412312
2025-02-01,B1,0.9,2025-01-23,58,0.0,-76.20958357671054,0.9422,76.20958357671054,0.0,0.0,0.0,1755.9766994412312,1824.5653246602706
2025-02-01,B1,0.9,2025-01-23,59,0.0,-59.79715282719269,0.9569,59.79715282719269,0.0,0.0,0.0,1824.5653246602706,1878.382762204744
2025-02-01,B1,0.9,2025-01-23,60,0.0,-83.47073913684358,0.9977,83.47073913684358,0.0,0.0,0.0,1878.382762204744,1953.5064274279032
2025-02-01,B1,0.9,2025-01-23,61,0.0,-169.7740704677591,0.9919,169.7740704677591,0.0,0.0,0.0,1953.5064274279032,2106.3030908488863
2025-02-01,B1,0.9,2025-01-23,62,0.0,-194.32203770586102,0.9588,194.32203770586102,0.0,0.0,0.0,2106.3030908488863,2281.1929247841613
2025-02-01,B1,0.9,2025-01-23,63,0.0,-169.67717254020806,0.9549,169.67717254020806,0.0,0.0,0.0,2281.1929247841613,2433.9023800703485
2025-02-01,B1,0.9,2025-01-23,64,0.0,-225.36948696923764,0.9839,225.36948696923764,0.0,0.0,0.0,2433.9023800703485,2636.7349183426622
2025-02-01,B1,0.9,2025-01-23,65,0.0,-269.68044290460443,0.799,269.68044290460443,0.0,0.0,0.0,2636.7349183426622,2879.4473169568064
2025-02-01,B1,0.9,2025-01-23,66,0.0,-248.85032990437958,0.5025,248.85032990437958,0.0,0.0,0.0,2879.4473169568064,3103.412613870748
2025-02-01,B1,0.9,2025-01-23,67,0.0,-212.73940006857413,0.4662,212.73940006857413,0.0,0.0,0.0,3103.412613870748,3294.8780739324648
2025-02-01,B1,0.9,2025-01-23,68,0.0,-239.36434507131446,0.5007,239.36434507131446,0.0,0.0,0.0,3294.8780739324648,3510.305984496648
2025-02-01,B1,0.9,2025-01-23,69,0.0,-284.8670889254879,0.4827,284.8670889254879,0.0,0.0,0.0,3510.305984496648,3766.686364529587
2025-02-01,B1,0.9,2025-01-23,70,0.0,-245.4958017336761,0.4785,245.4958017336761,0.0,0.0,0.0,3766.686364529587,3987.6325860898955
2025-02-01,B1,0.9,2025-01-23,71,0.0,-278.25749364891453,0.4662,278.25749364891453,0.0,0.0,0.0,3987.6325860898955,4238.064330373919
2025-02-01,B1,0.9,2025-01-23,72,444.7037499999999,-353.35961156279177,0.4432,798.0633615627917,0.0,0.0,0.0,4238.064330373919,4956.321355780431
2025-02-01,B1,0.9,2025-01-23,73,490.2732666666667,-280.6583305410162,0.4411,770.9315972076829,0.0,0.0,0.0,4956.321355780431,5650.159793267346
2025-02-01,B1,0.9,2025-01-23,74,0.0,-233.074761442022,0.4551,233.074761442022,0.0,0.0,0.0,5650.159793267346,5859.927078565165
2025-02-01,B1,0.9,2025-01-23,75,449.5076611111151,-269.86434884425876,0.4463,719.3720099553739,0.0,0.0,0.0,5859.927078565165,6507.361887525001
2025-02-01,B1,0.9,2025-01-23,76,461.19454999999994,-277.5578786672371,0.4113,738.752428667237,0.0,0.0,0.0,6507.361887525001,7172.239073325514
2025-02-01,B1,0.9,2025-01-23,77,0.0,-277.9216393543163,0.5682,277.9216393543163,0.0,0.0,0.0,7172.239073325514,7422.368548744399
2025-02-01,B1,0.9,2025-01-23,78,0.0,-266.65218573973334,0.8279,266.65218573973334,0.0,0.0,0.0,7422.368548744399,7662.355515910159
2025-02-01,B1,0.9,2025-01-23,79,0.0,-215.7354483066157,0.8636,215.7354483066157,0.0,0.0,0.0,7662.355515910159,7856.517419386113
2025-02-01,B1,0.9,2025-01-23,80,0.0,-242.59531234239876,0.8416,242.59531234239876,0.0,0.0,0.0,7856.517419386113,8074.853200494272
2025-02-01,B1,0.9,2025-01-23,81,0.0,-311.92530931328383,0.8618,311.92530931328383,0.0,0.0,0.0,8074.853200494272,8355.585978876226
2025-02-01,B1,0.9,2025-01-23,82,0.0,-269.87132427940253,0.8623,269.87132427940253,0.0,0.0,0.0,8355.585978876226,8598.470170727689
2025-02-01,B1,0.9,2025-01-23,83,0.0,-239.3881958698115,0.9026,239.3881958698115,0.0,0.0,0.0,8598.470170727689,8813.919547010519
2025-02-01,B1,0.9,2025-01-23,84,0.0,-230.62413493861288,0.9754,230.62413493861288,0.0,0.0,0.0,8813.919547010519,9021.48126845527
2025-02-01,B1,0.9,2025-01-23,85,0.0,-138.57723981655442,1.0002,138.57723981655442,0.0,0.0,0.0,9021.48126845527,9146.20078429017
2025-02-01,B1,0.9,2025-01-23,86,0.0,-122.95176925164003,0.9978,122.95176925164003,0.0,0.0,0.0,9146.20078429017,9256.857376616645
2025-02-01,B1,0.9,2025-01-23,87,0.0,-159.81761095056424,1.0271,159.81761095056424,0.0,0.0,0.0,9256.857376616645,9400.693226472153
2025-02-01,B1,0.9,2025-01-23,88,0.0,-61.47128227813346,1.0906,61.47128227813346,0.0,0.0,0.0,9400.693226472153,9456.017380522473
2025-02-01,B1,0.9,2025-01-23,89,0.0,16.10103325261605,0.9376,0.0,16.10103325261605,0.0,0.0,9456.017380522473,9438.127343575123
2025-02-01,B1,0.9,2025-01-23,90,0.0,22.7909827512442,0.6694,0.0,22.7909827512442,0.0,0.0,9438.127343575123,9412.804029407074
2025-02-01,B1,0.9,2025-01-23,91,31.158733333333316,65.50711363991508,0.66,0.0,34.34838030658176,0.0,0.0,9412.804029407074,9374.63916239976
2025-02-01,B1,0.9,2025-01-23,92,91.38936666666666,104.1214366234172,0.7217,0.0,12.732069956750536,0.0,0.0,9374.63916239976,9360.49241800337
2025-02-01,B1,0.9,2025-01-23,93,108.61624999999998,131.62708859631488,0.7308,0.0,23.010838596314898,0.0,0.0,9360.49241800337,9334.92481956302
2025-02-01,B1,0.9,2025-01-23,94,138.12748333333332,189.08523805728692,0.7534,0.0,50.9577547239536,0.0,0.0,9334.92481956302,9278.305092091961
2025-02-01,B1,0.9,2025-01-23,95,185.73551666666674,224.60614319978725,0.7823,0.0,38.870626533120515,0.0,0.0,9278.305092091961,9235.115507055161
2025-02-01,B1,0.9,2025-01-23,96,230.59583333333336,227.0971976395661,0.8055,3.4986356937672554,0.0,0.0,0.0,9235.115507055161,9238.264279179552
2025-02-01,B1,0.9,2025-01-23,97,254.4617,250.12140826485052,0.8271,4.340291735149492,0.0,0.0,0.0,9238.264279179552,9242.170541741187
2025-02-01,B1,0.9,2025-01-23,98,300.7343166666667,342.1600422238266,0.8519,0.0,41.42572555715992,0.0,0.0,9242.170541741187,9196.141957788786
2025-02-01,B1,0.9,2025-01-23,99,377.45124999999996,449.6248922209744,0.8791,0.0,72.17364222097444,0.0,0.0,9196.141957788786,9115.949021987704
2025-02-01,B1,0.9,2025-01-23,100,438.1307499999999,460.2534520782881,0.9024,0.0,22.12270207828817,0.0,0.0,9115.949021987704,9091.368241900718
2025-02-01,B1,0.9,2025-01-23,101,426.6151,426.5967284568849,0.9163,0.01837154311510858,0.0,0.0,0.0,9091.368241900718,9091.384776289522
2025-02-01,B1,0.9,2025-01-23,102,392.0479166666666,424.4849461059931,0.9264,0.0,32.43702943932652,0.0,0.0,9091.384776289522,9055.343632468048
2025-02-01,B1,0.9,2025-01-23,103,438.24485000000004,476.15845458515935,0.9462,0.0,37.913604585159305,0.0,0.0,9055.343632468048,9013.217405151205
2025-02-01,B1,0.9,2025-01-23,104,459.75558333333333,470.2740518367435,0.9742,0.0,10.51846850341019,0.0,0.0,9013.217405151205,9001.530217925194
2025-02-01,B1,0.9,2025-01-23,105,444.7633333333333,423.61731908833775,0.9862,21.14601424499557,0.0,0.0,0.0,9001.530217925194,9020.56163074569
2025-02-01,B1,0.9,2025-01-23,106,452.3398833333333,442.94466624956794,0.976,9.395217083765374,0.0,0.0,0.0,9020.56163074569,9029.017326121078
2025-02-01,B1,0.9,2025-01-23,107,219.9251833333303,446.29852297897156,1.0742,0.0,226.37333964564127,0.0,0.0,9029.017326121078,8777.491393181477
2025-02-01,B1,0.9,2025-01-23,108,0.0,423.1672661599957,1.2313,0.0,423.1672661599957,0.0,0.0,8777.491393181477,8307.305541892592
2025-02-01,B1,0.9,2025-01-23,109,0.0,455.811482035671,1.2561,0.0,455.811482035671,0.0,0.0,8307.305541892592,7800.848339630736
2025-02-01,B1,0.9,2025-01-23,110,0.0,465.60954660930616,1.2447,0.0,465.60954660930616,0.0,0.0,7800.848339630736,7283.504398953729
2025-02-01,B1,0.9,2025-01-23,111,0.0,436.67003730711644,1.2545,0.0,436.67003730711644,0.0,0.0,7283.504398953729,6798.315468612488
2025-02-01,B1,0.9,2025-01-23,112,0.0,436.8901362228368,1.2522,0.0,436.8901362228368,0.0,0.0,6798.315468612488,6312.881983920447
2025-02-01,B1,0.9,2025-01-23,113,0.0,491.3698389592588,1.2881,0.0,491.3698389592588,0.0,0.0,6312.881983920447,5766.915496187938
2025-02-01,B1,0.9,2025-01-23,114,0.0,514.7082865200771,1.3466,0.0,514.7082865200771,0.0,0.0,5766.915496187938,5195.0174000545185
2025-02-01,B1,0.9,2025-01-23,115,0.0,399.23953575184504,1.3523,0.0,399.23953575184504,0.0,0.0,5195.0174000545185,4751.417915885801
2025-02-01,B1,0.9,2025-01-23,116,0.0,338.81848669201503,1.3445,0.0,338.81848669201503,0.0,0.0,4751.417915885801,4374.952930672452
2025-02-01,B1,0.9,2025-01-23,117,0.0,398.8385176605545,1.3483,0.0,398.8385176605545,0.0,0.0,4374.952930672452,3931.7990221607242
2025-02-01,B1,0.9,2025-01-23,118,0.0,459.1347070277094,1.349,0.0,459.1347070277094,0.0,0.0,3931.7990221607242,3421.6493476854916
2025-02-01,B1,0.9,2025-01-23,119,0.0,478.311240480989,1.3473,0.0,478.311240480989,0.0,0.0,3421.6493476854916,2890.192413817726
2025-02-01,B1,0.9,2025-01-23,120,0.0,465.18834424918407,1.3482,0.0,465.18834424918407,0.0,0.0,2890.192413817726,2373.316475763077
2025-02-01,B1,0.9,2025-01-23,121,0.0,454.7987318529595,1.3513,0.0,454.7987318529595,0.0,0.0,2373.316475763077,1867.9845514820108
2025-02-01,B1,0.9,2025-01-23,122,0.0,472.09611269385357,1.34,0.0,472.09611269385357,0.0,0.0,1867.9845514820108,1343.433315155507
2025-02-01,B1,0.9,2025-01-23,123,0.0,497.30437144260907,1.3489,0.0,129.0899836399563,368.21438780265277,0.0,1343.433315155507,1200.0
2025-02-01,B1,0.9,2025-01-23,124,0.0,489.70798283035185,1.3952,0.0,0.0,489.70798283035185,0.0,1200.0,1200.0
2025-02-01,B1,0.9,2025-01-23,125,0.0,490.2632972850549,1.2226,0.0,0.0,490.2632972850549,0.0,1200.0,1200.0
2025-02-01,B1,0.9,2025-01-23,126,517.75,507.5197767342244,0.9332,10.230223265775578,0.0,0.0,0.0,1200.0,1209.207200939198
2025-02-01,B1,0.9,2025-01-23,127,503.43444999999997,503.3848904239626,0.9068,0.0495595760373817,0.0,0.0,0.0,1209.207200939198,1209.2518045576317
2025-02-01,B1,0.9,2025-01-23,128,470.0101666666667,489.15342262596016,0.9371,0.0,8.326624101868493,10.816631857424976,0.0,1209.2518045576317,1200.0
2025-02-01,B1,0.9,2025-01-23,129,459.46166666666664,475.38727816864116,0.9371,0.0,0.0,15.925611501974515,0.0,1200.0,1200.0
2025-02-01,B1,0.9,2025-01-23,130,482.57188333333335,465.8864339244461,0.9871,16.685449408887223,0.0,0.0,0.0,1200.0,1215.0169044679985
2025-02-01,B1,0.9,2025-01-23,131,471.31835,480.6365093835973,0.7764,0.0,9.318159383597276,0.0,0.0,1215.0169044679985,1204.6633940417794
2025-02-01,B1,0.9,2025-01-23,132,1254.5249999999999,475.1550342384005,0.4209,779.3699657615994,0.0,0.0,0.0,1204.6633940417794,1906.0963632272187
2025-02-01,B1,0.9,2025-01-23,133,1231.1910833333332,392.63343303672144,0.3859,833.3333333333334,0.0,0.0,5.224316963278284,1906.0963632272187,2656.0963632272187
2025-02-01,B1,0.9,2025-01-23,134,414.09024999999997,387.9135235861722,0.4368,26.176726413827794,0.0,0.0,0.0,2656.0963632272187,2679.655416999664
2025-02-01,B1,0.9,2025-01-23,135,1274.53,457.8400261282241,0.4198,816.6899738717759,0.0,0.0,0.0,2679.655416999664,3414.676393484262
2025-02-01,B1,0.9,2025-01-23,136,1270.2507166666667,441.698473239984,0.4186,828.5522434266827,0.0,0.0,0.0,3414.676393484262,4160.373412568277
2025-02-01,B1,0.9,2025-01-23,137,489.89297119341614,392.8177738945686,0.4241,97.07519729884757,0.0,0.0,0.0,4160.373412568277,4247.74109013724
2025-02-01,B1,0.9,2025-01-23,138,1227.9816666666666,367.3705198830702,0.4237,833.3333333333334,0.0,0.0,27.27781345026301,4247.74109013724,4997.74109013724
2025-02-01,B1,0.9,2025-01-23,139,393.71206666666666,364.9442039482768,0.4248,28.767862718389836,0.0,0.0,0.0,4997.74109013724,5023.63216658379
2025-02-01,B1,0.9,2025-01-23,140,1241.9489999999998,371.18891531783856,0.424,833.3333333333334,0.0,0.0,37.426751348827906,5023.63216658379,5773.63216658379
2025-02-01,B1,0.9,2025-01-23,141,1256.5749999999998,378.65666788810165,0.422,833.3333333333334,0.0,0.0,44.584998778564795,5773.63216658379,6523.63216658379
2025-02-01,B1,0.9,2025-01-23,142,1263.00765,396.1271702373662,0.424,833.3333333333334,0.0,0.0,33.54714642930037,6523.63216658379,7273.63216658379
2025-02-01,B1,0.9,2025-01-23,143,486.5695333333333,454.3800888266722,0.4271,32.18944450666112,0.0,0.0,0.0,7273.63216658379,7302.602666639786
2025-02-01,B1,0.9,2025-01-23,144,573.3933333333333,538.8779784436933,0.4276,34.51535488963998,0.0,0.0,0.0,7302.602666639786,7333.666486040462
2025-02-01,P,0.9,2025-01-23,1,1309.0873219697805,453.9853317328144,0.4248,833.3333333333334,0.0,0.0,21.768656903632746,7268.4231640740745,8018.4231640740745
2025-02-01,P,0.9,2025-01-23,2,1303.4528080650603,437.39082169693495,0.4245,833.3333333333334,0.0,0.0,32.72865303479193,8018.4231640740745,8768.423164074075
2025-02-01,P,0.9,2025-01-23,3,1301.1197040222985,453.0583730294956,0.4269,833.3333333333334,0.0,0.0,14.727997659469452,8768.423164074075,9518.423164074075
2025-02-01,P,0.9,2025-01-23,4,495.9682167644799,491.2144924556543,0.4272,4.7537243088256105,0.0,0.0,0.0,9518.423164074075,9522.701515952018
2025-02-01,P,0.9,2025-01-23,5,1092.0624315616737,501.77880609399676,0.4271,590.283625467677,0.0,0.0,0.0,9522.701515952018,10053.956778872927
2025-02-01,P,0.9,2025-01-23,6,487.72041861455165,470.3034337494536,0.4285,17.416984865098073,0.0,0.0,0.0,10053.956778872927,10069.632065251515
2025-02-01,P,0.9,2025-01-23,7,515.2097897278104,435.3105917434236,0.4311,79.89919798438683,0.0,0.0,0.0,10069.632065251515,10141.541343437464
2025-02-01,P,0.9,2025-01-23,8,511.29046694911347,461.0880081032827,0.4302,50.20245884583079,0.0,0.0,0.0,10141.541343437464,10186.723556398712
2025-02-01,P,0.9,2025-01-23,9,491.2267191291267,508.33774854728256,0.4279,0.0,17.11102941815585,0.0,0.0,10186.723556398712,10167.71130148965
2025-02-01,P,0.9,2025-01-23,10,520.7255188231836,483.5849621614597,0.4312,37.140556661723906,0.0,0.0,0.0,10167.71130148965,10201.1378024852
2025-02-01,P,0.9,2025-01-23,11,531.8637135662314,506.2623119284289,0.4333,25.60140163780244,0.0,0.0,0.0,10201.1378024852,10224.179063959222
2025-02-01,P,0.9,2025-01-23,12,514.3901467195674,556.8354814709446,0.4311,0.0,42.44533475137723,0.0,0.0,10224.179063959222,10177.017580902137
2025-02-01,P,0.9,2025-01-23,13,523.4994552969894,491.22796808979905,0.4293,32.27148720719032,0.0,0.0,0.0,10177.017580902137,10206.061919388609
2025-02-01,P,0.9,2025-01-23,14,537.4508455353727,434.73749828324924,0.4324,102.71334725212341,0.0,0.0,0.0,10206.061919388609,10298.50393191552
2025-02-01,P,0.9,2025-01-23,15,532.6482829435873,443.7360716632648,0.4367,88.91221128032254,0.0,0.0,0.0,10298.50393191552,10378.52492206781
2025-02-01,P,0.9,2025-01-23,16,524.6608938290223,456.72335340471614,0.4348,67.93754042430612,0.0,0.0,0.0,10378.52492206781,10439.668708449686
2025-02-01,P,0.9,2025-01-23,17,528.3451779596552,486.0110502020042,0.4335,42.334127757651004,0.0,0.0,0.0,10439.668708449686,10477.769423431571
2025-02-01,P,0.9,2025-01-23,18,541.6232334034275,526.8845211845569,0.4357,14.73871221887066,0.0,0.0,0.0,10477.769423431571,10491.034264428556
2025-02-01,P,0.9,2025-01-23,19,544.0074792722539,542.439676513684,0.4374,1.5678027585698828,0.0,0.0,0.0,10491.034264428556,10492.445286911268
2025-02-01,P,0.9,2025-01-23,20,542.5091872539125,516.6975506137751,0.4371,25.811636640137408,0.0,0.0,0.0,10492.445286911268,10515.675759887392
2025-02-01,P,0.9,2025-01-23,21,534.4728159914185,482.407307190306,0.4356,52.065508801112514,0.0,0.0,0.0,10515.675759887392,10562.534717808394
2025-02-01,P,0.9,2025-01-23,22,527.7588357962954,496.8265663287173,0.4353,30.932269467578124,0.0,0.0,0.0,10562.534717808394,10590.373760329214
2025-02-01,P,0.9,2025-01-23,23,535.9516933513393,526.1799711437269,0.436,9.771722207612356,0.0,0.0,0.0,10590.373760329214,10599.168310316065
2025-02-01,P,0.9,2025-01-23,24,549.8676843631683,544.4443454984397,0.4378,5.423338864728635,0.0,0.0,0.0,10599.168310316065,10604.04931529432
2025-02-01,P,0.9,2025-01-23,25,548.2368789710491,548.3354450446467,0.4401,0.0,0.09856607359756708,0.0,0.0,10604.04931529432,10603.939797434767
2025-02-01,P,0.9,2025-01-23,26,548.7498263906394,505.3775437315826,0.4389,43.37228265905685,0.0,0.0,0.0,10603.939797434767,10642.974851827918
2025-02-01,P,0.9,2025-01-23,27,559.9263546190372,471.2650275325542,0.4364,88.66132708648297,0.0,0.0,0.0,10642.974851827918,10722.770046205753
2025-02-01,P,0.9,2025-01-23,28,568.921078928544,538.9892169706601,0.4393,29.93186195788394,0.0,0.0,0.0,10722.770046205753,10749.708721967849
2025-02-01,P,0.9,2025-01-23,29,576.2278819647516,574.0880381069934,0.4422,2.139843857758251,0.0,0.0,0.0,10749.708721967849,10751.634581439832
2025-02-01,P,0.9,2025-01-23,30,575.9554450863143,534.2776027718703,0.4395,41.67784231444398,0.0,0.0,0.0,10751.634581439832,10789.144639522832
2025-02-01,P,0.9,2025-01-23,31,563.5909538608208,512.5906375631496,0.4333,12.061511641297532,0.0,0.0,38.93880465637372,10789.144639522832,10800.0
2025-02-01,P,0.9,2025-01-23,32,566.2049354638066,540.6332022370628,0.4439,0.0,0.0,0.0,25.57173322674373,10800.0,10800.0
