date,observed_prefix_kwh,forecast_prefix_kwh
2025-06-22,953.6060253942593,992.5749932359367
2025-06-23,98.90573437961166,1023.3471175211166
2025-06-24,2045.853899559902,1004.0398392385972
2025-06-25,402.89365615334,1652.173924424698
2025-06-26,8.103660339496287,1017.4502282033507
2025-06-27,0.0,1298.6183374765767
2025-06-28,0.0,982.4133289211172
2025-06-29,892.4106952147373,1111.5165055533946
2025-06-30,584.0072232465778,1144.9406117263861
2025-07-01,536.1915415289757,1148.3231231829177
2025-07-02,0.0,1232.5343657544022
2025-07-03,2251.1283524042256,1562.5602071505816
2025-07-04,0.0,1100.0405077339801
2025-07-05,1481.046663507244,1199.338288072063
2025-07-06,6701.17003456944,1936.5438284531838
2025-07-07,841.7096120119006,2250.181880813978
2025-07-08,0.0,2678.0963457907633
2025-07-09,0.0,2690.9519533090906
2025-07-10,0.0,2633.362322423723
2025-07-11,922.2672368739543,2102.812945902258
2025-07-12,0.0,1958.3378301821429
2025-07-13,0.0,2292.357534325242
2025-07-14,0.0,2602.39735467949
2025-07-15,1441.2645708290106,2678.523580840217
2025-07-16,535.019957805104,1433.8361362910869
2025-07-17,0.0,1435.245295655799
2025-07-18,286.4157458228336,1649.8425554374205
2025-07-19,0.0,1659.4046144175554
2025-07-20,493.72536232518996,1480.3326295933025
2025-07-21,978.9033131634399,1430.8943916501619
2025-07-22,622.2778731337394,1389.9075835976146
2025-07-23,0.0,1381.3527273765656
2025-07-24,1878.0829962272705,1373.7219453840419
2025-07-25,0.0,1758.0987870865554
2025-07-26,295.17448289746096,1789.8326877563254
2025-07-27,35.716190053314904,1795.7990196861883
2025-07-28,2171.4903437041767,1327.643374304218
2025-07-29,285.21896695434657,1311.1285740380765
2025-07-30,0.0,953.5388942498143
2025-07-31,220.50178009690615,966.09475035519
2025-08-01,0.0,936.5281907632564
2025-08-02,0.0,315.2300825272682
2025-08-03,0.0,927.3946253317354
2025-08-04,0.0,924.3252115464968
2025-08-05,0.0,847.0770329167128
2025-08-06,2055.0043009869205,836.9343791521826
2025-08-07,0.0,877.3668527565733
2025-08-08,0.0,182.95958278091067
2025-08-09,915.0883939292778,86.33165812438548
2025-08-10,2122.3399476015024,972.6236409441404
2025-08-11,353.72883503247454,1582.3347430553595
2025-08-12,2394.035531411709,1450.1875028868417
2025-08-13,646.2781599054174,1521.7681033013982
2025-08-14,721.457904494245,1553.5700931574602
2025-08-15,0.0,905.6016490226666
2025-08-16,75.70759799741586,518.2972410834568
2025-08-17,301.52589570758255,1210.6882901164342
2025-08-18,633.9585709720792,1070.6445661500113
2025-08-19,226.55531181938375,831.2184641531413
2025-08-20,2007.3385330955352,1027.6519698328257
2025-08-21,2027.7119958956778,1293.6420847355
2025-08-22,1559.0564374543633,827.8919672275098
2025-08-23,675.9813265546558,934.3119220928094
2025-08-24,0.0,1476.9837609382614
2025-08-25,3558.983707855083,1468.3724618994017
2025-08-26,460.61978952047457,1350.148186887557
2025-08-27,31.884725085839136,1442.4002031731939
2025-08-28,685.9062424956885,1340.572575710926
2025-08-29,9.555011673990293,793.5871266635548
2025-08-30,0.0,472.36590799531973
2025-08-31,506.91043362213,1174.2692998594039
2025-09-01,65.36793867013989,881.3873557520556
2025-09-02,0.0,1005.9841543861126
2025-09-03,0.0,1003.657026292343
2025-09-04,0.0,931.3357258924366
2025-09-05,267.63600074390763,371.94199597096576
2025-09-06,0.0,345.5343772032595
2025-09-07,927.3733373420355,941.4266363238273
2025-09-08,5523.6554439839965,819.0964820041096
2025-09-09,831.402708789344,652.365325286036
2025-09-10,4074.366350574306,548.6390154414166
2025-09-11,0.0,437.5177947791897
2025-09-12,560.8235934958012,0.0
2025-09-13,503.76871133477295,0.0
2025-09-14,3884.09223479063,308.38075603171154
2025-09-15,495.73377060170367,369.73475278747793
2025-09-16,2092.7045236066565,573.9010115375436
2025-09-17,954.8248683892892,505.4284778639939
2025-09-18,1845.224141644797,994.6230055218424
2025-09-19,885.8139498069154,363.80127585644397
2025-09-20,1483.0625978126864,525.3164833816602
2025-09-21,966.4035152316893,1804.585041515247
2025-09-22,2279.6511996529616,1812.277854132704
2025-09-23,1824.9429120116376,1918.177621128826
2025-09-24,666.7724859656166,1913.7711935714417
2025-09-25,1467.2566819695146,1906.45549060248
2025-09-26,430.08511055264773,958.6426670194718
2025-09-27,3097.082374990655,928.7799414893203
2025-09-28,2587.720043660628,1959.3949609793892
2025-09-29,1129.3311791091205,2439.277740024418
2025-09-30,2011.6793668348632,2464.0649372182766
2025-10-01,0.0,2422.583790149068
2025-10-02,0.0,2027.4352522236834
2025-10-03,0.0,924.1974409590609
2025-10-04,464.94289438731755,895.674513164085
2025-10-05,69.2432808975442,1896.0888285560438
2025-10-06,936.6480781160965,1974.671011574145
2025-10-07,457.9923448633772,1953.8263738847315
2025-10-08,1038.6811763162693,1733.4923336718466
2025-10-09,74.94546553733983,1877.586917116116
2025-10-10,0.0,841.6163737305807
2025-10-11,1128.1080638621418,806.2045548422007
2025-10-12,2161.3427227366265,1786.5477072928618
2025-10-13,1124.044465450599,1868.3912911145267
2025-10-14,2072.560109952954,1858.8772142404348
2025-10-15,3331.8492088215207,1942.1016666753408
2025-10-16,4072.4877512807184,1963.4207290781962
2025-10-17,1014.9166905320315,1484.83026416939
2025-10-18,1854.6683833632087,1601.4822433052523
2025-10-19,3126.206808993901,3128.072840519394
2025-10-20,638.5688893950819,3344.1794962140925
2025-10-21,1797.6231585240057,3521.9350080412505
2025-10-22,282.2502837290291,3694.471704213138
2025-10-23,819.6781425386913,3656.8989619344006
2025-10-24,88.88933453737076,2411.7528847389444
2025-10-25,996.1317454211046,2435.719697076811
2025-10-26,1055.4443871025658,1916.023725539405
2025-10-27,1242.303792870332,1929.6215494636497
2025-10-28,1509.0432922247965,1911.2410117466716
2025-10-29,2178.8384684269263,1732.6599556015724
2025-10-30,486.46562181633305,1943.9501418841191
2025-10-31,1982.2479821104853,920.5503417880183
2025-11-01,1644.944448765679,1172.2320973796116
2025-11-02,1178.170735399964,2200.268114701407
2025-11-03,1251.1716830285359,1826.9963350224598
2025-11-04,0.0,2027.53981690579
2025-11-05,509.67197782718677,1819.4755173931283
2025-11-06,791.9436912821782,1625.6478451429366
2025-11-07,55.289556261715916,1518.4829036181445
2025-11-08,540.0769230618782,1550.3172105681444
2025-11-09,2275.5658131244463,1273.1713196443377
2025-11-10,2475.872289648459,1632.655057087501
2025-11-11,1331.623504097396,2236.390101827199
2025-11-12,565.676816226429,2174.6033911686336
2025-11-13,2534.5962989673835,1795.2430780882032
2025-11-14,1678.9303460741576,1701.9958741142877
2025-11-15,838.4277644834369,1713.0011940836966
2025-11-16,507.79661186114424,2180.9797841236577
2025-11-17,0.0,1745.019652762793
2025-11-18,2134.389070948217,1542.6004147633016
2025-11-19,398.74847020159285,2131.9818587188634
2025-11-20,1540.1786261239167,2139.8961698674007
2025-11-21,486.330882063471,1585.6103060581677
2025-11-22,245.91801575590807,1412.7993861195653
2025-11-23,20.25842177427512,2142.209716193323
2025-11-24,712.0169063907158,1519.157249388487
2025-11-25,419.23908888855226,1505.441252813349
2025-11-26,1378.414715564093,1512.5427822094516
2025-11-27,1138.9683450492544,1499.9096879880983
2025-11-28,291.48047364714444,1241.112904494305
2025-11-29,2918.883787163954,1239.6922712428295
2025-11-30,2573.048168163185,1419.902706346833
2025-12-01,2801.5647910695334,1417.7594288839043
2025-12-02,2824.1125478509457,2115.876487190457
2025-12-03,2924.340766879409,2267.065892586657
2025-12-04,1297.183476633485,2665.3950890973
2025-12-05,1413.7183247346215,1778.9557785486531
2025-12-06,1754.5035917928512,1753.354839092266
2025-12-07,2579.4858546228425,2365.9233236734703
2025-12-08,839.0679715341179,2667.142548664634
2025-12-09,0.0,2458.2296366814453
2025-12-10,1067.4148077754576,2451.448398481896
2025-12-11,80.85967073129632,2383.6546446943116
2025-12-12,921.5714109949716,1827.1203578099617
2025-12-13,616.822818828371,1813.0158631181355
2025-12-14,753.7437917058526,2242.4169510709744
2025-12-15,174.8636445648291,2515.455226691394
2025-12-16,271.03484428544573,1973.84477389647
2025-12-17,234.5244470908782,1640.585129417499
2025-12-18,0.0,1620.9512015744072
2025-12-19,187.3639742028447,1334.3902094157586
2025-12-20,0.0,1296.2876805192334
2025-12-21,423.77355654244104,1179.624707956179
2025-12-22,140.0304842743284,1147.0394676405515
2025-12-23,155.563334312935,1148.3805450066693
2025-12-24,335.99894383187154,1026.217938097524
2025-12-25,380.51428779526987,1013.9074308283815
2025-12-26,472.7270909355018,880.6001099661305
2025-12-27,496.64790743700246,870.1865920994003
2025-12-28,0.0,945.2529512491687
2025-12-29,492.9024537569462,985.0625364238641
2025-12-30,0.0,754.1314241945365
2025-12-31,232.68911040965156,790.0920048640714
