month,grid_original_kwh,grid_effective_kwh,emergency_kwh,original_cost_yuan,increase_cost_yuan,decrease_adjustment_yuan,contract_cost_yuan,emergency_cost_yuan,total_cost_yuan,charge_actual_kwh,discharge_actual_kwh,surplus_kwh,unused_grid_kwh,pv_curtailment_kwh,policy
2025-06,1998807.7531506508,1978742.7430458814,9819.08865139949,1271974.4846866215,14149.473572035527,-7746.0861385966855,1278377.8721200603,47515.833055946896,1325893.7051760072,513974.3412491188,414530.88059372944,139125.20485855808,76452.7218356789,62672.48302287918,q3_soc
2025-07,2216836.790466506,2218999.3420383083,19981.35970197073,1435078.4079451142,40293.751379752845,-5854.269298133259,1469517.8900267337,99433.18307469739,1568951.0731014311,500721.8860018443,405916.1850088306,199355.74123059856,102932.1097093858,96423.63152121277,q3_soc
2025-08,1991226.975388041,1974401.336280987,211.84299572123552,1294562.5504650339,2458.5301093956937,-4191.901545101705,1292829.1790293278,856.6390382319274,1293685.8180675597,491620.83523129724,397657.5978553983,296537.0776341425,82373.5180848766,214163.5595492659,q3_soc
2025-09,1757281.5338279828,1746875.1321180926,2131.7629681911126,1121682.1731298256,10154.923617776167,-4384.863448251622,1127452.2332993504,10909.681290099867,1138361.9145894502,502443.7394332057,408865.7815860347,267045.06998911285,86164.3195514129,180880.75043769996,q3_soc
2025-10,1880963.0539929543,1858249.3783644948,204.084543347134,1155376.1030956875,915.1298009331142,-5340.724940864053,1150950.5079557565,869.8164209158139,1151820.3243766723,566707.773428566,459657.4071370146,276269.5055829571,106662.5499744889,169606.95560846824,q3_soc
2025-11,2033070.654693906,2023395.57339552,158.3921261703216,1269172.436336429,3789.298244725123,-4028.2177535750725,1268933.5168275791,678.7848376324546,1269612.3016652116,605523.1346628214,490149.3162011706,120207.73907670619,67267.74955755161,52939.98951915459,q3_soc
2025-12,2614927.3515547486,2608180.9801315656,7017.02584554569,1666208.7424134726,19590.180671876253,-6459.1541706278085,1679339.768914721,34269.50174363981,1713609.2706583608,656001.7115403453,531506.1530710955,126665.51127452795,118210.4285421959,8455.082732332043,q3_soc
2025-02,1965774.3075161264,1875562.4080374634,1193.7929332294295,1210204.108526708,6571.275113221951,-33303.962287129,1183471.4213528011,5557.811480914965,1189029.232833716,584112.7728690731,478200.70020247553,56964.456237428785,25731.46021977036,31232.996017658425,q3_raw
2025-03,1844656.460989,1762710.6260528176,681.1143922651686,1112151.5641952194,15506.28110432758,-31983.74195192515,1095674.1033476219,3264.1482367574245,1098938.2515843795,596431.9578235154,483028.74619231495,123670.86234721572,16984.17502386464,106686.68732335109,q3_raw
2025-04,1550455.4085427555,1496634.041764341,864.0567439285458,913126.15927732,15637.171476768843,-21351.620782373782,907411.7099717151,4415.206800157049,911826.9167718722,532298.0166089375,431459.581499532,178930.06439886402,13726.109966924982,165203.95443193903,q3_raw
2025-05,1494102.7407552,1472699.795493787,11212.73111443348,904538.3687791204,21175.66729406303,-13130.022884573415,912584.01318861,59325.32207542425,971909.3352640342,497928.2264260424,402083.47816706396,201257.3133825753,9970.696965701773,191286.61641687353,q3_raw
2025-06,1993862.1644247046,1946109.2939010023,12459.069202363016,1269854.5593299603,23442.38769810519,-22493.91243352059,1270803.034594545,65541.63754872941,1336344.6721432742,521122.4954874081,420298.8610946758,107751.5625272998,49250.39868356352,58501.16384373627,q3_raw
2025-07,2214132.194902551,2184287.9112747144,20670.4265470108,1434004.2150760775,43567.83665492345,-20714.238580672645,1456857.8131503281,102856.11057244084,1559713.9237227691,511711.3682424231,414192.8112908726,162620.52135350826,72525.9898596129,90094.53149389535,q3_raw
2025-08,1989261.5770509269,1925850.4642225746,57.24219892573345,1293713.8137778142,6092.389264794856,-20288.624841563207,1279517.578201046,228.18872239730726,1279745.7669234432,494742.1222953836,400758.367437756,247811.08729720596,44360.6825763452,203450.40472086074,q3_raw
2025-09,1756044.3092611732,1698421.75334841,1658.1881468604643,1121121.7202463585,11628.008404050206,-20730.502538646542,1112019.2261117622,8567.338446183081,1120586.5645579454,512364.99341023527,416979.776318534,216310.85715356912,52168.14417932478,164142.71297424432,q3_raw
2025-10,1880530.5963131834,1758820.854945179,35.79447372641911,1155204.677023755,5093.4385158149635,-39516.31396505568,1120781.8015745142,155.76894459192835,1120937.5705191062,584242.1686655616,473874.9858379978,173355.8755580084,34848.30504402138,138507.570513987,q3_raw
2025-11,2032480.632854935,1988041.7101019744,1.1215957600937827,1268888.2411337607,14446.567465817323,-20758.015833517158,1262576.792766061,5.108695717761908,1262581.9014617787,609037.6939777503,492954.1955029151,83986.92523956602,35295.44582181918,48691.479417746836,q3_raw
2025-12,2614865.8592296727,2558102.0938596744,10131.459428481092,1666190.0746332256,20030.49088252135,-25612.258388385093,1660608.307127362,49611.01050427383,1710219.3176316358,663614.4762260844,537673.6483687462,78255.78919748415,72747.07089531586,5508.718302168293,q3_raw
2025-02,1965774.3075161264,1875562.4080374634,1193.7929332294295,1210204.108526708,6571.275113221951,-33303.962287129,1183471.4213528011,5557.811480914965,1189029.232833716,584112.7728690731,478200.70020247553,56964.456237428785,25731.46021977036,31232.996017658425,q3_w28
2025-03,1844656.460989,1762710.6260528176,681.1143922651686,1112151.5641952194,15506.28110432758,-31983.74195192515,1095674.1033476219,3264.1482367574245,1098938.2515843795,596431.9578235154,483028.74619231495,123670.86234721572,16984.17502386464,106686.68732335109,q3_w28
2025-04,1514325.0658107712,1507057.896434458,524.4614194731035,890074.865523257,35932.43564703,-12702.328302107198,913304.9728681798,2371.3182981208943,915676.2911663007,533147.2209000251,432013.4473834817,188718.9853373876,21024.602435170138,167694.38290221745,q3_w28
2025-05,1511130.8158917679,1476939.9007627575,9694.218160874017,921076.4221964114,14915.870598298363,-15161.413456182398,920830.8793385273,48744.115913926136,969574.9952524535,492059.76043655525,397078.97287055955,204842.86639096905,13298.381782003833,191544.48460896523,q3_w28
2025-06,1985921.2262958447,1940948.7893032795,12066.525792764494,1265489.3898435899,23799.722851419858,-22021.945711390108,1267267.1669836196,62309.559348759365,1329576.7263323788,525089.0226432482,423997.2855912233,101930.41186068578,45437.160688266216,56493.251172419565,q3_w28
2025-07,2240620.1889464427,2190412.4288852373,19919.651042484387,1453021.7540813216,36745.29191285969,-25362.080376403912,1464404.9656177775,99726.60672938838,1564131.5723471658,508124.3396958772,411505.93889375235,168894.4196089303,76641.90527780984,92252.51433112047,q3_w28
2025-08,1970337.657676609,1924483.4903935257,72.09313127659684,1279856.4599379993,12059.617441321734,-17107.482580601663,1274808.5947987193,289.12570214511084,1275097.7205008646,500269.09793149435,405166.54359273275,245340.16491937407,42323.40052636977,203016.7643930043,q3_w28
2025-09,1746767.1190123814,1697307.5020169292,1450.0370036510449,1114709.5817624826,14423.654497712454,-19361.064559445356,1109772.1717007498,7798.358150862087,1117570.529851612,514383.91800984176,418268.3755668338,214258.12932757233,50074.548358338805,164183.58096923353,q3_w28
2025-10,1869905.8518922399,1765082.8546218749,166.14307111505744,1148309.8673148877,9767.888376107168,-35524.34555732372,1122553.410133671,753.0575841491118,1123306.4677178203,582797.3015597579,472767.5431736604,180085.64827355903,41964.49337753794,138121.15489602106,q3_w28
2025-11,2057633.3032385404,1990705.2125664323,0.0,1286703.841770235,10949.43076021895,-27957.305239454792,1269695.9672909991,0.0,1269695.9672909991,605779.8944069421,490430.5594520343,87383.46962819123,36368.95309038532,51014.51653780592,q3_w28
2025-12,2651835.4943214455,2547960.306628344,9683.375043996417,1695288.0596077882,9995.466043032458,-40236.88858226954,1665046.637068551,47225.98973714831,1712272.6268056994,663156.6872661198,537301.5396843688,67751.59785725642,62729.829017979486,5021.768839276929,q3_w28
2025-02,1925648.7410935364,1925648.7410935364,783.6832239037712,1246796.8708574804,0.0,0.0,1246796.8708574804,3988.363117339431,1250785.2339748198,581493.2247442603,468718.0576060305,99777.58511254375,61306.71039605887,38470.874716484876,q42_ols
2025-03,1787369.651210289,1787369.651210289,10381.97913483738,1064757.9617004,0.0,0.0,1064757.9617004,59258.20233660885,1124016.164037009,617351.8448988609,507333.497885656,161415.61686525488,43452.03141635273,117963.58544890216,q42_ols
2025-04,1528760.7555669586,1528760.7555669586,11119.892498418387,868354.864135545,0.0,0.0,868354.864135545,68268.91290359183,936623.7770391369,569064.8193562838,461165.1780899851,214251.40779907833,28988.580978563485,185262.82682051483,q42_ols
2025-05,1504415.6855574835,1504415.6855574835,15361.518782820305,883701.821585127,0.0,0.0,883701.821585127,82234.69357022236,965936.5151553494,543806.0629653878,437242.6761143554,226403.3525226046,24162.550272692228,202240.80224991238,q42_ols
2025-06,1921300.790369403,1921300.790369403,56245.92344202987,1284737.1857398562,0.0,0.0,1284737.1857398562,335360.17613907525,1620097.3618789315,518433.83015664027,420361.4169143342,129481.1343857934,67591.38740817535,61889.746977618044,q42_ols
2025-07,2268535.8388836263,2268535.8388836263,24455.92512301121,1658329.6197289499,0.0,0.0,1658329.6197289499,135994.3319527996,1794323.9516817494,527720.5960644075,427409.9305542712,247861.83897983446,140915.095896492,106946.74308334243,q42_ols
2025-08,2017288.3979257601,2017288.3979257601,927.1110109392298,1424955.9263033054,0.0,0.0,1424955.9263033054,3071.2145385189688,1428027.1408418245,520863.4522711679,423013.99105632456,336253.1834551892,99850.79803151122,236402.385423678,q42_ols
2025-09,1742486.8608629948,1742486.8608629948,6652.38278957568,1098596.331579834,0.0,0.0,1098596.331579834,38176.79126482192,1136773.1228446558,544135.8281360029,442057.22862831736,258676.77689488503,73060.46370372019,185616.31319116487,q42_ols
2025-10,1785837.621819852,1785837.621819852,2595.911136643599,1096496.5740278182,0.0,0.0,1096496.5740278182,15479.436821760013,1111976.010849578,596756.1623662144,476624.6580359533,193168.43759290097,41144.37731597541,152024.06027692556,q42_ols
2025-11,1967032.3889285903,1967032.3889285903,407.72854479814123,1297488.3472205773,0.0,0.0,1297488.3472205773,2137.781804574468,1299626.1290251517,568702.3924808059,467020.8507054572,77786.16771470637,31743.686984797416,46042.48072990895,q42_ols
2025-12,2608077.1874487144,2608077.1874487144,19300.78787965015,1893402.8869795036,0.0,0.0,1893402.8869795036,123908.99849091786,2017311.8854704213,623099.286457394,503909.31540270685,144151.0680403441,133106.82873618638,11044.239304157716,q42_ols
2025-02,1926934.3707233341,1926934.3707233341,908.2913027082395,1245813.9817433516,0.0,0.0,1245813.9817433516,4255.566234539791,1250069.5479778913,574562.9403506863,470658.10930792324,110058.15891661267,71955.38607438552,38102.772842227154,q42_fixed
2025-03,1791692.66100407,1791692.66100407,10462.926914701884,1068496.8847886457,0.0,0.0,1068496.8847886457,58466.224206549436,1126963.1089951952,591408.0641373848,478832.26646753104,163262.12378225152,44807.53499394212,118454.5887883094,q42_fixed
2025-04,1521278.0835298714,1521278.0835298714,11347.709479414496,868349.8063740991,0.0,0.0,868349.8063740991,69167.28900240581,937517.0953765049,534510.0712547486,433125.098359532,213511.2211140692,28048.521637653117,185462.69947641605,q42_fixed
2025-05,1494474.0021197193,1494474.0021197193,16260.006456100333,879323.2529629072,0.0,0.0,879323.2529629072,86041.40349811937,965364.6564610266,501565.0606149023,405425.5389064575,227784.02190070818,26949.190753387786,200834.8311473204,q42_fixed
2025-06,1929938.9097920486,1929938.9097920486,55900.78967606193,1286960.2072627957,0.0,0.0,1286960.2072627957,333432.5445217179,1620392.7517845137,517851.58843456145,417675.4448943472,135670.38974456306,78514.80602241193,57155.583722151125,q42_fixed
2025-07,2232066.9535897058,2232066.9535897058,21659.87405330349,1644232.7859742527,0.0,0.0,1644232.7859742527,132139.7894237464,1776372.5753979993,512266.32303075126,414119.09681452427,210760.34191011562,107337.94629950513,103422.3956106105,q42_fixed
2025-08,1998484.5551994706,1998484.5551994706,753.8615026635609,1427151.3222306937,0.0,0.0,1427151.3222306937,3338.1074572749526,1430489.4296879685,495501.7563242269,402057.4917042136,321681.2878154541,85363.88222976841,236317.4055856857,q42_fixed
2025-09,1730420.6448601037,1730420.6448601037,8373.833284226705,1093911.8610388234,0.0,0.0,1093911.8610388234,46782.29846611451,1140694.159504938,516240.0203276508,420354.0703912444,254524.66095792403,69575.36243611055,184949.2985218135,q42_fixed
2025-10,1770106.9649394883,1770106.9649394883,2128.4209998629008,1093218.8026535606,0.0,0.0,1093218.8026535606,12721.179120166351,1105939.981773727,561926.9926331259,454626.43947433174,189801.24174722383,38974.93600181572,150826.3057454081,q42_fixed
2025-11,1991192.6736803753,1991192.6736803753,482.31623024409816,1304961.868563503,0.0,0.0,1304961.868563503,2533.6559450788845,1307495.5245085817,590258.9663473521,478250.8598160217,91694.47539595555,47250.316495463914,44444.158900491646,q42_fixed
2025-12,2612760.518852311,2612760.518852311,19129.69995466371,1895098.3914721394,0.0,0.0,1895098.3914721394,122142.23875012652,2017240.6302222658,638483.1489184188,516597.163006005,145967.29666122756,134701.6611142457,11265.635546981846,q42_fixed
2025-02,1967239.0258332174,1875302.7883903633,875.9963252081923,1284744.3114274954,5792.780409931549,-39356.771790823586,1251180.3200466032,4555.378837646658,1255735.69888425,591047.6556418914,476464.98983897554,47716.44684598889,16161.005604136664,31555.441241852222,q43_raw_ols
2025-03,1837108.571956624,1754613.0332876884,296.6378386240287,1110920.4611684498,14358.46123514491,-34155.70773187899,1091123.2146717159,1335.1008100961633,1092458.315481812,616364.8967377287,506549.52806075476,118776.63598267174,12304.646699505383,106471.98928316636,q43_raw_ols
2025-04,1556963.3947024506,1504979.0716363846,607.1528201265954,895078.4404082157,14744.414724487899,-20650.617338886797,889172.2377938168,3329.6050567298034,892501.8428505466,566599.2073919482,459200.9029848382,180458.3210494011,13691.271998871272,166767.04905052984,q43_raw_ols
2025-05,1504757.7168069242,1484473.133385797,10623.58917426542,890714.6651490736,20281.085647341566,-12569.27049266074,898426.4803037544,54624.936597519605,953051.416901274,542893.2427275474,436160.66305458563,201553.67792043387,9995.638095632348,191558.03982480153,q43_raw_ols
2025-06,1982304.3217202956,1931346.0593202072,13641.11383978734,1345415.6963880914,22175.536151750563,-25590.551064279243,1342000.6814755627,69009.20708264099,1411009.8885582038,522393.387355366,423844.09880681115,96444.7184281064,40484.00057510923,55960.717852997164,q43_raw_ols
2025-07,2226762.9589918526,2188131.5544256857,21878.78598261968,1640532.1218357203,49543.91631784371,-24242.48814763833,1665833.5500059256,119857.18948491616,1785690.7394908417,531199.8057340984,430164.32488160126,164155.60003914134,75575.20493801203,88580.3951011293,q43_raw_ols
2025-08,2006633.2447995804,1936800.8025192984,832.1745785665585,1433335.3986334186,8848.414348518816,-22659.365274449323,1419524.4477074882,1857.5543439658372,1421382.002051454,523782.4998964092,424978.91597212834,254716.52890691746,49681.767277939376,205034.76162897807,q43_raw_ols
2025-09,1769272.171783018,1708284.192015994,1416.4458220653576,1131887.3336694995,10069.609952170356,-20687.9760076189,1121268.967614051,7479.790555529439,1128748.7581695805,543101.5488537643,440515.07404249127,218730.29577678643,53589.9821710233,165140.31360576313,q43_raw_ols
2025-10,1883244.7928844576,1768224.985792658,34.297469784526214,1153425.6909160903,4552.999778020353,-36986.44573342534,1120992.2449606855,131.76942663859845,1121124.014387324,610403.5194732046,488946.9597073457,171669.13246325043,32125.2315298715,139543.90093337893,q43_raw_ols
2025-11,2018949.0809656563,1966429.7102630313,0.0,1322291.2014094384,17085.955239814575,-29348.763595703716,1310028.3930535493,0.0,1310028.3930535493,592081.6639933279,485657.5917586987,72033.23004506879,21424.190561494637,50609.039483574146,q43_raw_ols
2025-12,2608053.6804171805,2549297.95265102,10280.880760345422,1894781.5749294697,26530.931217545916,-36549.395707193886,1884763.1104398216,65364.190277417874,1950127.3007172395,641944.3984414656,520177.7559035678,73775.25464013424,68495.5577822434,5279.696857890847,q43_raw_ols
2025-02,1967239.0258332174,1875302.7883903633,875.9963252081923,1284744.3114274954,5792.780409931549,-39356.771790823586,1251180.3200466032,4555.378837646658,1255735.69888425,591047.6556418914,476464.98983897554,47716.44684598889,16161.005604136664,31555.441241852222,q43_w28_ols
2025-03,1837108.571956624,1754613.0332876884,296.6378386240287,1110920.4611684498,14358.46123514491,-34155.70773187899,1091123.2146717159,1335.1008100961633,1092458.315481812,616364.8967377287,506549.52806075476,118776.63598267174,12304.646699505383,106471.98928316636,q43_w28_ols
2025-04,1521447.7535595368,1514903.3707152766,295.9082603616253,872678.7468146005,33837.62266166977,-12415.0119371117,894101.3575391587,1687.786758260894,895789.1442974195,569345.7644023814,461314.64067944454,189438.55625270135,20551.985112631224,168886.57114007013,q43_w28_ols
2025-05,1523564.5100562188,1489010.1692361252,8945.937570753242,906936.6851156133,13400.882408221345,-14665.300293012804,905672.2672308219,44280.381463946236,949952.6486947681,537699.7534610194,431654.4316109986,205100.31999019103,14671.07300853137,190429.24698165964,q43_w28_ols
2025-06,1971916.5253815213,1925345.70194165,13245.438637191937,1340497.137758233,25337.235043140317,-25445.098717133795,1340389.2740842393,65845.60094301839,1406234.8750272577,527568.3749691988,428604.0909808613,89633.69040717086,35893.960150276915,53739.73025689395,q43_w28_ols
2025-07,2254928.055001902,2195856.190918782,20887.15429420406,1662190.9214441995,43042.244807654286,-29883.566202483053,1675349.6000493707,111941.11279283406,1787290.7128422048,530852.85640049,429746.0919373228,170817.32123315192,80055.90083988992,90761.42039326199,q43_w28_ols
2025-08,1987951.1961738062,1933750.763439249,890.5722050138022,1420315.7055603764,14378.378993981267,-19625.052364733645,1415069.032189624,1933.0020122012832,1417002.0342018253,525136.8696599995,426043.83405330026,251435.435770897,48702.53288920686,202732.90288169013,q43_w28_ols
2025-09,1759004.7282569155,1707653.7505027435,1697.0922275551618,1125527.1750364315,12151.933010764149,-19070.807185557445,1118608.3008616383,9434.927987974223,1128043.2288496124,544348.2094279208,441241.9987608893,217860.76481326728,51677.12445245414,166183.64036081315,q43_w28_ols
2025-10,1871508.5413713688,1773061.9079847273,117.79626846879447,1146013.7910610135,9590.761007642317,-33685.29938853548,1121919.2526801203,597.0206698291431,1122516.2733499496,611933.929979223,490627.4298964669,176739.61313710673,38333.97660649331,138405.6365306134,q43_w28_ols
2025-11,2039541.026930389,1969798.9237321655,0.0,1338298.2889795678,13039.253507182017,-35428.28862751323,1315909.2538592366,0.0,1315909.2538592366,589155.7525071596,483219.69631496374,75890.45955663628,23659.980000700572,52230.47955593571,q43_w28_ols
2025-12,2640178.9199152817,2541753.899874981,10301.5916729502,1922922.0186974313,15194.916886305151,-49731.685575309595,1888385.2500084268,65830.19776360632,1954215.447772033,641182.832392893,519505.12688967615,66340.84981138111,61762.084485414955,4578.765325966149,q43_w28_ols
2025-02,1965774.3075161264,1875562.4080374634,1193.7929332294295,1281590.6806026294,6579.321047600271,-37652.08764106794,1250517.9140091618,5731.571453688961,1256249.4854628507,584112.7728690731,478200.70020247553,56964.456237428785,25731.46021977036,31232.996017658425,q43_raw_fixed
2025-03,1844656.460989,1762710.6260528176,681.1143922651686,1113000.8124245265,15860.688476089139,-33561.062273585834,1095300.4386270298,3218.1957138541093,1098518.634340884,596431.9578235154,483028.74619231495,123670.86234721572,16984.17502386464,106686.68732335109,q43_raw_fixed
2025-04,1550455.4085427555,1496634.041764341,864.0567439285458,894543.2072999928,15133.867561731091,-20782.524656544727,888894.5502051793,4035.775061564017,892930.3252667432,532298.0166089375,431459.581499532,178930.06439886402,13726.109966924982,165203.95443193903,q43_raw_fixed
2025-05,1494102.7407552,1472699.795493787,11212.73111443348,886381.8972891264,20283.05103522226,-12757.849986284004,893907.0983380646,56670.64408566579,950577.7424237304,497928.2264260424,402083.47816706396,201257.3133825753,9970.696965701773,191286.61641687353,q43_raw_fixed
2025-06,1993862.1644247046,1946109.2939010023,12459.069202363016,1349188.5189471573,24988.902514602025,-24498.570578428804,1349678.8508833305,66438.47511463842,1416117.325997969,521122.4954874081,420298.8610946758,107751.5625272998,49250.39868356352,58501.16384373627,q43_raw_fixed
2025-07,2214132.194902551,2184287.9112747144,20670.4265470108,1639433.1367523314,48770.549868879716,-21862.41086072314,1666341.275760488,117134.87673622502,1783476.152496713,511711.3682424231,414192.8112908726,162620.52135350826,72525.9898596129,90094.53149389535,q43_raw_fixed
2025-08,1989261.5770509269,1925850.4642225746,57.24219892573345,1435308.675194937,6240.547772118276,-20312.669643650515,1421236.5533234049,172.43082092556037,1421408.9841443305,494742.1222953836,400758.367437756,247811.08729720596,44360.6825763452,203450.40472086074,q43_raw_fixed
2025-09,1756044.3092611732,1698421.75334841,1658.1881468604643,1127604.8598467296,10732.581036055486,-20219.22430992034,1118118.2165728647,8522.177252207239,1126640.3938250719,512364.99341023527,416979.776318534,216310.85715356912,52168.14417932478,164142.71297424432,q43_raw_fixed
2025-10,1880530.5963131834,1758820.854945179,35.79447372641911,1154091.37813011,4873.586894699596,-39779.78869512242,1119185.1763296872,147.84101375090324,1119333.0173434382,584242.1686655616,473874.9858379978,173355.8755580084,34848.30504402138,138507.570513987,q43_raw_fixed
2025-11,2032480.632854935,1988041.7101019744,1.1215957600937827,1324628.365978997,16541.567881251558,-22830.903172574413,1318339.0306876742,5.700832300241835,1318344.7315199743,609037.6939777503,492954.1955029151,83986.92523956602,35295.44582181918,48691.479417746836,q43_raw_fixed
2025-12,2614865.8592296727,2558102.0938596744,10131.459428481092,1891455.0885148612,25856.57616850307,-31646.741290540987,1885664.9233928234,65787.81611752676,1951452.7395103502,663614.4762260844,537673.6483687462,78255.78919748415,72747.07089531586,5508.718302168293,q43_raw_fixed
2025-02,1965774.3075161264,1875562.4080374634,1193.7929332294295,1281590.6806026294,6579.321047600271,-37652.08764106794,1250517.9140091618,5731.571453688961,1256249.4854628507,584112.7728690731,478200.70020247553,56964.456237428785,25731.46021977036,31232.996017658425,q43_w28_fixed
2025-03,1844656.460989,1762710.6260528176,681.1143922651686,1113000.8124245265,15860.688476089139,-33561.062273585834,1095300.4386270298,3218.1957138541093,1098518.634340884,596431.9578235154,483028.74619231495,123670.86234721572,16984.17502386464,106686.68732335109,q43_w28_fixed
2025-04,1514325.0658107712,1507057.896434458,524.4614194731035,871959.0571001698,34174.76913068743,-12314.397434614762,893819.4287962426,2234.831620723331,896054.2604169659,533147.2209000251,432013.4473834817,188718.9853373876,21024.602435170138,167694.38290221745,q43_w28_fixed
2025-05,1511130.8158917679,1476939.9007627575,9694.218160874017,901908.1772899015,14236.754406528846,-14651.285600736128,901493.6460956943,46799.439390911444,948293.0854866058,492059.76043655525,397078.97287055955,204842.86639096905,13298.381782003833,191544.48460896523,q43_w28_fixed
2025-06,1985921.2262958447,1940948.7893032795,12066.525792764494,1344969.3523062556,25607.61037414557,-23856.311514353503,1346720.6511660477,63108.035579163756,1409828.6867452112,525089.0226432482,423997.2855912233,101930.41186068578,45437.160688266216,56493.251172419565,q43_w28_fixed
2025-07,2240620.1889464427,2190412.4288852373,19919.651042484387,1660091.8968571066,41296.07248436477,-26827.438223498662,1674560.5311179727,113520.1014182145,1788080.6325361873,508124.3396958772,411505.93889375235,168894.4196089303,76641.90527780984,92252.51433112047,q43_w28_fixed
2025-08,1970337.657676609,1924483.4903935257,72.09313127659684,1421222.1919981586,12298.978456742188,-17126.020223572952,1416395.1502313276,224.2744055734078,1416619.4246369011,500269.09793149435,405166.54359273275,245340.16491937407,42323.40052636977,203016.7643930043,q43_w28_fixed
2025-09,1746767.1190123814,1697307.5020169292,1450.0370036510449,1121575.7127114777,13458.542281703303,-19036.847347308394,1115997.4076458726,7796.092070527637,1123793.4997164002,514383.91800984176,418268.3755668338,214258.12932757233,50074.548358338805,164183.58096923353,q43_w28_fixed
2025-10,1869905.8518922399,1765082.8546218749,166.14307111505744,1146246.906766051,9688.052036516297,-35433.86630127237,1120501.092501295,752.6766296266674,1121253.7691309217,582797.3015597579,472767.5431736604,180085.64827355903,41964.49337753794,138121.15489602106,q43_w28_fixed
