slot_id,actual_price_yuan_per_kwh,executed_grid_kwh,price_forecast_0_yuan_per_kwh,grid_plan_0_kwh,price_forecast_6_yuan_per_kwh,grid_plan_6_kwh,price_forecast_12_yuan_per_kwh,grid_plan_12_kwh,price_forecast_18_yuan_per_kwh,grid_plan_18_kwh,hour
30,0.4734,830.781838066999,0.5080286795337876,830.781838066999,,,,,,,4.833333333333333
31,0.4724,1397.0268088533733,0.4718282135560724,1397.0268088533733,,,,,,,5.0
32,0.4647,1403.223628050235,0.4713463134006367,1403.223628050235,,,,,,,5.166666666666667
33,0.4157,1467.090683864479,0.4511513263212973,1467.090683864479,,,,,,,5.333333333333333
34,0.3522,1420.10466802038,0.3722492800820517,1420.10466802038,,,,,,,5.5
35,0.5776,610.1437421196486,0.5596412367455494,610.1437421196486,,,,,,,5.666666666666667
36,0.9361,0.0,0.9010465802551474,0.0,,,,,,,5.833333333333333
37,0.9359,0.0,0.931167475966312,0.0,0.9306235843486336,0.0,,,,,6.0
38,0.8413,0.0,0.8784270789056109,0.0,0.8777983638379405,0.0,,,,,6.166666666666667
39,0.8339,0.0,0.8824669877394063,0.0,0.8818169024374244,0.0,,,,,6.333333333333333
40,0.8388,0.0,0.8489262621212503,0.0,0.8483008827064388,0.0,,,,,6.5
41,0.8619,0.0,0.8177299121721857,0.0,0.8171422881794798,0.0,,,,,6.666666666666667
42,0.8606,0.0,0.8073472671396205,19.887328212128107,0.8067695944558453,0.0,,,,,6.833333333333333
43,0.7668,0.2900528055251382,0.7881102832670489,340.27350356601056,0.7874896151690627,0.2900528055251382,,,,,7.0
44,0.6925,1.9007045942151517,0.7682727667468352,338.3669331574474,0.7676138590606151,1.9007045942151517,,,,,7.166666666666667
45,0.6738,286.7381954063315,0.7232030295623941,302.88616497127185,0.7225640757552184,286.7381954063315,,,,,7.333333333333333
46,0.6789,234.40245761563304,0.6563738358661756,292.34163437453816,0.6558201960270177,234.40245761563304,,,,,7.5
47,0.8776,0.0,0.8371006507780461,0.0,0.8366209157709144,0.0,,,,,7.666666666666667
48,1.1725,0.0,1.1634004995447251,0.0,1.1629586882802982,0.0,,,,,7.833333333333333
49,1.2416,0.0,1.2277037832266908,0.0,1.2272974886044552,0.0,,,,,8.0
50,1.1391,0.0,1.1504480040512777,0.0,1.1500554616377454,0.0,,,,,8.166666666666666
51,1.0287,0.0,1.097594074744806,0.0,1.0971686749090754,0.0,,,,,8.333333333333334
52,1.0357,0.0,1.1104461406138897,0.0,1.109960747845708,0.0,,,,,8.5
53,1.0896,0.0,1.0997278409473288,0.0,1.099306419694791,0.0,,,,,8.666666666666666
54,1.1183,0.0,1.049656491136845,0.0,1.0493534187453926,0.0,,,,,8.833333333333334
55,1.1003,0.0,1.0293537539569848,0.0,1.02901464544696,0.0,,,,,9.0
56,1.0279,0.0,1.0246509671241906,0.0,1.0243529815536765,0.0,,,,,9.166666666666666
57,0.959,0.0,0.9908694316918004,0.0,0.9906474367878358,0.0,,,,,9.333333333333334
58,0.9884,0.0,0.9245129456202844,0.0,0.9241377587348704,0.0,,,,,9.5
59,1.1035,0.0,1.0087085185948077,0.0,1.0083295989196257,0.0,,,,,9.666666666666666
60,1.2188,0.0,1.1736484994266954,0.0,1.1734588576682072,0.0,,,,,9.833333333333334
61,1.2346,0.0,1.1555014154034773,0.0,1.1553443371813623,0.0,,,,,10.0
62,1.1798,0.0,1.1055514057285556,0.0,1.1053457296025242,0.0,,,,,10.166666666666666
63,1.1637,0.0,1.1515113318228436,0.0,1.1513225311934705,0.0,,,,,10.333333333333334
64,1.2307,0.0,1.2224399868307556,0.0,1.2223649756166144,0.0,,,,,10.5
65,1.0006,0.0,0.9955032622820894,0.0,0.9953821519195238,0.0,,,,,10.666666666666666
66,0.5797,402.4072563302436,0.5962533119463075,575.5148829895713,0.5959436761904277,402.4072563302436,,,,,10.833333333333334
67,0.4858,657.2807119329007,0.4950861773150078,791.2455597688677,0.4947189875083935,657.2807119329007,,,,,11.0
68,0.5225,643.2836623019591,0.5120422542298685,782.8257305804673,0.5116727377569481,643.2836623019591,,,,,11.166666666666666
69,0.5186,641.8606084816456,0.5047080972783452,749.3689914174329,0.5043202302721176,641.8606084816456,,,,,11.333333333333334
70,0.5071,628.8962008700873,0.5131722796703371,723.6892426306505,0.5127775111498375,628.8962008700873,,,,,11.5
71,0.4955,591.8272452027389,0.4885952941370069,815.4724089109524,0.488239914062007,591.8272452027389,,,,,11.666666666666666
72,0.4873,551.1863668611098,0.4342582705399048,742.1608918195975,0.4339595447929041,551.1863668611098,,,,,11.833333333333334
73,0.4846,76.1491937049858,0.4148199093732083,771.888185417159,0.4145213960336303,546.5720301975914,0.4146562294052407,76.1491937049858,,,12.0
74,0.4666,74.13314873012776,0.4312535683688648,741.628644915556,0.4308996822518494,560.1288352581888,0.4310488225299357,74.13314873012776,,,12.166666666666666
75,0.4346,73.67116350309365,0.4350763856182495,736.469859721252,0.4346553224734474,562.0609717193622,0.4348052545296352,73.67116350309365,,,12.333333333333334
76,0.4467,437.4845939378534,0.4130612992233456,767.6173696976126,0.4126293859483922,561.2422025093886,0.4127587000021269,437.4845939378534,,,12.5
77,0.6636,52.557690301403504,0.6065310818070149,377.4431041807584,0.6062070361119255,6.648720165041797,0.6064802816049579,52.557690301403504,,,12.666666666666666
78,0.9323,0.0,0.8929343701324909,0.0,0.8927160225542099,0.0,0.8932004641348401,0.0,,,12.833333333333334
79,0.9198,0.0,0.8879298905942357,0.0,0.8876341772612237,0.0,0.8880983472991744,0.0,,,13.0
80,0.911,15.201737402793704,0.8585603115074656,20.096837789250348,0.8582917218628158,11.008423241416082,0.858717081862233,15.201737402793704,,,13.166666666666666
81,0.9813,0.0,0.9095296369519632,0.0,0.9093792871847628,0.0,0.9098267810244112,0.0,,,13.333333333333334
82,0.9461,0.0,0.8981197962580895,0.0,0.8978886181236736,0.0,0.8983011560569547,0.0,,,13.5
83,1.0366,0.0,0.9980762755696182,0.0,0.9978294993115164,2.1948967325996815e-06,0.9982911316395652,0.0,,,13.666666666666666
84,1.2214,0.0,1.185287047938453,0.0,1.1851658280735302,0.0,1.1857448667068264,0.0,,,13.833333333333334
85,1.2113,0.0,1.231505335399848,0.0,1.2314451712794332,0.0,1.2320295086752118,0.0,,,14.0
86,1.1605,0.0,1.2138922045301117,0.0,1.213825542268382,0.0,1.214362004867353,0.0,,,14.166666666666666
87,1.1985,0.0,1.2452743280493914,0.0,1.2451918128900945,0.0,1.245715345136145,0.0,,,14.333333333333334
88,1.2575,0.0,1.3124019199681736,0.0,1.312325108941967,0.0,1.3128618128408105,0.0,,,14.5
89,1.0614,0.0,1.095959401490833,0.0,1.095810896601465,0.0,1.09614056452465,0.0,,,14.666666666666666
90,0.7398,361.0229640335969,0.7530619577170804,361.02295213806343,0.7527985183717697,361.0229521652135,0.7528220803871553,361.0229640335969,,,14.833333333333334
91,0.7166,407.9361541894343,0.7815649102429537,406.3497704423317,0.7812831116409464,406.35726305939903,0.781285771218179,407.9361541894343,,,15.0
92,0.7787,348.2062119471696,0.8491673542618631,348.19556404122955,0.8488661067286256,348.18825983965644,0.8488769319596725,348.2062119471696,,,15.166666666666666
93,0.7873,424.7221275363512,0.8063745951020163,424.7204312504524,0.8060132268726772,424.70448485957394,0.8059463675075111,424.7221275363512,,,15.333333333333334
94,0.8204,417.1354506643325,0.8345582001699251,417.1294492297554,0.8341551161152306,417.12746580737456,0.8340651803134461,417.1354506643325,,,15.5
95,0.8682,464.3249187032635,0.8575641611693633,464.31988621976353,0.8571200497516196,464.3353880493777,0.8570033381134035,464.3249187032635,,,15.666666666666666
96,0.904,521.8302232931827,0.836890293877126,521.8106454089315,0.8364207616635099,521.8098860117856,0.8362450196634066,521.8302232931827,,,15.833333333333334
97,0.9148,562.3236884893165,0.8340967476036436,560.0375022787639,0.8336538229888201,560.0358742788474,0.8334351989553574,562.3236884893165,,,16.0
98,0.9133,630.3728009448366,0.8849680293208856,630.3723713235338,0.8845178975131806,630.3722469355862,0.8842973334234578,630.3728009448366,,,16.166666666666668
99,0.9322,668.3026891258941,0.9630842635858888,668.2993968909797,0.962602391774618,668.2994541042473,0.9624012830346316,668.3026891258941,,,16.333333333333332
100,0.9913,717.046189760182,1.004105593511746,717.0443646225498,1.0036592837069451,717.0443809025319,1.0034532389386994,717.046189760182,,,16.5
101,1.0072,760.124014332593,1.0116484765617584,760.1238592690171,1.0112306759544876,760.124339548394,1.0109959202964165,760.124014332593,,,16.666666666666668
102,0.988,893.9030919917673,1.0040456471710466,893.903090030246,1.0035878172029271,893.9029447613286,1.0033128108502571,893.9030919917673,,,16.833333333333332
103,1.0242,938.0859958153292,1.0060809162584967,938.0860009880332,1.0055472418325917,938.0857535473556,1.0052406299403074,938.0859958153292,,,17.0
104,1.0733,916.596615192066,1.074690394992667,916.5937270883398,1.0742202015461353,916.593053215331,1.0739399117651125,916.596615192066,,,17.166666666666668
105,1.0972,956.5224361838024,1.1471553598466118,956.5224206338264,1.1468173875739225,956.5225690890009,1.1465714578894095,956.5224361838024,,,17.333333333333332
106,1.115,1040.4227364013404,1.1146397325448234,1040.421075142902,1.114263946078374,1040.411602180486,1.113969909757297,1040.4227364013404,,,17.5
107,1.2103,935.8909480139748,1.1811606116508335,935.8889013377476,1.1807742674401327,935.8881298052733,1.180511696080074,935.8909480139748,,,17.666666666666668
108,1.3294,746.4275710072357,1.3275779635427407,746.427578804901,1.327257076435041,746.4270980611599,1.3270926622659591,746.4275710072357,,,17.833333333333332
109,1.3282,792.509836335857,1.333667511114431,792.5098366031056,1.333334561636938,792.5092334789102,1.333162282309349,792.509836335857,1.3331082904725249,792.509836335857,18.0
110,1.3099,878.4188304918036,1.3717287997580765,878.4188250116875,1.3713775752990238,878.4179519841197,1.3712251205127046,878.4188304918036,1.3712732067121212,878.4188304918036,18.166666666666668
111,1.3435,908.13015247616,1.448768960259029,908.1301552740456,1.4484169497580035,908.1296912976778,1.448318171499274,908.13015247616,1.4484667437126122,908.13015247616,18.333333333333332
112,1.4162,974.2997387092388,1.4079253337175262,974.299707384512,1.4075434044565844,974.2997587021416,1.407411115803379,974.2997387092388,1.4076168519020609,974.2997387092388,18.5
113,1.5733,932.844816462963,1.4908849357516123,932.8448254642672,1.4905435425240057,932.84477069866,1.4904779907144308,932.844816462963,1.4906857233993196,932.844816462963,18.666666666666668
114,1.7201,234.76293421440232,1.6805345307024,234.76292249882005,1.6802979806135352,234.76294740250972,1.6803861452043316,234.76293421440232,1.68053896317988,234.76293421440232,18.833333333333332
115,1.692,295.64387308025294,1.6967610440406788,295.6438802263884,1.696573390727087,295.64331342572456,1.6966848101725192,295.64387308025294,1.696752550773985,295.64387308025294,19.0
116,1.6578,543.9446596708063,1.6480938552924451,543.9446362311647,1.64789735680012,543.944112360327,1.6479841527865773,543.9446596708063,1.6480585969039376,543.9446596708063,19.166666666666668
117,1.6817,884.2344497738198,1.6419336897184535,884.234449699429,1.6417062608890525,884.2344606559994,1.6418034649562336,884.2344497738198,1.6419945122995865,884.2344497738198,19.333333333333332
118,1.6752,248.761993793126,1.675013503755362,248.76199419446056,1.6747818229792195,248.76192736267217,1.6749234272301234,248.761993793126,1.6752036694235384,248.761993793126,19.5
119,1.6923,291.42744165526256,1.7117772248535754,291.4274457956677,1.7116337615906818,291.42791859536817,1.7118286361150297,291.42744165526256,1.7119518276699566,291.42744165526256,19.666666666666668
120,1.7217,315.1158985536514,1.722166774904451,315.11589297005935,1.7221148103342283,315.115256836472,1.7223458548088248,315.1158985536514,1.7222772864947693,315.1158985536514,19.833333333333332
121,1.6813,273.6239834787426,1.69607195832577,273.62398825095886,1.6959515082542866,273.62381466197155,1.6961884369700575,273.6239834787426,1.696329336874657,273.6239834787426,20.0
122,1.62,264.43712148370577,1.655902522511584,264.4371239506687,1.6557267470790624,264.4365698402574,1.6559617443660244,264.43712148370577,1.6562630031029988,264.43712148370577,20.166666666666668
123,1.6363,286.1934115845041,1.666739158571083,286.1934084987258,1.6666244833891812,286.19302536644796,1.6669024467539444,286.1934115845041,1.6671020615357246,286.1934115845041,20.333333333333332
124,1.7345,271.0300948810708,1.7365674826678958,271.03009639599486,1.7365475634311784,271.02926024813445,1.736916548878161,271.0300948810708,1.7369874741215705,271.0300948810708,20.5
125,1.5045,951.9167992727264,1.5295606160439128,951.9167753639932,1.529482010921703,951.9171460970606,1.5297277941969174,951.9167992727264,1.5297924090035888,951.9167992727264,20.666666666666668
126,1.0951,1017.5215963632968,1.1497581020277738,1017.5215725413822,1.149536889512899,1017.519629103188,1.1495265180518448,1017.5215963632968,1.149628757180371,1017.5215963632968,20.833333333333332
127,1.0821,1059.691483053515,1.0661601485102583,1059.6914709254622,1.0659645851327264,1059.691312425888,1.0659304463650503,1059.691483053515,1.0659296138367538,1059.691483053515,21.0
128,1.1199,1035.3880288158225,1.1094299284491782,1035.3880186312824,1.1092950011841407,1035.3879829044045,1.1093358095476855,1035.3880288158225,1.109272962139438,1035.3880288158225,21.166666666666668
129,1.0793,1036.9464374997558,1.1312246847638818,1036.9464355156172,1.1310809033892262,1036.9464877112584,1.1311786277249398,1036.9464374997558,1.1312203848597335,1036.9464374997558,21.333333333333332
130,1.14,1041.303644978878,1.1203259581648854,1041.3036427779696,1.1201333966093874,1041.3037880908478,1.1202621088564966,1041.303644978878,1.1204816056492397,1041.303644978878,21.5
131,0.9256,974.6817645186684,0.8864660446537925,974.6817707612436,0.8862422738424043,974.6827455430014,0.8862325838751131,974.6817645186684,0.8863396310712864,974.6817645186684,21.666666666666668
132,0.5277,919.7323581121992,0.5678461611628282,919.7323608137706,0.5676126650623596,919.732423082607,0.5674003402224214,919.7323581121992,0.5672428739451914,919.7323581121992,21.833333333333332
133,0.4699,933.6413579693756,0.5300119799898471,933.6413580454224,0.5297486635690536,934.035849564866,0.52954643722183,933.6413579693756,0.5294806134459387,933.6413579693756,22.0
134,0.5646,933.6340559232648,0.5595156306453614,933.6340584713188,0.5592124639238448,933.6336360440528,0.5590704145232794,933.6340559232648,0.5591939705521374,933.6340559232648,22.166666666666668
135,0.6083,989.0720593215742,0.5412792262236139,989.0721033389488,0.540979631829206,967.2090927190984,0.5408615708891324,989.0720593215742,0.5410012306481795,989.0720593215742,22.333333333333332
136,0.592,919.8512868907092,0.5670230666197559,919.8512845359428,0.5668139358236849,919.929827471686,0.5667547124811516,919.8512868907092,0.5667168524921147,919.8512868907092,22.5
137,0.6036,837.6942980780691,0.5707675120613982,837.6941717622062,0.5706300149375075,837.6548949338775,0.5706105030420823,837.6942980780691,0.570419491264784,837.6942980780691,22.666666666666668
138,0.6346,819.8382855650335,0.5335952385202645,819.8382844234825,0.5334417572785185,819.8382413981981,0.5334259349439718,819.8382855650335,0.5332738178221342,819.8382855650335,22.833333333333332
139,0.597,890.0269316407439,0.5140022227806347,890.0269313380884,0.5137741474404812,890.0269963998632,0.5137712814445443,890.0269316407439,0.5138335550479183,890.0269316407439,23.0
140,0.5578,893.9461302677977,0.524869224703536,893.9461350250677,0.5246265373988301,893.9536893740284,0.5246593335019083,893.9461302677977,0.5248003580939482,893.9461302677977,23.166666666666668
141,0.5512,846.322658274477,0.5436790066098256,846.322656067078,0.5435226253212077,846.3222090050422,0.5435977543110972,846.322658274477,0.5435452469624158,846.322658274477,23.333333333333332
142,0.5411,868.8061182063847,0.5407974693038043,868.8061292803399,0.5407507756776455,868.8020503869166,0.5408496351126649,868.8061182063847,0.5405114902115811,868.8061182063847,23.5
143,0.5049,864.2081131768067,0.5464941814260356,864.2081149770149,0.5464337559884757,864.2171719217148,0.5465559078193463,864.2081131768067,0.5462746181367524,864.2081131768067,23.666666666666668
144,0.4809,824.9347027882638,0.5555755958327558,824.934697652625,0.5554471045793016,824.934545086674,0.5555902569605183,824.9347027882638,0.5555133761871229,824.9347027882638,23.833333333333332
