date,interval_start,interval_end,emergency_kwh,ten_minute_intervals
2025-02-16,2025-02-16 20:10:00,2025-02-16 20:40:00,1569.9387984852003,3
2025-02-16,2025-02-16 21:40:00,2025-02-16 21:50:00,14.90672508584712,1
2025-02-17,2025-02-17 05:50:00,2025-02-17 06:10:00,63.569407202927664,2
2025-02-17,2025-02-17 20:20:00,2025-02-17 20:40:00,834.6433401277516,2
2025-02-17,2025-02-17 21:30:00,2025-02-17 21:40:00,12.904839922944824,1
2025-02-18,2025-02-18 05:50:00,2025-02-18 06:10:00,77.34426666666661,2
2025-02-18,2025-02-18 06:20:00,2025-02-18 06:30:00,10.793333333333294,1
2025-02-18,2025-02-18 20:20:00,2025-02-18 20:40:00,795.708306758564,2
2025-02-19,2025-02-19 05:50:00,2025-02-19 06:10:00,62.400049999999965,2
2025-02-19,2025-02-19 06:20:00,2025-02-19 06:30:00,77.96624999999995,1
2025-02-19,2025-02-19 09:50:00,2025-02-19 10:40:00,314.55264980996003,5
2025-02-19,2025-02-19 20:30:00,2025-02-19 21:50:00,778.8887362169463,8
2025-02-20,2025-02-20 05:50:00,2025-02-20 06:10:00,71.0108666666664,2
2025-02-20,2025-02-20 20:20:00,2025-02-20 21:20:00,846.3964579214417,6
2025-02-21,2025-02-21 07:20:00,2025-02-21 08:30:00,944.7882019306044,7
2025-02-21,2025-02-21 20:40:00,2025-02-21 21:20:00,244.33848818483676,4
2025-02-21,2025-02-21 21:30:00,2025-02-21 21:50:00,259.6719318034327,2
2025-02-22,2025-02-22 07:20:00,2025-02-22 08:20:00,891.2112754921127,6
2025-02-22,2025-02-22 20:30:00,2025-02-22 20:50:00,502.9486521027991,2
2025-02-22,2025-02-22 21:30:00,2025-02-22 21:50:00,198.10903069957686,2
2025-02-23,2025-02-23 05:50:00,2025-02-23 06:20:00,94.49599999999998,3
2025-02-23,2025-02-23 10:10:00,2025-02-23 10:40:00,198.99269680673143,3
2025-02-23,2025-02-23 20:30:00,2025-02-23 20:40:00,594.3779660595616,1
2025-02-23,2025-02-23 21:00:00,2025-02-23 21:30:00,54.7538902534116,3
2025-02-23,2025-02-23 21:40:00,2025-02-23 21:50:00,4.591248589473503,1
2025-02-24,2025-02-24 05:50:00,2025-02-24 06:20:00,85.68513333333328,3
2025-02-24,2025-02-24 20:20:00,2025-02-24 21:00:00,897.0218595698934,4
2025-02-24,2025-02-24 21:30:00,2025-02-24 21:50:00,26.895582056841544,2
2025-02-25,2025-02-25 05:50:00,2025-02-25 06:30:00,121.23386666666659,4
2025-02-25,2025-02-25 20:30:00,2025-02-25 21:50:00,659.4382479455722,8
2025-02-26,2025-02-26 05:50:00,2025-02-26 06:30:00,81.53016666666645,4
2025-02-26,2025-02-26 20:30:00,2025-02-26 20:50:00,668.247388976823,2
2025-02-27,2025-02-27 05:50:00,2025-02-27 06:20:00,80.5520499999999,3
2025-02-27,2025-02-27 09:30:00,2025-02-27 10:20:00,442.82853052947985,5
2025-02-27,2025-02-27 20:30:00,2025-02-27 20:50:00,711.8283067844018,2
2025-02-27,2025-02-27 21:20:00,2025-02-27 21:40:00,46.16766572718211,2
2025-02-28,2025-02-28 07:10:00,2025-02-28 08:10:00,933.7610400634394,6
2025-02-28,2025-02-28 20:40:00,2025-02-28 21:50:00,707.7691166947936,7
2025-03-01,2025-03-01 20:40:00,2025-03-01 21:20:00,486.33846934915823,4
2025-03-01,2025-03-01 21:30:00,2025-03-01 21:50:00,253.52556512318287,2
2025-03-02,2025-03-02 19:20:00,2025-03-02 21:10:00,5433.162010856441,11
2025-03-02,2025-03-02 21:20:00,2025-03-02 21:40:00,69.76767191359765,2
2025-03-03,2025-03-03 09:30:00,2025-03-03 10:40:00,1104.348822594517,7
2025-03-03,2025-03-03 19:50:00,2025-03-03 21:40:00,3241.6587424098975,11
2025-03-04,2025-03-04 06:00:00,2025-03-04 06:10:00,0.6247333333333245,1
2025-03-04,2025-03-04 20:30:00,2025-03-04 21:10:00,513.5773579953586,4
2025-03-04,2025-03-04 21:20:00,2025-03-04 21:50:00,19.222194170148462,3
2025-03-05,2025-03-05 05:50:00,2025-03-05 06:10:00,6.6182999999999765,2
2025-03-05,2025-03-05 20:30:00,2025-03-05 20:50:00,542.7576724891686,2
2025-03-05,2025-03-05 21:10:00,2025-03-05 21:30:00,16.208958502664974,2
2025-03-06,2025-03-06 20:30:00,2025-03-06 21:10:00,655.1965830313508,4
2025-03-07,2025-03-07 20:40:00,2025-03-07 21:00:00,48.681212488829146,2
2025-03-07,2025-03-07 21:10:00,2025-03-07 22:00:00,488.10407359414074,5
2025-03-08,2025-03-08 06:50:00,2025-03-08 08:00:00,1087.1914089689005,7
2025-03-08,2025-03-08 20:40:00,2025-03-08 20:50:00,51.80603947137098,1
2025-03-08,2025-03-08 21:30:00,2025-03-08 21:50:00,335.96714673638957,2
2025-03-09,2025-03-09 20:30:00,2025-03-09 20:40:00,381.3298735008142,1
2025-03-09,2025-03-09 20:50:00,2025-03-09 21:00:00,2.5946627884568443,1
2025-03-10,2025-03-10 09:10:00,2025-03-10 10:20:00,871.1681623052675,7
2025-03-10,2025-03-10 20:10:00,2025-03-10 20:40:00,1539.6100383257594,3
2025-03-11,2025-03-11 20:30:00,2025-03-11 20:40:00,673.7012863378816,1
2025-03-11,2025-03-11 21:20:00,2025-03-11 21:30:00,11.471189839548014,1
2025-03-12,2025-03-12 20:20:00,2025-03-12 20:40:00,810.7617451225565,2
2025-03-12,2025-03-12 21:00:00,2025-03-12 21:10:00,8.93237454455393,1
2025-03-13,2025-03-13 09:30:00,2025-03-13 10:50:00,1080.4784830471494,8
2025-03-13,2025-03-13 20:00:00,2025-03-13 20:50:00,2732.4356683323513,5
2025-03-14,2025-03-14 06:30:00,2025-03-14 07:50:00,1378.3367752742615,8
2025-03-14,2025-03-14 20:40:00,2025-03-14 20:50:00,236.44504508130856,1
2025-03-14,2025-03-14 21:30:00,2025-03-14 21:40:00,368.0826818978341,1
2025-03-14,2025-03-14 22:50:00,2025-03-15 00:00:00,283.11744743416057,7
2025-03-15,2025-03-15 06:50:00,2025-03-15 07:50:00,1083.5348218629558,6
2025-03-15,2025-03-15 20:40:00,2025-03-16 00:00:00,1297.5568126484197,20
2025-03-16,2025-03-16 05:50:00,2025-03-16 06:00:00,1.6399999999999864,1
2025-03-16,2025-03-16 09:00:00,2025-03-16 09:20:00,27.90581666396986,2
2025-03-16,2025-03-16 20:30:00,2025-03-16 20:40:00,635.2554817939996,1
2025-03-16,2025-03-16 23:00:00,2025-03-17 00:00:00,155.89918285119475,6
2025-03-17,2025-03-17 20:30:00,2025-03-17 20:40:00,496.6229786103224,1
2025-03-17,2025-03-17 20:50:00,2025-03-17 21:10:00,30.85999119649325,2
2025-03-18,2025-03-18 08:50:00,2025-03-18 10:00:00,955.7325121966471,7
2025-03-18,2025-03-18 20:30:00,2025-03-18 20:50:00,649.807279906152,2
2025-03-18,2025-03-18 23:00:00,2025-03-19 00:00:00,248.24073442117307,6
2025-03-19,2025-03-19 09:10:00,2025-03-19 09:40:00,304.52378220022433,3
2025-03-19,2025-03-19 20:30:00,2025-03-19 20:50:00,314.64117562966584,2
2025-03-19,2025-03-19 21:20:00,2025-03-19 21:50:00,50.7546385678048,3
2025-03-20,2025-03-20 09:20:00,2025-03-20 10:00:00,166.94651582146702,4
2025-03-20,2025-03-20 20:30:00,2025-03-20 20:40:00,672.038415118241,1
2025-03-20,2025-03-20 21:20:00,2025-03-20 21:50:00,32.6726419318433,3
2025-03-20,2025-03-20 23:40:00,2025-03-21 00:00:00,10.472689514901681,2
2025-03-21,2025-03-21 06:20:00,2025-03-21 07:40:00,1463.2087302523078,8
2025-03-21,2025-03-21 20:40:00,2025-03-21 20:50:00,100.23854676024672,1
2025-03-21,2025-03-21 21:00:00,2025-03-21 21:50:00,560.572035232082,5
2025-03-21,2025-03-21 22:00:00,2025-03-22 00:00:00,494.78187744598875,12
2025-03-22,2025-03-22 06:50:00,2025-03-22 07:40:00,663.3024583726321,5
2025-03-22,2025-03-22 20:40:00,2025-03-22 20:50:00,16.049902375367594,1
2025-03-22,2025-03-22 21:30:00,2025-03-22 21:40:00,185.4769561056411,1
2025-03-22,2025-03-22 22:30:00,2025-03-22 22:40:00,4.244660421948583,1
2025-03-22,2025-03-22 22:50:00,2025-03-23 00:00:00,221.24908324276024,7
2025-03-23,2025-03-23 09:10:00,2025-03-23 10:00:00,458.7172390846835,5
2025-03-23,2025-03-23 20:20:00,2025-03-23 20:40:00,802.8777979876126,2
2025-03-23,2025-03-23 20:50:00,2025-03-23 21:10:00,27.141139484239467,2
2025-03-24,2025-03-24 09:00:00,2025-03-24 09:40:00,333.4359000420951,4
2025-03-24,2025-03-24 20:30:00,2025-03-24 20:50:00,452.35799507027076,2
2025-03-24,2025-03-24 21:20:00,2025-03-24 21:30:00,6.047917029018752,1
2025-03-24,2025-03-24 22:50:00,2025-03-24 23:20:00,124.43555036003531,3
2025-03-24,2025-03-24 23:30:00,2025-03-25 00:00:00,195.04300977739953,3
2025-03-25,2025-03-25 08:50:00,2025-03-25 10:40:00,1111.1082423684343,11
2025-03-25,2025-03-25 20:10:00,2025-03-25 20:40:00,1512.7322827252642,3
2025-03-25,2025-03-25 20:50:00,2025-03-25 21:30:00,131.46308642859972,4
2025-03-25,2025-03-25 22:30:00,2025-03-25 22:50:00,56.5705751739743,2
2025-03-25,2025-03-25 23:00:00,2025-03-25 23:40:00,166.45217993695204,4
2025-03-25,2025-03-25 23:50:00,2025-03-26 00:00:00,7.918737032879493,1
2025-03-26,2025-03-26 08:50:00,2025-03-26 09:30:00,348.8432809651118,4
2025-03-26,2025-03-26 20:30:00,2025-03-26 20:40:00,576.358479485819,1
2025-03-26,2025-03-26 22:10:00,2025-03-26 23:00:00,124.05902150866461,5
2025-03-26,2025-03-26 23:20:00,2025-03-27 00:00:00,196.40031070512882,4
2025-03-27,2025-03-27 09:00:00,2025-03-27 09:40:00,301.7459347019113,4
2025-03-27,2025-03-27 20:20:00,2025-03-27 21:10:00,844.0443726336869,5
2025-03-27,2025-03-27 21:30:00,2025-03-27 22:00:00,65.73906124145779,3
2025-03-27,2025-03-27 22:30:00,2025-03-27 23:30:00,292.2451633290394,6
2025-03-27,2025-03-27 23:50:00,2025-03-28 00:00:00,7.745786830267287,1
2025-03-28,2025-03-28 06:30:00,2025-03-28 07:50:00,1223.0282116520793,8
2025-03-28,2025-03-28 21:10:00,2025-03-28 21:40:00,466.4176861184009,3
2025-03-28,2025-03-28 22:40:00,2025-03-29 00:00:00,341.4742084577747,8
2025-03-29,2025-03-29 06:40:00,2025-03-29 07:40:00,785.4543646412951,6
2025-03-29,2025-03-29 20:40:00,2025-03-29 23:10:00,992.0686904743284,15
2025-03-29,2025-03-29 23:30:00,2025-03-30 00:00:00,85.77120095126975,3
2025-03-30,2025-03-30 20:30:00,2025-03-30 20:40:00,361.639802654312,1
2025-03-30,2025-03-30 23:30:00,2025-03-31 00:00:00,94.49084282386491,3
2025-03-31,2025-03-31 20:10:00,2025-03-31 20:40:00,1432.7450711568204,3
2025-03-31,2025-03-31 20:50:00,2025-03-31 21:10:00,31.72471085283523,2
2025-03-31,2025-03-31 21:20:00,2025-03-31 22:00:00,64.50385388535031,4
2025-03-31,2025-03-31 23:20:00,2025-03-31 23:30:00,12.935089559669905,1
2025-04-01,2025-04-01 19:40:00,2025-04-01 20:50:00,3794.7424551742015,7
2025-04-01,2025-04-01 21:40:00,2025-04-01 21:50:00,31.096016967467676,1
2025-04-02,2025-04-02 08:20:00,2025-04-02 10:20:00,2351.5914622400637,12
2025-04-02,2025-04-02 20:00:00,2025-04-02 22:00:00,2416.7164665542496,12
2025-04-02,2025-04-02 23:00:00,2025-04-02 23:20:00,55.04585969531263,2
2025-04-02,2025-04-02 23:30:00,2025-04-03 00:00:00,70.6011578735453,3
2025-04-03,2025-04-03 08:40:00,2025-04-03 09:30:00,710.3883683659355,5
2025-04-03,2025-04-03 20:30:00,2025-04-03 20:40:00,715.1117556147748,1
2025-04-03,2025-04-03 21:00:00,2025-04-03 21:20:00,9.272606223242724,2
2025-04-03,2025-04-03 23:20:00,2025-04-03 23:50:00,217.3079916192421,3
2025-04-04,2025-04-04 06:30:00,2025-04-04 07:30:00,967.3441868755917,6
2025-04-04,2025-04-04 20:40:00,2025-04-04 21:00:00,211.46243257138036,2
2025-04-04,2025-04-04 21:30:00,2025-04-05 00:00:00,839.3321251758448,15
2025-04-05,2025-04-05 06:40:00,2025-04-05 07:20:00,368.00559797544645,4
2025-04-05,2025-04-05 20:40:00,2025-04-05 21:10:00,245.99586212502334,3
2025-04-05,2025-04-05 21:30:00,2025-04-05 22:10:00,488.30454546008735,4
2025-04-05,2025-04-05 22:40:00,2025-04-06 00:00:00,360.5699130702578,8
2025-04-06,2025-04-06 20:30:00,2025-04-06 21:00:00,539.1392800231104,3
2025-04-06,2025-04-06 21:30:00,2025-04-06 21:50:00,40.94132518169592,2
2025-04-06,2025-04-06 23:20:00,2025-04-06 23:50:00,65.80331011718322,3
2025-04-07,2025-04-07 20:30:00,2025-04-07 20:40:00,472.79264905712546,1
2025-04-07,2025-04-07 21:00:00,2025-04-07 21:20:00,13.725102354983505,2
2025-04-07,2025-04-07 22:20:00,2025-04-08 00:00:00,441.01946165148473,10
2025-04-08,2025-04-08 08:50:00,2025-04-08 09:40:00,186.18078480818642,5
2025-04-08,2025-04-08 20:20:00,2025-04-08 20:40:00,925.4244526867465,2
2025-04-08,2025-04-08 21:00:00,2025-04-08 21:30:00,77.22341815095338,3
2025-04-08,2025-04-08 22:20:00,2025-04-09 00:00:00,408.0509583225769,10
2025-04-09,2025-04-09 19:50:00,2025-04-09 21:00:00,3275.988383468453,7
2025-04-09,2025-04-09 22:20:00,2025-04-09 22:50:00,160.90859078756102,3
2025-04-09,2025-04-09 23:10:00,2025-04-10 00:00:00,192.31715010135213,5
2025-04-10,2025-04-10 20:30:00,2025-04-10 21:00:00,718.1687683937312,3
2025-04-10,2025-04-10 21:30:00,2025-04-10 22:30:00,133.61788078219027,6
2025-04-10,2025-04-10 23:20:00,2025-04-10 23:30:00,1.8871447583793923,1
2025-04-11,2025-04-11 06:20:00,2025-04-11 07:20:00,690.6947683894252,6
2025-04-11,2025-04-11 20:40:00,2025-04-11 20:50:00,77.22073779041267,1
2025-04-11,2025-04-11 21:20:00,2025-04-11 21:40:00,452.3823766424115,2
2025-04-11,2025-04-11 21:50:00,2025-04-11 22:00:00,0.9490899287268012,1
2025-04-11,2025-04-11 22:10:00,2025-04-11 22:50:00,155.562367610293,4
2025-04-11,2025-04-11 23:00:00,2025-04-12 00:00:00,342.7428159617971,6
2025-04-12,2025-04-12 21:30:00,2025-04-12 21:40:00,327.18158308550517,1
2025-04-12,2025-04-12 22:30:00,2025-04-13 00:00:00,231.7939686648518,9
2025-04-13,2025-04-13 20:20:00,2025-04-13 21:20:00,1065.1929425668,6
2025-04-13,2025-04-13 22:40:00,2025-04-13 23:00:00,58.27368120256087,2
2025-04-13,2025-04-13 23:40:00,2025-04-14 00:00:00,31.284458432328712,2
2025-04-14,2025-04-14 20:30:00,2025-04-14 20:50:00,667.2404207594224,2
2025-04-14,2025-04-14 21:30:00,2025-04-14 21:40:00,8.000117632303976,1
2025-04-14,2025-04-14 23:10:00,2025-04-14 23:20:00,21.38369004276806,1
2025-04-14,2025-04-14 23:30:00,2025-04-15 00:00:00,118.58649882680594,3
2025-04-15,2025-04-15 20:30:00,2025-04-15 21:10:00,368.0802958953213,4
2025-04-15,2025-04-15 21:40:00,2025-04-15 22:00:00,45.2661949776286,2
2025-04-16,2025-04-16 20:00:00,2025-04-16 20:40:00,2185.4786319593595,4
2025-04-16,2025-04-16 21:00:00,2025-04-16 21:50:00,108.47056114378918,5
2025-04-16,2025-04-16 22:50:00,2025-04-17 00:00:00,234.41295841225013,7
2025-04-17,2025-04-17 20:20:00,2025-04-17 20:40:00,747.7731024160903,2
2025-04-17,2025-04-17 21:20:00,2025-04-17 21:30:00,9.291219624056158,1
2025-04-17,2025-04-17 23:30:00,2025-04-18 00:00:00,99.66821990506558,3
2025-04-18,2025-04-18 06:20:00,2025-04-18 07:10:00,645.3677594574458,5
2025-04-18,2025-04-18 21:30:00,2025-04-18 21:50:00,421.9423249984559,2
2025-04-18,2025-04-18 23:00:00,2025-04-19 00:00:00,89.64544723191196,6
2025-04-19,2025-04-19 06:20:00,2025-04-19 07:30:00,813.9339699664363,7
2025-04-19,2025-04-19 20:40:00,2025-04-19 21:10:00,60.34973254024419,3
2025-04-19,2025-04-19 21:20:00,2025-04-19 21:40:00,471.20858270789785,2
2025-04-19,2025-04-19 22:00:00,2025-04-19 22:30:00,115.25050538521896,3
2025-04-19,2025-04-19 23:00:00,2025-04-20 00:00:00,201.45994690873323,6
2025-04-20,2025-04-20 20:30:00,2025-04-20 20:40:00,571.5078455904936,1
2025-04-20,2025-04-20 23:20:00,2025-04-21 00:00:00,153.1882427631846,4
2025-04-21,2025-04-21 20:30:00,2025-04-21 21:30:00,481.5386623576039,6
2025-04-21,2025-04-21 22:30:00,2025-04-22 00:00:00,317.9857459228259,9
2025-04-22,2025-04-22 20:20:00,2025-04-22 20:40:00,954.3515553000751,2
2025-04-22,2025-04-22 21:20:00,2025-04-22 21:40:00,70.58876877688037,2
2025-04-22,2025-04-22 22:10:00,2025-04-22 22:50:00,98.02267954530733,4
2025-04-22,2025-04-22 23:00:00,2025-04-23 00:00:00,340.22597165906745,6
2025-04-23,2025-04-23 20:30:00,2025-04-23 20:40:00,402.94181947001135,1
2025-04-23,2025-04-23 21:40:00,2025-04-23 22:00:00,29.40506404635162,2
2025-04-23,2025-04-23 23:10:00,2025-04-23 23:30:00,31.774151882618707,2
2025-04-23,2025-04-23 23:50:00,2025-04-24 00:00:00,29.391963181992946,1
2025-04-24,2025-04-24 20:30:00,2025-04-24 20:40:00,605.7531344974939,1
2025-04-24,2025-04-24 21:10:00,2025-04-24 21:50:00,99.67801638367094,4
2025-04-24,2025-04-24 22:20:00,2025-04-25 00:00:00,259.40279569180217,10
2025-04-25,2025-04-25 06:20:00,2025-04-25 07:00:00,387.20502379825695,4
2025-04-25,2025-04-25 20:40:00,2025-04-25 21:50:00,751.8521738647704,7
2025-04-25,2025-04-25 22:00:00,2025-04-26 00:00:00,608.8248356438849,12
2025-04-26,2025-04-26 06:20:00,2025-04-26 07:10:00,287.49305655943,5
2025-04-26,2025-04-26 20:40:00,2025-04-26 21:20:00,494.0778496767561,4
2025-04-26,2025-04-26 21:30:00,2025-04-26 22:00:00,500.7282044138525,3
2025-04-26,2025-04-26 22:30:00,2025-04-27 00:00:00,441.1008318593796,9
2025-04-27,2025-04-27 20:10:00,2025-04-27 20:40:00,1650.1231276706808,3
2025-04-27,2025-04-27 21:00:00,2025-04-27 21:20:00,39.88019824902938,2
2025-04-27,2025-04-27 21:30:00,2025-04-27 21:50:00,15.824194170750637,2
2025-04-27,2025-04-27 22:50:00,2025-04-28 00:00:00,170.84284347185312,7
2025-04-28,2025-04-28 09:10:00,2025-04-28 09:50:00,356.7101622566955,4
2025-04-28,2025-04-28 19:10:00,2025-04-28 21:00:00,6348.655550865113,11
2025-04-28,2025-04-28 22:00:00,2025-04-28 22:20:00,7.460504398330772,2
2025-04-28,2025-04-28 23:20:00,2025-04-29 00:00:00,76.33371474026907,4
2025-04-29,2025-04-29 20:20:00,2025-04-29 20:40:00,1308.2604381257306,2
2025-04-30,2025-04-30 20:30:00,2025-04-30 21:20:00,558.3305411709573,5
2025-04-30,2025-04-30 23:30:00,2025-05-01 00:00:00,195.53659940781716,3
2025-05-01,2025-05-01 08:30:00,2025-05-01 09:10:00,463.49568497154274,4
2025-05-01,2025-05-01 20:10:00,2025-05-02 00:00:00,3961.075421965644,23
2025-05-02,2025-05-02 05:20:00,2025-05-02 05:30:00,21.757109487902227,1
2025-05-02,2025-05-02 05:50:00,2025-05-02 07:30:00,1412.725372042462,10
2025-05-02,2025-05-02 20:10:00,2025-05-03 00:00:00,3703.627706782969,23
2025-05-03,2025-05-03 06:10:00,2025-05-03 07:20:00,660.5825448929583,7
2025-05-03,2025-05-03 20:20:00,2025-05-04 00:00:00,2890.1907295096544,22
2025-05-04,2025-05-04 18:40:00,2025-05-04 18:50:00,0.07385872738962,1
2025-05-04,2025-05-04 20:10:00,2025-05-04 23:50:00,2887.518351132109,22
2025-05-05,2025-05-05 08:50:00,2025-05-05 09:30:00,134.65993339311007,4
2025-05-05,2025-05-05 19:50:00,2025-05-06 00:00:00,4566.539368608035,25
2025-05-06,2025-05-06 08:30:00,2025-05-06 09:50:00,518.6360351955822,8
2025-05-06,2025-05-06 20:10:00,2025-05-07 00:00:00,3471.3835826860295,23
2025-05-07,2025-05-07 19:50:00,2025-05-08 00:00:00,4856.717984531264,25
2025-05-08,2025-05-08 20:00:00,2025-05-08 20:40:00,1778.667925113904,4
2025-05-09,2025-05-09 06:10:00,2025-05-09 07:30:00,876.6142919620609,8
2025-05-09,2025-05-09 20:40:00,2025-05-09 20:50:00,328.5829279024791,1
2025-05-09,2025-05-09 21:20:00,2025-05-09 21:30:00,26.944894584984773,1
2025-05-10,2025-05-10 06:40:00,2025-05-10 07:20:00,259.2424414584285,4
2025-05-10,2025-05-10 07:30:00,2025-05-10 07:50:00,21.080708333333334,2
2025-05-10,2025-05-10 20:40:00,2025-05-10 21:00:00,220.30108094424406,2
2025-05-10,2025-05-10 23:20:00,2025-05-10 23:30:00,34.652567896278434,1
2025-05-10,2025-05-10 23:50:00,2025-05-11 00:00:00,35.79759562392608,1
2025-05-11,2025-05-11 19:10:00,2025-05-11 19:30:00,41.18071666666651,2
2025-05-11,2025-05-11 20:20:00,2025-05-11 20:40:00,1227.5398270643059,2
2025-05-12,2025-05-12 20:30:00,2025-05-12 21:00:00,310.997287407728,3
2025-05-13,2025-05-13 20:30:00,2025-05-13 20:40:00,125.52742021788106,1
2025-05-14,2025-05-14 20:30:00,2025-05-14 20:40:00,159.70772793822448,1
2025-05-15,2025-05-15 20:30:00,2025-05-15 20:40:00,102.80044917647024,1
2025-05-15,2025-05-15 20:50:00,2025-05-15 21:30:00,63.01720232719988,4
2025-05-16,2025-05-16 05:50:00,2025-05-16 07:10:00,637.9227925410505,8
2025-05-16,2025-05-16 20:40:00,2025-05-16 20:50:00,179.4843868354771,1
2025-05-16,2025-05-16 21:00:00,2025-05-16 22:00:00,179.9878619533719,6
2025-05-17,2025-05-17 06:00:00,2025-05-17 07:00:00,434.5964040847863,6
2025-05-17,2025-05-17 20:30:00,2025-05-17 20:50:00,770.5084173994743,2
2025-05-17,2025-05-17 23:40:00,2025-05-18 00:00:00,92.40982364427386,2
2025-05-18,2025-05-18 20:20:00,2025-05-18 20:40:00,876.9894448640252,2
2025-05-18,2025-05-18 21:10:00,2025-05-18 21:20:00,0.3213391625056125,1
2025-05-19,2025-05-19 20:10:00,2025-05-19 20:40:00,360.7919343195691,3
2025-05-19,2025-05-19 21:30:00,2025-05-19 21:40:00,0.9876008224959154,1
2025-05-19,2025-05-19 23:40:00,2025-05-20 00:00:00,93.91502831062427,2
2025-05-20,2025-05-20 20:10:00,2025-05-20 20:50:00,2193.6892165476884,4
2025-05-20,2025-05-20 22:10:00,2025-05-20 22:20:00,11.871580922920383,1
2025-05-20,2025-05-20 22:40:00,2025-05-21 00:00:00,291.1778079936751,8
2025-05-21,2025-05-21 20:30:00,2025-05-21 21:10:00,721.8511719686605,4
2025-05-21,2025-05-21 23:30:00,2025-05-22 00:00:00,150.53440265869833,3
2025-05-22,2025-05-22 20:20:00,2025-05-22 20:40:00,686.369529868392,2
2025-05-23,2025-05-23 03:00:00,2025-05-23 03:50:00,230.3108675350737,5
2025-05-23,2025-05-23 04:00:00,2025-05-23 05:30:00,367.0068703304354,9
2025-05-23,2025-05-23 06:00:00,2025-05-23 07:00:00,591.843499489551,6
2025-05-23,2025-05-23 20:40:00,2025-05-23 21:00:00,472.52472073478907,2
2025-05-24,2025-05-24 05:00:00,2025-05-24 05:30:00,97.9262538162595,3
2025-05-24,2025-05-24 06:00:00,2025-05-24 06:50:00,450.2447116096367,5
2025-05-24,2025-05-24 21:20:00,2025-05-24 21:40:00,54.25753025479605,2
2025-05-25,2025-05-25 20:30:00,2025-05-25 21:00:00,513.1794827508758,3
2025-05-26,2025-05-26 08:40:00,2025-05-26 09:10:00,207.65233485257264,3
2025-05-26,2025-05-26 19:40:00,2025-05-26 20:40:00,4006.763338773811,6
2025-05-27,2025-05-27 20:30:00,2025-05-27 20:40:00,31.50242081587112,1
2025-05-28,2025-05-28 20:10:00,2025-05-28 20:40:00,1754.3713346290037,3
2025-05-29,2025-05-29 19:10:00,2025-05-29 19:20:00,17.817433333333383,1
2025-05-29,2025-05-29 19:50:00,2025-05-29 20:40:00,3487.1752283183437,5
