issue_time,horizon_h,pv_forecast_kw,target_time,source_row,source_column,raw_date_label,raw_issue_label,date_was_filled
2025-01-01T06:00:00,8,4833.7142,2025-01-01T14:00:00,3,J,,6:00,True
2025-01-01T06:00:00,9,3588.0375,2025-01-01T15:00:00,3,K,,6:00,True
2025-01-01T06:00:00,10,1660.0369,2025-01-01T16:00:00,3,L,,6:00,True
2025-01-01T06:00:00,11,3.0359,2025-01-01T17:00:00,3,M,,6:00,True
2025-01-01T06:00:00,12,0.0,2025-01-01T18:00:00,3,N,,6:00,True
2025-01-01T06:00:00,13,0.0,2025-01-01T19:00:00,3,O,,6:00,True
2025-01-01T06:00:00,14,0.0,2025-01-01T20:00:00,3,P,,6:00,True
2025-01-01T06:00:00,15,0.0,2025-01-01T21:00:00,3,Q,,6:00,True
2025-01-01T06:00:00,16,0.0,2025-01-01T22:00:00,3,R,,6:00,True
2025-01-01T06:00:00,17,0.0,2025-01-01T23:00:00,3,S,,6:00,True
2025-01-01T06:00:00,18,0.0,2025-01-02T00:00:00,3,T,,6:00,True
2025-01-01T06:00:00,19,0.0,2025-01-02T01:00:00,3,U,,6:00,True
2025-01-01T06:00:00,20,0.0,2025-01-02T02:00:00,3,V,,6:00,True
2025-01-01T06:00:00,21,0.0,2025-01-02T03:00:00,3,W,,6:00,True
2025-01-01T06:00:00,22,0.0,2025-01-02T04:00:00,3,X,,6:00,True
2025-01-01T06:00:00,23,0.0,2025-01-02T05:00:00,3,Y,,6:00,True
2025-01-01T06:00:00,24,0.0,2025-01-02T06:00:00,3,Z,,6:00,True
2025-01-01T12:00:00,1,5330.4298,2025-01-01T13:00:00,4,C,,12:00,True
2025-01-01T12:00:00,2,4549.2579,2025-01-01T14:00:00,4,D,,12:00,True
2025-01-01T12:00:00,3,3365.5312,2025-01-01T15:00:00,4,E,,12:00,True
2025-01-01T12:00:00,4,1504.2156,2025-01-01T16:00:00,4,F,,12:00,True
2025-01-01T12:00:00,5,2.8622,2025-01-01T17:00:00,4,G,,12:00,True
2025-01-01T12:00:00,6,0.0,2025-01-01T18:00:00,4,H,,12:00,True
2025-01-01T12:00:00,7,0.0,2025-01-01T19:00:00,4,I,,12:00,True
2025-01-01T12:00:00,8,0.0,2025-01-01T20:00:00,4,J,,12:00,True
2025-01-01T12:00:00,9,0.0,2025-01-01T21:00:00,4,K,,12:00,True
2025-01-01T12:00:00,10,0.0,2025-01-01T22:00:00,4,L,,12:00,True
2025-01-01T12:00:00,11,0.0,2025-01-01T23:00:00,4,M,,12:00,True
2025-01-01T12:00:00,12,0.0,2025-01-02T00:00:00,4,N,,12:00,True
2025-01-01T12:00:00,13,0.0,2025-01-02T01:00:00,4,O,,12:00,True
2025-01-01T12:00:00,14,0.0,2025-01-02T02:00:00,4,P,,12:00,True
2025-01-01T12:00:00,15,0.0,2025-01-02T03:00:00,4,Q,,12:00,True
2025-01-01T12:00:00,16,0.0,2025-01-02T04:00:00,4,R,,12:00,True
2025-01-01T12:00:00,17,0.0,2025-01-02T05:00:00,4,S,,12:00,True
2025-01-01T12:00:00,18,0.0,2025-01-02T06:00:00,4,T,,12:00,True
2025-01-01T12:00:00,19,6.8708,2025-01-02T07:00:00,4,U,,12:00,True
2025-01-01T12:00:00,20,1827.9739,2025-01-02T08:00:00,4,V,,12:00,True
2025-01-01T12:00:00,21,3207.1033,2025-01-02T09:00:00,4,W,,12:00,True
2025-01-01T12:00:00,22,4565.1144,2025-01-02T10:00:00,4,X,,12:00,True
2025-01-01T12:00:00,23,6040.8,2025-01-02T11:00:00,4,Y,,12:00,True
2025-01-01T12:00:00,24,6339.1125,2025-01-02T12:00:00,4,Z,,12:00,True
2025-01-01T18:00:00,1,0.0,2025-01-01T19:00:00,5,C,,18:00,True
2025-01-01T18:00:00,2,0.0,2025-01-01T20:00:00,5,D,,18:00,True
2025-01-01T18:00:00,3,0.0,2025-01-01T21:00:00,5,E,,18:00,True
2025-01-01T18:00:00,4,0.0,2025-01-01T22:00:00,5,F,,18:00,True
2025-01-01T18:00:00,5,0.0,2025-01-01T23:00:00,5,G,,18:00,True
2025-01-01T18:00:00,6,0.0,2025-01-02T00:00:00,5,H,,18:00,True
2025-01-01T18:00:00,7,0.0,2025-01-02T01:00:00,5,I,,18:00,True
2025-01-01T18:00:00,8,0.0,2025-01-02T02:00:00,5,J,,18:00,True
2025-01-01T18:00:00,9,0.0,2025-01-02T03:00:00,5,K,,18:00,True
2025-01-01T18:00:00,10,0.0,2025-01-02T04:00:00,5,L,,18:00,True
2025-01-01T18:00:00,11,0.0,2025-01-02T05:00:00,5,M,,18:00,True
2025-01-01T18:00:00,12,0.0,2025-01-02T06:00:00,5,N,,18:00,True
2025-01-01T18:00:00,13,5.5153,2025-01-02T07:00:00,5,O,,18:00,True
2025-01-01T18:00:00,14,1227.5446,2025-01-02T08:00:00,5,P,,18:00,True
2025-01-01T18:00:00,15,2350.4812,2025-01-02T09:00:00,5,Q,,18:00,True
2025-01-01T18:00:00,16,3845.2786,2025-01-02T10:00:00,5,R,,18:00,True
2025-01-01T18:00:00,17,4815.3247,2025-01-02T11:00:00,5,S,,18:00,True
2025-01-01T18:00:00,18,4086.8116,2025-01-02T12:00:00,5,T,,18:00,True
2025-01-01T18:00:00,19,4228.7374,2025-01-02T13:00:00,5,U,,18:00,True
2025-01-01T18:00:00,20,3799.2978,2025-01-02T14:00:00,5,V,,18:00,True
2025-01-01T18:00:00,21,2472.4285,2025-01-02T15:00:00,5,W,,18:00,True
2025-01-01T18:00:00,22,1182.0118,2025-01-02T16:00:00,5,X,,18:00,True
2025-01-01T18:00:00,23,5.091,2025-01-02T17:00:00,5,Y,,18:00,True
2025-01-01T18:00:00,24,0.0,2025-01-02T18:00:00,5,Z,,18:00,True
2025-01-02T00:00:00,1,0.0,2025-01-02T01:00:00,6,C,2025-1-2,0:00,False
2025-01-02T00:00:00,2,0.0,2025-01-02T02:00:00,6,D,2025-1-2,0:00,False
2025-01-02T00:00:00,3,0.0,2025-01-02T03:00:00,6,E,2025-1-2,0:00,False
2025-01-02T00:00:00,4,0.0,2025-01-02T04:00:00,6,F,2025-1-2,0:00,False
2025-01-02T00:00:00,5,0.0,2025-01-02T05:00:00,6,G,2025-1-2,0:00,False
2025-01-02T00:00:00,6,0.0,2025-01-02T06:00:00,6,H,2025-1-2,0:00,False
2025-01-02T00:00:00,7,6.3604,2025-01-02T07:00:00,6,I,2025-1-2,0:00,False
2025-01-02T00:00:00,8,1424.7328,2025-01-02T08:00:00,6,J,2025-1-2,0:00,False
2025-01-02T00:00:00,9,2844.2052,2025-01-02T09:00:00,6,K,2025-1-2,0:00,False
2025-01-02T00:00:00,10,3600.2106,2025-01-02T10:00:00,6,L,2025-1-2,0:00,False
2025-01-02T00:00:00,11,4746.2786,2025-01-02T11:00:00,6,M,2025-1-2,0:00,False
2025-01-02T00:00:00,12,4915.505,2025-01-02T12:00:00,6,N,2025-1-2,0:00,False
2025-01-02T00:00:00,13,5251.6498,2025-01-02T13:00:00,6,O,2025-1-2,0:00,False
2025-01-02T00:00:00,14,4965.3525,2025-01-02T14:00:00,6,P,2025-1-2,0:00,False
2025-01-02T00:00:00,15,3588.0375,2025-01-02T15:00:00,6,Q,2025-1-2,0:00,False
2025-01-02T00:00:00,16,1839.6,2025-01-02T16:00:00,6,R,2025-1-2,0:00,False
2025-01-02T00:00:00,17,8.0706,2025-01-02T17:00:00,6,S,2025-1-2,0:00,False
2025-01-02T00:00:00,18,0.0,2025-01-02T18:00:00,6,T,2025-1-2,0:00,False
2025-01-02T00:00:00,19,0.0,2025-01-02T19:00:00,6,U,2025-1-2,0:00,False
2025-01-02T00:00:00,20,0.0,2025-01-02T20:00:00,6,V,2025-1-2,0:00,False
2025-01-02T00:00:00,21,0.0,2025-01-02T21:00:00,6,W,2025-1-2,0:00,False
2025-01-02T00:00:00,22,0.0,2025-01-02T22:00:00,6,X,2025-1-2,0:00,False
2025-01-02T00:00:00,23,0.0,2025-01-02T23:00:00,6,Y,2025-1-2,0:00,False
2025-01-02T00:00:00,24,0.0,2025-01-03T00:00:00,6,Z,2025-1-2,0:00,False
2025-01-02T06:00:00,1,6.5122,2025-01-02T07:00:00,7,C,,6:00,True
2025-01-02T06:00:00,2,1453.1843,2025-01-02T08:00:00,7,D,,6:00,True
2025-01-02T06:00:00,3,3099.4257,2025-01-02T09:00:00,7,E,,6:00,True
2025-01-02T06:00:00,4,4269.3966,2025-01-02T10:00:00,7,F,,6:00,True
2025-01-02T06:00:00,5,5146.0167,2025-01-02T11:00:00,7,G,,6:00,True
2025-01-02T06:00:00,6,5556.849,2025-01-02T12:00:00,7,H,,6:00,True
2025-01-02T06:00:00,7,5946.4073,2025-01-02T13:00:00,7,I,,6:00,True
2025-01-02T06:00:00,8,5359.9875,2025-01-02T14:00:00,7,J,,6:00,True
2025-01-02T06:00:00,9,3342.8554,2025-01-02T15:00:00,7,K,,6:00,True
2025-01-02T06:00:00,10,1758.32,2025-01-02T16:00:00,7,L,,6:00,True
2025-01-02T06:00:00,11,6.5192,2025-01-02T17:00:00,7,M,,6:00,True
2025-01-02T06:00:00,12,0.0,2025-01-02T18:00:00,7,N,,6:00,True
2025-01-02T06:00:00,13,0.0,2025-01-02T19:00:00,7,O,,6:00,True
2025-01-02T06:00:00,14,0.0,2025-01-02T20:00:00,7,P,,6:00,True
2025-01-02T06:00:00,15,0.0,2025-01-02T21:00:00,7,Q,,6:00,True
2025-01-02T06:00:00,16,0.0,2025-01-02T22:00:00,7,R,,6:00,True
2025-01-02T06:00:00,17,0.0,2025-01-02T23:00:00,7,S,,6:00,True
2025-01-02T06:00:00,18,0.0,2025-01-03T00:00:00,7,T,,6:00,True
2025-01-02T06:00:00,19,0.0,2025-01-03T01:00:00,7,U,,6:00,True
2025-01-02T06:00:00,20,0.0,2025-01-03T02:00:00,7,V,,6:00,True
2025-01-02T06:00:00,21,0.0,2025-01-03T03:00:00,7,W,,6:00,True
2025-01-02T06:00:00,22,0.0,2025-01-03T04:00:00,7,X,,6:00,True
2025-01-02T06:00:00,23,0.0,2025-01-03T05:00:00,7,Y,,6:00,True
2025-01-02T06:00:00,24,0.0,2025-01-03T06:00:00,7,Z,,6:00,True
2025-01-02T12:00:00,1,5392.7373,2025-01-02T13:00:00,8,C,,12:00,True
2025-01-02T12:00:00,2,4793.417,2025-01-02T14:00:00,8,D,,12:00,True
2025-01-02T12:00:00,3,3115.7896,2025-01-02T15:00:00,8,E,,12:00,True
2025-01-02T12:00:00,4,1653.8059,2025-01-02T16:00:00,8,F,,12:00,True
2025-01-02T12:00:00,5,6.4763,2025-01-02T17:00:00,8,G,,12:00,True
2025-01-02T12:00:00,6,0.0,2025-01-02T18:00:00,8,H,,12:00,True
2025-01-02T12:00:00,7,0.0,2025-01-02T19:00:00,8,I,,12:00,True
2025-01-02T12:00:00,8,0.0,2025-01-02T20:00:00,8,J,,12:00,True
2025-01-02T12:00:00,9,0.0,2025-01-02T21:00:00,8,K,,12:00,True
2025-01-02T12:00:00,10,0.0,2025-01-02T22:00:00,8,L,,12:00,True
2025-01-02T12:00:00,11,0.0,2025-01-02T23:00:00,8,M,,12:00,True
2025-01-02T12:00:00,12,0.0,2025-01-03T00:00:00,8,N,,12:00,True
2025-01-02T12:00:00,13,0.0,2025-01-03T01:00:00,8,O,,12:00,True
2025-01-02T12:00:00,14,0.0,2025-01-03T02:00:00,8,P,,12:00,True
2025-01-02T12:00:00,15,0.0,2025-01-03T03:00:00,8,Q,,12:00,True
2025-01-02T12:00:00,16,0.0,2025-01-03T04:00:00,8,R,,12:00,True
2025-01-02T12:00:00,17,0.0,2025-01-03T05:00:00,8,S,,12:00,True
2025-01-02T12:00:00,18,0.0,2025-01-03T06:00:00,8,T,,12:00,True
2025-01-02T12:00:00,19,11.4514,2025-01-03T07:00:00,8,U,,12:00,True
2025-01-02T12:00:00,20,1377.1773,2025-01-03T08:00:00,8,V,,12:00,True
2025-01-02T12:00:00,21,3653.775,2025-01-03T09:00:00,8,W,,12:00,True
2025-01-02T12:00:00,22,4903.35,2025-01-03T10:00:00,8,X,,12:00,True
2025-01-02T12:00:00,23,5017.1291,2025-01-03T11:00:00,8,Y,,12:00,True
2025-01-02T12:00:00,24,6339.1125,2025-01-03T12:00:00,8,Z,,12:00,True
2025-01-02T18:00:00,1,0.0,2025-01-02T19:00:00,9,C,,18:00,True
2025-01-02T18:00:00,2,0.0,2025-01-02T20:00:00,9,D,,18:00,True
2025-01-02T18:00:00,3,0.0,2025-01-02T21:00:00,9,E,,18:00,True
2025-01-02T18:00:00,4,0.0,2025-01-02T22:00:00,9,F,,18:00,True
2025-01-02T18:00:00,5,0.0,2025-01-02T23:00:00,9,G,,18:00,True
2025-01-02T18:00:00,6,0.0,2025-01-03T00:00:00,9,H,,18:00,True
2025-01-02T18:00:00,7,0.0,2025-01-03T01:00:00,9,I,,18:00,True
2025-01-02T18:00:00,8,0.0,2025-01-03T02:00:00,9,J,,18:00,True
2025-01-02T18:00:00,9,0.0,2025-01-03T03:00:00,9,K,,18:00,True
2025-01-02T18:00:00,10,0.0,2025-01-03T04:00:00,9,L,,18:00,True
2025-01-02T18:00:00,11,0.0,2025-01-03T05:00:00,9,M,,18:00,True
2025-01-02T18:00:00,12,0.0,2025-01-03T06:00:00,9,N,,18:00,True
2025-01-02T18:00:00,13,9.5321,2025-01-03T07:00:00,9,O,,18:00,True
2025-01-02T18:00:00,14,1513.0067,2025-01-03T08:00:00,9,P,,18:00,True
2025-01-02T18:00:00,15,2860.0466,2025-01-03T09:00:00,9,Q,,18:00,True
2025-01-02T18:00:00,16,3793.6223,2025-01-03T10:00:00,9,R,,18:00,True
2025-01-02T18:00:00,17,4445.8828,2025-01-03T11:00:00,9,S,,18:00,True
2025-01-02T18:00:00,18,4246.4353,2025-01-03T12:00:00,9,T,,18:00,True
2025-01-02T18:00:00,19,4365.3181,2025-01-03T13:00:00,9,U,,18:00,True
2025-01-02T18:00:00,20,4051.699,2025-01-03T14:00:00,9,V,,18:00,True
2025-01-02T18:00:00,21,2758.4743,2025-01-03T15:00:00,9,W,,18:00,True
2025-01-02T18:00:00,22,1424.3298,2025-01-03T16:00:00,9,X,,18:00,True
2025-01-02T18:00:00,23,11.2687,2025-01-03T17:00:00,9,Y,,18:00,True
2025-01-02T18:00:00,24,0.0,2025-01-03T18:00:00,9,Z,,18:00,True
2025-01-03T00:00:00,1,0.0,2025-01-03T01:00:00,10,C,2025-1-3,0:00,False
2025-01-03T00:00:00,2,0.0,2025-01-03T02:00:00,10,D,2025-1-3,0:00,False
2025-01-03T00:00:00,3,0.0,2025-01-03T03:00:00,10,E,2025-1-3,0:00,False
2025-01-03T00:00:00,4,0.0,2025-01-03T04:00:00,10,F,2025-1-3,0:00,False
2025-01-03T00:00:00,5,0.0,2025-01-03T05:00:00,10,G,2025-1-3,0:00,False
2025-01-03T00:00:00,6,0.0,2025-01-03T06:00:00,10,H,2025-1-3,0:00,False
2025-01-03T00:00:00,7,9.2912,2025-01-03T07:00:00,10,I,2025-1-3,0:00,False
2025-01-03T00:00:00,8,1514.0314,2025-01-03T08:00:00,10,J,2025-1-3,0:00,False
2025-01-03T00:00:00,9,3078.4182,2025-01-03T09:00:00,10,K,2025-1-3,0:00,False
2025-01-03T00:00:00,10,4510.5495,2025-01-03T10:00:00,10,L,2025-1-3,0:00,False
2025-01-03T00:00:00,11,5403.0295,2025-01-03T11:00:00,10,M,2025-1-3,0:00,False
2025-01-03T00:00:00,12,6228.0795,2025-01-03T12:00:00,10,N,2025-1-3,0:00,False
2025-01-03T00:00:00,13,5051.5846,2025-01-03T13:00:00,10,O,2025-1-3,0:00,False
2025-01-03T00:00:00,14,5134.1073,2025-01-03T14:00:00,10,P,2025-1-3,0:00,False
2025-01-03T00:00:00,15,3661.5375,2025-01-03T15:00:00,10,Q,2025-1-3,0:00,False
2025-01-03T00:00:00,16,1457.3727,2025-01-03T16:00:00,10,R,2025-1-3,0:00,False
2025-01-03T00:00:00,17,10.9081,2025-01-03T17:00:00,10,S,2025-1-3,0:00,False
2025-01-03T00:00:00,18,0.0,2025-01-03T18:00:00,10,T,2025-1-3,0:00,False
2025-01-03T00:00:00,19,0.0,2025-01-03T19:00:00,10,U,2025-1-3,0:00,False
2025-01-03T00:00:00,20,0.0,2025-01-03T20:00:00,10,V,2025-1-3,0:00,False
2025-01-03T00:00:00,21,0.0,2025-01-03T21:00:00,10,W,2025-1-3,0:00,False
2025-01-03T00:00:00,22,0.0,2025-01-03T22:00:00,10,X,2025-1-3,0:00,False
2025-01-03T00:00:00,23,0.0,2025-01-03T23:00:00,10,Y,2025-1-3,0:00,False
2025-01-03T00:00:00,24,0.0,2025-01-04T00:00:00,10,Z,2025-1-3,0:00,False
2025-01-03T06:00:00,1,10.1517,2025-01-03T07:00:00,11,C,,6:00,True
2025-01-03T06:00:00,2,1543.8265,2025-01-03T08:00:00,11,D,,6:00,True
2025-01-03T06:00:00,3,3340.5575,2025-01-03T09:00:00,11,E,,6:00,True
2025-01-03T06:00:00,4,4903.35,2025-01-03T10:00:00,11,F,,6:00,True
2025-01-03T06:00:00,5,5614.4735,2025-01-03T11:00:00,11,G,,6:00,True
2025-01-03T06:00:00,6,6339.1125,2025-01-03T12:00:00,11,H,,6:00,True
2025-01-03T06:00:00,7,5537.59,2025-01-03T13:00:00,11,I,,6:00,True
2025-01-03T06:00:00,8,4719.9642,2025-01-03T14:00:00,11,J,,6:00,True
2025-01-03T06:00:00,9,3200.0998,2025-01-03T15:00:00,11,K,,6:00,True
2025-01-03T06:00:00,10,1337.2871,2025-01-03T16:00:00,11,L,,6:00,True
2025-01-03T06:00:00,11,10.2099,2025-01-03T17:00:00,11,M,,6:00,True
2025-01-03T06:00:00,12,0.0,2025-01-03T18:00:00,11,N,,6:00,True
2025-01-03T06:00:00,13,0.0,2025-01-03T19:00:00,11,O,,6:00,True
2025-01-03T06:00:00,14,0.0,2025-01-03T20:00:00,11,P,,6:00,True
2025-01-03T06:00:00,15,0.0,2025-01-03T21:00:00,11,Q,,6:00,True
2025-01-03T06:00:00,16,0.0,2025-01-03T22:00:00,11,R,,6:00,True
2025-01-03T06:00:00,17,0.0,2025-01-03T23:00:00,11,S,,6:00,True
2025-01-03T06:00:00,18,0.0,2025-01-04T00:00:00,11,T,,6:00,True
2025-01-03T06:00:00,19,0.0,2025-01-04T01:00:00,11,U,,6:00,True
2025-01-03T06:00:00,20,0.0,2025-01-04T02:00:00,11,V,,6:00,True
2025-01-03T06:00:00,21,0.0,2025-01-04T03:00:00,11,W,,6:00,True
2025-01-03T06:00:00,22,0.0,2025-01-04T04:00:00,11,X,,6:00,True
2025-01-03T06:00:00,23,0.0,2025-01-04T05:00:00,11,Y,,6:00,True
2025-01-03T06:00:00,24,0.0,2025-01-04T06:00:00,11,Z,,6:00,True
2025-01-03T12:00:00,1,5352.8521,2025-01-03T13:00:00,12,C,,12:00,True
2025-01-03T12:00:00,2,4911.3123,2025-01-03T14:00:00,12,D,,12:00,True
2025-01-03T12:00:00,3,3255.4369,2025-01-03T15:00:00,12,E,,12:00,True
2025-01-03T12:00:00,4,1521.1799,2025-01-03T16:00:00,12,F,,12:00,True
2025-01-03T12:00:00,5,10.2119,2025-01-03T17:00:00,12,G,,12:00,True
2025-01-03T12:00:00,6,0.0,2025-01-03T18:00:00,12,H,,12:00,True
2025-01-03T12:00:00,7,0.0,2025-01-03T19:00:00,12,I,,12:00,True
2025-01-03T12:00:00,8,0.0,2025-01-03T20:00:00,12,J,,12:00,True
2025-01-03T12:00:00,9,0.0,2025-01-03T21:00:00,12,K,,12:00,True
2025-01-03T12:00:00,10,0.0,2025-01-03T22:00:00,12,L,,12:00,True
2025-01-03T12:00:00,11,0.0,2025-01-03T23:00:00,12,M,,12:00,True
2025-01-03T12:00:00,12,0.0,2025-01-04T00:00:00,12,N,,12:00,True
2025-01-03T12:00:00,13,0.0,2025-01-04T01:00:00,12,O,,12:00,True
2025-01-03T12:00:00,14,0.0,2025-01-04T02:00:00,12,P,,12:00,True
2025-01-03T12:00:00,15,0.0,2025-01-04T03:00:00,12,Q,,12:00,True
2025-01-03T12:00:00,16,0.0,2025-01-04T04:00:00,12,R,,12:00,True
2025-01-03T12:00:00,17,0.0,2025-01-04T05:00:00,12,S,,12:00,True
2025-01-03T12:00:00,18,0.0,2025-01-04T06:00:00,12,T,,12:00,True
2025-01-03T12:00:00,19,9.7537,2025-01-04T07:00:00,12,U,,12:00,True
2025-01-03T12:00:00,20,1081.4534,2025-01-04T08:00:00,12,V,,12:00,True
2025-01-03T12:00:00,21,2125.6273,2025-01-04T09:00:00,12,W,,12:00,True
2025-01-03T12:00:00,22,3000.3625,2025-01-04T10:00:00,12,X,,12:00,True
2025-01-03T12:00:00,23,3974.1294,2025-01-04T11:00:00,12,Y,,12:00,True
2025-01-03T12:00:00,24,5987.1209,2025-01-04T12:00:00,12,Z,,12:00,True
2025-01-03T18:00:00,1,0.0,2025-01-03T19:00:00,13,C,,18:00,True
2025-01-03T18:00:00,2,0.0,2025-01-03T20:00:00,13,D,,18:00,True
2025-01-03T18:00:00,3,0.0,2025-01-03T21:00:00,13,E,,18:00,True
2025-01-03T18:00:00,4,0.0,2025-01-03T22:00:00,13,F,,18:00,True
2025-01-03T18:00:00,5,0.0,2025-01-03T23:00:00,13,G,,18:00,True
2025-01-03T18:00:00,6,0.0,2025-01-04T00:00:00,13,H,,18:00,True
2025-01-03T18:00:00,7,0.0,2025-01-04T01:00:00,13,I,,18:00,True
2025-01-03T18:00:00,8,0.0,2025-01-04T02:00:00,13,J,,18:00,True
2025-01-03T18:00:00,9,0.0,2025-01-04T03:00:00,13,K,,18:00,True
2025-01-03T18:00:00,10,0.0,2025-01-04T04:00:00,13,L,,18:00,True
2025-01-03T18:00:00,11,0.0,2025-01-04T05:00:00,13,M,,18:00,True
2025-01-03T18:00:00,12,0.0,2025-01-04T06:00:00,13,N,,18:00,True
2025-01-03T18:00:00,13,12.7298,2025-01-04T07:00:00,13,O,,18:00,True
2025-01-03T18:00:00,14,1213.2499,2025-01-04T08:00:00,13,P,,18:00,True
2025-01-03T18:00:00,15,2507.0925,2025-01-04T09:00:00,13,Q,,18:00,True
2025-01-03T18:00:00,16,3502.5119,2025-01-04T10:00:00,13,R,,18:00,True
2025-01-03T18:00:00,17,5074.2101,2025-01-04T11:00:00,13,S,,18:00,True
2025-01-03T18:00:00,18,6321.2807,2025-01-04T12:00:00,13,T,,18:00,True
2025-01-03T18:00:00,19,4741.4501,2025-01-04T13:00:00,13,U,,18:00,True
2025-01-03T18:00:00,20,3809.1464,2025-01-04T14:00:00,13,V,,18:00,True
2025-01-03T18:00:00,21,3157.01,2025-01-04T15:00:00,13,W,,18:00,True
2025-01-03T18:00:00,22,1275.4294,2025-01-04T16:00:00,13,X,,18:00,True
2025-01-03T18:00:00,23,10.5949,2025-01-04T17:00:00,13,Y,,18:00,True
2025-01-03T18:00:00,24,0.0,2025-01-04T18:00:00,13,Z,,18:00,True
2025-01-04T00:00:00,1,0.0,2025-01-04T01:00:00,14,C,2025-1-4,0:00,False
2025-01-04T00:00:00,2,0.0,2025-01-04T02:00:00,14,D,2025-1-4,0:00,False
2025-01-04T00:00:00,3,0.0,2025-01-04T03:00:00,14,E,2025-1-4,0:00,False
2025-01-04T00:00:00,4,0.0,2025-01-04T04:00:00,14,F,2025-1-4,0:00,False
2025-01-04T00:00:00,5,0.0,2025-01-04T05:00:00,14,G,2025-1-4,0:00,False
2025-01-04T00:00:00,6,0.0,2025-01-04T06:00:00,14,H,2025-1-4,0:00,False
2025-01-04T00:00:00,7,16.3286,2025-01-04T07:00:00,14,I,2025-1-4,0:00,False
2025-01-04T00:00:00,8,1721.9148,2025-01-04T08:00:00,14,J,2025-1-4,0:00,False
2025-01-04T00:00:00,9,3653.775,2025-01-04T09:00:00,14,K,2025-1-4,0:00,False
2025-01-04T00:00:00,10,4903.35,2025-01-04T10:00:00,14,L,2025-1-4,0:00,False
2025-01-04T00:00:00,11,6040.8,2025-01-04T11:00:00,14,M,2025-1-4,0:00,False
2025-01-04T00:00:00,12,6339.1125,2025-01-04T12:00:00,14,N,2025-1-4,0:00,False
2025-01-04T00:00:00,13,6134.9039,2025-01-04T13:00:00,14,O,2025-1-4,0:00,False
2025-01-04T00:00:00,14,4720.5012,2025-01-04T14:00:00,14,P,2025-1-4,0:00,False
2025-01-04T00:00:00,15,2820.1758,2025-01-04T15:00:00,14,Q,2025-1-4,0:00,False
2025-01-04T00:00:00,16,1364.0018,2025-01-04T16:00:00,14,R,2025-1-4,0:00,False
