issue_time,target_time,horizon_h,pv_forecast_kw,forecast_interval_count,forecast_hour_kwh,actual_interval_count,actual_hour_kwh,comparison_status,interval_start,target_business_date,issue_hour,lead_block,error_kwh,error_available_time,actual_positive_pv
2025-01-01T00:00:00,2025-01-01T21:00:00,21,0.0,6,0.0,6,0.0,comparable,2025-01-01T20:00:00,2025-01-01,0,4,0.0,2025-01-01T21:00:00,False
2025-01-01T00:00:00,2025-01-01T22:00:00,22,0.0,6,0.0,6,0.0,comparable,2025-01-01T21:00:00,2025-01-01,0,4,0.0,2025-01-01T22:00:00,False
2025-01-01T00:00:00,2025-01-01T23:00:00,23,0.0,6,0.0,6,0.0,comparable,2025-01-01T22:00:00,2025-01-01,0,4,0.0,2025-01-01T23:00:00,False
2025-01-01T00:00:00,2025-01-02T00:00:00,24,0.0,6,0.0,6,0.0,comparable,2025-01-01T23:00:00,2025-01-01,0,4,0.0,2025-01-02T00:00:00,False
2025-01-01T06:00:00,2025-01-01T07:00:00,1,3.0919,6,1.54595,6,1.5496833333333333,comparable,2025-01-01T06:00:00,2025-01-01,6,1,-0.0037333333333333663,2025-01-01T07:00:00,True
2025-01-01T06:00:00,2025-01-01T08:00:00,2,1588.7839,6,795.9379,6,845.5100833333333,comparable,2025-01-01T07:00:00,2025-01-01,6,1,-49.57218333333333,2025-01-01T08:00:00,True
2025-01-01T06:00:00,2025-01-01T09:00:00,3,3297.9893,6,2443.3866000000003,6,2658.6947333333333,comparable,2025-01-01T08:00:00,2025-01-01,6,1,-215.308133333333,2025-01-01T09:00:00,True
2025-01-01T06:00:00,2025-01-01T10:00:00,4,4692.2274,6,3995.10835,6,4248.687683333334,comparable,2025-01-01T09:00:00,2025-01-01,6,1,-253.57933333333358,2025-01-01T10:00:00,True
2025-01-01T06:00:00,2025-01-01T11:00:00,5,5220.3894,6,4956.3084,6,5353.411766666666,comparable,2025-01-01T10:00:00,2025-01-01,6,1,-397.10336666666626,2025-01-01T11:00:00,True
2025-01-01T06:00:00,2025-01-01T12:00:00,6,5078.6992,6,5149.5443000000005,6,5305.20105,comparable,2025-01-01T11:00:00,2025-01-01,6,1,-155.6567499999992,2025-01-01T12:00:00,True
2025-01-01T06:00:00,2025-01-01T13:00:00,7,5314.2003,6,5196.44975,6,5264.49645,comparable,2025-01-01T12:00:00,2025-01-01,6,2,-68.04669999999987,2025-01-01T13:00:00,True
2025-01-01T06:00:00,2025-01-01T14:00:00,8,4833.7142,6,5073.95725,6,4898.815683333333,comparable,2025-01-01T13:00:00,2025-01-01,6,2,175.14156666666713,2025-01-01T14:00:00,True
2025-01-01T06:00:00,2025-01-01T15:00:00,9,3588.0375,6,4210.87585,6,3768.4540500000003,comparable,2025-01-01T14:00:00,2025-01-01,6,2,442.4218000000001,2025-01-01T15:00:00,True
2025-01-01T06:00:00,2025-01-01T16:00:00,10,1660.0369,6,2624.0372,6,2313.699,comparable,2025-01-01T15:00:00,2025-01-01,6,2,310.33820000000014,2025-01-01T16:00:00,True
2025-01-01T06:00:00,2025-01-01T17:00:00,11,3.0359,6,831.5364,6,591.3871166666667,comparable,2025-01-01T16:00:00,2025-01-01,6,2,240.1492833333333,2025-01-01T17:00:00,True
2025-01-01T06:00:00,2025-01-01T18:00:00,12,0.0,6,1.51795,6,1.06425,comparable,2025-01-01T17:00:00,2025-01-01,6,2,0.4537,2025-01-01T18:00:00,True
2025-01-01T06:00:00,2025-01-01T19:00:00,13,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-01T18:00:00,2025-01-01,6,3,-0.005483333333333334,2025-01-01T19:00:00,True
2025-01-01T06:00:00,2025-01-01T20:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-01T19:00:00,2025-01-01,6,3,0.0,2025-01-01T20:00:00,False
2025-01-01T06:00:00,2025-01-01T21:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-01T20:00:00,2025-01-01,6,3,0.0,2025-01-01T21:00:00,False
2025-01-01T06:00:00,2025-01-01T22:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-01T21:00:00,2025-01-01,6,3,0.0,2025-01-01T22:00:00,False
2025-01-01T06:00:00,2025-01-01T23:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-01T22:00:00,2025-01-01,6,3,0.0,2025-01-01T23:00:00,False
2025-01-01T06:00:00,2025-01-02T00:00:00,18,0.0,6,0.0,6,0.0,comparable,2025-01-01T23:00:00,2025-01-01,6,3,0.0,2025-01-02T00:00:00,False
2025-01-01T06:00:00,2025-01-02T01:00:00,19,0.0,6,0.0,6,0.0,comparable,2025-01-02T00:00:00,2025-01-02,6,4,0.0,2025-01-02T01:00:00,False
2025-01-01T06:00:00,2025-01-02T02:00:00,20,0.0,6,0.0,6,0.0,comparable,2025-01-02T01:00:00,2025-01-02,6,4,0.0,2025-01-02T02:00:00,False
2025-01-01T06:00:00,2025-01-02T03:00:00,21,0.0,6,0.0,6,0.0,comparable,2025-01-02T02:00:00,2025-01-02,6,4,0.0,2025-01-02T03:00:00,False
2025-01-01T06:00:00,2025-01-02T04:00:00,22,0.0,6,0.0,6,0.0,comparable,2025-01-02T03:00:00,2025-01-02,6,4,0.0,2025-01-02T04:00:00,False
2025-01-01T06:00:00,2025-01-02T05:00:00,23,0.0,6,0.0,6,0.0,comparable,2025-01-02T04:00:00,2025-01-02,6,4,0.0,2025-01-02T05:00:00,False
2025-01-01T06:00:00,2025-01-02T06:00:00,24,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-02T05:00:00,2025-01-02,6,4,-0.005483333333333334,2025-01-02T06:00:00,True
2025-01-01T12:00:00,2025-01-01T13:00:00,1,5330.4298,6,5204.5645,6,5264.49645,comparable,2025-01-01T12:00:00,2025-01-01,12,1,-59.93194999999923,2025-01-01T13:00:00,True
2025-01-01T12:00:00,2025-01-01T14:00:00,2,4549.2579,6,4939.84385,6,4898.815683333333,comparable,2025-01-01T13:00:00,2025-01-01,12,1,41.02816666666695,2025-01-01T14:00:00,True
2025-01-01T12:00:00,2025-01-01T15:00:00,3,3365.5312,6,3957.39455,6,3768.4540500000003,comparable,2025-01-01T14:00:00,2025-01-01,12,1,188.9404999999997,2025-01-01T15:00:00,True
2025-01-01T12:00:00,2025-01-01T16:00:00,4,1504.2156,6,2434.8734,6,2313.699,comparable,2025-01-01T15:00:00,2025-01-01,12,1,121.17439999999988,2025-01-01T16:00:00,True
2025-01-01T12:00:00,2025-01-01T17:00:00,5,2.8622,6,753.5389,6,591.3871166666667,comparable,2025-01-01T16:00:00,2025-01-01,12,1,162.15178333333336,2025-01-01T17:00:00,True
2025-01-01T12:00:00,2025-01-01T18:00:00,6,0.0,6,1.4311,6,1.06425,comparable,2025-01-01T17:00:00,2025-01-01,12,1,0.3668500000000001,2025-01-01T18:00:00,True
2025-01-01T12:00:00,2025-01-01T19:00:00,7,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-01T18:00:00,2025-01-01,12,2,-0.005483333333333334,2025-01-01T19:00:00,True
2025-01-01T12:00:00,2025-01-01T20:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-01T19:00:00,2025-01-01,12,2,0.0,2025-01-01T20:00:00,False
2025-01-01T12:00:00,2025-01-01T21:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-01T20:00:00,2025-01-01,12,2,0.0,2025-01-01T21:00:00,False
2025-01-01T12:00:00,2025-01-01T22:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-01T21:00:00,2025-01-01,12,2,0.0,2025-01-01T22:00:00,False
2025-01-01T12:00:00,2025-01-01T23:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-01T22:00:00,2025-01-01,12,2,0.0,2025-01-01T23:00:00,False
2025-01-01T12:00:00,2025-01-02T00:00:00,12,0.0,6,0.0,6,0.0,comparable,2025-01-01T23:00:00,2025-01-01,12,2,0.0,2025-01-02T00:00:00,False
2025-01-01T12:00:00,2025-01-02T01:00:00,13,0.0,6,0.0,6,0.0,comparable,2025-01-02T00:00:00,2025-01-02,12,3,0.0,2025-01-02T01:00:00,False
2025-01-01T12:00:00,2025-01-02T02:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-02T01:00:00,2025-01-02,12,3,0.0,2025-01-02T02:00:00,False
2025-01-01T12:00:00,2025-01-02T03:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-02T02:00:00,2025-01-02,12,3,0.0,2025-01-02T03:00:00,False
2025-01-01T12:00:00,2025-01-02T04:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-02T03:00:00,2025-01-02,12,3,0.0,2025-01-02T04:00:00,False
2025-01-01T12:00:00,2025-01-02T05:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-02T04:00:00,2025-01-02,12,3,0.0,2025-01-02T05:00:00,False
2025-01-01T12:00:00,2025-01-02T06:00:00,18,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-02T05:00:00,2025-01-02,12,3,-0.005483333333333334,2025-01-02T06:00:00,True
2025-01-01T12:00:00,2025-01-02T07:00:00,19,6.8708,6,3.4354,6,2.1708333333333334,comparable,2025-01-02T06:00:00,2025-01-02,12,4,1.2645666666666666,2025-01-02T07:00:00,True
2025-01-01T12:00:00,2025-01-02T08:00:00,20,1827.9739,6,917.42235,6,851.7166500000001,comparable,2025-01-02T07:00:00,2025-01-02,12,4,65.70569999999998,2025-01-02T08:00:00,True
2025-01-01T12:00:00,2025-01-02T09:00:00,21,3207.1033,6,2517.5386000000003,6,2589.5699999999997,comparable,2025-01-02T08:00:00,2025-01-02,12,4,-72.0313999999994,2025-01-02T09:00:00,True
2025-01-01T12:00:00,2025-01-02T10:00:00,22,4565.1144,6,3886.10885,6,3975.6484333333337,comparable,2025-01-02T09:00:00,2025-01-02,12,4,-89.53958333333367,2025-01-02T10:00:00,True
2025-01-01T12:00:00,2025-01-02T11:00:00,23,6040.8,6,5302.957200000001,6,4942.0472666666665,comparable,2025-01-02T10:00:00,2025-01-02,12,4,360.90993333333427,2025-01-02T11:00:00,True
2025-01-01T12:00:00,2025-01-02T12:00:00,24,6339.1125,6,6189.95625,6,5376.476133333334,comparable,2025-01-02T11:00:00,2025-01-02,12,4,813.4801166666666,2025-01-02T12:00:00,True
2025-01-01T18:00:00,2025-01-01T19:00:00,1,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-01T18:00:00,2025-01-01,18,1,-0.005483333333333334,2025-01-01T19:00:00,True
2025-01-01T18:00:00,2025-01-01T20:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-01T19:00:00,2025-01-01,18,1,0.0,2025-01-01T20:00:00,False
2025-01-01T18:00:00,2025-01-01T21:00:00,3,0.0,6,0.0,6,0.0,comparable,2025-01-01T20:00:00,2025-01-01,18,1,0.0,2025-01-01T21:00:00,False
2025-01-01T18:00:00,2025-01-01T22:00:00,4,0.0,6,0.0,6,0.0,comparable,2025-01-01T21:00:00,2025-01-01,18,1,0.0,2025-01-01T22:00:00,False
2025-01-01T18:00:00,2025-01-01T23:00:00,5,0.0,6,0.0,6,0.0,comparable,2025-01-01T22:00:00,2025-01-01,18,1,0.0,2025-01-01T23:00:00,False
2025-01-01T18:00:00,2025-01-02T00:00:00,6,0.0,6,0.0,6,0.0,comparable,2025-01-01T23:00:00,2025-01-01,18,1,0.0,2025-01-02T00:00:00,False
2025-01-01T18:00:00,2025-01-02T01:00:00,7,0.0,6,0.0,6,0.0,comparable,2025-01-02T00:00:00,2025-01-02,18,2,0.0,2025-01-02T01:00:00,False
2025-01-01T18:00:00,2025-01-02T02:00:00,8,0.0,6,0.0,6,0.0,comparable,2025-01-02T01:00:00,2025-01-02,18,2,0.0,2025-01-02T02:00:00,False
2025-01-01T18:00:00,2025-01-02T03:00:00,9,0.0,6,0.0,6,0.0,comparable,2025-01-02T02:00:00,2025-01-02,18,2,0.0,2025-01-02T03:00:00,False
2025-01-01T18:00:00,2025-01-02T04:00:00,10,0.0,6,0.0,6,0.0,comparable,2025-01-02T03:00:00,2025-01-02,18,2,0.0,2025-01-02T04:00:00,False
2025-01-01T18:00:00,2025-01-02T05:00:00,11,0.0,6,0.0,6,0.0,comparable,2025-01-02T04:00:00,2025-01-02,18,2,0.0,2025-01-02T05:00:00,False
2025-01-01T18:00:00,2025-01-02T06:00:00,12,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-02T05:00:00,2025-01-02,18,2,-0.005483333333333334,2025-01-02T06:00:00,True
2025-01-01T18:00:00,2025-01-02T07:00:00,13,5.5153,6,2.75765,6,2.1708333333333334,comparable,2025-01-02T06:00:00,2025-01-02,18,3,0.5868166666666665,2025-01-02T07:00:00,True
2025-01-01T18:00:00,2025-01-02T08:00:00,14,1227.5446,6,616.52995,6,851.7166500000001,comparable,2025-01-02T07:00:00,2025-01-02,18,3,-235.1867000000001,2025-01-02T08:00:00,True
2025-01-01T18:00:00,2025-01-02T09:00:00,15,2350.4812,6,1789.0129,6,2589.5699999999997,comparable,2025-01-02T08:00:00,2025-01-02,18,3,-800.5570999999998,2025-01-02T09:00:00,True
2025-01-01T18:00:00,2025-01-02T10:00:00,16,3845.2786,6,3097.8799,6,3975.6484333333337,comparable,2025-01-02T09:00:00,2025-01-02,18,3,-877.7685333333338,2025-01-02T10:00:00,True
2025-01-01T18:00:00,2025-01-02T11:00:00,17,4815.3247,6,4330.30165,6,4942.0472666666665,comparable,2025-01-02T10:00:00,2025-01-02,18,3,-611.7456166666661,2025-01-02T11:00:00,True
2025-01-01T18:00:00,2025-01-02T12:00:00,18,4086.8116,6,4451.06815,6,5376.476133333334,comparable,2025-01-02T11:00:00,2025-01-02,18,3,-925.4079833333335,2025-01-02T12:00:00,True
2025-01-01T18:00:00,2025-01-02T13:00:00,19,4228.7374,6,4157.7744999999995,6,5272.4617,comparable,2025-01-02T12:00:00,2025-01-02,18,4,-1114.6872000000003,2025-01-02T13:00:00,True
2025-01-01T18:00:00,2025-01-02T14:00:00,20,3799.2978,6,4014.0176,6,5090.760283333333,comparable,2025-01-02T13:00:00,2025-01-02,18,4,-1076.742683333333,2025-01-02T14:00:00,True
2025-01-01T18:00:00,2025-01-02T15:00:00,21,2472.4285,6,3135.86315,6,3777.582683333333,comparable,2025-01-02T14:00:00,2025-01-02,18,4,-641.719533333333,2025-01-02T15:00:00,True
2025-01-01T18:00:00,2025-01-02T16:00:00,22,1182.0118,6,1827.22015,6,2257.1198833333333,comparable,2025-01-02T15:00:00,2025-01-02,18,4,-429.8997333333332,2025-01-02T16:00:00,True
2025-01-01T18:00:00,2025-01-02T17:00:00,23,5.091,6,593.5514000000001,6,635.0724333333334,comparable,2025-01-02T16:00:00,2025-01-02,18,4,-41.52103333333332,2025-01-02T17:00:00,True
2025-01-01T18:00:00,2025-01-02T18:00:00,24,0.0,6,2.5455,6,1.2012333333333334,comparable,2025-01-02T17:00:00,2025-01-02,18,4,1.3442666666666667,2025-01-02T18:00:00,True
2025-01-02T00:00:00,2025-01-02T01:00:00,1,0.0,6,0.0,6,0.0,comparable,2025-01-02T00:00:00,2025-01-02,0,1,0.0,2025-01-02T01:00:00,False
2025-01-02T00:00:00,2025-01-02T02:00:00,2,0.0,6,0.0,6,0.0,comparable,2025-01-02T01:00:00,2025-01-02,0,1,0.0,2025-01-02T02:00:00,False
2025-01-02T00:00:00,2025-01-02T03:00:00,3,0.0,6,0.0,6,0.0,comparable,2025-01-02T02:00:00,2025-01-02,0,1,0.0,2025-01-02T03:00:00,False
2025-01-02T00:00:00,2025-01-02T04:00:00,4,0.0,6,0.0,6,0.0,comparable,2025-01-02T03:00:00,2025-01-02,0,1,0.0,2025-01-02T04:00:00,False
2025-01-02T00:00:00,2025-01-02T05:00:00,5,0.0,6,0.0,6,0.0,comparable,2025-01-02T04:00:00,2025-01-02,0,1,0.0,2025-01-02T05:00:00,False
2025-01-02T00:00:00,2025-01-02T06:00:00,6,0.0,6,0.0,6,0.005483333333333334,comparable,2025-01-02T05:00:00,2025-01-02,0,1,-0.005483333333333334,2025-01-02T06:00:00,True
2025-01-02T00:00:00,2025-01-02T07:00:00,7,6.3604,6,3.1802,6,2.1708333333333334,comparable,2025-01-02T06:00:00,2025-01-02,0,2,1.0093666666666667,2025-01-02T07:00:00,True
2025-01-02T00:00:00,2025-01-02T08:00:00,8,1424.7328,6,715.5466000000001,6,851.7166500000001,comparable,2025-01-02T07:00:00,2025-01-02,0,2,-136.17004999999995,2025-01-02T08:00:00,True
2025-01-02T00:00:00,2025-01-02T09:00:00,9,2844.2052,6,2134.469,6,2589.5699999999997,comparable,2025-01-02T08:00:00,2025-01-02,0,2,-455.10099999999966,2025-01-02T09:00:00,True
2025-01-02T00:00:00,2025-01-02T10:00:00,10,3600.2106,6,3222.2079,6,3975.6484333333337,comparable,2025-01-02T09:00:00,2025-01-02,0,2,-753.4405333333339,2025-01-02T10:00:00,True
2025-01-02T00:00:00,2025-01-02T11:00:00,11,4746.2786,6,4173.2446,6,4942.0472666666665,comparable,2025-01-02T10:00:00,2025-01-02,0,2,-768.8026666666665,2025-01-02T11:00:00,True
2025-01-02T00:00:00,2025-01-02T12:00:00,12,4915.505,6,4830.891799999999,6,5376.476133333334,comparable,2025-01-02T11:00:00,2025-01-02,0,2,-545.5843333333341,2025-01-02T12:00:00,True
2025-01-02T00:00:00,2025-01-02T13:00:00,13,5251.6498,6,5083.5774,6,5272.4617,comparable,2025-01-02T12:00:00,2025-01-02,0,3,-188.8842999999997,2025-01-02T13:00:00,True
2025-01-02T00:00:00,2025-01-02T14:00:00,14,4965.3525,6,5108.50115,6,5090.760283333333,comparable,2025-01-02T13:00:00,2025-01-02,0,3,17.74086666666699,2025-01-02T14:00:00,True
2025-01-02T00:00:00,2025-01-02T15:00:00,15,3588.0375,6,4276.695,6,3777.582683333333,comparable,2025-01-02T14:00:00,2025-01-02,0,3,499.11231666666663,2025-01-02T15:00:00,True
2025-01-02T00:00:00,2025-01-02T16:00:00,16,1839.6,6,2713.81875,6,2257.1198833333333,comparable,2025-01-02T15:00:00,2025-01-02,0,3,456.6988666666666,2025-01-02T16:00:00,True
2025-01-02T00:00:00,2025-01-02T17:00:00,17,8.0706,6,923.8353,6,635.0724333333334,comparable,2025-01-02T16:00:00,2025-01-02,0,3,288.7628666666666,2025-01-02T17:00:00,True
2025-01-02T00:00:00,2025-01-02T18:00:00,18,0.0,6,4.0353,6,1.2012333333333334,comparable,2025-01-02T17:00:00,2025-01-02,0,3,2.8340666666666667,2025-01-02T18:00:00,True
2025-01-02T00:00:00,2025-01-02T19:00:00,19,0.0,6,0.0,6,0.006200000000000001,comparable,2025-01-02T18:00:00,2025-01-02,0,4,-0.006200000000000001,2025-01-02T19:00:00,True
2025-01-02T00:00:00,2025-01-02T20:00:00,20,0.0,6,0.0,6,0.0,comparable,2025-01-02T19:00:00,2025-01-02,0,4,0.0,2025-01-02T20:00:00,False
2025-01-02T00:00:00,2025-01-02T21:00:00,21,0.0,6,0.0,6,0.0,comparable,2025-01-02T20:00:00,2025-01-02,0,4,0.0,2025-01-02T21:00:00,False
2025-01-02T00:00:00,2025-01-02T22:00:00,22,0.0,6,0.0,6,0.0,comparable,2025-01-02T21:00:00,2025-01-02,0,4,0.0,2025-01-02T22:00:00,False
2025-01-02T00:00:00,2025-01-02T23:00:00,23,0.0,6,0.0,6,0.0,comparable,2025-01-02T22:00:00,2025-01-02,0,4,0.0,2025-01-02T23:00:00,False
2025-01-02T00:00:00,2025-01-03T00:00:00,24,0.0,6,0.0,6,0.0,comparable,2025-01-02T23:00:00,2025-01-02,0,4,0.0,2025-01-03T00:00:00,False
2025-01-02T06:00:00,2025-01-02T07:00:00,1,6.5122,6,3.2561000000000004,6,2.1708333333333334,comparable,2025-01-02T06:00:00,2025-01-02,6,1,1.085266666666667,2025-01-02T07:00:00,True
2025-01-02T06:00:00,2025-01-02T08:00:00,2,1453.1843,6,729.84825,6,851.7166500000001,comparable,2025-01-02T07:00:00,2025-01-02,6,1,-121.86840000000007,2025-01-02T08:00:00,True
2025-01-02T06:00:00,2025-01-02T09:00:00,3,3099.4257,6,2276.305,6,2589.5699999999997,comparable,2025-01-02T08:00:00,2025-01-02,6,1,-313.2649999999999,2025-01-02T09:00:00,True
2025-01-02T06:00:00,2025-01-02T10:00:00,4,4269.3966,6,3684.41115,6,3975.6484333333337,comparable,2025-01-02T09:00:00,2025-01-02,6,1,-291.23728333333383,2025-01-02T10:00:00,True
2025-01-02T06:00:00,2025-01-02T11:00:00,5,5146.0167,6,4707.70665,6,4942.0472666666665,comparable,2025-01-02T10:00:00,2025-01-02,6,1,-234.3406166666664,2025-01-02T11:00:00,True
2025-01-02T06:00:00,2025-01-02T12:00:00,6,5556.849,6,5351.43285,6,5376.476133333334,comparable,2025-01-02T11:00:00,2025-01-02,6,1,-25.04328333333342,2025-01-02T12:00:00,True
2025-01-02T06:00:00,2025-01-02T13:00:00,7,5946.4073,6,5751.6281500000005,6,5272.4617,comparable,2025-01-02T12:00:00,2025-01-02,6,2,479.1664500000006,2025-01-02T13:00:00,True
2025-01-02T06:00:00,2025-01-02T14:00:00,8,5359.9875,6,5653.1974,6,5090.760283333333,comparable,2025-01-02T13:00:00,2025-01-02,6,2,562.437116666667,2025-01-02T14:00:00,True
2025-01-02T06:00:00,2025-01-02T15:00:00,9,3342.8554,6,4351.42145,6,3777.582683333333,comparable,2025-01-02T14:00:00,2025-01-02,6,2,573.8387666666667,2025-01-02T15:00:00,True
2025-01-02T06:00:00,2025-01-02T16:00:00,10,1758.32,6,2550.5877,6,2257.1198833333333,comparable,2025-01-02T15:00:00,2025-01-02,6,2,293.46781666666675,2025-01-02T16:00:00,True
2025-01-02T06:00:00,2025-01-02T17:00:00,11,6.5192,6,882.4196,6,635.0724333333334,comparable,2025-01-02T16:00:00,2025-01-02,6,2,247.34716666666657,2025-01-02T17:00:00,True
2025-01-02T06:00:00,2025-01-02T18:00:00,12,0.0,6,3.2596,6,1.2012333333333334,comparable,2025-01-02T17:00:00,2025-01-02,6,2,2.0583666666666662,2025-01-02T18:00:00,True
2025-01-02T06:00:00,2025-01-02T19:00:00,13,0.0,6,0.0,6,0.006200000000000001,comparable,2025-01-02T18:00:00,2025-01-02,6,3,-0.006200000000000001,2025-01-02T19:00:00,True
2025-01-02T06:00:00,2025-01-02T20:00:00,14,0.0,6,0.0,6,0.0,comparable,2025-01-02T19:00:00,2025-01-02,6,3,0.0,2025-01-02T20:00:00,False
2025-01-02T06:00:00,2025-01-02T21:00:00,15,0.0,6,0.0,6,0.0,comparable,2025-01-02T20:00:00,2025-01-02,6,3,0.0,2025-01-02T21:00:00,False
2025-01-02T06:00:00,2025-01-02T22:00:00,16,0.0,6,0.0,6,0.0,comparable,2025-01-02T21:00:00,2025-01-02,6,3,0.0,2025-01-02T22:00:00,False
2025-01-02T06:00:00,2025-01-02T23:00:00,17,0.0,6,0.0,6,0.0,comparable,2025-01-02T22:00:00,2025-01-02,6,3,0.0,2025-01-02T23:00:00,False
2025-01-02T06:00:00,2025-01-03T00:00:00,18,0.0,6,0.0,6,0.0,comparable,2025-01-02T23:00:00,2025-01-02,6,3,0.0,2025-01-03T00:00:00,False
2025-01-02T06:00:00,2025-01-03T01:00:00,19,0.0,6,0.0,6,0.0,comparable,2025-01-03T00:00:00,2025-01-03,6,4,0.0,2025-01-03T01:00:00,False
2025-01-02T06:00:00,2025-01-03T02:00:00,20,0.0,6,0.0,6,0.0,comparable,2025-01-03T01:00:00,2025-01-03,6,4,0.0,2025-01-03T02:00:00,False
