month,planned_cost_yuan,emergency_cost_yuan,total_cost_yuan,emergency_kwh,unused_grid_kwh,policy
2025-05,973598.7711351493,44888.09466791331,1018486.8658030627,7137.481147417977,126475.39761348948,P
2025-06,1332488.7142259113,208490.6731505297,1540979.387376441,32687.275412997533,260741.3822841992,P
2025-07,1484282.6352046186,120750.77043106094,1605033.4056356794,20181.457331832415,235007.1822604019,P
2025-08,1254367.8493262057,49943.76815877256,1304311.6174849782,7667.929484128815,104880.48578030524,P
2025-09,1113611.1865832433,66367.5007920994,1179978.6873753427,10928.44545843353,142492.6277429286,P
2025-10,1149824.3316710992,11885.023694228996,1161709.3553653283,2148.52607393349,147641.92903624466,P
2025-11,1289118.3836502254,984.9159063306178,1290103.299556556,205.69996543704372,136397.22358054458,P
2025-12,1703286.9678913865,69128.29523418249,1772415.2631255689,13748.426354767527,229110.30360214273,P
2025-02,1202902.5767664232,2399.049927748167,1205301.6266941712,522.0206828403311,110808.01957816849,P_terminal
2025-03,1105431.9965358593,33898.53624276278,1139330.5327786221,5249.146437312008,92224.42295531055,P_terminal
2025-04,927111.7402729404,32950.68658096506,960062.4268539054,5181.0502103933995,70116.74617047574,P_terminal
2025-05,954729.8709508121,44959.57191567591,999689.442866488,7155.147298619806,87690.14445403036,P_terminal
2025-06,1309974.6382756338,207569.69220473617,1517544.33048037,32515.115462226764,208611.7092612822,P_terminal
2025-07,1459261.743363413,120755.42689264646,1580017.1702560594,20166.992217854833,178977.86246246143,P_terminal
2025-08,1242548.4975940324,49675.3256918138,1292223.8232858463,7612.391131544587,85382.33913954196,P_terminal
2025-09,1095077.737065229,66409.14258405057,1161486.8796492796,10939.11262113152,103501.21356424832,P_terminal
2025-10,1130402.246291728,11885.023694228996,1142287.269985957,2148.52607393349,108153.47770492917,P_terminal
2025-11,1274808.5171041507,984.9159063306178,1275793.4330104813,205.69996543704372,106758.68847810225,P_terminal
2025-12,1692885.8565112045,69006.00107727786,1761891.8575884823,13723.443329479851,208407.4660248018,P_terminal
2025-02,1182668.8065950405,22509.01367178065,1205177.8202668212,3947.098792542078,86324.01507228002,S_tau
2025-03,1085595.737756155,72831.07928498514,1158426.8170411403,12041.182256414833,77085.29175822066,S_tau
2025-04,903465.1580699726,71276.91542278147,974742.0734927541,10989.445959043765,53263.296108075505,S_tau
2025-05,964627.907561202,53126.29591205086,1017754.2034732528,8630.275914825563,118161.25042491937,S_tau
2025-06,1343792.5500153766,247075.9914978361,1590868.5415132127,39045.52502310869,274551.03625204484,S_tau
2025-07,1484282.6352046186,120750.77043106094,1605033.4056356794,20181.457331832415,235007.1822604019,S_tau
2025-08,1212062.1217189846,123749.04670325598,1335811.1684222405,19517.68054020732,64107.762696557795,S_tau
2025-09,1102105.3501431753,72932.57312180135,1175037.9232649766,12297.421807889948,129343.13446068695,S_tau
2025-10,1111403.7699922884,34500.0667595907,1145903.8367518792,5838.260651732902,105926.84984703448,S_tau
2025-11,1255342.2573524415,8753.840526536504,1264096.0978789781,1580.175780211266,92932.82217838788,S_tau
2025-12,1697695.4890220822,101392.49446344555,1799087.9834855278,19392.110767098686,227530.33184437497,S_tau
2025-02,1200944.982804294,2399.049927748167,1203344.032732042,522.0206828403311,107145.92110172198,S_terminal
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,S_terminal
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,S_terminal
2025-05,949123.8233511694,48681.759340264296,997805.5826914336,8907.801576170246,79076.88703171082,S_terminal
2025-06,1303010.4180135862,215152.27854974414,1518162.6965633302,36456.515972468515,199827.47042334292,S_terminal
2025-07,1451978.3791353735,126905.35319094932,1578883.732326323,23454.163703845235,166342.28414940802,S_terminal
2025-08,1239375.6814211542,50429.171052131154,1289804.8524732853,7963.054982531865,79369.2389378724,S_terminal
2025-09,1091017.1100999715,68348.10110331755,1159365.211203289,11802.137115720105,94054.94109299766,S_terminal
2025-10,1128482.8488874598,11885.023694228996,1140367.8725816887,2148.52607393349,102004.14290963573,S_terminal
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,S_terminal
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,S_terminal
2025-02,1180917.714766124,18878.37209292552,1199796.0868590495,3674.0360539473572,86454.49810122077,S_joint
2025-03,1082254.205447992,69484.11582116991,1151738.321269162,11562.508737388205,67905.18129214915,S_joint
2025-04,901001.1191658302,59269.19676232898,960270.3159281592,9268.854092512933,45865.67325172341,S_joint
2025-05,946722.5331662219,56933.24759831713,1003655.7807645391,10566.28951555576,78179.12996234637,S_joint
2025-06,1321915.0806279103,235209.3854606713,1557124.4660885816,39811.12375033961,212369.85950207937,S_joint
2025-07,1467811.5636855648,103089.24909420357,1570900.8127797681,17925.650480632594,171847.49473708254,S_joint
2025-08,1207732.5822471327,102862.10662450202,1310594.6888716347,17501.540007612602,54078.10098406862,S_joint
2025-09,1086655.8721090131,68348.10110331755,1155003.9732123306,11802.137115720105,90124.95030790384,S_joint
2025-10,1113202.0295316014,18300.637772987306,1131502.6673045887,3174.088543379716,90552.18207290652,S_joint
2025-11,1244095.5963871602,8081.125271224526,1252176.7216583847,1467.5766964443974,68748.73174847035,S_joint
2025-12,1687632.4291775657,100376.50711623763,1788008.9362938034,19210.742109232844,201797.29201065123,S_joint
2025-02,1173697.4761833346,24664.95221709746,1198362.428400432,4617.195852739293,77702.09533824361,S_w14
2025-03,1086702.218424748,54889.01854360802,1141591.236968356,9149.344656374384,72888.02864506154,S_w14
2025-04,903634.2839873659,62973.449940424114,966607.73392779,10128.585537620105,48737.56909141496,S_w14
2025-05,950060.6216328064,60107.29632171512,1010167.9179545215,10984.342162952958,83694.17305114739,S_w14
2025-06,1310658.7987393164,198943.74579197104,1509602.5445312874,33646.34739864845,205761.25964428167,S_w14
2025-07,1444687.0580032505,160043.9582003282,1604731.0162035788,28495.45072985241,161407.65199947142,S_w14
2025-08,1212946.6697227515,92924.46828079033,1305871.1380035419,15387.019573894158,57557.786280477274,S_w14
2025-09,1085797.7199417644,70364.29575297677,1156162.0156947412,12251.517361552225,91211.10685281803,S_w14
2025-10,1104757.2646345515,26767.813798791853,1131525.0784333434,4426.648404727201,84946.36631443989,S_w14
2025-11,1235577.9156071749,24152.1573414023,1259730.072948577,3952.497989242507,61497.90219765881,S_w14
2025-12,1661587.1517984606,83910.2791921078,1745497.4309905686,16150.229213582019,162165.75552537365,S_w14
2025-02,1192789.453002539,7029.809259183136,1199819.262261722,1528.629258067327,100353.34898659181,S_w56
2025-03,1071420.5379111893,70390.71386974065,1141811.2517809297,12167.331206644065,56440.19004093496,S_w56
2025-04,897255.7282671754,71268.99381541199,968524.7220825874,10966.936073421284,41852.77369159464,S_w56
2025-05,912336.6275274233,74246.27503030519,986582.9025577285,13588.583564957764,47849.576827937606,S_w56
2025-06,1297787.490479582,256247.42473166325,1554034.9152112452,43826.87149619926,199085.9522818478,S_w56
2025-07,1506170.0261461127,78245.09441565565,1584415.1205617685,13726.406780957515,216204.22147371602,S_w56
2025-08,1238016.0797219793,50079.77514734956,1288095.854869329,7710.41048661933,78654.69758494105,S_w56
2025-09,1049127.717415486,142573.50734805362,1191701.2247635396,25127.563534054323,65584.9581075759,S_w56
2025-10,1113478.4154536703,11888.804870867794,1125367.220324538,2150.3109106759007,90474.31882259618,S_w56
2025-11,1268204.4850533416,984.9159063306178,1269189.4009596722,205.69996543704372,96326.52639145865,S_w56
2025-12,1692823.5044927837,68403.04933358796,1761226.5538263714,13603.43988666846,202904.28784770035,S_w56
2025-02,1174966.142072652,24797.54061855739,1199763.6826912095,4672.789076822115,79614.08418811767,S_no_inventory
2025-03,1076537.3048459687,71855.40841858415,1148392.7132645529,11903.77184247243,61330.64213923964,S_no_inventory
2025-04,895232.4165081986,72548.65156185762,967781.0680700561,11719.421074051985,42346.19347464114,S_no_inventory
2025-05,940514.0941688685,59130.947417205374,999645.0415860739,11107.77472016235,74212.1054718823,S_no_inventory
2025-06,1311267.0853061592,266858.7862823294,1578125.8715884886,45361.042266012664,207762.6966005118,S_no_inventory
2025-07,1452616.2248578342,135521.7185990825,1588137.9434569166,25448.14417195061,167301.44692610702,S_no_inventory
2025-08,1198871.5369685534,128946.84233245456,1327818.3793010078,21413.1345492444,47761.21580252227,S_no_inventory
2025-09,1080147.1549644645,80388.7942165802,1160535.9491810447,14679.18490337802,85565.46887210022,S_no_inventory
2025-10,1098032.4112696922,33351.9616276273,1131384.3728973195,5601.310863511994,77347.05737532809,S_no_inventory
2025-11,1243347.4453561755,14861.10757378801,1258208.5529299635,2566.3867334977294,68658.43743184059,S_no_inventory
2025-12,1687633.5623883621,100376.50711623763,1788010.0695045996,19210.742109232844,201797.29201065123,S_no_inventory
2025-02,1200946.2711582577,2399.049927748167,1203345.3210860058,522.0206828403311,107145.92110172198,P_floor
2025-03,1104794.3580141054,33898.53624276279,1138692.8942568682,5249.146437312009,88481.80843851784,P_floor
2025-04,925356.7243395223,32950.68658096506,958307.4109204874,5181.0502103933995,65610.04627384261,P_floor
2025-05,949090.8034539935,48850.884620295816,997941.6880742894,8990.29448776564,79087.9452148118,P_floor
2025-06,1303015.8426742624,215152.27854974414,1518168.1212240064,36456.515972468515,199827.47042334292,P_floor
2025-07,1451937.6222128428,127114.86448703414,1579052.4866998768,23556.282114494803,166342.28414940802,P_floor
2025-08,1239347.8826246373,50620.32915911882,1289968.211783756,8054.200142496972,79312.24012441737,P_floor
2025-09,1091010.5112350744,69007.5079591985,1160018.0191942728,12118.794618739437,94054.94109299764,P_floor
2025-10,1128515.8949549603,11885.023694228996,1140400.9186491894,2148.52607393349,102008.14951846642,P_floor
2025-11,1274693.4401686506,984.9159063306178,1275678.3560749812,205.69996543704372,102894.40079720553,P_floor
2025-12,1692855.5948468596,68409.57568795388,1761265.1705348133,13606.822293699259,202904.28784770035,P_floor
2025-02,1224662.289847591,3479.9306844586117,1228142.2205320494,739.0970328999954,142224.24210614368,P_B1
2025-03,1129024.5983325162,30226.222473891907,1159250.820806408,5013.9553023917715,130158.52894670678,P_B1
2025-04,962594.6043803782,10489.022220902318,973083.6266012804,1898.3527395666638,123701.21180424768,P_B1
2025-05,990318.3688793407,56931.27651978695,1047249.6453991277,8963.404491144018,150292.75338721037,P_B1
2025-06,1347698.619607646,129742.9086966375,1477441.5283042837,20314.58450317466,267468.4995924279,P_B1
2025-07,1524417.3207922801,205014.7758754072,1729432.0966676874,34571.39544034815,299284.78725618595,P_B1
2025-08,1294112.938056869,19790.63162960648,1313903.5696864754,3015.339291533325,147117.92987831275,P_B1
2025-09,1161415.905897816,26602.140681399633,1188018.0465792154,4149.323923027981,188036.10285378594,P_B1
2025-10,1152655.1683793582,1022.2547718848448,1153677.423151243,192.61146949999392,144540.70209996132,P_B1
2025-11,1279384.734886919,2995.3831190308047,1282380.1180059498,570.7902545666658,129913.49788172837,P_B1
2025-12,1683775.6502690695,77473.64383768514,1761249.2941067545,15106.675908333342,202791.33431078185,P_B1
2025-02,1212719.3394341148,3479.9306844586117,1216199.2701185734,739.0970328999954,123427.56892853048,P_B1_floor
2025-03,1117122.5155123875,29670.107442402055,1146792.6229547895,4931.500705091772,106544.5120376121,P_B1_floor
2025-04,949475.590356604,10400.210912666318,959875.8012692704,1881.207699366664,99307.16979963865,P_B1_floor
2025-05,967611.5992573162,61675.843120181904,1029287.4423774981,11226.67980087735,106164.97319222131,P_B1_floor
2025-06,1319666.3948875163,140004.41108213516,1459670.8059696513,25310.311779007992,207176.5270551851,P_B1_floor
2025-07,1489206.509989594,211786.11840604298,1700992.628395637,39076.84684754815,220615.08813865506,P_B1_floor
2025-08,1274700.704610759,19695.444709339816,1294396.1493200986,2996.963438199992,108772.09488390945,P_B1_floor
2025-09,1136161.985025763,26639.020747106875,1162801.0057728698,4178.187691861313,130697.58947049374,P_B1_floor
2025-10,1134091.963285061,1022.2547718848525,1135114.2180569458,192.61146949999556,104288.43273547571,P_B1_floor
2025-11,1268624.974234679,2729.5932616391333,1271354.5674963181,517.5097378999981,104427.84809520138,P_B1_floor
2025-12,1674210.1813307812,76528.1656753751,1750738.3470061563,14950.857984966671,178587.61763426603,P_B1_floor
