date,B0,B1,P,P_terminal,S_tau,S_terminal,S_joint,S_w14,S_w56,S_no_inventory,P_floor,P_B1,P_B1_floor,S_joint_saving_vs_B0,S_joint_saving_vs_B1,S_joint_saving_vs_P,S_joint_saving_vs_P_terminal,S_joint_saving_vs_P_floor,P_B1_floor_saving_vs_B0,P_B1_floor_saving_vs_B1,P_B1_floor_saving_vs_P,P_B1_floor_saving_vs_P_terminal,P_B1_floor_saving_vs_P_floor
2025-02-11,56182.01503941532,55223.42783848414,53400.38830054211,53214.16026759208,52597.54840261252,53244.41824446088,53244.41824446088,52572.83344171131,53244.41824446088,52441.57834653129,53244.41824446088,51763.26913786603,51578.21263845348,2937.5967949544356,1979.0095940232568,155.97005608122709,-30.25797686880105,0.0,4603.802400961838,3645.2152000306596,1822.17566208863,1635.9476291386018,1666.2056060074028
2025-02-12,55204.57487524469,53845.978708643874,53160.08263745204,53050.99362763392,53160.08263745204,53026.27534195866,53026.27534195866,51743.92447966348,53026.27534195866,53093.55690976437,53026.27534195866,52747.509772411155,52583.80178697367,2178.29953328603,819.7033666852149,133.8072954933814,24.71828567526245,0.0,2620.7730882710166,1262.1769216702014,576.2808504783679,467.191840660249,442.47355498498655
2025-02-13,53379.13863430471,51071.42348640662,52719.04913881772,52528.33748859105,52719.04913881772,52550.98027172883,52550.98027172883,51426.01880370698,52550.98027172883,52550.98027172883,52550.98027172883,53091.47290227894,52902.39083034439,828.1583625758794,-1479.5567853222165,168.06886708888487,-22.642783137780498,0.0,476.7478039603229,-1830.967343937773,-183.34169152667164,-374.053341753337,-351.4105586155565
2025-02-14,25261.449478399416,20497.840912304306,19588.89095782699,19208.161300094063,20019.42837745279,19208.687834196746,19960.0992231449,20049.784019379425,19960.0992231449,19960.0992231449,19208.687834196746,19438.513168301666,19021.865949787003,5301.350255254514,537.7416891594039,-371.2082653179132,-751.9379230508384,-751.411388948156,6239.583528612413,1475.9749625173026,567.0250080399856,186.2953503070603,186.82188440974278
2025-02-15,25430.56660174489,19469.212930319864,19305.034830667344,18964.156936280317,19319.84014152608,18997.731978506814,19596.472925706887,19596.472925706887,19596.472925706887,19596.472925706887,18997.731978506814,19687.268004999565,19283.673593594664,5834.093676038003,-127.25999538702308,-291.43809503954253,-632.31598942657,-598.7409472000727,6146.893008150226,185.53933672519997,21.361237072680524,-319.51665731434696,-285.94161508784964
2025-02-16,60423.96161469823,53448.62494029514,50953.25564491321,50923.08725013418,53990.490023317165,50979.88777504743,50981.17612901121,54040.8656738753,50981.17612901121,54040.8656738753,50968.88831056457,51817.401053802256,51694.07595687263,9442.785485687018,2467.4488112839317,-27.920484098001907,-58.088878877031675,-12.287818446638994,8729.885657825602,1754.5489834225154,-740.8203119594182,-770.988706738448,-725.1876463080553
2025-02-17,53657.58850639679,50658.07080598386,50294.81134516546,50110.071001672826,49608.6837316088,50122.97511634899,50135.26293479563,49641.67479367841,50135.26293479563,49537.15558880381,50135.26293479563,52202.73917209212,52050.851959565196,3522.3255716011554,522.8078711882263,159.54841036982543,-25.191933122805494,0.0,1606.736546831591,-1392.781153581338,-1756.0406143997388,-1940.7809578923698,-1915.5890247695643
2025-02-18,53228.771166526276,52495.4359842448,50160.19379652354,50005.32507839487,48865.14634961732,50039.08111914473,50039.08111914473,48892.438721498525,50039.08111914473,48857.56501384797,50039.08111914473,49607.58161779215,49437.132211262666,3189.6900473815476,2456.3548651000747,121.1126773788128,-33.756040749860404,0.0,3791.63895526361,3058.303772982137,723.0615852608753,568.1928671322021,601.9489078820625
2025-02-19,54310.07220810734,55747.145445556365,50151.29630548868,49878.203495880276,48960.74349925865,49902.965733736666,49600.543180934634,49593.59012567931,49902.965733736666,49764.61941979811,49902.965733736666,50172.931676805965,49857.44297334349,4709.529027172706,6146.602264621732,550.7531245540449,277.6603149456423,302.42255280203244,4452.629234763852,5889.702472212877,293.8533321451905,20.760522536787903,45.52276039317803
2025-02-20,52624.661187623075,48713.53633311417,49456.78458850372,49401.41790609636,48469.6939952515,49473.836187837755,49485.25666461751,48522.743702853586,49484.059249747545,48522.743702853586,49473.836187837755,50316.897624515834,50284.16710007591,3139.4045230055635,-771.7203315033403,-28.472076113794174,-83.83875852115307,-11.420476779756427,2340.4940875471657,-1570.6307669617381,-827.382511572192,-882.7491939795509,-810.3309122381543
2025-02-21,23326.89998861014,17785.46339664726,18856.59718606715,18461.320470805895,19099.45701339669,18483.634757870364,18797.134059649703,18852.58018922117,18836.35743792768,18946.231938737823,18483.634757870364,19033.444234840335,18594.671880077,4529.765928960438,-1011.6706630024419,59.46312641744589,-335.81358884380825,-313.49930177933857,4732.2281085331415,-809.2084834297384,261.92530599014935,-133.35140927110479,-111.0371222066351
2025-02-22,24597.813110517392,19072.675899768263,18877.67303781747,18464.878426348267,18261.267525393963,18528.928783187595,18429.354526355386,18428.82711423675,18430.710481167946,18429.354526355386,18528.928783187595,19039.855677916,18522.805641806997,6168.458584162006,643.3213734128767,448.3185114620828,35.523899992880615,99.57425683220936,6075.007468710395,549.8702579612655,354.86739601047157,-57.92721545873064,6.123141380598099
2025-02-23,51683.23068041816,48511.93040866346,48806.007346716935,48589.339022616165,48037.867878198784,48617.101753130344,48086.91698698027,48086.238855679076,48613.46370249339,48042.20237413117,48617.101753130344,51040.81566809585,50715.111205851514,3596.3136934378854,425.0134216831866,719.0903597366632,502.4220356358928,530.1847661500724,968.1194745666435,-2203.1807971880553,-1909.1038591345787,-2125.772183235349,-2098.0094527211695
2025-02-24,51790.1392278904,49536.11055910167,48136.03402772111,47857.88935970075,47335.78846515861,47880.72352084371,47359.13575981149,47358.457628510296,47880.72352084371,47232.25919500865,47880.72352084371,49121.19511299975,48936.508836004716,4431.00346807891,2176.9747992901757,776.8982679096152,498.7535998892563,521.5877610322204,2853.6303918856865,599.6017230969519,-800.4748082836086,-1078.6194763039675,-1055.7853151610034
2025-02-25,50287.11549074201,45373.98615352282,48583.43156240466,48361.2977182732,47266.903310353286,48396.064791801866,47030.17268062161,47277.78177139362,48396.064791801866,47228.7612317973,48396.064791801866,47647.51559643484,47457.35442389769,3256.942810120403,-1656.186527098791,1553.2588817830474,1331.125037651589,1365.8921111802556,2829.761066844323,-2083.368270374871,1126.0771385069675,903.9432943755091,938.7103679041757
2025-02-26,50150.66351621801,59156.03062042311,47730.53474182628,47527.240271610004,46745.138094850234,47577.76868542453,46775.86166767241,46746.00257747021,47577.76868542453,46730.24629973253,47577.76868542453,45832.318692799425,45704.68924635902,3374.8018485455977,12380.168952750697,954.6730741538704,751.3786039375918,801.9070177521207,4445.974269858991,13451.34137406409,2025.8454954672634,1822.5510252509848,1873.0794390655137
2025-02-27,51928.44832404497,53011.85983207458,47199.017150182546,46784.214193054875,47774.9938781544,46771.43106639099,47547.16620811722,47262.38183231701,46771.43106639099,47598.12444890209,46771.43106639099,49884.92987866729,49570.312948622995,4381.282115927752,5464.693623957362,-348.1490579346719,-762.952015062343,-775.7351417262253,2358.1353754219745,3441.546883451585,-2371.2957984404493,-2786.0987555681204,-2798.8818822320027
2025-02-28,23451.96916684212,17930.32660350496,18362.08924992457,17846.008522826818,18130.877681592072,17822.912589474316,17892.093654079614,18021.970518250313,17745.255251533345,17892.093654079614,17822.912589474316,18430.097697746336,17903.33400627057,5559.8755127625045,38.232949425346305,469.9955958449573,-46.08513125279569,-69.18106460529816,5548.63516057155,26.992597234391724,458.7552436540027,-57.32548344375027,-80.42141679625274
2025-03-01,20044.29212312899,18661.020890600284,18400.14824874122,17927.533376432024,17854.373539134085,17935.048898930545,17563.126513502353,17381.179687870575,17563.126513502353,17525.649624097387,17935.048898930545,18508.589385689338,17940.585240002394,2481.165609626638,1097.8943770979313,837.0217352388681,364.40686292967075,371.9223854281918,2103.706883126597,720.4356505978903,459.5630087388272,-13.051863570370188,-5.536341071849165
2025-03-02,80435.8979777614,60969.572921580606,66758.13694858676,66486.8288333681,73851.42455244169,66525.30277010758,73861.70082509311,73866.09044779616,66629.61676731893,73764.77088328186,66525.30277010758,55678.8747360227,55370.403459182475,6574.19715266829,-12892.127903512504,-7103.563876506349,-7374.871991725013,-7336.398054985533,25065.494518578926,5599.169462398131,11387.733489404287,11116.425374185623,11154.899310925102
2025-03-03,70817.99153969147,51522.34677090034,56817.88661145673,56690.497707049275,63695.04911003842,56640.252887656614,63426.010067039024,56590.71408056535,63517.4153862383,63581.06358164019,56640.252887656614,52285.75437818167,52170.09169836993,7391.981472652449,-11903.663296138686,-6608.123455582296,-6735.512359989749,-6785.75717938241,18647.899841321545,-647.74492746959,4647.7949130868,4520.406008679347,4470.161189286686
2025-03-04,48265.13920710705,49305.845057654165,47965.61886915563,47842.28817805231,46553.136555901794,47857.19559194205,46572.099295736516,47857.19559194205,46572.099295736516,46502.0148022138,47857.19559194205,52550.194691625744,52376.82000489971,1693.0399113705353,2733.7457619176494,1393.5195734191147,1270.1888823157933,1285.0962962055346,-4111.680797792658,-3070.974947245544,-4411.201135744079,-4534.5318268474,-4519.624412957659
2025-03-05,49201.848555596785,47680.53760678149,48650.66558564548,48398.15699367684,47291.3745162169,48394.47912044056,47066.990127332996,48394.47912044056,47066.990127332996,47145.283532768706,48394.47912044056,50029.002840971465,49803.93568648798,2134.8584282637894,613.5474794484908,1583.6754583124857,1331.1668663438468,1327.4889931075668,-602.0871308911956,-2123.398079706494,-1153.2701008424992,-1405.7786928111382,-1409.4565660474182
2025-03-06,49461.67041618077,48402.423140870815,48374.42932882199,48117.65561522997,46961.61648264378,48120.70509960829,46813.83909143052,48120.70509960829,46813.83909143052,46813.83909143052,48120.70509960829,47878.695201994284,47679.21045320129,2647.831324750252,1588.5840494402946,1560.5902373914723,1303.8165237994472,1306.8660081777707,1782.459962979483,723.2126876695256,695.2188756207033,438.44516202867817,441.4946464070017
2025-03-07,18286.76987966082,16694.745244269157,18234.54325954761,17674.81880484848,17654.928694233204,17693.84430337414,17218.818195183332,17095.28659940592,17218.818195183332,17218.818195183332,17693.84430337414,18143.678540577668,17644.939573245738,1067.951684477488,-524.0729509141747,1015.7250643642765,456.00060966514866,475.02610819080655,641.8303064150823,-950.1943289765804,589.6036863018708,29.879231602742948,48.90473012840084
2025-03-08,21490.162473023815,17227.275498071507,17834.7522433463,17232.874335358796,18107.589469356964,17189.63645975114,17276.056166979877,17276.056166979877,17276.056166979877,17276.056166979877,17189.63645975114,17601.945198916666,16847.558825567714,4214.106306043937,-48.78066890836999,558.696076366421,-43.18183162108107,-86.41970722873884,4642.603647456101,379.71667250379323,987.1934177785843,385.31550979108215,342.0776341834244
2025-03-09,45740.66065336302,42524.93724892577,46352.80947388946,45988.44758203607,44930.88250629603,45988.69177236477,44699.57805535729,46121.50502295072,44699.57805535729,44699.57805535729,45988.69177236477,44848.52939115642,44475.39128125416,1041.082598005727,-2174.6408064315183,1653.2314185321666,1288.8695266787763,1289.1137170074799,1265.269372108858,-1950.4540323283873,1877.4181926352976,1513.0563007819073,1513.300491110611
2025-03-10,57021.36444695157,66041.99975303598,45372.02164173185,44948.954482777,48113.461722372,44951.14909482165,47101.21904138442,44951.14909482165,47101.21904138442,47101.21904138442,44951.14909482165,49764.73722191048,48946.354775981934,9920.14540556715,18940.78071165156,-1729.1973996525703,-2152.2645586074213,-2150.0699465627695,8075.009670969637,17095.64497705405,-3574.3331342500824,-3997.4002932049334,-3995.2056811602815
2025-03-11,46654.79401489039,47454.31913196767,45211.21410533863,44884.864999938,43765.19217957713,44940.59296942115,43634.31695476269,44940.59296942115,43634.31695476269,43634.31695476269,44940.59296942115,46873.289401344,46685.10024950674,3020.4770601276978,3820.0021772049804,1576.89715057594,1250.54804517531,1306.2760146584624,-30.306234616349684,769.218882460933,-1473.8861441681074,-1800.2352495687373,-1744.507280085585
2025-03-12,47081.30019029531,42711.11750476208,44754.32479241192,44336.811176622956,43340.944892016974,44318.46594267219,43033.888909598114,44318.46594267219,43033.888909598114,43033.888909598114,44318.46594267219,44618.78216336311,44258.62401334351,4047.411280697197,-322.7714048360358,1720.4358828138065,1302.9222670248419,1284.577033074078,2822.676176951798,-1547.506508581435,495.7007790684074,78.18716327944276,59.841929328678816
2025-03-13,64492.44574725327,70299.15806223659,47358.421395130485,47086.9565451184,54382.06832204324,47151.08547222989,54310.95717114932,47151.08547222989,54310.95717114932,54310.95717114932,47151.08547222989,54629.68491929123,54422.93891453204,10181.488576103948,15988.200891087268,-6952.535776018834,-7224.0006260309165,-7159.871698919429,10069.506832721228,15876.219147704549,-7064.517519401554,-7335.982369413636,-7271.853442302148
2025-03-14,23597.58616831371,17063.21046743915,16841.422525843067,16313.999820379491,17776.24947238559,16216.584117789307,16916.473105418158,16847.680280164957,17819.09529295537,16916.473105418158,16216.584117789307,16825.144639418002,16215.595883188043,6681.113062895551,146.737362020991,-75.05057957509052,-602.4732850386663,-699.8889876288504,7381.990285125665,847.614584251105,625.8266426550235,98.40393719144777,0.9882346012636845
2025-03-15,24287.583337575776,17991.635605845233,17182.414986515152,16630.858616652575,16939.985150105986,16519.000889450093,16383.984793238536,16383.984793238536,18228.407186053333,16383.984793238536,16519.000889450093,17040.391208449666,16255.04071675708,7903.598544337239,1607.6508126066965,798.4301932766157,246.87382341403827,135.01609621155694,8032.542620818696,1736.5948890881536,927.3742697580728,375.81789989549543,263.9601726930141
2025-03-16,45363.246487430835,45031.90828167428,44073.596400685994,43985.344264989486,42597.61555704421,44019.26572776381,42631.569966362666,44100.12973401933,42631.569966362666,42631.569966362666,44019.26572776381,45671.02842919528,45568.63124998335,2731.6765210681697,2400.3383153116156,1442.0264343233284,1353.7742986268204,1387.695761401148,-205.3847625525159,-536.72296830907,-1495.0348492973571,-1583.2869849938652,-1549.3655222195375
2025-03-17,44160.800014334134,40584.68386715267,44156.42410177443,43706.02643945204,42587.91389528042,43716.76233768422,42285.16642387926,43716.76233768422,42285.16642387926,42285.16642387926,43716.76233768422,44036.2247567099,43691.859537999044,1875.633590454876,-1700.482556726587,1871.2576778951698,1420.8600155727836,1431.5959138049584,468.94047633509035,-3107.1756708463727,464.56456377538416,14.16690145299799,24.902799685172795
2025-03-18,49202.775585489755,56798.35438423224,42951.76607839962,42568.40067398856,43911.50852603912,42515.22965073027,43588.32655963283,43474.97209836977,43588.32655963283,43588.32655963283,42515.22965073027,47000.18510556561,46576.52648253431,5614.449025856928,13210.027824599412,-636.5604812332094,-1019.9258856442684,-1073.0969089025602,2626.249102955444,10221.827901697929,-3624.760404134693,-4008.125808545752,-4061.296831804044
2025-03-19,43511.92171489875,39870.347201434255,43159.10464088923,42885.56169166301,41563.7560920573,42915.68079032706,43036.226778630895,41440.87822979897,41440.87822979897,41440.87822979897,42915.68079032706,43375.384622102014,43133.008284251824,475.694936267857,-3165.8795771966397,122.87786225833406,-150.66508696788514,-120.54598830383475,378.91343064692774,-3262.661082817569,26.096356637404824,-247.44659258881438,-217.32749392476398
2025-03-20,45289.46679461149,51439.38007242503,43138.21849726264,42712.24745572764,41541.67393017575,42663.40142005474,42663.40142005474,41165.82703381063,41165.82703381063,41165.82703381063,42663.40142005474,42432.64774077622,41982.854954810704,2626.0653745567543,8775.978652370293,474.8170772079029,48.846035672897415,0.0,3306.6118398007893,9456.525117614328,1155.363542451938,729.3925009169325,680.5464652440351
2025-03-21,24166.67086518176,17637.47146428054,16439.482643558942,15792.406547814184,17507.672263260156,15596.646910896969,16976.37311223091,17146.196005626047,17146.196005626047,17146.196005626047,15596.646910896969,16789.87222017767,16058.679200340825,7190.29775295085,661.0983520496302,-536.8904686719688,-1183.9665644167271,-1379.7262013339423,8107.991664840936,1578.7922639397166,380.80344321811754,-266.27265252664074,-462.0322894438559
2025-03-22,18382.88015538992,15223.925187663552,17003.43299739155,16573.57972468163,16401.08333158774,16509.798646850348,15972.61127660458,15972.61127660458,15972.61127660458,15972.61127660458,16509.798646850348,16750.38242952833,16093.470656239524,2410.2688787853403,-748.6860889410291,1030.8217207869675,600.9684480770484,537.1873702457669,2289.409499150397,-869.5454685759723,909.9623411520242,480.1090684421051,416.3279906108237
2025-03-23,45758.25937553203,41555.10524080415,41253.84173074074,40730.8973638815,41253.84173074074,40756.70850408184,40909.560119906935,40909.560119906935,39561.22695640436,40909.560119906935,40756.70850408184,43394.09099312375,42825.45310232649,4848.699255625092,645.5451208972154,344.2816108338084,-178.66275602543465,-152.85161582509318,2932.806273205533,-1270.347861522343,-1571.61137158575,-2094.555738444993,-2068.7445982446516
2025-03-24,42990.06447856463,44828.04025380914,40913.03351212419,40615.123617748264,40913.03351212419,40598.98927590732,40598.98927590732,39091.09806749072,39199.79064252134,40598.98927590732,40598.98927590732,41557.75878286748,41344.42309421051,2391.07520265731,4229.0509779018175,314.04423621686874,16.134341840945126,0.0,1645.6413843541159,3483.6171595986234,-431.3895820863254,-729.299476462249,-745.4338183031941
2025-03-25,54022.70533931905,54438.06288320453,40510.085073548966,40200.310804877336,40510.085073548966,40219.876814069685,40219.876814069685,42184.45546657047,42046.774494322424,40219.876814069685,40219.876814069685,40643.952759886546,40584.178505781325,13802.828525249366,14218.186069134848,290.20825947928097,-19.566009192349156,0.0,13438.526833537726,13853.884377423208,-74.09343223235919,-383.8677009039893,-364.30169171164016
2025-03-26,43369.62821899993,39280.16530197808,40492.61101143842,40357.452508651775,39005.91786304573,40375.38201248515,38888.68886409245,39009.81034253451,39025.93674819818,38888.68886409245,40375.38201248515,42114.99641049173,42008.383256594876,4480.939354907481,391.4764378856271,1603.9221473459693,1468.7636445593234,1486.6931483926965,1361.2449624050569,-2728.217954616797,-1515.772245156455,-1650.9307479431009,-1633.0012441097278
2025-03-27,45176.79036657171,55670.64893497665,40590.2920605902,40378.92942463985,39079.776968591854,40410.427347642064,40541.595768896485,38815.14102883648,38968.9484067482,39031.080676898135,40410.427347642064,39314.33895848164,39141.986943301934,4635.194597675225,15129.053166080164,48.696291693719104,-162.66634425663506,-131.16842125442054,6034.8034232697755,16528.661991674715,1448.3051172882697,1236.9424813379155,1268.44040434013
2025-03-28,21328.08575465,15053.962490495875,16160.3522659945,15561.72833328323,16055.326613235258,15423.027779387363,15294.60204610114,15572.614367202472,15417.495959364183,15417.495959364183,15423.027779387363,16476.608268261003,15847.450642384512,6033.483708548862,-240.63955560526483,865.7502198933598,267.1262871820909,128.42573328622348,5480.635112265489,-793.4881518886377,312.9016236099869,-285.722309101282,-424.4228629971494
2025-03-29,21339.119428091573,16356.816113855204,15982.170816981088,15411.2118859819,15378.66546950067,15235.049244078165,14787.88014546369,14616.200767418257,14787.88014546369,14787.88014546369,15235.049244078165,16048.006153375001,15147.892947859213,6551.239282627883,1568.9359683915136,1194.2906715173976,623.3317405182097,447.16909861447493,6191.226480232361,1208.9231659959914,834.2778691218755,263.31893812268754,87.15629621895278
2025-03-30,38581.90607014937,46867.78571972559,39321.22472864975,39065.132308072185,39321.22472864975,39097.964543734844,39267.74652350792,37870.89697508294,37799.274491442106,39267.74652350792,39097.964543734844,37947.872818588665,37637.69784625733,-685.840453358549,7600.039196217665,53.478205141829676,-202.6142154357367,-169.78197977307718,944.2082238920411,9230.087873468256,1683.5268823924198,1427.4344618148534,1460.266697477513
2025-03-31,45615.99735858652,48736.34059703712,38643.18670098555,38224.63266562927,39579.44432149457,38196.647860614336,38196.647860614336,39207.91274729183,39287.924285766996,39132.905481123365,38196.647860614336,38420.17643836487,38057.53547439294,7419.349497972187,10539.692736422781,446.53884037121315,27.984805014937592,0.0,7558.461884193581,10678.805122644175,585.6512265926067,167.09719123633113,139.11238622139354
2025-04-01,61499.73556423081,51339.86045301114,40792.17722351014,40392.89622949541,50490.107966328105,40387.39857760176,49978.236525149,50068.379145766645,50068.379145766645,50068.379145766645,40387.39857760176,40449.400918090796,40118.567913300314,11521.499039081813,1361.6239278621433,-9186.05930163886,-9585.340295653587,-9590.83794754724,21381.167650930496,11221.292539710827,673.6093102098239,274.3283161950967,268.8306643014439
2025-04-02,63747.56623107103,49162.56341064036,44722.13258774073,44536.45452954912,44722.13258774073,44496.99057414712,44563.34913159796,44563.34913159796,44563.34913159796,44563.34913159796,44496.99057414712,47325.78690525798,46887.70941380979,19184.21709947307,4599.214279042397,158.78345614276623,-26.894602048843808,-66.35855745083973,16859.856817261243,2274.8539968305704,-2165.57682606906,-2351.25488426067,-2390.718839662666
2025-04-03,44906.09470811255,45815.37742352264,39393.32823197091,39189.32544748747,38116.01866752873,39169.61449079339,39169.61449079339,39169.61449079339,37718.97677555215,37718.97677555215,39169.61449079339,42720.03154273061,42436.0725742268,5736.4802173191565,6645.762932729245,223.7137411775184,19.71095669407805,0.0,2470.022133885752,3379.3048492958405,-3042.7443422558863,-3246.7471267393266,-3266.4580834334047
2025-04-04,20751.710639289115,14025.422350624209,15366.643647010358,14813.073968654699,14701.141346019807,14631.068386666417,14102.210454245906,14102.210454245906,14248.665707616467,14358.172655659586,14631.068386666417,15691.152926932,15018.946391631467,6649.500185043209,-76.78810362169679,1264.4331927644525,710.863514408793,528.8579324205111,5732.7642476576475,-993.5240410072583,347.697255378891,-205.87242297676858,-387.8780049650504
2025-04-05,19082.497254961614,15263.016645271344,15913.358287994359,15373.307602818191,15108.951321826162,15256.79336818442,14851.52025966447,14643.612299120152,14851.52025966447,14814.151117220163,15256.79336818442,15535.695872706334,14669.777669311667,4230.976995297144,411.49638560687345,1061.8380283298884,521.7873431537209,405.27310851995026,4412.7195856499475,593.2389759596772,1243.5806186826921,703.5299335065247,587.015698872754
2025-04-06,39719.15727854008,37488.3308649554,39568.08717976953,39332.517500179594,38019.018212753384,39358.903564280365,38055.636058260505,38063.181960768845,37989.74797436841,38062.51443557403,39358.903564280365,40760.81845435835,40539.61349651386,1663.5212202795738,-567.3051933051029,1512.4511215090242,1276.8814419190894,1303.2675060198599,-820.4562179737841,-3051.2826315584607,-971.5263167443336,-1207.0959963342684,-1180.709932233498
2025-04-07,39398.51021933699,34829.39646261488,38882.19898426183,38606.7433436139,37341.0587571352,38581.11649233345,37090.2962846553,37162.266164552326,37163.90176007868,37163.90176007868,38581.11649233345,38637.42926226876,38428.89767634754,2308.213934681691,-2260.8998220404173,1791.9026996065295,1516.4470589586053,1490.8202076781527,969.6125429894528,-3599.5012137326557,453.3013079142911,177.84566726636695,152.21881598591426
2025-04-08,44021.71406825529,42741.10947340868,39091.84750262249,38837.69589485001,37596.80507319388,38883.7123720238,39033.000221874696,39033.000221874696,37537.95779244609,37537.95779244609,38883.7123720238,39070.19247336336,38838.2907208451,4988.713846380597,3708.109251533984,58.847280747795594,-195.30432702468534,-149.28784985089442,5183.423347410193,3902.8187525635803,253.55678177739173,-0.5948259950891952,45.42165117870172
2025-04-09,58047.90908712347,61579.90334368213,38812.48062828261,38598.66573762649,48422.83431985061,38645.81420133037,38645.81420133037,38645.81420133037,48447.85480266731,48434.93867403079,38645.81420133037,39411.412440210675,39324.58773255749,19402.0948857931,22934.089142351753,166.6664269522371,-47.148463703881134,0.0,18723.321354565982,22255.315611124635,-512.1071042748808,-725.9219949309991,-678.7735312271179
