policy,date,tau,terminal,initial_soc_kwh,scenario_count,selected_index
S_tau,2025-05-16,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-17,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-18,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-19,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-20,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-21,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-22,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-23,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-24,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-25,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-26,0.8,equal_initial,10800.0,28,3
S_tau,2025-05-27,0.7,equal_initial,10800.0,28,2
S_tau,2025-05-28,0.7,equal_initial,10800.0,28,2
S_tau,2025-05-29,0.7,equal_initial,10800.0,28,2
S_tau,2025-05-30,0.7,equal_initial,10800.0,28,2
S_tau,2025-05-31,0.7,equal_initial,10800.0,28,2
S_tau,2025-06-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-06-02,0.7,equal_initial,10040.394929276752,28,2
S_tau,2025-06-03,0.7,equal_initial,9162.819217935612,28,2
S_tau,2025-06-04,0.7,equal_initial,8576.790728956372,28,2
S_tau,2025-06-05,0.8,equal_initial,7858.858659456523,28,3
S_tau,2025-06-06,0.9,equal_initial,7126.019364371894,28,4
S_tau,2025-06-07,0.9,equal_initial,6970.009145668408,28,4
S_tau,2025-06-08,0.8,equal_initial,7356.647035912332,28,3
S_tau,2025-06-09,0.8,equal_initial,9493.13111576116,28,3
S_tau,2025-06-10,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-11,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-12,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-13,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-14,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-15,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-16,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-17,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-18,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-19,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-20,0.9,equal_initial,10800.0,28,4
S_tau,2025-06-21,0.9,equal_initial,10800.0,28,4
S_tau,2025-06-22,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-23,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-24,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-25,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-26,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-27,0.9,equal_initial,10800.0,28,4
S_tau,2025-06-28,0.9,equal_initial,10800.0,28,4
S_tau,2025-06-29,0.8,equal_initial,10800.0,28,3
S_tau,2025-06-30,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-01,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-02,0.8,equal_initial,10322.362506109257,28,3
S_tau,2025-07-03,0.8,equal_initial,9923.59975970809,28,3
S_tau,2025-07-04,0.8,equal_initial,9624.991552122998,28,3
S_tau,2025-07-05,0.8,equal_initial,8641.955466986043,28,3
S_tau,2025-07-06,0.8,equal_initial,8233.726391490358,28,3
S_tau,2025-07-07,0.8,equal_initial,8009.59115413423,28,3
S_tau,2025-07-08,0.8,equal_initial,7684.0684154725695,28,3
S_tau,2025-07-09,0.8,equal_initial,9685.842110948364,28,3
S_tau,2025-07-10,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-11,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-12,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-13,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-14,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-15,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-16,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-17,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-18,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-19,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-20,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-21,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-22,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-23,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-24,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-25,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-26,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-27,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-28,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-29,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-30,0.8,equal_initial,10800.0,28,3
S_tau,2025-07-31,0.8,equal_initial,10800.0,28,3
S_tau,2025-08-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-02,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-03,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-04,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-05,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-06,0.7,equal_initial,10667.72758531939,28,2
S_tau,2025-08-07,0.7,equal_initial,10410.590549721492,28,2
S_tau,2025-08-08,0.7,equal_initial,10211.931672045297,28,2
S_tau,2025-08-09,0.7,equal_initial,9921.108681208958,28,2
S_tau,2025-08-10,0.7,equal_initial,9627.016941885015,28,2
S_tau,2025-08-11,0.7,equal_initial,9793.622313985512,28,2
S_tau,2025-08-12,0.7,equal_initial,9835.794649586749,28,2
S_tau,2025-08-13,0.7,equal_initial,9997.45236907364,28,2
S_tau,2025-08-14,0.7,equal_initial,10096.822136543802,28,2
S_tau,2025-08-15,0.7,equal_initial,10127.965366380236,28,2
S_tau,2025-08-16,0.7,equal_initial,9773.260737773926,28,2
S_tau,2025-08-17,0.7,equal_initial,9843.326874187176,28,2
S_tau,2025-08-18,0.7,equal_initial,10007.55765251704,28,2
S_tau,2025-08-19,0.7,equal_initial,10098.146145011862,28,2
S_tau,2025-08-20,0.7,equal_initial,10267.507419284193,28,2
S_tau,2025-08-21,0.7,equal_initial,10269.584792776435,28,2
S_tau,2025-08-22,0.7,equal_initial,10357.750769176435,28,2
S_tau,2025-08-23,0.7,equal_initial,10165.72005026475,28,2
S_tau,2025-08-24,0.7,equal_initial,10038.629887336723,28,2
S_tau,2025-08-25,0.7,equal_initial,10095.86197247245,28,2
S_tau,2025-08-26,0.8,equal_initial,10279.960871165305,28,3
S_tau,2025-08-27,0.8,equal_initial,10800.0,28,3
S_tau,2025-08-28,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-29,0.7,equal_initial,10773.623592656073,28,2
S_tau,2025-08-30,0.7,equal_initial,10800.0,28,2
S_tau,2025-08-31,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-02,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-03,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-04,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-05,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-06,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-07,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-08,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-09,0.8,equal_initial,10390.27814389259,28,3
S_tau,2025-09-10,0.8,equal_initial,10252.585171148652,28,3
S_tau,2025-09-11,0.8,equal_initial,10198.07791180684,28,3
S_tau,2025-09-12,0.7,equal_initial,10116.87071274989,28,2
S_tau,2025-09-13,0.8,equal_initial,9487.22820714104,28,3
S_tau,2025-09-14,0.8,equal_initial,9525.256034660802,28,3
S_tau,2025-09-15,0.8,equal_initial,9752.496378586155,28,3
S_tau,2025-09-16,0.8,equal_initial,9942.035121187839,28,3
S_tau,2025-09-17,0.8,equal_initial,9984.420352290019,28,3
S_tau,2025-09-18,0.8,equal_initial,10299.363609845816,28,3
S_tau,2025-09-19,0.8,equal_initial,10264.230554696222,28,3
S_tau,2025-09-20,0.8,equal_initial,10512.21508388712,28,3
S_tau,2025-09-21,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-22,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-23,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-24,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-25,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-26,0.7,equal_initial,10800.0,28,2
S_tau,2025-09-27,0.7,equal_initial,10710.157130608739,28,2
S_tau,2025-09-28,0.8,equal_initial,10418.136459497273,28,3
S_tau,2025-09-29,0.8,equal_initial,10800.0,28,3
S_tau,2025-09-30,0.8,equal_initial,10800.0,28,3
S_tau,2025-10-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-02,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-03,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-04,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-05,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-06,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-07,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-08,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-09,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-10,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-11,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-12,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-13,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-14,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-15,0.7,equal_initial,10762.103219198047,28,2
S_tau,2025-10-16,0.7,equal_initial,10776.427605195593,28,2
S_tau,2025-10-17,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-18,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-19,0.8,equal_initial,10800.0,28,3
S_tau,2025-10-20,0.8,equal_initial,10800.0,28,3
S_tau,2025-10-21,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-22,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-23,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-24,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-25,0.7,equal_initial,10787.074410361316,28,2
S_tau,2025-10-26,0.7,equal_initial,10766.971965184614,28,2
S_tau,2025-10-27,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-28,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-29,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-30,0.7,equal_initial,10800.0,28,2
S_tau,2025-10-31,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-02,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-03,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-04,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-05,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-06,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-07,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-08,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-09,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-10,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-11,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-12,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-13,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-14,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-15,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-16,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-17,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-18,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-19,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-20,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-21,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-22,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-23,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-24,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-25,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-26,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-27,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-28,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-29,0.7,equal_initial,10800.0,28,2
S_tau,2025-11-30,0.7,equal_initial,10756.978721287283,28,2
S_tau,2025-12-01,0.7,equal_initial,10800.0,28,2
S_tau,2025-12-02,0.7,equal_initial,10800.0,28,2
S_tau,2025-12-03,0.7,equal_initial,10800.0,28,2
S_tau,2025-12-04,0.7,equal_initial,10714.492570337068,28,2
S_tau,2025-12-05,0.8,equal_initial,10698.468028536136,28,3
S_tau,2025-12-06,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-07,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-08,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-09,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-10,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-11,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-12,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-13,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-14,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-15,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-16,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-17,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-18,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-19,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-20,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-21,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-22,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-23,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-24,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-25,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-26,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-27,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-28,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-29,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-30,0.8,equal_initial,10800.0,28,3
S_tau,2025-12-31,0.8,equal_initial,10800.0,28,3
S_terminal,2025-02-01,0.8,1200.0,7268.4231640740745,28,1
S_terminal,2025-02-02,0.8,1200.0,2700.3635671842585,28,1
S_terminal,2025-02-03,0.8,1200.0,2793.5986904518936,28,1
S_terminal,2025-02-04,0.8,1200.0,2416.9863256177337,28,1
S_terminal,2025-02-05,0.8,1200.0,2420.3957336894955,28,1
S_terminal,2025-02-06,0.8,1200.0,2128.6647540441736,28,1
S_terminal,2025-02-07,0.8,1200.0,2283.611864166518,28,1
S_terminal,2025-02-08,0.8,1200.0,1833.7880640743929,28,1
S_terminal,2025-02-09,0.8,1200.0,1774.816097165862,28,1
S_terminal,2025-02-10,0.8,1200.0,1543.6563468549718,28,1
S_terminal,2025-02-11,0.8,1200.0,1581.0091637047221,28,1
S_terminal,2025-02-12,0.8,1200.0,1534.740352456612,28,1
S_terminal,2025-02-13,0.8,1200.0,1606.2676418000447,28,1
S_terminal,2025-02-14,0.8,1200.0,1686.7235508159565,28,1
S_terminal,2025-02-15,0.8,1200.0,1471.9214311583544,28,1
S_terminal,2025-02-16,0.8,equal_initial,1225.653065650601,28,0
S_terminal,2025-02-17,0.8,1200.0,1614.1326975987395,28,1
S_terminal,2025-02-18,0.8,1200.0,1508.2380181881929,28,1
S_terminal,2025-02-19,0.8,1200.0,1773.828611869191,28,1
S_terminal,2025-02-20,0.8,1200.0,1223.84233148175,28,1
S_terminal,2025-02-21,0.8,1200.0,1585.9696994709584,28,1
S_terminal,2025-02-22,0.8,1200.0,1469.0178638188481,28,1
S_terminal,2025-02-23,0.8,1200.0,1649.7681146553723,28,1
S_terminal,2025-02-24,0.8,1200.0,1788.4005014837755,28,1
S_terminal,2025-02-25,0.8,1200.0,1646.5555405764658,28,1
S_terminal,2025-02-26,0.8,1200.0,1574.3202290920244,28,1
S_terminal,2025-02-27,0.8,1200.0,2148.0572382565438,28,1
S_terminal,2025-02-28,0.8,1200.0,1811.312222928087,28,1
S_terminal,2025-03-01,0.8,1200.0,1606.873548789193,28,1
S_terminal,2025-03-02,0.8,1200.0,1741.4770601513871,28,1
S_terminal,2025-03-03,0.8,1200.0,1626.2360274184705,28,1
S_terminal,2025-03-04,0.8,1200.0,1481.7465773422036,28,1
S_terminal,2025-03-05,0.8,1200.0,1790.229224505734,28,1
S_terminal,2025-03-06,0.8,1200.0,1785.0888570919324,28,1
S_terminal,2025-03-07,0.8,1200.0,1749.0606783648086,28,1
S_terminal,2025-03-08,0.8,1200.0,1805.5192449815502,28,1
S_terminal,2025-03-09,0.8,1200.0,2015.5553963632976,28,1
S_terminal,2025-03-10,0.8,1200.0,2134.0415036399545,28,1
S_terminal,2025-03-11,0.8,1200.0,1820.3642364317463,28,1
S_terminal,2025-03-12,0.8,1200.0,2165.3281483779956,28,1
S_terminal,2025-03-13,0.8,1200.0,1688.244793807777,28,1
S_terminal,2025-03-14,0.8,1200.0,1615.3655882598835,28,1
S_terminal,2025-03-15,0.8,1200.0,1732.9010872854233,28,1
S_terminal,2025-03-16,0.8,1200.0,1368.81838466704,28,1
S_terminal,2025-03-17,0.8,1200.0,2173.267426771482,28,1
S_terminal,2025-03-18,0.8,1200.0,2166.7427160807624,28,1
S_terminal,2025-03-19,0.8,1200.0,1763.5849350636724,28,1
S_terminal,2025-03-20,0.8,1200.0,2246.6605648042473,28,1
S_terminal,2025-03-21,0.8,1200.0,2084.714207922112,28,1
S_terminal,2025-03-22,0.8,1200.0,1333.0517637224036,28,1
S_terminal,2025-03-23,0.8,1200.0,2293.2496033240764,28,1
S_terminal,2025-03-24,0.8,1200.0,1911.0178905014695,28,1
S_terminal,2025-03-25,0.8,1200.0,1861.2559348906348,28,1
S_terminal,2025-03-26,0.8,1200.0,1500.1301300346784,28,1
S_terminal,2025-03-27,0.8,1200.0,1630.8936248047512,28,1
S_terminal,2025-03-28,0.8,1200.0,1820.735102265587,28,1
S_terminal,2025-03-29,0.8,1200.0,1835.2266807274505,28,1
S_terminal,2025-03-30,0.8,1200.0,1721.489599683168,28,1
S_terminal,2025-03-31,0.8,1200.0,2187.624579758961,28,1
S_terminal,2025-04-01,0.8,1200.0,1817.1315084571788,28,1
S_terminal,2025-04-02,0.8,1200.0,1725.4182608078138,28,1
S_terminal,2025-04-03,0.8,1200.0,1722.4364812335155,28,1
S_terminal,2025-04-04,0.8,1200.0,1781.1475895276944,28,1
S_terminal,2025-04-05,0.8,1200.0,1616.3617673908793,28,1
S_terminal,2025-04-06,0.8,1200.0,1692.1021896085526,28,1
S_terminal,2025-04-07,0.8,1200.0,1883.9578815484588,28,1
S_terminal,2025-04-08,0.8,1200.0,1689.9132858706125,28,1
S_terminal,2025-04-09,0.8,1200.0,1603.3397918279181,28,1
S_terminal,2025-04-10,0.8,1200.0,1645.371288138872,28,1
S_terminal,2025-04-11,0.8,1200.0,2047.196670699804,28,1
S_terminal,2025-04-12,0.8,1200.0,1661.219043841432,28,1
S_terminal,2025-04-13,0.8,1200.0,2140.465195881034,28,1
S_terminal,2025-04-14,0.8,1200.0,2059.7563428220387,28,1
S_terminal,2025-04-15,0.8,1200.0,1793.0388478593181,28,1
S_terminal,2025-04-16,0.8,1200.0,2166.763497250517,28,1
S_terminal,2025-04-17,0.8,1200.0,1918.7125898383765,28,1
S_terminal,2025-04-18,0.8,1200.0,2043.5501950434698,28,1
S_terminal,2025-04-19,0.8,1200.0,2259.872810639937,28,1
S_terminal,2025-04-20,0.8,1200.0,2014.2216501481612,28,1
S_terminal,2025-04-21,0.8,1200.0,2264.9108460480115,28,1
S_terminal,2025-04-22,0.8,1200.0,1850.4917996712459,28,1
S_terminal,2025-04-23,0.8,1200.0,1887.284983533179,28,1
S_terminal,2025-04-24,0.8,1200.0,2229.4060851237614,28,1
S_terminal,2025-04-25,0.8,1200.0,1862.1649989652535,28,1
S_terminal,2025-04-26,0.8,1200.0,1361.8650176562867,28,1
S_terminal,2025-04-27,0.8,1200.0,1556.1105124796177,28,1
S_terminal,2025-04-28,0.8,1200.0,1654.7071891957148,28,1
S_terminal,2025-04-29,0.8,1200.0,1754.0679163768307,28,1
S_terminal,2025-04-30,0.8,1200.0,1952.1125785737258,28,1
S_terminal,2025-05-01,0.8,1200.0,1707.6362250159088,28,1
S_terminal,2025-05-02,0.8,equal_initial,1209.6314035886537,28,0
S_terminal,2025-05-03,0.8,equal_initial,1200.0,28,0
S_terminal,2025-05-04,0.8,equal_initial,1203.7862610078278,28,0
S_terminal,2025-05-05,0.8,equal_initial,1256.1731615684698,28,0
