date,total_cost_yuan,emergency_cost_yuan,energy_end_actual_kwh,contract_cost_yuan
2025-02-01,176.6476749914387,0.0,10782.544722635605,176.6476749914387
2025-02-01,199.77896710218772,0.0,10790.49735378226,199.77896710218772
2025-02-01,242.6922443475753,0.0,10800.0,242.6922443475753
2025-02-01,272.71001698414767,0.0,10800.0,272.71001698414767
2025-02-01,313.58099154798595,0.0,10800.0,313.58099154798595
2025-02-01,343.6345699471211,0.0,10800.0,343.6345699471211
2025-02-01,407.99464354427516,0.0,10800.0,407.99464354427516
2025-02-01,447.02992198086355,0.0,10800.0,447.02992198086355
2025-02-01,434.2415991014762,0.0,10800.0,434.2415991014762
2025-02-01,364.30984876113865,0.0,10800.0,364.30984876113865
2025-02-01,398.3473157242483,0.0,10800.0,398.3473157242483
2025-02-01,401.1041370696092,0.0,10761.909210757942,401.1041370696092
2025-02-01,436.33775574886636,0.0,10760.369987418779,436.33775574886636
2025-02-01,474.4473140391984,0.0,10797.095311833438,474.4473140391984
2025-02-01,473.6312117646286,0.0,10798.015708368033,473.6312117646286
2025-02-01,248.362316210631,0.0,10546.057173318166,248.362316210631
2025-02-01,0.3108910403708984,0.0,10041.73765849006,0.3108910403708984
2025-02-01,30.449164569830778,0.0,9544.179574166092,30.449164569830778
2025-02-01,58.85315620507714,0.0,9091.67428272224,58.85315620507714
2025-02-01,6.57568348417135,0.0,8632.650572308446,6.57568348417135
2025-02-01,0.0781236244700687,0.0,8172.626583690009,0.0781236244700687
2025-02-01,0.0,0.0,7692.472879986306,0.0
2025-02-01,0.0,0.0,7221.346083690009,0.0
2025-02-01,0.0,0.0,6729.776676282602,0.0
2025-02-01,0.0,0.0,6192.280379986306,0.0
2025-02-01,0.0,0.0,5657.630972578899,0.0
2025-02-01,0.0,0.0,5163.446602208528,0.0
2025-02-01,0.0,0.0,4698.896602208528,0.0
2025-02-01,0.0,0.0,4213.629361467787,0.0
2025-02-01,0.0,0.0,3710.631750356676,0.0
2025-02-01,0.0,0.0,3210.666935541861,0.0
2025-02-01,0.0,0.0,2705.0372688751945,0.0
2025-02-01,110.7143549035331,0.0,2301.197319833475,110.7143549035331
2025-02-01,458.07873712728446,0.0,2329.514706210602,458.07873712728446
2025-02-01,442.44889822613914,0.0,2318.9620200242693,442.44889822613914
2025-02-01,430.95973260322785,0.0,2270.7435890429033,430.95973260322785
2025-02-01,412.64820266767197,0.0,2229.3983543775526,412.64820266767197
2025-02-01,452.9337036852048,0.0,2206.8616356405983,452.9337036852048
2025-02-01,350.76041289032213,0.0,2208.278113278842,350.76041289032213
2025-02-01,190.57544115966465,0.0,2262.9043173459863,190.57544115966465
2025-02-01,212.66210065712954,0.0,2424.284245636307,212.66210065712954
2025-02-01,175.23316474244737,0.0,2458.1211898188035,175.23316474244737
2025-02-01,184.30561860092027,0.0,2530.0089552161985,184.30561860092027
2025-02-01,180.98921290115834,0.0,2575.2943913536433,180.98921290115834
2025-02-01,174.59334293421534,0.0,2569.195714684091,174.59334293421534
2025-02-01,170.5579858733756,0.0,2536.692991280703,170.5579858733756
2025-02-01,164.72219009197389,0.0,2515.914270089531,164.72219009197389
2025-02-01,170.3378401950361,0.0,2516.616440859873,170.3378401950361
2025-02-01,182.35609711907446,0.0,2536.577047270775,182.35609711907446
2025-02-01,184.93178972674292,0.0,2580.6078833999036,184.93178972674292
2025-02-01,204.09332114216002,0.0,2601.4397729643183,204.09332114216002
2025-02-01,237.9629348440904,0.0,2574.4230111108327,237.9629348440904
2025-02-02,540.8445852881435,0.0,3181.4825383314756,540.8445852881435
2025-02-02,547.09677599077,0.0,3817.8439965981256,547.09677599077
2025-02-02,479.0613427543633,0.0,4301.677690388069,479.0613427543633
2025-02-02,486.63571717622034,0.0,4799.400806686286,486.63571717622034
2025-02-02,499.8120676628982,0.0,5324.145028926063,499.8120676628982
2025-02-02,499.1882908226239,0.0,5836.1491846795325,499.1882908226239
2025-02-02,335.4123493292161,0.0,5985.534399427374,335.4123493292161
2025-02-02,538.2915910947216,0.0,6573.17556519039,538.2915910947216
2025-02-02,474.4132837537873,0.0,7055.996729898053,474.4132837537873
2025-02-02,323.6267293910889,0.0,7198.982499146615,323.6267293910889
2025-02-02,308.2507779748011,0.0,7277.378774356218,308.2507779748011
2025-02-02,373.5423773927576,0.0,7491.418222984104,373.5423773927576
2025-02-02,533.6576557262928,0.0,8071.030670450127,533.6576557262928
2025-02-02,371.14118095468615,0.0,8292.85166547607,371.14118095468615
2025-02-02,323.1079795682433,0.0,8376.324077798989,323.1079795682433
2025-02-02,353.915011545688,0.0,8552.217138707727,353.915011545688
2025-02-02,361.4855701508813,0.0,8733.147946685334,361.4855701508813
2025-02-02,321.8842296273176,0.0,8783.57786845395,321.8842296273176
2025-02-02,347.9799499416024,0.0,8914.323855905806,347.9799499416024
2025-02-02,309.2614428971372,0.0,8988.345690416041,309.2614428971372
2025-02-02,341.64752454671134,0.0,9110.285005595197,341.64752454671134
2025-02-02,335.4455408912412,0.0,9203.318684371023,335.4455408912412
2025-02-02,325.8318503760796,0.0,9283.207416339994,325.8318503760796
2025-02-02,353.6773668803032,0.0,9436.384225595984,353.6773668803032
2025-02-02,362.0303937045359,0.0,9603.743553979493,362.0303937045359
2025-02-02,335.7728947091167,0.0,9710.95707149648,335.7728947091167
2025-02-02,367.0259270127306,0.0,9880.216468635475,367.0259270127306
2025-02-02,372.1040381936724,0.0,10051.921235147665,372.1040381936724
2025-02-02,342.95260645983564,0.0,10151.076793166327,342.95260645983564
2025-02-02,316.2775440528519,0.0,10185.814118871825,316.2775440528519
2025-02-02,322.2745434087876,0.0,10233.286356792225,322.2745434087876
2025-02-02,328.9394015832798,0.0,10288.90765109714,328.9394015832798
2025-02-02,566.4168094759995,0.0,10800.0,566.4168094759995
2025-02-02,573.9302760451759,0.0,10800.0,573.9302760451759
2025-02-02,471.26459590519477,0.0,10800.0,471.26459590519477
2025-02-02,692.8292109879712,0.0,10695.445691209012,692.8292109879712
2025-02-02,111.1332337170519,0.0,9863.104566647717,111.1332337170519
2025-02-02,762.3195547108946,0.0,9877.138166809616,762.3195547108946
2025-02-02,788.7770509405204,0.0,9895.448750031866,788.7770509405204
2025-02-02,737.2781866924214,0.0,9869.77948478666,737.2781866924214
2025-02-02,719.8206190609845,0.0,9884.45966945809,719.8206190609845
2025-02-02,732.1718490196544,0.0,9979.341496507066,732.1718490196544
2025-02-02,698.7328531670835,0.0,10094.408636894364,698.7328531670835
2025-02-02,632.3528013907195,0.0,10170.459793182725,632.3528013907195
2025-02-02,626.4155748882262,0.0,10312.263823037385,626.4155748882262
2025-02-02,966.7228131646226,0.0,10800.0,966.7228131646226
2025-02-02,596.3081874484142,0.0,10800.0,596.3081874484142
2025-02-02,124.84458556306333,0.0,10017.214075513892,124.84458556306333
2025-02-02,52.411481626501136,0.0,9151.93471599619,52.411481626501136
2025-02-02,0.0,0.0,8308.739308588783,0.0
2025-02-02,0.0,0.0,7539.221253033228,0.0
2025-02-02,0.0,0.0,6827.96847525545,0.0
2025-02-02,0.0,0.0,6176.763697477672,0.0
2025-02-02,0.0007346038734037054,0.0,5597.64934562582,0.0007346038734037054
2025-02-02,0.0478315638117183,0.0,5092.273060180032,0.0478315638117183
2025-02-02,0.006096562186981392,0.0,4632.51708817082,0.006096562186981392
2025-02-02,0.9719012388188736,0.0,4217.466933553106,0.9719012388188736
2025-02-02,180.60789254334213,0.0,4097.052155291894,180.60789254334213
2025-02-02,20.511634047362953,0.0,3863.438189880925,20.511634047362953
2025-02-02,0.002887335408579862,0.0,3616.3690195165664,0.002887335408579862
2025-02-02,0.0063004033131591215,0.0,3382.195526819677,0.0063004033131591215
2025-02-02,16.35435324727832,0.0,3186.773364207581,16.35435324727832
2025-02-02,21.508227352402315,0.0,3026.0880125832005,21.508227352402315
2025-02-02,0.01728656468733407,0.0,2885.416415089748,0.01728656468733407
2025-02-02,155.85373063240024,0.0,2951.23312272335,155.85373063240024
2025-02-02,462.7158180284717,0.0,3681.5879628624566,462.7158180284717
2025-02-02,432.1995561347808,0.0,4419.297131784224,432.1995561347808
2025-02-02,467.40719708336576,0.0,5169.297131784224,467.40719708336576
2025-02-02,449.54436591368415,0.0,5919.297131784224,449.54436591368415
2025-02-02,444.4360242840967,0.0,6632.69488022663,444.4360242840967
2025-02-02,416.96512446089196,0.0,7375.170435012721,416.96512446089196
2025-02-02,384.4205773307955,0.0,8125.170435012721,384.4205773307955
2025-02-02,368.67950813317964,0.0,8875.170435012722,368.67950813317964
2025-02-02,298.085612375033,0.0,9274.184484164894,298.085612375033
2025-02-02,385.2592756421429,0.0,10019.16139101448,385.2592756421429
2025-02-02,363.66237667583846,0.0,10769.16139101448,363.66237667583846
2025-02-02,145.09620184451177,0.0,10800.0,145.09620184451177
2025-02-02,115.28810181376126,0.0,10800.0,115.28810181376126
2025-02-02,100.48213862876939,0.0,10800.0,100.48213862876939
2025-02-02,140.61996226669186,0.0,10800.0,140.61996226669186
2025-02-02,198.16553606735152,0.0,10800.0,198.16553606735152
2025-02-02,200.20700551745824,0.0,10800.0,200.20700551745824
2025-02-02,131.6638378177385,0.0,10726.278396707823,131.6638378177385
2025-02-02,0.0,0.0,10615.320989300415,0.0
2025-02-02,0.0,0.0,10452.843137448563,0.0
2025-02-02,0.0,0.0,10230.116970781895,0.0
2025-02-02,0.0,0.0,9974.453544855969,0.0
2025-02-02,0.0,0.0,9693.353711522635,0.0
2025-02-02,0.003652743531452729,0.0,9353.22725084119,0.003652743531452729
2025-02-02,842.8401882001083,0.0,10103.22725084119,842.8401882001083
2025-02-02,844.5180283065845,0.0,10800.0,844.5180283065845
2025-02-02,836.9929933807304,0.0,10800.0,836.9929933807304
2025-02-02,667.5140645492928,0.0,10800.0,667.5140645492928
2025-02-02,557.3301961222471,0.0,10800.0,557.3301961222471
2025-02-02,560.2633227784618,0.0,10800.0,560.2633227784618
2025-02-02,615.0185747398497,0.0,10800.0,615.0185747398497
2025-02-02,671.1086971876609,0.0,10800.0,671.1086971876609
2025-02-02,686.9397647641788,0.0,10800.0,686.9397647641788
2025-02-02,756.3669107509725,0.0,10800.0,756.3669107509725
2025-02-02,838.0961521577141,0.0,10800.0,838.0961521577141
2025-02-02,882.6679928372372,0.0,10800.0,882.6679928372372
2025-02-02,877.6651418658444,0.0,10800.0,877.6651418658444
2025-02-02,898.7171168042613,0.0,10760.199037906661,898.7171168042613
2025-02-02,921.5432300265727,0.0,10694.160973706552,921.5432300265727
2025-02-02,1010.6464101105527,0.0,10691.794096708467,1010.6464101105527
2025-02-02,1056.8838704855245,0.0,10721.140538543219,1056.8838704855245
2025-02-02,972.8780318033465,0.0,10724.350902705535,972.8780318033465
2025-02-02,827.8223098200069,0.0,10715.390179727594,827.8223098200069
2025-02-02,882.2005612603585,0.0,10733.167410175247,882.2005612603585
2025-02-02,923.6141231395765,0.0,10728.752977654336,923.6141231395765
2025-02-02,884.2640292719983,0.0,10672.49017763985,884.2640292719983
2025-02-02,905.898667612718,0.0,10637.687376399774,905.898667612718
2025-02-02,920.3789067677999,0.0,10612.035934367712,920.3789067677999
2025-02-02,0.500920055084402,0.0,9811.657161664214,0.500920055084402
2025-02-02,1.3818420488176715,0.0,8996.075684012982,1.3818420488176715
2025-02-02,3.3159880633849426,0.0,8200.128619455052,3.3159880633849426
2025-02-02,7.876581182195705,0.0,7441.7067623826215,7.876581182195705
2025-02-02,2.6904349043035727,0.0,6649.521442756366,2.6904349043035727
2025-02-02,2.259537574326009,0.0,5845.89910873336,2.259537574326009
2025-02-02,5.629062962882951,0.0,5066.595306189836,5.629062962882951
2025-02-02,0.1421532525607746,0.0,4272.9026807457185,0.1421532525607746
2025-02-02,41.40185459182666,0.0,3520.908552527941,41.40185459182666
2025-02-02,2.0821339794521054,0.0,2755.9789791846742,2.0821339794521054
2025-02-02,0.007079848087865279,0.0,1961.4069339213074,0.007079848087865279
2025-02-02,868.3065950575658,0.0,1950.7697205606519,868.3065950575658
2025-02-02,666.9574428176949,0.0,1968.2021216781795,666.9574428176949
2025-02-02,652.7038913828676,0.0,1984.5969429140805,652.7038913828676
2025-02-02,673.0717221825105,0.0,1994.07701583883,673.0717221825105
2025-02-02,673.9336826267695,0.0,2004.410307279175,673.9336826267695
2025-02-02,708.3102252619175,0.0,2003.605953754682,708.3102252619175
2025-02-02,504.7515125541627,0.0,1988.5074230856387,504.7515125541627
2025-02-02,267.35295352578464,0.0,2050.1050901911217,267.35295352578464
2025-02-02,289.24581891761613,0.0,2241.9077018968023,289.24581891761613
2025-02-02,245.50901069610123,0.0,2262.718342435261,245.50901069610123
2025-02-02,243.5630037921437,0.0,2297.4507128909327,243.5630037921437
2025-02-02,248.1327763385837,0.0,2339.046509585208,248.1327763385837
2025-02-02,255.87509375961676,0.0,2392.5028996875403,255.87509375961676
2025-02-02,264.3443363301956,0.0,2466.620950738559,264.3443363301956
2025-02-02,252.09363364032234,0.0,2499.64574779734,252.09363364032234
2025-02-02,258.2391282392304,0.0,2541.609150645255,258.2391282392304
2025-02-02,275.54488775496253,0.0,2635.651624016555,275.54488775496253
2025-02-02,262.06251571045556,0.0,2708.4832682410038,262.06251571045556
2025-02-02,262.06244034522007,0.0,2753.26746629911,262.06244034522007
2025-02-02,274.65537958804595,0.0,2799.1150896279955,274.65537958804595
2025-02-03,549.2854563162563,0.0,3464.964078179386,549.2854563162563
2025-02-03,557.6874973008515,0.0,4143.762437545149,557.6874973008515
2025-02-03,518.6645282028584,0.0,4688.564440783782,518.6645282028584
2025-02-03,536.8045132523305,0.0,5286.29695544459,536.8045132523305
2025-02-03,519.3282170965832,0.0,5862.86245770618,519.3282170965832
2025-02-03,532.198414444247,0.0,6455.461428534237,532.198414444247
2025-02-03,304.9590139418726,0.0,6574.395217682197,304.9590139418726
2025-02-03,458.9680374156024,0.0,7003.261306375925,458.9680374156024
2025-02-03,511.53375070428257,0.0,7524.890769647377,511.53375070428257
2025-02-03,314.83923745642767,0.0,7645.275673772574,314.83923745642767
2025-02-03,308.3807958599823,0.0,7745.168686902009,308.3807958599823
2025-02-03,336.13984735543545,0.0,7872.435521673273,336.13984735543545
2025-02-03,559.7957825355386,0.0,8463.875310689076,559.7957825355386
2025-02-03,317.9279665870933,0.0,8549.54482643927,317.9279665870933
2025-02-03,297.92345505256725,0.0,8596.174165567529,297.92345505256725
2025-02-03,339.95491072746285,0.0,8746.770703632654,339.95491072746285
2025-02-03,351.5312054643771,0.0,8925.303690531015,351.5312054643771
2025-02-03,325.1861288876346,0.0,9027.209152428813,325.1861288876346
2025-02-03,324.7151900969621,0.0,9097.67724865713,324.7151900969621
2025-02-03,287.12920850175544,0.0,9071.86320155821,287.12920850175544
2025-02-03,306.3589396025409,0.0,9103.318217265938,306.3589396025409
2025-02-03,309.12818990833784,0.0,9165.480234984761,309.12818990833784
2025-02-03,321.30050422311604,0.0,9246.313880766424,321.30050422311604
2025-02-03,341.24942638642074,0.0,9335.918659998444,341.24942638642074
2025-02-03,331.6316792389362,0.0,9393.573848125103,331.6316792389362
2025-02-03,321.7013803781348,0.0,9417.481925742604,321.7013803781348
2025-02-03,358.4401586343197,0.0,9512.145651157103,358.4401586343197
2025-02-03,345.3851585085602,0.0,9616.529783455542,345.3851585085602
2025-02-03,328.096295642082,0.0,9704.777871607677,328.096295642082
2025-02-03,321.7522780425056,0.0,9772.347256677655,321.7522780425056
2025-02-03,313.3081594657959,0.0,9830.98917226089,313.3081594657959
2025-02-03,316.25082739632717,0.0,9880.769714637989,316.25082739632717
2025-02-03,591.6927765229946,0.0,10526.065016941395,591.6927765229946
2025-02-03,564.5945320048072,0.0,10800.0,564.5945320048072
2025-02-03,449.478300585996,0.0,10800.0,449.478300585996
2025-02-03,710.8709636640597,0.0,10706.962299476207,710.8709636640597
2025-02-03,136.00751677194907,0.0,9876.955476613077,136.00751677194907
2025-02-03,781.1517765635106,0.0,9887.06985650048,781.1517765635106
2025-02-03,793.4866334947418,0.0,9875.567194473608,793.4866334947418
2025-02-03,736.3787428231692,0.0,9814.495176902317,736.3787428231692
2025-02-03,719.6971480972558,0.0,9802.972909691254,719.6971480972558
2025-02-03,738.4356617029296,0.0,9855.482607301936,738.4356617029296
2025-02-03,684.1128553336317,0.0,9905.363200892254,684.1128553336317
2025-02-03,628.1462310035739,0.0,9945.408228040704,628.1462310035739
2025-02-03,563.3945577673121,0.0,9993.800534853875,563.3945577673121
2025-02-03,930.3336607175257,0.0,10668.816759315865,930.3336607175257
2025-02-03,565.935973233015,0.0,10680.566212657055,565.935973233015
2025-02-03,49.36676570754504,0.0,9870.803247717795,49.36676570754504
2025-02-03,8.942016927949794,0.0,9096.514766236312,8.942016927949794
2025-02-03,0.0,0.0,8380.25606253261,0.0
2025-02-03,0.0,0.0,7675.876895865943,0.0
2025-02-03,0.0,0.0,7028.276118088165,0.0
2025-02-03,0.0,0.0,6459.975321791869,0.0
2025-02-03,0.0,0.0,5927.177636606683,0.0
2025-02-03,0.0,0.0,5353.92167364372,0.0
2025-02-03,0.021443727304085548,0.0,4814.45967364372,0.021443727304085548
2025-02-03,1.1664529865909128,0.0,4380.213470696788,1.1664529865909128
2025-02-03,125.5022936424203,0.0,3987.644831802273,125.5022936424203
2025-02-03,5.478431292149336,0.0,3637.796354535061,5.478431292149336
2025-02-03,0.006076073330267799,0.0,3374.697280460987,0.006076073330267799
2025-02-03,0.06031963977343301,0.0,3156.8958360165425,0.06031963977343301
2025-02-03,0.8712646728869735,0.0,2935.7812050353136,0.8712646728869735
2025-02-03,11.866012337100198,0.0,2692.159868879378,11.866012337100198
2025-02-03,0.0,0.0,2428.4078503608594,0.0
2025-02-03,137.43264702262678,0.0,2405.6591188502202,137.43264702262678
2025-02-03,475.07751093293473,0.0,3155.6591188502202,475.07751093293473
2025-02-03,453.94170162302373,0.0,3905.6591188502202,453.94170162302373
2025-02-03,495.4904083635736,0.0,4655.659118850221,495.4904083635736
2025-02-03,485.9760060799854,0.0,5391.009453096362,485.9760060799854
2025-02-03,463.7122317590654,0.0,6141.009453096362,463.7122317590654
2025-02-03,439.045581400506,0.0,6891.009453096362,439.045581400506
2025-02-03,414.4809841309846,0.0,7641.009453096362,414.4809841309846
2025-02-03,399.1611633433947,0.0,8391.009453096362,399.1611633433947
2025-02-03,405.3630873011893,0.0,9141.009453096362,405.3630873011893
2025-02-03,404.5828622733438,0.0,9874.433951679614,404.5828622733438
2025-02-03,384.360200520891,0.0,10593.587701719598,384.360200520891
2025-02-03,271.850682187472,0.0,10738.14624988397,271.850682187472
2025-02-03,185.28088136325718,0.0,10761.344611745752,185.28088136325718
2025-02-03,169.15658417996056,0.0,10800.0,169.15658417996056
2025-02-03,185.57415166453507,0.0,10800.0,185.57415166453507
2025-02-03,217.1084058847075,0.0,10800.0,217.1084058847075
2025-02-03,245.43656717350802,0.0,10800.0,245.43656717350802
2025-02-03,204.4550321858099,0.0,10687.949413118704,204.4550321858099
2025-02-03,0.09841539193196924,0.0,10472.22243096076,0.09841539193196924
2025-02-03,0.07783452640077647,0.0,10258.754027014596,0.07783452640077647
2025-02-03,0.07998571171497623,0.0,10055.814430368424,0.07998571171497623
2025-02-03,0.05285608342059209,0.0,9822.44633981756,0.05285608342059209
2025-02-03,0.001895130887539831,0.0,9528.121617595338,0.001895130887539831
2025-02-03,30.117350683044606,0.0,9178.726146019446,30.117350683044606
2025-02-03,908.817994729344,0.0,9928.726146019446,908.817994729344
2025-02-03,859.4163114908785,0.0,10652.741799993944,859.4163114908785
2025-02-03,949.363416093198,0.0,10800.0,949.363416093198
2025-02-03,749.3200125237279,0.0,10800.0,749.3200125237279
2025-02-03,740.642175903826,0.0,10800.0,740.642175903826
2025-02-03,588.8813388156149,0.0,10800.0,588.8813388156149
2025-02-03,643.6042966436128,0.0,10800.0,643.6042966436128
2025-02-03,668.8521466336895,0.0,10800.0,668.8521466336895
2025-02-03,700.6822047232133,0.0,10800.0,700.6822047232133
2025-02-03,754.5495829844212,0.0,10800.0,754.5495829844212
2025-02-03,813.7908385446729,0.0,10800.0,813.7908385446729
2025-02-03,861.0089139686677,0.0,10800.0,861.0089139686677
2025-02-03,896.1592136238444,0.0,10800.0,896.1592136238444
2025-02-03,893.0887732032733,0.0,10737.086295706695,893.0887732032733
2025-02-03,921.5563359960989,0.0,10648.451943892249,921.5563359960989
2025-02-03,1020.4704526490916,0.0,10644.846400921067,1020.4704526490916
2025-02-03,1068.186579824197,0.0,10695.026934139778,1068.186579824197
2025-02-03,1006.3161007738225,0.0,10714.683136680973,1006.3161007738225
2025-02-03,841.1459451387079,0.0,10658.465906209858,841.1459451387079
2025-02-03,885.6498812261713,0.0,10655.648207287051,885.6498812261713
2025-02-03,877.9707836965601,0.0,10623.635536401987,877.9707836965601
2025-02-03,862.9263260216106,0.0,10575.705626467223,862.9263260216106
2025-02-03,856.2680979966754,0.0,10542.325969725041,856.2680979966754
2025-02-03,853.8433794905413,0.0,10506.237449169459,853.8433794905413
2025-02-03,2.671862612618599,0.0,9740.509860392389,2.671862612618599
2025-02-03,1.1681943769152219,0.0,8949.617179099492,1.1681943769152219
2025-02-03,0.32179010720562096,0.0,8133.010289394436,0.32179010720562096
2025-02-03,0.2109026602411399,0.0,7313.053831238055,0.2109026602411399
2025-02-03,0.20992204035694448,0.0,6510.276365405891,0.20992204035694448
2025-02-03,0.7284535916319966,0.0,5716.161727593766,0.7284535916319966
2025-02-03,0.2135446213223743,0.0,4918.75051035118,0.2135446213223743
2025-02-03,0.569992118456089,0.0,4128.49123190299,0.569992118456089
2025-02-03,27.80315065994649,0.0,3355.5584266817414,27.80315065994649
2025-02-03,0.4680684469958936,0.0,2545.2752583566776,0.4680684469958936
2025-02-03,0.1487110198996356,0.0,1740.7642409642108,0.1487110198996356
2025-02-03,837.7090641068736,0.0,1720.790697630415,837.7090641068736
2025-02-03,660.860963126668,0.0,1730.4042335101472,660.860963126668
2025-02-03,649.1162392901728,0.0,1712.501035619254,649.1162392901728
2025-02-03,690.4279022055835,0.0,1716.3927082681562,690.4279022055835
