slot_id,hour,net_load_kwh,grid_effective_kwh,emergency_kwh,battery_net_kwh,energy_end_actual_kwh
126,20.833333333333332,737.6033333333334,643.4319018266831,94.17143150665026,0.0,1200.0
127,21.0,740.1262166666667,637.0539000492209,103.07231661744572,0.0,1200.0
128,21.166666666666668,715.1868333333333,640.7958726575399,74.3909606757934,0.0,1200.0
129,21.333333333333332,704.7733333333334,706.3950221128797,0.0,-1.621688779546275,1201.4595199015916
130,21.5,754.0434666666666,677.5850703336966,75.1448284215375,1.313567911432483,1200.0
131,21.666666666666668,715.4001833333333,606.1173421534655,109.28284117986776,0.0,1200.0
132,21.833333333333332,604.57,614.7857583447901,0.0,-10.21575834479006,1209.194182510311
133,22.0,595.32925,1245.9806712927314,0.0,-650.6514212927314,1794.7804616737694
134,22.166666666666668,645.98505,522.2171346865656,0.0,123.7679153134344,1657.2605557699535
135,22.333333333333332,675.5,549.1825505408684,0.0,126.31744945913158,1516.907834148696
136,22.5,648.8982833333333,547.2748259149982,0.0,101.62345741833508,1403.9928814616571
137,22.666666666666668,643.4232666666667,555.5386478854462,0.0,87.88461878122052,1306.3433050380788
138,22.833333333333332,659.2316666666667,540.988872016825,22.533820115570748,95.70897453427096,1200.0
139,23.0,627.6974333333334,562.8572929108566,64.8401404224768,0.0,1200.0
140,23.166666666666668,620.4805333333334,552.4426950846525,68.03783824868083,0.0,1200.0
141,23.333333333333332,645.195,532.5675498657267,112.62745013427332,0.0,1200.0
142,23.5,635.0351833333333,537.2691984768525,97.76598485648084,0.0,1200.0
143,23.666666666666668,624.5631166666667,534.6356627221786,89.9274539444881,0.0,1200.0
144,23.833333333333332,628.4466666666666,492.9473583136827,135.49930835298392,0.0,1200.0
