month,total_cost_yuan,contract_cost_yuan,emergency_cost_yuan,policy
2025-11,1262197.2796222423,1261790.6571804497,406.62244179256265,q3_raw_reserve
2025-12,1706826.9614169714,1651088.287622153,55738.67379481827,q3_raw_reserve
2025-02,1189096.6774105441,1183415.0445982139,5681.632812330287,q3_w28_greedy
2025-03,1098928.9428496782,1095651.0693078297,3277.8735418486717,q3_w28_greedy
2025-04,915647.4792537678,913337.8895425003,2309.589711267437,q3_w28_greedy
2025-05,970065.4903792626,921220.7884768723,48844.7019023904,q3_w28_greedy
2025-06,1330026.8433079217,1267197.4324676634,62829.410840258395,q3_w28_greedy
2025-07,1564266.2442910522,1464073.6953891977,100192.5489018546,q3_w28_greedy
2025-08,1275417.7534743762,1275045.588495611,372.1649787650324,q3_w28_greedy
2025-09,1118476.1934931513,1108877.0538789204,9599.139614230993,q3_w28_greedy
2025-10,1123529.9951737293,1122628.9992201542,900.9959535748515,q3_w28_greedy
2025-11,1269575.6493653397,1269575.6493653397,0.0,q3_w28_greedy
2025-12,1713224.47030838,1665720.6299201061,47503.840388273726,q3_w28_greedy
2025-02,1196333.897281171,1180890.6626390591,15443.234642111847,q3_w28_reserve
2025-03,1105876.089288665,1093463.045638649,12413.04365001607,q3_w28_reserve
2025-04,918265.4712145675,913585.6206151725,4679.850599395017,q3_w28_reserve
2025-05,970147.0328301011,918667.0128028875,51480.02002721362,q3_w28_reserve
2025-06,1329652.8017701858,1264641.2541445985,65011.547625587285,q3_w28_reserve
2025-07,1561340.5046171097,1456689.0851520058,104651.41946510407,q3_w28_reserve
2025-08,1272873.4777973872,1266621.1273731121,6252.3504242748695,q3_w28_reserve
2025-09,1122620.221341601,1100325.2931145988,22294.92822700223,q3_w28_reserve
2025-10,1119925.9831799106,1115493.275257893,4432.707922017755,q3_w28_reserve
2025-11,1268703.4033649808,1268404.337448343,299.06591663798895,q3_w28_reserve
2025-12,1708722.9297486597,1656114.0807478786,52608.849000781134,q3_w28_reserve
2025-02,1250683.0807398881,1246555.2440030554,4127.836736832639,q42_ols_greedy
2025-03,1123936.1226178238,1064864.2953564625,59071.82726136141,q42_ols_greedy
2025-04,936797.0010780126,868390.9365202197,68406.06455779304,q42_ols_greedy
2025-05,965851.2136263546,883613.9178741475,82237.29575220706,q42_ols_greedy
2025-06,1620079.841240043,1284793.2678507518,335286.57338929124,q42_ols_greedy
2025-07,1793912.3830416887,1658004.4144056665,135907.96863602204,q42_ols_greedy
2025-08,1429253.0123243798,1425666.9215582819,3586.0907660979324,q42_ols_greedy
2025-09,1136912.463361062,1098729.5575621433,38182.905798918706,q42_ols_greedy
2025-10,1112141.9726849133,1096444.0711989151,15697.901485998285,q42_ols_greedy
2025-11,1299625.899034455,1297482.0816384156,2143.8173960393638,q42_ols_greedy
2025-12,2017369.6413626177,1893325.1655264946,124044.47583612318,q42_ols_greedy
2025-02,1255381.816963276,1241248.5596474872,14133.257315788509,q42_ols_reserve
2025-03,1128085.223563775,1063450.5124846625,64634.711079112676,q42_ols_reserve
2025-04,933147.6625309917,868240.5580025861,64907.10452840557,q42_ols_reserve
2025-05,972374.0888567297,879373.0360763207,93001.05278040901,q42_ols_reserve
2025-06,1584071.7016054543,1277793.7467552002,306277.954850254,q42_ols_reserve
2025-07,1761650.4501747792,1625803.4049527082,135847.04522207103,q42_ols_reserve
2025-08,1425023.251848993,1399254.7130727388,25768.538776253947,q42_ols_reserve
2025-09,1141628.3832773427,1080385.0431486818,61243.34012866101,q42_ols_reserve
2025-10,1115300.2492040351,1087907.833954197,27392.415249838472,q42_ols_reserve
2025-11,1299098.9606497136,1296746.8873839052,2352.073265808393,q42_ols_reserve
2025-12,2002757.1958994162,1884668.2054884532,118088.9904109631,q42_ols_reserve
2025-02,1250506.173235111,1246130.443748956,4375.72948615501,q42_fixed_greedy
2025-03,1127163.7422968168,1068498.3152650588,58665.427031758074,q42_fixed_greedy
2025-04,937517.832332487,868339.008131079,69178.82420140787,q42_fixed_greedy
2025-05,965328.2081794714,879307.2173110779,86020.9908683936,q42_fixed_greedy
2025-06,1620676.0590552485,1287409.06838857,333266.9906666783,q42_fixed_greedy
2025-07,1776266.441337145,1644188.2124911528,132078.22884599207,q42_fixed_greedy
2025-08,1430489.0400552647,1427165.1332425578,3323.9068127068713,q42_fixed_greedy
2025-09,1141182.7889145224,1093937.2093971332,47245.57951738914,q42_fixed_greedy
2025-10,1105933.488947029,1093102.8451877604,12830.643759268602,q42_fixed_greedy
2025-11,1307512.227024226,1304980.841581926,2531.3854423001726,q42_fixed_greedy
2025-12,2017199.7246343442,1894971.32815472,122228.39647962447,q42_fixed_greedy
2025-02,1253631.5220985184,1241345.654059626,12285.86803889235,q42_fixed_reserve
2025-03,1127772.873962996,1067607.8141378732,60165.05982512304,q42_fixed_reserve
2025-04,935766.1997122451,867471.1089432634,68295.09076898164,q42_fixed_reserve
2025-05,970368.2341911583,874131.4012489399,96236.83294221835,q42_fixed_reserve
2025-06,1583728.5387048195,1280159.8402358145,303568.6984690051,q42_fixed_reserve
2025-07,1765511.099871233,1627356.9040031557,138154.1958680774,q42_fixed_reserve
2025-08,1431760.058736348,1403873.964449837,27886.094286510935,q42_fixed_reserve
2025-09,1147904.9787242708,1077837.2586075114,70067.72011675921,q42_fixed_reserve
2025-10,1108811.3976870587,1085190.7124937093,23620.68519334943,q42_fixed_reserve
2025-11,1305312.9280896403,1300269.800472853,5043.127616787348,q42_fixed_reserve
2025-12,1991030.418316843,1883622.9664157345,107407.45190110846,q42_fixed_reserve
2025-02,1255414.3671677036,1250807.938729563,4606.428438140448,q43_raw_ols_greedy
2025-03,1092347.2837493645,1090889.657257139,1457.626492225569,q43_raw_ols_greedy
2025-04,892837.7743130813,888955.2023427993,3882.5719702820247,q43_raw_ols_greedy
2025-05,953129.2159569098,898289.8043736641,54839.411583245776,q43_raw_ols_greedy
2025-06,1411699.343517627,1342510.1637455733,69189.17977205376,q43_raw_ols_greedy
2025-07,1785748.4998304339,1666399.9211656558,119348.57866477786,q43_raw_ols_greedy
2025-08,1420922.6077432297,1418775.9568858747,2146.6508573550664,q43_raw_ols_greedy
2025-09,1129030.6139147559,1121328.490532581,7702.123382174846,q43_raw_ols_greedy
2025-10,1121399.607649844,1121268.4086037762,131.19904606768452,q43_raw_ols_greedy
2025-11,1310233.1717261528,1310233.1717261528,0.0,q43_raw_ols_greedy
2025-12,1948069.0424332428,1885225.6885498099,62843.353883432916,q43_raw_ols_greedy
2025-02,1263354.6554720795,1247182.2070480967,16172.448423982867,q43_raw_ols_reserve
2025-03,1096162.5972227408,1088497.9223688175,7664.674853923321,q43_raw_ols_reserve
2025-04,894922.7838057003,886968.4319293521,7954.3518763482,q43_raw_ols_reserve
2025-05,953473.7856722951,894904.0395331844,58569.74613911076,q43_raw_ols_reserve
2025-06,1410393.0345132358,1340764.4671515783,69628.56736165748,q43_raw_ols_reserve
2025-07,1778005.4673235605,1651737.7599243014,126267.70739925926,q43_raw_ols_reserve
2025-08,1413571.5836535427,1408129.8253312453,5441.75832229748,q43_raw_ols_reserve
2025-09,1133576.8384117458,1109757.3464194674,23819.491992278654,q43_raw_ols_reserve
2025-10,1118539.6714749665,1113500.6174941307,5039.053980835525,q43_raw_ols_reserve
2025-11,1309368.023379845,1309101.7260936217,266.2972862235584,q43_raw_ols_reserve
2025-12,1942268.6593901922,1873385.0730763362,68883.58631385629,q43_raw_ols_reserve
2025-02,1255414.3671677036,1250807.938729563,4606.428438140448,q43_w28_ols_greedy
2025-03,1092347.2837493645,1090889.657257139,1457.626492225569,q43_w28_ols_greedy
2025-04,895784.8253532917,894180.9878326944,1603.8375205972757,q43_w28_ols_greedy
2025-05,949967.2884659548,905636.5395176198,44330.74894833506,q43_w28_ols_greedy
2025-06,1406424.284959607,1340596.9684128466,65827.3165467607,q43_w28_ols_greedy
2025-07,1786720.5588060587,1675551.2517645229,111169.3070415358,q43_w28_ols_greedy
2025-08,1417231.0408036816,1415319.6206435766,1911.4201601049929,q43_w28_ols_greedy
2025-09,1127879.3679936016,1118402.3249371191,9477.04305648257,q43_w28_ols_greedy
2025-10,1122355.3090229242,1121787.0448962357,568.2641266883586,q43_w28_ols_greedy
2025-11,1315745.622944244,1315745.622944244,0.0,q43_w28_ols_greedy
2025-12,1953277.0043201584,1888215.2387431317,65061.765577026716,q43_w28_ols_greedy
2025-02,1263354.6554720795,1247182.2070480967,16172.448423982867,q43_w28_ols_reserve
2025-03,1096162.5972227408,1088497.9223688175,7664.674853923321,q43_w28_ols_reserve
2025-04,898920.6956457562,894043.483166366,4877.212479390129,q43_w28_ols_reserve
2025-05,950812.5144341786,902943.3121611762,47869.202273002345,q43_w28_ols_reserve
2025-06,1408910.324993992,1339685.2770853734,69225.04790861855,q43_w28_ols_reserve
2025-07,1784073.9375328948,1665586.2745520822,118487.66298081266,q43_w28_ols_reserve
2025-08,1409805.8165896856,1403804.3645431676,6001.452046517749,q43_w28_ols_reserve
2025-09,1129540.5673165482,1109300.6576785918,20239.909637956353,q43_w28_ols_reserve
2025-10,1118646.1189487684,1114119.2377823845,4526.8811663839815,q43_w28_ols_reserve
2025-11,1314918.3359281959,1314731.0991956643,187.2367325315785,q43_w28_ols_reserve
2025-12,1943476.4189352035,1878070.6257505543,65405.793184649236,q43_w28_ols_reserve
2025-02,1256421.3891821757,1250574.8679791612,5846.521203014576,q43_raw_fixed_greedy
2025-03,1098470.6745508327,1095245.4293779205,3225.2451729124214,q43_raw_fixed_greedy
2025-04,892958.2441005158,888892.2985780044,4065.945522511556,q43_raw_fixed_greedy
2025-05,950629.1327347863,893878.2741523888,56750.85858239748,q43_raw_fixed_greedy
2025-06,1415692.882547587,1349494.0273757973,66198.85517178952,q43_raw_fixed_greedy
2025-07,1782055.6928684572,1665351.7662775964,116703.9265908609,q43_raw_fixed_greedy
2025-08,1421222.265903892,1421059.9530847904,162.31281910151586,q43_raw_fixed_greedy
2025-09,1125974.7106670917,1117856.2385872204,8118.472079871179,q43_raw_fixed_greedy
2025-10,1119303.610053389,1119087.2181668724,216.39188651658804,q43_raw_fixed_greedy
2025-11,1318179.7035132116,1318177.5814736541,2.122039557370479,q43_raw_fixed_greedy
2025-12,1951318.0626849749,1885317.9674735223,66000.09521145276,q43_raw_fixed_greedy
2025-02,1263143.790824836,1246475.7399677206,16668.05085711539,q43_raw_fixed_reserve
2025-03,1104832.7646913114,1092668.616515821,12164.148175490254,q43_raw_fixed_reserve
2025-04,895048.2606036514,887018.8909629583,8029.369640693002,q43_raw_fixed_reserve
2025-05,949429.302047312,890889.8613334812,58539.44071383091,q43_raw_fixed_reserve
2025-06,1415097.0182267867,1348723.936902672,66373.08132411465,q43_raw_fixed_reserve
2025-07,1785710.5612526245,1655184.3456950723,130526.21555755197,q43_raw_fixed_reserve
2025-08,1419053.1921732894,1414363.5881791934,4689.603994095966,q43_raw_fixed_reserve
2025-09,1133520.1113341171,1107570.4562100638,25949.655124053395,q43_raw_fixed_reserve
2025-10,1116180.7510927815,1111707.4408592659,4473.310233515649,q43_raw_fixed_reserve
2025-11,1316234.8281843255,1315824.3045612362,410.5236230892724,q43_raw_fixed_reserve
2025-12,1944279.4008455046,1872803.4405289902,71475.96031651428,q43_raw_fixed_reserve
2025-02,1256421.3891821757,1250574.8679791612,5846.521203014576,q43_w28_fixed_greedy
2025-03,1098470.6745508327,1095245.4293779205,3225.2451729124214,q43_w28_fixed_greedy
2025-04,896128.386833989,893929.5991159958,2198.787717993109,q43_w28_fixed_greedy
2025-05,948757.2404207826,901885.8936118311,46871.34680895152,q43_w28_fixed_greedy
2025-06,1410230.4804188306,1346665.9671572011,63564.51326162963,q43_w28_fixed_greedy
2025-07,1788356.0227262184,1674300.9357579479,114055.08696827064,q43_w28_fixed_greedy
2025-08,1416793.742873756,1416503.176608696,290.5662650598998,q43_w28_fixed_greedy
2025-09,1124591.8142885442,1115035.6697402773,9556.144548266828,q43_w28_fixed_greedy
2025-10,1121523.5369565408,1120646.5072664819,877.029690058884,q43_w28_fixed_greedy
2025-11,1325647.4794550259,1325647.4794550259,0.0,q43_w28_fixed_greedy
2025-12,1955617.9470043404,1891439.8337203464,64178.113283994004,q43_w28_fixed_greedy
2025-02,1263143.790824836,1246475.7399677206,16668.05085711539,q43_w28_fixed_reserve
2025-03,1104832.7646913114,1092668.616515821,12164.148175490254,q43_w28_fixed_reserve
2025-04,898367.3074181696,893969.9946505787,4397.312767590818,q43_w28_fixed_reserve
2025-05,948959.8237049426,899447.351334236,49512.4723707066,q43_w28_fixed_reserve
2025-06,1409921.0225177752,1344759.4710537952,65161.55146397998,q43_w28_fixed_reserve
2025-07,1784778.4625076943,1668333.6757684408,116444.7867392536,q43_w28_fixed_reserve
2025-08,1415176.2641948066,1409256.4148033757,5919.849391430857,q43_w28_fixed_reserve
2025-09,1130059.793279847,1108093.2958200458,21966.49745980112,q43_w28_fixed_reserve
2025-10,1117191.0089931698,1112741.1153895673,4449.8936036024415,q43_w28_fixed_reserve
2025-11,1323110.044013669,1322815.1904287268,294.85358494216314,q43_w28_fixed_reserve
2025-12,1946759.3741566984,1878491.6218544273,68267.75230227115,q43_w28_fixed_reserve
2025-02,1183531.5403672294,1178880.3548064958,4651.185560733606,frozen_v5_q2
2025-03,1132262.8262124988,1070334.71264496,61928.11356753892,frozen_v5_q2
2025-04,961500.3487520062,889561.8558193289,71938.49293267723,frozen_v5_q2
2025-05,988821.9313335936,898726.2408768331,90095.69045676044,frozen_v5_q2
2025-06,1538684.7676218878,1210104.4387932853,328580.3288286025,frozen_v5_q2
2025-07,1550278.4365842575,1437822.5173005725,112455.91928368506,frozen_v5_q2
2025-08,1287793.8468029643,1284292.3322220254,3501.5145809389014,frozen_v5_q2
2025-09,1137999.6490832125,1088364.599722642,49635.04936057042,frozen_v5_q2
2025-10,1110353.083299766,1097177.3651371528,13175.718162613284,frozen_v5_q2
2025-11,1253196.497507158,1250836.0574614187,2360.4400457393504,frozen_v5_q2
2025-12,1769469.5543036098,1669136.5532546565,100333.00104895327,frozen_v5_q2
2025-02,1189029.232833716,1183471.4213528011,5557.811480914965,frozen_v5_q3
2025-03,1098938.2515843795,1095674.1033476219,3264.1482367574245,frozen_v5_q3
2025-04,911826.9167718722,907411.7099717151,4415.206800157049,frozen_v5_q3
2025-05,971909.3352640342,912584.01318861,59325.32207542425,frozen_v5_q3
2025-06,1336344.6721432742,1270803.034594545,65541.63754872941,frozen_v5_q3
2025-07,1559713.9237227691,1456857.8131503281,102856.11057244084,frozen_v5_q3
2025-08,1279745.7669234432,1279517.578201046,228.18872239730726,frozen_v5_q3
2025-09,1120586.5645579454,1112019.2261117622,8567.338446183081,frozen_v5_q3
2025-10,1120937.5705191062,1120781.8015745142,155.76894459192835,frozen_v5_q3
2025-11,1262581.9014617787,1262576.792766061,5.108695717761908,frozen_v5_q3
2025-12,1710219.3176316358,1660608.307127362,49611.01050427383,frozen_v5_q3
2025-02,1250069.5479778913,1245813.9817433516,4255.566234539791,frozen_v5_q42
2025-03,1126963.1089951952,1068496.8847886457,58466.224206549436,frozen_v5_q42
2025-04,937517.0953765049,868349.8063740991,69167.28900240581,frozen_v5_q42
2025-05,965364.6564610266,879323.2529629072,86041.40349811937,frozen_v5_q42
2025-06,1620392.7517845137,1286960.2072627957,333432.5445217179,frozen_v5_q42
2025-07,1776372.5753979993,1644232.7859742527,132139.7894237464,frozen_v5_q42
2025-08,1430489.4296879685,1427151.3222306937,3338.1074572749526,frozen_v5_q42
2025-09,1140694.159504938,1093911.8610388234,46782.29846611451,frozen_v5_q42
2025-10,1105939.981773727,1093218.8026535606,12721.179120166351,frozen_v5_q42
2025-11,1307495.5245085817,1304961.868563503,2533.6559450788845,frozen_v5_q42
2025-12,2017240.6302222658,1895098.3914721394,122142.23875012652,frozen_v5_q42
2025-02,1255735.69888425,1251180.3200466032,4555.378837646658,frozen_v5_q43
2025-03,1092458.315481812,1091123.2146717159,1335.1008100961633,frozen_v5_q43
2025-04,892501.8428505466,889172.2377938168,3329.6050567298034,frozen_v5_q43
2025-05,953051.416901274,898426.4803037544,54624.936597519605,frozen_v5_q43
2025-06,1411009.8885582038,1342000.6814755627,69009.20708264099,frozen_v5_q43
2025-07,1785690.7394908417,1665833.5500059256,119857.18948491616,frozen_v5_q43
2025-08,1421382.002051454,1419524.4477074882,1857.5543439658372,frozen_v5_q43
2025-09,1128748.7581695805,1121268.967614051,7479.790555529439,frozen_v5_q43
2025-10,1121124.014387324,1120992.2449606855,131.76942663859845,frozen_v5_q43
2025-11,1310028.3930535493,1310028.3930535493,0.0,frozen_v5_q43
2025-12,1950127.3007172395,1884763.1104398216,65364.190277417874,frozen_v5_q43
