date,interval_start,interval_end,emergency_kwh,emergency_cost_yuan
2025-06-21,2025-06-21T05:00:00,2025-06-21T05:10:00,6.840286828848093,14.819481414699395
2025-06-21,2025-06-21T05:10:00,2025-06-21T05:20:00,390.48345,866.678017275
2025-06-21,2025-06-21T05:40:00,2025-06-21T05:50:00,337.0349166666666,961.8976521666666
2025-06-21,2025-06-21T06:10:00,2025-06-21T06:20:00,149.61973765496646,655.1848311910982
2025-06-21,2025-06-21T06:20:00,2025-06-21T06:30:00,25.13446212640062,110.07637688257152
2025-06-21,2025-06-21T06:30:00,2025-06-21T06:40:00,97.38518333333168,418.80498092499283
2025-06-21,2025-06-21T06:40:00,2025-06-21T06:50:00,86.21210000000002,363.9012741000001
2025-06-21,2025-06-21T06:50:00,2025-06-21T07:00:00,100.8366666666667,420.18639000000013
2025-06-21,2025-06-21T07:00:00,2025-06-21T07:10:00,63.282299999999964,256.04018579999985
2025-06-21,2025-06-21T07:10:00,2025-06-21T07:20:00,21.927683333333334,87.40374576666667
2025-09-23,2025-09-23T02:10:00,2025-09-23T02:20:00,8.769190633760331,18.958990150189837
2025-09-23,2025-09-23T05:50:00,2025-09-23T06:00:00,790.6233333333333,3596.9408550000003
2025-09-23,2025-09-23T06:00:00,2025-09-23T06:10:00,793.7720833333333,3718.0284383333333
2025-09-23,2025-09-23T06:10:00,2025-09-23T06:20:00,742.6598166666668,3252.107337183334
2025-09-23,2025-09-23T06:20:00,2025-09-23T06:30:00,690.4687499999999,3023.9078906249997
2025-09-23,2025-09-23T06:30:00,2025-09-23T06:40:00,630.5840166666667,2711.8265636749998
2025-09-23,2025-09-23T06:40:00,2025-09-23T06:50:00,584.88215,2468.78755515
2025-09-23,2025-09-23T06:50:00,2025-09-23T07:00:00,546.2125000000001,2276.0674875000004
2025-09-23,2025-09-23T07:00:00,2025-09-23T07:10:00,258.6130489100741,1046.34839589016
2025-09-23,2025-09-23T07:40:00,2025-09-23T07:50:00,357.7302166666667,1538.2399316666667
2025-09-23,2025-09-23T07:50:00,2025-09-23T08:00:00,459.84903817389727,2671.033138233082
2025-09-23,2025-09-23T08:10:00,2025-09-23T08:20:00,287.5229884662308,1575.0509308180121
2025-09-23,2025-09-23T08:20:00,2025-09-23T08:30:00,322.8887500000002,1751.510024375001
2025-09-23,2025-09-23T08:30:00,2025-09-23T08:40:00,267.16475,1417.30899875
2025-09-23,2025-09-23T08:40:00,2025-09-23T08:50:00,177.01698333333354,923.1435680833343
2025-09-23,2025-09-23T08:50:00,2025-09-23T09:00:00,103.28666666666652,535.0249333333326
2025-09-23,2025-09-23T09:00:00,2025-09-23T09:10:00,88.53053333333332,449.15966086666657
2025-09-23,2025-09-23T09:10:00,2025-09-23T09:20:00,75.39373333333333,374.0283110666667
2025-09-23,2025-09-23T09:20:00,2025-09-23T09:30:00,46.359583333333376,224.84397916666686
2025-09-23,2025-09-23T09:30:00,2025-09-23T09:40:00,34.08066666666673,160.554020666667
2025-09-23,2025-09-23T09:40:00,2025-09-23T09:50:00,13.978433333333214,66.87981428333276
2025-09-23,2025-09-23T10:00:00,2025-09-23T10:10:00,3.388966666666647,16.807580183333236
2025-09-23,2025-09-23T20:20:00,2025-09-23T20:30:00,6.375,42.996187500000005
2025-12-21,2025-12-21T03:40:00,2025-12-21T03:50:00,17.233948858870008,37.57000851233662
2025-12-21,2025-12-21T06:00:00,2025-12-21T06:10:00,571.3408908779843,2676.1607328724785
2025-12-21,2025-12-21T07:50:00,2025-12-21T08:00:00,791.3117533340908,4596.334319241066
2025-12-21,2025-12-21T08:00:00,2025-12-21T08:10:00,525.8468236024341,3071.734220073619
2025-12-21,2025-12-21T08:10:00,2025-12-21T08:20:00,772.6705572473288,4232.689312600867
2025-12-21,2025-12-21T08:20:00,2025-12-21T08:30:00,790.9747013701708,4290.6422675824915
2025-12-21,2025-12-21T08:30:00,2025-12-21T08:40:00,729.9923166666667,3872.609239916667
2025-12-21,2025-12-21T08:40:00,2025-12-21T08:50:00,680.0761333333332,3546.5970353333328
2025-12-21,2025-12-21T08:50:00,2025-12-21T09:00:00,652.3437499999999,3379.140624999999
2025-12-21,2025-12-21T09:00:00,2025-12-21T09:10:00,584.00365,2962.9425182749997
2025-12-21,2025-12-21T09:10:00,2025-12-21T09:20:00,527.6853666666668,2617.8471040333343
2025-12-21,2025-12-21T09:20:00,2025-12-21T09:30:00,180.72089196145248,876.4963260130445
2025-12-21,2025-12-21T09:50:00,2025-12-21T10:00:00,360.30708333333325,1797.391885208333
2025-12-21,2025-12-21T10:00:00,2025-12-21T10:10:00,331.19361666666657,1642.554741858333
2025-12-21,2025-12-21T10:30:00,2025-12-21T10:40:00,349.07950000000005,1717.2966002500004
2025-12-21,2025-12-21T10:40:00,2025-12-21T10:50:00,35.09698239002091,140.21244464813356
2025-12-21,2025-12-21T13:50:00,2025-12-21T14:00:00,301.8829166666668,1472.2829845833342
2025-12-21,2025-12-21T14:00:00,2025-12-21T14:10:00,294.8965833333333,1474.7778132499996
2025-12-21,2025-12-21T14:10:00,2025-12-21T14:20:00,317.71574999999996,1585.0838767499997
2025-12-21,2025-12-21T14:20:00,2025-12-21T14:30:00,384.19708333333335,1973.0441214583332
2025-12-21,2025-12-21T14:30:00,2025-12-21T14:40:00,150.47389564292422,820.5341529408659
2025-12-21,2025-12-21T14:40:00,2025-12-21T14:50:00,491.0327499999983,2301.961531999992
